head,primary_failure_reason,n_risk,caught,recall
mobility_s9|per_task,approached_target_without_observed_contact,14,4,0.2857142857142857
mobility_s9|per_task,goal_predicate_regressed,26,12,0.46153846153846156
mobility_s9|per_task,mechanism_threshold_not_reached,1,1,1.0
mobility_s9|per_task,no_meaningful_target_progress,2,2,1.0
mobility_s9|per_task,object_moved_but_goal_unmet,89,43,0.48314606741573035
mobility_s9|per_task,object_released_or_dropped_before_goal,241,152,0.6307053941908713
mobility_s9|per_task,object_released_outside_goal,25,10,0.4
mobility_s9|per_task,stable_grasp_not_observed,143,36,0.2517482517482518
mobility_s9|per_task,timeout_while_holding_target,23,12,0.5217391304347826
mobility_s9|global,approached_target_without_observed_contact,14,2,0.14285714285714285
mobility_s9|global,goal_predicate_regressed,26,12,0.46153846153846156
mobility_s9|global,mechanism_threshold_not_reached,1,1,1.0
mobility_s9|global,no_meaningful_target_progress,2,2,1.0
mobility_s9|global,object_moved_but_goal_unmet,89,27,0.30337078651685395
mobility_s9|global,object_released_or_dropped_before_goal,241,61,0.25311203319502074
mobility_s9|global,object_released_outside_goal,25,3,0.12
mobility_s9|global,stable_grasp_not_observed,143,78,0.5454545454545454
mobility_s9|global,timeout_while_holding_target,23,9,0.391304347826087
load_entropy_s9|per_task,approached_target_without_observed_contact,14,4,0.2857142857142857
load_entropy_s9|per_task,goal_predicate_regressed,26,17,0.6538461538461539
load_entropy_s9|per_task,mechanism_threshold_not_reached,1,0,0.0
load_entropy_s9|per_task,no_meaningful_target_progress,2,0,0.0
load_entropy_s9|per_task,object_moved_but_goal_unmet,89,56,0.6292134831460674
load_entropy_s9|per_task,object_released_or_dropped_before_goal,241,202,0.8381742738589212
load_entropy_s9|per_task,object_released_outside_goal,25,22,0.88
load_entropy_s9|per_task,stable_grasp_not_observed,143,60,0.4195804195804196
load_entropy_s9|per_task,timeout_while_holding_target,23,9,0.391304347826087
load_entropy_s9|global,approached_target_without_observed_contact,14,3,0.21428571428571427
load_entropy_s9|global,goal_predicate_regressed,26,9,0.34615384615384615
load_entropy_s9|global,mechanism_threshold_not_reached,1,0,0.0
load_entropy_s9|global,no_meaningful_target_progress,2,0,0.0
load_entropy_s9|global,object_moved_but_goal_unmet,89,36,0.4044943820224719
load_entropy_s9|global,object_released_or_dropped_before_goal,241,109,0.45228215767634855
load_entropy_s9|global,object_released_outside_goal,25,9,0.36
load_entropy_s9|global,stable_grasp_not_observed,143,65,0.45454545454545453
load_entropy_s9|global,timeout_while_holding_target,23,7,0.30434782608695654
td_slope|per_task,approached_target_without_observed_contact,14,2,0.14285714285714285
td_slope|per_task,goal_predicate_regressed,26,2,0.07692307692307693
td_slope|per_task,mechanism_threshold_not_reached,1,0,0.0
td_slope|per_task,no_meaningful_target_progress,2,0,0.0
td_slope|per_task,object_moved_but_goal_unmet,89,8,0.0898876404494382
td_slope|per_task,object_released_or_dropped_before_goal,241,30,0.12448132780082988
td_slope|per_task,object_released_outside_goal,25,6,0.24
td_slope|per_task,stable_grasp_not_observed,143,8,0.055944055944055944
td_slope|per_task,timeout_while_holding_target,23,6,0.2608695652173913
td_slope|global,approached_target_without_observed_contact,14,1,0.07142857142857142
td_slope|global,goal_predicate_regressed,26,8,0.3076923076923077
td_slope|global,mechanism_threshold_not_reached,1,0,0.0
td_slope|global,no_meaningful_target_progress,2,2,1.0
td_slope|global,object_moved_but_goal_unmet,89,21,0.23595505617977527
td_slope|global,object_released_or_dropped_before_goal,241,47,0.1950207468879668
td_slope|global,object_released_outside_goal,25,0,0.0
td_slope|global,stable_grasp_not_observed,143,76,0.5314685314685315
td_slope|global,timeout_while_holding_target,23,6,0.2608695652173913
td_late_early|per_task,approached_target_without_observed_contact,14,2,0.14285714285714285
td_late_early|per_task,goal_predicate_regressed,26,1,0.038461538461538464
td_late_early|per_task,mechanism_threshold_not_reached,1,0,0.0
td_late_early|per_task,no_meaningful_target_progress,2,0,0.0
td_late_early|per_task,object_moved_but_goal_unmet,89,7,0.07865168539325842
td_late_early|per_task,object_released_or_dropped_before_goal,241,26,0.1078838174273859
td_late_early|per_task,object_released_outside_goal,25,6,0.24
td_late_early|per_task,stable_grasp_not_observed,143,8,0.055944055944055944
td_late_early|per_task,timeout_while_holding_target,23,6,0.2608695652173913
td_late_early|global,approached_target_without_observed_contact,14,1,0.07142857142857142
td_late_early|global,goal_predicate_regressed,26,8,0.3076923076923077
td_late_early|global,mechanism_threshold_not_reached,1,0,0.0
td_late_early|global,no_meaningful_target_progress,2,2,1.0
td_late_early|global,object_moved_but_goal_unmet,89,21,0.23595505617977527
td_late_early|global,object_released_or_dropped_before_goal,241,48,0.1991701244813278
td_late_early|global,object_released_outside_goal,25,0,0.0
td_late_early|global,stable_grasp_not_observed,143,75,0.5244755244755245
td_late_early|global,timeout_while_holding_target,23,6,0.2608695652173913
pc1corr_slope|per_task,approached_target_without_observed_contact,14,1,0.07142857142857142
pc1corr_slope|per_task,goal_predicate_regressed,26,0,0.0
pc1corr_slope|per_task,mechanism_threshold_not_reached,1,0,0.0
pc1corr_slope|per_task,no_meaningful_target_progress,2,2,1.0
pc1corr_slope|per_task,object_moved_but_goal_unmet,89,11,0.12359550561797752
pc1corr_slope|per_task,object_released_or_dropped_before_goal,241,72,0.2987551867219917
pc1corr_slope|per_task,object_released_outside_goal,25,3,0.12
pc1corr_slope|per_task,stable_grasp_not_observed,143,14,0.0979020979020979
pc1corr_slope|per_task,timeout_while_holding_target,23,2,0.08695652173913043
pc1corr_slope|global,approached_target_without_observed_contact,14,0,0.0
pc1corr_slope|global,goal_predicate_regressed,26,0,0.0
pc1corr_slope|global,mechanism_threshold_not_reached,1,0,0.0
pc1corr_slope|global,no_meaningful_target_progress,2,0,0.0
pc1corr_slope|global,object_moved_but_goal_unmet,89,3,0.033707865168539325
pc1corr_slope|global,object_released_or_dropped_before_goal,241,2,0.008298755186721992
pc1corr_slope|global,object_released_outside_goal,25,0,0.0
pc1corr_slope|global,stable_grasp_not_observed,143,26,0.18181818181818182
pc1corr_slope|global,timeout_while_holding_target,23,0,0.0
pc1share_slope|per_task,approached_target_without_observed_contact,14,2,0.14285714285714285
pc1share_slope|per_task,goal_predicate_regressed,26,3,0.11538461538461539
pc1share_slope|per_task,mechanism_threshold_not_reached,1,0,0.0
pc1share_slope|per_task,no_meaningful_target_progress,2,0,0.0
pc1share_slope|per_task,object_moved_but_goal_unmet,89,25,0.2808988764044944
pc1share_slope|per_task,object_released_or_dropped_before_goal,241,99,0.4107883817427386
pc1share_slope|per_task,object_released_outside_goal,25,9,0.36
pc1share_slope|per_task,stable_grasp_not_observed,143,25,0.17482517482517482
pc1share_slope|per_task,timeout_while_holding_target,23,4,0.17391304347826086
pc1share_slope|global,approached_target_without_observed_contact,14,0,0.0
pc1share_slope|global,goal_predicate_regressed,26,0,0.0
pc1share_slope|global,mechanism_threshold_not_reached,1,0,0.0
pc1share_slope|global,no_meaningful_target_progress,2,0,0.0
pc1share_slope|global,object_moved_but_goal_unmet,89,5,0.056179775280898875
pc1share_slope|global,object_released_or_dropped_before_goal,241,5,0.02074688796680498
pc1share_slope|global,object_released_outside_goal,25,0,0.0
pc1share_slope|global,stable_grasp_not_observed,143,12,0.08391608391608392
pc1share_slope|global,timeout_while_holding_target,23,2,0.08695652173913043
stretch_slope|per_task,approached_target_without_observed_contact,14,3,0.21428571428571427
stretch_slope|per_task,goal_predicate_regressed,26,0,0.0
stretch_slope|per_task,mechanism_threshold_not_reached,1,0,0.0
stretch_slope|per_task,no_meaningful_target_progress,2,2,1.0
stretch_slope|per_task,object_moved_but_goal_unmet,89,13,0.14606741573033707
stretch_slope|per_task,object_released_or_dropped_before_goal,241,83,0.34439834024896265
stretch_slope|per_task,object_released_outside_goal,25,3,0.12
stretch_slope|per_task,stable_grasp_not_observed,143,7,0.04895104895104895
stretch_slope|per_task,timeout_while_holding_target,23,2,0.08695652173913043
stretch_slope|global,approached_target_without_observed_contact,14,2,0.14285714285714285
stretch_slope|global,goal_predicate_regressed,26,1,0.038461538461538464
stretch_slope|global,mechanism_threshold_not_reached,1,0,0.0
stretch_slope|global,no_meaningful_target_progress,2,1,0.5
stretch_slope|global,object_moved_but_goal_unmet,89,6,0.06741573033707865
stretch_slope|global,object_released_or_dropped_before_goal,241,8,0.03319502074688797
stretch_slope|global,object_released_outside_goal,25,0,0.0
stretch_slope|global,stable_grasp_not_observed,143,47,0.32867132867132864
stretch_slope|global,timeout_while_holding_target,23,2,0.08695652173913043
centred_slope|per_task,approached_target_without_observed_contact,14,1,0.07142857142857142
centred_slope|per_task,goal_predicate_regressed,26,0,0.0
centred_slope|per_task,mechanism_threshold_not_reached,1,0,0.0
centred_slope|per_task,no_meaningful_target_progress,2,0,0.0
centred_slope|per_task,object_moved_but_goal_unmet,89,7,0.07865168539325842
centred_slope|per_task,object_released_or_dropped_before_goal,241,26,0.1078838174273859
centred_slope|per_task,object_released_outside_goal,25,6,0.24
centred_slope|per_task,stable_grasp_not_observed,143,7,0.04895104895104895
centred_slope|per_task,timeout_while_holding_target,23,6,0.2608695652173913
centred_slope|global,approached_target_without_observed_contact,14,1,0.07142857142857142
centred_slope|global,goal_predicate_regressed,26,8,0.3076923076923077
centred_slope|global,mechanism_threshold_not_reached,1,0,0.0
centred_slope|global,no_meaningful_target_progress,2,2,1.0
centred_slope|global,object_moved_but_goal_unmet,89,21,0.23595505617977527
centred_slope|global,object_released_or_dropped_before_goal,241,50,0.2074688796680498
centred_slope|global,object_released_outside_goal,25,0,0.0
centred_slope|global,stable_grasp_not_observed,143,76,0.5314685314685315
centred_slope|global,timeout_while_holding_target,23,6,0.2608695652173913
pc1_index_corr_s9|per_task,approached_target_without_observed_contact,14,0,0.0
pc1_index_corr_s9|per_task,goal_predicate_regressed,26,0,0.0
pc1_index_corr_s9|per_task,mechanism_threshold_not_reached,1,0,0.0
pc1_index_corr_s9|per_task,no_meaningful_target_progress,2,0,0.0
pc1_index_corr_s9|per_task,object_moved_but_goal_unmet,89,0,0.0
pc1_index_corr_s9|per_task,object_released_or_dropped_before_goal,241,3,0.012448132780082987
pc1_index_corr_s9|per_task,object_released_outside_goal,25,0,0.0
pc1_index_corr_s9|per_task,stable_grasp_not_observed,143,0,0.0
pc1_index_corr_s9|per_task,timeout_while_holding_target,23,1,0.043478260869565216
pc1_index_corr_s9|global,approached_target_without_observed_contact,14,8,0.5714285714285714
pc1_index_corr_s9|global,goal_predicate_regressed,26,8,0.3076923076923077
pc1_index_corr_s9|global,mechanism_threshold_not_reached,1,0,0.0
pc1_index_corr_s9|global,no_meaningful_target_progress,2,0,0.0
pc1_index_corr_s9|global,object_moved_but_goal_unmet,89,3,0.033707865168539325
pc1_index_corr_s9|global,object_released_or_dropped_before_goal,241,17,0.07053941908713693
pc1_index_corr_s9|global,object_released_outside_goal,25,0,0.0
pc1_index_corr_s9|global,stable_grasp_not_observed,143,16,0.11188811188811189
pc1_index_corr_s9|global,timeout_while_holding_target,23,5,0.21739130434782608
arc_stretch_s9|per_task,approached_target_without_observed_contact,14,4,0.2857142857142857
arc_stretch_s9|per_task,goal_predicate_regressed,26,5,0.19230769230769232
arc_stretch_s9|per_task,mechanism_threshold_not_reached,1,1,1.0
arc_stretch_s9|per_task,no_meaningful_target_progress,2,1,0.5
arc_stretch_s9|per_task,object_moved_but_goal_unmet,89,14,0.15730337078651685
arc_stretch_s9|per_task,object_released_or_dropped_before_goal,241,71,0.2946058091286307
arc_stretch_s9|per_task,object_released_outside_goal,25,4,0.16
arc_stretch_s9|per_task,stable_grasp_not_observed,143,6,0.04195804195804196
arc_stretch_s9|per_task,timeout_while_holding_target,23,0,0.0
arc_stretch_s9|global,approached_target_without_observed_contact,14,2,0.14285714285714285
arc_stretch_s9|global,goal_predicate_regressed,26,2,0.07692307692307693
arc_stretch_s9|global,mechanism_threshold_not_reached,1,0,0.0
arc_stretch_s9|global,no_meaningful_target_progress,2,0,0.0
arc_stretch_s9|global,object_moved_but_goal_unmet,89,7,0.07865168539325842
arc_stretch_s9|global,object_released_or_dropped_before_goal,241,9,0.03734439834024896
