cohort,query,representation,layer,expert,paired_states,success_mean,failure_mean,delta
B,12,hard_load,13,24,3,0.03333333507180214,0.0,-0.03333333507180214
B,12,hard_load,13,25,3,0.02222222276031971,0.02500000037252903,0.00277777761220932
B,12,hard_load,13,26,3,0.01944444514811039,0.01666666753590107,-0.00277777761220932
B,12,hard_load,13,27,3,0.06527777761220932,0.0833333358168602,0.01805555820465088
B,12,hard_load,13,28,3,0.0486111082136631,0.11666666716337204,0.06805555522441864
B,12,hard_load,13,29,3,0.0486111082136631,0.06666667014360428,0.018055561929941177
B,12,hard_load,13,30,3,0.02638888917863369,0.01666666753590107,-0.00972222164273262
B,12,hard_load,13,31,3,0.04722222313284874,0.09166666865348816,0.04444444552063942
B,12,hard_load,14,0,3,0.0,0.0,0.0
B,12,hard_load,14,1,3,0.011111111380159855,0.0,-0.011111111380159855
B,12,hard_load,14,2,3,0.01666666753590107,0.0,-0.01666666753590107
B,12,hard_load,14,3,3,0.02083333395421505,0.0,-0.02083333395421505
B,12,hard_load,14,4,3,0.02777777798473835,0.0416666679084301,0.01388888992369175
B,12,hard_load,14,5,3,0.02638888917863369,0.05833333358168602,0.03194444626569748
B,12,hard_load,14,6,3,0.02361111156642437,0.0,-0.02361111156642437
B,12,hard_load,14,7,3,0.0027777778450399637,0.0,-0.0027777778450399637
B,12,hard_load,14,8,3,0.0,0.0,0.0
B,12,hard_load,14,9,3,0.008333333767950535,0.05833333358168602,0.05000000074505806
B,12,hard_load,14,10,3,0.02916666679084301,0.02500000037252903,-0.00416666641831398
B,12,hard_load,14,11,3,0.0625,0.0,-0.0625
B,12,hard_load,14,12,3,0.0,0.0,0.0
B,12,hard_load,14,13,3,0.0055555556900799274,0.02500000037252903,0.01944444514811039
B,12,hard_load,14,14,3,0.08055555820465088,0.10000000149011612,0.01944444328546524
B,12,hard_load,14,15,3,0.03749999776482582,0.0,-0.03749999776482582
B,12,hard_load,14,16,3,0.09166666865348816,0.0416666679084301,-0.05000000074505806
B,12,hard_load,14,17,3,0.07361111789941788,0.10833332687616348,0.034722208976745605
B,12,hard_load,14,18,3,0.02638888917863369,0.0,-0.02638888917863369
B,12,hard_load,14,19,3,0.02361111156642437,0.01666666753590107,-0.0069444440305233
B,12,hard_load,14,20,3,0.03333333507180214,0.06666667014360428,0.03333333507180214
B,12,hard_load,14,21,3,0.03749999776482582,0.01666666753590107,-0.02083333022892475
B,12,hard_load,14,22,3,0.0,0.008333333767950535,0.008333333767950535
B,12,hard_load,14,23,3,0.10555555671453476,0.125,0.01944444328546524
B,12,hard_load,14,24,3,0.0,0.0,0.0
B,12,hard_load,14,25,3,0.07777777314186096,0.05833333358168602,-0.019444439560174942
B,12,hard_load,14,26,3,0.01666666753590107,0.008333333767950535,-0.008333333767950535
B,12,hard_load,14,27,3,0.07083333283662796,0.0,-0.07083333283662796
B,12,hard_load,14,28,3,0.0694444477558136,0.10000000149011612,0.03055555373430252
B,12,hard_load,14,29,3,0.004166666883975267,0.06666667014360428,0.0625
B,12,hard_load,14,30,3,0.0,0.008333333767950535,0.008333333767950535
B,12,hard_load,14,31,3,0.01666666753590107,0.06666667014360428,0.05000000447034836
B,12,hard_load,15,0,3,0.004166666883975267,0.03333333507180214,0.02916666865348816
B,12,hard_load,15,1,3,0.0555555559694767,0.05000000074505806,-0.00555555522441864
B,12,hard_load,15,2,3,0.0055555556900799274,0.05000000074505806,0.04444444552063942
B,12,hard_load,15,3,3,0.008333333767950535,0.008333333767950535,0.0
B,12,hard_load,15,4,3,0.0486111082136631,0.06666667014360428,0.018055561929941177
B,12,hard_load,15,5,3,0.0347222238779068,0.0,-0.0347222238779068
B,12,hard_load,15,6,3,0.01944444514811039,0.17499999701976776,0.15555554628372192
B,12,hard_load,15,7,3,0.02500000037252903,0.008333333767950535,-0.01666666567325592
B,12,hard_load,15,8,3,0.02361111342906952,0.0,-0.02361111342906952
B,12,hard_load,15,9,3,0.0416666679084301,0.02500000037252903,-0.01666666753590107
B,12,hard_load,15,10,3,0.008333333767950535,0.008333333767950535,0.0
B,12,hard_load,15,11,3,0.0,0.0,0.0
B,12,hard_load,15,12,3,0.02361111342906952,0.0,-0.02361111342906952
B,12,hard_load,15,13,3,0.008333333767950535,0.02500000037252903,0.01666666567325592
B,12,hard_load,15,14,3,0.03194444626569748,0.03333333507180214,0.00138888880610466
B,12,hard_load,15,15,3,0.03888889029622078,0.05000000074505806,0.01111111044883728
B,12,hard_load,15,16,3,0.0416666679084301,0.03333333507180214,-0.00833333283662796
B,12,hard_load,15,17,3,0.03055555559694767,0.02500000037252903,-0.00555555522441864
B,12,hard_load,15,18,3,0.008333333767950535,0.03333333507180214,0.02500000223517418
B,12,hard_load,15,19,3,0.07361111044883728,0.008333333767950535,-0.06527777761220932
B,12,hard_load,15,20,3,0.05277778208255768,0.0,-0.05277778208255768
B,12,hard_load,15,21,3,0.02083333395421505,0.008333333767950535,-0.012500000186264515
B,12,hard_load,15,22,3,0.01805555634200573,0.07499999552965164,0.05694443732500076
B,12,hard_load,15,23,3,0.05138888955116272,0.008333333767950535,-0.04305555671453476
B,12,hard_load,15,24,3,0.02500000037252903,0.008333333767950535,-0.01666666567325592
B,12,hard_load,15,25,3,0.02500000037252903,0.008333333767950535,-0.01666666567325592
B,12,hard_load,15,26,3,0.0347222238779068,0.03333333507180214,-0.00138888880610466
B,12,hard_load,15,27,3,0.012500000186264515,0.0,-0.012500000186264515
B,12,hard_load,15,28,3,0.11944445222616196,0.11666667461395264,-0.00277777761220932
B,12,hard_load,15,29,3,0.04305555298924446,0.06666667014360428,0.023611117154359818
B,12,hard_load,15,30,3,0.03194444254040718,0.0416666679084301,0.009722225368022919
B,12,hard_load,15,31,3,0.03333333507180214,0.0,-0.03333333507180214
A,0,load,2,0,7,0.029246577993035316,0.029702508822083473,0.00045593082904815674
A,0,load,2,1,7,0.0333557203412056,0.03363208845257759,0.000276368111371994
A,0,load,2,2,7,0.029697367921471596,0.029891548678278923,0.00019418075680732727
A,0,load,2,3,7,0.030763257294893265,0.03090732917189598,0.00014407187700271606
A,0,load,2,4,7,0.027895784005522728,0.026981886476278305,-0.0009138975292444229
A,0,load,2,5,7,0.032996613532304764,0.03282647579908371,-0.00017013773322105408
A,0,load,2,6,7,0.033202435821294785,0.033440880477428436,0.00023844465613365173
A,0,load,2,7,7,0.03208481892943382,0.032374609261751175,0.0002897903323173523
A,0,load,2,8,7,0.03274711221456528,0.03294198587536812,0.0001948736608028412
A,0,load,2,9,7,0.026612233370542526,0.026178782805800438,-0.0004334505647420883
A,0,load,2,10,7,0.031973786652088165,0.032017458230257034,4.367157816886902e-05
A,0,load,2,11,7,0.03216351196169853,0.031662717461586,-0.0005007945001125336
A,0,load,2,12,7,0.028397712856531143,0.028570523485541344,0.0001728106290102005
A,0,load,2,13,7,0.03261337801814079,0.033231012523174286,0.000617634505033493
A,0,load,2,14,7,0.03059259243309498,0.03004329465329647,-0.0005492977797985077
A,0,load,2,15,7,0.0308257807046175,0.030755823478102684,-6.995722651481628e-05
A,0,load,2,16,7,0.03265560418367386,0.03257576748728752,-7.983669638633728e-05
A,0,load,2,17,7,0.028329163789749146,0.028116660192608833,-0.0002125035971403122
A,0,load,2,18,7,0.032136622816324234,0.03239157423377037,0.0002549514174461365
A,0,load,2,19,7,0.027840634807944298,0.027546105906367302,-0.00029452890157699585
A,0,load,2,20,7,0.033742744475603104,0.03408573195338249,0.00034298747777938843
A,0,load,2,21,7,0.033252231776714325,0.03317667171359062,-7.5560063123703e-05
A,0,load,2,22,7,0.031007537618279457,0.03093702718615532,-7.051043212413788e-05
A,0,load,2,23,7,0.033292870968580246,0.0329606868326664,-0.0003321841359138489
A,0,load,2,24,7,0.030707331374287605,0.030878499150276184,0.0001711677759885788
A,0,load,2,25,7,0.032527364790439606,0.03306680545210838,0.0005394406616687775
A,0,load,2,26,7,0.033022698014974594,0.03289696201682091,-0.00012573599815368652
A,0,load,2,27,7,0.03232903033494949,0.032231055200099945,-9.797513484954834e-05
A,0,load,2,28,7,0.035655662417411804,0.03579433634877205,0.00013867393136024475
A,0,load,2,29,7,0.02628498710691929,0.026247426867485046,-3.756023943424225e-05
A,0,load,2,30,7,0.03264348581433296,0.032723039388656616,7.955357432365417e-05
A,0,load,2,31,7,0.029403356835246086,0.029212726280093193,-0.00019063055515289307
A,0,load,3,0,7,0.03211529180407524,0.03238070383667946,0.00026541203260421753
A,0,load,3,1,7,0.02967413328588009,0.03005930781364441,0.0003851745277643204
A,0,load,3,2,7,0.03204197809100151,0.03187617287039757,-0.00016580522060394287
A,0,load,3,3,7,0.03224630653858185,0.03157316520810127,-0.0006731413304805756
A,0,load,3,4,7,0.03234362229704857,0.03202265873551369,-0.0003209635615348816
A,0,load,3,5,7,0.03147473931312561,0.03161045163869858,0.00013571232557296753
A,0,load,3,6,7,0.03282156214118004,0.03304208070039749,0.000220518559217453
A,0,load,3,7,7,0.030292551964521408,0.030649349093437195,0.00035679712891578674
A,0,load,3,8,7,0.03016378916800022,0.03006570041179657,-9.808875620365143e-05
A,0,load,3,9,7,0.03336290270090103,0.03378809988498688,0.00042519718408584595
A,0,load,3,10,7,0.03294268250465393,0.03232240676879883,-0.0006202757358551025
A,0,load,3,11,7,0.02255081571638584,0.02258334495127201,3.2529234886169434e-05
A,0,load,3,12,7,0.029196154326200485,0.0290426816791296,-0.0001534726470708847
A,0,load,3,13,7,0.029931489378213882,0.030129199847579002,0.00019771046936511993
A,0,load,3,14,7,0.032860007137060165,0.0329827181994915,0.00012271106243133545
A,0,load,3,15,7,0.03064105287194252,0.03089071996510029,0.00024966709315776825
A,0,load,3,16,7,0.032743752002716064,0.03301576152443886,0.0002720095217227936
A,0,load,3,17,7,0.031070511788129807,0.030115896835923195,-0.0009546149522066116
A,0,load,3,18,7,0.028762072324752808,0.028836864978075027,7.479265332221985e-05
A,0,load,3,19,7,0.03176442161202431,0.03214101120829582,0.0003765895962715149
A,0,load,3,20,7,0.03181145340204239,0.03155162185430527,-0.0002598315477371216
A,0,load,3,21,7,0.0309496708214283,0.030751558020710945,-0.00019811280071735382
A,0,load,3,22,7,0.034279707819223404,0.03429505228996277,1.5344470739364624e-05
A,0,load,3,23,7,0.03371267393231392,0.03352033346891403,-0.00019234046339988708
A,0,load,3,24,7,0.02596980333328247,0.025656387209892273,-0.00031341612339019775
A,0,load,3,25,7,0.03328320011496544,0.033390261232852936,0.00010706111788749695
A,0,load,3,26,7,0.033291954547166824,0.03316187858581543,-0.00013007596135139465
A,0,load,3,27,7,0.03841375559568405,0.037943873554468155,-0.0004698820412158966
A,0,load,3,28,7,0.031909383833408356,0.0322086326777935,0.0002992488443851471
A,0,load,3,29,7,0.02858462743461132,0.02945791743695736,0.0008732900023460388
A,0,load,3,30,7,0.02854723110795021,0.028505662456154823,-4.156865179538727e-05
A,0,load,3,31,7,0.030246706679463387,0.03042851760983467,0.00018181093037128448
A,0,load,4,0,7,0.032061051577329636,0.032447632402181625,0.00038658082485198975
A,0,load,4,1,7,0.028183311223983765,0.027828916907310486,-0.0003543943166732788
A,0,load,4,2,7,0.034908052533864975,0.035154663026332855,0.00024661049246788025
A,0,load,4,3,7,0.01855885051190853,0.018623674288392067,6.482377648353577e-05
A,0,load,4,4,7,0.03193114325404167,0.03198524937033653,5.410611629486084e-05
A,0,load,4,5,7,0.03458188846707344,0.034915391355752945,0.0003335028886795044
A,0,load,4,6,7,0.03400968760251999,0.03402823582291603,1.854822039604187e-05
A,0,load,4,7,7,0.033983927220106125,0.033829811960458755,-0.00015411525964736938
A,0,load,4,8,7,0.02777199260890484,0.02805444411933422,0.0002824515104293823
A,0,load,4,9,7,0.03434816375374794,0.034069743007421494,-0.00027842074632644653
A,0,load,4,10,7,0.03192448616027832,0.0320047065615654,8.022040128707886e-05
A,0,load,4,11,7,0.033477600663900375,0.03298138454556465,-0.0004962161183357239
A,0,load,4,12,7,0.03082306683063507,0.03044888563454151,-0.00037418119609355927
A,0,load,4,13,7,0.02925323322415352,0.029488587751984596,0.00023535452783107758
A,0,load,4,14,7,0.031773827970027924,0.0318220816552639,4.825368523597717e-05
A,0,load,4,15,7,0.029485633596777916,0.029228756204247475,-0.0002568773925304413
A,0,load,4,16,7,0.03134505823254585,0.03059864230453968,-0.0007464159280061722
A,0,load,4,17,7,0.029376087710261345,0.029729735106229782,0.0003536473959684372
A,0,load,4,18,7,0.016015062108635902,0.015435936860740185,-0.0005791252478957176
A,0,load,4,19,7,0.033980727195739746,0.03405492380261421,7.419660687446594e-05
A,0,load,4,20,7,0.03524049371480942,0.03548482060432434,0.0002443268895149231
A,0,load,4,21,7,0.03199305385351181,0.03236965462565422,0.0003766007721424103
A,0,load,4,22,7,0.03157107159495354,0.031823720782995224,0.000252649188041687
A,0,load,4,23,7,0.03224803879857063,0.03215271607041359,-9.532272815704346e-05
A,0,load,4,24,7,0.029315855354070663,0.029104122892022133,-0.00021173246204853058
A,0,load,4,25,7,0.035526566207408905,0.035234857350587845,-0.0002917088568210602
A,0,load,4,26,7,0.026263779029250145,0.026073256507515907,-0.00019052252173423767
A,0,load,4,27,7,0.0338992141187191,0.034197352826595306,0.00029813870787620544
A,0,load,4,28,7,0.03796147182583809,0.03794765844941139,-1.3813376426696777e-05
A,0,load,4,29,7,0.03540574014186859,0.03575292229652405,0.00034718215465545654
A,0,load,4,30,7,0.03130270913243294,0.031653907150030136,0.0003511980175971985
A,0,load,4,31,7,0.03147914633154869,0.031473610550165176,-5.535781383514404e-06
A,0,load,5,0,7,0.023223401978611946,0.022831151261925697,-0.0003922507166862488
A,0,load,5,1,7,0.03230888023972511,0.032122109085321426,-0.00018677115440368652
A,0,load,5,2,7,0.036370016634464264,0.03630703687667847,-6.297975778579712e-05
A,0,load,5,3,7,0.03383845090866089,0.03391626104712486,7.7810138463974e-05
A,0,load,5,4,7,0.03354520723223686,0.03355090320110321,5.695968866348267e-06
A,0,load,5,5,7,0.028647473081946373,0.02878621220588684,0.00013873912394046783
A,0,load,5,6,7,0.03128158301115036,0.030944297090172768,-0.00033728592097759247
A,0,load,5,7,7,0.02828715369105339,0.027816498652100563,-0.00047065503895282745
A,0,load,5,8,7,0.03412187471985817,0.03406776860356331,-5.410611629486084e-05
A,0,load,5,9,7,0.028806790709495544,0.02893463708460331,0.0001278463751077652
A,0,load,5,10,7,0.03183257579803467,0.031830769032239914,-1.8067657947540283e-06
A,0,load,5,11,7,0.03378831222653389,0.03386775404214859,7.944181561470032e-05
A,0,load,5,12,7,0.02861751802265644,0.02791520021855831,-0.0007023178040981293
A,0,load,5,13,7,0.03171112760901451,0.03185638412833214,0.00014525651931762695
A,0,load,5,14,7,0.027329828590154648,0.02754363790154457,0.0002138093113899231
A,0,load,5,15,7,0.03127572685480118,0.03116338513791561,-0.00011234171688556671
A,0,load,5,16,7,0.032494161278009415,0.03242651745676994,-6.764382123947144e-05
A,0,load,5,17,7,0.02970724180340767,0.029871899634599686,0.0001646578311920166
A,0,load,5,18,7,0.02724568173289299,0.02703413926064968,-0.00021154247224330902
A,0,load,5,19,7,0.030770519748330116,0.030314799398183823,-0.00045572035014629364
A,0,load,5,20,7,0.02580631896853447,0.025682583451271057,-0.00012373551726341248
A,0,load,5,21,7,0.03109651617705822,0.031306397169828415,0.000209880992770195
A,0,load,5,22,7,0.03264148160815239,0.03301926329731941,0.0003777816891670227
A,0,load,5,23,7,0.03319946676492691,0.03321442753076553,1.4960765838623047e-05
A,0,load,5,24,7,0.03151243180036545,0.03170481324195862,0.00019238144159317017
A,0,load,5,25,7,0.03470579534769058,0.03518037125468254,0.0004745759069919586
A,0,load,5,26,7,0.0320906862616539,0.03251873701810837,0.0004280507564544678
A,0,load,5,27,7,0.030433883890509605,0.03056972287595272,0.00013583898544311523
A,0,load,5,28,7,0.03289928287267685,0.03299007937312126,9.079650044441223e-05
A,0,load,5,29,7,0.0364457331597805,0.036060672253370285,-0.0003850609064102173
A,0,load,5,30,7,0.031122302636504173,0.031565241515636444,0.0004429388791322708
A,0,load,5,31,7,0.03284257650375366,0.033086325973272324,0.0002437494695186615
A,0,load,12,0,7,0.03307746350765228,0.03320353850722313,0.00012607499957084656
A,0,load,12,1,7,0.02826046571135521,0.028402402997016907,0.0001419372856616974
A,0,load,12,2,7,0.034452348947525024,0.03478753939270973,0.00033519044518470764
A,0,load,12,3,7,0.03366813808679581,0.03364277258515358,-2.5365501642227173e-05
A,0,load,12,4,7,0.031754761934280396,0.0321095772087574,0.000354815274477005
A,0,load,12,5,7,0.031614720821380615,0.031243091449141502,-0.00037162937223911285
A,0,load,12,6,7,0.02900870144367218,0.029140928760170937,0.0001322273164987564
A,0,load,12,7,7,0.03165918216109276,0.03194210305809975,0.0002829208970069885
A,0,load,12,8,7,0.03298485651612282,0.03346838429570198,0.0004835277795791626
A,0,load,12,9,7,0.029416972771286964,0.029517803341150284,0.0001008305698633194
A,0,load,12,10,7,0.027765333652496338,0.027282875031232834,-0.00048245862126350403
A,0,load,12,11,7,0.028189124539494514,0.02796553634107113,-0.00022358819842338562
A,0,load,12,12,7,0.03109029307961464,0.031585220247507095,0.0004949271678924561
A,0,load,12,13,7,0.031240282580256462,0.031119342893362045,-0.00012093968689441681
A,0,load,12,14,7,0.02949514612555504,0.029622605070471764,0.00012745894491672516
A,0,load,12,15,7,0.03237259015440941,0.0328461229801178,0.0004735328257083893
A,0,load,12,16,7,0.030642030760645866,0.031123608350753784,0.0004815775901079178
A,0,load,12,17,7,0.027330616489052773,0.027080561965703964,-0.0002500545233488083
A,0,load,12,18,7,0.03182321786880493,0.03188575431704521,6.253644824028015e-05
A,0,load,12,19,7,0.032481689006090164,0.03246036916971207,-2.1319836378097534e-05
A,0,load,12,20,7,0.03356825187802315,0.0334581695497036,-0.00011008232831954956
A,0,load,12,21,7,0.03397855535149574,0.03384607657790184,-0.0001324787735939026
A,0,load,12,22,7,0.032351959496736526,0.03211944177746773,-0.00023251771926879883
A,0,load,12,23,7,0.03248876705765724,0.03250715509057045,1.8388032913208008e-05
A,0,load,12,24,7,0.03462797775864601,0.03443064168095589,-0.0001973360776901245
A,0,load,12,25,7,0.029852809384465218,0.029626624658703804,-0.00022618472576141357
A,0,load,12,26,7,0.029424220323562622,0.029266750440001488,-0.00015746988356113434
A,0,load,12,27,7,0.028840987011790276,0.028691548854112625,-0.00014943815767765045
A,0,load,12,28,7,0.032441671937704086,0.03235236555337906,-8.930638432502747e-05
A,0,load,12,29,7,0.03547744080424309,0.034998632967472076,-0.00047880783677101135
A,0,load,12,30,7,0.029369713738560677,0.02897649072110653,-0.00039322301745414734
A,0,load,12,31,7,0.029249725863337517,0.029295941814780235,4.6215951442718506e-05
A,0,load,13,0,7,0.034965138882398605,0.03505439683794975,8.925795555114746e-05
A,0,load,13,1,7,0.03071628138422966,0.030535181984305382,-0.00018109939992427826
A,0,load,13,2,7,0.02574448101222515,0.02554890885949135,-0.0001955721527338028
A,0,load,13,3,7,0.028629112988710403,0.028887134045362473,0.0002580210566520691
A,0,load,13,4,7,0.03470250591635704,0.034995775669813156,0.0002932697534561157
A,0,load,13,5,7,0.032002102583646774,0.03201467916369438,1.2576580047607422e-05
A,0,load,13,6,7,0.02584752067923546,0.02596697211265564,0.00011945143342018127
A,0,load,13,7,7,0.029264653101563454,0.029587728902697563,0.0003230758011341095
A,0,load,13,8,7,0.027035536244511604,0.026865322142839432,-0.00017021410167217255
A,0,load,13,9,7,0.02805572934448719,0.027957899495959282,-9.782984852790833e-05
A,0,load,13,10,7,0.034240640699863434,0.03431440144777298,7.37607479095459e-05
A,0,load,13,11,7,0.02917170524597168,0.029003765434026718,-0.00016793981194496155
A,0,load,13,12,7,0.03201407566666603,0.031847648322582245,-0.000166427344083786
A,0,load,13,13,7,0.031088117510080338,0.030877068638801575,-0.00021104887127876282
A,0,load,13,14,7,0.031939372420310974,0.031898755580186844,-4.061684012413025e-05
A,0,load,13,15,7,0.027935756370425224,0.02811211533844471,0.00017635896801948547
A,0,load,13,16,7,0.03579552844166756,0.03609324246644974,0.0002977140247821808
A,0,load,13,17,7,0.0305622685700655,0.030624734237790108,6.246566772460938e-05
A,0,load,13,18,7,0.03091803379356861,0.03103562258183956,0.00011758878827095032
A,0,load,13,19,7,0.03302827849984169,0.03315401077270508,0.00012573227286338806
A,0,load,13,20,7,0.03150886669754982,0.031717248260974884,0.0002083815634250641
A,0,load,13,21,7,0.033162735402584076,0.03325856849551201,9.583309292793274e-05
A,0,load,13,22,7,0.032316096127033234,0.031795259565114975,-0.0005208365619182587
A,0,load,13,23,7,0.03647947683930397,0.03632548823952675,-0.00015398859977722168
A,0,load,13,24,7,0.03157205507159233,0.031513676047325134,-5.8379024267196655e-05
A,0,load,13,25,7,0.03380832448601723,0.03330465778708458,-0.0005036666989326477
A,0,load,13,26,7,0.030913908034563065,0.031116697937250137,0.00020278990268707275
A,0,load,13,27,7,0.02746630273759365,0.02732042595744133,-0.00014587678015232086
A,0,load,13,28,7,0.02792005054652691,0.027525488287210464,-0.0003945622593164444
A,0,load,13,29,7,0.03080095537006855,0.031566135585308075,0.0007651802152395248
A,0,load,13,30,7,0.03672221675515175,0.03690614551305771,0.00018392875790596008
A,0,load,13,31,7,0.033672183752059937,0.033274851739406586,-0.00039733201265335083
A,0,load,14,0,7,0.03493451699614525,0.034839045256376266,-9.547173976898193e-05
A,0,load,14,1,7,0.03197136148810387,0.03182758390903473,-0.00014377757906913757
A,0,load,14,2,7,0.03143759444355965,0.03162636235356331,0.0001887679100036621
A,0,load,14,3,7,0.027720069512724876,0.027763810008764267,4.3740496039390564e-05
A,0,load,14,4,7,0.03282424807548523,0.0329025462269783,7.829815149307251e-05
A,0,load,14,5,7,0.031840335577726364,0.03188095614314079,4.062056541442871e-05
A,0,load,14,6,7,0.030256573110818863,0.030127953737974167,-0.00012861937284469604
A,0,load,14,7,7,0.029244793578982353,0.029414162039756775,0.0001693684607744217
A,0,load,14,8,7,0.029933076351881027,0.02959364466369152,-0.00033943168818950653
A,0,load,14,9,7,0.03231557086110115,0.03222406655550003,-9.150430560112e-05
A,0,load,14,10,7,0.03296481817960739,0.033118657767772675,0.0001538395881652832
A,0,load,14,11,7,0.033351726830005646,0.033032722771167755,-0.0003190040588378906
A,0,load,14,12,7,0.024975482374429703,0.025332806631922722,0.0003573242574930191
A,0,load,14,13,7,0.0278606116771698,0.028239136561751366,0.00037852488458156586
A,0,load,14,14,7,0.03544465824961662,0.0354209840297699,-2.3674219846725464e-05
A,0,load,14,15,7,0.03136735409498215,0.031498316675424576,0.0001309625804424286
A,0,load,14,16,7,0.032345399260520935,0.03245542570948601,0.00011002644896507263
A,0,load,14,17,7,0.03271505609154701,0.03276377171278,4.871562123298645e-05
A,0,load,14,18,7,0.029327865689992905,0.029161576181650162,-0.00016628950834274292
A,0,load,14,19,7,0.03745504468679428,0.037209756672382355,-0.00024528801441192627
A,0,load,14,20,7,0.03517831116914749,0.035196010023355484,1.7698854207992554e-05
A,0,load,14,21,7,0.03085390292108059,0.030987363308668137,0.0001334603875875473
A,0,load,14,22,7,0.03621942549943924,0.03627875819802284,5.9332698583602905e-05
A,0,load,14,23,7,0.030878784134984016,0.030822593718767166,-5.619041621685028e-05
A,0,load,14,24,7,0.020534919574856758,0.020909622311592102,0.00037470273673534393
A,0,load,14,25,7,0.02507047913968563,0.024898307397961617,-0.00017217174172401428
A,0,load,14,26,7,0.034221939742565155,0.03399251773953438,-0.00022942200303077698
A,0,load,14,27,7,0.030758792534470558,0.030598731711506844,-0.0001600608229637146
A,0,load,14,28,7,0.031281132251024246,0.03145677596330643,0.00017564371228218079
A,0,load,14,29,7,0.030646314844489098,0.030498282983899117,-0.00014803186058998108
A,0,load,14,30,7,0.031312376260757446,0.03106321208178997,-0.0002491641789674759
A,0,load,14,31,7,0.0327574796974659,0.032864537090063095,0.00010705739259719849
A,0,load,15,0,7,0.030829032883048058,0.030958151444792747,0.00012911856174468994
A,0,load,15,1,7,0.03149338439106941,0.03179838880896568,0.00030500441789627075
A,0,load,15,2,7,0.03050876222550869,0.030759628862142563,0.000250866636633873
A,0,load,15,3,7,0.031140059232711792,0.031102417036890984,-3.764219582080841e-05
A,0,load,15,4,7,0.028115510940551758,0.02839384600520134,0.0002783350646495819
A,0,load,15,5,7,0.03125200420618057,0.030793264508247375,-0.000458739697933197
A,0,load,15,6,7,0.029856478795409203,0.02978902868926525,-6.745010614395142e-05
A,0,load,15,7,7,0.029452940449118614,0.02926088310778141,-0.00019205734133720398
A,0,load,15,8,7,0.020834986120462418,0.020274491980671883,-0.000560494139790535
A,0,load,15,9,7,0.03300801292061806,0.03287016227841377,-0.00013785064220428467
A,0,load,15,10,7,0.029852284118533134,0.02967223897576332,-0.00018004514276981354
A,0,load,15,11,7,0.029748694971203804,0.02975255250930786,3.857538104057312e-06
A,0,load,15,12,7,0.031080665066838264,0.031402040272951126,0.00032137520611286163
A,0,load,15,13,7,0.036126188933849335,0.03539019078016281,-0.0007359981536865234
A,0,load,15,14,7,0.028791269287467003,0.02868763729929924,-0.00010363198816776276
A,0,load,15,15,7,0.03148829564452171,0.031575847417116165,8.75517725944519e-05
A,0,load,15,16,7,0.03330792114138603,0.03337249904870987,6.457790732383728e-05
A,0,load,15,17,7,0.03742257133126259,0.037681788206100464,0.00025921687483787537
A,0,load,15,18,7,0.029335016384720802,0.02940465323626995,6.963685154914856e-05
A,0,load,15,19,7,0.030850471928715706,0.030754173174500465,-9.629875421524048e-05
A,0,load,15,20,7,0.026043493300676346,0.026073921471834183,3.0428171157836914e-05
A,0,load,15,21,7,0.032041583210229874,0.03221289440989494,0.00017131119966506958
A,0,load,15,22,7,0.03343147784471512,0.03323483467102051,-0.0001966431736946106
A,0,load,15,23,7,0.030215786769986153,0.030252384021878242,3.6597251892089844e-05
A,0,load,15,24,7,0.03348582610487938,0.0335860475897789,0.00010022148489952087
A,0,load,15,25,7,0.03109663911163807,0.03173499554395676,0.0006383564323186874
A,0,load,15,26,7,0.03233925625681877,0.03248408064246178,0.00014482438564300537
A,0,load,15,27,7,0.033323273062705994,0.03315103426575661,-0.0001722387969493866
A,0,load,15,28,7,0.03590257093310356,0.03607445955276489,0.00017188861966133118
A,0,load,15,29,7,0.030726304277777672,0.030833182856440544,0.00010687857866287231
A,0,load,15,30,7,0.031249621883034706,0.03099624626338482,-0.0002533756196498871
A,0,load,15,31,7,0.035649608820676804,0.03567204251885414,2.2433698177337646e-05
A,0,hard_load,2,0,7,0.001403061323799193,0.0035714285913854837,0.002168367151170969
A,0,hard_load,2,1,7,0.08014456182718277,0.0746428593993187,-0.005501702427864075
A,0,hard_load,2,2,7,0.0,0.0,0.0
A,0,hard_load,2,3,7,0.009098639711737633,0.014464286155998707,0.005365646444261074
A,0,hard_load,2,4,7,0.0008928571478463709,0.0008928571478463709,0.0
A,0,hard_load,2,5,7,0.06832483410835266,0.055000003427267075,-0.013324830681085587
A,0,hard_load,2,6,7,0.03035714663565159,0.029285715892910957,-0.001071430742740631
A,0,hard_load,2,7,7,0.010204082354903221,0.0071428571827709675,-0.0030612251721322536
A,0,hard_load,2,8,7,0.036734696477651596,0.03785714507102966,0.001122448593378067
A,0,hard_load,2,9,7,0.0025935375597327948,0.004107142798602581,0.0015136052388697863
A,0,hard_load,2,10,7,0.03860544413328171,0.03285714238882065,-0.00574830174446106
A,0,hard_load,2,11,7,0.029974492266774178,0.030892860144376755,0.0009183678776025772
A,0,hard_load,2,12,7,0.03533163294196129,0.05285714939236641,0.01752551645040512
A,0,hard_load,2,13,7,0.049362245947122574,0.07071428745985031,0.021352041512727737
A,0,hard_load,2,14,7,0.015688776969909668,0.009464285336434841,-0.006224491633474827
A,0,hard_load,2,15,7,0.0030612244736403227,0.0,-0.0030612244736403227
