cohort,kind,query,metric,region,success_n,success_mean,success_median,success_p25,success_p75,failure_n,failure_mean,failure_median,failure_p25,failure_p75,auc_high_failure,paired_states,paired_success_mean,paired_failure_mean,paired_delta,paired_delta_ci_low,paired_delta_ci_high,paired_auc,positive_delta_states
B,query,0,back_token_top1_agreement,aggregate,376,0.3922872245311737,0.38749998807907104,0.3499999940395355,0.42500001192092896,24,0.3968749940395355,0.4000000059604645,0.375,0.4312500059604645,0.5318594858156028,11,0.38695347038182343,0.4014772745695981,0.014523804187774658,-0.0018530940467661077,0.03288528431545604,0.6148538961038961,7
B,query,1,back_token_top1_agreement,aggregate,376,0.4495345652103424,0.44999998807907104,0.3999999761581421,0.5,24,0.4270833432674408,0.42500001192092896,0.375,0.48125001788139343,0.42641843971631205,11,0.4276082217693329,0.4236742474816062,-0.003933974287726663,-0.03620589240030809,0.03086391673846676,0.4641774891774892,6
B,query,2,back_token_top1_agreement,aggregate,376,0.41888296604156494,0.42499998211860657,0.375,0.45625001192092896,24,0.38750001788139343,0.375,0.3500000238418579,0.42500001192092896,0.36851728723404253,11,0.39855520020831714,0.39075757427649066,-0.007797625931826505,-0.030770707740025088,0.013890951465476642,0.4933712121212121,2
B,query,3,back_token_top1_agreement,aggregate,376,0.421875,0.42499998211860657,0.375,0.4749999940395355,24,0.4333333671092987,0.4375,0.4000000059604645,0.4749999940395355,0.5568484042553191,11,0.41862554441798816,0.43458333340558136,0.015957788987593216,-0.011196696216409858,0.03880546939643945,0.6167478354978354,9
B,query,4,back_token_top1_agreement,aggregate,376,0.4174202084541321,0.42499998211860657,0.375,0.45000001788139343,24,0.3958333432674408,0.41249996423721313,0.3499999940395355,0.4312500059604645,0.40835549645390073,11,0.39876623316244647,0.3960984782739119,-0.002667754888534546,-0.025984856350855394,0.024201568893410928,0.5093614718614718,4
B,query,5,back_token_top1_agreement,aggregate,376,0.3828457295894623,0.375,0.32500001788139343,0.42500001192092896,24,0.3760416507720947,0.375,0.32500001788139343,0.40625,0.48542774822695034,11,0.39508117870850995,0.38886363397945056,-0.006217544729059393,-0.033453195542097094,0.019519606368108223,0.4992424242424242,5
B,query,6,back_token_top1_agreement,aggregate,376,0.40671539306640625,0.4000000059604645,0.3500000238418579,0.44999998807907104,24,0.4270833432674408,0.4375,0.375,0.4749999940395355,0.6100953014184397,11,0.4179112586108121,0.4148863770745017,-0.0030248815363103695,-0.035234027559107,0.03718751750209114,0.4428030303030303,5
B,query,7,back_token_top1_agreement,aggregate,376,0.4018617272377014,0.4000000059604645,0.3500000238418579,0.44999998807907104,24,0.42395833134651184,0.42500001192092896,0.3687500059604645,0.47499996423721313,0.5957446808510638,11,0.38524892113425513,0.42329546538266266,0.03804654424840754,-0.001466435058550401,0.07676597061482342,0.6608225108225109,8
B,query,8,back_token_top1_agreement,aggregate,376,0.40425533056259155,0.4000000059604645,0.3500000238418579,0.44999998807907104,24,0.41770830750465393,0.4000000059604645,0.375,0.44999998807907104,0.5668218085106383,11,0.41086578369140625,0.43151515451344574,0.020649370822039517,-0.021763640303503383,0.06864774172956294,0.5836580086580088,6
B,query,9,back_token_top1_agreement,aggregate,310,0.38338711857795715,0.375,0.32499998807907104,0.42500001192092896,24,0.40416666865348816,0.4125000238418579,0.3499999940395355,0.45000001788139343,0.5967069892473118,11,0.3522240302779458,0.39984848553484137,0.047624455256895584,0.008278546685522253,0.09114204773848704,0.6321428571428571,7
B,query,10,back_token_top1_agreement,aggregate,43,0.4063953459262848,0.3999999761581421,0.32499998807907104,0.4749999940395355,24,0.4375,0.42500001192092896,0.34375,0.53125,0.5702519379844961,6,0.4666666587193807,0.42430555323759717,-0.04236110548178355,-0.1937499741713206,0.09930554032325745,0.5277777777777778,3
B,query,11,back_token_top1_agreement,aggregate,22,0.46590912342071533,0.4625000059604645,0.3812499940395355,0.5187499523162842,24,0.4749999940395355,0.44999998807907104,0.4000000059604645,0.5374999642372131,0.5009469696969697,4,0.4583333432674408,0.5354166477918625,0.07708330452442169,-0.004166692495346069,0.15833330154418945,0.625,3
B,query,12,back_token_top1_agreement,aggregate,18,0.3930555582046509,0.38749998807907104,0.3499999940395355,0.40000003576278687,24,0.453125,0.4375,0.3687500059604645,0.53125,0.6932870370370371,3,0.3888888955116272,0.3916666805744171,0.002777785062789917,-0.11666664481163025,0.19999998807907104,0.5,1
B,query,13,back_token_top1_agreement,aggregate,12,0.3916666507720947,0.3999999761581421,0.3437500298023224,0.4312500059604645,24,0.42916667461395264,0.42500001192092896,0.375,0.4749999940395355,0.6440972222222222,2,0.4229166656732559,0.36250001192092896,-0.060416653752326965,-0.16249999403953552,0.04166668653488159,0.3333333333333333,1
B,query,14,back_token_top1_agreement,aggregate,4,0.5062500238418579,0.512499988079071,0.46875,0.5499999523162842,24,0.47291669249534607,0.48750001192092896,0.39375001192092896,0.5499999523162842,0.4114583333333333,1,0.4375,0.32499998807907104,-0.11250001192092896,-0.11250001192092896,-0.11250001192092896,0.0,0
B,query,15,back_token_top1_agreement,aggregate,2,0.45000001788139343,0.45000001788139343,0.45000001788139343,0.45000001788139343,24,0.5291666984558105,0.550000011920929,0.42500001192092896,0.6000000238418579,0.7083333333333334,0,,,,,,,0
B,query,16,back_token_top1_agreement,aggregate,2,0.4124999940395355,0.4124999940395355,0.40625,0.41874998807907104,24,0.4833333492279053,0.5,0.42500001192092896,0.550000011920929,0.7708333333333334,0,,,,,,,0
B,query,17,back_token_top1_agreement,aggregate,2,0.375,0.375,0.36249998211860657,0.38749998807907104,24,0.48750004172325134,0.5,0.4000000059604645,0.550000011920929,0.9166666666666666,0,,,,,,,0
B,query,18,back_token_top1_agreement,aggregate,2,0.4000000059604645,0.4000000059604645,0.38749998807907104,0.4125000238418579,24,0.5,0.4750000238418579,0.42500001192092896,0.6000000238418579,0.8229166666666666,0,,,,,,,0
B,query,19,back_token_top1_agreement,aggregate,1,0.32500001788139343,0.32500001788139343,0.32500001788139343,0.32500001788139343,24,0.49687501788139343,0.5,0.42500001192092896,0.5562499761581421,1.0,0,,,,,,,0
B,query,20,back_token_top1_agreement,aggregate,1,0.375,0.375,0.375,0.375,24,0.5093750357627869,0.550000011920929,0.42500001192092896,0.581250011920929,0.9166666666666666,0,,,,,,,0
B,query,21,back_token_top1_agreement,aggregate,1,0.32500001788139343,0.32500001788139343,0.32500001788139343,0.32500001788139343,24,0.48749998211860657,0.4625000059604645,0.42500001192092896,0.574999988079071,1.0,0,,,,,,,0
B,q1_4,4,back_token_top1_agreement,aggregate,376,0.42692816257476807,0.42500001192092896,0.4000000059604645,0.44999998807907104,24,0.41093751788139343,0.4156249761581421,0.3812500238418579,0.4390625059604645,0.3997118794326241,11,0.4108887992121957,0.41127841580997815,0.0003896165977824818,-0.013297276198863983,0.013970162584023036,0.5307088744588744,6
B,q5_8,8,back_token_top1_agreement,aggregate,376,0.3989195227622986,0.4000000059604645,0.375,0.42500001192092896,24,0.4111979007720947,0.4125000238418579,0.4000000059604645,0.42656248807907104,0.6114804964539007,11,0.4022767868908969,0.41464015570553864,0.012363368814641779,-0.0041212052106857295,0.027612350745634593,0.6792748917748918,7
B,q9_12,12,back_token_top1_agreement,aggregate,18,0.41076385974884033,0.4000000059604645,0.3890625238418579,0.42656251788139343,24,0.4424479007720947,0.43437498807907104,0.4062500298023224,0.47187498211860657,0.7303240740740741,3,0.41284722089767456,0.43541663885116577,0.02256941795349121,-0.0531250536441803,0.12499997019767761,0.3888888888888889,1
B,query,0,back_mobility,aggregate,0,,,,,0,,,,,,0,,,,,,,0
B,query,1,back_mobility,aggregate,376,0.07540511339902878,0.07455514371395111,0.07187783718109131,0.07743601500988007,24,0.07689478248357773,0.0748361274600029,0.07040505111217499,0.08175644278526306,0.5421099290780141,11,0.07443411986936223,0.0744622519070452,2.8132037682966754e-05,-0.0007399469444697553,0.0008518787439573894,0.48787878787878786,6
B,query,2,back_mobility,aggregate,376,0.06972016394138336,0.0692557841539383,0.0659838542342186,0.0738319680094719,24,0.0685436800122261,0.06872715055942535,0.061251889914274216,0.07301877439022064,0.45146276595744683,11,0.06674960120157762,0.06678009202534502,3.0490823767401956e-05,-0.000747997567734935,0.0008279213766482742,0.5004329004329005,4
B,query,3,back_mobility,aggregate,376,0.08023819327354431,0.08053568005561829,0.07727663218975067,0.08371102064847946,24,0.08174514025449753,0.08263145387172699,0.08073393255472183,0.08389176428318024,0.6044991134751773,11,0.08029832894151862,0.08071076395836743,0.00041243501684882426,-0.00033442447469993067,0.0011196207085793666,0.5228354978354979,7
B,query,4,back_mobility,aggregate,376,0.08760525286197662,0.08739081025123596,0.08303339779376984,0.09180568158626556,24,0.08817154169082642,0.08885669708251953,0.08612445741891861,0.09018227458000183,0.5382313829787234,11,0.08694217421791771,0.08860619772564281,0.0016640235077251089,0.0006304827942089601,0.002786602706394412,0.6781385281385282,8
B,query,5,back_mobility,aggregate,376,0.09480512142181396,0.09446348249912262,0.09202225506305695,0.09766189754009247,24,0.09655007719993591,0.09701362252235413,0.0942290648818016,0.09901294112205505,0.6376329787234043,11,0.09634197909723628,0.09675782783464952,0.000415848737413233,-0.0008964578028429638,0.001887601410800758,0.5267857142857143,4
B,query,6,back_mobility,aggregate,376,0.0953928753733635,0.09604151546955109,0.0918009877204895,0.09935780614614487,24,0.0965753123164177,0.09668662399053574,0.09354304522275925,0.10284419357776642,0.577238475177305,11,0.09621176733212038,0.09525913948362524,-0.0009526278484951366,-0.0037364954467524183,0.0017082032493569623,0.5191017316017316,6
B,query,7,back_mobility,aggregate,376,0.09326561540365219,0.09325435757637024,0.09014606475830078,0.09585455805063248,24,0.09365105628967285,0.09440264105796814,0.09005731344223022,0.09646862000226974,0.5230496453900709,11,0.09404044056480582,0.0931316302581267,-0.0009088103066791188,-0.003185395523905754,0.0012531919574195654,0.4431818181818182,4
B,query,8,back_mobility,aggregate,376,0.09078685194253922,0.08996303379535675,0.08726713061332703,0.0937962681055069,24,0.0928163006901741,0.09091940522193909,0.08937755972146988,0.09569265693426132,0.6073803191489362,11,0.0916440175338225,0.09361610900272023,0.0019720914688977327,-0.0007691698826172135,0.004868650554933329,0.6498917748917749,7
B,query,9,back_mobility,aggregate,310,0.09241457283496857,0.09231709688901901,0.08821647614240646,0.09763049334287643,24,0.09709309786558151,0.09761925041675568,0.09430186450481415,0.10017111897468567,0.7220430107526882,11,0.096461490473964,0.0969574823975563,0.0004959919235923073,-0.00148061007599939,0.002555774694139306,0.46672077922077926,5
B,query,10,back_mobility,aggregate,43,0.09525397419929504,0.0957227274775505,0.09072321653366089,0.09928587824106216,24,0.08988436311483383,0.09317779541015625,0.08278699219226837,0.097768634557724,0.37693798449612403,6,0.09730912744998932,0.09057071432471275,-0.0067384131252765656,-0.014448340982198715,0.000985429932673772,0.2824074074074074,1
B,query,11,back_mobility,aggregate,22,0.09518472850322723,0.09802915155887604,0.08975674957036972,0.10028854012489319,24,0.0830412209033966,0.08865103125572205,0.07069774717092514,0.09222285449504852,0.2159090909090909,4,0.09779991395771503,0.07918113283813,-0.018618781119585037,-0.027727844193577766,-0.004217782989144325,0.16666666666666666,1
B,query,12,back_mobility,aggregate,18,0.09366144984960556,0.09576617926359177,0.08871252089738846,0.10314779728651047,24,0.0772891715168953,0.07783524692058563,0.06037228927016258,0.09183108806610107,0.2662037037037037,3,0.09415628761053085,0.07430837551752727,-0.01984791209300359,-0.02277904748916626,-0.018172748386859894,0.0,0
B,query,13,back_mobility,aggregate,12,0.09267380088567734,0.09761294722557068,0.0848391056060791,0.10103484988212585,24,0.07342192530632019,0.07406420260667801,0.054411083459854126,0.09100797772407532,0.2048611111111111,2,0.10050944611430168,0.07498278096318245,-0.025526665151119232,-0.041920773684978485,-0.00913255661725998,0.0,0
B,query,14,back_mobility,aggregate,4,0.07662411779165268,0.0867561399936676,0.07249404489994049,0.09088622033596039,24,0.06990130245685577,0.06800027191638947,0.05552167072892189,0.08565837889909744,0.375,1,0.09232255071401596,0.09946861118078232,0.007146060466766357,0.007146060466766357,0.007146060466766357,1.0,1
B,query,15,back_mobility,aggregate,2,0.045222800225019455,0.045222800225019455,0.03660428524017334,0.05384131520986557,24,0.06541790813207626,0.0643584132194519,0.052300915122032166,0.08131711184978485,0.7916666666666666,0,,,,,,,0
B,query,16,back_mobility,aggregate,2,0.028892207890748978,0.028892207890748978,0.028503257781267166,0.02928115800023079,24,0.07117963582277298,0.0691622793674469,0.061545222997665405,0.08487626910209656,1.0,0,,,,,,,0
B,query,17,back_mobility,aggregate,2,0.029719887301325798,0.029719887301325798,0.029662281274795532,0.029777493327856064,24,0.06811540573835373,0.06797793507575989,0.05597658455371857,0.07756614685058594,1.0,0,,,,,,,0
B,query,18,back_mobility,aggregate,2,0.030720122158527374,0.030720122158527374,0.030297502875328064,0.031142741441726685,24,0.05993666127324104,0.05558805167675018,0.04945272207260132,0.07157506048679352,0.9791666666666666,0,,,,,,,0
B,query,19,back_mobility,aggregate,1,0.02708284929394722,0.02708284929394722,0.02708284929394722,0.02708284929394722,24,0.06074696406722069,0.058933064341545105,0.052877187728881836,0.06901741772890091,1.0,0,,,,,,,0
B,query,20,back_mobility,aggregate,1,0.026421792805194855,0.026421792805194855,0.026421792805194855,0.026421792805194855,24,0.05759434029459953,0.053175345063209534,0.04686291143298149,0.0672081932425499,1.0,0,,,,,,,0
B,query,21,back_mobility,aggregate,1,0.028071213513612747,0.028071213513612747,0.028071213513612747,0.028071213513612747,24,0.05848737433552742,0.05558445304632187,0.044439736753702164,0.06469260901212692,1.0,0,,,,,,,0
B,q1_4,4,back_mobility,aggregate,376,0.07824218273162842,0.07826757431030273,0.07544750720262527,0.08083850145339966,24,0.07883879542350769,0.0782429575920105,0.07624031603336334,0.08096951246261597,0.5397828014184397,11,0.07710605724291368,0.07763982699675993,0.0005337697538462552,-3.263608298518441e-05,0.001157495294782248,0.5867965367965368,8
B,q5_8,8,back_mobility,aggregate,376,0.09356261044740677,0.0934804230928421,0.09150677919387817,0.0956854522228241,24,0.09489818662405014,0.09528186917304993,0.09328942745923996,0.09706012159585953,0.624113475177305,11,0.09455955096266487,0.09469117630611766,0.0001316253434528004,-0.0013596661727536808,0.0016369911080056966,0.5639069264069264,6
B,q9_12,12,back_mobility,aggregate,18,0.09396927058696747,0.0936054140329361,0.08953512459993362,0.09687778353691101,24,0.08682695776224136,0.08639934659004211,0.081486277282238,0.09327692538499832,0.20833333333333334,3,0.09380005051692326,0.08346079289913177,-0.010339257617791494,-0.011239081621170044,-0.008954949676990509,0.0,0
B,query,0,back_top1_switch,aggregate,0,,,,,0,,,,,,0,,,,,,,0
B,query,1,back_top1_switch,aggregate,376,0.9655585885047913,0.9750000238418579,0.949999988079071,1.0,24,0.9822916984558105,1.0,0.9750000238418579,1.0,0.6643395390070922,11,0.9797564744949341,0.9706439321691339,-0.009112542325800116,-0.02396792484955354,0.0022751976143229958,0.438474025974026,5
B,query,2,back_top1_switch,aggregate,376,0.9380984306335449,0.949999988079071,0.9249999523162842,0.9750000238418579,24,0.9468749165534973,0.949999988079071,0.925000011920929,0.9750000238418579,0.5367353723404256,11,0.937034623189406,0.9431818181818182,0.00614719499241222,-0.012230129404501482,0.030038567293773993,0.46066017316017316,5
B,query,3,back_top1_switch,aggregate,376,0.9498670697212219,0.9500000476837158,0.925000011920929,0.9750000238418579,24,0.9625000357627869,0.9750000238418579,0.949999988079071,0.9812500476837158,0.5701462765957447,11,0.9607305093245073,0.9539015130563215,-0.006828996268185702,-0.023802215673706748,0.008210910721258673,0.4639610389610389,6
B,query,4,back_top1_switch,aggregate,376,0.9541888236999512,0.9750000238418579,0.925000011920929,0.9750000238418579,24,0.9760417342185974,0.9750000238418579,0.9500000476837158,1.0,0.6447251773049646,11,0.9615855162793939,0.9759469790892168,0.014361462809822777,0.0065462396903471515,0.022079827839677973,0.6831709956709957,9
B,query,5,back_top1_switch,aggregate,376,0.9617020487785339,0.9750000238418579,0.949999988079071,1.0,24,0.9625000357627869,0.9750000238418579,0.9437500238418579,0.9812500476837158,0.508699024822695,11,0.9705086512999102,0.9731818437576294,0.0026731924577192826,-0.007884301787072962,0.01330848918719724,0.5063852813852813,5
B,query,6,back_top1_switch,aggregate,376,0.9547207355499268,0.9750000238418579,0.925000011920929,1.0,24,0.9593749642372131,0.9750000238418579,0.9437500238418579,1.0,0.5449911347517731,11,0.9493993303992532,0.9509469758380543,0.0015476454388011587,-0.024621199748732826,0.027794147079641156,0.5114989177489178,6
B,query,7,back_top1_switch,aggregate,376,0.9582446217536926,0.9750000238418579,0.925000011920929,1.0,24,0.9437499642372131,0.949999988079071,0.925000011920929,0.9750000238418579,0.3761081560283688,11,0.9498051784255288,0.937651515007019,-0.012153663418509743,-0.024415850232947955,0.001333373920484011,0.3762987012987013,4
B,query,8,back_top1_switch,aggregate,376,0.9656250476837158,0.9750000238418579,0.949999988079071,1.0,24,0.9677083492279053,0.9750000238418579,0.949999988079071,1.0,0.5016068262411347,11,0.9714502041990106,0.9651893919164484,-0.006260812282562256,-0.025744044509800997,0.01065016239881515,0.47478354978354975,6
B,query,9,back_top1_switch,aggregate,310,0.971209704875946,0.9750000238418579,0.9500000476837158,1.0,24,0.9635416865348816,0.9750000238418579,0.949999988079071,1.0,0.432258064516129,11,0.9713311683047902,0.9582575884732333,-0.01307357983155684,-0.035463593900203705,0.006251917373050333,0.3610930735930736,4
B,query,10,back_top1_switch,aggregate,43,0.9598837494850159,0.9750000238418579,0.9375,1.0,24,0.8958333134651184,0.8999999761581421,0.8687499761581421,0.9750000238418579,0.3023255813953488,6,0.9697916507720947,0.9104166527589163,-0.059374998013178505,-0.09479168057441711,-0.0218749741713206,0.25,1
B,query,11,back_top1_switch,aggregate,22,0.9738636612892151,0.9750000238418579,0.949999988079071,1.0,24,0.9354166388511658,0.9500000476837158,0.9000000357627869,0.9750000238418579,0.29071969696969696,4,0.9749999940395355,0.9354166984558105,-0.039583295583724976,-0.07499997317790985,0.006250038743019104,0.20833333333333334,1
B,query,12,back_top1_switch,aggregate,18,0.9416667222976685,0.9500000476837158,0.9249999523162842,0.9937499761581421,24,0.856249988079071,0.9124999642372131,0.7437499761581421,0.9562500715255737,0.28703703703703703,3,0.9555555582046509,0.8166666825612386,-0.13888887564341226,-0.2749999761581421,-0.05000007152557373,0.1111111111111111,0
B,query,13,back_top1_switch,aggregate,12,0.9229166507720947,0.9624999761581421,0.9187499284744263,0.9812500476837158,24,0.8177083134651184,0.875,0.75,0.90625,0.2309027777777778,2,0.9833333194255829,0.824999988079071,-0.15833333134651184,-0.2250000238418579,-0.09166663885116577,0.0,0
B,query,14,back_top1_switch,aggregate,4,0.875,0.9750000238418579,0.8687500357627869,0.9812500476837158,24,0.7833333015441895,0.8624999523162842,0.675000011920929,0.8812500238418579,0.2604166666666667,1,0.987500011920929,0.8999999761581421,-0.08750003576278687,-0.08750003576278687,-0.08750003576278687,0.0,0
B,query,15,back_top1_switch,aggregate,2,0.5625,0.5625,0.48124998807907104,0.643750011920929,24,0.7864583134651184,0.7875000238418579,0.7000000476837158,0.9249999523162842,0.8125,0,,,,,,,0
B,query,16,back_top1_switch,aggregate,2,0.38749998807907104,0.38749998807907104,0.3812499940395355,0.39375001192092896,24,0.8197917342185974,0.8375000357627869,0.7437499761581421,0.949999988079071,1.0,0,,,,,,,0
B,query,17,back_top1_switch,aggregate,2,0.375,0.375,0.375,0.375,24,0.8125,0.8999999761581421,0.6937500238418579,0.949999988079071,0.9583333333333334,0,,,,,,,0
B,query,18,back_top1_switch,aggregate,2,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.45000001788139343,24,0.7249999642372131,0.6749999523162842,0.6187499761581421,0.8999999761581421,1.0,0,,,,,,,0
B,query,19,back_top1_switch,aggregate,1,0.42500001192092896,0.42500001192092896,0.42500001192092896,0.42500001192092896,24,0.7510416507720947,0.75,0.637499988079071,0.8999999761581421,0.9791666666666666,0,,,,,,,0
B,query,20,back_top1_switch,aggregate,1,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,24,0.6802083849906921,0.675000011920929,0.59375,0.7875000238418579,0.9583333333333334,0,,,,,,,0
B,query,21,back_top1_switch,aggregate,1,0.550000011920929,0.550000011920929,0.550000011920929,0.550000011920929,24,0.6989583969116211,0.6875,0.6000000238418579,0.8062499761581421,0.8541666666666666,0,,,,,,,0
B,q1_4,4,back_top1_switch,aggregate,376,0.9519281387329102,0.953125,0.9375000596046448,0.96875,24,0.9669271111488342,0.96875,0.9609375,0.9874999523162842,0.7122118794326241,11,0.9597768079150807,0.9609185619787737,0.0011417540636929598,-0.007803133807399057,0.011380490660667417,0.5137175324675324,5
B,q5_8,8,back_top1_switch,aggregate,376,0.9600731134414673,0.9624999761581421,0.9437500238418579,0.9750000238418579,24,0.9583333134651184,0.9624999761581421,0.948437511920929,0.96875,0.4730718085106383,11,0.9602908763018522,0.9567424275658347,-0.0035484487360174007,-0.01055734861980785,0.004536654190583659,0.43003246753246754,3
B,q9_12,12,back_top1_switch,aggregate,18,0.9614584445953369,0.9656250476837158,0.9453125,0.979687511920929,24,0.9127604365348816,0.9281250238418579,0.8765624761581421,0.9515625238418579,0.2222222222222222,3,0.9583333333333334,0.9020833571751913,-0.05624997615814209,-0.12500005960464478,0.0,0.16666666666666666,0
B,query,0,back_top4_turnover,aggregate,0,,,,,0,,,,,,0,,,,,,,0
B,query,1,back_top4_turnover,aggregate,376,0.8466256260871887,0.8500000238418579,0.8187500238418579,0.875,24,0.8536458015441895,0.8500000238418579,0.8343750238418579,0.8765624761581421,0.5382867907801419,11,0.8434983600269664,0.840909096327695,-0.002589263699271462,-0.01344152648340572,0.008869203383272344,0.4243235930735931,6
B,query,2,back_top4_turnover,aggregate,376,0.8105718493461609,0.8125,0.78125,0.84375,24,0.8190104365348816,0.809374988079071,0.7859375476837158,0.8656249642372131,0.5309175531914894,11,0.8090016137469899,0.8099715980616483,0.0009699843146584251,-0.007887082614681937,0.01063395034183155,0.5267857142857143,4
B,query,3,back_top4_turnover,aggregate,376,0.8350398540496826,0.8374999761581421,0.8062500357627869,0.8687499761581421,24,0.8450520634651184,0.840624988079071,0.8218749761581421,0.8828125,0.5601174645390071,11,0.8371509638699618,0.832196978005496,-0.004953985864465887,-0.016124660589478233,0.0060860144821080235,0.41915584415584417,5
B,query,4,back_top4_turnover,aggregate,376,0.8406582474708557,0.84375,0.8125,0.8749999403953552,24,0.8552083373069763,0.862500011920929,0.8359375,0.875,0.5939162234042553,11,0.8558482094244524,0.8544223525307395,-0.001425856893712824,-0.015683919597755776,0.012563692439686167,0.46428571428571436,5
B,query,5,back_top4_turnover,aggregate,376,0.8620511293411255,0.862500011920929,0.8374999761581421,0.8875000476837158,24,0.882031261920929,0.893750011920929,0.875,0.9078124761581421,0.686114804964539,11,0.8781371712684631,0.8664015098051592,-0.011735661463303999,-0.028342589735984802,0.003202383897521278,0.4606060606060606,6
B,query,6,back_top4_turnover,aggregate,376,0.8520113229751587,0.856249988079071,0.824999988079071,0.8812500238418579,24,0.8499999642372131,0.8500000238418579,0.817187488079071,0.8875000476837158,0.5011635638297872,11,0.8509929505261508,0.8426799232309515,-0.008313027295199308,-0.032003317231481726,0.017164019427516237,0.48779761904761904,5
B,query,7,back_top4_turnover,aggregate,376,0.854288637638092,0.856249988079071,0.831250011920929,0.8812499642372131,24,0.84375,0.840624988079071,0.8109375238418579,0.8828125,0.42425753546099293,11,0.8499431772665544,0.8385700691830028,-0.01137310808355158,-0.03185512179678137,0.0074772739952260634,0.3978354978354979,4
B,query,8,back_top4_turnover,aggregate,376,0.8612533211708069,0.862500011920929,0.831250011920929,0.8875000476837158,24,0.8549479842185974,0.846875011920929,0.831250011920929,0.8812500238418579,0.4348404255319149,11,0.8674147725105286,0.864053032614968,-0.0033617398955605245,-0.017229815098372372,0.009857278114015395,0.46166125541125536,5
B,query,9,back_top4_turnover,aggregate,310,0.8620967864990234,0.862500011920929,0.8374999761581421,0.893750011920929,24,0.8570312857627869,0.859375,0.8359375,0.8937499523162842,0.4719758064516129,11,0.8599066625941884,0.8547727194699374,-0.005133943124250932,-0.0227606784213673,0.012283123758706174,0.45275974025974025,5
B,query,10,back_top4_turnover,aggregate,43,0.8547964096069336,0.8562500476837158,0.8343750238418579,0.8812500238418579,24,0.7934895157814026,0.796875,0.7656249403953552,0.848437488079071,0.27277131782945735,6,0.8653645912806193,0.7881076236565908,-0.07725696762402852,-0.14340280493100485,-0.02430558204650879,0.19907407407407407,1
B,query,11,back_top4_turnover,aggregate,22,0.8562500476837158,0.8531249761581421,0.84375,0.885937511920929,24,0.7692708373069763,0.8156250715255737,0.7250000238418579,0.8406250476837158,0.17329545454545456,4,0.8656249940395355,0.7536458671092987,-0.11197912693023682,-0.13124999403953552,-0.0796874463558197,0.0,0
B,query,12,back_top4_turnover,aggregate,18,0.8402777314186096,0.8687499761581421,0.8234374523162842,0.8796875476837158,24,0.7085937857627869,0.7093750238418579,0.6015625,0.8296874761581421,0.25462962962962965,3,0.8506944179534912,0.7104166547457377,-0.1402777632077535,-0.26249998807907104,-0.02499997615814209,0.0,0
B,query,13,back_top4_turnover,aggregate,12,0.8182291388511658,0.8624999523162842,0.8312499523162842,0.8718750476837158,24,0.6656250357627869,0.6906250715255737,0.503125011920929,0.8187500238418579,0.1736111111111111,2,0.8651041686534882,0.6812500059604645,-0.18385416269302368,-0.34062498807907104,-0.02708333730697632,0.08333333333333333,0
B,query,14,back_top4_turnover,aggregate,4,0.706250011920929,0.7749999761581421,0.609375,0.871874988079071,24,0.6187500357627869,0.6312500238418579,0.47343751788139343,0.7312500476837158,0.359375,1,0.8812500238418579,0.831250011920929,-0.050000011920928955,-0.050000011920928955,-0.050000011920928955,0.0,0
B,query,15,back_top4_turnover,aggregate,2,0.43125003576278687,0.43125003576278687,0.3843750059604645,0.47812503576278687,24,0.6216145157814026,0.5687500238418579,0.49843746423721313,0.7281250357627869,0.8125,0,,,,,,,0
B,query,16,back_top4_turnover,aggregate,2,0.32499998807907104,0.32499998807907104,0.3218750059604645,0.328125,24,0.6796875,0.6843750476837158,0.5843750238418579,0.815625011920929,1.0,0,,,,,,,0
B,query,17,back_top4_turnover,aggregate,2,0.3125,0.3125,0.29374998807907104,0.33125001192092896,24,0.6221354007720947,0.621874988079071,0.510937511920929,0.746874988079071,0.9791666666666666,0,,,,,,,0
B,query,18,back_top4_turnover,aggregate,2,0.34687501192092896,0.34687501192092896,0.3453125059604645,0.34843748807907104,24,0.5247395634651184,0.4749999940395355,0.42500001192092896,0.6109374761581421,0.9166666666666666,0,,,,,,,0
B,query,19,back_top4_turnover,aggregate,1,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,24,0.546875,0.5187499523162842,0.42500001192092896,0.6468749642372131,1.0,0,,,,,,,0
B,query,20,back_top4_turnover,aggregate,1,0.3062500059604645,0.3062500059604645,0.3062500059604645,0.3062500059604645,24,0.5184895992279053,0.44374996423721313,0.3921875059604645,0.6187499761581421,1.0,0,,,,,,,0
B,query,21,back_top4_turnover,aggregate,1,0.2750000059604645,0.2750000059604645,0.2750000059604645,0.2750000059604645,24,0.5354166626930237,0.53125,0.4046874940395355,0.6390624046325684,0.9583333333333334,0,,,,,,,0
B,q1_4,4,back_top4_turnover,aggregate,376,0.8332238793373108,0.8343749642372131,0.818359375,0.8484375476837158,24,0.8432292342185974,0.8382812738418579,0.8312500715255737,0.8546874523162842,0.6077681737588653,11,0.8363747976043008,0.8343750130046498,-0.00199978459965099,-0.007857563278891824,0.003916156427426764,0.49096320346320343,4
