target,split,window,c_value,model,episodes,positives,prevalence,mean_score,brier,log_loss,positive_coverage_at_train_negative_q90,negative_trigger_rate_at_train_negative_q90
goal_regression,heldout_init,q0_to_q2,0.1,task_init_router_hidden,1024.0,49.0,0.0478515625,0.0943410295238779,0.06686844713231822,0.27796281969661535,0.14285714285714285,0.29128205128205126
goal_regression,heldout_init,q0_to_q2,0.1,task_only,1024.0,49.0,0.0478515625,0.048858574610244995,0.046877770788587354,0.20477341922017958,0.0,0.0
goal_regression,heldout_init,q0_to_q2,0.1,task_router,1024.0,49.0,0.0478515625,0.06050223694295419,0.05013413033670962,0.21910907262552273,0.10204081632653061,0.10051282051282051
goal_regression,heldout_init,q0_to_q2,0.1,task_router_hidden,1024.0,49.0,0.0478515625,0.08036531138940305,0.05791724289489886,0.24618694799694288,0.08163265306122448,0.20205128205128206
goal_regression,heldout_init,q0_to_q2,0.3,task_init,1024.0,49.0,0.0478515625,0.048858574610244995,0.046877770788587354,0.20477341922017958,0.0,0.0
goal_regression,heldout_init,q0_to_q2,0.3,task_init_router,1024.0,49.0,0.0478515625,0.06289705085602815,0.049778431084512256,0.2244274144058484,0.14285714285714285,0.1794871794871795
goal_regression,heldout_init,q0_to_q2,0.3,task_only,1024.0,49.0,0.0478515625,0.048858574610244995,0.046877770788587354,0.20477341922017958,0.0,0.0
goal_regression,heldout_init,q0_to_q2,0.3,task_router,1024.0,49.0,0.0478515625,0.061195583314236676,0.05027212947688598,0.22018858302275846,0.10204081632653061,0.10461538461538461
goal_regression,heldout_seed,q0,0.03,task_init,1024.0,49.0,0.0478515625,0.048075342968943335,0.03108289560435324,0.12417465159441077,0.6122448979591837,0.06358974358974359
goal_regression,heldout_seed,q0,0.03,task_init_router,1024.0,49.0,0.0478515625,0.059895624531112114,0.031198048273716923,0.12620026497280773,0.673469387755102,0.11384615384615385
goal_regression,heldout_seed,q0,0.03,task_only,1024.0,49.0,0.0478515625,0.04885857461024499,0.04497650603791648,0.18583437414295081,0.0,0.0
goal_regression,heldout_seed,q0,0.03,task_router,1024.0,49.0,0.0478515625,0.07508757954080748,0.031753062674532116,0.13441827753926663,0.673469387755102,0.11487179487179487
goal_regression,heldout_seed,q0,0.1,task_hidden,1024.0,49.0,0.0478515625,0.0789719277212092,0.03226762140158553,0.13638643596491024,0.7346938775510204,0.12410256410256411
