comparison,target,split,window,baseline,candidate,metric,episodes,clusters,baseline_loss,improvement,relative_improvement,ci_low,ci_high,bootstrap_opposite_tail_2x
hidden_unseen_init,regrasp_or_drop,heldout_init,q0_to_q2,task_only,task_hidden,log_loss,2048,64,0.14780994367574937,-0.016142938706577285,-0.1092141591095525,-0.030618586731431693,-0.002359755049971199,0.021595680863827234
hidden_unseen_init,residual_none,heldout_init,q0,task_only,task_hidden,brier,1536,48,0.05149829004237744,-0.00577060354365713,-0.11205427479064949,-0.012811036077690545,2.8065323093142907e-05,0.052389522095580884
hidden_unseen_init,residual_none,heldout_init,q0,task_only,task_hidden,log_loss,1536,48,0.2036898787855587,-0.015581559065490046,-0.07649648160424334,-0.03763195475687185,0.004007219615941498,0.122375524895021
hidden_unseen_init,residual_none,heldout_init,q0_to_q2,task_only,task_hidden,brier,1536,48,0.05149829004237744,-0.008601685381193444,-0.16702856297005594,-0.018412901490145555,-0.001005754424676236,0.021595680863827234
hidden_unseen_init,residual_none,heldout_init,q0_to_q2,task_only,task_hidden,log_loss,1536,48,0.2036898787855587,-0.026998224445383745,-0.13254573377112677,-0.053659476350413994,-0.0032460427084864754,0.023195360927814438
hidden_unseen_init,stagnation,heldout_init,q0,task_only,task_hidden,brier,1536,48,0.09098436546693717,-0.04103198557374892,-0.4509784220967013,-0.06108515385573082,-0.020379009105459745,0.0003999200159968006
hidden_unseen_init,stagnation,heldout_init,q0,task_only,task_hidden,log_loss,1536,48,0.32816147468156953,-0.14438492635125424,-0.4399813429999902,-0.22503192592747556,-0.06992447348947615,0.0003999200159968006
hidden_unseen_init,stagnation,heldout_init,q0_to_q2,task_only,task_hidden,brier,1536,48,0.09098436546693717,-0.031641220894031104,-0.34776547301996863,-0.05688927204180905,-0.00426103847358897,0.027594481103779243
hidden_unseen_init,stagnation,heldout_init,q0_to_q2,task_only,task_hidden,log_loss,1536,48,0.32816147468156953,-0.1468084924667603,-0.4473666283015563,-0.265417368633104,-0.04317686460278059,0.004799040191961607
router_hidden_unseen_init,active_return,heldout_init,q0,task_only,task_router_hidden,brier,512,16,0.07157171684416247,-0.012247315660479693,-0.17111948966023174,-0.023510322179979996,-0.003303373511499588,0.0007998400319936012
router_hidden_unseen_init,active_return,heldout_init,q0,task_only,task_router_hidden,log_loss,512,16,0.27802662098547437,-0.04078773918099762,-0.14670443800102365,-0.08118876558087262,-0.007706076775342268,0.009598080383923215
router_hidden_unseen_init,active_return,heldout_init,q0_to_q2,task_only,task_router_hidden,brier,512,16,0.07157171684416247,-0.044097833516055576,-0.6161349127906561,-0.09689163858082386,-0.00656835247380134,0.00639872025594881
router_hidden_unseen_init,active_return,heldout_init,q0_to_q2,task_only,task_router_hidden,log_loss,512,16,0.27802662098547437,-0.11571313120670258,-0.4161944305784591,-0.24978715141801106,-0.021365399312709255,0.007598480303939212
router_hidden_unseen_init,any_failure,heldout_init,q0,task_only,task_router_hidden,brier,2048,64,0.10822325293835347,-0.01607126763366096,-0.1485010586663435,-0.03177338404786781,-0.0010586023831126055,0.036392721455708855
router_hidden_unseen_init,any_failure,heldout_init,q0,task_only,task_router_hidden,log_loss,2048,64,0.3594820749478457,-0.057718962622876305,-0.16056144838723954,-0.10837820477866258,-0.005079068292607985,0.027994401119776045
router_hidden_unseen_init,any_failure,heldout_init,q0_to_q2,task_only,task_router_hidden,brier,2048,64,0.10822325293835347,-0.027677009018988473,-0.25573994744691286,-0.05212526066915514,-0.007194524109819867,0.005598880223955209
router_hidden_unseen_init,any_failure,heldout_init,q0_to_q2,task_only,task_router_hidden,log_loss,2048,64,0.3594820749478457,-0.12185820048666321,-0.3389826892045803,-0.19522676490985452,-0.05618554972965084,0.0003999200159968006
router_hidden_unseen_init,goal_regression,heldout_init,q0,task_only,task_router_hidden,brier,1024,32,0.04687777078858734,-0.003290476310929925,-0.07019267886627002,-0.011026484146188108,0.005156657954205753,0.3955208958208358
router_hidden_unseen_init,goal_regression,heldout_init,q0,task_only,task_router_hidden,log_loss,1024,32,0.2047734192201796,0.0007750694104196355,0.00378500985807271,-0.03749782517884992,0.0504127473167681,0.9610077984403119
router_hidden_unseen_init,goal_regression,heldout_init,q0_to_q2,task_only,task_router_hidden,brier,1024,32,0.04687777078858734,-0.011039472106311503,-0.23549481813241693,-0.019304148772536552,-0.0041551559237276055,0.0003999200159968006
router_hidden_unseen_init,goal_regression,heldout_init,q0_to_q2,task_only,task_router_hidden,log_loss,1024,32,0.2047734192201796,-0.041413528776763256,-0.20224074459700245,-0.07191040046302123,-0.014425553437047206,0.0011997600479904018
router_hidden_unseen_init,regrasp_or_drop,heldout_init,q0,task_only,task_router_hidden,brier,2048,64,0.032175375571673756,-0.001834212495449315,-0.057006715939132695,-0.005409289122281289,0.002867727478135164,0.38032393521295743
router_hidden_unseen_init,regrasp_or_drop,heldout_init,q0,task_only,task_router_hidden,log_loss,2048,64,0.14780994367574937,0.001759096085532427,0.011901067288080127,-0.01870734025572955,0.030770851365370104,0.967006598680264
router_hidden_unseen_init,regrasp_or_drop,heldout_init,q0_to_q2,task_only,task_router_hidden,brier,2048,64,0.032175375571673756,-0.009566544673261495,-0.29732503516395925,-0.016909787723927424,-0.004285027118427392,0.0003999200159968006
router_hidden_unseen_init,regrasp_or_drop,heldout_init,q0_to_q2,task_only,task_router_hidden,log_loss,2048,64,0.14780994367574937,-0.032949043466046275,-0.22291493147664396,-0.05363342947531665,-0.015876030768586867,0.0003999200159968006
router_hidden_unseen_init,residual_none,heldout_init,q0,task_only,task_router_hidden,brier,1536,48,0.05149829004237744,-0.0077306005661308685,-0.15011373309229167,-0.01647337680494076,-0.0009391152853647133,0.026794641071785644
router_hidden_unseen_init,residual_none,heldout_init,q0,task_only,task_router_hidden,log_loss,1536,48,0.2036898787855587,-0.02831171024921165,-0.13899419263250556,-0.051581064524563736,-0.0056118435708749585,0.014397120575884824
router_hidden_unseen_init,residual_none,heldout_init,q0_to_q2,task_only,task_router_hidden,brier,1536,48,0.05149829004237744,-0.018039757031858752,-0.3502981752794901,-0.03900082850002655,-0.0032521123302320072,0.005198960207958408
router_hidden_unseen_init,residual_none,heldout_init,q0_to_q2,task_only,task_router_hidden,log_loss,1536,48,0.2036898787855587,-0.055088809379166354,-0.2704543284507667,-0.10729720925916438,-0.015419505096715165,0.003199360127974405
router_hidden_unseen_init,stagnation,heldout_init,q0,task_only,task_router_hidden,brier,1536,48,0.09098436546693717,-0.026435291999300448,-0.2905476327018709,-0.04783010288643777,-0.007615487279178618,0.003599280143971206
router_hidden_unseen_init,stagnation,heldout_init,q0,task_only,task_router_hidden,log_loss,1536,48,0.32816147468156953,-0.12398736744705048,-0.3778242633976497,-0.22857497829224693,-0.036589925380679934,0.001999600079984003
router_hidden_unseen_init,stagnation,heldout_init,q0_to_q2,task_only,task_router_hidden,brier,1536,48,0.09098436546693717,-0.029726083187226495,-0.3267163873119351,-0.05678449295261679,-0.005733657383206396,0.015196960607878424
router_hidden_unseen_init,stagnation,heldout_init,q0_to_q2,task_only,task_router_hidden,log_loss,1536,48,0.32816147468156953,-0.1867708010913273,-0.5691429844790884,-0.34264864226657843,-0.04710062197112028,0.0023995200959808036
