row,source_run,run_id,suite,task,episode,sequence,subtask,init_state,seed,success,length,regime,replan_steps,primary_failure_reason,freeze_back_quarter,freeze_back_half,freeze_back_eighth,freeze_all_half,freeze_all_quarter,freeze_all_eighth,freeze_front_half,freeze_front_quarter,freeze_front_eighth,freeze_back_quarter_k1,freeze_back_quarter_k4,freeze_back_quarter_b2,freeze_back_quarter_b8,recurrence_back_015,recurrence_back_025,recurrence_back_035,collapse_back_half,joint_back_half,collapse_back_quarter,joint_back_quarter,freeze_back_half_k1,freeze_back_half_k4,freeze_back_half_k8,primary_previous_query_only,primary_observation_onset_q,primary_actions_executed_before_alarm
7331,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_the_stove,33,-1,-1,4,1001,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7334,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_the_stove,36,-1,-1,4,1004,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7335,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_the_stove,37,-1,-1,4,1005,False,30,libero_natural,10,object_moved_but_goal_unmet,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7336,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_the_stove,38,-1,-1,4,1006,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7513,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_the_stove,215,-1,-1,26,1007,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7634,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_the_stove,336,-1,-1,42,1000,False,30,libero_natural,10,object_moved_but_goal_unmet,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7724,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_the_stove,26,-1,-1,3,1010,False,30,libero_natural,10,object_released_outside_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7730,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_the_stove,32,-1,-1,4,1008,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7731,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_the_stove,33,-1,-1,4,1009,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7735,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_the_stove,37,-1,-1,4,1013,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7906,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_the_stove,208,-1,-1,26,1008,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7907,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_the_stove,209,-1,-1,26,1009,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7908,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_the_stove,210,-1,-1,26,1010,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7909,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_the_stove,211,-1,-1,26,1011,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,-1,-1,-1,-1,17,-1,-1,-1,-1,-1
7910,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_the_stove/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_the_stove,212,-1,-1,26,1012,False,30,libero_natural,10,object_moved_but_goal_unmet,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8122,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,24,-1,-1,3,1000,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,15,-1,15,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,6,5,-1,-1,-1,-1,14,17,21,-1,-1,-1
8124,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,26,-1,-1,3,1002,False,30,libero_natural,10,object_released_or_dropped_before_goal,23,13,-1,15,-1,-1,28,-1,-1,22,25,-1,24,-1,6,5,-1,-1,-1,-1,12,15,19,24,21,230
8126,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,28,-1,-1,3,1004,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,14,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,-1,-1,-1,-1,13,16,20,-1,-1,-1
8138,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,40,-1,-1,5,1000,False,30,libero_natural,10,object_released_or_dropped_before_goal,17,13,-1,14,-1,-1,-1,-1,-1,16,19,-1,17,-1,6,5,-1,-1,-1,-1,12,15,19,18,15,170
8142,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,44,-1,-1,5,1004,False,30,libero_natural,10,object_moved_but_goal_unmet,25,14,-1,14,-1,-1,-1,-1,-1,24,27,-1,26,-1,-1,5,-1,-1,-1,-1,13,16,20,26,23,250
8143,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,45,-1,-1,5,1005,False,30,libero_natural,10,object_released_or_dropped_before_goal,18,13,-1,14,-1,-1,-1,-1,-1,17,20,-1,18,-1,6,5,-1,-1,-1,-1,12,15,19,19,16,180
8277,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,179,-1,-1,22,1003,False,30,libero_natural,10,object_released_or_dropped_before_goal,23,14,-1,14,-1,-1,-1,-1,-1,22,-1,-1,23,-1,-1,5,-1,-1,-1,-1,13,16,20,24,21,230
8278,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,180,-1,-1,22,1004,False,30,libero_natural,10,object_released_or_dropped_before_goal,19,14,-1,14,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,13,16,20,20,17,190
8280,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,182,-1,-1,22,1006,False,30,libero_natural,10,object_released_or_dropped_before_goal,20,14,-1,14,-1,-1,-1,-1,-1,19,-1,-1,20,-1,11,5,-1,-1,-1,-1,13,16,20,21,18,200
8287,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,189,-1,-1,23,1005,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,13,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,12,20,24,-1,-1,-1
8289,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,191,-1,-1,23,1007,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,13,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,12,19,23,-1,-1,-1
8314,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,216,-1,-1,27,1000,False,30,libero_natural,10,object_released_or_dropped_before_goal,19,14,-1,15,-1,-1,-1,-1,-1,18,21,-1,19,-1,5,5,-1,-1,-1,-1,13,16,20,20,17,190
8317,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,219,-1,-1,27,1003,False,30,libero_natural,10,object_released_or_dropped_before_goal,26,14,-1,15,-1,-1,-1,-1,-1,25,28,27,26,-1,5,5,-1,-1,-1,-1,13,16,20,27,24,260
8412,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,314,-1,-1,39,1002,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,14,-1,14,-1,-1,21,-1,-1,-1,-1,-1,-1,-1,6,5,-1,-1,-1,-1,13,16,20,-1,-1,-1
8428,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,330,-1,-1,41,1002,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,13,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,5,-1,-1,-1,-1,12,15,19,-1,-1,-1
8522,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,24,-1,-1,3,1008,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,13,-1,14,-1,-1,-1,-1,-1,18,-1,-1,28,-1,6,5,-1,-1,-1,-1,12,15,19,-1,-1,-1
8523,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,25,-1,-1,3,1009,False,30,libero_natural,10,object_released_or_dropped_before_goal,21,14,-1,15,-1,-1,-1,-1,-1,18,23,-1,23,-1,6,5,-1,-1,-1,-1,13,16,20,22,19,210
8524,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,26,-1,-1,3,1010,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,14,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,-1,-1,-1,-1,13,16,20,-1,-1,-1
8538,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,40,-1,-1,5,1008,False,30,libero_natural,10,object_released_or_dropped_before_goal,21,12,-1,13,-1,-1,-1,-1,-1,20,23,-1,21,-1,6,5,-1,-1,-1,-1,11,14,18,22,19,210
8545,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,47,-1,-1,5,1015,False,30,libero_natural,10,object_released_or_dropped_before_goal,22,12,-1,13,-1,-1,-1,-1,-1,21,24,-1,22,-1,10,5,-1,-1,-1,-1,11,14,18,23,20,220
8674,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,176,-1,-1,22,1008,False,30,libero_natural,10,object_released_or_dropped_before_goal,23,14,-1,14,-1,-1,-1,-1,-1,22,-1,-1,23,-1,-1,5,-1,-1,-1,-1,13,16,20,24,21,230
8675,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,177,-1,-1,22,1009,False,30,libero_natural,10,object_released_or_dropped_before_goal,24,13,-1,14,-1,-1,-1,-1,-1,20,-1,-1,24,-1,6,5,-1,-1,-1,-1,12,15,19,25,22,240
8676,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,178,-1,-1,22,1010,False,30,libero_natural,10,object_released_or_dropped_before_goal,25,14,-1,14,-1,-1,-1,-1,-1,24,27,-1,26,-1,6,5,-1,-1,-1,-1,13,16,20,26,23,250
8677,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,179,-1,-1,22,1011,False,30,libero_natural,10,object_released_or_dropped_before_goal,23,14,-1,17,-1,-1,-1,-1,-1,22,25,23,23,-1,-1,5,-1,-1,-1,-1,13,16,20,24,21,230
8678,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,180,-1,-1,22,1012,False,30,libero_natural,10,object_released_or_dropped_before_goal,28,14,-1,14,-1,-1,-1,-1,-1,23,-1,-1,24,-1,-1,5,-1,-1,-1,-1,13,16,20,29,26,280
8679,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,181,-1,-1,22,1013,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,14,-1,14,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,6,5,-1,-1,-1,-1,13,16,20,-1,-1,-1
8681,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,183,-1,-1,22,1015,False,30,libero_natural,10,object_released_or_dropped_before_goal,22,14,-1,15,-1,-1,-1,-1,-1,21,-1,-1,23,-1,-1,5,-1,-1,-1,-1,13,16,20,23,20,220
8811,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,313,-1,-1,39,1009,False,30,libero_natural,10,object_released_or_dropped_before_goal,24,13,-1,14,-1,-1,-1,-1,-1,23,-1,-1,24,-1,6,5,-1,-1,-1,-1,12,15,19,25,22,240
8814,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,316,-1,-1,39,1012,False,30,libero_natural,10,object_released_or_dropped_before_goal,25,13,-1,14,-1,-1,-1,-1,-1,24,-1,-1,25,-1,6,5,-1,-1,-1,-1,12,15,19,26,23,250
8817,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,319,-1,-1,39,1015,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,14,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,-1,-1,-1,-1,13,16,20,-1,-1,-1
8829,cache_new/HiMoE-VLA/libero_goal/put_the_bowl_on_top_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_bowl_on_top_of_the_cabinet,331,-1,-1,41,1011,False,30,libero_natural,10,object_released_or_dropped_before_goal,23,14,-1,14,-1,-1,-1,-1,-1,22,-1,-1,23,-1,-1,5,-1,-1,-1,-1,13,21,25,24,21,230
8898,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,0,-1,-1,0,1000,False,30,libero_natural,10,stable_grasp_not_observed,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8900,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,2,-1,-1,0,1002,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8901,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,3,-1,-1,0,1003,False,30,libero_natural,10,object_moved_but_goal_unmet,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,29,-1,-1,-1,-1,-1
8902,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,4,-1,-1,0,1004,False,30,libero_natural,10,stable_grasp_not_observed,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8903,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,5,-1,-1,0,1005,False,30,libero_natural,10,stable_grasp_not_observed,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8904,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,6,-1,-1,0,1006,False,30,libero_natural,10,object_released_outside_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8905,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,7,-1,-1,0,1007,False,30,libero_natural,10,stable_grasp_not_observed,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8916,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,18,-1,-1,2,1002,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,12,-1,-1,-1,-1,-1
9012,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,114,-1,-1,14,1002,False,30,libero_natural,10,object_released_outside_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9014,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,116,-1,-1,14,1004,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9298,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,0,-1,-1,0,1008,False,30,libero_natural,10,stable_grasp_not_observed,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9299,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,1,-1,-1,0,1009,False,30,libero_natural,10,stable_grasp_not_observed,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9300,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,2,-1,-1,0,1010,False,30,libero_natural,10,object_released_outside_goal,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,28,-1,-1,-1,-1,-1
9302,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,4,-1,-1,0,1012,False,30,libero_natural,10,stable_grasp_not_observed,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,29,-1,-1,-1,-1,-1
9303,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,5,-1,-1,0,1013,False,30,libero_natural,10,stable_grasp_not_observed,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9304,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,6,-1,-1,0,1014,False,30,libero_natural,10,stable_grasp_not_observed,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,27,-1,-1,-1,-1,-1
9305,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,7,-1,-1,0,1015,False,30,libero_natural,10,object_released_outside_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9623,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,325,-1,-1,40,1013,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,23,-1,-1,-1,-1,-1
9653,cache_new/HiMoE-VLA/libero_goal/put_the_cream_cheese_in_the_bowl/right-50x8b-20260903,right-50x8b-20260903,libero_goal,put_the_cream_cheese_in_the_bowl,355,-1,-1,44,1011,False,30,libero_natural,10,object_released_or_dropped_before_goal,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,-1,21,-1,-1,-1,-1,-1
9833,cache_new/HiMoE-VLA/libero_goal/put_the_wine_bottle_on_the_rack/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_wine_bottle_on_the_rack,135,-1,-1,16,1007,False,30,libero_natural,10,approached_target_without_observed_contact,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,29,-1,-1,-1,-1,-1
9940,cache_new/HiMoE-VLA/libero_goal/put_the_wine_bottle_on_the_rack/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_wine_bottle_on_the_rack,242,-1,-1,30,1002,False,30,libero_natural,10,object_released_outside_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10077,cache_new/HiMoE-VLA/libero_goal/put_the_wine_bottle_on_the_rack/right-50x8-20260903,right-50x8-20260903,libero_goal,put_the_wine_bottle_on_the_rack,379,-1,-1,47,1003,False,30,libero_natural,10,object_released_outside_goal,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
