rule,query,episodes,failures,successes,tp,fp,recall,fpr,precision,recall_ci_low,recall_ci_high,fpr_ci_low,fpr_ci_high,first_query_median,phase_median,lead_median,recall_by_half,recall_by_065,recall_lead3
freeze_back_quarter,0,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,1,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,2,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,3,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,4,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,5,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,6,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,7,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,8,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,9,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,10,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,11,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,12,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,13,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,14,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,15,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,16,34560,1403,33157,0,0,0.0,0.0,,0.0,0.0027305555978667803,0.0,0.00011584322507208563,,,,0.0,0.0,0.0
freeze_back_quarter,17,34560,1403,33157,1,0,0.0007127583749109052,0.0,1.0,0.00012583043701341152,0.004026349457934101,0.0,0.00011584322507208563,17.0,0.6,12.0,0.0,0.0007127583749109052,0.0007127583749109052
freeze_back_quarter,18,34560,1403,33157,2,0,0.0014255167498218105,0.0,1.0,0.0003910151944000939,0.005182788997628149,0.0,0.00011584322507208563,17.5,0.6166666666666667,11.5,0.0,0.0014255167498218105,0.0014255167498218105
freeze_back_quarter,19,34560,1403,33157,4,0,0.002851033499643621,0.0,1.0,0.0011092527021138495,0.007307800084075857,0.0,0.00011584322507208563,18.5,0.6499999999999999,10.5,0.0,0.0014255167498218105,0.002851033499643621
freeze_back_quarter,20,34560,1403,33157,5,0,0.003563791874554526,0.0,1.0,0.0015231702756766958,0.008315506807593742,0.0,0.00011584322507208563,19.0,0.6666666666666666,10.0,0.0,0.0014255167498218105,0.003563791874554526
freeze_back_quarter,21,34560,1403,33157,7,0,0.004989308624376337,0.0,1.0,0.0024188994225013173,0.010263026254930583,0.0,0.00011584322507208563,19.0,0.6666666666666666,10.0,0.0,0.0014255167498218105,0.004989308624376337
freeze_back_quarter,22,34560,1403,33157,9,0,0.006414825374198147,0.0,1.0,0.0033785094927649374,0.012146664778828427,0.0,0.00011584322507208563,20.0,0.7,9.0,0.0,0.0014255167498218105,0.006414825374198147
freeze_back_quarter,23,34560,1403,33157,14,0,0.009978617248752673,0.0,1.0,0.005953290153970426,0.016680005603026595,0.0,0.00011584322507208563,21.5,0.75,7.5,0.0,0.0014255167498218105,0.009978617248752673
freeze_back_quarter,24,34560,1403,33157,16,0,0.011404133998574484,0.0,1.0,0.007031747297614287,0.018444797053544203,0.0,0.00011584322507208563,22.0,0.7666666666666667,7.0,0.0,0.0014255167498218105,0.011404133998574484
freeze_back_quarter,25,34560,1403,33157,19,0,0.0135424091233072,0.0,1.0,0.0086867046338973,0.021054712608503383,0.0,0.00011584322507208563,23.0,0.8,6.0,0.0,0.0014255167498218105,0.0135424091233072
freeze_back_quarter,26,34560,1403,33157,21,0,0.01496792587312901,0.0,1.0,0.00981058489868034,0.022774080937881806,0.0,0.00011584322507208563,23.0,0.8,6.0,0.0,0.0014255167498218105,0.014255167498218105
freeze_back_quarter,27,34560,1403,33157,21,0,0.01496792587312901,0.0,1.0,0.00981058489868034,0.022774080937881806,0.0,0.00011584322507208563,23.0,0.8,6.0,0.0,0.0014255167498218105,0.014255167498218105
freeze_back_quarter,28,34560,1403,33157,22,0,0.015680684248039915,0.0,1.0,0.010377853886589197,0.02362843624705368,0.0,0.00011584322507208563,23.0,0.8,6.0,0.0,0.0014255167498218105,0.014255167498218105
freeze_back_quarter,29,34560,1403,33157,22,0,0.015680684248039915,0.0,1.0,0.010377853886589197,0.02362843624705368,0.0,0.00011584322507208563,23.0,0.8,6.0,0.0,0.0014255167498218105,0.014255167498218105
freeze_back_quarter,30,34560,1403,33157,22,0,0.015680684248039915,0.0,1.0,0.010377853886589197,0.02362843624705368,0.0,0.00011584322507208563,23.0,0.8,6.0,0.0,0.0014255167498218105,0.014255167498218105
freeze_back_quarter,31,34560,1403,33157,22,0,0.015680684248039915,0.0,1.0,0.010377853886589197,0.02362843624705368,0.0,0.00011584322507208563,23.0,0.8,6.0,0.0,0.0014255167498218105,0.014255167498218105
freeze_back_quarter,32,34560,1403,33157,22,0,0.015680684248039915,0.0,1.0,0.010377853886589197,0.02362843624705368,0.0,0.00011584322507208563,23.0,0.8,6.0,0.0,0.0014255167498218105,0.014255167498218105
freeze_back_quarter,33,34560,1403,33157,22,0,0.015680684248039915,0.0,1.0,0.010377853886589197,0.02362843624705368,0.0,0.00011584322507208563,23.0,0.8,6.0,0.0,0.0014255167498218105,0.014255167498218105
