rule,episodes,failures,successes,tp,fp,recall,fpr,precision,recall_ci_low,recall_ci_high,fpr_ci_low,fpr_ci_high,first_query_median,phase_median,lead_median,recall_by_half,recall_by_065,recall_lead3
freeze_back_quarter,34560,1403,33157,25,0,0.01781895937277263,0.0,1.0,0.012098383212942761,0.02617277981194231,0.0,0.00011584322507208563,24.0,0.8333333333333334,5.0,0.0,0.0007127583749109052,0.01496792587312901
freeze_back_half,34560,1403,33157,900,774,0.6414825374198146,0.023343487046475857,0.5376344086021505,0.6160336941794751,0.66615872879105,0.021772632924468394,0.025024776023907628,30.0,0.6923076923076923,15.0,0.05345687811831789,0.2066999287241625,0.5231646471846044
freeze_all_half,34560,1403,33157,386,143,0.2751247327156094,0.004312814790240371,0.7296786389413988,0.25239492890274895,0.29908260536828013,0.0036625978069298342,0.005077875777874115,21.0,0.8461538461538461,5.0,0.02565930149679259,0.07341411261582323,0.18246614397719174
freeze_back_half_k4,34560,1403,33157,677,52,0.48253741981468284,0.001568296287360135,0.9286694101508917,0.45647363911552014,0.5086965656060018,0.001196239204526177,0.002055833242266586,33.0,0.7115384615384616,14.0,0.03207412687099073,0.08766928011404133,0.38702779757662154
