task,model,pairs,matched_auroc
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,prior,2896,0.5
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,support_current,2896,0.48273480662983426
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,support_window4,2896,0.37534530386740333
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,support_prefix_mean,2896,0.24412983425414364
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,support_prefix_max,2896,0.7130524861878453
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,freeze,2896,0.6626381215469613
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,supervised_moe,2896,0.5027624309392266
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,clock_cap,2896,0.5
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,prior_unseen_task,2896,0.5
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,support_current_unseen_task,2896,0.5400552486187845
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,support_window4_unseen_task,2896,0.4903314917127072
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,support_prefix_mean_unseen_task,2896,0.523135359116022
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,support_prefix_max_unseen_task,2896,0.6477900552486188
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,freeze_unseen_task,2896,0.6626381215469613
KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,supervised_moe_unseen_task,2896,0.5340124309392266
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,prior,7266,0.5
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,support_current,7266,0.7321772639691715
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,support_window4,7266,0.7486925406000551
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,support_prefix_mean,7266,0.7025873933388385
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,support_prefix_max,7266,0.7091935039911919
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,freeze,7266,0.48183319570602806
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,supervised_moe,7266,0.4838976052848885
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,clock_cap,7266,0.5
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,prior_unseen_task,7266,0.5
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,support_current_unseen_task,7266,0.7411230388109001
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,support_window4_unseen_task,7266,0.7917698871456097
KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,support_prefix_mean_unseen_task,7266,0.807046518029177
