split,episode_row,query,success,model,probability_at_alarm,observed_later_queries,max_later_increase
test_unseen_init,1120,26,0,support_current,0.8529541901810656,3,-0.009171068814099015
test_unseen_init,1120,26,0,support_window4,0.7488095808487436,3,0.04229228111423611
test_unseen_init,1120,26,0,support_prefix_mean,0.9125878556786629,3,-0.004320623786934541
test_unseen_init,1120,26,0,support_prefix_max,0.7376638096827111,3,0.0
test_unseen_init,1123,26,0,support_current,0.6236174120005288,3,-0.021198837733616638
test_unseen_init,1123,26,0,support_window4,0.6226633481358824,3,-0.04825574492449136
test_unseen_init,1123,26,0,support_prefix_mean,0.9101061666704642,3,-0.011158802153152458
test_unseen_init,1123,26,0,support_prefix_max,0.7317514177542253,3,0.0
test_unseen_init,1124,24,0,support_current,0.6827144831548049,5,0.252683722675518
test_unseen_init,1124,24,0,support_window4,0.5744085729097639,5,0.327095910498853
test_unseen_init,1124,24,0,support_prefix_mean,0.9340275750880346,5,-0.00048698171420569203
test_unseen_init,1124,24,0,support_prefix_max,0.706962439682003,5,0.0
test_unseen_init,1520,29,0,support_current,0.7871321842718885,0,
test_unseen_init,1520,29,0,support_window4,0.8338253753982452,0,
test_unseen_init,1520,29,0,support_prefix_mean,0.9027881777927793,0,
test_unseen_init,1520,29,0,support_prefix_max,0.5309516671314377,0,
test_unseen_init,1521,29,0,support_current,0.8737040560261073,0,
test_unseen_init,1521,29,0,support_window4,0.8885639430727695,0,
test_unseen_init,1521,29,0,support_prefix_mean,0.9083698591181514,0,
test_unseen_init,1521,29,0,support_prefix_max,0.6434024366352239,0,
test_unseen_init,1522,28,0,support_current,0.8416927952755885,1,-0.10204178744695824
test_unseen_init,1522,28,0,support_window4,0.8385983240525717,1,-0.03332286286308683
test_unseen_init,1522,28,0,support_prefix_mean,0.9059728555173685,1,-0.00711340457393228
test_unseen_init,1522,28,0,support_prefix_max,0.5799267494554068,1,0.0
test_unseen_init,1523,26,0,support_current,0.6593559629013,3,0.06179965655089714
test_unseen_init,1523,26,0,support_window4,0.49693064905950485,3,0.00936402627183236
test_unseen_init,1523,26,0,support_prefix_mean,0.9095789323891144,3,-0.008239687718720745
test_unseen_init,1523,26,0,support_prefix_max,0.6059062226391544,3,0.0
test_unseen_init,1525,26,0,support_current,0.7519437220420486,3,-0.2607754878040795
test_unseen_init,1525,26,0,support_window4,0.6892348867172026,3,-0.11792673289906341
test_unseen_init,1525,26,0,support_prefix_mean,0.9133272237948841,3,-0.013428923084111255
test_unseen_init,1525,26,0,support_prefix_max,0.6815416068904742,3,0.0
test_unseen_init,1526,28,0,support_current,0.8326548554110242,1,-0.13957671054726106
test_unseen_init,1526,28,0,support_window4,0.8177597191179052,1,-0.021156614859197065
test_unseen_init,1526,28,0,support_prefix_mean,0.8849049655176181,1,-0.008817477969937149
test_unseen_init,1526,28,0,support_prefix_max,0.43970599164273066,1,0.0
test_unseen_init,8009,37,0,support_current,0.4021923401179752,5,-0.020869761498178485
test_unseen_init,8009,37,0,support_window4,0.3897431174525681,5,-0.0806510871651614
test_unseen_init,8009,37,0,support_prefix_mean,0.8139191064678181,5,-0.016543944935122123
test_unseen_init,8009,37,0,support_prefix_max,0.6203229806150107,5,-0.08639365025816126
test_unseen_init,8995,36,0,support_current,0.6909655099840624,5,0.20258623437277545
test_unseen_init,8995,36,0,support_window4,0.7503488708688021,5,0.05203411703981431
test_unseen_init,8995,36,0,support_prefix_mean,0.8201584039445868,5,0.0013391212009389308
test_unseen_init,8995,36,0,support_prefix_max,0.40261568740411013,5,0.0
test_unseen_init,9189,27,0,support_current,0.5566954527754804,5,0.3264728458798615
test_unseen_init,9189,27,0,support_window4,0.6262551485145816,5,0.1259082575756858
test_unseen_init,9189,27,0,support_prefix_mean,0.9372559918458576,5,-0.005293852174877323
test_unseen_init,9189,27,0,support_prefix_max,0.7442138542778438,5,0.0
test_unseen_init,9392,31,0,support_current,0.7472357756915243,5,0.1265234928206601
test_unseen_init,9392,31,0,support_window4,0.7711080676794453,5,-0.0049658726018294574
test_unseen_init,9392,31,0,support_prefix_mean,0.7623811218814921,5,0.0026780286492993355
test_unseen_init,9392,31,0,support_prefix_max,0.29655326633511353,5,0.0
test_unseen_init,9875,39,1,support_current,0.1208106963762562,5,0.739482661331616
test_unseen_init,9875,39,1,support_window4,0.0423164195280981,5,0.6617166274010645
test_unseen_init,9875,39,1,support_prefix_mean,0.6524372976834025,5,-0.0002875861235769328
test_unseen_init,9875,39,1,support_prefix_max,0.04324784607734943,5,0.0
test_unseen_init,10100,24,1,support_current,0.3212001958329732,5,-0.06194588960398345
test_unseen_init,10100,24,1,support_window4,0.4202618688923421,5,-0.11680760810916391
test_unseen_init,10100,24,1,support_prefix_mean,0.8193601904515958,5,-0.03181393993354886
test_unseen_init,10100,24,1,support_prefix_max,0.5357833729373433,5,-0.08438454401441864
test_unseen_init,10279,21,1,support_current,0.5271513705112161,5,0.10472516675795607
test_unseen_init,10279,21,1,support_window4,0.570385762458085,5,-0.04115891516681025
test_unseen_init,10279,21,1,support_prefix_mean,0.7329785392824122,5,-0.015576617497982781
test_unseen_init,10279,21,1,support_prefix_max,0.7351495844144195,5,0.0
test_unseen_init,10405,34,0,support_current,0.41905583366365673,5,0.43668303057502056
test_unseen_init,10405,34,0,support_window4,0.646053825091853,5,0.17132512952520917
test_unseen_init,10405,34,0,support_prefix_mean,0.9528131986877092,5,-0.005738965211835145
test_unseen_init,10405,34,0,support_prefix_max,0.639939807496746,5,0.0
test_unseen_init,10406,33,1,support_current,0.3758097311260812,5,0.2557639680173477
test_unseen_init,10406,33,1,support_window4,0.6523023444551795,5,-0.11506839073362995
test_unseen_init,10406,33,1,support_prefix_mean,0.970909423492093,5,-0.00403153129624223
test_unseen_init,10406,33,1,support_prefix_max,0.5962938172516385,5,0.0
test_unseen_init,10489,34,0,support_current,0.6338043619050981,5,0.2849203525046061
test_unseen_init,10489,34,0,support_window4,0.7542978831347182,5,0.13816927349658414
test_unseen_init,10489,34,0,support_prefix_mean,0.9386305097030403,5,-0.007165006432005461
test_unseen_init,10489,34,0,support_prefix_max,0.8132579129101769,5,-0.06306147299749587
test_unseen_init,10492,33,0,support_current,0.4470111800435127,5,0.49404267592672957
test_unseen_init,10492,33,0,support_window4,0.6093725056609322,5,0.30354220223824047
test_unseen_init,10492,33,0,support_prefix_mean,0.929966246762115,5,-0.0032357247081323814
test_unseen_init,10492,33,0,support_prefix_max,0.666351935596432,5,0.0
test_unseen_init,10528,34,0,support_current,0.3798463195763923,5,0.46500780034967387
test_unseen_init,10528,34,0,support_window4,0.5198329982978955,5,0.21959778814391773
test_unseen_init,10528,34,0,support_prefix_mean,0.9373357682823953,5,-0.003027151046608112
