split,model,bin,low,high,rows,weight,predicted,observed
test_unseen_init,prior,9,0.9,1.0,56437,56437.0,0.9142215408748976,0.8898063327249853
test_unseen_init,support_current,0,0.0,0.1,383,383.0,0.04921481368520926,0.1409921671018277
test_unseen_init,support_current,1,0.1,0.2,326,326.0,0.14907035894047396,0.2085889570552147
test_unseen_init,support_current,2,0.2,0.3,310,310.0,0.2532155231636762,0.26129032258064516
test_unseen_init,support_current,3,0.3,0.4,301,301.0,0.3508561833776833,0.3289036544850498
test_unseen_init,support_current,4,0.4,0.5,402,402.0,0.4536283579544136,0.4253731343283582
test_unseen_init,support_current,5,0.5,0.6,589,589.0,0.555650016542834,0.4906621392190153
test_unseen_init,support_current,6,0.6,0.7,981,981.0,0.6547311101940259,0.5708460754332314
test_unseen_init,support_current,7,0.7,0.8,2090,2090.0,0.7570100771089167,0.6751196172248803
test_unseen_init,support_current,8,0.8,0.9,6155,6155.0,0.8621892872119743,0.8370430544272949
test_unseen_init,support_current,9,0.9,1.0,44900,44900.0,0.9615762486439463,0.9428285077951002
test_unseen_init,support_window4,0,0.0,0.1,472,472.0,0.048030149270391516,0.13983050847457626
test_unseen_init,support_window4,1,0.1,0.2,338,338.0,0.14834985698570247,0.22781065088757396
test_unseen_init,support_window4,2,0.2,0.3,314,314.0,0.24848180398812544,0.27388535031847133
test_unseen_init,support_window4,3,0.3,0.4,287,287.0,0.35150956462972766,0.3554006968641115
test_unseen_init,support_window4,4,0.4,0.5,432,432.0,0.4546432184657384,0.43287037037037035
test_unseen_init,support_window4,5,0.5,0.6,614,614.0,0.5518224820664875,0.41042345276872966
test_unseen_init,support_window4,6,0.6,0.7,950,950.0,0.6519281275365557,0.4957894736842105
test_unseen_init,support_window4,7,0.7,0.8,1930,1930.0,0.7564219594430609,0.6321243523316062
test_unseen_init,support_window4,8,0.8,0.9,5847,5847.0,0.8604522747500755,0.8630066700872242
test_unseen_init,support_window4,9,0.9,1.0,45253,45253.0,0.9636132875981688,0.9438269286014187
test_unseen_init,support_prefix_mean,0,0.0,0.1,172,172.0,0.056054494991618346,0.18023255813953487
test_unseen_init,support_prefix_mean,1,0.1,0.2,299,299.0,0.15053234920950462,0.1605351170568562
test_unseen_init,support_prefix_mean,2,0.2,0.3,256,256.0,0.25074489089876234,0.33203125
test_unseen_init,support_prefix_mean,3,0.3,0.4,304,304.0,0.34994373484352265,0.3980263157894737
test_unseen_init,support_prefix_mean,4,0.4,0.5,384,384.0,0.4561198966595394,0.3828125
test_unseen_init,support_prefix_mean,5,0.5,0.6,672,672.0,0.551942261495191,0.42410714285714285
test_unseen_init,support_prefix_mean,6,0.6,0.7,803,803.0,0.6555350713185144,0.6824408468244084
test_unseen_init,support_prefix_mean,7,0.7,0.8,1836,1836.0,0.7583987904821309,0.7952069716775599
test_unseen_init,support_prefix_mean,8,0.8,0.9,5876,5876.0,0.8606604708210585,0.9009530292716134
test_unseen_init,support_prefix_mean,9,0.9,1.0,45835,45835.0,0.9625354734577538,0.920671975564525
test_unseen_init,support_prefix_max,0,0.0,0.1,563,563.0,0.056742210723362746,0.14209591474245115
test_unseen_init,support_prefix_max,1,0.1,0.2,418,418.0,0.14643421985795096,0.20574162679425836
test_unseen_init,support_prefix_max,2,0.2,0.3,408,408.0,0.2571529517042105,0.30637254901960786
test_unseen_init,support_prefix_max,3,0.3,0.4,338,338.0,0.35227550192163337,0.21893491124260356
test_unseen_init,support_prefix_max,4,0.4,0.5,376,376.0,0.4491855454289,0.2632978723404255
test_unseen_init,support_prefix_max,5,0.5,0.6,572,572.0,0.5492956318137875,0.4982517482517482
test_unseen_init,support_prefix_max,6,0.6,0.7,1025,1025.0,0.6558735528858042,0.4741463414634146
test_unseen_init,support_prefix_max,7,0.7,0.8,1647,1647.0,0.7543486153156495,0.5780206435944141
test_unseen_init,support_prefix_max,8,0.8,0.9,3757,3757.0,0.8636801585717485,0.8469523556028746
test_unseen_init,support_prefix_max,9,0.9,1.0,47333,47333.0,0.9687380470202772,0.9475207571884309
test_unseen_init,freeze,1,0.1,0.2,2,2.0,0.1960632339545692,0.0
test_unseen_init,freeze,2,0.2,0.3,41,41.0,0.27147890879570274,0.04878048780487805
test_unseen_init,freeze,3,0.3,0.4,552,552.0,0.35696138967356394,0.012681159420289856
test_unseen_init,freeze,4,0.4,0.5,409,409.0,0.4451472881233981,0.03667481662591687
test_unseen_init,freeze,5,0.5,0.6,285,285.0,0.5515001997400111,0.19649122807017544
test_unseen_init,freeze,6,0.6,0.7,808,808.0,0.6574643878676256,0.6831683168316832
test_unseen_init,freeze,7,0.7,0.8,2103,2103.0,0.7590519394680384,0.8150261531145981
test_unseen_init,freeze,8,0.8,0.9,9157,9157.0,0.8659206375664504,0.8524625969203887
test_unseen_init,freeze,9,0.9,1.0,43080,43080.0,0.9458480844921031,0.9300371402042711
test_unseen_init,supervised_moe,0,0.0,0.1,1022,1022.0,0.052140263706665364,0.023483365949119372
test_unseen_init,supervised_moe,1,0.1,0.2,427,427.0,0.14667440119196487,0.14285714285714285
test_unseen_init,supervised_moe,2,0.2,0.3,400,400.0,0.246748504783715,0.18
test_unseen_init,supervised_moe,3,0.3,0.4,409,409.0,0.34823257588151346,0.19559902200489
test_unseen_init,supervised_moe,4,0.4,0.5,386,386.0,0.45000920431701813,0.22020725388601037
test_unseen_init,supervised_moe,5,0.5,0.6,466,466.0,0.552682952655399,0.3261802575107296
test_unseen_init,supervised_moe,6,0.6,0.7,922,922.0,0.6554762981424328,0.5086767895878525
test_unseen_init,supervised_moe,7,0.7,0.8,1705,1705.0,0.7563309940929096,0.6111436950146627
test_unseen_init,supervised_moe,8,0.8,0.9,4065,4065.0,0.8598625795948982,0.7726937269372693
test_unseen_init,supervised_moe,9,0.9,1.0,46635,46635.0,0.9708710213004929,0.9669132625710304
test_unseen_init,clock_cap,0,0.0,0.1,1318,1318.0,0.0413771337160006,0.03490136570561457
test_unseen_init,clock_cap,1,0.1,0.2,405,405.0,0.12455999014107405,0.08148148148148149
test_unseen_init,clock_cap,2,0.2,0.3,344,344.0,0.25189884316363076,0.14534883720930233
test_unseen_init,clock_cap,3,0.3,0.4,193,193.0,0.3745230828282229,0.2538860103626943
