corpus,signal,variant,control_kind,relative,auc_trap_high,det_auc,direction,ci95_low,ci95_high,n_groups,n_events,npairs,p_point,p_maxT,null_max_effect_q95
A,physical_progress,comparator,all_no_trap,3,0.4556277056277056,0.5443722943722944,trap_low,0.4175325940200679,0.48125106292517006,13,125,462,,,
A,physical_progress,comparator,all_no_trap,4,0.45200892857142855,0.5479910714285714,trap_low,0.4041065999385099,0.4862928196117233,13,122,448,,,
A,weighted_recurrence,raw,success_no_trap,-8,0.39634146341463417,0.6036585365853658,trap_low,0.2683670710197018,0.5310564930300805,14,100,328,0.20539730134932535,0.9555222388805598,0.2848605577689243
A,weighted_recurrence,raw,success_no_trap,-7,0.4230769230769231,0.5769230769230769,trap_low,0.29274610336341267,0.5514586466165411,13,99,312,,,
A,weighted_recurrence,raw,success_no_trap,-6,0.541958041958042,0.541958041958042,trap_high,0.4192128523650263,0.6578971825474467,13,99,286,0.5442278860569715,1.0,0.2848605577689243
A,weighted_recurrence,raw,success_no_trap,-5,0.7527675276752768,0.7527675276752768,trap_high,0.6885179531426295,0.8178466838931955,13,99,271,,,
A,weighted_recurrence,raw,success_no_trap,-4,0.6934865900383141,0.6934865900383141,trap_high,0.5719530142515502,0.8050013537906138,12,98,261,0.025487256371814093,0.29985007496251875,0.2848605577689243
A,weighted_recurrence,raw,success_no_trap,-3,0.5019455252918288,0.5019455252918288,trap_high,0.3130282488135232,0.688894645941278,12,97,257,,,
A,weighted_recurrence,raw,success_no_trap,-2,0.3466135458167331,0.6533864541832669,trap_low,0.17152528724181446,0.5664654267921208,12,95,251,0.23338330834582707,0.5937031484257871,0.2848605577689243
A,weighted_recurrence,raw,success_no_trap,-1,0.22357723577235772,0.7764227642276422,trap_low,0.09447746940048335,0.3969082002046116,11,91,246,,,
A,weighted_recurrence,raw,success_no_trap,0,0.21311475409836064,0.7868852459016393,trap_low,0.08490835464620632,0.3801318037588477,10,89,244,0.026986506746626688,0.049475262368815595,0.2848605577689243
A,weighted_recurrence,raw,success_no_trap,1,0.41975308641975306,0.5802469135802469,trap_low,0.2823283381793782,0.5632288401253918,10,89,243,,,
A,weighted_recurrence,raw,success_no_trap,2,0.6239316239316239,0.6239316239316239,trap_high,0.5531842277249293,0.712921780736426,10,87,234,,,
A,weighted_recurrence,raw,success_no_trap,3,0.7566371681415929,0.7566371681415929,trap_high,0.6476190476190476,0.8477290683205276,10,85,226,,,
A,weighted_recurrence,raw,success_no_trap,4,0.8082191780821918,0.8082191780821918,trap_high,0.71875,0.8930045937410279,10,85,219,,,
A,lag_periodicity,raw,success_no_trap,-8,0.49079754601226994,0.50920245398773,trap_low,0.42450142450142453,0.5682539682539682,14,99,326,0.8035982008995503,1.0,0.2848605577689243
A,lag_periodicity,raw,success_no_trap,-7,0.4423076923076923,0.5576923076923077,trap_low,0.3595807965499746,0.5378383825855064,13,99,312,,,
A,lag_periodicity,raw,success_no_trap,-6,0.3741258741258741,0.6258741258741258,trap_low,0.2648131512756019,0.4662623008193683,13,99,286,0.027486256871564217,0.8035982008995503,0.2848605577689243
A,lag_periodicity,raw,success_no_trap,-5,0.3726937269372694,0.6273062730627306,trap_low,0.2709160015456568,0.4798427419354839,13,99,271,,,
A,lag_periodicity,raw,success_no_trap,-4,0.578544061302682,0.578544061302682,trap_high,0.48328043983550867,0.6761319236957021,12,98,261,0.19440279860069964,0.9965017491254373,0.2848605577689243
A,lag_periodicity,raw,success_no_trap,-3,0.6848249027237354,0.6848249027237354,trap_high,0.5959542230818826,0.7684837728194726,12,97,257,,,
A,lag_periodicity,raw,success_no_trap,-2,0.7928286852589641,0.7928286852589641,trap_high,0.7275381056069679,0.8679285427539141,12,95,251,0.0014992503748125937,0.044977511244377814,0.2848605577689243
A,lag_periodicity,raw,success_no_trap,-1,0.7682926829268293,0.7682926829268293,trap_high,0.7080523489932886,0.8312236286919831,11,91,246,,,
A,lag_periodicity,raw,success_no_trap,0,0.5368852459016393,0.5368852459016393,trap_high,0.41328021484848054,0.6976815377313716,10,89,244,0.6211894052973513,1.0,0.2848605577689243
A,lag_periodicity,raw,success_no_trap,1,0.2839506172839506,0.7160493827160495,trap_low,0.13438735177865613,0.47349623236659927,10,89,243,,,
A,lag_periodicity,raw,success_no_trap,2,0.17094017094017094,0.829059829059829,trap_low,0.05613684210526316,0.3334070796460173,10,87,234,,,
A,lag_periodicity,raw,success_no_trap,3,0.1592920353982301,0.8407079646017699,trap_low,0.06298595028562606,0.29471131369798953,10,85,226,,,
A,lag_periodicity,raw,success_no_trap,4,0.3150684931506849,0.6849315068493151,trap_low,0.23413945712037768,0.39325842696629215,10,85,219,,,
A,late_flow_volatility,raw,success_no_trap,-8,0.6280487804878049,0.6280487804878049,trap_high,0.5427561704506364,0.7075397727272725,14,100,328,0.02348825587206397,0.7946026986506747,0.2848605577689243
A,late_flow_volatility,raw,success_no_trap,-7,0.5096153846153846,0.5096153846153846,trap_high,0.40234418865805727,0.5961367959779874,13,99,312,,,
A,late_flow_volatility,raw,success_no_trap,-6,0.4195804195804196,0.5804195804195804,trap_low,0.3209287835977686,0.5039110527663934,13,99,286,0.11244377811094453,0.9960019990004998,0.2848605577689243
A,late_flow_volatility,raw,success_no_trap,-5,0.5239852398523985,0.5239852398523985,trap_high,0.41528128065013314,0.6384785932721712,13,99,271,,,
A,late_flow_volatility,raw,success_no_trap,-4,0.6628352490421456,0.6628352490421456,trap_high,0.5384615384615384,0.7482229946379974,12,98,261,0.06296851574212893,0.495752123938031,0.2848605577689243
A,late_flow_volatility,raw,success_no_trap,-3,0.8171206225680934,0.8171206225680934,trap_high,0.6987132352941177,0.9094742967010726,12,97,257,,,
A,late_flow_volatility,raw,success_no_trap,-2,0.848605577689243,0.848605577689243,trap_high,0.7456634722644763,0.9214303998049731,12,95,251,0.004497751124437781,0.0079960019990005,0.2848605577689243
A,late_flow_volatility,raw,success_no_trap,-1,0.8089430894308943,0.8089430894308943,trap_high,0.7168673395818314,0.8730799711815562,11,91,246,,,
A,late_flow_volatility,raw,success_no_trap,0,0.7622950819672131,0.7622950819672131,trap_high,0.6999887892376682,0.8081659505907627,10,89,244,0.0034982508745627187,0.08345827086456771,0.2848605577689243
A,late_flow_volatility,raw,success_no_trap,1,0.6213991769547325,0.6213991769547325,trap_high,0.5217391304347826,0.7056451612903226,10,89,243,,,
A,late_flow_volatility,raw,success_no_trap,2,0.49145299145299143,0.5085470085470085,trap_low,0.3601284584980237,0.6250148104265402,10,87,234,,,
A,late_flow_volatility,raw,success_no_trap,3,0.5,0.5,trap_high,0.3836067853170189,0.6150244563616005,10,85,226,,,
A,late_flow_volatility,raw,success_no_trap,4,0.4246575342465753,0.5753424657534247,trap_low,0.2740607872446438,0.6092022036319118,10,85,219,,,
A,route_acceleration,raw,success_no_trap,-8,0.600609756097561,0.600609756097561,trap_high,0.5029564544650752,0.6808129870837647,14,100,328,0.09545227386306847,0.9705147426286856,0.2848605577689243
A,route_acceleration,raw,success_no_trap,-7,0.532051282051282,0.532051282051282,trap_high,0.41665925266903914,0.6179420049111657,13,99,312,,,
A,route_acceleration,raw,success_no_trap,-6,0.44755244755244755,0.5524475524475525,trap_low,0.3430954707876493,0.5404722678302332,13,99,286,0.3248375812093953,1.0,0.2848605577689243
A,route_acceleration,raw,success_no_trap,-5,0.5756457564575646,0.5756457564575646,trap_high,0.4632012454758357,0.6762816518438791,13,99,271,,,
A,route_acceleration,raw,success_no_trap,-4,0.735632183908046,0.735632183908046,trap_high,0.6363496071829405,0.8034031239614489,12,98,261,0.010494752623688156,0.1634182908545727,0.2848605577689243
A,route_acceleration,raw,success_no_trap,-3,0.8365758754863813,0.8365758754863813,trap_high,0.7301529370872436,0.9226026140244487,12,97,257,,,
A,route_acceleration,raw,success_no_trap,-2,0.8446215139442231,0.8446215139442231,trap_high,0.7368172790466733,0.9159379501955134,12,95,251,0.0069965017491254375,0.009995002498750625,0.2848605577689243
A,route_acceleration,raw,success_no_trap,-1,0.8252032520325203,0.8252032520325203,trap_high,0.7365345843672457,0.8787878787878788,11,91,246,,,
A,route_acceleration,raw,success_no_trap,0,0.7459016393442623,0.7459016393442623,trap_high,0.6831146001073537,0.8041761363636364,10,89,244,0.0034982508745627187,0.12993503248375812,0.2848605577689243
A,route_acceleration,raw,success_no_trap,1,0.5349794238683128,0.5349794238683128,trap_high,0.4290513687056438,0.6494311517710533,10,89,243,,,
A,route_acceleration,raw,success_no_trap,2,0.44017094017094016,0.5598290598290598,trap_low,0.3069738057257997,0.5902373666724952,10,87,234,,,
A,route_acceleration,raw,success_no_trap,3,0.42920353982300885,0.5707964601769911,trap_low,0.327010781671159,0.5357395076674736,10,85,226,,,
A,route_acceleration,raw,success_no_trap,4,0.3242009132420091,0.6757990867579908,trap_low,0.18478773822728647,0.49076951951951936,10,85,219,,,
A,gate_entropy,raw,success_no_trap,-8,0.3780487804878049,0.6219512195121951,trap_low,0.243142672929907,0.5043020925689651,14,100,328,0.08395802098950525,0.8340829585207397,0.2848605577689243
A,gate_entropy,raw,success_no_trap,-7,0.48717948717948717,0.5128205128205128,trap_low,0.3692293906810036,0.6102777777777777,13,99,312,,,
A,gate_entropy,raw,success_no_trap,-6,0.548951048951049,0.548951048951049,trap_high,0.41012186159224534,0.6647085405608725,13,99,286,0.4987506246876562,1.0,0.2848605577689243
A,gate_entropy,raw,success_no_trap,-5,0.5756457564575646,0.5756457564575646,trap_high,0.4559953488372093,0.6692059002339072,13,99,271,,,
A,gate_entropy,raw,success_no_trap,-4,0.46360153256704983,0.5363984674329502,trap_low,0.36999744897959186,0.5550372142477406,12,98,261,0.5087456271864068,1.0,0.2848605577689243
A,gate_entropy,raw,success_no_trap,-3,0.3229571984435798,0.6770428015564203,trap_low,0.2083230198019802,0.4232093816969601,12,97,257,,,
A,gate_entropy,raw,success_no_trap,-2,0.21912350597609562,0.7808764940239044,trap_low,0.1330641099891723,0.32895153231179214,12,95,251,0.008995502248875561,0.05247376311844078,0.2848605577689243
A,gate_entropy,raw,success_no_trap,-1,0.3170731707317073,0.6829268292682926,trap_low,0.20420900402414488,0.4706478537360887,11,91,246,,,
A,gate_entropy,raw,success_no_trap,0,0.3975409836065574,0.6024590163934427,trap_low,0.28339733453806193,0.5162790697674419,10,89,244,0.1329335332333833,0.9585207396301849,0.2848605577689243
A,gate_entropy,raw,success_no_trap,1,0.5349794238683128,0.5349794238683128,trap_high,0.3914847363552266,0.6638442120447168,10,89,243,,,
A,gate_entropy,raw,success_no_trap,2,0.48717948717948717,0.5128205128205128,trap_low,0.314155551280407,0.643455042225534,10,87,234,,,
A,gate_entropy,raw,success_no_trap,3,0.38495575221238937,0.6150442477876106,trap_low,0.2383121940364931,0.5201850919740093,10,85,226,,,
A,gate_entropy,raw,success_no_trap,4,0.4155251141552511,0.5844748858447488,trap_low,0.24096070144452153,0.5673476624692431,10,85,219,,,
A,top12_margin,raw,success_no_trap,-8,0.5640243902439024,0.5640243902439024,trap_high,0.46523124729007087,0.6773125887255573,14,100,328,0.2433783108445777,0.9995002498750625,0.2848605577689243
A,top12_margin,raw,success_no_trap,-7,0.4807692307692308,0.5192307692307692,trap_low,0.3767913043478261,0.6127778189636,13,99,312,,,
A,top12_margin,raw,success_no_trap,-6,0.46853146853146854,0.5314685314685315,trap_low,0.34729210932972765,0.583011939192751,13,99,286,0.6361819090454772,1.0,0.2848605577689243
A,top12_margin,raw,success_no_trap,-5,0.45387453874538747,0.5461254612546125,trap_low,0.35978835978835977,0.5366816659096071,13,99,271,,,
A,top12_margin,raw,success_no_trap,-4,0.5402298850574713,0.5402298850574713,trap_high,0.4068407491201609,0.6531479873622266,12,98,261,0.5947026486756621,1.0,0.2848605577689243
A,top12_margin,raw,success_no_trap,-3,0.622568093385214,0.622568093385214,trap_high,0.48847316345893194,0.7507115536860579,12,97,257,,,
A,top12_margin,raw,success_no_trap,-2,0.7290836653386454,0.7290836653386454,trap_high,0.6119359086918349,0.8433415804185237,12,95,251,0.0079960019990005,0.17691154422788605,0.2848605577689243
A,top12_margin,raw,success_no_trap,-1,0.6869918699186992,0.6869918699186992,trap_high,0.5803503787878789,0.7819585442204733,11,91,246,,,
A,top12_margin,raw,success_no_trap,0,0.6598360655737705,0.6598360655737705,trap_high,0.5595519763028788,0.7704381485084306,10,89,244,0.02498750624687656,0.5302348825587206,0.2848605577689243
A,top12_margin,raw,success_no_trap,1,0.5967078189300411,0.5967078189300411,trap_high,0.518104219948849,0.6741823516782365,10,89,243,,,
A,top12_margin,raw,success_no_trap,2,0.4358974358974359,0.5641025641025641,trap_low,0.352487684729064,0.5445050758301994,10,87,234,,,
A,top12_margin,raw,success_no_trap,3,0.5265486725663717,0.5265486725663717,trap_high,0.45813220545505673,0.6066869158878504,10,85,226,,,
A,top12_margin,raw,success_no_trap,4,0.3424657534246575,0.6575342465753424,trap_low,0.21609687981510017,0.4838875956102427,10,85,219,,,
A,state_action_gap,raw,success_no_trap,-8,0.6128048780487805,0.6128048780487805,trap_high,0.45849802371541504,0.7412156828144736,14,100,328,0.20339830084957522,0.9150424787606197,0.2848605577689243
A,state_action_gap,raw,success_no_trap,-7,0.5192307692307693,0.5192307692307693,trap_high,0.37701159710788174,0.6333390410958903,13,99,312,,,
A,state_action_gap,raw,success_no_trap,-6,0.43006993006993005,0.56993006993007,trap_low,0.3013459045041998,0.5289582284147502,13,99,286,0.2613693153423288,0.9975012493753124,0.2848605577689243
A,state_action_gap,raw,success_no_trap,-5,0.3837638376383764,0.6162361623616236,trap_low,0.2560696239432514,0.48613782051282034,13,99,271,,,
A,state_action_gap,raw,success_no_trap,-4,0.5363984674329502,0.5363984674329502,trap_high,0.3979533858998145,0.6460244618773427,12,98,261,0.6151924037981009,1.0,0.2848605577689243
A,state_action_gap,raw,success_no_trap,-3,0.5992217898832685,0.5992217898832685,trap_high,0.4020895337301587,0.7500219298245613,12,97,257,,,
A,state_action_gap,raw,success_no_trap,-2,0.6972111553784861,0.6972111553784861,trap_high,0.4816705448904402,0.845516097784116,12,95,251,0.10594702648675662,0.2913543228385807,0.2848605577689243
A,state_action_gap,raw,success_no_trap,-1,0.7154471544715447,0.7154471544715447,trap_high,0.5089649432040737,0.862824434733042,11,91,246,,,
A,state_action_gap,raw,success_no_trap,0,0.7090163934426229,0.7090163934426229,trap_high,0.4886428728794889,0.8627505446623094,10,89,244,0.0734632683658171,0.2433783108445777,0.2848605577689243
A,state_action_gap,raw,success_no_trap,1,0.757201646090535,0.757201646090535,trap_high,0.5544438246641566,0.8986169837914023,10,89,243,,,
A,state_action_gap,raw,success_no_trap,2,0.8076923076923077,0.8076923076923077,trap_high,0.6382608235418652,0.9361021490292896,10,87,234,,,
A,state_action_gap,raw,success_no_trap,3,0.7831858407079646,0.7831858407079646,trap_high,0.6302031250000001,0.8931484654930674,10,85,226,,,
A,state_action_gap,raw,success_no_trap,4,0.6301369863013698,0.6301369863013698,trap_high,0.47316781072002334,0.7511531761956209,10,85,219,,,
A,macro_stickiness,raw,success_no_trap,-8,0.5828220858895705,0.5828220858895705,trap_high,0.4985094246031746,0.695751930138405,14,99,326,0.10594702648675662,0.9940029985007496,0.2848605577689243
A,macro_stickiness,raw,success_no_trap,-7,0.5288461538461539,0.5288461538461539,trap_high,0.4476439790575916,0.6146190330477357,13,99,312,,,
A,macro_stickiness,raw,success_no_trap,-6,0.5402097902097902,0.5402097902097902,trap_high,0.4543560983881264,0.6368221633147005,13,99,286,0.39080459770114945,1.0,0.2848605577689243
A,macro_stickiness,raw,success_no_trap,-5,0.48523985239852396,0.514760147601476,trap_low,0.3838135758596607,0.5873587207808887,13,99,271,,,
A,macro_stickiness,raw,success_no_trap,-4,0.4367816091954023,0.5632183908045977,trap_low,0.3429187737041719,0.5243389872173058,12,98,261,0.2563718140929535,0.9995002498750625,0.2848605577689243
A,macro_stickiness,raw,success_no_trap,-3,0.47470817120622566,0.5252918287937743,trap_low,0.4173207982622862,0.5316022009795244,12,97,257,,,
A,macro_stickiness,raw,success_no_trap,-2,0.5697211155378487,0.5697211155378487,trap_high,0.5177708188018291,0.6196936333655083,12,95,251,0.043478260869565216,0.9980009995002499,0.2848605577689243
A,macro_stickiness,raw,success_no_trap,-1,0.516260162601626,0.516260162601626,trap_high,0.42722002748196497,0.5937526663822525,11,91,246,,,
A,macro_stickiness,raw,success_no_trap,0,0.6270491803278688,0.6270491803278688,trap_high,0.5656769435900793,0.6957695248556904,10,89,244,0.005997001499250375,0.7991004497751124,0.2848605577689243
A,macro_stickiness,raw,success_no_trap,1,0.5740740740740741,0.5740740740740741,trap_high,0.5177664255350883,0.6367724159471699,10,89,243,,,
A,macro_stickiness,raw,success_no_trap,2,0.5683760683760684,0.5683760683760684,trap_high,0.4740525782374782,0.6523979591836734,10,87,234,,,
A,macro_stickiness,raw,success_no_trap,3,0.7256637168141593,0.7256637168141593,trap_high,0.6538461538461539,0.7854474548440065,10,85,226,,,
A,macro_stickiness,raw,success_no_trap,4,0.7785388127853882,0.7785388127853882,trap_high,0.7036968954248366,0.8451802988219519,10,85,219,,,
A,weighted_recurrence,residual_route_mobility,success_no_trap,-8,0.39908256880733944,0.6009174311926606,trap_low,0.30351078723480635,0.501555229280692,13,99,327,0.07546226886556721,0.9645177411294353,0.252
A,weighted_recurrence,residual_route_mobility,success_no_trap,-7,0.44551282051282054,0.5544871794871795,trap_low,0.3719423222928727,0.5178619778236204,13,99,312,,,
A,weighted_recurrence,residual_route_mobility,success_no_trap,-6,0.39649122807017545,0.6035087719298246,trap_low,0.3284655336241524,0.4763339368443472,13,98,285,0.03298350824587706,0.9565217391304348,0.252
A,weighted_recurrence,residual_route_mobility,success_no_trap,-5,0.5615671641791045,0.5615671641791045,trap_high,0.48281137616878445,0.6390036402133177,12,97,268,,,
A,weighted_recurrence,residual_route_mobility,success_no_trap,-4,0.4555984555984556,0.5444015444015444,trap_low,0.3333333333333333,0.5737053894381479,11,96,259,0.504247876061969,1.0,0.252
A,weighted_recurrence,residual_route_mobility,success_no_trap,-3,0.3828125,0.6171875,trap_low,0.2345954692556634,0.5235729454236566,11,96,256,,,
A,weighted_recurrence,residual_route_mobility,success_no_trap,-2,0.424,0.5760000000000001,trap_low,0.269951209006654,0.6015719811893203,11,94,250,0.4407796101949025,0.999000499750125,0.252
A,weighted_recurrence,residual_route_mobility,success_no_trap,-1,0.37601626016260165,0.6239837398373984,trap_low,0.24476376630119415,0.5110036375661374,11,91,246,,,
A,weighted_recurrence,residual_route_mobility,success_no_trap,0,0.41188524590163933,0.5881147540983607,trap_low,0.2613104992898503,0.5820817344981017,10,89,244,0.3503248375812094,0.9910044977511244,0.252
A,weighted_recurrence,residual_route_mobility,success_no_trap,1,0.4382716049382716,0.5617283950617284,trap_low,0.33502604166666666,0.5598411154345005,10,89,243,,,
A,weighted_recurrence,residual_route_mobility,success_no_trap,2,0.5769230769230769,0.5769230769230769,trap_high,0.4888863976083707,0.6950901679841897,10,87,234,,,
A,weighted_recurrence,residual_route_mobility,success_no_trap,3,0.6305309734513275,0.6305309734513275,trap_high,0.5461149080224834,0.7051310043668123,10,85,226,,,
A,weighted_recurrence,residual_route_mobility,success_no_trap,4,0.6490825688073395,0.6490825688073395,trap_high,0.5791097601598933,0.7139186867279651,9,84,218,,,
A,lag_periodicity,residual_route_mobility,success_no_trap,-8,0.44,0.56,trap_low,0.3382265107408151,0.5352678571428571,13,98,325,0.27936031984008,1.0,0.252
A,lag_periodicity,residual_route_mobility,success_no_trap,-7,0.4423076923076923,0.5576923076923077,trap_low,0.3768950118665945,0.5210194969076739,13,99,312,,,
A,lag_periodicity,residual_route_mobility,success_no_trap,-6,0.3701754385964912,0.6298245614035087,trap_low,0.24230095541401273,0.5,13,98,285,0.07596201899050475,0.7436281859070465,0.252
A,lag_periodicity,residual_route_mobility,success_no_trap,-5,0.48134328358208955,0.5186567164179104,trap_low,0.3703352490421456,0.5862103586760836,12,97,268,,,
A,lag_periodicity,residual_route_mobility,success_no_trap,-4,0.6428571428571429,0.6428571428571429,trap_high,0.5364359963389121,0.7324909400395343,11,96,259,0.06446776611694154,0.5887056471764118,0.252
A,lag_periodicity,residual_route_mobility,success_no_trap,-3,0.609375,0.609375,trap_high,0.5372980282075859,0.6931418198227765,11,96,256,,,
A,lag_periodicity,residual_route_mobility,success_no_trap,-2,0.572,0.572,trap_high,0.4551733328431733,0.7081389553429027,11,94,250,0.2813593203398301,1.0,0.252
A,lag_periodicity,residual_route_mobility,success_no_trap,-1,0.573170731707317,0.573170731707317,trap_high,0.4503282589375305,0.7137240783410138,11,91,246,,,
A,lag_periodicity,residual_route_mobility,success_no_trap,0,0.4262295081967213,0.5737704918032787,trap_low,0.2975859788359788,0.5856267970097755,10,89,244,0.3853073463268366,0.9995002498750625,0.252
A,lag_periodicity,residual_route_mobility,success_no_trap,1,0.24279835390946503,0.757201646090535,trap_low,0.09385854746757002,0.4266211181461859,10,89,243,,,
A,lag_periodicity,residual_route_mobility,success_no_trap,2,0.1794871794871795,0.8205128205128205,trap_low,0.07636294240111034,0.3259835087037396,10,87,234,,,
A,lag_periodicity,residual_route_mobility,success_no_trap,3,0.16592920353982302,0.834070796460177,trap_low,0.06596290322580646,0.2921151315789473,10,85,226,,,
A,lag_periodicity,residual_route_mobility,success_no_trap,4,0.3440366972477064,0.6559633027522935,trap_low,0.25513562440645776,0.42641171628481267,9,84,218,,,
A,late_flow_volatility,residual_route_mobility,success_no_trap,-8,0.6574923547400612,0.6574923547400612,trap_high,0.5508642559636502,0.7608711497021169,13,99,327,0.025987006496751622,0.4567716141929036,0.252
A,late_flow_volatility,residual_route_mobility,success_no_trap,-7,0.5897435897435898,0.5897435897435898,trap_high,0.48906519752208794,0.6736153455284553,13,99,312,,,
A,late_flow_volatility,residual_route_mobility,success_no_trap,-6,0.43859649122807015,0.5614035087719298,trap_low,0.3274016056600576,0.566065896930442,13,98,285,0.3918040979510245,1.0,0.252
A,late_flow_volatility,residual_route_mobility,success_no_trap,-5,0.6529850746268657,0.6529850746268657,trap_high,0.5267489711934157,0.759211003895184,12,97,268,,,
A,late_flow_volatility,residual_route_mobility,success_no_trap,-4,0.7374517374517374,0.7374517374517374,trap_high,0.5751534726039949,0.8501531542300451,11,96,259,0.04597701149425287,0.08345827086456771,0.252
A,late_flow_volatility,residual_route_mobility,success_no_trap,-3,0.78125,0.78125,trap_high,0.6559193603704021,0.8730946601941747,11,96,256,,,
A,late_flow_volatility,residual_route_mobility,success_no_trap,-2,0.84,0.84,trap_high,0.7706738437001595,0.8965598060344827,11,94,250,0.0024987506246876563,0.0024987506246876563,0.252
A,late_flow_volatility,residual_route_mobility,success_no_trap,-1,0.7195121951219512,0.7195121951219512,trap_high,0.6477954834294652,0.7781954887218046,11,91,246,,,
A,late_flow_volatility,residual_route_mobility,success_no_trap,0,0.6598360655737705,0.6598360655737705,trap_high,0.5596289859758315,0.7478270159791899,10,89,244,0.050474762618690654,0.4407796101949025,0.252
A,late_flow_volatility,residual_route_mobility,success_no_trap,1,0.6172839506172839,0.6172839506172839,trap_high,0.5302297562342393,0.6965854392298435,10,89,243,,,
A,late_flow_volatility,residual_route_mobility,success_no_trap,2,0.5811965811965812,0.5811965811965812,trap_high,0.44194720704117946,0.7159200174825174,10,87,234,,,
A,late_flow_volatility,residual_route_mobility,success_no_trap,3,0.6769911504424779,0.6769911504424779,trap_high,0.5744638126975989,0.7708876533742328,10,85,226,,,
A,late_flow_volatility,residual_route_mobility,success_no_trap,4,0.5825688073394495,0.5825688073394495,trap_high,0.4351705344585091,0.7167630057803468,9,84,218,,,
A,route_acceleration,residual_route_mobility,success_no_trap,-8,0.5932721712538226,0.5932721712538226,trap_high,0.4579431385506152,0.7078799095882332,13,99,327,0.23738130934532733,0.9875062468765617,0.252
A,route_acceleration,residual_route_mobility,success_no_trap,-7,0.5576923076923077,0.5576923076923077,trap_high,0.4501693850972123,0.6412698412698413,13,99,312,,,
A,route_acceleration,residual_route_mobility,success_no_trap,-6,0.4807017543859649,0.5192982456140351,trap_low,0.3739455005303092,0.5934074941451991,13,98,285,0.7606196901549226,1.0,0.252
A,route_acceleration,residual_route_mobility,success_no_trap,-5,0.6977611940298507,0.6977611940298507,trap_high,0.5479343581478956,0.7902786220871327,12,97,268,,,
A,route_acceleration,residual_route_mobility,success_no_trap,-4,0.7644787644787645,0.7644787644787645,trap_high,0.6179214412723502,0.8653206997084548,11,96,259,0.02448775612193903,0.0399800099950025,0.252
A,route_acceleration,residual_route_mobility,success_no_trap,-3,0.82421875,0.82421875,trap_high,0.7137278289178267,0.8972354072557878,11,96,256,,,
A,route_acceleration,residual_route_mobility,success_no_trap,-2,0.836,0.836,trap_high,0.7668046184149868,0.8978893000308356,11,94,250,0.0024987506246876563,0.005997001499250375,0.252
A,route_acceleration,residual_route_mobility,success_no_trap,-1,0.7154471544715447,0.7154471544715447,trap_high,0.6286661729060059,0.7920067632850242,11,91,246,,,
A,route_acceleration,residual_route_mobility,success_no_trap,0,0.639344262295082,0.639344262295082,trap_high,0.5414549677964312,0.7340435492867957,10,89,244,0.04247876061969016,0.638680659670165,0.252
A,route_acceleration,residual_route_mobility,success_no_trap,1,0.5432098765432098,0.5432098765432098,trap_high,0.4415985572804222,0.648936170212766,10,89,243,,,
A,route_acceleration,residual_route_mobility,success_no_trap,2,0.5170940170940171,0.5170940170940171,trap_high,0.39240262901655304,0.6413592364448656,10,87,234,,,
A,route_acceleration,residual_route_mobility,success_no_trap,3,0.584070796460177,0.584070796460177,trap_high,0.4789237199582027,0.696520207949019,10,85,226,,,
A,route_acceleration,residual_route_mobility,success_no_trap,4,0.463302752293578,0.536697247706422,trap_low,0.35064380064380063,0.5909213098729227,9,84,218,,,
A,gate_entropy,residual_route_mobility,success_no_trap,-8,0.38837920489296635,0.6116207951070336,trap_low,0.26495336348219334,0.5070540308747853,13,99,327,0.08945527236381809,0.912543728135932,0.252
A,gate_entropy,residual_route_mobility,success_no_trap,-7,0.47115384615384615,0.5288461538461539,trap_low,0.3768630439352533,0.5467443492549832,13,99,312,,,
A,gate_entropy,residual_route_mobility,success_no_trap,-6,0.5526315789473685,0.5526315789473685,trap_high,0.3929790701664093,0.681684979999509,13,98,285,0.5247376311844077,1.0,0.252
A,gate_entropy,residual_route_mobility,success_no_trap,-5,0.42723880597014924,0.5727611940298507,trap_low,0.33686879297173417,0.5060271825004937,12,97,268,,,
A,gate_entropy,residual_route_mobility,success_no_trap,-4,0.3416988416988417,0.6583011583011583,trap_low,0.2530114481831709,0.4557595059807449,11,96,259,0.03548225887056472,0.44177911044477763,0.252
A,gate_entropy,residual_route_mobility,success_no_trap,-3,0.296875,0.703125,trap_low,0.23194683085147003,0.36181329826214403,11,96,256,,,
A,gate_entropy,residual_route_mobility,success_no_trap,-2,0.256,0.744,trap_low,0.19847176784199685,0.3301897762176393,11,94,250,0.00849575212393803,0.07396301849075462,0.252
A,gate_entropy,residual_route_mobility,success_no_trap,-1,0.3983739837398374,0.6016260162601625,trap_low,0.29345177366190556,0.5144387541806019,11,91,246,,,
A,gate_entropy,residual_route_mobility,success_no_trap,0,0.48565573770491804,0.514344262295082,trap_low,0.3888832658569501,0.5721851490665922,10,89,244,0.7891054472763618,1.0,0.252
A,gate_entropy,residual_route_mobility,success_no_trap,1,0.5349794238683128,0.5349794238683128,trap_high,0.38792902030293264,0.6719367588932806,10,89,243,,,
A,gate_entropy,residual_route_mobility,success_no_trap,2,0.44871794871794873,0.5512820512820513,trap_low,0.28569812540400774,0.6022749642090194,10,87,234,,,
A,gate_entropy,residual_route_mobility,success_no_trap,3,0.3141592920353982,0.6858407079646018,trap_low,0.1799871794871795,0.4293320014696426,10,85,226,,,
