corpus,event_kind,signal,variant,control_kind,relative,auc_event_high,det_auc,direction,ci95_low,ci95_high,n_groups,n_events,npairs,p_point,p_maxT,null_max_effect_q95
B,loop,weighted_recurrence,raw,all_no_event,-7,0.38612933458294285,0.6138706654170571,event_low,0.2890097552834798,0.5111309523809522,10,57,1067,,,
B,loop,weighted_recurrence,raw,all_no_event,-6,0.41796875,0.58203125,event_low,0.33012546684821464,0.5285156249999998,10,57,1024,0.23388305847076463,1.0,0.3479697452229299
B,loop,weighted_recurrence,raw,all_no_event,-5,0.4259818731117825,0.5740181268882175,event_low,0.29719254677168616,0.5803983179453681,10,57,993,,,
B,loop,weighted_recurrence,raw,all_no_event,-4,0.36335403726708076,0.6366459627329193,event_low,0.24839044788188255,0.4916597486352797,10,57,966,0.08445777111444278,0.823088455772114,0.3479697452229299
B,loop,weighted_recurrence,raw,all_no_event,-3,0.30031612223393045,0.6996838777660696,event_low,0.19326932571085131,0.418795183645744,10,57,949,,,
B,loop,weighted_recurrence,raw,all_no_event,-2,0.266025641025641,0.733974358974359,event_low,0.16526412485353917,0.37147192609717056,10,57,936,0.01199400299850075,0.28585707146426786,0.3479697452229299
B,loop,weighted_recurrence,raw,all_no_event,-1,0.18142548596112312,0.8185745140388769,event_low,0.11977399618055977,0.24681197494153986,10,57,926,,,
B,loop,weighted_recurrence,raw,all_no_event,0,0.09716157205240175,0.9028384279475983,event_low,0.04315699474681497,0.14790517655303073,10,57,916,0.004997501249375313,0.01249375312343828,0.3479697452229299
B,loop,weighted_recurrence,raw,all_no_event,1,0.09020902090209021,0.9097909790979097,event_low,0.04368720365771055,0.1428641940487942,9,56,909,,,
B,loop,weighted_recurrence,raw,all_no_event,2,0.13175675675675674,0.8682432432432432,event_low,0.06445672191528545,0.20648264425224014,9,55,888,,,
B,loop,weighted_recurrence,raw,all_no_event,3,0.1658291457286432,0.8341708542713568,event_low,0.09071187796752446,0.24194151926587742,9,51,796,,,
B,loop,weighted_recurrence,raw,all_no_event,4,0.21238938053097345,0.7876106194690266,event_low,0.09912711125640186,0.3237874693691468,8,46,678,,,
B,loop,lag_periodicity,raw,all_no_event,-8,0.4701159678858162,0.5298840321141838,event_low,0.32681295752618555,0.5659041524399162,10,57,1121,0.7341329335332334,1.0,0.3479697452229299
B,loop,lag_periodicity,raw,all_no_event,-7,0.450796626054358,0.549203373945642,event_low,0.30925371711455896,0.5604297224709042,10,57,1067,,,
B,loop,lag_periodicity,raw,all_no_event,-6,0.412109375,0.587890625,event_low,0.2572475094469255,0.5564994417086578,10,57,1024,0.35332333833083457,1.0,0.3479697452229299
B,loop,lag_periodicity,raw,all_no_event,-5,0.39375629405840884,0.6062437059415912,event_low,0.23045808167016807,0.5395279115274336,10,57,993,,,
B,loop,lag_periodicity,raw,all_no_event,-4,0.37577639751552794,0.6242236024844721,event_low,0.27384185606060607,0.4955183781353746,10,57,966,0.08595702148925537,0.8845577211394303,0.3479697452229299
B,loop,lag_periodicity,raw,all_no_event,-3,0.3940990516332982,0.6059009483667017,event_low,0.27388255323748784,0.5297030145073311,10,57,949,,,
B,loop,lag_periodicity,raw,all_no_event,-2,0.4049145299145299,0.5950854700854701,event_low,0.26704457600635834,0.5688078037365821,10,57,936,0.3053473263368316,0.9970014992503748,0.3479697452229299
B,loop,lag_periodicity,raw,all_no_event,-1,0.43088552915766737,0.5691144708423326,event_low,0.27758122047623635,0.6111261749819233,10,57,926,,,
B,loop,lag_periodicity,raw,all_no_event,0,0.4192139737991266,0.5807860262008734,event_low,0.27351180156831867,0.5670426332926332,10,57,916,0.37681159420289856,1.0,0.3479697452229299
B,loop,lag_periodicity,raw,all_no_event,1,0.38063806380638066,0.6193619361936193,event_low,0.2169172932330827,0.5411380917156332,9,56,909,,,
B,loop,lag_periodicity,raw,all_no_event,2,0.22297297297297297,0.777027027027027,event_low,0.11873517951519705,0.33470229435969906,9,55,888,,,
B,loop,lag_periodicity,raw,all_no_event,3,0.19095477386934673,0.8090452261306533,event_low,0.10526140584483845,0.2857142857142857,9,51,796,,,
B,loop,lag_periodicity,raw,all_no_event,4,0.1710914454277286,0.8289085545722714,event_low,0.08191126279863481,0.2676113609506301,8,46,678,,,
B,loop,late_flow_volatility,raw,all_no_event,-8,0.528099910793934,0.528099910793934,event_high,0.42563284293967485,0.6446023041289427,10,57,1121,0.6301849075462269,1.0,0.3479697452229299
B,loop,late_flow_volatility,raw,all_no_event,-7,0.5107778819119025,0.5107778819119025,event_high,0.3973813457377421,0.5945953839353373,10,57,1067,,,
B,loop,late_flow_volatility,raw,all_no_event,-6,0.525390625,0.525390625,event_high,0.4151148232937473,0.6074772855288613,10,57,1024,0.6261869065467266,1.0,0.3479697452229299
B,loop,late_flow_volatility,raw,all_no_event,-5,0.5367573011077543,0.5367573011077543,event_high,0.43047694525643376,0.616575925382466,10,57,993,,,
B,loop,late_flow_volatility,raw,all_no_event,-4,0.6407867494824017,0.6407867494824017,event_high,0.5624720649582837,0.7091568256840223,10,57,966,0.034482758620689655,0.7966016991504248,0.3479697452229299
B,loop,late_flow_volatility,raw,all_no_event,-3,0.7576396206533192,0.7576396206533192,event_high,0.7219100326493133,0.8003994544272816,10,57,949,,,
B,loop,late_flow_volatility,raw,all_no_event,-2,0.8536324786324786,0.8536324786324786,event_high,0.8013930481283422,0.9042237884799414,10,57,936,0.0069965017491254375,0.04697651174412794,0.3479697452229299
B,loop,late_flow_volatility,raw,all_no_event,-1,0.8801295896328294,0.8801295896328294,event_high,0.8230754352030948,0.9444742941424356,10,57,926,,,
B,loop,late_flow_volatility,raw,all_no_event,0,0.851528384279476,0.851528384279476,event_high,0.7903467583934456,0.9212491394365335,10,57,916,0.004997501249375313,0.04997501249375312,0.3479697452229299
B,loop,late_flow_volatility,raw,all_no_event,1,0.7931793179317932,0.7931793179317932,event_high,0.7308617518003613,0.8639831514000946,9,56,909,,,
B,loop,late_flow_volatility,raw,all_no_event,2,0.7826576576576577,0.7826576576576577,event_high,0.7051494829610331,0.8653386096573901,9,55,888,,,
B,loop,late_flow_volatility,raw,all_no_event,3,0.7613065326633166,0.7613065326633166,event_high,0.6687335813966878,0.833516753988636,9,51,796,,,
B,loop,late_flow_volatility,raw,all_no_event,4,0.6843657817109144,0.6843657817109144,event_high,0.5861957370829148,0.7899165268881357,8,46,678,,,
B,loop,route_acceleration,raw,all_no_event,-8,0.5664585191793042,0.5664585191793042,event_high,0.4606682641107561,0.6656542788205434,10,57,1121,0.3373313343328336,1.0,0.3479697452229299
B,loop,route_acceleration,raw,all_no_event,-7,0.5773195876288659,0.5773195876288659,event_high,0.4694615566347875,0.6611889157566802,10,57,1067,,,
B,loop,route_acceleration,raw,all_no_event,-6,0.556640625,0.556640625,event_high,0.4310306795131846,0.6463626605570788,10,57,1024,0.4057971014492754,1.0,0.3479697452229299
B,loop,route_acceleration,raw,all_no_event,-5,0.581067472306143,0.581067472306143,event_high,0.46839442622339444,0.6643929196392515,10,57,993,,,
B,loop,route_acceleration,raw,all_no_event,-4,0.7028985507246377,0.7028985507246377,event_high,0.625326507348451,0.7619531107128488,10,57,966,0.011494252873563218,0.4642678660669665,0.3479697452229299
B,loop,route_acceleration,raw,all_no_event,-3,0.8366701791359326,0.8366701791359326,event_high,0.790660247630377,0.8967482945205717,10,57,949,,,
B,loop,route_acceleration,raw,all_no_event,-2,0.8888888888888888,0.8888888888888888,event_high,0.8429331859858012,0.9407638521361215,10,57,936,0.001999000499750125,0.022488755622188907,0.3479697452229299
B,loop,route_acceleration,raw,all_no_event,-1,0.8812095032397408,0.8812095032397408,event_high,0.8296977656675749,0.9442325949367089,10,57,926,,,
B,loop,route_acceleration,raw,all_no_event,0,0.8460698689956332,0.8460698689956332,event_high,0.7890403432184254,0.9180235389610389,10,57,916,0.001999000499750125,0.0544727636181909,0.3479697452229299
B,loop,route_acceleration,raw,all_no_event,1,0.8118811881188119,0.8118811881188119,event_high,0.7525203930874863,0.8738604438338747,9,56,909,,,
B,loop,route_acceleration,raw,all_no_event,2,0.7477477477477478,0.7477477477477478,event_high,0.7023285463580762,0.816820609933098,9,55,888,,,
B,loop,route_acceleration,raw,all_no_event,3,0.6884422110552764,0.6884422110552764,event_high,0.5958169619690118,0.7704588216872789,9,51,796,,,
B,loop,route_acceleration,raw,all_no_event,4,0.6238938053097345,0.6238938053097345,event_high,0.5009839428599594,0.7513602941176469,8,46,678,,,
B,loop,gate_entropy,raw,all_no_event,-8,0.43800178412132024,0.5619982158786798,event_low,0.2950686283663914,0.5517726761508706,10,57,1121,0.42778610694652675,1.0,0.3479697452229299
B,loop,gate_entropy,raw,all_no_event,-7,0.4526710402999063,0.5473289597000937,event_low,0.31472622754940355,0.581826923076923,10,57,1067,,,
B,loop,gate_entropy,raw,all_no_event,-6,0.44921875,0.55078125,event_low,0.31474904776725504,0.5723659439295913,10,57,1024,0.56071964017991,1.0,0.3479697452229299
B,loop,gate_entropy,raw,all_no_event,-5,0.44511581067472306,0.5548841893252769,event_low,0.32083280464903824,0.5654588578726508,10,57,993,,,
B,loop,gate_entropy,raw,all_no_event,-4,0.37681159420289856,0.6231884057971014,event_low,0.28472243481260306,0.4706124515674532,10,57,966,0.05247376311844078,0.8940529735132434,0.3479697452229299
B,loop,gate_entropy,raw,all_no_event,-3,0.2834562697576396,0.7165437302423604,event_low,0.21193041771185514,0.32953029049117194,10,57,949,,,
B,loop,gate_entropy,raw,all_no_event,-2,0.18162393162393162,0.8183760683760684,event_low,0.11144602124719687,0.2467822508883333,10,57,936,0.0069965017491254375,0.0814592703648176,0.3479697452229299
B,loop,gate_entropy,raw,all_no_event,-1,0.13606911447084233,0.8639308855291576,event_low,0.05703452228076282,0.2019875911432203,10,57,926,,,
B,loop,gate_entropy,raw,all_no_event,0,0.17903930131004367,0.8209606986899564,event_low,0.09242364341797989,0.2500164907651714,10,57,916,0.004997501249375313,0.079960019990005,0.3479697452229299
B,loop,gate_entropy,raw,all_no_event,1,0.1848184818481848,0.8151815181518152,event_low,0.0896,0.2695933397266194,9,56,909,,,
B,loop,gate_entropy,raw,all_no_event,2,0.20157657657657657,0.7984234234234234,event_low,0.11740879591151036,0.2855246683620585,9,55,888,,,
B,loop,gate_entropy,raw,all_no_event,3,0.23743718592964824,0.7625628140703518,event_low,0.13384294558826587,0.3257536778001699,9,51,796,,,
B,loop,gate_entropy,raw,all_no_event,4,0.2640117994100295,0.7359882005899705,event_low,0.13911059407328133,0.38263623764650356,8,46,678,,,
B,loop,top12_margin,raw,all_no_event,-8,0.5869759143621767,0.5869759143621767,event_high,0.49575303500462736,0.7095990472158863,10,57,1121,0.15242378810594703,1.0,0.3479697452229299
B,loop,top12_margin,raw,all_no_event,-7,0.5651358950328023,0.5651358950328023,event_high,0.4601856542221772,0.6568337443865738,10,57,1067,,,
B,loop,top12_margin,raw,all_no_event,-6,0.544921875,0.544921875,event_high,0.3874162275458485,0.6991434689507494,10,57,1024,0.5787106446776612,1.0,0.3479697452229299
B,loop,top12_margin,raw,all_no_event,-5,0.525679758308157,0.525679758308157,event_high,0.39516073728900325,0.659574832410376,10,57,993,,,
B,loop,top12_margin,raw,all_no_event,-4,0.582815734989648,0.582815734989648,event_high,0.47549668874172185,0.7083670479372831,10,57,966,0.263368315842079,1.0,0.3479697452229299
B,loop,top12_margin,raw,all_no_event,-3,0.6290832455216017,0.6290832455216017,event_high,0.4994839470387212,0.7638407063950542,10,57,949,,,
B,loop,top12_margin,raw,all_no_event,-2,0.6955128205128205,0.6955128205128205,event_high,0.5807065791167761,0.8117759665397608,10,57,936,0.02848575712143928,0.49375312343828087,0.3479697452229299
B,loop,top12_margin,raw,all_no_event,-1,0.7634989200863931,0.7634989200863931,event_high,0.6639457738917012,0.8741962870538665,10,57,926,,,
B,loop,top12_margin,raw,all_no_event,0,0.7532751091703057,0.7532751091703057,event_high,0.6335868894815803,0.8850856986151102,10,57,916,0.0069965017491254375,0.22488755622188905,0.3479697452229299
B,loop,top12_margin,raw,all_no_event,1,0.7557755775577558,0.7557755775577558,event_high,0.6292746723094104,0.8820655169514485,9,56,909,,,
B,loop,top12_margin,raw,all_no_event,2,0.7635135135135135,0.7635135135135135,event_high,0.685064935064935,0.8416588366110151,9,55,888,,,
B,loop,top12_margin,raw,all_no_event,3,0.7449748743718593,0.7449748743718593,event_high,0.6859467884587502,0.8082279843444227,9,51,796,,,
B,loop,top12_margin,raw,all_no_event,4,0.7271386430678466,0.7271386430678466,event_high,0.6519683823529412,0.8040781581906784,8,46,678,,,
B,loop,state_action_gap,raw,all_no_event,-8,0.40767172167707405,0.592328278322926,event_low,0.31023204572519825,0.5386509350551923,10,57,1121,0.18440779610194902,0.9995002498750625,0.3479697452229299
B,loop,state_action_gap,raw,all_no_event,-7,0.4751640112464855,0.5248359887535146,event_low,0.3645351199216838,0.6035523724830083,10,57,1067,,,
B,loop,state_action_gap,raw,all_no_event,-6,0.5234375,0.5234375,event_high,0.40461860558974877,0.6720477676105215,10,57,1024,0.7226386806596702,1.0,0.3479697452229299
B,loop,state_action_gap,raw,all_no_event,-5,0.47935548841893255,0.5206445115810674,event_low,0.34578774409239416,0.6259729106043799,10,57,993,,,
B,loop,state_action_gap,raw,all_no_event,-4,0.44306418219461696,0.556935817805383,event_low,0.3047888589398023,0.6003808686735517,10,57,966,0.4702648675662169,1.0,0.3479697452229299
B,loop,state_action_gap,raw,all_no_event,-3,0.4130663856691254,0.5869336143308745,event_low,0.25946928616689413,0.5921352984545992,10,57,949,,,
B,loop,state_action_gap,raw,all_no_event,-2,0.49038461538461536,0.5096153846153846,event_low,0.322276734228155,0.6761565119655313,10,57,936,0.9215392303848076,1.0,0.3479697452229299
B,loop,state_action_gap,raw,all_no_event,-1,0.5269978401727862,0.5269978401727862,event_high,0.32083046476022153,0.7170983131259884,10,57,926,,,
B,loop,state_action_gap,raw,all_no_event,0,0.5141921397379913,0.5141921397379913,event_high,0.2695616308917455,0.7289453326456936,10,57,916,0.9065467266366817,1.0,0.3479697452229299
B,loop,state_action_gap,raw,all_no_event,1,0.5236523652365237,0.5236523652365237,event_high,0.2720095473554089,0.7599206586997213,9,56,909,,,
B,loop,state_action_gap,raw,all_no_event,2,0.5112612612612613,0.5112612612612613,event_high,0.2613625338115959,0.7334502662145412,9,55,888,,,
B,loop,state_action_gap,raw,all_no_event,3,0.5364321608040201,0.5364321608040201,event_high,0.32889184743664907,0.760342368045649,9,51,796,,,
B,loop,state_action_gap,raw,all_no_event,4,0.6017699115044248,0.6017699115044248,event_high,0.4297297297297297,0.7891227121220981,8,46,678,,,
B,loop,macro_stickiness,raw,all_no_event,-8,0.5115967885816235,0.5115967885816235,event_high,0.3973253129794523,0.6160066936699817,10,57,1121,0.8385807096451774,1.0,0.3479697452229299
B,loop,macro_stickiness,raw,all_no_event,-7,0.4990627928772259,0.5009372071227741,event_low,0.43753797421531104,0.5747690785010354,10,57,1067,,,
B,loop,macro_stickiness,raw,all_no_event,-6,0.47021484375,0.52978515625,event_low,0.391621993317189,0.556506186734934,10,57,1024,0.5132433783108445,1.0,0.3479697452229299
B,loop,macro_stickiness,raw,all_no_event,-5,0.44108761329305135,0.5589123867069486,event_low,0.360570987654321,0.5222325102880658,10,57,993,,,
B,loop,macro_stickiness,raw,all_no_event,-4,0.39389233954451347,0.6061076604554865,event_low,0.28812795812576264,0.4911399114371338,10,57,966,0.11694152923538231,0.9790104947526237,0.3479697452229299
B,loop,macro_stickiness,raw,all_no_event,-3,0.3535300316122234,0.6464699683877766,event_low,0.24260355029585798,0.46890607803979273,10,57,949,,,
B,loop,macro_stickiness,raw,all_no_event,-2,0.3701923076923077,0.6298076923076923,event_low,0.2508446422016176,0.47409859669046067,10,57,936,0.06346826586706647,0.8585707146426786,0.3479697452229299
B,loop,macro_stickiness,raw,all_no_event,-1,0.3941684665226782,0.6058315334773219,event_low,0.30239109848484846,0.4805699944839696,10,57,926,,,
B,loop,macro_stickiness,raw,all_no_event,0,0.4814410480349345,0.5185589519650655,event_low,0.40415311778290997,0.5587401520717694,10,57,916,0.5412293853073463,1.0,0.3479697452229299
B,loop,macro_stickiness,raw,all_no_event,1,0.5077007700770076,0.5077007700770076,event_high,0.4292925721143543,0.568897639664274,9,56,909,,,
B,loop,macro_stickiness,raw,all_no_event,2,0.4994369369369369,0.5005630630630631,event_low,0.4178808834314297,0.57712284825669,9,55,888,,,
B,loop,macro_stickiness,raw,all_no_event,3,0.4434673366834171,0.5565326633165829,event_low,0.3822672854452515,0.5083337198515769,9,51,796,,,
B,loop,macro_stickiness,raw,all_no_event,4,0.43805309734513276,0.5619469026548672,event_low,0.34737798829481203,0.537632622478386,8,46,678,,,
B,loop,weighted_recurrence,residual_route_mobility,all_no_event,-8,0.4429081177520071,0.5570918822479929,event_low,0.3462577879587982,0.5516212623744609,10,57,1121,0.32233883058470764,1.0,0.2377136752136752
B,loop,weighted_recurrence,residual_route_mobility,all_no_event,-7,0.46485473289597,0.53514526710403,event_low,0.36454944766159536,0.566416925410548,10,57,1067,,,
B,loop,weighted_recurrence,residual_route_mobility,all_no_event,-6,0.50732421875,0.50732421875,event_high,0.43515096897859795,0.584958217270195,10,57,1024,0.8760619690154923,1.0,0.2377136752136752
B,loop,weighted_recurrence,residual_route_mobility,all_no_event,-5,0.44410876132930516,0.5558912386706949,event_low,0.36762918151092516,0.5240396850229453,10,57,993,,,
B,loop,weighted_recurrence,residual_route_mobility,all_no_event,-4,0.45703933747412007,0.5429606625258799,event_low,0.40211630896490047,0.522528355027784,10,57,966,0.2108945527236382,1.0,0.2377136752136752
B,loop,weighted_recurrence,residual_route_mobility,all_no_event,-3,0.4452054794520548,0.5547945205479452,event_low,0.40239681818181816,0.49294435723007146,10,57,949,,,
B,loop,weighted_recurrence,residual_route_mobility,all_no_event,-2,0.4823717948717949,0.5176282051282051,event_low,0.4104009189269305,0.545569603660564,10,57,936,0.623688155922039,1.0,0.2377136752136752
B,loop,weighted_recurrence,residual_route_mobility,all_no_event,-1,0.5238095238095238,0.5238095238095238,event_high,0.43871727922132675,0.6215081933218879,9,56,924,,,
B,loop,weighted_recurrence,residual_route_mobility,all_no_event,0,0.387308533916849,0.6126914660831511,event_low,0.2711511789181692,0.5391506854576177,9,56,914,0.1984007996001999,0.9135432283858071,0.2377136752136752
B,loop,weighted_recurrence,residual_route_mobility,all_no_event,1,0.40297684674751927,0.5970231532524808,event_low,0.31411845429197516,0.5110828144120317,8,55,907,,,
B,loop,weighted_recurrence,residual_route_mobility,all_no_event,2,0.3718961625282167,0.6281038374717833,event_low,0.2668461868524338,0.470032538383602,8,54,886,,,
B,loop,weighted_recurrence,residual_route_mobility,all_no_event,3,0.34005037783375314,0.6599496221662469,event_low,0.26972477064220185,0.43292787965476465,8,50,794,,,
B,loop,weighted_recurrence,residual_route_mobility,all_no_event,4,0.34882005899705015,0.6511799410029498,event_low,0.28540568436275426,0.4076111760296322,8,46,678,,,
B,loop,lag_periodicity,residual_route_mobility,all_no_event,-8,0.528099910793934,0.528099910793934,event_high,0.4285605841526894,0.591882056279172,10,57,1121,0.5302348825587206,1.0,0.2377136752136752
B,loop,lag_periodicity,residual_route_mobility,all_no_event,-7,0.5079662605435802,0.5079662605435802,event_high,0.37135440210163584,0.6117581239811811,10,57,1067,,,
B,loop,lag_periodicity,residual_route_mobility,all_no_event,-6,0.45703125,0.54296875,event_low,0.2917398595535059,0.6037326497436538,10,57,1024,0.5847076461769115,1.0,0.2377136752136752
B,loop,lag_periodicity,residual_route_mobility,all_no_event,-5,0.46324269889224573,0.5367573011077542,event_low,0.29173570812706473,0.6012226067817155,10,57,993,,,
B,loop,lag_periodicity,residual_route_mobility,all_no_event,-4,0.42960662525879917,0.5703933747412009,event_low,0.3261970486010431,0.5771594819253817,10,57,966,0.391304347826087,1.0,0.2377136752136752
B,loop,lag_periodicity,residual_route_mobility,all_no_event,-3,0.4488935721812434,0.5511064278187565,event_low,0.37761029076656644,0.5507365607124283,10,57,949,,,
B,loop,lag_periodicity,residual_route_mobility,all_no_event,-2,0.4775641025641026,0.5224358974358974,event_low,0.3469354495383551,0.6472242720202567,10,57,936,0.8075962018990505,1.0,0.2377136752136752
B,loop,lag_periodicity,residual_route_mobility,all_no_event,-1,0.5097402597402597,0.5097402597402597,event_high,0.4285634832353408,0.6373955525606467,9,56,924,,,
B,loop,lag_periodicity,residual_route_mobility,all_no_event,0,0.5547045951859956,0.5547045951859956,event_high,0.47774515549601937,0.6354398805981941,9,56,914,0.41379310344827586,1.0,0.2377136752136752
B,loop,lag_periodicity,residual_route_mobility,all_no_event,1,0.5016538037486218,0.5016538037486218,event_high,0.38790538523669055,0.6269853686155313,8,55,907,,,
B,loop,lag_periodicity,residual_route_mobility,all_no_event,2,0.31659142212189617,0.6834085778781038,event_low,0.22740384615384615,0.4038194946151647,8,54,886,,,
B,loop,lag_periodicity,residual_route_mobility,all_no_event,3,0.31171284634760704,0.6882871536523929,event_low,0.23447820343461032,0.37437715770863195,8,50,794,,,
B,loop,lag_periodicity,residual_route_mobility,all_no_event,4,0.26474926253687314,0.7352507374631269,event_low,0.16160830100096424,0.3754934061452007,8,46,678,,,
B,loop,late_flow_volatility,residual_route_mobility,all_no_event,-8,0.41659232827832293,0.5834076717216771,event_low,0.3953973891534625,0.4401022197882834,10,57,1121,0.005497251374312844,1.0,0.2377136752136752
B,loop,late_flow_volatility,residual_route_mobility,all_no_event,-7,0.3655107778819119,0.6344892221180881,event_low,0.3090417369955501,0.41340732676554154,10,57,1067,,,
B,loop,late_flow_volatility,residual_route_mobility,all_no_event,-6,0.42333984375,0.57666015625,event_low,0.3469657174123956,0.5093000954957823,10,57,1024,0.12493753123438281,1.0,0.2377136752136752
B,loop,late_flow_volatility,residual_route_mobility,all_no_event,-5,0.4607250755287009,0.5392749244712991,event_low,0.3476654412107492,0.5696000442965231,10,57,993,,,
B,loop,late_flow_volatility,residual_route_mobility,all_no_event,-4,0.5962732919254659,0.5962732919254659,event_high,0.49017979885681207,0.7052286700298517,10,57,966,0.22938530734632684,0.9970014992503748,0.2377136752136752
B,loop,late_flow_volatility,residual_route_mobility,all_no_event,-3,0.6812434141201265,0.6812434141201265,event_high,0.5679781384237749,0.7949841964341127,10,57,949,,,
B,loop,late_flow_volatility,residual_route_mobility,all_no_event,-2,0.7553418803418803,0.7553418803418803,event_high,0.6708706808073897,0.8522937586796282,10,57,936,0.0079960019990005,0.02848575712143928,0.2377136752136752
B,loop,late_flow_volatility,residual_route_mobility,all_no_event,-1,0.7245670995670995,0.7245670995670995,event_high,0.6444585362554112,0.8205457100589456,9,56,924,,,
B,loop,late_flow_volatility,residual_route_mobility,all_no_event,0,0.6170678336980306,0.6170678336980306,event_high,0.5337964120917419,0.6877838648466671,9,56,914,0.0544727636181909,0.8680659670164917,0.2377136752136752
B,loop,late_flow_volatility,residual_route_mobility,all_no_event,1,0.5512679162072768,0.5512679162072768,event_high,0.5121920547676302,0.5883928571428572,8,55,907,,,
B,loop,late_flow_volatility,residual_route_mobility,all_no_event,2,0.590293453724605,0.590293453724605,event_high,0.48784481930026913,0.7029490413813316,8,54,886,,,
B,loop,late_flow_volatility,residual_route_mobility,all_no_event,3,0.5806045340050378,0.5806045340050378,event_high,0.49193887869808567,0.6854177195997169,8,50,794,,,
B,loop,late_flow_volatility,residual_route_mobility,all_no_event,4,0.5619469026548672,0.5619469026548672,event_high,0.40664267990074443,0.7092211278825561,8,46,678,,,
B,loop,route_acceleration,residual_route_mobility,all_no_event,-8,0.4790365744870651,0.520963425512935,event_low,0.4123592534396198,0.5511943362469663,10,57,1121,0.5932033983008496,1.0,0.2377136752136752
B,loop,route_acceleration,residual_route_mobility,all_no_event,-7,0.46954076850984067,0.5304592314901593,event_low,0.3655888047574595,0.5466399227045817,10,57,1067,,,
B,loop,route_acceleration,residual_route_mobility,all_no_event,-6,0.45947265625,0.54052734375,event_low,0.3621481963664024,0.5467719381150615,10,57,1024,0.4382808595702149,1.0,0.2377136752136752
B,loop,route_acceleration,residual_route_mobility,all_no_event,-5,0.5292044310171199,0.5292044310171199,event_high,0.4180817365584989,0.624057640641537,10,57,993,,,
B,loop,route_acceleration,residual_route_mobility,all_no_event,-4,0.6532091097308489,0.6532091097308489,event_high,0.553710025152713,0.7533274490137909,10,57,966,0.01899050474762619,0.4027986006996502,0.2377136752136752
B,loop,route_acceleration,residual_route_mobility,all_no_event,-3,0.7481559536354057,0.7481559536354057,event_high,0.6273166074447166,0.8664112639161754,10,57,949,,,
B,loop,route_acceleration,residual_route_mobility,all_no_event,-2,0.7932692307692307,0.7932692307692307,event_high,0.716279970760234,0.8819840294840294,10,57,936,0.005497251374312844,0.005497251374312844,0.2377136752136752
B,loop,route_acceleration,residual_route_mobility,all_no_event,-1,0.7440476190476191,0.7440476190476191,event_high,0.6747026920729348,0.8375923632560622,9,56,924,,,
B,loop,route_acceleration,residual_route_mobility,all_no_event,0,0.686542669584245,0.686542669584245,event_high,0.5749917861409797,0.7865861928284744,9,56,914,0.057971014492753624,0.14442778610694654,0.2377136752136752
B,loop,route_acceleration,residual_route_mobility,all_no_event,1,0.6284454244762955,0.6284454244762955,event_high,0.5677031916968213,0.6870588235294117,8,55,907,,,
B,loop,route_acceleration,residual_route_mobility,all_no_event,2,0.6094808126410836,0.6094808126410836,event_high,0.5326736767877883,0.7002237598106189,8,54,886,,,
B,loop,route_acceleration,residual_route_mobility,all_no_event,3,0.5831234256926953,0.5831234256926953,event_high,0.46638148012828323,0.7075969753432778,8,50,794,,,
B,loop,route_acceleration,residual_route_mobility,all_no_event,4,0.56047197640118,0.56047197640118,event_high,0.403030303030303,0.6961480619623995,8,46,678,,,
B,loop,gate_entropy,residual_route_mobility,all_no_event,-8,0.5289919714540589,0.5289919714540589,event_high,0.4150187627018291,0.6233161512027492,10,57,1121,0.6661669165417291,1.0,0.2377136752136752
B,loop,gate_entropy,residual_route_mobility,all_no_event,-7,0.5543580131208997,0.5543580131208997,event_high,0.43089086814086813,0.652296883441189,10,57,1067,,,
B,loop,gate_entropy,residual_route_mobility,all_no_event,-6,0.5224609375,0.5224609375,event_high,0.39246613383530143,0.6257602813109531,10,57,1024,0.7501249375312344,1.0,0.2377136752136752
B,loop,gate_entropy,residual_route_mobility,all_no_event,-5,0.4743202416918429,0.5256797583081572,event_low,0.35784838359053833,0.5736111616864153,10,57,993,,,
B,loop,gate_entropy,residual_route_mobility,all_no_event,-4,0.42287784679089024,0.5771221532091098,event_low,0.33163188002473715,0.5215075925932467,10,57,966,0.25737131434282856,1.0,0.2377136752136752
B,loop,gate_entropy,residual_route_mobility,all_no_event,-3,0.35036880927291886,0.6496311907270811,event_low,0.26693288229234946,0.4353959311177958,10,57,949,,,
B,loop,gate_entropy,residual_route_mobility,all_no_event,-2,0.280982905982906,0.719017094017094,event_low,0.15725115476219115,0.3926145693387072,10,57,936,0.018490754622688656,0.05747126436781609,0.2377136752136752
B,loop,gate_entropy,residual_route_mobility,all_no_event,-1,0.3014069264069264,0.6985930735930737,event_low,0.205413482047636,0.37938390019466234,9,56,924,,,
B,loop,gate_entropy,residual_route_mobility,all_no_event,0,0.43216630196936545,0.5678336980306345,event_low,0.31130850020770207,0.509141725071092,9,56,914,0.16841579210394803,1.0,0.2377136752136752
B,loop,gate_entropy,residual_route_mobility,all_no_event,1,0.402425578831312,0.597574421168688,event_low,0.3016543813243257,0.4882300386456634,8,55,907,,,
B,loop,gate_entropy,residual_route_mobility,all_no_event,2,0.3860045146726862,0.6139954853273137,event_low,0.24097864684623682,0.5006904634141464,8,54,886,,,
B,loop,gate_entropy,residual_route_mobility,all_no_event,3,0.3425692695214106,0.6574307304785894,event_low,0.20288347576570395,0.46656760772659733,8,50,794,,,
