run,init_state_id,offset,query,signal,value,control_n,control_median,control_max,empirical_percentile
scan_init3_seed20260903,3,-4,32,late_flow_volatility_w4,0.023565918,22,0.021337090,0.025828333,0.8182
scan_init3_seed20260903,3,-4,32,route_acceleration_w4,0.007071313,22,0.006541699,0.007193077,0.9091
scan_init3_seed20260903,3,-4,32,route_mobility_w4,0.033281684,22,0.027880568,0.052477641,0.8182
scan_init3_seed20260903,3,-2,34,late_flow_volatility_w4,0.027211670,22,0.021870642,0.024840175,1.0000
scan_init3_seed20260903,3,-2,34,route_acceleration_w4,0.007757594,22,0.006642959,0.007219587,1.0000
scan_init3_seed20260903,3,-2,34,route_mobility_w4,0.033904577,22,0.020875495,0.049956746,0.8182
scan_init3_seed20260903,3,0,36,late_flow_volatility_w4,0.029387940,22,0.022125099,0.027229774,1.0000
scan_init3_seed20260903,3,0,36,route_acceleration_w4,0.008135089,22,0.006658851,0.007773021,1.0000
scan_init3_seed20260903,3,0,36,route_mobility_w4,0.047418147,22,0.017234016,0.047396879,1.0000
