task,split,query,cohort,model,variant,episodes,failures,successes,mixed_states,macro_within_state_auc,auc_ci95_low,auc_ci95_high,pair_weighted_within_state_auc,pooled_auc
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,heldout_seed,0,common,state_prior,aligned,512,42,470,7,0.5,0.5,0.5,0.5,0.8860182370820668
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,heldout_seed,0,common,aggregate_current,aligned,512,42,470,7,0.43516007801722084,0.22056514913657768,0.662004662004662,0.46153846153846156,0.8936170212765957
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,heldout_seed,0,common,aggregate_current,shift_1,512,42,470,7,0.6820560391988962,0.566100566100566,0.8163265306122448,0.6153846153846154,0.9109929078014184
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,heldout_seed,0,common,aggregate_current,shift_2,512,42,470,7,0.40622472765329903,0.20064162028447743,0.5981676062033205,0.4807692307692308,0.8869300911854104
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,heldout_seed,0,common,aggregate_current,shift_3,512,42,470,7,0.4765591551305837,0.33799533799533804,0.6670353456067742,0.4423076923076923,0.9038500506585613
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,heldout_seed,0,common,token_current,aligned,512,42,470,7,0.4671400028542886,0.29916512059369194,0.6730769230769231,0.38461538461538464,0.8949341438703141
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,heldout_seed,0,common,token_current,shift_1,512,42,470,7,0.6856357927786499,0.4798534798534799,0.8761119832548403,0.7307692307692307,0.9193009118541033
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,heldout_seed,0,common,token_current,shift_2,512,42,470,7,0.3436206650492365,0.10714285714285714,0.5589053803339518,0.5,0.8978723404255319
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,heldout_seed,0,common,token_current,shift_3,512,42,470,7,0.5036035393178249,0.31673088815945954,0.7106227106227107,0.38461538461538464,0.8821175278622087
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,heldout_seed,0,common,aggregate_current,shift_mean,64,22,42,7,0.521613307327593,0.4444444444444445,0.5919080919080919,0.5128205128205129,
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,heldout_seed,0,common,token_current,shift_mean,64,22,42,7,0.5109533323819038,0.4423076923076924,0.5665088879374593,0.5384615384615385,
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,heldout_seed,0,common,state_prior,aligned,512,216,296,13,0.5,0.5,0.5,0.5,0.8734984984984985
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,heldout_seed,0,common,aggregate_current,aligned,512,216,296,13,0.5400840286827634,0.4280844417506486,0.6538365538082861,0.5204081632653061,0.8757507507507508
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,heldout_seed,0,common,aggregate_current,shift_1,512,216,296,13,0.5423518999807867,0.45063433069936304,0.6373184954319697,0.5153061224489796,0.8778153153153153
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,heldout_seed,0,common,aggregate_current,shift_2,512,216,296,13,0.48315244715500466,0.4088881241195651,0.5541832546108862,0.4642857142857143,0.8734984984984986
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,heldout_seed,0,common,aggregate_current,shift_3,512,216,296,13,0.4344116241814451,0.3104091960670908,0.555194298455168,0.5,0.873998998998999
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,heldout_seed,0,common,token_current,aligned,512,216,296,13,0.6015401231782979,0.47413347331539557,0.7114709851551956,0.6122448979591837,0.8759384384384385
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,heldout_seed,0,common,token_current,shift_1,512,216,296,13,0.4788533567507857,0.3687254067853744,0.6110594911848445,0.42346938775510207,0.8613613613613614
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,heldout_seed,0,common,token_current,shift_2,512,216,296,13,0.4755337833073732,0.38425416593322775,0.5789481604118499,0.4846938775510204,0.8686811811811812
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,heldout_seed,0,common,token_current,shift_3,512,216,296,13,0.444072736763543,0.3414826199211715,0.5314859875769822,0.47959183673469385,0.8676332582582582
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,heldout_seed,0,common,aggregate_current,shift_mean,236,116,120,13,0.48663865710574544,0.44898536836550024,0.5238758170345531,0.49319727891156456,
libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,heldout_seed,0,common,token_current,shift_mean,236,116,120,13,0.46615329227390073,0.4312415418259071,0.509033087095074,0.4625850340136054,
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,heldout_seed,0,common,state_prior,aligned,512,12,500,8,0.5,0.5,0.5,0.5,0.51
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,heldout_seed,0,common,aggregate_current,aligned,512,12,500,8,0.7291666666666666,0.47916666666666663,0.9375,0.6764705882352942,0.6566666666666667
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,heldout_seed,0,common,aggregate_current,shift_1,512,12,500,8,0.4666666666666666,0.3,0.625,0.47058823529411764,0.605
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,heldout_seed,0,common,aggregate_current,shift_2,512,12,500,8,0.35416666666666663,0.14583333333333331,0.5625,0.4117647058823529,0.5768333333333333
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,heldout_seed,0,common,aggregate_current,shift_3,512,12,500,8,0.44999999999999996,0.20833333333333331,0.7083333333333333,0.4411764705882353,0.6048333333333333
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,heldout_seed,0,common,token_current,aligned,512,12,500,8,0.36666666666666664,0.08333333333333333,0.6416666666666666,0.47058823529411764,0.5313333333333333
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,heldout_seed,0,common,token_current,shift_1,512,12,500,8,0.4666666666666667,0.29166666666666663,0.6749999999999999,0.4117647058823529,0.5253333333333333
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,heldout_seed,0,common,token_current,shift_2,512,12,500,8,0.5208333333333333,0.24999999999999997,0.7916666666666666,0.5,0.542
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,heldout_seed,0,common,token_current,shift_3,512,12,500,8,0.6458333333333333,0.47916666666666663,0.8125,0.6176470588235294,0.5780000000000001
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,heldout_seed,0,common,aggregate_current,shift_mean,44,12,32,8,0.4236111111111111,0.35416666666666663,0.5069444444444444,0.4411764705882353,
libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,heldout_seed,0,common,token_current,shift_mean,44,12,32,8,0.5444444444444445,0.4583333333333333,0.6388888888888888,0.5098039215686275,
