cohort,method,suite,mode,n_risk_in_cell,recall_in_cell,recall_on_suite,delta_vs_suite,null_mean,null_sd,p_lower,p_upper,detector
development_main,family_1,pooled,approached_target_without_observed_contact,14,0.14285714285714285,0.11498973305954825,0.027867409797594597,0.1149642857142857,0.08384904286750039,0.78475,0.48575,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,pooled,goal_predicate_regressed,28,0.35714285714285715,0.11498973305954825,0.2421531240833089,0.11436607142857143,0.05802164595969723,0.99975,0.00075,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,pooled,mechanism_threshold_not_reached,6,0.16666666666666666,0.11498973305954825,0.051676933607118405,0.11279166666666665,0.12848037436597942,0.86,0.51375,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,pooled,no_meaningful_target_progress,1,0.0,0.11498973305954825,-0.11498973305954825,0.116,0.32022492095400695,0.884,1.0,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,pooled,object_moved_but_goal_unmet,72,0.06944444444444445,0.11498973305954825,-0.045545288615103804,0.11521180555555557,0.03502252757568123,0.12825,0.9455,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,pooled,object_released_or_dropped_before_goal,218,0.05963302752293578,0.11498973305954825,-0.05535670553661247,0.11509059633027523,0.016108165686976622,0.0005,1.0,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,pooled,object_released_outside_goal,18,0.05555555555555555,0.11498973305954825,-0.0594341775039927,0.11531944444444446,0.07488699176421648,0.36775,0.8915,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,pooled,stable_grasp_not_observed,116,0.1896551724137931,0.11498973305954825,0.07466543935424484,0.11502155172413793,0.02586665727976414,0.999,0.00325,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,pooled,timeout_while_holding_target,14,0.14285714285714285,0.11498973305954825,0.027867409797594597,0.11198214285714284,0.0845579724303428,0.801,0.4755,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,libero_goal,approached_target_without_observed_contact,1,0.0,0.06862745098039216,-0.06862745098039216,0.07375,0.26136361166007793,0.92625,1.0,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,libero_goal,no_meaningful_target_progress,1,0.0,0.06862745098039216,-0.06862745098039216,0.06575,0.24784458335820053,0.93425,1.0,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,libero_goal,object_moved_but_goal_unmet,13,0.07692307692307693,0.06862745098039216,0.008295625942684764,0.06871153846153845,0.06542326629104778,0.77925,0.628,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,libero_goal,object_released_or_dropped_before_goal,76,0.06578947368421052,0.06862745098039216,-0.00283797729618164,0.06860197368421052,0.014613919539398614,0.57575,0.75,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,libero_goal,object_released_outside_goal,6,0.16666666666666666,0.06862745098039216,0.0980392156862745,0.06583333333333333,0.09915966361827216,0.9495,0.341,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,libero_goal,stable_grasp_not_observed,5,0.0,0.06862745098039216,-0.06862745098039216,0.06955,0.1125735204211008,0.6945,1.0,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,libero_long,approached_target_without_observed_contact,12,0.16666666666666666,0.22072072072072071,-0.05405405405405406,0.21989583333333332,0.11679303981533128,0.487,0.78525,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,libero_long,goal_predicate_regressed,28,0.35714285714285715,0.22072072072072071,0.13642213642213644,0.22182142857142856,0.07352702370071643,0.98025,0.0625,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,libero_long,mechanism_threshold_not_reached,6,0.16666666666666666,0.22072072072072071,-0.05405405405405406,0.22166666666666662,0.16804430632689965,0.60075,0.7805,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,libero_long,object_moved_but_goal_unmet,36,0.1111111111111111,0.22072072072072071,-0.10960960960960961,0.2196875,0.06143803611787738,0.05775,0.98575,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,libero_long,object_released_or_dropped_before_goal,41,0.1951219512195122,0.22072072072072071,-0.025598769501208513,0.22144512195121954,0.0603059295451992,0.42175,0.731,moe-combination-rules-0906::conditional_energy|global|0.9
development_main,family_1,libero_long,object_released_outside_goal,4,0.0,0.22072072072072071,-0.22072072072072071,0.2234375,0.20645231554465548,0.3575,1.0,moe-combination-rules-0906::conditional_energy|global|0.9
