detector,bundle,name,cohort,alarms_any,alarms_in_window,tp,fp,recall,fpr,precision,task_prior,task_lift,suite_prior,suite_lift,is_baseline,tp_libero_goal,fp_libero_goal,recall_libero_goal,fpr_libero_goal,tp_libero_long,fp_libero_long,recall_libero_long,fpr_libero_long,tp_libero_object,fp_libero_object,recall_libero_object,fpr_libero_object,tp_libero_spatial,fp_libero_spatial,recall_libero_spatial,fpr_libero_spatial,shared_cohorts
moe-circuit-analogy-0906::circuit|res_adjacent_mean|global,moe-circuit-analogy-0906,circuit|res_adjacent_mean|global,external_8b,43,36,13,23,0.02304964539007092,0.0015296621441872838,0.3611111111111111,0.23701400159159952,1.5235855632417201,0.1200740971993915,3.0074022585525726,True,1,0,0.009433962264150943,0.0,12,23,0.043795620437956206,0.006172839506172839,0,0,0.0,0.0,0,0,0.0,0.0,False
moe-circuit-analogy-0906::circuit|res_adjacent_mean|per_task,moe-circuit-analogy-0906,circuit|res_adjacent_mean|per_task,external_8b,68,35,34,1,0.06028368794326241,6.650704974727321e-05,0.9714285714285714,0.7271451113836563,1.3359487071020495,0.2854612999216932,3.4030131989697043,True,17,0,0.16037735849056603,0.0,13,0,0.04744525547445255,0.0,1,1,0.022727272727272728,0.00028121484814398203,3,0,0.02142857142857143,0.0,False
moe-circuit-analogy-0906::circuit|res_chain_series|global,moe-circuit-analogy-0906,circuit|res_chain_series|global,external_8b,43,36,13,23,0.02304964539007092,0.0015296621441872838,0.3611111111111111,0.23701400159159952,1.5235855632417201,0.1200740971993915,3.0074022585525726,True,1,0,0.009433962264150943,0.0,12,23,0.043795620437956206,0.006172839506172839,0,0,0.0,0.0,0,0,0.0,0.0,False
moe-circuit-analogy-0906::circuit|res_chain_series|per_task,moe-circuit-analogy-0906,circuit|res_chain_series|per_task,external_8b,68,35,34,1,0.06028368794326241,6.650704974727321e-05,0.9714285714285714,0.7271451113836563,1.3359487071020495,0.2854612999216932,3.4030131989697043,True,17,0,0.16037735849056603,0.0,13,0,0.04744525547445255,0.0,1,1,0.022727272727272728,0.00028121484814398203,3,0,0.02142857142857143,0.0,False
moe-circuit-analogy-0906::circuit|res_cv|global,moe-circuit-analogy-0906,circuit|res_cv|global,external_8b,60,37,19,18,0.03368794326241135,0.0011971268954509178,0.5135135135135135,0.43870892345640033,1.1705107556686098,0.14946858447557002,3.4355949466922597,True,13,5,0.12264150943396226,0.0012840267077555213,6,12,0.021897810218978103,0.00322061191626409,0,1,0.0,0.00028121484814398203,0,0,0.0,0.0,False
moe-circuit-analogy-0906::circuit|res_cv|per_task,moe-circuit-analogy-0906,circuit|res_cv|per_task,external_8b,139,43,31,12,0.0549645390070922,0.0007980845969672786,0.7209302325581395,0.5229979960276341,1.3784569693074828,0.20091595329050213,3.5882179625415533,True,18,2,0.16981132075471697,0.0005136106831022085,11,6,0.040145985401459854,0.001610305958132045,0,0,0.0,0.0,2,4,0.014285714285714285,0.0010362694300518134,False
moe-circuit-analogy-0906::circuit|res_end2end|global,moe-circuit-analogy-0906,circuit|res_end2end|global,external_8b,42,32,11,21,0.01950354609929078,0.0013966480446927375,0.34375,0.2608808086087313,1.3176515429908675,0.12187484414210573,2.8205164274851375,True,0,0,0.0,0.0,11,21,0.040145985401459854,0.005636070853462158,0,0,0.0,0.0,0,0,0.0,0.0,False
moe-circuit-analogy-0906::circuit|res_end2end|per_task,moe-circuit-analogy-0906,circuit|res_end2end|per_task,external_8b,83,42,37,5,0.06560283687943262,0.00033253524873636604,0.8809523809523809,0.6285961996478278,1.40145992203888,0.25616164130171354,3.439048783712208,True,18,0,0.16981132075471697,0.0,14,1,0.051094890510948905,0.00026838432635534085,1,1,0.022727272727272728,0.00028121484814398203,4,3,0.02857142857142857,0.0007772020725388601,False
moe-circuit-analogy-0906::circuit|res_mean|global,moe-circuit-analogy-0906,circuit|res_mean|global,external_8b,44,36,13,23,0.02304964539007092,0.0015296621441872838,0.3611111111111111,0.23701400159159952,1.5235855632417201,0.1200740971993915,3.0074022585525726,True,1,0,0.009433962264150943,0.0,12,23,0.043795620437956206,0.006172839506172839,0,0,0.0,0.0,0,0,0.0,0.0,False
moe-circuit-analogy-0906::circuit|res_mean|per_task,moe-circuit-analogy-0906,circuit|res_mean|per_task,external_8b,68,35,34,1,0.06028368794326241,6.650704974727321e-05,0.9714285714285714,0.7175111514927266,1.3538863743198823,0.2804458905696362,3.4638716561523677,True,17,0,0.16037735849056603,0.0,13,0,0.04744525547445255,0.0,1,1,0.022727272727272728,0.00028121484814398203,3,0,0.02142857142857143,0.0,False
moe-circuit-analogy-0906::circuit|res_shortcut|global,moe-circuit-analogy-0906,circuit|res_shortcut|global,external_8b,45,16,10,6,0.01773049645390071,0.0003990422984836393,0.625,0.1360274731209788,4.594660076087303,0.1484339309385389,4.210627556975432,True,0,0,0.0,0.0,9,5,0.032846715328467155,0.0013419216317767043,1,1,0.022727272727272728,0.00028121484814398203,0,0,0.0,0.0,False
