arm,cohort,suite,k,tp,fp,recall,fpr,precision,fp_removed_vs_k1,fp_removed_that_were_idiosyncratic,share_of_removed_fp_idiosyncratic,tp_lost_vs_k1,fp_removed_per_tp_lost
families@0.02,development_main,libero_goal,6,0,0,0.0,0.0,,257,233,0.9066147859922179,81,3.1728395061728394
families@0.02,development_main,libero_goal,7,0,0,0.0,0.0,,257,233,0.9066147859922179,81,3.1728395061728394
families@0.02,development_main,libero_goal,8,0,0,0.0,0.0,,257,233,0.9066147859922179,81,3.1728395061728394
families@0.02,development_main,libero_goal,9,0,0,0.0,0.0,,257,233,0.9066147859922179,81,3.1728395061728394
families@0.02,development_main,libero_long,1,210,550,0.9459459459459459,0.21334367726920092,0.27631578947368424,0,0,,0,inf
families@0.02,development_main,libero_long,2,165,156,0.7432432432432432,0.060512024825446084,0.514018691588785,394,394,1.0,45,8.755555555555556
families@0.02,development_main,libero_long,3,97,50,0.4369369369369369,0.019394879751745538,0.6598639455782312,500,394,0.788,113,4.424778761061947
families@0.02,development_main,libero_long,4,44,25,0.1981981981981982,0.009697439875872769,0.6376811594202898,525,394,0.7504761904761905,166,3.1626506024096384
families@0.02,development_main,libero_long,5,23,8,0.1036036036036036,0.0031031807602792862,0.7419354838709677,542,394,0.7269372693726938,187,2.8983957219251337
families@0.02,development_main,libero_long,6,9,1,0.04054054054054054,0.0003878975950349108,0.9,549,394,0.7176684881602914,201,2.7313432835820897
families@0.02,development_main,libero_long,7,5,0,0.02252252252252252,0.0,1.0,550,394,0.7163636363636363,205,2.682926829268293
families@0.02,development_main,libero_long,8,1,0,0.0045045045045045045,0.0,1.0,550,394,0.7163636363636363,209,2.6315789473684212
families@0.02,development_main,libero_long,9,1,0,0.0045045045045045045,0.0,1.0,550,394,0.7163636363636363,209,2.6315789473684212
families@0.02,development_main,libero_object,1,35,350,0.9459459459459459,0.08831693161746151,0.09090909090909091,0,0,,0,inf
families@0.02,development_main,libero_object,2,24,13,0.6486486486486487,0.0032803431743628564,0.6486486486486487,337,337,1.0,11,30.636363636363637
families@0.02,development_main,libero_object,3,8,1,0.21621621621621623,0.00025233409033560434,0.8888888888888888,349,337,0.9656160458452722,27,12.925925925925926
families@0.02,development_main,libero_object,4,2,0,0.05405405405405406,0.0,1.0,350,337,0.9628571428571429,33,10.606060606060606
families@0.02,development_main,libero_object,5,0,0,0.0,0.0,,350,337,0.9628571428571429,35,10.0
families@0.02,development_main,libero_object,6,0,0,0.0,0.0,,350,337,0.9628571428571429,35,10.0
families@0.02,development_main,libero_object,7,0,0,0.0,0.0,,350,337,0.9628571428571429,35,10.0
families@0.02,development_main,libero_object,8,0,0,0.0,0.0,,350,337,0.9628571428571429,35,10.0
families@0.02,development_main,libero_object,9,0,0,0.0,0.0,,350,337,0.9628571428571429,35,10.0
families@0.02,development_main,libero_spatial,1,90,251,0.7142857142857143,0.06479091378420238,0.26392961876832843,0,0,,0,inf
families@0.02,development_main,libero_spatial,2,60,44,0.47619047619047616,0.011357769747031492,0.5769230769230769,207,207,1.0,30,6.9
families@0.02,development_main,libero_spatial,3,26,3,0.20634920634920634,0.0007743933918430562,0.896551724137931,248,207,0.8346774193548387,64,3.875
families@0.02,development_main,libero_spatial,4,2,0,0.015873015873015872,0.0,1.0,251,207,0.8247011952191236,88,2.852272727272727
families@0.02,development_main,libero_spatial,5,0,0,0.0,0.0,,251,207,0.8247011952191236,90,2.7888888888888888
families@0.02,development_main,libero_spatial,6,0,0,0.0,0.0,,251,207,0.8247011952191236,90,2.7888888888888888
families@0.02,development_main,libero_spatial,7,0,0,0.0,0.0,,251,207,0.8247011952191236,90,2.7888888888888888
families@0.02,development_main,libero_spatial,8,0,0,0.0,0.0,,251,207,0.8247011952191236,90,2.7888888888888888
families@0.02,development_main,libero_spatial,9,0,0,0.0,0.0,,251,207,0.8247011952191236,90,2.7888888888888888
families@0.02,development_main,_base,0,416,1408,0.8542094455852156,0.09837210927129184,0.22807017543859648,0,1171,,0,
families@0.02,external_8b,pooled,1,476,1676,0.8439716312056738,0.1114658153764299,0.2211895910780669,0,0,,0,inf
families@0.02,external_8b,pooled,2,360,295,0.6382978723404256,0.019619579675445597,0.549618320610687,1381,1381,1.0,116,11.905172413793103
families@0.02,external_8b,pooled,3,216,96,0.3829787234042553,0.006384676775738229,0.6923076923076923,1580,1381,0.8740506329113924,260,6.076923076923077
families@0.02,external_8b,pooled,4,92,41,0.16312056737588654,0.0027267890396382014,0.6917293233082706,1635,1381,0.8446483180428135,384,4.2578125
families@0.02,external_8b,pooled,5,45,17,0.0797872340425532,0.0011306198457036445,0.7258064516129032,1659,1381,0.8324291742013261,431,3.8491879350348026
families@0.02,external_8b,pooled,6,13,2,0.02304964539007092,0.00013301409949454643,0.8666666666666667,1674,1381,0.8249701314217444,463,3.615550755939525
families@0.02,external_8b,pooled,7,6,0,0.010638297872340425,0.0,1.0,1676,1381,0.8239856801909308,470,3.5659574468085107
families@0.02,external_8b,pooled,8,1,0,0.0017730496453900709,0.0,1.0,1676,1381,0.8239856801909308,475,3.528421052631579
families@0.02,external_8b,pooled,9,0,0,0.0,0.0,,1676,1381,0.8239856801909308,476,3.5210084033613445
families@0.02,external_8b,libero_goal,1,88,295,0.8301886792452831,0.07575757575757576,0.2297650130548303,0,0,,0,inf
families@0.02,external_8b,libero_goal,2,55,25,0.5188679245283019,0.0064201335387776065,0.6875,270,270,1.0,33,8.181818181818182
families@0.02,external_8b,libero_goal,3,38,2,0.3584905660377358,0.0005136106831022085,0.95,293,270,0.9215017064846417,50,5.86
families@0.02,external_8b,libero_goal,4,29,1,0.27358490566037735,0.00025680534155110427,0.9666666666666667,294,270,0.9183673469387755,59,4.983050847457627
families@0.02,external_8b,libero_goal,5,16,1,0.1509433962264151,0.00025680534155110427,0.9411764705882353,294,270,0.9183673469387755,72,4.083333333333333
families@0.02,external_8b,libero_goal,6,1,0,0.009433962264150943,0.0,1.0,295,270,0.9152542372881356,87,3.3908045977011496
families@0.02,external_8b,libero_goal,7,0,0,0.0,0.0,,295,270,0.9152542372881356,88,3.352272727272727
families@0.02,external_8b,libero_goal,8,0,0,0.0,0.0,,295,270,0.9152542372881356,88,3.352272727272727
families@0.02,external_8b,libero_goal,9,0,0,0.0,0.0,,295,270,0.9152542372881356,88,3.352272727272727
families@0.02,external_8b,libero_long,1,259,706,0.9452554744525548,0.18947933440687065,0.2683937823834197,0,0,,0,inf
families@0.02,external_8b,libero_long,2,220,185,0.8029197080291971,0.049651100375738055,0.5432098765432098,521,521,1.0,39,13.35897435897436
families@0.02,external_8b,libero_long,3,134,72,0.48905109489051096,0.01932367149758454,0.6504854368932039,634,521,0.8217665615141956,125,5.072
families@0.02,external_8b,libero_long,4,57,37,0.20802919708029197,0.009930220075147612,0.6063829787234043,669,521,0.7787742899850523,202,3.3118811881188117
families@0.02,external_8b,libero_long,5,27,16,0.09854014598540146,0.0042941492216854536,0.627906976744186,690,521,0.755072463768116,232,2.9741379310344827
families@0.02,external_8b,libero_long,6,10,2,0.0364963503649635,0.0005367686527106817,0.8333333333333334,704,521,0.7400568181818182,249,2.8273092369477912
families@0.02,external_8b,libero_long,7,6,0,0.021897810218978103,0.0,1.0,706,521,0.7379603399433428,253,2.7905138339920947
families@0.02,external_8b,libero_long,8,1,0,0.0036496350364963502,0.0,1.0,706,521,0.7379603399433428,258,2.7364341085271318
families@0.02,external_8b,libero_long,9,0,0,0.0,0.0,,706,521,0.7379603399433428,259,2.7258687258687258
families@0.02,external_8b,libero_object,1,38,325,0.8636363636363636,0.09139482564679415,0.1046831955922865,0,0,,0,inf
families@0.02,external_8b,libero_object,2,22,19,0.5,0.005343082114735658,0.5365853658536586,306,306,1.0,16,19.125
families@0.02,external_8b,libero_object,3,14,6,0.3181818181818182,0.001687289088863892,0.7,319,306,0.9592476489028213,24,13.291666666666666
families@0.02,external_8b,libero_object,4,4,2,0.09090909090909091,0.0005624296962879641,0.6666666666666666,323,306,0.9473684210526315,34,9.5
families@0.02,external_8b,libero_object,5,2,0,0.045454545454545456,0.0,1.0,325,306,0.9415384615384615,36,9.027777777777779
families@0.02,external_8b,libero_object,6,2,0,0.045454545454545456,0.0,1.0,325,306,0.9415384615384615,36,9.027777777777779
families@0.02,external_8b,libero_object,7,0,0,0.0,0.0,,325,306,0.9415384615384615,38,8.552631578947368
families@0.02,external_8b,libero_object,8,0,0,0.0,0.0,,325,306,0.9415384615384615,38,8.552631578947368
families@0.02,external_8b,libero_object,9,0,0,0.0,0.0,,325,306,0.9415384615384615,38,8.552631578947368
families@0.02,external_8b,libero_spatial,1,91,350,0.65,0.09067357512953368,0.20634920634920634,0,0,,0,inf
families@0.02,external_8b,libero_spatial,2,63,66,0.45,0.01709844559585492,0.4883720930232558,284,284,1.0,28,10.142857142857142
families@0.02,external_8b,libero_spatial,3,30,16,0.21428571428571427,0.004145077720207254,0.6521739130434783,334,284,0.8502994011976048,61,5.475409836065574
families@0.02,external_8b,libero_spatial,4,2,1,0.014285714285714285,0.00025906735751295336,0.6666666666666666,349,284,0.8137535816618912,89,3.9213483146067416
families@0.02,external_8b,libero_spatial,5,0,0,0.0,0.0,,350,284,0.8114285714285714,91,3.8461538461538463
families@0.02,external_8b,libero_spatial,6,0,0,0.0,0.0,,350,284,0.8114285714285714,91,3.8461538461538463
families@0.02,external_8b,libero_spatial,7,0,0,0.0,0.0,,350,284,0.8114285714285714,91,3.8461538461538463
families@0.02,external_8b,libero_spatial,8,0,0,0.0,0.0,,350,284,0.8114285714285714,91,3.8461538461538463
families@0.02,external_8b,libero_spatial,9,0,0,0.0,0.0,,350,284,0.8114285714285714,91,3.8461538461538463
families@0.02,external_8b,_base,0,476,1676,0.8439716312056738,0.1114658153764299,0.2211895910780669,0,1381,,0,
greedy_top5@0.02,development_main,pooled,1,418,885,0.8583162217659137,0.06183190106895829,0.3207981580966999,0,0,,0,inf
greedy_top5@0.02,development_main,pooled,2,215,102,0.4414784394250513,0.0071263885977782436,0.6782334384858044,783,783,1.0,203,3.857142857142857
greedy_top5@0.02,development_main,pooled,3,99,15,0.2032854209445585,0.0010479983232026828,0.868421052631579,870,783,0.9,319,2.727272727272727
greedy_top5@0.02,development_main,pooled,4,25,3,0.0513347022587269,0.00020959966464053657,0.8928571428571429,882,783,0.8877551020408163,393,2.2442748091603053
greedy_top5@0.02,development_main,pooled,5,4,0,0.008213552361396304,0.0,1.0,885,783,0.8847457627118644,414,2.13768115942029
greedy_top5@0.02,development_main,libero_goal,1,77,149,0.7549019607843137,0.03822473063109287,0.3407079646017699,0,0,,0,inf
greedy_top5@0.02,development_main,libero_goal,2,24,5,0.23529411764705882,0.0012827090815802976,0.8275862068965517,144,144,1.0,53,2.7169811320754715
greedy_top5@0.02,development_main,libero_goal,3,6,0,0.058823529411764705,0.0,1.0,149,144,0.9664429530201343,71,2.0985915492957745
greedy_top5@0.02,development_main,libero_goal,4,0,0,0.0,0.0,,149,144,0.9664429530201343,77,1.9350649350649352
greedy_top5@0.02,development_main,libero_goal,5,0,0,0.0,0.0,,149,144,0.9664429530201343,77,1.9350649350649352
greedy_top5@0.02,development_main,libero_long,1,204,310,0.918918918918919,0.12024825446082234,0.3968871595330739,0,0,,0,inf
greedy_top5@0.02,development_main,libero_long,2,122,46,0.5495495495495496,0.017843289371605897,0.7261904761904762,264,264,1.0,82,3.2195121951219514
greedy_top5@0.02,development_main,libero_long,3,61,14,0.2747747747747748,0.005430566330488751,0.8133333333333334,296,264,0.8918918918918919,143,2.06993006993007
greedy_top5@0.02,development_main,libero_long,4,24,3,0.10810810810810811,0.0011636927851047323,0.8888888888888888,307,264,0.8599348534201955,180,1.7055555555555555
greedy_top5@0.02,development_main,libero_long,5,4,0,0.018018018018018018,0.0,1.0,310,264,0.8516129032258064,200,1.55
greedy_top5@0.02,development_main,libero_object,1,29,49,0.7837837837837838,0.012364370426444614,0.3717948717948718,0,0,,0,inf
greedy_top5@0.02,development_main,libero_object,2,9,4,0.24324324324324326,0.0010093363613424174,0.6923076923076923,45,45,1.0,20,2.25
greedy_top5@0.02,development_main,libero_object,3,1,0,0.02702702702702703,0.0,1.0,49,45,0.9183673469387755,28,1.75
greedy_top5@0.02,development_main,libero_object,4,0,0,0.0,0.0,,49,45,0.9183673469387755,29,1.6896551724137931
greedy_top5@0.02,development_main,libero_object,5,0,0,0.0,0.0,,49,45,0.9183673469387755,29,1.6896551724137931
greedy_top5@0.02,development_main,libero_spatial,1,108,377,0.8571428571428571,0.09731543624161074,0.22268041237113403,0,0,,0,inf
greedy_top5@0.02,development_main,libero_spatial,2,60,47,0.47619047619047616,0.012132163138874549,0.5607476635514018,330,330,1.0,48,6.875
greedy_top5@0.02,development_main,libero_spatial,3,31,1,0.24603174603174602,0.0002581311306143521,0.96875,376,330,0.8776595744680851,77,4.883116883116883
greedy_top5@0.02,development_main,libero_spatial,4,1,0,0.007936507936507936,0.0,1.0,377,330,0.8753315649867374,107,3.5233644859813085
greedy_top5@0.02,development_main,libero_spatial,5,0,0,0.0,0.0,,377,330,0.8753315649867374,108,3.490740740740741
greedy_top5@0.02,development_main,_base,0,418,885,0.8583162217659137,0.06183190106895829,0.3207981580966999,0,783,,0,
greedy_top5@0.02,external_8b,pooled,1,486,1142,0.8617021276595744,0.075951050811386,0.2985257985257985,0,0,,0,inf
greedy_top5@0.02,external_8b,pooled,2,257,187,0.45567375886524825,0.01243681830274009,0.5788288288288288,955,955,1.0,229,4.170305676855895
greedy_top5@0.02,external_8b,pooled,3,127,31,0.225177304964539,0.0020617185421654693,0.8037974683544303,1111,955,0.8595859585958596,359,3.094707520891365
greedy_top5@0.02,external_8b,pooled,4,48,2,0.0851063829787234,0.00013301409949454643,0.96,1140,955,0.8377192982456141,438,2.6027397260273974
greedy_top5@0.02,external_8b,pooled,5,3,0,0.005319148936170213,0.0,1.0,1142,955,0.8362521891418564,483,2.3643892339544514
greedy_top5@0.02,external_8b,libero_goal,1,86,191,0.8113207547169812,0.049049820236260915,0.3104693140794224,0,0,,0,inf
greedy_top5@0.02,external_8b,libero_goal,2,21,9,0.19811320754716982,0.0023112480739599386,0.7,182,182,1.0,65,2.8
greedy_top5@0.02,external_8b,libero_goal,3,6,0,0.05660377358490566,0.0,1.0,191,182,0.9528795811518325,80,2.3875
greedy_top5@0.02,external_8b,libero_goal,4,0,0,0.0,0.0,,191,182,0.9528795811518325,86,2.2209302325581395
greedy_top5@0.02,external_8b,libero_goal,5,0,0,0.0,0.0,,191,182,0.9528795811518325,86,2.2209302325581395
greedy_top5@0.02,external_8b,libero_long,1,257,425,0.9379562043795621,0.11406333870101985,0.37683284457478006,0,0,,0,inf
greedy_top5@0.02,external_8b,libero_long,2,163,78,0.5948905109489051,0.020933977455716585,0.6763485477178424,347,347,1.0,94,3.6914893617021276
greedy_top5@0.02,external_8b,libero_long,3,81,21,0.2956204379562044,0.005636070853462158,0.7941176470588235,404,347,0.8589108910891089,176,2.2954545454545454
greedy_top5@0.02,external_8b,libero_long,4,47,2,0.17153284671532848,0.0005367686527106817,0.9591836734693877,423,347,0.8203309692671394,210,2.0142857142857142
greedy_top5@0.02,external_8b,libero_long,5,3,0,0.010948905109489052,0.0,1.0,425,347,0.8164705882352942,254,1.6732283464566928
greedy_top5@0.02,external_8b,libero_object,1,26,67,0.5909090909090909,0.018841394825646795,0.27956989247311825,0,0,,0,inf
greedy_top5@0.02,external_8b,libero_object,2,11,7,0.25,0.001968503937007874,0.6111111111111112,60,60,1.0,15,4.0
greedy_top5@0.02,external_8b,libero_object,3,2,0,0.045454545454545456,0.0,1.0,67,60,0.8955223880597015,24,2.7916666666666665
greedy_top5@0.02,external_8b,libero_object,4,1,0,0.022727272727272728,0.0,1.0,67,60,0.8955223880597015,25,2.68
greedy_top5@0.02,external_8b,libero_object,5,0,0,0.0,0.0,,67,60,0.8955223880597015,26,2.576923076923077
greedy_top5@0.02,external_8b,libero_spatial,1,117,459,0.8357142857142857,0.11891191709844559,0.203125,0,0,,0,inf
greedy_top5@0.02,external_8b,libero_spatial,2,62,93,0.44285714285714284,0.024093264248704664,0.4,366,366,1.0,55,6.654545454545454
greedy_top5@0.02,external_8b,libero_spatial,3,38,10,0.2714285714285714,0.0025906735751295338,0.7916666666666666,449,366,0.8151447661469933,79,5.6835443037974684
greedy_top5@0.02,external_8b,libero_spatial,4,0,0,0.0,0.0,,459,366,0.7973856209150327,117,3.923076923076923
greedy_top5@0.02,external_8b,libero_spatial,5,0,0,0.0,0.0,,459,366,0.7973856209150327,117,3.923076923076923
greedy_top5@0.02,external_8b,_base,0,486,1142,0.8617021276595744,0.075951050811386,0.2985257985257985,0,955,,0,
families@0.0543,development_main,pooled,1,454,3178,0.9322381930184805,0.22203591140920842,0.125,0,0,,0,inf
families@0.0543,development_main,pooled,2,381,550,0.7823408624229979,0.03842660518409837,0.4092373791621912,2628,2628,1.0,73,36.0
families@0.0543,development_main,pooled,3,221,114,0.4537987679671458,0.007964787256340389,0.6597014925373135,3064,2628,0.8577023498694517,233,13.150214592274677
families@0.0543,development_main,pooled,4,90,43,0.18480492813141683,0.0030042618598476907,0.6766917293233082,3135,2628,0.8382775119617225,364,8.612637362637363
families@0.0543,development_main,pooled,5,39,14,0.08008213552361396,0.000978131768322504,0.7358490566037735,3164,2628,0.8305941845764855,415,7.624096385542169
families@0.0543,development_main,pooled,6,18,2,0.03696098562628337,0.00013973310976035772,0.9,3176,2628,0.827455919395466,436,7.284403669724771
families@0.0543,development_main,pooled,7,7,0,0.014373716632443531,0.0,1.0,3178,2628,0.8269351793580868,447,7.109619686800895
families@0.0543,development_main,pooled,8,2,0,0.004106776180698152,0.0,1.0,3178,2628,0.8269351793580868,452,7.030973451327434
families@0.0543,development_main,pooled,9,1,0,0.002053388090349076,0.0,1.0,3178,2628,0.8269351793580868,453,7.015452538631346
families@0.0543,development_main,libero_goal,1,84,528,0.8235294117647058,0.13545407901487944,0.13725490196078433,0,0,,0,inf
families@0.0543,development_main,libero_goal,2,62,29,0.6078431372549019,0.007439712673165726,0.6813186813186813,499,499,1.0,22,22.681818181818183
families@0.0543,development_main,libero_goal,3,34,1,0.3333333333333333,0.0002565418163160595,0.9714285714285714,527,499,0.9468690702087287,50,10.54
families@0.0543,development_main,libero_goal,4,26,1,0.2549019607843137,0.0002565418163160595,0.9629629629629629,527,499,0.9468690702087287,58,9.086206896551724
families@0.0543,development_main,libero_goal,5,10,0,0.09803921568627451,0.0,1.0,528,499,0.9450757575757576,74,7.135135135135135
families@0.0543,development_main,libero_goal,6,0,0,0.0,0.0,,528,499,0.9450757575757576,84,6.285714285714286
families@0.0543,development_main,libero_goal,7,0,0,0.0,0.0,,528,499,0.9450757575757576,84,6.285714285714286
families@0.0543,development_main,libero_goal,8,0,0,0.0,0.0,,528,499,0.9450757575757576,84,6.285714285714286
families@0.0543,development_main,libero_goal,9,0,0,0.0,0.0,,528,499,0.9450757575757576,84,6.285714285714286
families@0.0543,development_main,libero_long,1,221,1096,0.9954954954954955,0.4251357641582622,0.16780561883067577,0,0,,0,inf
families@0.0543,development_main,libero_long,2,197,346,0.8873873873873874,0.13421256788207914,0.36279926335174956,750,750,1.0,24,31.25
families@0.0543,development_main,libero_long,3,120,83,0.5405405405405406,0.0321955003878976,0.5911330049261084,1013,750,0.7403751233958539,101,10.029702970297029
families@0.0543,development_main,libero_long,4,53,34,0.23873873873873874,0.013188518231186967,0.6091954022988506,1062,750,0.7062146892655368,168,6.321428571428571
families@0.0543,development_main,libero_long,5,28,14,0.12612612612612611,0.005430566330488751,0.6666666666666666,1082,750,0.6931608133086876,193,5.606217616580311
families@0.0543,development_main,libero_long,6,17,2,0.07657657657657657,0.0007757951900698216,0.8947368421052632,1094,750,0.6855575868372943,204,5.362745098039215
families@0.0543,development_main,libero_long,7,7,0,0.03153153153153153,0.0,1.0,1096,750,0.6843065693430657,214,5.121495327102804
families@0.0543,development_main,libero_long,8,2,0,0.009009009009009009,0.0,1.0,1096,750,0.6843065693430657,219,5.004566210045662
families@0.0543,development_main,libero_long,9,1,0,0.0045045045045045045,0.0,1.0,1096,750,0.6843065693430657,220,4.9818181818181815
families@0.0543,development_main,libero_object,1,35,796,0.9459459459459459,0.20085793590714104,0.0421179302045728,0,0,,0,inf
families@0.0543,development_main,libero_object,2,31,59,0.8378378378378378,0.014887711329800657,0.34444444444444444,737,737,1.0,4,184.25
families@0.0543,development_main,libero_object,3,15,10,0.40540540540540543,0.0025233409033560434,0.6,786,737,0.9376590330788804,20,39.3
families@0.0543,development_main,libero_object,4,4,1,0.10810810810810811,0.00025233409033560434,0.8,795,737,0.9270440251572327,31,25.64516129032258
families@0.0543,development_main,libero_object,5,1,0,0.02702702702702703,0.0,1.0,796,737,0.9258793969849246,34,23.41176470588235
families@0.0543,development_main,libero_object,6,1,0,0.02702702702702703,0.0,1.0,796,737,0.9258793969849246,34,23.41176470588235
families@0.0543,development_main,libero_object,7,0,0,0.0,0.0,,796,737,0.9258793969849246,35,22.742857142857144
families@0.0543,development_main,libero_object,8,0,0,0.0,0.0,,796,737,0.9258793969849246,35,22.742857142857144
families@0.0543,development_main,libero_object,9,0,0,0.0,0.0,,796,737,0.9258793969849246,35,22.742857142857144
families@0.0543,development_main,libero_spatial,1,114,758,0.9047619047619048,0.1956633970056789,0.13073394495412843,0,0,,0,inf
families@0.0543,development_main,libero_spatial,2,91,116,0.7222222222222222,0.029943211151264842,0.4396135265700483,642,642,1.0,23,27.91304347826087
families@0.0543,development_main,libero_spatial,3,52,20,0.4126984126984127,0.005162622612287042,0.7222222222222222,738,642,0.8699186991869918,62,11.903225806451612
families@0.0543,development_main,libero_spatial,4,7,7,0.05555555555555555,0.0018069179143004647,0.5,751,642,0.8548601864181092,107,7.018691588785047
families@0.0543,development_main,libero_spatial,5,0,0,0.0,0.0,,758,642,0.8469656992084432,114,6.649122807017544
families@0.0543,development_main,libero_spatial,6,0,0,0.0,0.0,,758,642,0.8469656992084432,114,6.649122807017544
families@0.0543,development_main,libero_spatial,7,0,0,0.0,0.0,,758,642,0.8469656992084432,114,6.649122807017544
families@0.0543,development_main,libero_spatial,8,0,0,0.0,0.0,,758,642,0.8469656992084432,114,6.649122807017544
families@0.0543,development_main,libero_spatial,9,0,0,0.0,0.0,,758,642,0.8469656992084432,114,6.649122807017544
families@0.0543,development_main,_base,0,454,3178,0.9322381930184805,0.22203591140920842,0.125,0,2628,,0,
families@0.0543,external_8b,pooled,1,531,4117,0.9414893617021277,0.27380952380952384,0.11424268502581755,0,0,,0,inf
families@0.0543,external_8b,pooled,2,436,841,0.7730496453900709,0.05593242883745677,0.341425215348473,3276,3276,1.0,95,34.48421052631579
families@0.0543,external_8b,pooled,3,261,166,0.4627659574468085,0.011040170258047353,0.6112412177985949,3951,3276,0.8291571753986332,270,14.633333333333333
families@0.0543,external_8b,pooled,4,140,60,0.24822695035460993,0.0039904229848363925,0.7,4057,3276,0.8074932215923096,391,10.375959079283888
families@0.0543,external_8b,pooled,5,68,27,0.12056737588652482,0.0017956903431763766,0.7157894736842105,4090,3276,0.8009779951100244,463,8.833693304535638
families@0.0543,external_8b,pooled,6,29,10,0.051418439716312055,0.0006650704974727321,0.7435897435897436,4107,3276,0.7976625273922571,502,8.181274900398407
families@0.0543,external_8b,pooled,7,12,1,0.02127659574468085,6.650704974727321e-05,0.9230769230769231,4116,3276,0.7959183673469388,519,7.930635838150289
families@0.0543,external_8b,pooled,8,4,0,0.0070921985815602835,0.0,1.0,4117,3276,0.7957250425066796,527,7.8121442125237195
families@0.0543,external_8b,pooled,9,0,0,0.0,0.0,,4117,3276,0.7957250425066796,531,7.753295668549906
families@0.0543,external_8b,libero_goal,1,89,657,0.839622641509434,0.1687211093990755,0.1193029490616622,0,0,,0,inf
families@0.0543,external_8b,libero_goal,2,65,42,0.6132075471698113,0.01078582434514638,0.6074766355140186,615,615,1.0,24,25.625
families@0.0543,external_8b,libero_goal,3,38,2,0.3584905660377358,0.0005136106831022085,0.95,655,615,0.9389312977099237,51,12.843137254901961
families@0.0543,external_8b,libero_goal,4,33,1,0.3113207547169811,0.00025680534155110427,0.9705882352941176,656,615,0.9375,56,11.714285714285714
families@0.0543,external_8b,libero_goal,5,10,1,0.09433962264150944,0.00025680534155110427,0.9090909090909091,656,615,0.9375,79,8.30379746835443
families@0.0543,external_8b,libero_goal,6,0,0,0.0,0.0,,657,615,0.9360730593607306,89,7.382022471910112
families@0.0543,external_8b,libero_goal,7,0,0,0.0,0.0,,657,615,0.9360730593607306,89,7.382022471910112
families@0.0543,external_8b,libero_goal,8,0,0,0.0,0.0,,657,615,0.9360730593607306,89,7.382022471910112
families@0.0543,external_8b,libero_goal,9,0,0,0.0,0.0,,657,615,0.9360730593607306,89,7.382022471910112
families@0.0543,external_8b,libero_long,1,272,1723,0.9927007299270073,0.4624261943102523,0.13634085213032582,0,0,,0,inf
families@0.0543,external_8b,libero_long,2,248,506,0.9051094890510949,0.13580246913580246,0.32891246684350134,1217,1217,1.0,24,50.708333333333336
families@0.0543,external_8b,libero_long,3,159,111,0.5802919708029197,0.029790660225442835,0.5888888888888889,1612,1217,0.7549627791563276,113,14.265486725663717
families@0.0543,external_8b,libero_long,4,88,49,0.32116788321167883,0.013150831991411701,0.6423357664233577,1674,1217,0.7270011947431302,184,9.097826086956522
families@0.0543,external_8b,libero_long,5,55,25,0.20072992700729927,0.0067096081588835215,0.6875,1698,1217,0.7167255594817432,217,7.824884792626728
families@0.0543,external_8b,libero_long,6,29,10,0.10583941605839416,0.0026838432635534087,0.7435897435897436,1713,1217,0.7104495037945125,243,7.049382716049383
families@0.0543,external_8b,libero_long,7,12,1,0.043795620437956206,0.00026838432635534085,0.9230769230769231,1722,1217,0.7067363530778165,260,6.623076923076923
families@0.0543,external_8b,libero_long,8,4,0,0.014598540145985401,0.0,1.0,1723,1217,0.706326175275682,268,6.42910447761194
families@0.0543,external_8b,libero_long,9,0,0,0.0,0.0,,1723,1217,0.706326175275682,272,6.334558823529412
families@0.0543,external_8b,libero_object,1,42,766,0.9545454545454546,0.21541057367829022,0.05198019801980198,0,0,,0,inf
families@0.0543,external_8b,libero_object,2,30,68,0.6818181818181818,0.019122609673790775,0.30612244897959184,698,698,1.0,12,58.166666666666664
families@0.0543,external_8b,libero_object,3,15,11,0.3409090909090909,0.003093363329583802,0.5769230769230769,755,698,0.9245033112582781,27,27.962962962962962
families@0.0543,external_8b,libero_object,4,6,1,0.13636363636363635,0.00028121484814398203,0.8571428571428571,765,698,0.9124183006535947,36,21.25
families@0.0543,external_8b,libero_object,5,2,0,0.045454545454545456,0.0,1.0,766,698,0.9112271540469974,40,19.15
families@0.0543,external_8b,libero_object,6,0,0,0.0,0.0,,766,698,0.9112271540469974,42,18.238095238095237
families@0.0543,external_8b,libero_object,7,0,0,0.0,0.0,,766,698,0.9112271540469974,42,18.238095238095237
families@0.0543,external_8b,libero_object,8,0,0,0.0,0.0,,766,698,0.9112271540469974,42,18.238095238095237
families@0.0543,external_8b,libero_object,9,0,0,0.0,0.0,,766,698,0.9112271540469974,42,18.238095238095237
families@0.0543,external_8b,libero_spatial,1,128,971,0.9142857142857143,0.25155440414507774,0.1164695177434031,0,0,,0,inf
families@0.0543,external_8b,libero_spatial,2,93,225,0.6642857142857143,0.05829015544041451,0.29245283018867924,746,746,1.0,35,21.314285714285713
families@0.0543,external_8b,libero_spatial,3,49,42,0.35,0.010880829015544042,0.5384615384615384,929,746,0.8030139935414424,79,11.759493670886076
families@0.0543,external_8b,libero_spatial,4,13,9,0.09285714285714286,0.00233160621761658,0.5909090909090909,962,746,0.7754677754677755,115,8.365217391304348
