arm,budget,step,added,dev_recall,dev_fp,ext_recall,ext_fp,ext_marginal_tp,ext_marginal_fp
family_representatives,0.002,1,moe-combination-rules-0906::expert_load_effective_rank|per_task|0.9,0.2299794661190965,23,0.24645390070921985,56,139,56
family_representatives,0.002,2,moe-combination-rules-0906::conditional_query_d1|global|0.95,0.3655030800821355,48,0.36524822695035464,81,67,25
family_representatives,0.002,3,moe-combination-rules-0906::flow_path|global|0.975,0.4209445585215606,72,0.4237588652482269,119,33,38
family_representatives,0.002,4,moe-combination-rules-0906::mobility|per_task|0.7,0.4702258726899384,95,0.45567375886524825,156,18,37
family_representatives,0.002,5,moe-combination-rules-0906::flow_settling_log_ratio|per_task|0.95,0.5071868583162218,110,0.48404255319148937,172,16,16
family_representatives,0.002,6,moe-failure-modes-0906::v7_turbulence|task_agnostic,0.5174537987679672,112,0.5106382978723404,176,15,4
family_representatives,0.002,7,moe-combination-rules-0906::conditional_energy|global|0.95,0.5236139630390144,117,0.5106382978723404,181,0,5
family_representatives,0.002,8,moe-combination-rules-0906::conditional_energy|per_task|0.925,0.5277207392197125,140,0.5124113475177305,189,1,8
family_representatives,0.002,9,moe-combination-rules-0906::flow_settling_log_ratio|global|0.9,0.5277207392197125,152,0.5124113475177305,195,0,6
all_admissible_detectors,0.002,1,moe-combination-rules-0906::expert_load_effective_rank|per_task|0.9,0.2299794661190965,23,0.24645390070921985,56,139,56
all_admissible_detectors,0.002,2,moe-two-tier-0906::conditional_query_d1|global,0.3655030800821355,48,0.36524822695035464,81,67,25
all_admissible_detectors,0.002,3,moe-combination-rules-0906::flow_path|global|0.975,0.4209445585215606,72,0.4237588652482269,119,33,38
all_admissible_detectors,0.002,4,moe-two-tier-0906::mobility|per_task,0.4702258726899384,95,0.45567375886524825,156,18,37
all_admissible_detectors,0.002,5,moe-combination-rules-0906::partial_edge_std|global|0.925,0.5092402464065708,110,0.5088652482269503,233,30,77
all_admissible_detectors,0.002,6,moe-combination-rules-0906::flow_settling_log_ratio|per_task|0.95,0.5462012320328542,124,0.5372340425531915,249,16,16
all_admissible_detectors,0.002,7,moe-two-tier-0906::flow_endpoint|per_task,0.5646817248459959,138,0.5460992907801419,262,5,13
all_admissible_detectors,0.002,8,moe-two-tier-0906::expert_load_effective_rank|global,0.5770020533880903,143,0.5673758865248227,275,12,13
all_admissible_detectors,0.002,9,moe-combination-rules-0906::action_consensus|per_task|0.98,0.5852156057494866,145,0.5691489361702128,278,1,3
all_admissible_detectors,0.002,10,moe-combination-rules-0906::flow_endpoint|global|0.98,0.5913757700205339,150,0.5762411347517731,290,4,12
all_admissible_detectors,0.002,11,moe-two-tier-0906::partial_query_d1|global,0.5975359342915811,158,0.5868794326241135,392,6,102
all_admissible_detectors,0.002,12,moe-v7-0905::turbulence,0.6016427104722792,160,0.601063829787234,395,8,3
all_admissible_detectors,0.002,13,moe-combination-rules-0906::state_action_alignment|per_task|0.96,0.6036960985626283,162,0.601063829787234,399,0,4
all_admissible_detectors,0.002,14,moe-two-tier-0906::mobility|global,0.6057494866529775,165,0.601063829787234,401,0,2
all_admissible_detectors,0.002,15,moe-combination-rules-0906::state_action_alignment|global|0.96,0.6078028747433265,168,0.601063829787234,401,0,0
all_admissible_detectors,0.002,16,moe-two-tier-0906::conditional_effective_rank|global,0.6098562628336756,172,0.6081560283687943,437,4,36
all_admissible_detectors,0.002,17,moe-combination-rules-0906::partial_query_d1|per_task|0.925,0.6119096509240246,179,0.6081560283687943,444,0,7
all_admissible_detectors,0.002,18,moe-combination-rules-0906::conditional_query_d1|per_task|0.96,0.6139630390143738,186,0.6081560283687943,446,0,2
all_admissible_detectors,0.002,19,moe-two-tier-0906::conditional_effective_rank|per_task,0.6160164271047228,203,0.6081560283687943,450,0,4
all_admissible_detectors,0.002,20,moe-combination-rules-0906::partial_edge_std|per_task|0.85,0.6180698151950719,219,0.6081560283687943,471,0,21
all_admissible_detectors,0.002,21,moe-two-tier-0906::state_action_alignment|global,0.6180698151950719,219,0.6081560283687943,471,0,0
family_representatives,0.005,1,moe-failure-modes-0906::v7_guard|task_agnostic,0.34496919917864477,51,0.3280141843971631,68,185,68
family_representatives,0.005,2,moe-combination-rules-0906::expert_load_effective_rank|per_task|0.8,0.5441478439425051,105,0.5443262411347518,154,122,86
family_representatives,0.005,3,moe-combination-rules-0906::conditional_query_d1|global|0.925,0.62217659137577,155,0.6134751773049646,214,39,60
family_representatives,0.005,4,moe-combination-rules-0906::flow_path|global|0.95,0.6837782340862423,212,0.6826241134751773,284,39,70
family_representatives,0.005,5,moe-combination-rules-0906::flow_settling_log_ratio|per_task|0.85,0.7227926078028748,250,0.7127659574468085,324,17,40
family_representatives,0.005,6,moe-combination-rules-0906::conditional_energy|global|0.9,0.7371663244353183,303,0.7287234042553191,384,9,60
family_representatives,0.005,7,moe-combination-rules-0906::state_action_alignment|per_task|0.9,0.7412731006160165,335,0.7287234042553191,409,0,25
family_representatives,0.005,8,moe-failure-modes-0906::v7_turbulence|task_agnostic,0.7412731006160165,335,0.7287234042553191,409,0,0
all_admissible_detectors,0.005,1,moe-v7-0905::guard,0.34496919917864477,51,0.3280141843971631,68,185,68
all_admissible_detectors,0.005,2,moe-combination-rules-0906::expert_load_effective_rank|per_task|0.8,0.5441478439425051,105,0.5443262411347518,154,122,86
all_admissible_detectors,0.005,3,moe-combination-rules-0906::conditional_query_d1|global|0.925,0.62217659137577,155,0.6134751773049646,214,39,60
all_admissible_detectors,0.005,4,moe-combination-rules-0906::flow_path|global|0.95,0.6837782340862423,212,0.6826241134751773,284,39,70
all_admissible_detectors,0.005,5,moe-two-tier-0906::flow_settling_log_ratio|per_task,0.7227926078028748,250,0.7127659574468085,324,17,40
all_admissible_detectors,0.005,6,moe-combination-rules-0906::expert_load_effective_rank|global|0.9,0.7494866529774127,268,0.7287234042553191,354,9,30
all_admissible_detectors,0.005,7,moe-two-tier-0906::partial_edge_std|global,0.7720739219712526,293,0.75,486,12,132
all_admissible_detectors,0.005,8,moe-combination-rules-0906::mobility|per_task|0.6,0.7823408624229979,327,0.7570921985815603,546,4,60
all_admissible_detectors,0.005,9,moe-combination-rules-0906::flow_endpoint|global|0.95,0.7905544147843943,337,0.7570921985815603,581,0,35
all_admissible_detectors,0.005,10,moe-combination-rules-0906::partial_query_d1|global|0.9,0.7987679671457906,366,0.7624113475177305,744,3,163
all_admissible_detectors,0.005,11,moe-combination-rules-0906::state_action_alignment|global|0.9,0.8069815195071869,414,0.7712765957446809,798,5,54
all_admissible_detectors,0.005,12,moe-combination-rules-0906::conditional_effective_rank|global|0.9,0.811088295687885,428,0.7801418439716312,832,5,34
all_admissible_detectors,0.005,13,moe-combination-rules-0906::state_action_alignment|per_task|0.96,0.813141683778234,430,0.7801418439716312,836,0,4
all_admissible_detectors,0.005,14,moe-combination-rules-0906::partial_query_d1|per_task|0.925,0.8151950718685832,435,0.7801418439716312,842,0,6
all_admissible_detectors,0.005,15,moe-combination-rules-0906::action_consensus|global|0.925,0.8172484599589322,503,0.7836879432624113,901,2,59
all_admissible_detectors,0.005,16,moe-v7-0905::turbulence,0.8172484599589322,503,0.7836879432624113,901,0,0
family_representatives,0.01,1,moe-combination-rules-0906::expert_load_effective_rank|per_task|0.7,0.37166324435318276,118,0.39361702127659576,192,222,192
family_representatives,0.01,2,moe-combination-rules-0906::conditional_query_d1|global|0.9,0.5872689938398358,208,0.5851063829787234,311,108,119
family_representatives,0.01,3,moe-failure-modes-0906::v7_guard|task_agnostic,0.6796714579055442,241,0.6631205673758865,342,44,31
family_representatives,0.01,4,moe-combination-rules-0906::flow_path|global|0.925,0.7515400410677618,326,0.7358156028368794,473,41,131
family_representatives,0.01,5,moe-combination-rules-0906::flow_settling_log_ratio|per_task|0.7,0.784394250513347,420,0.774822695035461,577,22,104
family_representatives,0.01,6,moe-combination-rules-0906::conditional_energy|global|0.9,0.7905544147843943,471,0.7854609929078015,632,6,55
family_representatives,0.01,7,moe-failure-modes-0906::v7_acceleration|task_agnostic,0.7946611909650924,532,0.7854609929078015,726,0,94
family_representatives,0.01,8,moe-combination-rules-0906::conditional_energy|per_task|0.85,0.7987679671457906,611,0.7854609929078015,802,0,76
family_representatives,0.01,9,moe-combination-rules-0906::flow_settling_log_ratio|global|0.8,0.7987679671457906,734,0.7854609929078015,870,0,68
all_admissible_detectors,0.01,1,moe-combination-rules-0906::expert_load_effective_rank|per_task|0.7,0.37166324435318276,118,0.39361702127659576,192,222,192
all_admissible_detectors,0.01,2,moe-combination-rules-0906::conditional_query_d1|global|0.9,0.5872689938398358,208,0.5851063829787234,311,108,119
all_admissible_detectors,0.01,3,moe-v7-0905::guard,0.6796714579055442,241,0.6631205673758865,342,44,31
all_admissible_detectors,0.01,4,moe-combination-rules-0906::flow_path|global|0.925,0.7515400410677618,326,0.7358156028368794,473,41,131
all_admissible_detectors,0.01,5,moe-combination-rules-0906::expert_load_effective_rank|global|0.85,0.7864476386036962,400,0.7677304964539007,562,18,89
all_admissible_detectors,0.01,6,moe-combination-rules-0906::flow_settling_log_ratio|per_task|0.7,0.8193018480492813,494,0.8049645390070922,666,21,104
all_admissible_detectors,0.01,7,moe-two-tier-0906::partial_edge_std|global,0.8275154004106776,513,0.8173758865248227,793,7,127
all_admissible_detectors,0.01,8,moe-combination-rules-0906::mobility|per_task|0.6,0.8357289527720739,545,0.8209219858156028,852,2,59
all_admissible_detectors,0.01,9,moe-combination-rules-0906::flow_endpoint|global|0.925,0.8439425051334702,595,0.8262411347517731,909,3,57
all_admissible_detectors,0.01,10,moe-combination-rules-0906::partial_query_d1|global|0.9,0.8501026694045175,621,0.8280141843971631,1063,1,154
all_admissible_detectors,0.01,11,moe-combination-rules-0906::state_action_alignment|global|0.9,0.8562628336755647,667,0.8351063829787234,1113,4,50
all_admissible_detectors,0.01,12,moe-v7-0905::acceleration,0.8603696098562629,723,0.8351063829787234,1195,0,82
all_admissible_detectors,0.01,13,moe-combination-rules-0906::state_action_alignment|per_task|0.96,0.8624229979466119,724,0.8351063829787234,1199,0,4
all_admissible_detectors,0.01,14,moe-combination-rules-0906::conditional_effective_rank|global|0.9,0.864476386036961,736,0.8439716312056738,1228,5,29
all_admissible_detectors,0.01,15,moe-combination-rules-0906::action_consensus|global|0.925,0.86652977412731,804,0.8475177304964538,1287,2,59
all_admissible_detectors,0.01,16,moe-v7-0905::turbulence,0.86652977412731,804,0.8475177304964538,1287,0,0
family_representatives,0.02,1,moe-combination-rules-0906::expert_load_effective_rank|per_task|0.6,0.4086242299794661,224,0.43617021276595747,347,246,347
family_representatives,0.02,2,moe-combination-rules-0906::conditional_query_d1|global|0.8,0.6591375770020534,491,0.6773049645390071,705,136,358
family_representatives,0.02,3,moe-combination-rules-0906::flow_path|global|0.9,0.7659137577002053,651,0.776595744680851,895,56,190
family_representatives,0.02,4,moe-failure-modes-0906::v7_guard|task_agnostic,0.8172484599589322,675,0.8049645390070922,915,16,20
family_representatives,0.02,5,moe-combination-rules-0906::flow_path|per_task|0.75,0.8418891170431212,851,0.8404255319148937,1126,20,211
family_representatives,0.02,6,moe-combination-rules-0906::state_action_alignment|global|0.85,0.8480492813141683,1003,0.8439716312056738,1303,2,177
family_representatives,0.02,7,moe-combination-rules-0906::conditional_energy|per_task|0.75,0.8521560574948666,1245,0.8439716312056738,1527,0,224
family_representatives,0.02,8,moe-failure-modes-0906::v7_acceleration|task_agnostic,0.8542094455852156,1290,0.8439716312056738,1608,0,81
family_representatives,0.02,9,moe-combination-rules-0906::flow_settling_log_ratio|global|0.8,0.8542094455852156,1408,0.8439716312056738,1676,0,68
all_admissible_detectors,0.02,1,moe-combination-rules-0906::expert_load_effective_rank|per_task|0.6,0.4086242299794661,224,0.43617021276595747,347,246,347
all_admissible_detectors,0.02,2,moe-combination-rules-0906::conditional_query_d1|global|0.8,0.6591375770020534,491,0.6773049645390071,705,136,358
all_admissible_detectors,0.02,3,moe-combination-rules-0906::flow_path|global|0.9,0.7659137577002053,651,0.776595744680851,895,56,190
all_admissible_detectors,0.02,4,moe-v7-0905::freeze,0.8172484599589322,673,0.8031914893617021,913,15,18
all_admissible_detectors,0.02,5,moe-combination-rules-0906::expert_load_effective_rank|global|0.8,0.8583162217659137,885,0.8617021276595744,1142,33,229
all_admissible_detectors,0.02,6,moe-combination-rules-0906::flow_endpoint|per_task|0.8,0.8829568788501027,1045,0.8882978723404256,1328,15,186
all_admissible_detectors,0.02,7,moe-combination-rules-0906::mobility|per_task|0.6,0.891170431211499,1077,0.8900709219858156,1382,1,54
all_admissible_detectors,0.02,8,moe-combination-rules-0906::partial_edge_std|global|0.85,0.8993839835728953,1141,0.9060283687943262,1674,9,292
all_admissible_detectors,0.02,9,moe-combination-rules-0906::flow_endpoint|global|0.9,0.9055441478439425,1223,0.9113475177304965,1765,3,91
all_admissible_detectors,0.02,10,moe-combination-rules-0906::state_action_alignment|per_task|0.96,0.9096509240246407,1225,0.9113475177304965,1769,0,4
all_admissible_detectors,0.02,11,moe-combination-rules-0906::partial_query_d1|global|0.85,0.9137577002053389,1302,0.9131205673758865,2001,1,232
all_admissible_detectors,0.02,12,moe-combination-rules-0906::state_action_alignment|global|0.85,0.917864476386037,1431,0.9148936170212766,2140,1,139
all_admissible_detectors,0.02,13,moe-combination-rules-0906::mobility|global|0.925,0.9219712525667351,1626,0.9148936170212766,2311,0,171
all_admissible_detectors,0.02,14,moe-combination-rules-0906::conditional_effective_rank|global|0.85,0.9240246406570842,1646,0.9202127659574468,2366,3,55
all_admissible_detectors,0.02,15,moe-v7-0905::acceleration,0.9260780287474333,1688,0.9202127659574468,2421,0,55
all_admissible_detectors,0.02,16,moe-combination-rules-0906::flow_settling_log_ratio|per_task|0.7,0.9281314168377823,1741,0.9326241134751773,2478,7,57
all_admissible_detectors,0.02,17,moe-v7-0905::turbulence,0.9281314168377823,1741,0.9326241134751773,2478,0,0
family_representatives,0.0543,1,moe-combination-rules-0906::expert_load_effective_rank|per_task|0.5,0.44353182751540043,380,0.4734042553191489,523,267,523
family_representatives,0.0543,2,moe-combination-rules-0906::partial_edge_std|global|0.75,0.7597535934291582,964,0.776595744680851,1688,171,1165
family_representatives,0.0543,3,moe-combination-rules-0906::flow_path|per_task|0.5,0.86652977412731,1437,0.8776595744680851,2521,57,833
family_representatives,0.0543,4,moe-failure-modes-0906::v7_guard|task_agnostic,0.8993839835728953,1463,0.9042553191489362,2546,15,25
family_representatives,0.0543,5,moe-combination-rules-0906::flow_path|global|0.85,0.9219712525667351,1774,0.9343971631205674,2841,17,295
family_representatives,0.0543,6,moe-combination-rules-0906::conditional_energy|per_task|0.6,0.9281314168377823,2305,0.9379432624113475,3333,2,492
family_representatives,0.0543,7,moe-failure-modes-0906::v7_acceleration|task_agnostic,0.9301848049281314,2345,0.9379432624113475,3383,0,50
family_representatives,0.0543,8,moe-combination-rules-0906::state_action_alignment|global|0.75,0.9322381930184805,2737,0.9397163120567376,3795,1,412
family_representatives,0.0543,9,moe-combination-rules-0906::flow_settling_log_ratio|global|0.7,0.9322381930184805,3178,0.9414893617021277,4117,1,322
all_admissible_detectors,0.0543,1,moe-combination-rules-0906::expert_load_effective_rank|per_task|0.5,0.44353182751540043,380,0.4734042553191489,523,267,523
all_admissible_detectors,0.0543,2,moe-combination-rules-0906::partial_edge_std|global|0.75,0.7597535934291582,964,0.776595744680851,1688,171,1165
all_admissible_detectors,0.0543,3,moe-combination-rules-0906::flow_endpoint|per_task|0.6,0.8850102669404517,1482,0.8865248226950354,2224,62,536
all_admissible_detectors,0.0543,4,moe-combination-rules-0906::expert_load_effective_rank|global|0.75,0.917864476386037,1920,0.9184397163120568,2718,18,494
all_admissible_detectors,0.0543,5,moe-combination-rules-0906::mobility|global|0.9,0.9425051334702259,2391,0.9343971631205674,3174,9,456
all_admissible_detectors,0.0543,6,moe-combination-rules-0906::flow_endpoint|global|0.85,0.9548254620123203,2682,0.9521276595744681,3524,10,350
all_admissible_detectors,0.0543,7,moe-combination-rules-0906::flow_path|per_task|0.5,0.9609856262833676,2907,0.9574468085106383,4006,3,482
all_admissible_detectors,0.0543,8,moe-combination-rules-0906::conditional_energy|per_task|0.6,0.9650924024640657,3387,0.9574468085106383,4457,0,451
all_admissible_detectors,0.0543,9,moe-combination-rules-0906::mobility|per_task|0.75,0.9671457905544147,3390,0.9592198581560284,4463,1,6
all_admissible_detectors,0.0543,10,moe-combination-rules-0906::state_action_alignment|global|0.85,0.9691991786447639,3500,0.9627659574468085,4580,2,117
all_admissible_detectors,0.0543,11,moe-combination-rules-0906::conditional_query_d1|global|0.75,0.971252566735113,3629,0.9680851063829787,4756,3,176
all_admissible_detectors,0.0543,12,moe-v7-0905::turbulence,0.971252566735113,3629,0.9680851063829787,4756,0,0
family_representatives,0.1,1,moe-combination-rules-0906::mobility|global|0.6,0.5215605749486653,1408,0.5159574468085106,1445,291,1445
family_representatives,0.1,2,moe-combination-rules-0906::flow_endpoint|per_task|0.5,0.8501026694045175,2199,0.8457446808510638,2329,186,884
family_representatives,0.1,3,moe-combination-rules-0906::expert_load_effective_rank|global|0.7,0.9301848049281314,3134,0.9273049645390071,3482,46,1153
family_representatives,0.1,4,moe-combination-rules-0906::flow_path|global|0.8,0.9425051334702259,3574,0.9450354609929078,3873,10,391
family_representatives,0.1,5,moe-combination-rules-0906::flow_settling_log_ratio|global|0.6,0.9548254620123203,4498,0.9556737588652482,4660,6,787
family_representatives,0.1,6,moe-combination-rules-0906::conditional_query_d1|global|0.6,0.9568788501026694,5031,0.9627659574468085,5481,4,821
family_representatives,0.1,7,moe-combination-rules-0906::state_action_alignment|per_task|0.5,0.9589322381930184,5674,0.9663120567375887,6093,2,612
family_representatives,0.1,8,moe-failure-modes-0906::v7_acceleration|task_agnostic,0.9589322381930184,5694,0.9663120567375887,6154,0,61
all_admissible_detectors,0.1,1,moe-combination-rules-0906::mobility|global|0.6,0.5215605749486653,1408,0.5159574468085106,1445,291,1445
all_admissible_detectors,0.1,2,moe-combination-rules-0906::flow_endpoint|per_task|0.5,0.8501026694045175,2199,0.8457446808510638,2329,186,884
all_admissible_detectors,0.1,3,moe-combination-rules-0906::expert_load_effective_rank|global|0.7,0.9301848049281314,3134,0.9273049645390071,3482,46,1153
all_admissible_detectors,0.1,4,moe-combination-rules-0906::expert_load_effective_rank|per_task|0.5,0.9650924024640657,3316,0.9627659574468085,3702,20,220
all_admissible_detectors,0.1,5,moe-combination-rules-0906::flow_path|global|0.8,0.9774127310061602,3756,0.9787234042553191,4091,9,389
all_admissible_detectors,0.1,6,moe-combination-rules-0906::flow_settling_log_ratio|global|0.6,0.9835728952772074,4671,0.9804964539007093,4869,1,778
all_admissible_detectors,0.1,7,moe-combination-rules-0906::mobility|per_task|0.75,0.9876796714579056,4673,0.9822695035460993,4873,1,4
all_admissible_detectors,0.1,8,moe-v7-0905::turbulence,0.9876796714579056,4673,0.9822695035460993,4875,0,2
family_representatives,0.2,1,moe-combination-rules-0906::partial_edge_std|global|0.5,0.6406570841889117,2247,0.6702127659574468,3147,378,3147
family_representatives,0.2,2,moe-combination-rules-0906::flow_endpoint|per_task|0.5,0.864476386036961,2941,0.8794326241134752,3935,118,788
family_representatives,0.2,3,moe-combination-rules-0906::mobility|global|0.5,0.944558521560575,4391,0.9521276595744681,5360,41,1425
family_representatives,0.2,4,moe-combination-rules-0906::flow_path|global|0.7,0.9856262833675564,6054,0.9893617021276596,7076,21,1716
family_representatives,0.2,5,moe-combination-rules-0906::flow_settling_log_ratio|global|0.5,0.9917864476386037,7860,0.9946808510638298,8662,3,1586
family_representatives,0.2,6,moe-failure-modes-0906::v7_periodicity|task_agnostic,0.9938398357289527,8462,0.9964539007092199,9313,1,651
family_representatives,0.2,7,moe-combination-rules-0906::expert_load_effective_rank|global|0.7,0.9938398357289527,8735,0.9964539007092199,9636,0,323
all_admissible_detectors,0.2,1,moe-combination-rules-0906::partial_edge_std|global|0.5,0.6406570841889117,2247,0.6702127659574468,3147,378,3147
all_admissible_detectors,0.2,2,moe-combination-rules-0906::flow_endpoint|per_task|0.5,0.864476386036961,2941,0.8794326241134752,3935,118,788
all_admissible_detectors,0.2,3,moe-combination-rules-0906::mobility|global|0.5,0.944558521560575,4391,0.9521276595744681,5360,41,1425
all_admissible_detectors,0.2,4,moe-combination-rules-0906::flow_path|global|0.7,0.9856262833675564,6054,0.9893617021276596,7076,21,1716
all_admissible_detectors,0.2,5,moe-combination-rules-0906::expert_load_effective_rank|per_task|0.7,0.997946611909651,6079,0.9964539007092199,7120,4,44
all_admissible_detectors,0.2,6,moe-combination-rules-0906::conditional_energy|per_task|0.6,1.0,6390,0.9964539007092199,7414,0,294
all_admissible_detectors,0.2,7,moe-v7-0905::turbulence,1.0,6390,0.9964539007092199,7414,0,0
family_representatives,1.0,1,moe-combination-rules-0906::expert_load_effective_rank|global|0.5,0.6940451745379876,4558,0.7287234042553191,5014,411,5014
family_representatives,1.0,2,moe-combination-rules-0906::flow_endpoint|per_task|0.5,0.8973305954825462,5028,0.900709219858156,5508,97,494
family_representatives,1.0,3,moe-combination-rules-0906::mobility|global|0.5,0.9856262833675564,6713,0.9840425531914894,7166,47,1658
family_representatives,1.0,4,moe-combination-rules-0906::flow_settling_log_ratio|global|0.5,0.9938398357289527,8568,0.9893617021276596,8816,3,1650
family_representatives,1.0,5,moe-combination-rules-0906::flow_path|global|0.5,0.997946611909651,8970,0.99822695035461,9642,5,826
family_representatives,1.0,6,moe-combination-rules-0906::state_action_alignment|per_task|0.5,0.997946611909651,9329,0.99822695035461,10001,0,359
all_admissible_detectors,1.0,1,moe-combination-rules-0906::expert_load_effective_rank|global|0.5,0.6940451745379876,4558,0.7287234042553191,5014,411,5014
all_admissible_detectors,1.0,2,moe-combination-rules-0906::flow_endpoint|per_task|0.5,0.8973305954825462,5028,0.900709219858156,5508,97,494
all_admissible_detectors,1.0,3,moe-combination-rules-0906::mobility|global|0.5,0.9856262833675564,6713,0.9840425531914894,7166,47,1658
all_admissible_detectors,1.0,4,moe-combination-rules-0906::expert_load_effective_rank|per_task|0.7,0.9958932238193019,6736,0.9893617021276596,7205,3,39
all_admissible_detectors,1.0,5,moe-combination-rules-0906::flow_path|global|0.7,0.997946611909651,6824,0.9946808510638298,7295,3,90
all_admissible_detectors,1.0,6,moe-combination-rules-0906::conditional_energy|per_task|0.6,1.0,7110,0.9946808510638298,7568,0,273
all_admissible_detectors,1.0,7,moe-v7-0905::turbulence,1.0,7110,0.9946808510638298,7569,0,1
