cohort,quantity,layer,block,step,n,mean,q25,median,q75
development_main,centred_energy,L5,front,1,221781,0.0020032457541674376,0.0014829648425802588,0.0019249996403232217,0.0024499245919287205
development_main,centred_energy,L5,front,2,221781,0.0021212324500083923,0.001555288559757173,0.0020310101099312305,0.0026062377728521824
development_main,centred_energy,L5,front,3,221781,0.002250226680189371,0.0016324319876730442,0.002148160943761468,0.002777651185169816
development_main,centred_energy,L5,front,4,221781,0.0023726895451545715,0.001707349787466228,0.002255800412967801,0.002933921990916133
development_main,centred_energy,L5,front,5,221781,0.0024728167336434126,0.001751317293383181,0.0023199981078505516,0.003072071820497513
development_main,centred_energy,L5,front,6,221781,0.0025364779867231846,0.001735868165269494,0.0023108129389584064,0.0031711903866380453
development_main,centred_energy,L5,front,7,221781,0.0026445738039910793,0.0016843300545588136,0.002276388928294182,0.0033035101369023323
development_main,centred_energy,L5,front,8,221781,0.0028319491539150476,0.0016123561654239893,0.002250378718599677,0.003469464834779501
development_main,centred_energy,L5,front,9,221781,0.003066446864977479,0.0016339253634214401,0.0023170567583292723,0.0036435702349990606
development_main,centred_energy,L12,back,0,221781,0.0009212043951265514,0.0005102864233776927,0.0007448135875165462,0.001180952531285584
development_main,centred_energy,L12,back,1,221781,0.0009582267957739532,0.0005227088695392013,0.0007755393162369728,0.001233007526025176
development_main,centred_energy,L12,back,2,221781,0.0010262770811095834,0.0005509527982212603,0.000831384735647589,0.0013270858908072114
development_main,centred_energy,L12,back,3,221781,0.0011127414181828499,0.0005909531028009951,0.000903478532563895,0.0014430992305278778
development_main,centred_energy,L12,back,4,221781,0.0012095451820641756,0.0006384791922755539,0.0009845222812145948,0.0015729967271909118
development_main,centred_energy,L12,back,5,221781,0.0013279885752126575,0.0006972285336814821,0.0010802277829498053,0.0017280171159654856
development_main,centred_energy,L12,back,6,221781,0.0014592751394957304,0.0007584805134683847,0.0011821402003988624,0.0019031738629564643
development_main,centred_energy,L12,back,7,221781,0.0016426219372078776,0.0008418018114753067,0.0013209115713834763,0.002146265236660838
development_main,centred_energy,L12,back,8,221781,0.0019129313295707107,0.0009743212722241879,0.0015355843352153897,0.002504698932170868
development_main,centred_energy,L12,back,9,221781,0.002336828736588359,0.0012279849033802748,0.0019199531525373459,0.003046951023861766
development_main,centred_energy,L13,back,0,221781,0.0010120098013430834,0.0005870689637959003,0.0008468268788419664,0.0012959939194843173
development_main,centred_energy,L13,back,1,221781,0.001049515907652676,0.0005942920106463134,0.0008731618290767074,0.0013509112177416682
development_main,centred_energy,L13,back,2,221781,0.0011240518651902676,0.0006214992026798427,0.0009294388582929969,0.0014522974379360676
development_main,centred_energy,L13,back,3,221781,0.0012210499262437224,0.00066312903072685,0.0010044195223599672,0.0015829597832635045
development_main,centred_energy,L13,back,4,221781,0.0013234568759799004,0.0007070245919749141,0.0010836466681212187,0.0017225942574441433
development_main,centred_energy,L13,back,5,221781,0.0014570370549336076,0.0007692953222431242,0.0011865522246807814,0.001903307973407209
development_main,centred_energy,L13,back,6,221781,0.0016072497237473726,0.0008408034918829799,0.0013007811503484845,0.00210739322938025
development_main,centred_energy,L13,back,7,221781,0.0018181075574830174,0.0009402221185155213,0.001459440914914012,0.002394753508269787
development_main,centred_energy,L13,back,8,221781,0.0021236820612102747,0.0011043540434911847,0.001703660935163498,0.0027976040728390217
development_main,centred_energy,L13,back,9,221781,0.002591481665149331,0.0014107688330113888,0.0021288322750478983,0.0033644370269030333
development_main,centred_energy,L14,back,0,221781,0.0008940682164393365,0.000502434850204736,0.0007286315667442977,0.0011538057588040829
development_main,centred_energy,L14,back,1,221781,0.0009178861510008574,0.0005031426553614438,0.0007452689460478723,0.0011930468026548624
development_main,centred_energy,L14,back,2,221781,0.0009805364534258842,0.0005283142090775073,0.0007958420901559293,0.0012818850809708238
development_main,centred_energy,L14,back,3,221781,0.0010602541733533144,0.0005648707738146186,0.0008607810596004128,0.0013888435205444694
development_main,centred_energy,L14,back,4,221781,0.0011472494807094336,0.0006067241774871945,0.0009323611157014966,0.0015047520864754915
development_main,centred_energy,L14,back,5,221781,0.0012601814232766628,0.0006618347251787782,0.0010227455059066415,0.0016543911769986153
development_main,centred_energy,L14,back,6,221781,0.0013990370789542794,0.0007326334016397595,0.0011321401689201593,0.0018339792732149363
development_main,centred_energy,L14,back,7,221781,0.0016087685944512486,0.0008356380858458579,0.0012960843741893768,0.002112091751769185
development_main,centred_energy,L14,back,8,221781,0.001935119042173028,0.00101168651599437,0.001566270599141717,0.0025407038629055023
development_main,centred_energy,L14,back,9,221781,0.0024621286429464817,0.0013483398361131549,0.0020633614622056484,0.003205344546586275
development_main,centred_energy,L15,back,0,221781,0.001100308494642377,0.0005491240881383419,0.0008383308886550367,0.0013912796275690198
development_main,centred_energy,L15,back,1,221781,0.0011477685766294599,0.0005650069215334952,0.0008670767419971526,0.0014545287704095244
development_main,centred_energy,L15,back,2,221781,0.0012379524996504188,0.0006016265833750367,0.0009295202326029539,0.0015716955531388521
development_main,centred_energy,L15,back,3,221781,0.001349949394352734,0.0006510931416414678,0.0010071797296404839,0.0017159691778942943
development_main,centred_energy,L15,back,4,221781,0.001467471127398312,0.0007076941546984017,0.001093021361157298,0.001864980673417449
development_main,centred_energy,L15,back,5,221781,0.0016153689939528704,0.0007826662040315568,0.0012047464260831475,0.002059047808870673
development_main,centred_energy,L15,back,6,221781,0.0017802155343815684,0.0008714277064427733,0.0013397352304309607,0.002268233336508274
development_main,centred_energy,L15,back,7,221781,0.0019753898959606886,0.0009914737893268466,0.0015287273563444614,0.002518134657293558
development_main,centred_energy,L15,back,8,221781,0.0022583005484193563,0.0012008941266685724,0.0018382619600743055,0.002870169235393405
development_main,centred_energy,L15,back,9,221781,0.002763504860922694,0.0016255718655884266,0.0023921537213027477,0.003489745082333684
development_main,along_state_energy,L2,front,0,221781,2.8817084967158735e-05,8.953344149631448e-06,1.775308010110166e-05,3.542445847415365e-05
development_main,along_state_energy,L2,front,1,221781,2.6986352168023586e-05,8.511346095474437e-06,1.685089046077337e-05,3.315399226266891e-05
development_main,along_state_energy,L2,front,2,221781,2.598079117888119e-05,8.177233212336432e-06,1.6243000573012978e-05,3.201302024535835e-05
development_main,along_state_energy,L2,front,3,221781,2.5592782549210824e-05,8.23856044007698e-06,1.6202446204260923e-05,3.1580013455823064e-05
development_main,along_state_energy,L2,front,4,221781,2.465576289978344e-05,8.072704076766968e-06,1.57139656948857e-05,3.047565223823767e-05
development_main,along_state_energy,L2,front,5,221781,2.4356415451620705e-05,8.071091542660724e-06,1.5553097910014912e-05,3.018568895640783e-05
development_main,along_state_energy,L2,front,6,221781,2.2836877178633586e-05,7.5846132858714554e-06,1.4536547496390995e-05,2.8403599571902305e-05
development_main,along_state_energy,L2,front,7,221781,2.073517862299923e-05,6.788799964851933e-06,1.3160234630049672e-05,2.5799896320677362e-05
development_main,along_state_energy,L2,front,8,221781,1.8734219338512048e-05,5.87185422773473e-06,1.1715255823219195e-05,2.3194277673610486e-05
development_main,along_state_energy,L2,front,9,221781,1.652159153309185e-05,4.797658675670391e-06,9.839851372817066e-06,1.977964348043315e-05
development_main,along_state_energy,L3,front,0,221781,2.123781814589165e-05,5.897326445847284e-06,1.2146048902650364e-05,2.5313276637461968e-05
development_main,along_state_energy,L3,front,1,221781,2.1210862541920505e-05,5.99038594373269e-06,1.2317159416852519e-05,2.553727426857222e-05
development_main,along_state_energy,L3,front,2,221781,2.0829142158618197e-05,5.918950137129286e-06,1.2155576769146137e-05,2.5222036128980108e-05
development_main,along_state_energy,L3,front,3,221781,2.081080492644105e-05,6.0454935919551644e-06,1.2350376891845372e-05,2.5405301130376756e-05
development_main,along_state_energy,L3,front,4,221781,2.0651204977184534e-05,6.082141680963105e-06,1.2397579666867387e-05,2.5258656023652293e-05
development_main,along_state_energy,L3,front,5,221781,2.00890008272836e-05,5.969687663309742e-06,1.2128911293984856e-05,2.4423668946838006e-05
development_main,along_state_energy,L3,front,6,221781,1.8957087377202697e-05,5.624147888738662e-06,1.1464801900729071e-05,2.287404640810564e-05
development_main,along_state_energy,L3,front,7,221781,1.7587175534572452e-05,5.1103274927299935e-06,1.044228338287212e-05,2.1018156985519454e-05
development_main,along_state_energy,L3,front,8,221781,1.6978638086584397e-05,4.779293703904841e-06,9.778881576494314e-06,1.981890636670869e-05
development_main,along_state_energy,L3,front,9,221781,1.7129112166003324e-05,4.5905176193627995e-06,9.42354654398514e-06,1.9726903701666743e-05
development_main,along_state_energy,L4,front,0,221781,2.1427020328701474e-05,6.361603482218925e-06,1.2997473277209792e-05,2.6859097488340922e-05
development_main,along_state_energy,L4,front,1,221781,2.1418547476059757e-05,6.342691449390259e-06,1.2963473636773415e-05,2.6758434614748694e-05
development_main,along_state_energy,L4,front,2,221781,2.269716060254723e-05,6.599620064662304e-06,1.3560264960688073e-05,2.8191356250317767e-05
development_main,along_state_energy,L4,front,3,221781,2.3556423911941238e-05,6.7209261942480225e-06,1.3934106391388923e-05,2.930397204181645e-05
development_main,along_state_energy,L4,front,4,221781,2.383962055318989e-05,6.709438366669929e-06,1.3943074918643106e-05,2.9587376047857106e-05
development_main,along_state_energy,L4,front,5,221781,2.444091296638362e-05,6.768720595573541e-06,1.4138688129605725e-05,3.037295573449228e-05
development_main,along_state_energy,L4,front,6,221781,2.4021817807806656e-05,6.55423900752794e-06,1.3692416359845083e-05,2.9549564715125598e-05
development_main,along_state_energy,L4,front,7,221781,2.301183485542424e-05,6.102009592723334e-06,1.2834640074288473e-05,2.796698572637979e-05
development_main,along_state_energy,L4,front,8,221781,2.2215614080778323e-05,5.649109880323522e-06,1.2038574823236559e-05,2.602507811388932e-05
development_main,along_state_energy,L4,front,9,221781,2.2420748791773804e-05,5.408965989772696e-06,1.1741609341697767e-05,2.5372957679792307e-05
development_main,along_state_energy,L5,front,0,221781,2.3734659407637082e-05,6.2353856264962815e-06,1.3312423106981441e-05,2.9220942451502196e-05
development_main,along_state_energy,L5,front,1,221781,2.4026603568927385e-05,6.258323082874995e-06,1.3502489309757948e-05,2.9988630558364093e-05
development_main,along_state_energy,L5,front,2,221781,2.4398181267315522e-05,6.5458857534395065e-06,1.390558281855192e-05,3.0453560611931607e-05
development_main,along_state_energy,L5,front,3,221781,2.5619418011046946e-05,6.790878160245484e-06,1.4419448234548327e-05,3.177056714775972e-05
development_main,along_state_energy,L5,front,4,221781,2.658529410837218e-05,7.0922715167398565e-06,1.504802185081644e-05,3.287643630756065e-05
development_main,along_state_energy,L5,front,5,221781,2.7771062377723865e-05,7.254088814079296e-06,1.5587442248943262e-05,3.424248643568717e-05
development_main,along_state_energy,L5,front,6,221781,2.7743708415073343e-05,7.032170742604649e-06,1.5385936421807855e-05,3.38670943165198e-05
development_main,along_state_energy,L5,front,7,221781,2.841818604792934e-05,6.680621481791604e-06,1.508931291027693e-05,3.4224402043037117e-05
development_main,along_state_energy,L5,front,8,221781,3.0536259146174416e-05,6.192619366629515e-06,1.4722969353897497e-05,3.511373870423995e-05
development_main,along_state_energy,L5,front,9,221781,3.4787746699294075e-05,6.134570412541507e-06,1.5203519978967961e-05,3.879316500388086e-05
development_main,along_state_energy,L12,back,0,221781,1.4030281363375252e-06,3.46600046441381e-07,6.986404059716733e-07,1.520503587926214e-06
development_main,along_state_energy,L12,back,1,221781,1.456961513213173e-06,3.504977144075383e-07,7.157191816986597e-07,1.5770552863614284e-06
development_main,along_state_energy,L12,back,2,221781,1.5670952961954754e-06,3.6376900425239e-07,7.563027111245901e-07,1.6944551362030325e-06
development_main,along_state_energy,L12,back,3,221781,1.7144219555120799e-06,3.8716845551789447e-07,8.163874554156791e-07,1.8588058310342603e-06
development_main,along_state_energy,L12,back,4,221781,1.8723702623901772e-06,4.1334033085149713e-07,8.806862297205953e-07,2.0311733806011034e-06
development_main,along_state_energy,L12,back,5,221781,2.086815584334545e-06,4.4870489546156023e-07,9.718229421196156e-07,2.2603783236263553e-06
development_main,along_state_energy,L12,back,6,221781,2.3160296223068144e-06,4.82518544231425e-07,1.0644230314937886e-06,2.5005224415508565e-06
development_main,along_state_energy,L12,back,7,221781,2.6455893475940684e-06,5.312697908266273e-07,1.2031941878376529e-06,2.873337734854431e-06
development_main,along_state_energy,L12,back,8,221781,3.1150302675087005e-06,6.178850640026212e-07,1.4256025906433933e-06,3.433549181863782e-06
development_main,along_state_energy,L12,back,9,221781,3.724314638020587e-06,8.041015462367795e-07,1.8230344949188293e-06,4.243223429512e-06
development_main,along_state_energy,L13,back,0,221781,1.316768248216249e-06,3.581159546683921e-07,7.321525004044815e-07,1.5344121493399143e-06
development_main,along_state_energy,L13,back,1,221781,1.3727642453886801e-06,3.6000704994876287e-07,7.451602073160757e-07,1.5845118923607515e-06
development_main,along_state_energy,L13,back,2,221781,1.4747479326615576e-06,3.734465394700237e-07,7.794830025886768e-07,1.68387089161115e-06
development_main,along_state_energy,L13,back,3,221781,1.6079493434517644e-06,3.9402465290550026e-07,8.3040276877e-07,1.8218886452814331e-06
development_main,along_state_energy,L13,back,4,221781,1.7533226355226361e-06,4.142683565078187e-07,8.859027502694516e-07,1.9745828012673883e-06
development_main,along_state_energy,L13,back,5,221781,1.9568292373151053e-06,4.450112953691132e-07,9.676607533037895e-07,2.188167627537041e-06
development_main,along_state_energy,L13,back,6,221781,2.1867151644983096e-06,4.782197038366576e-07,1.0566172932158224e-06,2.4291332465509186e-06
development_main,along_state_energy,L13,back,7,221781,2.505507382011274e-06,5.302878207658068e-07,1.1896536307176575e-06,2.7680662242346443e-06
development_main,along_state_energy,L13,back,8,221781,2.986750132549787e-06,6.251394779610564e-07,1.4229100315787946e-06,3.2923862818279304e-06
development_main,along_state_energy,L13,back,9,221781,3.6580272535502445e-06,8.235741120188322e-07,1.8405927448839066e-06,4.145805633015698e-06
development_main,along_state_energy,L14,back,0,221781,1.0227232678516884e-06,2.752374257397605e-07,5.359414672057028e-07,1.1100931942564785e-06
development_main,along_state_energy,L14,back,1,221781,1.07131836557528e-06,2.778382111046085e-07,5.503136435436318e-07,1.1545744200702757e-06
development_main,along_state_energy,L14,back,2,221781,1.1589347650442505e-06,2.920240262938023e-07,5.879584819012962e-07,1.2460025118343765e-06
development_main,along_state_energy,L14,back,3,221781,1.2670925571001135e-06,3.1003469302959275e-07,6.347777912196761e-07,1.3617686818179209e-06
development_main,along_state_energy,L14,back,4,221781,1.3801851537209586e-06,3.3067615845538967e-07,6.860863663860073e-07,1.488132056692848e-06
development_main,along_state_energy,L14,back,5,221781,1.5302481415346847e-06,3.571417153125367e-07,7.561829420410504e-07,1.656932795413013e-06
development_main,along_state_energy,L14,back,6,221781,1.7135547523139394e-06,3.907293262273015e-07,8.421108077527606e-07,1.8640647567735869e-06
development_main,along_state_energy,L14,back,7,221781,2.0069967376912246e-06,4.4207672544871457e-07,9.718338560560369e-07,2.1910145733272657e-06
development_main,along_state_energy,L14,back,8,221781,2.4997546006488847e-06,5.354504537535831e-07,1.1996939974778797e-06,2.736779833867331e-06
development_main,along_state_energy,L14,back,9,221781,3.363946689205477e-06,7.350706709985388e-07,1.6408091596531449e-06,3.7265745049808174e-06
development_main,along_state_energy,L15,back,0,221781,1.7522331745567499e-06,3.0673334094899474e-07,7.080384420987684e-07,1.7676408106126473e-06
development_main,along_state_energy,L15,back,1,221781,1.8589958017400932e-06,3.0486731361634156e-07,7.20405637366639e-07,1.8417342744214693e-06
development_main,along_state_energy,L15,back,2,221781,2.0452591797948116e-06,3.1758966656525445e-07,7.603279641443805e-07,1.9836966203001793e-06
development_main,along_state_energy,L15,back,3,221781,2.2925685243535554e-06,3.387530398413219e-07,8.18594799056882e-07,2.1839794044353766e-06
development_main,along_state_energy,L15,back,4,221781,2.5234596705558943e-06,3.612664443153335e-07,8.786846592556685e-07,2.373752522544237e-06
development_main,along_state_energy,L15,back,5,221781,2.7902956389880273e-06,3.9497524539910955e-07,9.69303073361516e-07,2.6204425012110732e-06
development_main,along_state_energy,L15,back,6,221781,3.0954884095990565e-06,4.34937845739114e-07,1.0777667966976878e-06,2.8952074444532627e-06
development_main,along_state_energy,L15,back,7,221781,3.2729860777180875e-06,4.926260999127408e-07,1.2125346984248608e-06,3.153059424221283e-06
development_main,along_state_energy,L15,back,8,221781,3.4640950161701767e-06,5.977946102575515e-07,1.4378991863850388e-06,3.5259799915365875e-06
development_main,along_state_energy,L15,back,9,221781,3.960570666095009e-06,8.235913355747471e-07,1.8708881270868005e-06,4.198724582238356e-06
development_main,state_align_mean,L2,front,0,221781,0.8849591612815857,0.8591139912605286,0.9101071357727051,0.9377009868621826
development_main,state_align_mean,L2,front,1,221781,0.8845394849777222,0.8585904836654663,0.9097508788108826,0.9374183416366577
development_main,state_align_mean,L2,front,2,221781,0.8847339153289795,0.8588433861732483,0.9099639654159546,0.9376580119132996
development_main,state_align_mean,L2,front,3,221781,0.884774923324585,0.858906090259552,0.9100529551506042,0.9377329349517822
development_main,state_align_mean,L2,front,4,221781,0.8847154378890991,0.8588790893554688,0.9099670648574829,0.9376366138458252
development_main,state_align_mean,L2,front,5,221781,0.884580135345459,0.8587167859077454,0.9098082780838013,0.937515139579773
development_main,state_align_mean,L2,front,6,221781,0.884662389755249,0.8587985038757324,0.9098135232925415,0.9375816583633423
development_main,state_align_mean,L2,front,7,221781,0.8848958015441895,0.8591530323028564,0.9100168347358704,0.9376883506774902
development_main,state_align_mean,L2,front,8,221781,0.8849465847015381,0.8591231107711792,0.9098635911941528,0.9375367164611816
development_main,state_align_mean,L2,front,9,221781,0.8852747678756714,0.8596664071083069,0.9103220105171204,0.9379655718803406
development_main,state_align_mean,L3,front,0,221781,0.8959587812423706,0.8726387023925781,0.9219119548797607,0.948201060295105
development_main,state_align_mean,L3,front,1,221781,0.8960534334182739,0.8727791905403137,0.9219042062759399,0.9482443928718567
development_main,state_align_mean,L3,front,2,221781,0.8958184719085693,0.8724994659423828,0.9216183423995972,0.9481080174446106
development_main,state_align_mean,L3,front,3,221781,0.8959381580352783,0.8725515007972717,0.921783983707428,0.9481355547904968
development_main,state_align_mean,L3,front,4,221781,0.8957864046096802,0.8724693059921265,0.9215226769447327,0.9479817748069763
development_main,state_align_mean,L3,front,5,221781,0.895742654800415,0.8724236488342285,0.9214255809783936,0.9479814767837524
development_main,state_align_mean,L3,front,6,221781,0.8956362009048462,0.8723400235176086,0.9213252663612366,0.9479098916053772
development_main,state_align_mean,L3,front,7,221781,0.8952527642250061,0.8717175722122192,0.9209749102592468,0.9478108882904053
development_main,state_align_mean,L3,front,8,221781,0.8954201936721802,0.8719500303268433,0.921290397644043,0.9479697942733765
development_main,state_align_mean,L3,front,9,221781,0.8957437872886658,0.8723560571670532,0.9216059446334839,0.9483180642127991
development_main,state_align_mean,L4,front,0,221781,0.8934748768806458,0.8604710102081299,0.9170384407043457,0.9472262859344482
development_main,state_align_mean,L4,front,1,221781,0.8933393359184265,0.8603425025939941,0.9168850779533386,0.9471740126609802
development_main,state_align_mean,L4,front,2,221781,0.8929967880249023,0.8598710298538208,0.9166688919067383,0.9469549655914307
development_main,state_align_mean,L4,front,3,221781,0.8929864764213562,0.8598814606666565,0.9165087342262268,0.9469212293624878
development_main,state_align_mean,L4,front,4,221781,0.8927822113037109,0.8596951961517334,0.916321873664856,0.946711540222168
development_main,state_align_mean,L4,front,5,221781,0.8924188613891602,0.8593020439147949,0.9159423112869263,0.9463769197463989
development_main,state_align_mean,L4,front,6,221781,0.8925834894180298,0.8595899343490601,0.9160858392715454,0.9464345574378967
development_main,state_align_mean,L4,front,7,221781,0.8924436569213867,0.8595289587974548,0.9159144759178162,0.946270763874054
development_main,state_align_mean,L4,front,8,221781,0.8916473984718323,0.8584765195846558,0.9152237176895142,0.9457097053527832
development_main,state_align_mean,L4,front,9,221781,0.8903083205223083,0.8566886186599731,0.9141225218772888,0.9448156356811523
development_main,state_align_mean,L5,front,0,221781,0.8720748424530029,0.842312753200531,0.9200716018676758,0.951108455657959
development_main,state_align_mean,L5,front,1,221781,0.8715256452560425,0.841651976108551,0.9196522831916809,0.9507578015327454
development_main,state_align_mean,L5,front,2,221781,0.871361255645752,0.8414533138275146,0.919512152671814,0.9505965113639832
development_main,state_align_mean,L5,front,3,221781,0.87105393409729,0.8410435914993286,0.919252872467041,0.9504157304763794
development_main,state_align_mean,L5,front,4,221781,0.8705540895462036,0.840442419052124,0.9188058972358704,0.9501515030860901
development_main,state_align_mean,L5,front,5,221781,0.8705528378486633,0.8405422568321228,0.9188175797462463,0.9500492811203003
development_main,state_align_mean,L5,front,6,221781,0.8704025149345398,0.8403658866882324,0.9186996221542358,0.9499829411506653
development_main,state_align_mean,L5,front,7,221781,0.8701737523078918,0.8401229381561279,0.9184221625328064,0.9497947096824646
development_main,state_align_mean,L5,front,8,221781,0.8695545792579651,0.839147686958313,0.9179075360298157,0.9495658874511719
development_main,state_align_mean,L5,front,9,221781,0.8692309260368347,0.8388110995292664,0.9176928400993347,0.9491168260574341
development_main,state_align_mean,L12,back,0,221781,0.9831319451332092,0.97968989610672,0.9847256541252136,0.988219678401947
development_main,state_align_mean,L12,back,1,221781,0.9830089807510376,0.9795524477958679,0.9846070408821106,0.9881096482276917
development_main,state_align_mean,L12,back,2,221781,0.9829109311103821,0.9794323444366455,0.9845205545425415,0.9880412817001343
development_main,state_align_mean,L12,back,3,221781,0.9827638864517212,0.979257345199585,0.9843804240226746,0.9879266619682312
development_main,state_align_mean,L12,back,4,221781,0.9826545119285583,0.9791141152381897,0.984269380569458,0.9878523945808411
development_main,state_align_mean,L12,back,5,221781,0.9824581742286682,0.9788781404495239,0.9840907454490662,0.987716555595398
development_main,state_align_mean,L12,back,6,221781,0.9823284149169922,0.9787271022796631,0.9839644432067871,0.9876160621643066
development_main,state_align_mean,L12,back,7,221781,0.9821074604988098,0.9784610867500305,0.9837606549263,0.987453281879425
development_main,state_align_mean,L12,back,8,221781,0.9818242788314819,0.9781370759010315,0.9834736585617065,0.9872049689292908
development_main,state_align_mean,L12,back,9,221781,0.9814566373825073,0.9777275919914246,0.9830994606018066,0.9868871569633484
development_main,state_align_mean,L13,back,0,221781,0.9839903712272644,0.9805769920349121,0.9853160381317139,0.9887749552726746
development_main,state_align_mean,L13,back,1,221781,0.9839457273483276,0.9805262088775635,0.9852766990661621,0.9887374043464661
development_main,state_align_mean,L13,back,2,221781,0.983853280544281,0.9804219007492065,0.9852046370506287,0.9886730909347534
development_main,state_align_mean,L13,back,3,221781,0.9837541580200195,0.9803118109703064,0.9851232171058655,0.9885980486869812
development_main,state_align_mean,L13,back,4,221781,0.9836254715919495,0.9801579117774963,0.9850102066993713,0.988502025604248
development_main,state_align_mean,L13,back,5,221781,0.9834585785865784,0.97996586561203,0.9848673939704895,0.9883832335472107
development_main,state_align_mean,L13,back,6,221781,0.9832572937011719,0.9797223806381226,0.9846827983856201,0.9882451891899109
development_main,state_align_mean,L13,back,7,221781,0.9830541014671326,0.9794990420341492,0.984481155872345,0.9880944490432739
development_main,state_align_mean,L13,back,8,221781,0.9828206300735474,0.9792423248291016,0.9842295050621033,0.9879001975059509
development_main,state_align_mean,L13,back,9,221781,0.9823817014694214,0.9787389636039734,0.983719527721405,0.9874762296676636
development_main,state_align_mean,L14,back,0,221781,0.986337423324585,0.9836816787719727,0.9875219464302063,0.9902423024177551
development_main,state_align_mean,L14,back,1,221781,0.9862388372421265,0.9835677146911621,0.9874395132064819,0.9901806712150574
development_main,state_align_mean,L14,back,2,221781,0.9861239194869995,0.9834221005439758,0.9873437881469727,0.9901140332221985
development_main,state_align_mean,L14,back,3,221781,0.986054539680481,0.9833237528800964,0.9872906804084778,0.9900797009468079
development_main,state_align_mean,L14,back,4,221781,0.9858824610710144,0.9831260442733765,0.9871509671211243,0.9899710416793823
development_main,state_align_mean,L14,back,5,221781,0.9857511520385742,0.9829609394073486,0.9870463013648987,0.9898900985717773
development_main,state_align_mean,L14,back,6,221781,0.9855944514274597,0.9827730655670166,0.9869202971458435,0.9897878766059875
development_main,state_align_mean,L14,back,7,221781,0.9853445887565613,0.9824734926223755,0.9867188334465027,0.9896315336227417
