gate_subset,trunk_uid,q_offset,arm,scale,n_directions,G_peak_median,G_peak_iqr,G_terminal_median,G_terminal_iqr,funnel_median,funnel_iqr,lambda_median,lambda_iqr,argmax_f_median
secondary,302,0,loop,0.01,32,0.0024950176827072223,0.0002801344151866906,0.0022885716151544713,0.0003892394801981681,0.030049806760305657,0.1350636336685507,0.04468803291523288,0.0238679980654206,8.0
secondary,304,-4,loop,0.0001,32,0.25812121082383255,0.019562244172848908,0.24964846464335078,0.04065446704438053,0.0,0.11323240334151877,0.04972185040496418,0.020880002151346985,9.0
secondary,304,-4,loop,0.001,32,0.025430636750727775,0.0022846741311131867,0.024629633463681074,0.003040322875239851,0.0,0.049203154745550204,0.04573005905956082,0.02126324038788474,9.0
secondary,304,-4,loop,0.01,32,0.0025707687593513858,0.0002249665732397925,0.0025009313929076123,0.00024072815618412244,0.0,0.04329646082900491,0.035964980631228494,0.019336292128743354,9.0
secondary,304,-2,loop,0.0001,32,0.3032534657805621,0.04861985227305882,0.3032534657805621,0.04861985227305882,0.0,0.0,0.0854029171984298,0.016766212381394058,9.0
secondary,304,-2,loop,0.001,32,0.03036928680776645,0.006961322839849574,0.03036928680776645,0.006961322839849574,0.0,0.0,0.08032406084133024,0.02076776329483751,9.0
secondary,304,-2,loop,0.01,32,0.003081102523174275,0.0004058235572095971,0.003081102523174275,0.0004058235572095971,0.0,0.0,0.07232805207297421,0.016106167239231126,9.0
secondary,304,0,loop,0.0001,32,0.2431683536892476,0.020502842163464208,0.23348254935659823,0.03786775792285077,0.0,0.09766299165406607,0.0181542679599146,0.02658381843443788,9.0
secondary,304,0,loop,0.001,32,0.023541803299636586,0.0030277299930869805,0.02257610838899275,0.004881502193156851,0.01879701147153639,0.14819872404709294,0.0026768207520467156,0.03106409337490345,8.5
secondary,304,0,loop,0.01,32,0.002460533971126591,0.0002826604826649303,0.0023302548281540197,0.0004923425131315765,0.0,0.09285924450332783,0.0069644028138652015,0.024959407611920184,9.0
secondary,304,2,loop,0.0001,32,0.21673519445479833,0.0276976930579802,0.20030988290019464,0.03371820164193065,0.05412556893111736,0.07561959608867203,0.055531045193103784,0.028074766501159504,6.0
secondary,304,2,loop,0.001,32,0.02232383690700897,0.002118097445778195,0.019575047370880415,0.0034005808144208748,0.0383550821605476,0.15786938864868233,0.051650457212979756,0.03836152362936411,6.0
secondary,304,2,loop,0.01,32,0.0022446156988272193,0.00018905991714334705,0.002052026421709763,0.00021089079739100894,0.09584725745719774,0.12345345091197829,0.027697332079422984,0.013772769008994941,6.0
secondary,305,-4,control,0.0001,32,0.23608205898550938,0.034107585083406944,0.22955121151968005,0.026935399330833526,0.0,0.10301578127677363,0.058967771167207195,0.02350644304854116,9.0
secondary,305,-4,control,0.001,32,0.02313476443735883,0.002277487592901445,0.021889639633234266,0.002372450580145912,0.017987879614906957,0.10457580105932313,0.04755589151053061,0.020438538158195706,8.0
secondary,305,-4,control,0.01,32,0.0024170837338251165,0.00015874395317829696,0.0020774045728161475,0.00033677230824435815,0.13345696416710873,0.1161017267459734,0.02895809830114499,0.025424458172377824,8.0
secondary,305,-2,control,0.0001,32,0.2020752344511243,0.03080666854982908,0.17464407654120495,0.040428150525312484,0.044875126908924624,0.14478348471266078,0.012130176594924538,0.030531514212375557,8.0
secondary,305,-2,control,0.001,32,0.01960210564431593,0.0024052640481592065,0.018679411561062675,0.003283761544106426,0.0,0.11825683671700316,0.018260768180213636,0.02925410433881117,9.0
secondary,305,-2,control,0.01,32,0.002030356093694326,0.0001351965621464548,0.0019189018048165298,0.00029611838417638726,0.025205075549873612,0.11279050770314242,0.011460046557231474,0.015900398424789308,8.5
secondary,305,0,control,0.0001,32,0.24336816151435117,0.024138742411657893,0.22883232245695484,0.04723996985717355,0.029007654849948793,0.13635991217425003,0.03713991351000247,0.030371721036564287,8.0
secondary,305,0,control,0.001,32,0.023649666147392508,0.0023944954831193223,0.021120177304964675,0.003500885355757679,0.1130027457146632,0.13587106845715524,0.030312816286127718,0.01815516088842012,8.0
secondary,305,0,control,0.01,32,0.002458143390021053,0.00026481986252016934,0.0021548183139334792,0.0004316365855750351,0.13202792824033038,0.19969063770888187,0.011953710368000171,0.02273838569139431,8.0
secondary,305,2,control,0.0001,32,0.2305988286100485,0.016641318226015445,0.2271174182266464,0.019836068683951408,0.0,0.003388809558548971,0.052724444937582424,0.022563080420098365,9.0
secondary,305,2,control,0.001,32,0.02282103431295123,0.002016423929059444,0.022112251601468187,0.002740543655201537,0.0,0.042295613572014466,0.04530763876661819,0.01758351194929387,9.0
secondary,305,2,control,0.01,32,0.002417452036221014,0.00020135074380455038,0.0023588182224273248,0.00021773823031039086,0.0,0.03356841238073677,0.03971946951659068,0.012313231084364593,9.0
secondary,306,-4,loop,0.0001,32,0.3095322794772587,0.022260469608462896,0.26252468534380546,0.09563204453833504,0.052893723622830666,0.24572357886248847,0.07557210643585346,0.05562461708530835,8.0
secondary,306,-4,loop,0.001,32,0.029474743182455743,0.0051143403011174975,0.0267553730149965,0.011083743118266084,0.05272370848746677,0.21602281083131072,0.06594313285980563,0.04530027364206873,8.0
secondary,306,-4,loop,0.01,32,0.003312010025010261,0.000350427282203478,0.0032927396268405467,0.0006420876429412952,0.0,0.03976973065294606,0.076062991434546,0.029982998800976372,9.0
secondary,306,-2,loop,0.0001,32,0.2761592727757233,0.04962943982181128,0.21692062378109653,0.05895209014298686,0.2539030482652008,0.3080640556897597,0.036135491978562646,0.03481366726264741,8.0
secondary,306,-2,loop,0.001,32,0.027425483075293848,0.004196402541019523,0.02244330477352363,0.0031324332333201726,0.1735069088236438,0.15529427580200703,0.02987883525756519,0.021270246703410378,8.0
secondary,306,-2,loop,0.01,32,0.0028611827528141473,0.00027396103102935365,0.002231443020272004,0.0003660600939731054,0.20968964864634523,0.18802330007376353,0.02160126648672147,0.023887842182545534,8.0
secondary,306,0,loop,0.0001,32,0.2307212463083852,0.019687281670142387,0.21810342398118748,0.035655372260907675,0.016375112078068174,0.11198047361159015,0.016036529415454193,0.02701675794384541,8.0
secondary,306,0,loop,0.001,32,0.02416495114065951,0.0022441575401306937,0.021397988141197213,0.004464924051682733,0.07375212292665173,0.11440074270829638,0.013554066582172192,0.023165196919526326,8.0
secondary,306,0,loop,0.01,32,0.002554411257080287,0.00020909109274905475,0.002421273696574326,0.0004263160059975891,0.009182132706110131,0.10245706398403026,0.016711233149141164,0.026475677827398895,8.0
secondary,306,2,loop,0.0001,32,0.2005537420781489,0.0183613833733223,0.16956505280393153,0.03780185198396238,0.12819768751248622,0.18413590459210122,0.009227312823453786,0.03411225177129779,7.0
secondary,306,2,loop,0.001,32,0.019978641145360562,0.0017576753983498325,0.015981883459146667,0.0036684281033085367,0.16245127226087772,0.12534738171999346,-0.002908065444767788,0.03262111621939164,7.0
secondary,306,2,loop,0.01,32,0.0020993895000717393,0.00013153146952785784,0.0016610175956646067,0.00030675651840660805,0.18599056830374383,0.15300893613583205,-0.006101210184165678,0.03006439901080678,6.5
secondary,308,-4,loop,0.0001,32,0.2448502554732924,0.021958690233821854,0.20335825221767417,0.03136589587854541,0.21535958646887515,0.13451854552095144,-0.015585081221598966,0.016087455869687683,7.0
secondary,308,-4,loop,0.001,32,0.02478262497788459,0.0018832891146911696,0.02044620732432365,0.0030154293549611577,0.1599771841716862,0.1101824084645926,-0.005085071800169046,0.022650156569080305,7.0
secondary,308,-4,loop,0.01,32,0.002534873612705372,0.00017537174167835037,0.0019626049597131884,0.0002851549507433969,0.20849368680978475,0.10438718560586563,-0.017684461843078637,0.01563128560249471,5.0
secondary,308,-2,loop,0.0001,32,0.25273052788400874,0.027234439093182627,0.25273052788400874,0.027234439093182627,0.0,0.0,0.04268655895192265,0.023150007282107136,9.0
secondary,308,-2,loop,0.001,32,0.02586689678946512,0.0023243293258628193,0.02586689678946512,0.0023243293258628193,0.0,0.0,0.026996764266765512,0.022339511810110818,9.0
secondary,308,-2,loop,0.01,32,0.002593715411495349,0.0002192813597264539,0.002535267438818243,0.00029754887105026915,0.0,0.008967869853178736,0.02012558506035647,0.02507510763431175,9.0
secondary,308,0,loop,0.0001,32,0.22242374017801542,0.016572901877830115,0.19457813032993337,0.03305040037351095,0.13284446276697878,0.14201795731160996,0.041421219510513696,0.022813372115407713,8.0
secondary,308,0,loop,0.001,32,0.02246983873699381,0.0015153962060137534,0.0200017769071279,0.004429098392720467,0.11586544822570176,0.18927849084220733,0.039569772010764975,0.03157140926597188,7.0
secondary,308,0,loop,0.01,32,0.0023836595308427706,0.00018243082898841863,0.002112028605651932,0.00047068711036907414,0.11425814373599337,0.19771438613147801,0.02989374266452683,0.034233437238278715,7.0
secondary,308,2,loop,0.0001,32,0.2542422902963025,0.0410751616038913,0.2542422902963025,0.053103841051690304,0.0,0.0,0.05405078564340232,0.02578033838920904,9.0
secondary,308,2,loop,0.001,32,0.02454636934455428,0.005213557511723678,0.024271465537627525,0.006238137447685383,0.0,0.0,0.04976720927271263,0.03147874898384959,9.0
secondary,308,2,loop,0.01,32,0.0025385610660301336,0.00035675675675114456,0.0025385610660301336,0.0003624644830781767,0.0,0.0,0.04060739094977166,0.01897079474351276,9.0
secondary,309,-4,control,0.0001,32,0.25521244711301216,0.0316086476892887,0.2529138524162847,0.03507119908730699,0.0,0.002132350696843577,0.031782537494421434,0.02185106337168305,9.0
secondary,309,-4,control,0.001,32,0.025646844382961456,0.0034948807724436773,0.025468583771785305,0.004597452771824741,0.0,0.0015249174714467195,0.03407074320143584,0.0255041293078549,9.0
secondary,309,-4,control,0.01,32,0.002642237831543009,0.00031344353927630726,0.0025692374099421968,0.0003811886990244067,0.0,0.061965268557050514,0.020300325573933603,0.023623986141900123,9.0
secondary,309,-2,control,0.0001,32,0.22344673608844148,0.022127555537840432,0.22160986477489839,0.03379586946186641,0.0,0.03915875944531667,0.030577903651513527,0.023536010211839573,9.0
secondary,309,-2,control,0.001,32,0.021447447890990446,0.001584326246347998,0.020694689641485027,0.0029357089857358146,0.0,0.05792330088792066,0.022760692814428177,0.03033802720338234,9.0
secondary,309,-2,control,0.01,32,0.002216370894268802,0.00020192439361456328,0.002093189145287724,0.00028809182528421887,0.023553114779620334,0.08548325301365248,0.013900246138033905,0.02025266811287913,8.0
secondary,309,0,control,0.0001,32,0.20259117461410547,0.014043129162705226,0.17173016838075456,0.025855576914845413,0.11650988768858345,0.18111943410391732,0.00520882768962354,0.037355252008452605,8.0
secondary,309,0,control,0.001,32,0.0211618797509463,0.0015942808616173539,0.019807150044474524,0.003277054584844428,0.09405578870880242,0.16941842115160685,0.008078803161964706,0.022107911130195307,7.5
secondary,309,0,control,0.01,32,0.0021770901408527388,0.0002640984198849553,0.0019833326923942097,0.0002580134435802989,0.15889723363390762,0.12758609252539493,-0.0007343622713101962,0.018067387291463052,7.0
secondary,309,2,control,0.0001,32,0.24291801934281956,0.025848556376212972,0.22557515022849967,0.036487202016190656,0.01866466759162688,0.1496541224986766,0.04828796805952875,0.018168626199072155,7.0
secondary,309,2,control,0.001,32,0.023935118699421377,0.0013191646254349515,0.0223821900316088,0.002656037491554221,0.04613298364831052,0.11936085653476916,0.04417740940920313,0.022985763497785854,6.0
secondary,309,2,control,0.01,32,0.002520647988364406,0.0001711458922604059,0.0023458798793888247,0.00045993927453855284,0.04164761654448311,0.16688038181050202,0.035723738172494385,0.03794376163620926,7.0
secondary,310,-4,loop,0.0001,32,0.19931874572688812,0.014167623815379088,0.17142251405203035,0.010251810455486288,0.1544393434425843,0.08206215261403327,0.03640822016127442,0.017630837996886674,6.0
secondary,310,-4,loop,0.001,32,0.020661682689999676,0.0008373209453283424,0.016932589200715026,0.0011143688118566662,0.17138344595304306,0.11345240622450506,0.0327940177505474,0.011856256665394888,6.0
secondary,310,-4,loop,0.01,32,0.002201645249871235,0.0001650049550822475,0.0017733897690200763,0.00019328471153688838,0.16798757502444106,0.12314122174892439,0.016164753587335608,0.017483286052425308,7.5
secondary,310,-2,loop,0.0001,32,0.24659150371572422,0.02901385199174289,0.24659150371572422,0.03575698301721755,0.0,0.006413579508141897,0.030966139382737956,0.02238540642040985,9.0
secondary,310,-2,loop,0.001,32,0.024493266571749744,0.0029354672080305275,0.02416771631992659,0.004462765095117165,0.0,0.08176968510514361,0.027088766814883806,0.02518194204027372,9.0
secondary,310,-2,loop,0.01,32,0.002592563943280061,0.00028149137708161553,0.002592563943280061,0.00034920861353891037,0.0,0.0,0.018608175265411454,0.01987920362986132,9.0
secondary,310,0,loop,0.0001,32,0.2602123287809731,0.03836597288559768,0.2602123287809731,0.040640507424991645,0.0,0.0,0.05682017910056317,0.01737447467608446,9.0
secondary,310,0,loop,0.001,32,0.026566038340100653,0.004008535358379767,0.026566038340100653,0.004151837569259825,0.0,0.0,0.05265209173764599,0.028592558161202722,9.0
secondary,310,0,loop,0.01,32,0.002563576781613001,0.0004184111900432993,0.002563576781613001,0.00043565169608673687,0.0,0.0,0.04028931154789324,0.02059847414086606,9.0
secondary,310,2,loop,0.0001,32,0.2276763955522194,0.011869970990493084,0.20208161958215987,0.03682904908220966,0.1357592410060408,0.14566790905985194,0.039406476706756885,0.02605914266926966,8.0
secondary,310,2,loop,0.001,32,0.022854113147849305,0.001974472833847628,0.021832892227502954,0.003595388607755483,0.023075026822214042,0.11029032886075978,0.05006929979841876,0.02441658672958536,8.0
secondary,310,2,loop,0.01,32,0.002339125977370132,0.00014634658670957404,0.0021352359821920665,0.0004136270568996037,0.06724509897571077,0.14400156682211968,0.031418884014623075,0.02399642341650063,8.0
secondary,311,-4,loop,0.0001,32,0.21283751080077254,0.025125074283904703,0.2103250232746695,0.03032887520381941,0.0,0.11413858691709876,0.029430321114258175,0.030689243222915018,9.0
secondary,311,-4,loop,0.001,32,0.021976890437876442,0.0044568957228067405,0.02077092335988904,0.003621804790157109,0.007457471068553082,0.16366928350600013,0.02349180571829655,0.03248883216844563,8.5
secondary,311,-4,loop,0.01,32,0.002456653662539999,0.00045998857581976485,0.002041274393220609,0.0003224482689348886,0.17520377044230828,0.2524556725931841,0.01773148202040819,0.028348901560281824,8.0
secondary,311,-2,loop,0.0001,32,0.21425838488388094,0.00946143782283218,0.20424176152815826,0.0349699739072738,0.013443039942979669,0.16137883489844393,0.026911001648537016,0.03082615651226802,8.5
secondary,311,-2,loop,0.001,32,0.021700088393927557,0.0017417365438059627,0.02005792474909466,0.0029932026467915096,0.05882752945904074,0.12664641815343042,0.024369625310831283,0.02367435620871702,7.0
secondary,311,-2,loop,0.01,32,0.002288670807118434,0.000113061045064406,0.001968002001248981,0.00027029183281104666,0.13923774937404815,0.1557019579215341,0.006473442436602151,0.02350334524301161,6.0
secondary,311,0,loop,0.0001,32,0.2599148887596231,0.021518554976833804,0.2599148887596231,0.021518554976833804,0.0,0.0,0.0831967137405771,0.016673013171363202,9.0
secondary,311,0,loop,0.001,32,0.02559246718191259,0.0026496358479562686,0.02559246718191259,0.0026496358479562686,0.0,0.0,0.07413710546549862,0.02082859590989758,9.0
secondary,311,0,loop,0.01,32,0.002633493060934831,0.0004241519107094534,0.002633493060934831,0.0004241519107094534,0.0,0.0,0.06647240930176102,0.020615834972345273,9.0
secondary,311,2,loop,0.0001,32,0.2058360027462129,0.018864007607082844,0.19194012804399024,0.029513307573933445,0.03857051883044092,0.11267650624439815,0.010884168892406879,0.024503525575383107,6.5
secondary,311,2,loop,0.001,32,0.02025994668683992,0.0008319501166425061,0.01905834344412537,0.0026705563910413253,0.05809332051779881,0.12185121143826773,0.009454199822914329,0.02512852403350612,6.0
secondary,311,2,loop,0.01,32,0.0021856098574699195,0.00010630627983679091,0.002086710130347423,0.0003299070262876148,0.02311243693987,0.10270528684627586,0.010850232591691836,0.026394609752298286,6.5
