gate_subset,trunk_uid,q_offset,arm,scale,n_directions,G_peak_median,G_peak_iqr,G_terminal_median,G_terminal_iqr,funnel_median,funnel_iqr,lambda_median,lambda_iqr,argmax_f_median
primary,302,0,loop,0.01,32,0.002385336843772859,0.00016589854061027642,0.002257849704868255,0.00029980441863552846,0.026447303537441763,0.10103248094959147,0.03589313970245012,0.017043982604784746,8.0
primary,304,-4,loop,0.0001,32,0.25110744469334007,0.01978147126064919,0.24677621442714,0.03575079821851068,0.0,0.09521964715396156,0.03826901882858115,0.02014089988052175,9.0
primary,304,-4,loop,0.001,32,0.024719496843227523,0.002683920981389705,0.024327217363304884,0.0029028014137386336,0.0,0.02707220981191034,0.03313295809574701,0.016491934308383457,9.0
primary,304,-4,loop,0.01,32,0.0024868448765813954,0.00021956117526977792,0.002478982056734763,0.00024088272396572113,0.0,0.001831313088619951,0.025516466369878817,0.017860288025499667,9.0
primary,304,-2,loop,0.0001,32,0.27134214809389723,0.03929213222900094,0.27134214809389723,0.03929213222900094,0.0,0.0,0.0661019244236029,0.01366863536200437,9.0
primary,304,-2,loop,0.001,32,0.026844087402627087,0.0039819748234112586,0.026844087402627087,0.0039819748234112586,0.0,0.0,0.06308630099691308,0.02374253916899694,9.0
primary,304,-2,loop,0.01,32,0.0028104643521617923,0.0003162278345229556,0.0028104643521617923,0.0003162278345229556,0.0,0.0,0.05276202367900441,0.013982800284842,9.0
primary,304,0,loop,0.0001,32,0.2332119815172735,0.011691490513460467,0.2175518093813698,0.031357433356849346,0.0556139752711375,0.13782315591329175,0.007035160213967372,0.02529290447865752,8.0
primary,304,0,loop,0.001,32,0.023140207164635627,0.00147308748909631,0.020784113710456305,0.003978173636993043,0.08106306023771916,0.1739717638374391,-0.0075285101161373,0.029244415854668627,8.0
primary,304,0,loop,0.01,32,0.002383006522745189,0.0001107947197590089,0.002202165489424069,0.00031412526172929335,0.058090153391865726,0.0988957243214581,-0.004527514039216777,0.0166386884576685,6.0
primary,304,2,loop,0.0001,32,0.21382886445529675,0.024019831175612127,0.20668926852159264,0.03444202562801202,0.0,0.03886017658807013,0.04562540923715441,0.027465161731419253,9.0
primary,304,2,loop,0.001,32,0.021284945575306836,0.00197614842701567,0.020352092603952807,0.0024958009349058154,0.0023872636637842686,0.04579528821581922,0.04077653429014342,0.029646446286329384,8.0
primary,304,2,loop,0.01,32,0.00217817777987372,0.0001709818282939219,0.00209286826901143,0.00014075423337015728,0.020963540841063243,0.08368430684184805,0.01859340391753559,0.01509951630136632,8.0
primary,305,-4,control,0.0001,32,0.22047578593182043,0.029155512540801315,0.21529554812651075,0.035734531396356184,0.006500081209172028,0.08769662561065214,0.03407471006828997,0.022112859263117103,8.5
primary,305,-4,control,0.001,32,0.021925693552720785,0.0018269960144198759,0.020790240101805947,0.0022504545274409336,0.056269716697393925,0.10887688343392601,0.028239843876183175,0.017172493396358943,8.0
primary,305,-4,control,0.01,32,0.002266950676800512,0.00014152480375628513,0.0019360181072131874,0.00029743597705262324,0.13006456113022133,0.1776084303221564,0.012972393276495825,0.018283738536012013,8.0
primary,305,-2,control,0.0001,32,0.19944306844885315,0.02439741683164326,0.18257779018512865,0.037045621788794586,0.041749535742047796,0.12458557582509798,-6.764131207273648e-05,0.023908716669625716,8.0
primary,305,-2,control,0.001,32,0.019867125294293755,0.0025289632892221865,0.019001886815223253,0.0034383121455762583,0.0,0.0761470729611389,0.008402469172594474,0.020899651123238282,9.0
primary,305,-2,control,0.01,32,0.002059159692578999,0.00012493888137419607,0.0019659771564046113,0.0003081033011327328,0.03831437993750818,0.10691636932781977,0.001033467828572783,0.01452616260625262,7.0
primary,305,0,control,0.0001,32,0.23528237158798526,0.01801443301345662,0.21594756276945984,0.02784677658162199,0.07274025497303829,0.09976410157698536,0.023231129716454975,0.017272597060286596,8.0
primary,305,0,control,0.001,32,0.023366035852553257,0.0025024206873230856,0.020801839605861745,0.002566729954397693,0.10746802277750486,0.08181910024512976,0.01934472737519618,0.016292323793062207,8.0
primary,305,0,control,0.01,32,0.0023715207105929384,0.00017341514860648184,0.0020720401473127053,0.00026799156395646137,0.12587564610705182,0.11546388956660174,0.002264649784150351,0.01613445305644173,8.0
primary,305,2,control,0.0001,32,0.22082645574214743,0.01090739442415764,0.2161194002478103,0.016349458597825856,0.0,0.03596836350132677,0.021736224496364007,0.013252837997375028,9.0
primary,305,2,control,0.001,32,0.021803997284872048,0.0016094434890348876,0.020881496367645358,0.002486920516099011,0.011263863294974972,0.07162046233235692,0.01860559243900313,0.014323342855460169,8.5
primary,305,2,control,0.01,32,0.0022603762303157167,8.801397247273999e-05,0.002239011133241715,0.0001878771667862397,0.0,0.044255099408232475,0.016405498191190932,0.016566913690789352,9.0
primary,306,-4,loop,0.0001,32,0.2632761649541686,0.023656008283823193,0.2352011571223333,0.039333111829724376,0.07507002661062953,0.1696975238646624,0.03380776610942622,0.03506496831946605,8.0
primary,306,-4,loop,0.001,32,0.025282147659299994,0.001867061556128348,0.023546292798685527,0.005142720203445972,0.05203569062543681,0.16334530218730312,0.034981227531933355,0.03311146309129351,8.0
primary,306,-4,loop,0.01,32,0.0026895261844339154,0.00029602893274137225,0.002544077454184839,0.00029872606880999636,0.033590022301980056,0.06330593298846604,0.03329584585193271,0.016931592746526173,8.0
primary,306,-2,loop,0.0001,32,0.27664853226702457,0.039873498116361705,0.21661746370150753,0.056397242788546215,0.21061987761345052,0.2871043719430833,0.014356117309748699,0.03675302805503512,8.0
primary,306,-2,loop,0.001,32,0.02786336889526768,0.0031180372694561004,0.022865205940661326,0.002826921703323323,0.17842919769717394,0.16170669048234793,0.011637728292225959,0.019211459180481325,8.0
primary,306,-2,loop,0.01,32,0.0028294988247061304,0.00034158135156433156,0.002280524735531158,0.0003419279370749824,0.19396838125823218,0.17314875636819216,0.002055254417535018,0.022991824039949656,8.0
primary,306,0,loop,0.0001,32,0.23206257222612095,0.012700757772181825,0.21944384452822852,0.026615157852702548,0.030010679905352885,0.08628875521507379,0.008174292757722273,0.020705885426862372,7.5
primary,306,0,loop,0.001,32,0.024065239025291764,0.0018727891063417372,0.02214140543373405,0.004429856578218816,0.05854001499735284,0.12554048999484632,0.0026607730271067122,0.01928063224408428,8.0
primary,306,0,loop,0.01,32,0.0025014069683197563,0.00020660525100872715,0.0024064033968486213,0.0003662376284984362,0.016188447336710918,0.10682811400701092,0.008403935743545426,0.02212021539293571,8.0
primary,306,2,loop,0.0001,32,0.20170228864434148,0.008663848516508227,0.18248230409666183,0.03785505020806798,0.08344532322739356,0.2056769666822471,0.003596903006319609,0.03910160130245628,7.0
primary,306,2,loop,0.001,32,0.020406800512971723,0.0013109971377881016,0.01789316611620131,0.003397861188715594,0.11054289538088402,0.1462452887175607,-0.0028884710086020254,0.02679159441168652,7.0
primary,306,2,loop,0.01,32,0.0020906542260097447,0.00013657248335310207,0.0017274779061200798,0.00027224478393980136,0.16073545846223958,0.159460719549705,-0.013924639870173863,0.016686381485710472,4.0
primary,308,-4,loop,0.0001,32,0.2503061986130657,0.03545386648864629,0.21825265295962984,0.025860531650082008,0.14616917695581932,0.12370284558994171,-0.001702668903516078,0.019861109934313066,7.0
primary,308,-4,loop,0.001,32,0.024973531975895105,0.0016269124534974942,0.022096345735258698,0.0038370311906046443,0.13906909425836683,0.08825329330685343,0.0011654545322892166,0.024699474305644065,7.0
primary,308,-4,loop,0.01,32,0.002558155204016091,0.00011716997726299869,0.002076308244077117,0.000289906686255113,0.18799554125881,0.08068146234221349,-0.012710090024809544,0.015243247970850707,4.0
primary,308,-2,loop,0.0001,32,0.24012344114309503,0.02614452604020434,0.23588122460422534,0.03161810983101199,0.0,0.0,0.025977114357584787,0.018930815938423405,9.0
primary,308,-2,loop,0.001,32,0.02416309002934771,0.002240969352329876,0.02416309002934771,0.0025151003755917826,0.0,0.0,0.01748924615488507,0.021045765808266677,9.0
primary,308,-2,loop,0.01,32,0.002392344258850684,0.0002033340664421338,0.002370315839038715,0.0002131347599732777,0.0,0.008465630777744773,0.01240523997185176,0.01741063346066671,9.0
primary,308,0,loop,0.0001,32,0.22330828647836556,0.01606258744385719,0.19680668924095726,0.029858124821508042,0.11713217780936995,0.13216365875371627,0.01819685141774444,0.020879023186051653,8.0
primary,308,0,loop,0.001,32,0.02246800926354671,0.0015803195943762498,0.01967284932499951,0.0034676027612590837,0.11185430811269945,0.14977070656300911,0.020805841846603924,0.0245082642451581,8.0
primary,308,0,loop,0.01,32,0.002312036344555746,8.416097516725663e-05,0.002111872149299076,0.0003576561665734298,0.08679764336161956,0.1534552161146627,0.020549973887752523,0.02843877566639241,8.0
primary,308,2,loop,0.0001,32,0.24688545877672513,0.038698987348815966,0.24688545877672513,0.047072273022912475,0.0,0.0,0.04249798211684617,0.03350372835351663,9.0
primary,308,2,loop,0.001,32,0.02403624047184088,0.005538313547386535,0.02403624047184088,0.006393460609442937,0.0,0.0,0.036829282762960436,0.04092759451333362,9.0
primary,308,2,loop,0.01,32,0.0024470686092638075,0.00034849765097047253,0.0024470686092638075,0.0003705160234404566,0.0,0.0,0.03033761097081808,0.025183210789156505,9.0
primary,309,-4,control,0.0001,32,0.25131596066122164,0.029202732509714058,0.25131596066122164,0.03986361849312198,0.0,0.0,0.023442268481913046,0.020720841802895344,9.0
primary,309,-4,control,0.001,32,0.02507973323616656,0.0034144725850176125,0.02484385282556026,0.0041435439817598466,0.0,0.0,0.028792394030265938,0.025590414939907002,9.0
primary,309,-4,control,0.01,32,0.0025327373611732738,0.0002976364506173156,0.002525993299394297,0.000424754119786719,0.0,0.017679604080784582,0.014702595394351706,0.020097086109000982,9.0
primary,309,-2,control,0.0001,32,0.22384319378094847,0.027851030664660464,0.22384319378094847,0.03778148323197711,0.0,0.04538028226802085,0.021345564967207013,0.027843251112470754,9.0
primary,309,-2,control,0.001,32,0.021129107126659687,0.002310720030206586,0.020857293651797625,0.0031290483988543442,0.0,0.040512350386616304,0.014310041270956725,0.02381573511045144,9.0
primary,309,-2,control,0.01,32,0.002166738608562923,0.00018310696763603786,0.0021200505872932375,0.00024705309310623074,0.0,0.04668830008831355,0.005737790042143955,0.018055298948226568,9.0
primary,309,0,control,0.0001,32,0.20656727460261176,0.012697923166093805,0.18185381250634464,0.016147246989802105,0.09771587203933657,0.13178332163502224,-0.0029343798720131227,0.022806113184000498,3.0
primary,309,0,control,0.001,32,0.02121769769831457,0.0014716555058920874,0.0194919432954448,0.0026699523921343733,0.1050823513582102,0.13599709598782783,-0.0007597771005810095,0.027501130236340376,2.0
primary,309,0,control,0.01,32,0.0021945016398764146,0.00013120798205558826,0.0019650698190366205,0.00018168844179300447,0.11154565837838504,0.08906715386210556,-0.002805080792216811,0.014739480136276727,1.5
primary,309,2,control,0.0001,32,0.23034559023710816,0.011769890771118452,0.22278478134669444,0.026653444167182683,0.009133491499521416,0.10755095154889138,0.029593949828941563,0.015760481988005812,7.0
primary,309,2,control,0.001,32,0.023242264467337452,0.0013953001675631842,0.021230370477270746,0.001858400198440642,0.0886417475008244,0.10973479309138388,0.022685592933845714,0.021101562751432514,3.0
primary,309,2,control,0.01,32,0.002437574616647578,0.00013554841582735355,0.0022557511220433987,0.0003278977658516262,0.06350313901097002,0.15309267598296264,0.022850447989335214,0.02758903790610692,3.0
primary,310,-4,loop,0.0001,32,0.2061192142393039,0.015241808458962447,0.1636950093500621,0.013826220121002986,0.21629288770284233,0.06875748490389438,0.010762524574235037,0.016981364068235423,3.0
primary,310,-4,loop,0.001,32,0.02138948646023337,0.0010737423225504333,0.015939648207078744,0.0020224378020889788,0.24824913729222492,0.10379433174466224,0.005727791078322631,0.01891972524606625,0.0
primary,310,-4,loop,0.01,32,0.002214224539343833,9.454197607426619e-05,0.001683007315136562,0.00032117544668626126,0.2341409977058782,0.12004533966052128,-0.005666006966211671,0.024246656233580723,3.0
primary,310,-2,loop,0.0001,32,0.2348858058900647,0.015848252151856312,0.22725849606452947,0.02675096687684103,0.01924132938973754,0.0731812060096452,0.010265484783339125,0.021373825187939052,8.0
primary,310,-2,loop,0.001,32,0.023757083365074358,0.0013796055387283665,0.02256878145162116,0.003174022263113238,0.013465846508133726,0.11721225132274826,0.010382870525591024,0.021148525316122137,8.5
primary,310,-2,loop,0.01,32,0.0024903784520291083,0.00016393433058509242,0.002389683481819428,0.0003298862805225446,0.004179211187430442,0.08924877591923286,0.0042434243027510395,0.02298467508383084,8.0
primary,310,0,loop,0.0001,32,0.2662568762138763,0.03851690567351146,0.2662568762138763,0.03851690567351146,0.0,0.0,0.04713536593257532,0.015008200733062221,9.0
primary,310,0,loop,0.001,32,0.02714126807645729,0.003826320410543361,0.02714126807645729,0.003826320410543361,0.0,0.0,0.04533222122346861,0.022875215704541665,9.0
primary,310,0,loop,0.01,32,0.0026315363907286264,0.0003338366382266435,0.0026315363907286264,0.0003338366382266435,0.0,0.0,0.03666061021833229,0.014836829473209252,9.0
primary,310,2,loop,0.0001,32,0.22355047647369888,0.012360935511457533,0.2027587169917206,0.028186122408625947,0.09724511365886651,0.12146711469131119,0.029189140652105094,0.020139087491211502,8.0
primary,310,2,loop,0.001,32,0.022994978717611726,0.0020428329202226286,0.021858561614684746,0.003547521813773432,0.0,0.08317771540095309,0.03779500855233346,0.026242796877138375,9.0
primary,310,2,loop,0.01,32,0.0022925613855646187,0.0001468898307294044,0.002088428943244063,0.0002922436734940385,0.061356835884564725,0.1270927646183496,0.020862514641940215,0.01625640306976983,8.0
primary,311,-4,loop,0.0001,32,0.1990974525620246,0.013539233811132229,0.18958590544146228,0.022096069853532324,0.06164631006481807,0.14381629845726157,0.0007491489506487022,0.027519767378842305,8.0
primary,311,-4,loop,0.001,32,0.02030069849512223,0.002139395750107586,0.018820150388252285,0.0031254704213905457,0.09270478472630886,0.2009293183583372,-0.0007788124295066489,0.029629306388281644,8.0
primary,311,-4,loop,0.01,32,0.002251051795493027,0.0001575751153735411,0.001887903264865676,0.00028445347617674695,0.17651516793323416,0.1828289919073261,-0.008597210472107975,0.028316538763647106,7.5
primary,311,-2,loop,0.0001,32,0.2156149303678455,0.016906552805730973,0.20896698440411418,0.026206086661493266,0.0,0.08196909752573049,0.02291172280227536,0.026954238841831773,9.0
primary,311,-2,loop,0.001,32,0.02156625329976366,0.0014693416422756449,0.020860705818668987,0.002473386487392523,0.00826013702687774,0.05446926979548947,0.018148025895378554,0.02142987138077917,8.5
primary,311,-2,loop,0.01,32,0.0022864721475779268,0.00014730661084051428,0.00208024846167678,0.0002679939259766567,0.06904706366695877,0.10377744464825094,-0.0007095531345192448,0.018120533054197828,3.0
primary,311,0,loop,0.0001,32,0.23966893203982137,0.015839022480140352,0.23966893203982137,0.015839022480140352,0.0,0.0,0.052437322540870905,0.0156288243286812,9.0
primary,311,0,loop,0.001,32,0.02347964714069095,0.00236782815780609,0.02347964714069095,0.00236782815780609,0.0,0.0,0.04598724682309989,0.015216590400985865,9.0
primary,311,0,loop,0.01,32,0.0024119724652120035,0.00025676928907987463,0.0024119724652120035,0.00025676928907987463,0.0,0.0,0.038735055935583754,0.016887047574451478,9.0
primary,311,2,loop,0.0001,32,0.1997924453933414,0.01713923007723306,0.19232850293826675,0.02863529732122083,0.006773045822074203,0.0816578006567219,0.01416895785332567,0.02287024973420539,8.5
primary,311,2,loop,0.001,32,0.019640637944445927,0.0015022533490224692,0.018862850166664127,0.0023394842367623035,0.023322540620427615,0.07744323577437284,0.008939281834994005,0.021732023190813715,7.0
primary,311,2,loop,0.01,32,0.002109235765430645,9.852448806407094e-05,0.0020109593423284972,0.00018126780072090292,0.01604740088555823,0.06725656473072146,0.010672013485733666,0.01915510560535528,7.0
secondary,300,-4,loop,0.0001,32,0.22961389412528463,0.010718946746620661,0.2176258576956443,0.02959942001541624,0.04025721224245807,0.17120900534281114,0.009150744382205953,0.023060839383846867,8.0
secondary,300,-4,loop,0.001,32,0.024035699436130174,0.0019382510308251048,0.022614319241454864,0.0038775444598810258,0.05479098648319725,0.13902071606317212,0.01567391900861848,0.027580766836486248,8.0
secondary,300,-4,loop,0.01,32,0.002505535478905036,0.0002599888742077796,0.0021967638542669185,0.00035126094109049714,0.11844242030191274,0.14761118937520532,-0.001056295471240219,0.01868975731275952,7.5
secondary,300,-2,loop,0.0001,32,0.20968813940237202,0.020095715343975667,0.1944420283307921,0.038214279821205316,0.006170406716592039,0.14853039808331275,0.01566523363705034,0.019064115635464323,8.0
secondary,300,-2,loop,0.001,32,0.020707461691647975,0.0022556211813784324,0.018986567091279924,0.0030096034590930652,0.02116961512216688,0.13111840434815275,0.016705072383297305,0.02765750546252765,8.0
secondary,300,-2,loop,0.01,32,0.0021372809747222435,0.00025305606562081367,0.0019296880141576932,0.0003096962436389479,0.11454927957204875,0.11444292365788071,0.005415183149619685,0.02291676810913023,8.0
secondary,300,0,loop,0.0001,32,0.21087281770251506,0.013006002950965545,0.20518277363578746,0.02229746552989431,0.0,0.08956587457625696,0.04878809449291681,0.023883318993665692,9.0
secondary,300,0,loop,0.001,32,0.021155364226572076,0.0025255743540889934,0.019448182314992193,0.004373225841167495,0.044878272298605484,0.10733326900059312,0.0405433306455872,0.03858693760727873,7.5
secondary,300,0,loop,0.01,32,0.0021750528783002184,0.00010610559681219428,0.0020985912818843647,0.00026546247839849654,0.014145391922849427,0.07360619310632094,0.021503768479776107,0.02233300822658362,8.0
secondary,300,2,loop,0.0001,32,0.24444141023267552,0.037392904310230596,0.21410530712285858,0.057185232585553386,0.013141384124207895,0.1164565017691326,0.0419972210467458,0.023014404141521345,8.0
secondary,300,2,loop,0.001,32,0.02471954707484759,0.003931977025675867,0.021604803508392854,0.004966914791323055,0.0,0.12444949756176359,0.03834976270976318,0.028984348252206936,9.0
secondary,300,2,loop,0.01,32,0.0024693938876022272,0.00026800790804179997,0.002203495596309602,0.0005638191390820039,0.04960152590773933,0.18284829217968274,0.03503169669210218,0.03258120984398659,8.0
secondary,301,-4,loop,0.0001,32,0.220307767798674,0.01272303128466673,0.20137508750772348,0.022333688243652505,0.06946742862331776,0.12361221729200028,0.013575788809415082,0.030095279224771128,5.0
secondary,301,-4,loop,0.001,32,0.022462284502727213,0.0016226851676515927,0.02053130761605953,0.0023023155002211103,0.060788003815980735,0.13526860625636916,0.0013753079799471858,0.029596348580853835,5.0
secondary,301,-4,loop,0.01,32,0.0023796479491525017,0.00012753759334215584,0.0021252892274863013,0.00018170739518790207,0.1180955059321501,0.09104068492229589,-0.014389558476270308,0.013359865742785621,1.0
secondary,301,-2,loop,0.0001,32,0.23969926696878957,0.03786928569057327,0.23611878970375835,0.047776538021701176,0.0,0.04526075371147411,0.024442509067770797,0.04084275597868432,9.0
secondary,301,-2,loop,0.001,32,0.024048768945586593,0.0019191069473318036,0.022810787727974527,0.0038065707459921834,0.038422727776964496,0.08669988113546889,0.004072557954023752,0.03380727688485139,8.0
secondary,301,-2,loop,0.01,32,0.0026303852441272252,0.00017075362293126825,0.002212341802665561,0.00043138671563263797,0.13141928468693348,0.2042696925399054,-0.0023591528761224985,0.031319267826483,6.0
secondary,301,0,loop,0.0001,32,0.26030744518234494,0.018945430158123777,0.2405999808683087,0.039706763141128115,0.07484309399989553,0.15225206092039503,0.04799104699435663,0.030380857037015645,8.0
secondary,301,0,loop,0.001,32,0.027046317486809274,0.0013574806095692574,0.025454759233554006,0.003498464121670628,0.034463746888376307,0.1076339485460046,0.0453911869926752,0.02195384388749099,8.0
secondary,301,0,loop,0.01,32,0.002779762362023688,0.00019044942546765382,0.0024965794384815593,0.0003796486081297113,0.09454412463495913,0.1777256862062198,0.030440225065391416,0.031331368772871675,5.0
secondary,301,2,loop,0.0001,32,0.24611396607014152,0.04785502207120432,0.23174400665123063,0.026806678090679714,0.0,0.10692186156967404,0.04988717743717577,0.023028995702795242,9.0
secondary,301,2,loop,0.001,32,0.02460816523527567,0.006150648025786132,0.023585276981394707,0.0030653857328769747,0.020759136933069855,0.1564260374846712,0.04510904184850424,0.01928520464790158,8.0
secondary,301,2,loop,0.01,32,0.002587561964413057,0.0005242469524508247,0.0023695189293190103,0.00029948841868385114,0.11781847838008475,0.14898937264463022,0.023756943573274396,0.02425011312737148,8.0
secondary,302,-4,loop,0.0001,32,0.2056585525549895,0.020504437699861017,0.19873280087400674,0.03212283120216991,0.0,0.05936099684817352,0.015696367701683193,0.022534583782228,9.0
secondary,302,-4,loop,0.001,32,0.020993825303089367,0.0017640353772995117,0.019165193708841344,0.004888316102301494,0.06886207415588354,0.12538068436967592,0.015517816263452576,0.029957402821589884,7.0
secondary,302,-4,loop,0.01,32,0.0022383143537268464,0.00022544776740297465,0.002046302669176374,0.00043525112247994914,0.058856660241627334,0.14976757688950304,0.010330112616617346,0.024104416875384956,7.0
secondary,302,-2,loop,0.0001,32,0.2309617177587441,0.016633911935713508,0.19875753800088425,0.041884415685013554,0.094864425566469,0.22175907593717217,0.04806143778046745,0.024157202770094074,8.0
secondary,302,-2,loop,0.001,32,0.02292001093616501,0.0022913811382536745,0.021102379347878,0.0038754875646608913,0.06425658497181615,0.12408336716963184,0.05424691320202026,0.02242594325399752,8.0
secondary,302,-2,loop,0.01,32,0.0023400840503082923,0.00024967408223661777,0.002091387391902344,0.0002606463039880637,0.09664023727452034,0.15180489822161622,0.03275355941986614,0.01937688838343385,8.0
secondary,302,0,loop,0.0001,32,0.2452650394523817,0.02064553587264059,0.23552966322908872,0.035343600433932976,0.0,0.0970752856118821,0.07418527843394435,0.03693657676581932,9.0
secondary,302,0,loop,0.001,32,0.023516671912706108,0.0028913542155005606,0.022702280330477474,0.0038721866724784476,0.0,0.07432476738272868,0.06096651095021464,0.025035963511246283,9.0
