corpus,event,lead,axis,auc_event_high,events,pairs
main16x32,loop,-2,query|all|spectrum|lag4,0.5096322241681261,103,1142
main16x32,loop,-2,query|all|spectrum|return_advantage,0.47197898423817863,103,1142
main16x32,loop,-2,query|all|spectrum|turn_instability,0.4807355516637478,103,1142
main16x32,loop,-2,query|front|edge_action|d1,0.5380910683012259,103,1142
main16x32,loop,-2,query|front|edge_action|acceleration,0.5481611208406305,103,1142
main16x32,loop,-2,query|front|edge_action|jerk,0.5345884413309983,103,1142
main16x32,loop,-2,query|front|edge_action|lag4,0.5809982486865148,103,1142
main16x32,loop,-2,query|front|edge_action|return_advantage,0.5175131348511384,103,1142
main16x32,loop,-2,query|front|edge_action|turn_instability,0.5197022767075307,103,1142
main16x32,loop,-2,query|front|edge_state|d1,0.5170753064798599,103,1142
main16x32,loop,-2,query|front|edge_state|acceleration,0.45271453590192645,103,1142
main16x32,loop,-2,query|front|edge_state|jerk,0.44702276707530647,103,1142
main16x32,loop,-2,query|front|edge_state|lag4,0.49430823117338,103,1142
main16x32,loop,-2,query|front|edge_state|return_advantage,0.4649737302977233,103,1142
main16x32,loop,-2,query|front|edge_state|turn_instability,0.44702276707530647,103,1142
main16x32,loop,-2,query|front|token_gram|d1,0.5161996497373029,103,1142
main16x32,loop,-2,query|front|token_gram|acceleration,0.510507880910683,103,1142
main16x32,loop,-2,query|front|token_gram|jerk,0.5017513134851138,103,1142
main16x32,loop,-2,query|front|token_gram|lag4,0.46628721541155865,103,1142
main16x32,loop,-2,query|front|token_gram|return_advantage,0.48555166374781084,103,1142
main16x32,loop,-2,query|front|token_gram|turn_instability,0.5017513134851138,103,1142
main16x32,loop,-2,query|front|expert_load|d1,0.5683012259194395,103,1142
main16x32,loop,-2,query|front|expert_load|acceleration,0.5538528896672504,103,1142
main16x32,loop,-2,query|front|expert_load|jerk,0.5122591943957968,103,1142
main16x32,loop,-2,query|front|expert_load|lag4,0.6291593695271454,103,1142
main16x32,loop,-2,query|front|expert_load|return_advantage,0.49430823117338,103,1142
main16x32,loop,-2,query|front|expert_load|turn_instability,0.4702276707530648,103,1142
main16x32,loop,-2,query|front|spectrum|d1,0.5779334500875657,103,1142
main16x32,loop,-2,query|front|spectrum|acceleration,0.5087565674255692,103,1142
main16x32,loop,-2,query|front|spectrum|jerk,0.4785464098073555,103,1142
main16x32,loop,-2,query|front|spectrum|lag4,0.5175131348511384,103,1142
main16x32,loop,-2,query|front|spectrum|return_advantage,0.4842381786339755,103,1142
main16x32,loop,-2,query|front|spectrum|turn_instability,0.51138353765324,103,1142
main16x32,loop,-2,query|back|edge_action|d1,0.5021891418563923,103,1142
main16x32,loop,-2,query|back|edge_action|acceleration,0.5013134851138353,103,1142
main16x32,loop,-2,query|back|edge_action|jerk,0.4172504378283713,103,1142
main16x32,loop,-2,query|back|edge_action|lag4,0.5157618213660246,103,1142
main16x32,loop,-2,query|back|edge_action|return_advantage,0.5337127845884413,103,1142
main16x32,loop,-2,query|back|edge_action|turn_instability,0.5017513134851138,103,1142
main16x32,loop,-2,query|back|edge_state|d1,0.4391418563922942,103,1142
main16x32,loop,-2,query|back|edge_state|acceleration,0.4023642732049037,103,1142
main16x32,loop,-2,query|back|edge_state|jerk,0.37784588441330996,103,1142
main16x32,loop,-2,query|back|edge_state|lag4,0.44921190893169877,103,1142
main16x32,loop,-2,query|back|edge_state|return_advantage,0.47723292469352013,103,1142
main16x32,loop,-2,query|back|edge_state|turn_instability,0.44220665499124345,103,1142
main16x32,loop,-2,query|back|token_gram|d1,0.500875656742557,103,1142
main16x32,loop,-2,query|back|token_gram|acceleration,0.4702276707530648,103,1142
main16x32,loop,-2,query|back|token_gram|jerk,0.45402802101576184,103,1142
main16x32,loop,-2,query|back|token_gram|lag4,0.43563922942206657,103,1142
main16x32,loop,-2,query|back|token_gram|return_advantage,0.4938704028021016,103,1142
main16x32,loop,-2,query|back|token_gram|turn_instability,0.5087565674255692,103,1142
main16x32,loop,-2,query|back|expert_load|d1,0.4978108581436077,103,1142
main16x32,loop,-2,query|back|expert_load|acceleration,0.4404553415061296,103,1142
main16x32,loop,-2,query|back|expert_load|jerk,0.37915936952714535,103,1142
main16x32,loop,-2,query|back|expert_load|lag4,0.5275831873905429,103,1142
main16x32,loop,-2,query|back|expert_load|return_advantage,0.4807355516637478,103,1142
main16x32,loop,-2,query|back|expert_load|turn_instability,0.4448336252189142,103,1142
main16x32,loop,-2,query|back|spectrum|d1,0.5569176882661997,103,1142
main16x32,loop,-2,query|back|spectrum|acceleration,0.5363397548161121,103,1142
main16x32,loop,-2,query|back|spectrum|jerk,0.5341506129597198,103,1142
main16x32,loop,-2,query|back|spectrum|lag4,0.5004378283712785,103,1142
main16x32,loop,-2,query|back|spectrum|return_advantage,0.5096322241681261,103,1142
main16x32,loop,-2,query|back|spectrum|turn_instability,0.5048161120840631,103,1142
main16x32,loop,-2,state|query_response,0.5035026269702276,103,1142
main16x32,loop,-2,state|query_acceleration,0.45402802101576184,103,1142
main16x32,loop,-2,state|query_jerk,0.43563922942206657,103,1142
main16x32,loop,-2,state|query_return,0.45271453590192645,103,1142
main16x32,loop,-2,state|query_turn,0.44877408056042034,103,1142
main16x32,loop,0,flow|all|edge_action|early_speed,0.6451612903225806,103,1116
main16x32,loop,0,flow|all|edge_action|late_speed,0.6742831541218638,103,1116
main16x32,loop,0,flow|all|edge_action|path,0.6908602150537635,103,1116
main16x32,loop,0,flow|all|edge_action|endpoint,0.6375448028673835,103,1116
main16x32,loop,0,flow|all|edge_action|efficiency,0.48969534050179214,103,1116
main16x32,loop,0,flow|all|edge_action|curvature,0.7531362007168458,103,1116
main16x32,loop,0,flow|all|edge_action|settling_log_ratio,0.5340501792114696,103,1116
main16x32,loop,0,flow|all|edge_state|early_speed,0.5,103,1116
main16x32,loop,0,flow|all|edge_state|late_speed,0.5,103,1116
main16x32,loop,0,flow|all|edge_state|path,0.5,103,1116
main16x32,loop,0,flow|all|edge_state|endpoint,0.5,103,1116
main16x32,loop,0,flow|all|edge_state|efficiency,0.5,103,1116
main16x32,loop,0,flow|all|edge_state|curvature,0.5,103,1116
main16x32,loop,0,flow|all|edge_state|settling_log_ratio,0.5,103,1116
main16x32,loop,0,flow|all|token_gram|early_speed,0.5627240143369175,103,1116
main16x32,loop,0,flow|all|token_gram|late_speed,0.5846774193548387,103,1116
main16x32,loop,0,flow|all|token_gram|path,0.5595878136200717,103,1116
main16x32,loop,0,flow|all|token_gram|endpoint,0.5362903225806451,103,1116
main16x32,loop,0,flow|all|token_gram|efficiency,0.5017921146953405,103,1116
main16x32,loop,0,flow|all|token_gram|curvature,0.5873655913978495,103,1116
main16x32,loop,0,flow|all|token_gram|settling_log_ratio,0.5770609318996416,103,1116
main16x32,loop,0,flow|all|expert_load|early_speed,0.6913082437275986,103,1116
main16x32,loop,0,flow|all|expert_load|late_speed,0.6438172043010753,103,1116
main16x32,loop,0,flow|all|expert_load|path,0.7150537634408602,103,1116
main16x32,loop,0,flow|all|expert_load|endpoint,0.6039426523297491,103,1116
main16x32,loop,0,flow|all|expert_load|efficiency,0.47446236559139787,103,1116
main16x32,loop,0,flow|all|expert_load|curvature,0.7813620071684588,103,1116
main16x32,loop,0,flow|all|expert_load|settling_log_ratio,0.4578853046594982,103,1116
main16x32,loop,0,flow|all|spectrum|early_speed,0.6093189964157706,103,1116
main16x32,loop,0,flow|all|spectrum|late_speed,0.5398745519713262,103,1116
main16x32,loop,0,flow|all|spectrum|path,0.6254480286738351,103,1116
main16x32,loop,0,flow|all|spectrum|endpoint,0.6079749103942652,103,1116
main16x32,loop,0,flow|all|spectrum|efficiency,0.4767025089605735,103,1116
main16x32,loop,0,flow|all|spectrum|curvature,0.6523297491039427,103,1116
main16x32,loop,0,flow|all|spectrum|settling_log_ratio,0.3982974910394265,103,1116
main16x32,loop,0,flow|front|edge_action|early_speed,0.5757168458781362,103,1116
main16x32,loop,0,flow|front|edge_action|late_speed,0.6308243727598566,103,1116
main16x32,loop,0,flow|front|edge_action|path,0.6478494623655914,103,1116
main16x32,loop,0,flow|front|edge_action|endpoint,0.5994623655913979,103,1116
main16x32,loop,0,flow|front|edge_action|efficiency,0.49507168458781364,103,1116
main16x32,loop,0,flow|front|edge_action|curvature,0.7150537634408602,103,1116
main16x32,loop,0,flow|front|edge_action|settling_log_ratio,0.592741935483871,103,1116
main16x32,loop,0,flow|front|edge_state|early_speed,0.5,103,1116
main16x32,loop,0,flow|front|edge_state|late_speed,0.5,103,1116
main16x32,loop,0,flow|front|edge_state|path,0.5,103,1116
main16x32,loop,0,flow|front|edge_state|endpoint,0.5,103,1116
main16x32,loop,0,flow|front|edge_state|efficiency,0.5,103,1116
main16x32,loop,0,flow|front|edge_state|curvature,0.5,103,1116
main16x32,loop,0,flow|front|edge_state|settling_log_ratio,0.5,103,1116
main16x32,loop,0,flow|front|token_gram|early_speed,0.5300179211469535,103,1116
main16x32,loop,0,flow|front|token_gram|late_speed,0.5367383512544803,103,1116
main16x32,loop,0,flow|front|token_gram|path,0.5241935483870968,103,1116
main16x32,loop,0,flow|front|token_gram|endpoint,0.492831541218638,103,1116
main16x32,loop,0,flow|front|token_gram|efficiency,0.47401433691756273,103,1116
main16x32,loop,0,flow|front|token_gram|curvature,0.5757168458781362,103,1116
main16x32,loop,0,flow|front|token_gram|settling_log_ratio,0.5707885304659498,103,1116
main16x32,loop,0,flow|front|expert_load|early_speed,0.5945340501792115,103,1116
main16x32,loop,0,flow|front|expert_load|late_speed,0.5806451612903226,103,1116
main16x32,loop,0,flow|front|expert_load|path,0.6191756272401434,103,1116
main16x32,loop,0,flow|front|expert_load|endpoint,0.5398745519713262,103,1116
main16x32,loop,0,flow|front|expert_load|efficiency,0.46729390681003585,103,1116
main16x32,loop,0,flow|front|expert_load|curvature,0.7101254480286738,103,1116
main16x32,loop,0,flow|front|expert_load|settling_log_ratio,0.5273297491039427,103,1116
main16x32,loop,0,flow|front|spectrum|early_speed,0.5380824372759857,103,1116
main16x32,loop,0,flow|front|spectrum|late_speed,0.5524193548387096,103,1116
main16x32,loop,0,flow|front|spectrum|path,0.5654121863799283,103,1116
main16x32,loop,0,flow|front|spectrum|endpoint,0.5098566308243727,103,1116
main16x32,loop,0,flow|front|spectrum|efficiency,0.4206989247311828,103,1116
main16x32,loop,0,flow|front|spectrum|curvature,0.6254480286738351,103,1116
main16x32,loop,0,flow|front|spectrum|settling_log_ratio,0.5,103,1116
main16x32,loop,0,flow|back|edge_action|early_speed,0.7343189964157706,103,1116
main16x32,loop,0,flow|back|edge_action|late_speed,0.6671146953405018,103,1116
main16x32,loop,0,flow|back|edge_action|path,0.7195340501792115,103,1116
main16x32,loop,0,flow|back|edge_action|endpoint,0.6568100358422939,103,1116
main16x32,loop,0,flow|back|edge_action|efficiency,0.37455197132616486,103,1116
main16x32,loop,0,flow|back|edge_action|curvature,0.7656810035842294,103,1116
main16x32,loop,0,flow|back|edge_action|settling_log_ratio,0.40546594982078854,103,1116
main16x32,loop,0,flow|back|edge_state|early_speed,0.5,103,1116
main16x32,loop,0,flow|back|edge_state|late_speed,0.5,103,1116
main16x32,loop,0,flow|back|edge_state|path,0.5,103,1116
main16x32,loop,0,flow|back|edge_state|endpoint,0.5,103,1116
main16x32,loop,0,flow|back|edge_state|efficiency,0.5,103,1116
main16x32,loop,0,flow|back|edge_state|curvature,0.5,103,1116
main16x32,loop,0,flow|back|edge_state|settling_log_ratio,0.5,103,1116
main16x32,loop,0,flow|back|token_gram|early_speed,0.6953405017921147,103,1116
main16x32,loop,0,flow|back|token_gram|late_speed,0.6406810035842294,103,1116
main16x32,loop,0,flow|back|token_gram|path,0.7060931899641577,103,1116
main16x32,loop,0,flow|back|token_gram|endpoint,0.6890681003584229,103,1116
main16x32,loop,0,flow|back|token_gram|efficiency,0.6021505376344086,103,1116
main16x32,loop,0,flow|back|token_gram|curvature,0.6581541218637993,103,1116
main16x32,loop,0,flow|back|token_gram|settling_log_ratio,0.33736559139784944,103,1116
main16x32,loop,0,flow|back|expert_load|early_speed,0.7513440860215054,103,1116
main16x32,loop,0,flow|back|expert_load|late_speed,0.628584229390681,103,1116
main16x32,loop,0,flow|back|expert_load|path,0.7423835125448028,103,1116
main16x32,loop,0,flow|back|expert_load|endpoint,0.578853046594982,103,1116
main16x32,loop,0,flow|back|expert_load|efficiency,0.3897849462365591,103,1116
main16x32,loop,0,flow|back|expert_load|curvature,0.8086917562724014,103,1116
main16x32,loop,0,flow|back|expert_load|settling_log_ratio,0.4157706093189964,103,1116
main16x32,loop,0,flow|back|spectrum|early_speed,0.6671146953405018,103,1116
main16x32,loop,0,flow|back|spectrum|late_speed,0.4968637992831541,103,1116
main16x32,loop,0,flow|back|spectrum|path,0.6523297491039427,103,1116
main16x32,loop,0,flow|back|spectrum|endpoint,0.6196236559139785,103,1116
main16x32,loop,0,flow|back|spectrum|efficiency,0.5062724014336918,103,1116
main16x32,loop,0,flow|back|spectrum|curvature,0.6258960573476703,103,1116
main16x32,loop,0,flow|back|spectrum|settling_log_ratio,0.32213261648745517,103,1116
main16x32,loop,0,terminal|all|effective_rank_fraction,0.45698924731182794,103,1116
main16x32,loop,0,terminal|all|token_affinity,0.3557347670250896,103,1116
main16x32,loop,0,terminal|all|state_action_affinity,0.6272401433691757,103,1116
main16x32,loop,0,terminal|all|expert_load_entropy,0.37455197132616486,103,1116
main16x32,loop,0,terminal|front|effective_rank_fraction,0.4018817204301075,103,1116
main16x32,loop,0,terminal|front|token_affinity,0.4381720430107527,103,1116
main16x32,loop,0,terminal|front|state_action_affinity,0.635752688172043,103,1116
main16x32,loop,0,terminal|front|expert_load_entropy,0.414426523297491,103,1116
main16x32,loop,0,terminal|back|effective_rank_fraction,0.6205197132616488,103,1116
main16x32,loop,0,terminal|back|token_affinity,0.34767025089605735,103,1116
main16x32,loop,0,terminal|back|state_action_affinity,0.478494623655914,103,1116
main16x32,loop,0,terminal|back|expert_load_entropy,0.35080645161290325,103,1116
main16x32,loop,0,state|flow_nonsettling,0.47087813620071683,103,1116
main16x32,loop,0,state|flow_curvature,0.7795698924731183,103,1116
main16x32,loop,0,state|flow_directness,0.4977598566308244,103,1116
main16x32,loop,0,state|flow_late_motion,0.6594982078853047,103,1116
main16x32,loop,0,state|diversity,0.45698924731182794,103,1116
main16x32,loop,0,state|token_coherence,0.3557347670250896,103,1116
main16x32,loop,0,query|all|edge_action|d1,0.5824372759856631,103,1116
main16x32,loop,0,query|all|edge_action|acceleration,0.49193548387096775,103,1116
main16x32,loop,0,query|all|edge_action|jerk,0.47625448028673834,103,1116
main16x32,loop,0,query|all|edge_action|lag4,0.696236559139785,103,1116
main16x32,loop,0,query|all|edge_action|return_advantage,0.4032258064516129,103,1116
main16x32,loop,0,query|all|edge_action|turn_instability,0.3736559139784946,103,1116
main16x32,loop,0,query|all|edge_state|d1,0.4368279569892473,103,1116
main16x32,loop,0,query|all|edge_state|acceleration,0.6021505376344086,103,1116
main16x32,loop,0,query|all|edge_state|jerk,0.5707885304659498,103,1116
main16x32,loop,0,query|all|edge_state|lag4,0.49910394265232977,103,1116
main16x32,loop,0,query|all|edge_state|return_advantage,0.4977598566308244,103,1116
main16x32,loop,0,query|all|edge_state|turn_instability,0.6559139784946236,103,1116
main16x32,loop,0,query|all|token_gram|d1,0.3897849462365591,103,1116
main16x32,loop,0,query|all|token_gram|acceleration,0.5219534050179212,103,1116
main16x32,loop,0,query|all|token_gram|jerk,0.6079749103942652,103,1116
main16x32,loop,0,query|all|token_gram|lag4,0.5654121863799283,103,1116
main16x32,loop,0,query|all|token_gram|return_advantage,0.48342293906810035,103,1116
main16x32,loop,0,query|all|token_gram|turn_instability,0.6482974910394266,103,1116
main16x32,loop,0,query|all|expert_load|d1,0.6196236559139785,103,1116
main16x32,loop,0,query|all|expert_load|acceleration,0.5555555555555556,103,1116
main16x32,loop,0,query|all|expert_load|jerk,0.5273297491039427,103,1116
main16x32,loop,0,query|all|expert_load|lag4,0.7128136200716846,103,1116
main16x32,loop,0,query|all|expert_load|return_advantage,0.45340501792114696,103,1116
main16x32,loop,0,query|all|expert_load|turn_instability,0.478494623655914,103,1116
main16x32,loop,0,query|all|spectrum|d1,0.4224910394265233,103,1116
main16x32,loop,0,query|all|spectrum|acceleration,0.5645161290322581,103,1116
main16x32,loop,0,query|all|spectrum|jerk,0.5833333333333334,103,1116
main16x32,loop,0,query|all|spectrum|lag4,0.53584229390681,103,1116
main16x32,loop,0,query|all|spectrum|return_advantage,0.4852150537634409,103,1116
main16x32,loop,0,query|all|spectrum|turn_instability,0.6137992831541219,103,1116
main16x32,loop,0,query|front|edge_action|d1,0.489247311827957,103,1116
main16x32,loop,0,query|front|edge_action|acceleration,0.4166666666666667,103,1116
main16x32,loop,0,query|front|edge_action|jerk,0.4283154121863799,103,1116
main16x32,loop,0,query|front|edge_action|lag4,0.6635304659498208,103,1116
main16x32,loop,0,query|front|edge_action|return_advantage,0.3185483870967742,103,1116
main16x32,loop,0,query|front|edge_action|turn_instability,0.30689964157706096,103,1116
main16x32,loop,0,query|front|edge_state|d1,0.4153225806451613,103,1116
main16x32,loop,0,query|front|edge_state|acceleration,0.6254480286738351,103,1116
main16x32,loop,0,query|front|edge_state|jerk,0.5627240143369175,103,1116
main16x32,loop,0,query|front|edge_state|lag4,0.5,103,1116
main16x32,loop,0,query|front|edge_state|return_advantage,0.4829749103942652,103,1116
main16x32,loop,0,query|front|edge_state|turn_instability,0.649641577060932,103,1116
main16x32,loop,0,query|front|token_gram|d1,0.38530465949820786,103,1116
main16x32,loop,0,query|front|token_gram|acceleration,0.5219534050179212,103,1116
main16x32,loop,0,query|front|token_gram|jerk,0.6102150537634409,103,1116
main16x32,loop,0,query|front|token_gram|lag4,0.5654121863799283,103,1116
main16x32,loop,0,query|front|token_gram|return_advantage,0.4775985663082437,103,1116
main16x32,loop,0,query|front|token_gram|turn_instability,0.642921146953405,103,1116
main16x32,loop,0,query|front|expert_load|d1,0.5103046594982079,103,1116
main16x32,loop,0,query|front|expert_load|acceleration,0.4699820788530466,103,1116
main16x32,loop,0,query|front|expert_load|jerk,0.5183691756272402,103,1116
main16x32,loop,0,query|front|expert_load|lag4,0.7163978494623656,103,1116
main16x32,loop,0,query|front|expert_load|return_advantage,0.3839605734767025,103,1116
main16x32,loop,0,query|front|expert_load|turn_instability,0.39336917562724016,103,1116
main16x32,loop,0,query|front|spectrum|d1,0.42473118279569894,103,1116
main16x32,loop,0,query|front|spectrum|acceleration,0.600358422939068,103,1116
main16x32,loop,0,query|front|spectrum|jerk,0.6160394265232975,103,1116
main16x32,loop,0,query|front|spectrum|lag4,0.543010752688172,103,1116
main16x32,loop,0,query|front|spectrum|return_advantage,0.47580645161290325,103,1116
main16x32,loop,0,query|front|spectrum|turn_instability,0.6241039426523297,103,1116
main16x32,loop,0,query|back|edge_action|d1,0.5882616487455197,103,1116
main16x32,loop,0,query|back|edge_action|acceleration,0.5828853046594982,103,1116
main16x32,loop,0,query|back|edge_action|jerk,0.5291218637992832,103,1116
main16x32,loop,0,query|back|edge_action|lag4,0.6447132616487455,103,1116
main16x32,loop,0,query|back|edge_action|return_advantage,0.42025089605734767,103,1116
main16x32,loop,0,query|back|edge_action|turn_instability,0.4171146953405018,103,1116
main16x32,loop,0,query|back|edge_state|d1,0.4932795698924731,103,1116
main16x32,loop,0,query|back|edge_state|acceleration,0.5698924731182796,103,1116
main16x32,loop,0,query|back|edge_state|jerk,0.5730286738351255,103,1116
main16x32,loop,0,query|back|edge_state|lag4,0.375,103,1116
main16x32,loop,0,query|back|edge_state|return_advantage,0.46953405017921146,103,1116
main16x32,loop,0,query|back|edge_state|turn_instability,0.6030465949820788,103,1116
main16x32,loop,0,query|back|token_gram|d1,0.4350358422939068,103,1116
main16x32,loop,0,query|back|token_gram|acceleration,0.49372759856630827,103,1116
main16x32,loop,0,query|back|token_gram|jerk,0.5416666666666666,103,1116
main16x32,loop,0,query|back|token_gram|lag4,0.5098566308243727,103,1116
main16x32,loop,0,query|back|token_gram|return_advantage,0.4345878136200717,103,1116
main16x32,loop,0,query|back|token_gram|turn_instability,0.5389784946236559,103,1116
main16x32,loop,0,query|back|expert_load|d1,0.6550179211469535,103,1116
main16x32,loop,0,query|back|expert_load|acceleration,0.5555555555555556,103,1116
main16x32,loop,0,query|back|expert_load|jerk,0.535394265232975,103,1116
main16x32,loop,0,query|back|expert_load|lag4,0.6232078853046595,103,1116
main16x32,loop,0,query|back|expert_load|return_advantage,0.49014336917562723,103,1116
main16x32,loop,0,query|back|expert_load|turn_instability,0.47580645161290325,103,1116
main16x32,loop,0,query|back|spectrum|d1,0.4507168458781362,103,1116
main16x32,loop,0,query|back|spectrum|acceleration,0.5026881720430108,103,1116
main16x32,loop,0,query|back|spectrum|jerk,0.5094086021505376,103,1116
main16x32,loop,0,query|back|spectrum|lag4,0.4932795698924731,103,1116
main16x32,loop,0,query|back|spectrum|return_advantage,0.39381720430107525,103,1116
main16x32,loop,0,query|back|spectrum|turn_instability,0.5156810035842294,103,1116
main16x32,loop,0,state|query_response,0.49731182795698925,103,1116
main16x32,loop,0,state|query_acceleration,0.571236559139785,103,1116
main16x32,loop,0,state|query_jerk,0.5707885304659498,103,1116
main16x32,loop,0,state|query_return,0.45654121863799285,103,1116
main16x32,loop,0,state|query_turn,0.6299283154121864,103,1116
main16x32,static,-8,flow|all|edge_action|early_speed,0.4200487012987013,126,1232
main16x32,static,-8,flow|all|edge_action|late_speed,0.510551948051948,126,1232
main16x32,static,-8,flow|all|edge_action|path,0.48011363636363635,126,1232
main16x32,static,-8,flow|all|edge_action|endpoint,0.5089285714285714,126,1232
main16x32,static,-8,flow|all|edge_action|efficiency,0.48457792207792205,126,1232
main16x32,static,-8,flow|all|edge_action|curvature,0.45292207792207795,126,1232
main16x32,static,-8,flow|all|edge_action|settling_log_ratio,0.5462662337662337,126,1232
main16x32,static,-8,flow|all|edge_state|early_speed,0.5,126,1232
main16x32,static,-8,flow|all|edge_state|late_speed,0.5,126,1232
main16x32,static,-8,flow|all|edge_state|path,0.5,126,1232
main16x32,static,-8,flow|all|edge_state|endpoint,0.5,126,1232
main16x32,static,-8,flow|all|edge_state|efficiency,0.5,126,1232
main16x32,static,-8,flow|all|edge_state|curvature,0.5,126,1232
main16x32,static,-8,flow|all|edge_state|settling_log_ratio,0.5,126,1232
main16x32,static,-8,flow|all|token_gram|early_speed,0.4537337662337662,126,1232
main16x32,static,-8,flow|all|token_gram|late_speed,0.3652597402597403,126,1232
main16x32,static,-8,flow|all|token_gram|path,0.3425324675324675,126,1232
main16x32,static,-8,flow|all|token_gram|endpoint,0.26258116883116883,126,1232
main16x32,static,-8,flow|all|token_gram|efficiency,0.2325487012987013,126,1232
main16x32,static,-8,flow|all|token_gram|curvature,0.3705357142857143,126,1232
main16x32,static,-8,flow|all|token_gram|settling_log_ratio,0.4224837662337662,126,1232
main16x32,static,-8,flow|all|expert_load|early_speed,0.4472402597402597,126,1232
main16x32,static,-8,flow|all|expert_load|late_speed,0.5933441558441559,126,1232
main16x32,static,-8,flow|all|expert_load|path,0.5166396103896104,126,1232
main16x32,static,-8,flow|all|expert_load|endpoint,0.5864448051948052,126,1232
main16x32,static,-8,flow|all|expert_load|efficiency,0.5921266233766234,126,1232
main16x32,static,-8,flow|all|expert_load|curvature,0.42857142857142855,126,1232
main16x32,static,-8,flow|all|expert_load|settling_log_ratio,0.619724025974026,126,1232
main16x32,static,-8,flow|all|spectrum|early_speed,0.39813311688311687,126,1232
main16x32,static,-8,flow|all|spectrum|late_speed,0.32061688311688313,126,1232
main16x32,static,-8,flow|all|spectrum|path,0.33887987012987014,126,1232
main16x32,static,-8,flow|all|spectrum|endpoint,0.26136363636363635,126,1232
main16x32,static,-8,flow|all|spectrum|efficiency,0.3003246753246753,126,1232
main16x32,static,-8,flow|all|spectrum|curvature,0.4898538961038961,126,1232
main16x32,static,-8,flow|all|spectrum|settling_log_ratio,0.34983766233766234,126,1232
main16x32,static,-8,flow|front|edge_action|early_speed,0.4719967532467532,126,1232
main16x32,static,-8,flow|front|edge_action|late_speed,0.5880681818181818,126,1232
main16x32,static,-8,flow|front|edge_action|path,0.5243506493506493,126,1232
main16x32,static,-8,flow|front|edge_action|endpoint,0.5592532467532467,126,1232
main16x32,static,-8,flow|front|edge_action|efficiency,0.5190746753246753,126,1232
main16x32,static,-8,flow|front|edge_action|curvature,0.4614448051948052,126,1232
main16x32,static,-8,flow|front|edge_action|settling_log_ratio,0.5929383116883117,126,1232
main16x32,static,-8,flow|front|edge_state|early_speed,0.5,126,1232
main16x32,static,-8,flow|front|edge_state|late_speed,0.5,126,1232
main16x32,static,-8,flow|front|edge_state|path,0.5,126,1232
main16x32,static,-8,flow|front|edge_state|endpoint,0.5,126,1232
main16x32,static,-8,flow|front|edge_state|efficiency,0.5,126,1232
main16x32,static,-8,flow|front|edge_state|curvature,0.5,126,1232
main16x32,static,-8,flow|front|edge_state|settling_log_ratio,0.5,126,1232
main16x32,static,-8,flow|front|token_gram|early_speed,0.5008116883116883,126,1232
main16x32,static,-8,flow|front|token_gram|late_speed,0.4147727272727273,126,1232
main16x32,static,-8,flow|front|token_gram|path,0.3693181818181818,126,1232
main16x32,static,-8,flow|front|token_gram|endpoint,0.29667207792207795,126,1232
main16x32,static,-8,flow|front|token_gram|efficiency,0.2585227272727273,126,1232
main16x32,static,-8,flow|front|token_gram|curvature,0.3823051948051948,126,1232
main16x32,static,-8,flow|front|token_gram|settling_log_ratio,0.4569805194805195,126,1232
main16x32,static,-8,flow|front|expert_load|early_speed,0.5089285714285714,126,1232
main16x32,static,-8,flow|front|expert_load|late_speed,0.7642045454545454,126,1232
main16x32,static,-8,flow|front|expert_load|path,0.6136363636363636,126,1232
main16x32,static,-8,flow|front|expert_load|endpoint,0.5974025974025974,126,1232
main16x32,static,-8,flow|front|expert_load|efficiency,0.5462662337662337,126,1232
main16x32,static,-8,flow|front|expert_load|curvature,0.5215097402597403,126,1232
main16x32,static,-8,flow|front|expert_load|settling_log_ratio,0.6992694805194806,126,1232
main16x32,static,-8,flow|front|spectrum|early_speed,0.3952922077922078,126,1232
main16x32,static,-8,flow|front|spectrum|late_speed,0.4257305194805195,126,1232
main16x32,static,-8,flow|front|spectrum|path,0.3676948051948052,126,1232
main16x32,static,-8,flow|front|spectrum|endpoint,0.2508116883116883,126,1232
main16x32,static,-8,flow|front|spectrum|efficiency,0.2784090909090909,126,1232
main16x32,static,-8,flow|front|spectrum|curvature,0.49594155844155846,126,1232
main16x32,static,-8,flow|front|spectrum|settling_log_ratio,0.49107142857142855,126,1232
main16x32,static,-8,flow|back|edge_action|early_speed,0.35957792207792205,126,1232
main16x32,static,-8,flow|back|edge_action|late_speed,0.33766233766233766,126,1232
main16x32,static,-8,flow|back|edge_action|path,0.3547077922077922,126,1232
main16x32,static,-8,flow|back|edge_action|endpoint,0.3944805194805195,126,1232
main16x32,static,-8,flow|back|edge_action|efficiency,0.614448051948052,126,1232
main16x32,static,-8,flow|back|edge_action|curvature,0.4224837662337662,126,1232
main16x32,static,-8,flow|back|edge_action|settling_log_ratio,0.37743506493506496,126,1232
main16x32,static,-8,flow|back|edge_state|early_speed,0.5,126,1232
main16x32,static,-8,flow|back|edge_state|late_speed,0.5,126,1232
main16x32,static,-8,flow|back|edge_state|path,0.5,126,1232
main16x32,static,-8,flow|back|edge_state|endpoint,0.5,126,1232
main16x32,static,-8,flow|back|edge_state|efficiency,0.5,126,1232
main16x32,static,-8,flow|back|edge_state|curvature,0.5,126,1232
main16x32,static,-8,flow|back|edge_state|settling_log_ratio,0.5,126,1232
main16x32,static,-8,flow|back|token_gram|early_speed,0.570211038961039,126,1232
