candidate,query,matched_reference_queries,mean_local_match_distance,front_route_acceleration,back_route_acceleration,back_front_acceleration_ratio,matched_healthy_ratio_max,normalized_acceleration_excess,raw_at_frozen_threshold
1610000001,1,"[1,1,1,1]",0.032547933515161276,0.011365577382691313,0.006682515891349062,0.587960969015608,0.624531277671282,0.9414435914370288,False
1610000001,2,"[3,2,3,2]",0.031005644239485264,0.010947039379483863,0.006377316853266155,0.5825608762509846,0.5911241451718735,0.9855135862900694,False
1610000001,3,"[3,2,4,3]",0.02919438388198614,0.011490224581877807,0.006881999154112693,0.5989438330880729,0.5971766585633101,1.0029592156682985,False
1610000001,4,"[4,3,4,3]",0.029848656617105007,0.01110574075070649,0.006829623819057181,0.6149633754617149,0.5971766585633101,1.0297846820423224,False
1610000001,5,"[6,5,6,5]",0.03224247973412275,0.011255492067837847,0.006635970943051848,0.589576262242136,0.6030236711708165,0.97770003140578,False
1610000001,6,"[6,6,5,6]",0.03254708927124739,0.011064952413661112,0.00618876273753436,0.5593121873613784,0.6008329815909175,0.9308946154726758,False
1610000001,7,"[7,7,6,7]",0.03286627680063248,0.011507149809582052,0.006575497931728192,0.5714271596823001,0.5881966398434066,0.9714900102700841,False
1610000001,8,"[8,8,8,8]",0.03336916770786047,0.011737510728194189,0.006736497811586248,0.5739290014368026,0.5787599126940826,0.9916529960846935,False
1610000001,9,"[9,9,10,9]",0.033892758190631866,0.011781782763628842,0.006603812927478333,0.5605104982808501,0.6079490590713554,0.9219695135921948,False
1610000001,10,"[9,9,12,10]",0.03612638916820288,0.012439684888197394,0.007475654927717015,0.6009521137315799,0.6065480031679557,0.9907742018650645,False
1610000001,11,"[9,10,13,11]",0.03844990860670805,0.012633779425308814,0.007530003914489098,0.5960214802709395,0.6519120765120859,0.9142666653144746,False
1610000001,12,"[12,12,15,12]",0.038002642802894115,0.011913540757660504,0.00712270310794173,0.5978661804100325,0.6199205387526212,0.9644238947350162,False
