candidate,queries,query_score_max,persistence2_support_max
1610000001,38,1.0447947001359865,1.0029592156682985
1610000003,38,1.0591835972237764,1.0011980509551905
1610000004,37,1.0912972332289526,1.0176328516333635
1610000005,41,1.0775123811657583,1.0457019658379743
1610000006,39,1.0477883639262888,1.0037954929998187
