corpus,event,pairs,baseline_correct_fraction,transfer_correct_fraction,fusion_correct_fraction,transfer_rescues_baseline_fraction,transfer_breaks_baseline_fraction
main16x32,loop,1142,0.6541155866900175,0.6260945709281961,0.6672504378283712,0.08231173380035026,0.0691768826619965
main16x32,static,1070,0.9850467289719627,0.9233644859813084,0.9514018691588785,0.003738317757009346,0.037383177570093455
grid50x8,loop,1108,0.6606498194945848,0.6335740072202166,0.6561371841155235,0.1092057761732852,0.11371841155234658
grid50x8,static,267,0.9887640449438202,0.846441947565543,0.9138576779026217,0.003745318352059925,0.07865168539325842
