detector,cohort,fpr,iw_recall,survival_iw_recall,excess
ablate_no_gating,development_main,0.0001,0.0451745379876796,0.0,0.0451745379876796
ablate_no_gating,development_main,0.00011552990250743249,0.0451745379876796,0.0,0.0451745379876796
ablate_no_gating,development_main,0.00013347158373376854,0.0451745379876796,0.0,0.0451745379876796
ablate_no_gating,development_main,0.00015419959056274876,0.0533880903490759,0.0,0.0533880903490759
ablate_no_gating,development_main,0.00017814663664400372,0.0533880903490759,0.0,0.0533880903490759
ablate_no_gating,development_main,0.0002058126356350875,0.0533880903490759,0.0,0.0533880903490759
ablate_no_gating,development_main,0.00023777513729719357,0.0595482546201232,0.0,0.0595482546201232
ablate_no_gating,development_main,0.0002747013843063615,0.0595482546201232,0.0,0.0595482546201232
ablate_no_gating,development_main,0.00031736224147570685,0.0800821355236139,0.0,0.0800821355236139
ablate_no_gating,development_main,0.0003666482881722866,0.0965092402464065,0.0,0.0965092402464065
ablate_no_gating,development_main,0.00042358840987061284,0.0965092402464065,0.0,0.0965092402464065
ablate_no_gating,development_main,0.000489371276956302,0.1067761806981519,0.0,0.1067761806981519
ablate_no_gating,development_main,0.0005653701591669932,0.1252566735112936,0.0,0.1252566735112936
ablate_no_gating,development_main,0.000653171593691743,0.1252566735112936,0.0,0.1252566735112936
ablate_no_gating,development_main,0.0007546085053983131,0.1252566735112936,0.0,0.1252566735112936
ablate_no_gating,development_main,0.0008717984705994645,0.162217659137577,0.0,0.162217659137577
ablate_no_gating,development_main,0.0010071879231448489,0.162217659137577,0.0,0.162217659137577
ablate_no_gating,development_main,0.0011636032256758778,0.162217659137577,0.0,0.162217659137577
ablate_no_gating,development_main,0.0013443096721966813,0.1930184804928131,0.0,0.1930184804928131
ablate_no_gating,development_main,0.0015530796536868095,0.2156057494866529,0.0,0.2156057494866529
ablate_no_gating,development_main,0.001794271409767141,0.2156057494866529,0.0,0.2156057494866529
ablate_no_gating,development_main,0.002,0.2279260780287474,0.0,0.2279260780287474
ablate_no_gating,development_main,0.0020729200104227124,0.2279260780287474,0.0,0.2279260780287474
ablate_no_gating,development_main,0.0023948424670984167,0.24435318275154,0.0,0.24435318275154
ablate_no_gating,development_main,0.002766759167445392,0.24435318275154,0.0,0.24435318275154
ablate_no_gating,development_main,0.003196434168765112,0.2607802874743326,0.0,0.2607802874743326
ablate_no_gating,development_main,0.0036928372788885937,0.2854209445585215,0.0,0.2854209445585215
ablate_no_gating,development_main,0.004266331308058115,0.2854209445585215,0.0,0.2854209445585215
ablate_no_gating,development_main,0.004928888400843604,0.2915811088295688,0.0,0.2915811088295688
ablate_no_gating,development_main,0.005,0.2915811088295688,0.0,0.2915811088295688
ablate_no_gating,development_main,0.0056943399641947645,0.3162217659137577,0.0,0.3162217659137577
ablate_no_gating,development_main,0.006578665409075977,0.3285420944558521,0.0,0.3285420944558521
ablate_no_gating,development_main,0.007600325733395653,0.3347022587268994,0.0,0.3347022587268994
ablate_no_gating,development_main,0.008780648910039301,0.3449691991786447,0.0,0.3449691991786447
ablate_no_gating,development_main,0.01,0.3552361396303901,0.0,0.3552361396303901
ablate_no_gating,development_main,0.010144275125288338,0.3552361396303901,0.0,0.3552361396303901
ablate_no_gating,development_main,0.011719671162331342,0.3819301848049281,0.0,0.3819301848049281
ablate_no_gating,development_main,0.013539724668033078,0.3963039014373716,0.0,0.3963039014373716
ablate_no_gating,development_main,0.015642430708753388,0.4045174537987679,0.0,0.4045174537987679
ablate_no_gating,development_main,0.01807168494761547,0.4312114989733059,0.0,0.4312114989733059
ablate_no_gating,development_main,0.02,0.4496919917864476,0.0,0.4496919917864476
ablate_no_gating,development_main,0.0208782000014305,0.4558521560574948,0.4558521560574948,0.0
ablate_no_gating,development_main,0.024120564106959404,0.4558521560574948,0.4558521560574948,0.0
ablate_no_gating,development_main,0.02786646419701295,0.4558521560574948,0.5318275154004107,-0.07597535934291594
ablate_no_gating,development_main,0.032194098919077645,0.4558521560574948,0.5318275154004107,-0.07597535934291594
ablate_no_gating,development_main,0.03719381109435677,0.4558521560574948,0.5318275154004107,-0.07597535934291594
ablate_no_gating,development_main,0.04296997369610899,0.4579055441478439,0.7905544147843943,-0.33264887063655035
ablate_no_gating,development_main,0.04964316871858405,0.4825462012320328,0.7905544147843943,-0.30800821355236147
ablate_no_gating,development_main,0.05,0.5030800821355236,0.7905544147843943,-0.2874743326488707
ablate_no_gating,development_main,0.05735270442218037,0.5174537987679672,1.0,-0.48254620123203285
ablate_no_gating,development_main,0.0662595235043209,0.5503080082135524,1.0,-0.4496919917864476
ablate_no_gating,development_main,0.0678,0.5503080082135524,1.0,-0.4496919917864476
ablate_no_gating,development_main,0.07654956290643118,0.5811088295687885,1.0,-0.4188911704312115
ablate_no_gating,development_main,0.08843763539566564,0.6016427104722792,1.0,-0.39835728952772076
ablate_no_gating,development_main,0.1,0.6262833675564682,1.0,-0.3737166324435318
ablate_no_gating,development_main,0.10217191395249112,0.6262833675564682,1.0,-0.3737166324435318
ablate_no_gating,development_main,0.1180391125792908,0.6509240246406571,1.0,-0.34907597535934287
ablate_no_gating,development_main,0.13637047168349314,0.7084188911704312,1.0,-0.2915811088295688
ablate_no_gating,development_main,0.15754867298486527,0.7227926078028748,1.0,-0.2772073921971252
ablate_no_gating,development_main,0.1820158283011685,0.7494866529774127,1.0,-0.2505133470225873
ablate_no_gating,development_main,0.2,0.7659137577002053,1.0,-0.2340862422997947
ablate_no_gating,development_main,0.21028270898443566,0.7720739219712526,1.0,-0.22792607802874743
ablate_no_gating,development_main,0.24293940867970626,0.7885010266940452,1.0,-0.2114989733059548
ablate_no_gating,development_main,0.2806676619997976,0.8008213552361396,1.0,-0.19917864476386038
ablate_no_gating,development_main,0.32425507627825634,0.8234086242299795,1.0,-0.1765913757700205
ablate_no_gating,development_main,0.37461157349967034,0.8788501026694046,1.0,-0.12114989733059545
ablate_no_gating,development_main,0.43278838564572797,1.0,1.0,0.0
ablate_no_gating,development_main,0.5,1.0,1.0,0.0
ablate_no_gating,external_8b,0.0001,0.0159574468085106,0.0,0.0159574468085106
ablate_no_gating,external_8b,0.00011552990250743249,0.0159574468085106,0.0,0.0159574468085106
