suite,chunk,n_replicated,top1,top3,top1_any,n_tasks,prior,gated
libero_goal,4,16,0.172197209715969,0.1718359179589794,0.172197209715969,6.0,0.0255,True
libero_goal,5,54,0.1798955033072091,0.1623867489300205,0.1798955033072091,6.0,0.0255,True
libero_goal,6,307,0.2649519204046467,0.2536546050803179,0.2649519204046467,6.0,0.0255,True
libero_goal,7,133,0.1930176788801517,0.1858931459483576,0.1930176788801517,6.0,0.0262954369682907,True
libero_goal,8,194,0.1891763550024562,0.1710168658915998,0.1891763550024562,5.0,0.0319248826291079,True
libero_goal,9,120,0.2001448124445275,0.2000046713691783,0.2099079740271874,5.0,0.0503206709422792,True
libero_goal,10,0,0.0,0.0,0.208715715248613,2.0,0.0612244897959183,False
libero_goal,11,0,0.0,0.0,0.2884066988126718,2.0,0.0618932038834951,False
libero_goal,12,0,0.0,0.0,0.2985117643976314,2.0,0.0742898761835396,False
libero_goal,13,0,0.0,0.0,0.2907039370926914,2.0,0.1259259259259259,False
libero_goal,14,0,0.0,0.0,0.3275965688684915,2.0,0.1743589743589743,False
libero_goal,15,0,0.0,0.0,0.4388815207780725,1.0,0.2027833001988071,False
libero_goal,16,0,0.0,0.0,0.3824602122015915,1.0,0.2107438016528925,False
libero_goal,17,0,0.0,0.0,0.410217083529967,1.0,0.2222222222222222,False
libero_goal,18,0,0.0,0.0,0.4126696832579185,1.0,0.3388704318936877,False
libero_long,4,0,0.0,0.0,0.1011175999762843,7.0,0.0792857142857142,False
libero_long,5,12,0.1220837162422553,0.1206088992974239,0.1220837162422553,7.0,0.0792857142857142,False
libero_long,6,34,0.1460142886787419,0.1456881984999851,0.1460142886787419,7.0,0.0792857142857142,False
libero_long,7,19,0.1293985118430023,0.1255002519787745,0.1293985118430023,7.0,0.0792857142857142,False
libero_long,8,0,0.0,0.0,0.0994871490825008,7.0,0.0792857142857142,False
libero_long,9,7,0.1148949100287551,0.1074318916194824,0.1148949100287551,7.0,0.0792857142857142,False
libero_long,10,0,0.0,0.0,0.0998132392612575,7.0,0.0792857142857142,False
libero_long,11,5,0.1080247828535855,0.1080247828535855,0.1080247828535855,7.0,0.0792857142857142,False
libero_long,12,31,0.1554264370201287,0.1328965701242107,0.1554264370201287,7.0,0.0792857142857142,False
libero_long,13,87,0.1547223786796312,0.1475706281682625,0.1547223786796312,7.0,0.0792857142857142,True
libero_long,14,262,0.1969225295739571,0.1867013549171336,0.1969225295739571,7.0,0.0793140407288317,True
libero_long,15,192,0.1978005647198692,0.1948209243572596,0.1978005647198692,7.0,0.079913606911447,True
libero_long,16,43,0.1509024514352419,0.1400520817743721,0.1734263222484959,7.0,0.0816476645825671,False
libero_long,17,28,0.1265539457366685,0.1254499258945585,0.1265539457366685,7.0,0.0843465045592705,False
libero_long,18,10,0.1244005253993951,0.118352323059535,0.1244005253993951,7.0,0.0870246961975695,False
libero_long,19,5,0.1202081219834608,0.1061437486550462,0.1271557686986996,7.0,0.0888355342136854,False
libero_long,20,7,0.1189486742130563,0.1053031477748488,0.1523026825864475,7.0,0.0900243309002433,False
libero_long,21,2,0.1170794415335046,0.0,0.1240846812249812,7.0,0.0974967061923583,False
libero_long,22,19,0.1162011691565371,0.1152361510624477,0.1507191240604992,7.0,0.1192907039226222,False
libero_long,23,13,0.1420881295346709,0.1389710419370625,0.1566735462456648,7.0,0.1487935656836461,False
libero_long,24,59,0.175153683824204,0.1687769520139462,0.175153683824204,6.0,0.190721649484536,True
libero_long,25,33,0.172073377986604,0.1710986703988803,0.1989403179046286,4.0,0.2727272727272727,True
libero_long,26,73,0.1827306120337317,0.1802990325417766,0.2149231724352008,4.0,0.3288888888888889,True
libero_long,27,0,0.0,0.0,0.2419038792532769,3.0,0.3693843594009983,False
libero_long,28,0,0.0,0.0,0.2949939767099451,3.0,0.3901581722319859,False
libero_long,29,0,0.0,0.0,0.3727361062376852,3.0,0.4036363636363636,False
libero_long,30,0,0.0,0.0,0.3967958978811145,3.0,0.4111111111111111,False
libero_long,31,0,0.0,0.0,0.3391051221778822,2.0,0.4228571428571429,False
libero_long,32,0,0.0,0.0,0.3516334311654826,2.0,0.4310679611650485,False
libero_long,33,0,0.0,0.0,0.3766957763497556,2.0,0.4352941176470588,False
libero_object,4,118,0.2356993111710092,0.2342018568433662,0.2356993111710092,6.0,0.00925,False
libero_object,5,108,0.1786463012878107,0.1698113207547169,0.1786463012878107,6.0,0.00925,False
libero_object,6,275,0.3105720275531596,0.2972446840371369,0.3105720275531596,6.0,0.00925,False
libero_object,7,660,0.3533243486073675,0.3484576220425277,0.3533243486073675,6.0,0.00925,True
libero_object,8,828,0.4037885594489367,0.3875411799940101,0.4037885594489367,6.0,0.00925,True
libero_object,9,882,0.3915843066786463,0.3900119796346212,0.3915843066786463,6.0,0.00925,True
libero_object,10,760,0.3394728960766696,0.3361784965558551,0.3394728960766696,6.0,0.00925,True
libero_object,11,520,0.3311171211779731,0.2990383893020809,0.3311171211779731,6.0,0.0093152064451158,False
