suite,chunk,n_replicated,top1,top3,top1_any,n_tasks,prior,gated
libero_object,12,387,0.3418384589388307,0.334276782696857,0.3418384589388307,6.0,0.0108536227632736,False
libero_object,13,501,0.3848773841961853,0.3801089918256131,0.3848773841961853,6.0,0.0176442536957558,True
libero_object,14,749,0.3734104046242774,0.369364161849711,0.3734104046242774,4.0,0.0288836846213895,True
libero_object,15,0,0.0,0.0,0.4098497495826377,3.0,0.0737051792828685,False
libero_object,16,0,0.0,0.0,0.4568788501026694,3.0,0.1659192825112107,False
libero_object,17,0,0.0,0.0,0.5,1.0,0.3363636363636363,False
libero_spatial,4,28,0.1327579721653362,0.1299159944832197,0.1327579721653362,9.0,0.0315,False
libero_spatial,5,13,0.1349939399005307,0.1250679149078447,0.1349939399005307,9.0,0.0315,False
libero_spatial,6,256,0.2187591423914406,0.1953337234087014,0.2187591423914406,9.0,0.0315,False
libero_spatial,7,453,0.291072846574999,0.2834872737911146,0.291072846574999,9.0,0.0316265060240963,True
libero_spatial,8,410,0.3203062639163131,0.303428139310171,0.3203062639163131,9.0,0.0343230727322255,True
libero_spatial,9,455,0.3116196281309225,0.3022332633304307,0.3116196281309225,8.0,0.0423244877393349,True
libero_spatial,10,354,0.391502745155074,0.3726502563356725,0.391502745155074,8.0,0.0614634146341463,True
libero_spatial,11,270,0.4086377271925181,0.4034321510499382,0.4086377271925181,7.0,0.0843373493975903,True
libero_spatial,12,622,0.4434029006013442,0.4421206225680933,0.4434029006013442,4.0,0.1657894736842105,True
libero_spatial,13,0,0.0,0.0,0.4220121539500338,3.0,0.3987341772151899,False
