detector,arm,scope,budget,rule,alpha,tau,k,drift,point_id,development_main.iw_tp,development_main.iw_fp,development_main.n_risk,development_main.iw_recall,development_main.iw_fpr,development_main.iw_precision,external_8b.iw_tp,external_8b.iw_fp,external_8b.n_risk,external_8b.iw_recall,external_8b.iw_fpr,external_8b.iw_precision,legacy_main16x32.iw_tp,legacy_main16x32.iw_fp,legacy_main16x32.n_risk,legacy_main16x32.iw_recall,legacy_main16x32.iw_fpr,legacy_main16x32.iw_precision,corpus.iw_tp,corpus.iw_fp,corpus.n_risk,corpus.iw_recall,corpus.iw_fpr,corpus.iw_precision,sealed.iw_tp,sealed.iw_fp,sealed.n_risk,sealed.iw_recall,sealed.iw_fpr,sealed.iw_precision,development_main.survival_recall_at_same_fpr,development_main.excess_over_survival,external_8b.survival_recall_at_same_fpr,external_8b.excess_over_survival,legacy_main16x32.survival_recall_at_same_fpr,legacy_main16x32.excess_over_survival
ablate_no_gating,real,cusum_all,0.01,cusum_all,0.0174593964477844,10.836056448035333,,0.0258185972044481,4454.0,140,120,487,0.2874743326488706,0.0083839865856214,0.5384615384615384,146,115,564,0.2588652482269503,0.0076483107209364,0.5593869731800766,114.0,75.0,307.0,0.3713355048859935,0.033288948069241,0.6031746031746031,400.0,310.0,1358.0,0.29455081001472755,0.009809505727485603,0.5633802816901409,260.0,190.0,871.0,0.29850746268656714,0.010989646596101568,0.5777777777777777,0.0,0.2874743326488706,0.0,0.2588652482269503,0.0,0.3713355048859935
ablate_no_gating,real,cusum_all,0.02,cusum_all,0.0311864406779661,9.018719339094115,,0.0258185972044481,4457.0,186,277,487,0.3819301848049281,0.0193530357018095,0.4017278617710583,204,265,564,0.3617021276595745,0.0176243681830274,0.4349680170575693,184.0,162.0,307.0,0.5993485342019544,0.0719041278295605,0.5317919075144508,574.0,704.0,1358.0,0.422680412371134,0.022277071071451174,0.4491392801251956,388.0,427.0,871.0,0.4454649827784156,0.024697784718607205,0.47607361963190187,0.0,0.3819301848049281,0.0,0.3617021276595745,0.0,0.5993485342019544
ablate_no_gating,real,cusum_all,0.05,cusum_all,0.0647457627118644,2.655648497797439,,0.3437711808102058,4739.0,245,715,487,0.5030800821355236,0.0499545867393278,0.2552083333333333,278,715,564,0.4929078014184397,0.0475525405693003,0.2799597180261833,196.0,268.0,307.0,0.6384364820846905,0.1189525077674212,0.4224137931034483,719.0,1698.0,1358.0,0.5294550810014728,0.05373077653313081,0.2974762101779065,474.0,983.0,871.0,0.5442020665901263,0.05685696107351495,0.32532601235415237,0.7905544147843943,-0.2874743326488707,0.8120567375886525,-0.3191489361702128,0.0,0.6384364820846905
ablate_no_gating,real,cusum_all,0.1,cusum_all,0.1150847457627118,1.7001271787669596,,0.3437711808102058,4748.0,305,1400,487,0.6262833675564682,0.0978131768322504,0.1788856304985337,349,1418,564,0.6187943262411347,0.0943069965416334,0.1975099037917374,256.0,300.0,307.0,0.8338762214983714,0.133155792276964,0.460431654676259,910.0,3118.0,1358.0,0.6701030927835051,0.09866464147838744,0.22591857000993049,605.0,1718.0,871.0,0.6946039035591275,0.09936954132685523,0.26043908738699956,1.0,-0.3737166324435318,1.0,-0.38120567375886527,0.7035830618892508,0.13029315960912058
ablate_no_gating,real,cusum_all,0.2,cusum_all,0.2157627118644067,0.2597138017785304,,0.6505237638529358,5042.0,373,2822,487,0.7659137577002053,0.1971634178718647,0.1167449139280125,435,3292,564,0.7712765957446809,0.2189412077680234,0.1167158572578481,258.0,371.0,307.0,0.8403908794788274,0.1646693297825122,0.410174880763116,1066.0,6485.0,1358.0,0.7849779086892489,0.20520853110562623,0.14117335452257979,693.0,3663.0,871.0,0.7956371986222732,0.2118688183237897,0.1590909090909091,1.0,-0.2340862422997947,1.0,-0.22872340425531912,0.8631921824104235,-0.0228013029315961
ablate_no_gating,real,cusum_all,0.3,cusum_all,0.3164406779661017,1.3392490862906234,,0.0258185972044481,4508.0,392,4293,487,0.8049281314168378,0.2999371201006078,0.0836712913553895,457,5218,564,0.8102836879432624,0.3470337855812716,0.0805286343612334,265.0,716.0,307.0,0.8631921824104235,0.3177984909010208,0.2701325178389399,1114.0,10227.0,1358.0,0.8203240058910162,0.3236187583064363,0.09822766951767922,722.0,5934.0,871.0,0.8289322617680827,0.34322401526982477,0.1084735576923077,1.0,-0.19507186858316217,1.0,-0.18971631205673756,1.0,-0.1368078175895765
ablate_no_gating,real,cusum_gated,0.002,cusum_gated,0.0039176060908879,15.061449814802868,,0.0258185972044481,4305.0,34,25,487,0.0698151950718685,0.0017466638720044,0.576271186440678,29,24,564,0.051418439716312,0.0015961691939345,0.5471698113207547,2.0,0.0,307.0,0.006514657980456,0.0,1.0,65.0,49.0,1358.0,0.04786450662739323,0.0015505347762799822,0.5701754385964912,31.0,24.0,871.0,0.03559127439724455,0.0013881658858233559,0.5636363636363636,0.0,0.0698151950718685,0.0,0.051418439716312,0.0,0.006514657980456
ablate_no_gating,real,cusum_gated,0.005,cusum_gated,0.01161520606972,12.003329649928698,,0.0258185972044481,4313.0,104,69,487,0.2135523613963039,0.0048207922867323,0.6011560693641619,96,67,564,0.1702127659574468,0.0044559723330673,0.588957055214724,63.0,39.0,307.0,0.2052117263843648,0.0173102529960053,0.6176470588235294,263.0,175.0,1358.0,0.19366715758468336,0.005537624200999937,0.6004566210045662,159.0,106.0,871.0,0.182548794489093,0.0061310659957198215,0.6,0.0,0.2135523613963039,0.0,0.1702127659574468,0.0,0.2052117263843648
ablate_no_gating,real,cusum_gated,0.01,cusum_gated,0.0174593964477844,10.836056448035333,,0.0258185972044481,4316.0,140,120,487,0.2874743326488706,0.0083839865856214,0.5384615384615384,146,115,564,0.2588652482269503,0.0076483107209364,0.5593869731800766,114.0,75.0,307.0,0.3713355048859935,0.033288948069241,0.6031746031746031,400.0,310.0,1358.0,0.29455081001472755,0.009809505727485603,0.5633802816901409,260.0,190.0,871.0,0.29850746268656714,0.010989646596101568,0.5777777777777777,0.0,0.2874743326488706,0.0,0.2588652482269503,0.0,0.3713355048859935
ablate_no_gating,real,cusum_gated,0.02,cusum_gated,0.0311864406779661,9.018719339094115,,0.0258185972044481,4319.0,186,277,487,0.3819301848049281,0.0193530357018095,0.4017278617710583,204,265,564,0.3617021276595745,0.0176243681830274,0.4349680170575693,184.0,162.0,307.0,0.5993485342019544,0.0719041278295605,0.5317919075144508,574.0,704.0,1358.0,0.422680412371134,0.022277071071451174,0.4491392801251956,388.0,427.0,871.0,0.4454649827784156,0.024697784718607205,0.47607361963190187,0.0,0.3819301848049281,0.0,0.3617021276595745,0.0,0.5993485342019544
ablate_no_gating,real,cusum_gated,0.05,cusum_gated,0.0647457627118644,2.655648497797439,,0.3437711808102058,4601.0,245,715,487,0.5030800821355236,0.0499545867393278,0.2552083333333333,278,715,564,0.4929078014184397,0.0475525405693003,0.2799597180261833,196.0,268.0,307.0,0.6384364820846905,0.1189525077674212,0.4224137931034483,719.0,1698.0,1358.0,0.5294550810014728,0.05373077653313081,0.2974762101779065,474.0,983.0,871.0,0.5442020665901263,0.05685696107351495,0.32532601235415237,0.7905544147843943,-0.2874743326488707,0.8120567375886525,-0.3191489361702128,0.0,0.6384364820846905
ablate_no_gating,real,cusum_gated,0.1,cusum_gated,0.1150847457627118,1.7001271787669596,,0.3437711808102058,4610.0,305,1400,487,0.6262833675564682,0.0978131768322504,0.1788856304985337,349,1418,564,0.6187943262411347,0.0943069965416334,0.1975099037917374,256.0,300.0,307.0,0.8338762214983714,0.133155792276964,0.460431654676259,910.0,3118.0,1358.0,0.6701030927835051,0.09866464147838744,0.22591857000993049,605.0,1718.0,871.0,0.6946039035591275,0.09936954132685523,0.26043908738699956,1.0,-0.3737166324435318,1.0,-0.38120567375886527,0.7035830618892508,0.13029315960912058
ablate_no_gating,real,cusum_gated,0.2,cusum_gated,0.2157627118644067,0.2597138017785304,,0.6505237638529358,4904.0,373,2822,487,0.7659137577002053,0.1971634178718647,0.1167449139280125,435,3292,564,0.7712765957446809,0.2189412077680234,0.1167158572578481,258.0,371.0,307.0,0.8403908794788274,0.1646693297825122,0.410174880763116,1066.0,6485.0,1358.0,0.7849779086892489,0.20520853110562623,0.14117335452257979,693.0,3663.0,871.0,0.7956371986222732,0.2118688183237897,0.1590909090909091,1.0,-0.2340862422997947,1.0,-0.22872340425531912,0.8631921824104235,-0.0228013029315961
ablate_no_gating,real,cusum_gated,0.3,cusum_gated,0.3164406779661017,1.3392490862906234,,0.0258185972044481,4370.0,392,4293,487,0.8049281314168378,0.2999371201006078,0.0836712913553895,457,5218,564,0.8102836879432624,0.3470337855812716,0.0805286343612334,265.0,716.0,307.0,0.8631921824104235,0.3177984909010208,0.2701325178389399,1114.0,10227.0,1358.0,0.8203240058910162,0.3236187583064363,0.09822766951767922,722.0,5934.0,871.0,0.8289322617680827,0.34322401526982477,0.1084735576923077,1.0,-0.19507186858316217,1.0,-0.18971631205673756,1.0,-0.1368078175895765
ablate_no_gating,real,k_of_m,0.002,k_of_m,0.6666666666666666,-0.187294771943637,28.0,,3655.0,111,28,487,0.2279260780287474,0.001956263536645,0.7985611510791367,108,46,564,0.1914893617021276,0.0030593242883745,0.7012987012987013,118.0,57.0,307.0,0.3843648208469055,0.0252996005326231,0.6742857142857143,337.0,131.0,1358.0,0.24815905743740796,0.0041453072590342385,0.7200854700854701,226.0,103.0,871.0,0.25947187141216993,0.005957545259991902,0.6869300911854104,0.0,0.2279260780287474,0.0,0.1914893617021276,0.0,0.3843648208469055
ablate_no_gating,real,k_of_m,0.005,k_of_m,0.7333333333333333,-0.2909871411025371,28.0,,3779.0,142,69,487,0.2915811088295688,0.0048207922867323,0.6729857819905213,144,88,564,0.2553191489361702,0.00585262037776,0.6206896551724138,169.0,107.0,307.0,0.5504885993485342,0.0474922325787838,0.6123188405797102,455.0,264.0,1358.0,0.33505154639175255,0.00835390165179419,0.6328233657858137,313.0,195.0,871.0,0.3593570608495982,0.011278847822314766,0.6161417322834646,0.0,0.2915811088295688,0.0,0.2553191489361702,0.0,0.5504885993485342
ablate_no_gating,real,k_of_m,0.01,k_of_m,0.8,-0.4175685533577336,28.0,,3903.0,173,136,487,0.3552361396303901,0.0095018514637043,0.5598705501618123,182,148,564,0.3226950354609929,0.0098430433625964,0.5515151515151515,192.0,161.0,307.0,0.6254071661237784,0.0714602751886373,0.5439093484419264,547.0,445.0,1358.0,0.4027982326951399,0.014081387253971268,0.5514112903225806,374.0,309.0,871.0,0.4293915040183697,0.017872635779975707,0.5475841874084919,0.0,0.3552361396303901,0.0,0.3226950354609929,0.0,0.6254071661237784
ablate_no_gating,real,k_of_m,0.02,k_of_m,0.9833333333333332,-1.4400067668854903,29.0,,4245.0,219,281,487,0.4496919917864476,0.0196325019213302,0.438,260,277,564,0.4609929078014184,0.0184224527799946,0.4841713221601489,216.0,295.0,307.0,0.7035830618892508,0.1309365290723479,0.4227005870841487,695.0,853.0,1358.0,0.5117820324005891,0.026991962534016836,0.44896640826873385,476.0,572.0,871.0,0.5464982778415615,0.03308462027878998,0.4541984732824427,0.0,0.4496919917864476,0.0,0.4609929078014184,0.0,0.7035830618892508
ablate_no_gating,real,k_of_m,0.05,k_of_m,1.0,-8.877719768430302,30.0,,4277.0,222,288,487,0.4558521560574948,0.0201215678054915,0.4352941176470588,274,287,564,0.4858156028368794,0.0190875232774674,0.4884135472370766,216.0,296.0,307.0,0.7035830618892508,0.1313803817132711,0.421875,712.0,871.0,1358.0,0.524300441826215,0.027561546737548258,0.4497789008212255,490.0,583.0,871.0,0.5625717566016073,0.03372086297645902,0.45666356011183595,0.4558521560574948,0.0,0.4858156028368794,0.0,0.7035830618892508,0.0
ablate_no_gating,real,k_of_m,0.1,k_of_m,0.0479661016949152,0.860045437043133,2.0,,1366.0,300,1404,487,0.6160164271047228,0.0980926430517711,0.176056338028169,340,1607,564,0.6028368794326241,0.106876828943868,0.1746276322547509,213.0,246.0,307.0,0.6938110749185668,0.1091877496671105,0.4640522875816993,853.0,3257.0,1358.0,0.6281296023564065,0.10306309727232453,0.20754257907542578,553.0,1853.0,871.0,0.634902411021814,0.1071779744346116,0.22984206151288444,1.0,-0.3839835728952772,1.0,-0.3971631205673759,0.0,0.6938110749185668
ablate_no_gating,real,k_of_m,0.2,k_of_m,0.1150847457627118,0.6078079962314031,2.0,,1738.0,372,2792,487,0.7638603696098563,0.1950674212254593,0.1175726927939317,427,3462,564,0.7570921985815603,0.2302474062250598,0.1097968629467729,264.0,384.0,307.0,0.8599348534201955,0.170439414114514,0.4074074074074074,1063.0,6638.0,1358.0,0.7827687776141384,0.21004999683564332,0.13803402155564212,691.0,3846.0,871.0,0.7933409873708381,0.22245358320319278,0.1523032841084417,1.0,-0.23613963039014374,1.0,-0.2429078014184397,0.8631921824104235,-0.0032573289902280145
ablate_no_gating,real,k_of_m,0.3,k_of_m,0.6666666666666666,-0.187294771943637,8.0,,3635.0,393,4265,487,0.8069815195071869,0.2979808565639628,0.0843709746672391,466,5394,564,0.8262411347517731,0.3587390263367917,0.0795221843003413,262.0,938.0,307.0,0.8534201954397395,0.4163337771859742,0.2183333333333333,1121.0,10597.0,1358.0,0.8254786450662739,0.33532687804569333,0.09566478921317631,728.0,6332.0,871.0,0.835820895522388,0.3662444328763954,0.10311614730878187,1.0,-0.19301848049281312,1.0,-0.17375886524822692,1.0,-0.14657980456026054
ablate_no_gating,real,single_chunk,0.002,single_chunk,0.0174593964477844,1.1853081603189752,,,1178.0,60,24,487,0.1232032854209445,0.0016767973171242,0.7142857142857143,72,39,564,0.1276595744680851,0.0025937749401436,0.6486486486486487,21.0,2.0,307.0,0.0684039087947882,0.0008877052818464,0.9130434782608696,153.0,65.0,1358.0,0.11266568483063329,0.002056831846085691,0.7018348623853211,93.0,41.0,871.0,0.10677382319173363,0.002371450054948233,0.6940298507462687,0.0,0.1232032854209445,0.0,0.1276595744680851,0.0,0.0684039087947882
ablate_no_gating,real,single_chunk,0.005,single_chunk,0.0423728813559322,0.8945733338056973,,,1333.0,92,71,487,0.188911704312115,0.0049605253964926,0.5644171779141104,111,111,564,0.1968085106382978,0.0073822825219473,0.5,35.0,4.0,307.0,0.1140065146579804,0.0017754105636928,0.8974358974358975,238.0,186.0,1358.0,0.17525773195876287,0.005885703436491361,0.5613207547169812,146.0,115.0,871.0,0.16762342135476463,0.00665162820290358,0.5593869731800766,0.0,0.188911704312115,0.0,0.1968085106382978,0.0,0.1140065146579804
ablate_no_gating,real,single_chunk,0.01,single_chunk,0.0647457627118644,0.7754753974592944,,,1457.0,108,138,487,0.2217659137577002,0.0096415845734646,0.4390243902439024,129,218,564,0.2287234042553191,0.0144985368449055,0.3717579250720461,43.0,15.0,307.0,0.1400651465798045,0.0066577896138482,0.7413793103448276,280.0,371.0,1358.0,0.20618556701030927,0.011739763306119866,0.43010752688172044,172.0,233.0,871.0,0.19747416762342135,0.01347677714153508,0.4246913580246914,0.0,0.2217659137577002,0.0,0.2287234042553191,0.0,0.1400651465798045
ablate_no_gating,real,single_chunk,0.02,single_chunk,0.0927118644067796,0.671416492452334,,,1612.0,120,260,487,0.2464065708418891,0.0181653042688465,0.3157894736842105,144,385,564,0.2553191489361702,0.0256052141527001,0.2722117202268431,52.0,34.0,307.0,0.1693811074918566,0.0150909897913892,0.6046511627906976,316.0,679.0,1358.0,0.23269513991163476,0.021485981899879755,0.31758793969849247,196.0,419.0,871.0,0.22502870264064295,0.02423506275666609,0.31869918699186994,0.0,0.2464065708418891,0.5638297872340425,-0.30851063829787234,0.0,0.1693811074918566
ablate_no_gating,real,single_chunk,0.05,single_chunk,0.1430508474576271,0.5396295963266597,,,1891.0,155,665,487,0.3182751540041068,0.0464612589953189,0.1890243902439024,186,854,564,0.3297872340425531,0.0567970204841713,0.1788461538461538,80.0,109.0,307.0,0.260586319218241,0.0483799378606302,0.4232804232804232,421.0,1628.0,1358.0,0.31001472754050075,0.05151572685273084,0.20546608101512934,266.0,963.0,871.0,0.30539609644087257,0.055700156168662154,0.21643612693246542,0.7905544147843943,-0.4722792607802875,1.0,-0.6702127659574468,0.0,0.260586319218241
ablate_no_gating,real,single_chunk,0.1,single_chunk,0.2045762711864406,0.4187060952307786,,,2232.0,185,1420,487,0.3798767967145791,0.0992105079298539,0.1152647975077881,237,1677,564,0.4202127659574468,0.1115323224261771,0.1238244514106583,125.0,206.0,307.0,0.4071661237785016,0.0914336440301819,0.3776435045317221,547.0,3303.0,1358.0,0.4027982326951399,0.10451870134801595,0.14207792207792208,362.0,1883.0,871.0,0.41561423650975887,0.1089131817918908,0.16124721603563474,1.0,-0.6201232032854209,1.0,-0.5797872340425532,0.0,0.4071661237785016
ablate_no_gating,real,single_chunk,0.2,single_chunk,0.2996610169491525,0.2708301133114343,,,2759.0,257,2810,487,0.5277207392197125,0.1963250192133026,0.0837952396478643,301,3215,564,0.5336879432624113,0.2138201649374833,0.0856086461888509,171.0,426.0,307.0,0.5570032573289903,0.1890812250332889,0.2864321608040201,729.0,6451.0,1358.0,0.5368188512518409,0.2041326498322891,0.10153203342618385,472.0,3641.0,871.0,0.5419058553386912,0.21059633292845162,0.11475808412351082,1.0,-0.4722792607802875,1.0,-0.4663120567375887,0.8631921824104235,-0.30618892508143325
ablate_no_gating,real,single_chunk,0.3,single_chunk,0.3833333333333333,0.1631069549051377,,,3100.0,319,4173,487,0.6550308008213552,0.2915531335149863,0.0710151380231522,380,4769,564,0.6737588652482269,0.3171721202447459,0.07380073800738,205.0,697.0,307.0,0.6677524429967426,0.3093652907234798,0.2272727272727272,904.0,9639.0,1358.0,0.6656848306332842,0.3050123409910765,0.0857440956084606,585.0,5466.0,871.0,0.6716417910447762,0.3161547804962693,0.09667823500247893,1.0,-0.34496919917864477,1.0,-0.3262411347517731,1.0,-0.33224755700325737
ablate_no_pop,real,any_rule,0.002,cusum_gated,0.0058887494080177,9.584311003345128,,-0.2148211205823477,996.0,65,24,487,0.1334702258726899,0.0016767973171242,0.7303370786516854,67,23,564,0.1187943262411347,0.0015296621441872,0.7444444444444445,22.0,0.0,307.0,0.0716612377850162,0.0,1.0,154.0,47.0,1358.0,0.1134020618556701,0.0014872476425542688,0.7661691542288557,89.0,23.0,871.0,0.10218140068886337,0.0013303256405807161,0.7946428571428571,0.0,0.1334702258726899,0.0,0.1187943262411347,0.0,0.0716612377850162
ablate_no_pop,real,any_rule,0.005,k_of_m,0.3164406779661017,0.0805046840380683,6.0,,650.0,117,71,487,0.2402464065708419,0.0049605253964926,0.6223404255319149,146,85,564,0.2588652482269503,0.0056530992285182,0.6320346320346321,56.0,41.0,307.0,0.1824104234527687,0.0181979582778517,0.5773195876288659,319.0,197.0,1358.0,0.2349042709867452,0.006233782671982786,0.6182170542635659,202.0,126.0,871.0,0.23191733639494833,0.007287870900572618,0.6158536585365854,0.0,0.2402464065708419,0.0,0.2588652482269503,0.0,0.1824104234527687
ablate_no_pop,real,any_rule,0.01,k_of_m,0.3999999999999999,-0.0652207694462562,6.0,,713.0,162,130,487,0.3326488706365503,0.0090826521344232,0.5547945205479452,200,169,564,0.3546099290780142,0.0112396914072891,0.5420054200542005,85.0,79.0,307.0,0.2768729641693811,0.0350643586329338,0.5182926829268293,447.0,378.0,1358.0,0.329160530191458,0.011961268274159864,0.5418181818181819,285.0,248.0,871.0,0.32721010332950634,0.014344380820174677,0.5347091932457786,0.0,0.3326488706365503,0.0,0.3546099290780142,0.0,0.2768729641693811
ablate_no_pop,real,any_rule,0.02,k_of_m,0.5333333333333333,-0.2616130067731219,6.0,,769.0,217,269,487,0.4455852156057495,0.0187941032627681,0.4465020576131687,263,304,564,0.4663120567375886,0.020218143123171,0.4638447971781305,135.0,168.0,307.0,0.4397394136807817,0.0745672436750998,0.4455445544554455,615.0,741.0,1358.0,0.4528718703976436,0.023447883045376875,0.45353982300884954,398.0,472.0,871.0,0.4569460390355913,0.027300595754525998,0.4574712643678161,0.0,0.4455852156057495,0.4858156028368794,-0.019503546099290836,0.0,0.4397394136807817
ablate_no_pop,real,any_rule,0.05,k_of_m,0.7333333333333333,-0.561099092711302,6.0,,853.0,290,672,487,0.5954825462012321,0.0469503248794801,0.3014553014553014,338,638,564,0.599290780141844,0.0424314977387603,0.3463114754098361,192.0,328.0,307.0,0.6254071661237784,0.145583666222814,0.3692307692307692,820.0,1638.0,1358.0,0.6038291605301914,0.05183216252135941,0.3336045565500407,530.0,966.0,871.0,0.6084959816303099,0.055873676904390074,0.35427807486631013,0.7905544147843943,-0.19507186858316217,0.8120567375886525,-0.21276595744680848,0.7035830618892508,-0.07817589576547235
ablate_no_pop,real,any_rule,0.1,k_of_m,0.9166666666666666,-1.0028810807856623,6.0,,930.0,349,1405,487,0.7166324435318275,0.0981625096066513,0.1989737742303306,404,1343,564,0.7163120567375887,0.0893189678105879,0.231253577561534,242.0,489.0,307.0,0.7882736156351792,0.2170439414114514,0.3310533515731874,995.0,3237.0,1358.0,0.7326951399116347,0.1024302259350674,0.23511342155009451,646.0,1832.0,871.0,0.7416762342135477,0.10596332928451617,0.26069410815173527,1.0,-0.28336755646817247,1.0,-0.2836879432624113,0.8631921824104235,-0.07491856677524433
