column,median_distinct_per_episode,frac_episodes_constant,n_distinct_global
mobility|L2,12.0,0.0,204844
mobility|L3,12.0,0.0,205074
mobility|L4,12.0,0.0,205117
mobility|L5,12.0,0.0,205346
mobility|L12,12.0,0.0,205237
mobility|L13,12.0,0.0,205196
mobility|L14,12.0,0.0,205200
mobility|L15,12.0,0.0,204958
flow_path|L2,13.0,0.0,216753
flow_path|L3,13.0,0.0,217606
flow_path|L4,13.0,0.0,217867
flow_path|L5,13.0,0.0,218227
flow_path|L12,13.0,0.0,219328
flow_path|L13,13.0,0.0,219238
flow_path|L14,13.0,0.0,219226
flow_path|L15,13.0,0.0,218888
flow_settling_log_ratio|L2,13.0,0.0,216312
flow_settling_log_ratio|L3,13.0,0.0,217513
flow_settling_log_ratio|L4,13.0,0.0,217735
flow_settling_log_ratio|L5,13.0,0.0,218158
flow_settling_log_ratio|L12,13.0,0.0,216149
flow_settling_log_ratio|L13,13.0,0.0,215784
flow_settling_log_ratio|L14,13.0,0.0,215617
flow_settling_log_ratio|L15,13.0,0.0,216498
flow_endpoint|L2,13.0,0.0,217177
flow_endpoint|L3,13.0,0.0,218348
flow_endpoint|L4,13.0,0.0,218356
flow_endpoint|L5,13.0,0.0,218768
flow_endpoint|L12,13.0,0.0,219022
flow_endpoint|L13,13.0,0.0,218867
flow_endpoint|L14,13.0,0.0,218742
flow_endpoint|L15,13.0,0.0,218809
action_consensus|L2,13.0,0.0,41794
action_consensus|L3,13.0,0.0,48462
action_consensus|L4,13.0,0.0,51902
action_consensus|L5,13.0,0.0,75589
action_consensus|L12,13.0,0.0,63944
action_consensus|L13,13.0,0.0,67649
action_consensus|L14,13.0,0.0,65184
action_consensus|L15,13.0,0.0,68117
state_action_alignment|L2,13.0,0.0,207713
state_action_alignment|L3,13.0,0.0,206385
state_action_alignment|L4,13.0,0.0,208058
state_action_alignment|L5,13.0,0.0,208818
state_action_alignment|L12,13.0,0.0,142396
state_action_alignment|L13,13.0,0.0,139843
state_action_alignment|L14,13.0,0.0,132463
state_action_alignment|L15,13.0,0.0,126790
conditional_energy|L2,13.0,0.0,220314
conditional_energy|L3,13.0,0.0,220460
conditional_energy|L4,13.0,0.0,220480
conditional_energy|L5,13.0,0.0,220628
conditional_energy|L12,13.0,0.0,218472
conditional_energy|L13,13.0,0.0,218367
conditional_energy|L14,13.0,0.0,217762
conditional_energy|L15,13.0,0.0,217386
conditional_effective_rank|L2,13.0,0.0,195969
conditional_effective_rank|L3,13.0,0.0,200504
conditional_effective_rank|L4,13.0,0.0,203400
conditional_effective_rank|L5,13.0,0.0,208661
conditional_effective_rank|L12,13.0,0.0,214834
conditional_effective_rank|L13,13.0,0.0,215144
conditional_effective_rank|L14,13.0,0.0,215373
conditional_effective_rank|L15,13.0,0.0,215992
partial_edge_std|L2,13.0,0.0,220858
partial_edge_std|L3,13.0,0.0,220820
partial_edge_std|L4,13.0,0.0,220942
partial_edge_std|L5,13.0,0.0,221144
partial_edge_std|L12,13.0,0.0,220569
partial_edge_std|L13,13.0,0.0,220546
partial_edge_std|L14,13.0,0.0,220474
partial_edge_std|L15,13.0,0.0,220410
expert_load_effective_rank|L2,13.0,0.0,25180
expert_load_effective_rank|L3,13.0,0.0,27672
expert_load_effective_rank|L4,13.0,0.0,37643
expert_load_effective_rank|L5,13.0,0.0,34735
expert_load_effective_rank|L12,13.0,0.0,45390
expert_load_effective_rank|L13,13.0,0.0,46318
expert_load_effective_rank|L14,13.0,0.0,49337
expert_load_effective_rank|L15,13.0,0.0,56677
conditional_query_d1|L2,12.0,0.0,206547
conditional_query_d1|L3,12.0,0.0,206546
conditional_query_d1|L4,12.0,0.0,206552
conditional_query_d1|L5,12.0,0.0,206555
conditional_query_d1|L12,12.0,0.0,206330
conditional_query_d1|L13,12.0,0.0,206295
conditional_query_d1|L14,12.0,0.0,206307
conditional_query_d1|L15,12.0,0.0,206244
partial_query_d1|L2,12.0,0.0,206374
partial_query_d1|L3,12.0,0.0,206349
partial_query_d1|L4,12.0,0.0,206496
partial_query_d1|L5,12.0,0.0,206576
partial_query_d1|L12,12.0,0.0,206264
partial_query_d1|L13,12.0,0.0,206282
partial_query_d1|L14,12.0,0.0,206241
partial_query_d1|L15,12.0,0.0,206199
query_hard_churn|L2,12.0,0.0,8433
query_hard_churn|L3,12.0,0.0,8595
query_hard_churn|L4,12.0,0.0,9183
query_hard_churn|L5,12.0,0.0,9893
query_hard_churn|L12,12.0,0.0,12388
query_hard_churn|L13,12.0,0.0,12742
query_hard_churn|L14,12.0,0.0,12619
query_hard_churn|L15,12.0,0.0,12858
query_hard_churn_d9|L2,11.0,0.0,794
query_hard_churn_d9|L3,11.0,0.0,763
query_hard_churn_d9|L4,11.0,0.0,777
query_hard_churn_d9|L5,11.0,0.0,787
query_hard_churn_d9|L12,11.0,0.0,761
query_hard_churn_d9|L13,11.0,0.0,749
query_hard_churn_d9|L14,11.0,0.0,750
query_hard_churn_d9|L15,11.0,0.0,743
query_top1_churn|L2,9.0,0.0,48
query_top1_churn|L3,9.0,0.0,50
query_top1_churn|L4,9.0,0.0,52
query_top1_churn|L5,9.0,0.0,57
query_top1_churn|L12,9.0,0.0,86
query_top1_churn|L13,8.0,0.0,86
query_top1_churn|L14,8.0,0.0,91
query_top1_churn|L15,8.0,0.0,93
denoise_hard_churn|L2,13.0,0.0,3740
denoise_hard_churn|L3,13.0,0.0,3865
denoise_hard_churn|L4,13.0,0.0,4066
denoise_hard_churn|L5,13.0,0.0,3935
denoise_hard_churn|L12,13.0,0.0,2366
denoise_hard_churn|L13,13.0,0.0,2122
