detector,arm,scope,reaches_0.80_on_development,development_main.iw_tp,development_main.iw_fp,development_main.n_risk,development_main.iw_recall,development_main.iw_fpr,development_main.iw_precision,external_8b.iw_tp,external_8b.iw_fp,external_8b.n_risk,external_8b.iw_recall,external_8b.iw_fpr,external_8b.iw_precision,legacy_main16x32.iw_tp,legacy_main16x32.iw_fp,legacy_main16x32.n_risk,legacy_main16x32.iw_recall,legacy_main16x32.iw_fpr,legacy_main16x32.iw_precision,corpus.iw_tp,corpus.iw_fp,corpus.n_risk,corpus.iw_recall,corpus.iw_fpr,corpus.iw_precision,sealed.iw_tp,sealed.iw_fp,sealed.n_risk,sealed.iw_recall,sealed.iw_fpr,sealed.iw_precision,rule,alpha,tau,k,drift,point_id,development_main.iw_recall_libero_goal,external_8b.iw_recall_libero_goal,legacy_main16x32.iw_recall_libero_goal,development_main.iw_recall_libero_long,external_8b.iw_recall_libero_long,legacy_main16x32.iw_recall_libero_long,development_main.iw_recall_libero_object,external_8b.iw_recall_libero_object,legacy_main16x32.iw_recall_libero_object,development_main.iw_recall_libero_spatial,external_8b.iw_recall_libero_spatial,legacy_main16x32.iw_recall_libero_spatial
ablate_no_gating,real,any_rule,True,390,3963,487,0.8008213552361396,0.2768811569901488,0.0895933838731909,452,4898,564,0.8014184397163121,0.3257515296621442,0.0844859813084112,265.0,641.0,307.0,0.8631921824104235,0.2845095428317798,0.2924944812362031,1107.0,9502.0,1358.0,0.8151693667157585,0.30067717233086516,0.1043453671411066,717.0,5539.0,871.0,0.8231917336394948,0.32037711839898203,0.11460997442455242,cusum_gated,0.2940677966101694,1.458394637129489,,0.0258185972044481,4366.0,0.1764705882352941,0.1509433962264151,0.0476190476190476,0.9954954954954957,0.9963503649635036,1.0,0.918918918918919,0.8863636363636364,,0.9285714285714286,0.8857142857142857,0.9591836734693876
ablate_no_gating,real,cusum_all,True,390,3963,487,0.8008213552361396,0.2768811569901488,0.0895933838731909,452,4898,564,0.8014184397163121,0.3257515296621442,0.0844859813084112,265.0,641.0,307.0,0.8631921824104235,0.2845095428317798,0.2924944812362031,1107.0,9502.0,1358.0,0.8151693667157585,0.30067717233086516,0.1043453671411066,717.0,5539.0,871.0,0.8231917336394948,0.32037711839898203,0.11460997442455242,cusum_all,0.2940677966101694,1.458394637129489,,0.0258185972044481,4504.0,0.1764705882352941,0.1509433962264151,0.0476190476190476,0.9954954954954957,0.9963503649635036,1.0,0.918918918918919,0.8863636363636364,,0.9285714285714286,0.8857142857142857,0.9591836734693876
ablate_no_gating,real,cusum_gated,True,390,3963,487,0.8008213552361396,0.2768811569901488,0.0895933838731909,452,4898,564,0.8014184397163121,0.3257515296621442,0.0844859813084112,265.0,641.0,307.0,0.8631921824104235,0.2845095428317798,0.2924944812362031,1107.0,9502.0,1358.0,0.8151693667157585,0.30067717233086516,0.1043453671411066,717.0,5539.0,871.0,0.8231917336394948,0.32037711839898203,0.11460997442455242,cusum_gated,0.2940677966101694,1.458394637129489,,0.0258185972044481,4366.0,0.1764705882352941,0.1509433962264151,0.0476190476190476,0.9954954954954957,0.9963503649635036,1.0,0.918918918918919,0.8863636363636364,,0.9285714285714286,0.8857142857142857,0.9591836734693876
ablate_no_gating,real,k_of_m,True,390,4226,487,0.8008213552361396,0.2952560609236359,0.0844887348353552,458,4903,564,0.8120567375886525,0.3260840649108805,0.08543182242119,268.0,608.0,307.0,0.8729641693811075,0.2698624056813138,0.3059360730593607,1116.0,9737.0,1358.0,0.8217967599410898,0.3081134105436365,0.10282871095549617,726.0,5511.0,871.0,0.8335246842709529,0.3187575915321881,0.1164021164021164,k_of_m,0.0759322033898305,0.7291710172675657,1.0,,1520.0,0.1078431372549019,0.1415094339622641,0.0952380952380952,0.990990990990991,0.9890510948905108,1.0,0.918918918918919,0.8636363636363636,,0.992063492063492,0.9571428571428572,0.979591836734694
ablate_no_gating,real,single_chunk,True,394,6881,487,0.8090349075975359,0.4807517641305107,0.0541580756013745,473,7583,564,0.8386524822695035,0.5043229582335728,0.0587140019860973,271.0,1211.0,307.0,0.8827361563517915,0.5375055481580115,0.1828609986504723,1138.0,15675.0,1358.0,0.8379970544918999,0.49601291057528,0.06768571938381014,744.0,8794.0,871.0,0.8541905855338691,0.5086471166637746,0.07800377437617949,single_chunk,0.55,-0.033982446493316,,,3410.0,0.7156862745098039,0.7358490566037735,0.7857142857142857,0.8423423423423423,0.8832116788321168,0.875,0.7297297297297297,0.7045454545454546,,0.8492063492063492,0.8714285714285714,1.0
ablate_no_pop,real,any_rule,True,393,2851,487,0.8069815195071869,0.1991895479633899,0.1211467324290998,447,2959,564,0.7925531914893617,0.1967943602021814,0.1312389900176159,245.0,935.0,307.0,0.7980456026058632,0.4150022192632046,0.2076271186440678,1085.0,6745.0,1358.0,0.7989690721649485,0.213435858489969,0.13856960408684546,692.0,3894.0,871.0,0.7944890929965557,0.2252299149748395,0.15089402529437418,k_of_m,0.75,-0.5894756447759809,5.0,,859.0,0.3529411764705882,0.330188679245283,0.0238095238095238,0.972972972972973,0.948905109489051,0.9305555555555556,0.945945945945946,0.8863636363636364,,0.8412698412698413,0.8071428571428572,0.8775510204081632
ablate_no_pop,real,cusum_all,True,390,3881,487,0.8008213552361396,0.2711520994899741,0.0913135097166939,462,4870,564,0.8191489361702128,0.3238893322692205,0.0866466616654163,264.0,521.0,307.0,0.8599348534201955,0.2312472259209942,0.3363057324840764,1116.0,9272.0,1358.0,0.8217967599410898,0.29339915195240807,0.10743165190604544,726.0,5391.0,871.0,0.8335246842709529,0.3118167621030713,0.1186856302108877,cusum_all,0.2884745762711864,1.5752124513733166,,0.2200450731644827,1467.0,0.1470588235294117,0.1792452830188679,0.0476190476190476,0.990990990990991,1.0,0.9953703703703703,0.918918918918919,0.8409090909090909,,0.9603174603174603,0.9428571428571428,0.9591836734693876
ablate_no_pop,real,cusum_gated,True,390,4537,487,0.8008213552361396,0.3169845594913715,0.079155672823219,460,5603,564,0.8156028368794326,0.3726389997339718,0.0758700313376216,247.0,754.0,307.0,0.8045602605863192,0.334664891256103,0.2467532467532467,1097.0,10894.0,1358.0,0.8078055964653903,0.3447250174039618,0.09148528062713703,707.0,6357.0,871.0,0.8117106773823192,0.3676904390074614,0.10008493771234428,cusum_gated,0.3332203389830508,1.26183414412087,,-0.2148211205823477,1061.0,0.1764705882352941,0.2075471698113207,0.0,0.954954954954955,0.9671532846715328,0.9212962962962964,0.972972972972973,0.9090909090909092,,0.984126984126984,0.95,0.979591836734694
ablate_no_pop,real,k_of_m,True,393,2851,487,0.8069815195071869,0.1991895479633899,0.1211467324290998,447,2959,564,0.7925531914893617,0.1967943602021814,0.1312389900176159,245.0,935.0,307.0,0.7980456026058632,0.4150022192632046,0.2076271186440678,1085.0,6745.0,1358.0,0.7989690721649485,0.213435858489969,0.13856960408684546,692.0,3894.0,871.0,0.7944890929965557,0.2252299149748395,0.15089402529437418,k_of_m,0.75,-0.5894756447759809,5.0,,859.0,0.3529411764705882,0.330188679245283,0.0238095238095238,0.972972972972973,0.948905109489051,0.9305555555555556,0.945945945945946,0.8863636363636364,,0.8412698412698413,0.8071428571428572,0.8775510204081632
ablate_no_pop,real,single_chunk,True,391,5739,487,0.8028747433264887,0.4009641584573464,0.063784665579119,474,6807,564,0.8404255319148937,0.4527134876296887,0.065100947672023,251.0,693.0,307.0,0.8175895765472313,0.3075898801597869,0.2658898305084746,1116.0,13239.0,1358.0,0.8217967599410898,0.41892918169736093,0.07774294670846395,725.0,7500.0,871.0,0.8323765786452354,0.4338018393197987,0.08814589665653495,single_chunk,0.55,-0.2858571487136502,,,770.0,0.3823529411764705,0.4716981132075472,0.2619047619047619,0.927927927927928,0.9306569343065694,0.8842592592592593,0.8378378378378378,0.8863636363636364,,0.9126984126984128,0.9285714285714286,1.0
