detector,arm,scope,reaches_0.80_on_development,development_main.iw_tp,development_main.iw_fp,development_main.n_risk,development_main.iw_recall,development_main.iw_fpr,development_main.iw_precision,external_8b.iw_tp,external_8b.iw_fp,external_8b.n_risk,external_8b.iw_recall,external_8b.iw_fpr,external_8b.iw_precision,legacy_main16x32.iw_tp,legacy_main16x32.iw_fp,legacy_main16x32.n_risk,legacy_main16x32.iw_recall,legacy_main16x32.iw_fpr,legacy_main16x32.iw_precision,corpus.iw_tp,corpus.iw_fp,corpus.n_risk,corpus.iw_recall,corpus.iw_fpr,corpus.iw_precision,sealed.iw_tp,sealed.iw_fp,sealed.n_risk,sealed.iw_recall,sealed.iw_fpr,sealed.iw_precision,rule,alpha,tau,k,drift,point_id,development_main.iw_recall_libero_goal,external_8b.iw_recall_libero_goal,legacy_main16x32.iw_recall_libero_goal,development_main.iw_recall_libero_long,external_8b.iw_recall_libero_long,legacy_main16x32.iw_recall_libero_long,development_main.iw_recall_libero_object,external_8b.iw_recall_libero_object,legacy_main16x32.iw_recall_libero_object,development_main.iw_recall_libero_spatial,external_8b.iw_recall_libero_spatial,legacy_main16x32.iw_recall_libero_spatial
ablate_no_self,real,any_rule,True,390,1894,487,0.8008213552361396,0.1323272549430587,0.1707530647985989,466,2154,564,0.8262411347517731,0.1432561851556265,0.1778625954198473,261.0,348.0,307.0,0.8501628664495114,0.1544607190412782,0.4285714285714285,1117.0,4396.0,1358.0,0.8225331369661266,0.13910511992911842,0.2026120079811355,727.0,2502.0,871.0,0.8346727898966705,0.14471629359708485,0.22514710436667698,cusum_all,0.1542372881355932,4.71215923025937,,-0.1207164155228551,1167.0,0.3431372549019608,0.4056603773584906,0.0238095238095238,0.972972972972973,0.9817518248175182,0.976851851851852,0.7297297297297297,0.7045454545454546,,0.8888888888888888,0.8785714285714286,1.0
ablate_no_self,real,cusum_all,True,390,1894,487,0.8008213552361396,0.1323272549430587,0.1707530647985989,466,2154,564,0.8262411347517731,0.1432561851556265,0.1778625954198473,261.0,348.0,307.0,0.8501628664495114,0.1544607190412782,0.4285714285714285,1117.0,4396.0,1358.0,0.8225331369661266,0.13910511992911842,0.2026120079811355,727.0,2502.0,871.0,0.8346727898966705,0.14471629359708485,0.22514710436667698,cusum_all,0.1542372881355932,4.71215923025937,,-0.1207164155228551,1167.0,0.3431372549019608,0.4056603773584906,0.0238095238095238,0.972972972972973,0.9817518248175182,0.976851851851852,0.7297297297297297,0.7045454545454546,,0.8888888888888888,0.8785714285714286,1.0
ablate_no_self,real,cusum_gated,True,391,4040,487,0.8028747433264887,0.2822608817159225,0.0882419318438275,464,4272,564,0.8226950354609929,0.2841181165203512,0.0979729729729729,244.0,837.0,307.0,0.7947882736156352,0.3715046604527297,0.2257169287696577,1099.0,9149.0,1358.0,0.8092783505154639,0.28950699322827667,0.10724043715846994,708.0,5109.0,871.0,0.8128587830080367,0.2955058129446469,0.12171222279525529,cusum_gated,0.2996610169491525,1.3091265008504445,,-0.1207164155228551,1055.0,0.3333333333333333,0.330188679245283,0.0,0.9009009009009008,0.927007299270073,0.9027777777777778,0.8378378378378378,0.8636363636363636,,1.0,0.9785714285714284,1.0
ablate_no_self,real,k_of_m,True,393,2868,487,0.8069815195071869,0.2003772793963529,0.1205151793928242,438,3095,564,0.776595744680851,0.2058393189678105,0.123973959807529,247.0,813.0,307.0,0.8045602605863192,0.3608521970705726,0.2330188679245283,1078.0,6776.0,1358.0,0.7938144329896907,0.21441680906271754,0.13725490196078433,685.0,3908.0,871.0,0.7864523536165328,0.22603967840823644,0.14913999564554759,k_of_m,0.6,-0.2502356112694347,4.0,,795.0,0.2549019607843137,0.1698113207547169,0.0,0.954954954954955,0.927007299270073,0.9166666666666666,0.8378378378378378,0.7272727272727273,,0.984126984126984,0.9571428571428572,1.0
ablate_no_self,real,single_chunk,True,402,6660,487,0.8254620123203286,0.4653112555019912,0.0569243840271877,458,7669,564,0.8120567375886525,0.5100425645118383,0.05635535868094,228.0,1073.0,307.0,0.742671009771987,0.476253883710608,0.1752498078401229,1088.0,15402.0,1358.0,0.801178203240059,0.48737421682172016,0.06597938144329897,686.0,8742.0,871.0,0.7876004592422503,0.5056394239111573,0.07276198557488332,single_chunk,0.7,-0.3833425182625528,,,833.0,0.696078431372549,0.6981132075471698,0.7619047619047619,0.7972972972972973,0.7737226277372263,0.6898148148148148,0.8378378378378378,0.7727272727272727,,0.9761904761904762,0.9857142857142858,0.9591836734693876
ablate_raw_only,real,any_rule,True,391,2472,487,0.8028747433264887,0.1727101236638021,0.1365700314355571,462,3445,564,0.8191489361702128,0.2291167863793562,0.118249296135142,263.0,360.0,307.0,0.8566775244299675,0.1597869507323568,0.4221508828250401,1116.0,6277.0,1358.0,0.8217967599410898,0.19862666919815203,0.15095360476126066,725.0,3805.0,871.0,0.8323765786452354,0.22008213314824454,0.1600441501103753,cusum_all,0.1933898305084745,4.310576365164641,,-0.139372746806854,1174.0,0.2549019607843137,0.330188679245283,0.0238095238095238,0.9864864864864864,0.9927007299270072,1.0,0.8108108108108109,0.7727272727272727,,0.9206349206349206,0.8642857142857143,0.9387755102040816
ablate_raw_only,real,cusum_all,True,391,2472,487,0.8028747433264887,0.1727101236638021,0.1365700314355571,462,3445,564,0.8191489361702128,0.2291167863793562,0.118249296135142,263.0,360.0,307.0,0.8566775244299675,0.1597869507323568,0.4221508828250401,1116.0,6277.0,1358.0,0.8217967599410898,0.19862666919815203,0.15095360476126066,725.0,3805.0,871.0,0.8323765786452354,0.22008213314824454,0.1600441501103753,cusum_all,0.1933898305084745,4.310576365164641,,-0.139372746806854,1174.0,0.2549019607843137,0.330188679245283,0.0238095238095238,0.9864864864864864,0.9927007299270072,1.0,0.8108108108108109,0.7727272727272727,,0.9206349206349206,0.8642857142857143,0.9387755102040816
ablate_raw_only,real,cusum_gated,True,393,5522,487,0.8069815195071869,0.3858031160483476,0.0664412510566356,461,6408,564,0.8173758865248227,0.4261771747805267,0.0671131169020235,220.0,790.0,307.0,0.7166123778501629,0.3506435863293387,0.2178217821782178,1074.0,12720.0,1358.0,0.7908689248895434,0.4025061704955383,0.07785993910395825,681.0,7198.0,871.0,0.7818599311136625,0.4163340852565215,0.08643228836146719,cusum_gated,0.3999999999999999,0.785098738677219,,-0.139372746806854,1067.0,0.3333333333333333,0.3867924528301887,0.0,0.8873873873873874,0.8905109489051095,0.7916666666666666,1.0,0.9318181818181818,,0.992063492063492,0.9642857142857144,1.0
ablate_raw_only,real,k_of_m,True,392,3337,487,0.8049281314168378,0.2331446936351568,0.1051220166264414,469,3283,564,0.8315602836879432,0.2183426443202979,0.125,240.0,680.0,307.0,0.7817589576547231,0.3018197958277852,0.2608695652173913,1101.0,7300.0,1358.0,0.8107511045655376,0.2309980380988545,0.13105582668729912,709.0,3963.0,871.0,0.8140068886337543,0.22922089189658165,0.15175513698630136,k_of_m,0.8333333333333333,-0.499608819391801,5.0,,894.0,0.4803921568627451,0.4622641509433962,0.119047619047619,0.8513513513513513,0.8978102189781022,0.8657407407407407,0.945945945945946,0.9090909090909092,,0.9444444444444444,0.9571428571428572,0.979591836734694
ablate_raw_only,real,single_chunk,True,392,7680,487,0.8049281314168378,0.5365751414797736,0.0485629335976214,492,8751,564,0.8723404255319149,0.5820031923383878,0.0532294709509899,208.0,620.0,307.0,0.6775244299674267,0.2751886373723923,0.251207729468599,1092.0,17051.0,1358.0,0.8041237113402062,0.539554458578571,0.06018850245273659,700.0,9371.0,871.0,0.8036739380022963,0.5420209381687778,0.06950650382285771,single_chunk,0.75,-0.3934919505446567,,,854.0,0.5196078431372549,0.6886792452830188,0.1666666666666666,0.8018018018018018,0.8722627737226277,0.7129629629629629,0.945945945945946,0.9545454545454546,,1.0,0.9857142857142858,0.9591836734693876
null_episode_const,episode_const,any_rule,True,394,6679,487,0.8090349075975359,0.4666387200447145,0.0557047928743107,456,7390,564,0.8085106382978723,0.491487097632349,0.0581187866428753,242.0,1235.0,307.0,0.7882736156351792,0.5481580115401686,0.1638456330399458,1092.0,15304.0,1358.0,0.8041237113402062,0.48427314726916015,0.06660161014881678,698.0,8625.0,871.0,0.801377726750861,0.49887211521776853,0.07486860452643998,single_chunk,0.8,-0.0693273957477876,,,875.0,0.8137254901960784,0.7735849056603774,0.8333333333333334,0.8153153153153153,0.8321167883211679,0.7916666666666666,0.8648648648648649,0.7954545454545454,,0.7777777777777778,0.7928571428571428,0.7346938775510204
null_episode_const,episode_const,cusum_all,True,487,14313,487,1.0,1.0,0.0329054054054054,564,15036,564,1.0,1.0,0.0361538461538461,307.0,2253.0,307.0,1.0,1.0,0.119921875,1358.0,31602.0,1358.0,1.0,1.0,0.04120145631067961,871.0,17289.0,871.0,1.0,1.0,0.04796255506607929,cusum_all,0.5166666666666666,0.0,,0.0002004184367046,1212.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
null_episode_const,episode_const,cusum_gated,True,487,10482,487,1.0,0.7323412282540348,0.0443978484820858,564,11199,564,1.0,0.7448124501197126,0.0479469523080846,307.0,1534.0,307.0,1.0,0.6808699511762095,0.1667571971754481,1358.0,23215.0,1358.0,1.0,0.7346054047212202,0.05526390754079681,871.0,12733.0,871.0,1.0,0.7364798426745329,0.06402528668038812,cusum_gated,0.5166666666666666,0.0,,0.0002004184367046,1074.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
null_episode_const,episode_const,k_of_m,True,394,8423,487,0.8090349075975359,0.5884859917557466,0.0446864012702733,459,9003,564,0.8138297872340425,0.5987629688747007,0.0485098287888395,244.0,1236.0,307.0,0.7947882736156352,0.5486018641810919,0.1648648648648648,1097.0,18662.0,1358.0,0.8078055964653903,0.5905322447946333,0.055519003998178044,703.0,10239.0,871.0,0.8071182548794489,0.5922262710393892,0.06424785231219156,k_of_m,0.8,-0.0693273957477876,1.0,,876.0,0.8137254901960784,0.7735849056603774,0.8333333333333334,0.8153153153153153,0.8394160583941606,0.8009259259259259,0.8648648648648649,0.8181818181818182,,0.7777777777777778,0.7928571428571428,0.7346938775510204
null_episode_const,episode_const,single_chunk,True,394,6679,487,0.8090349075975359,0.4666387200447145,0.0557047928743107,456,7390,564,0.8085106382978723,0.491487097632349,0.0581187866428753,242.0,1235.0,307.0,0.7882736156351792,0.5481580115401686,0.1638456330399458,1092.0,15304.0,1358.0,0.8041237113402062,0.48427314726916015,0.06660161014881678,698.0,8625.0,871.0,0.801377726750861,0.49887211521776853,0.07486860452643998,single_chunk,0.8,-0.0693273957477876,,,875.0,0.8137254901960784,0.7735849056603774,0.8333333333333334,0.8153153153153153,0.8321167883211679,0.7916666666666666,0.8648648648648649,0.7954545454545454,,0.7777777777777778,0.7928571428571428,0.7346938775510204
null_white,white,any_rule,True,403,5528,487,0.8275154004106776,0.3862223153776287,0.0679480694655201,433,6153,564,0.7677304964539007,0.4092178770949721,0.0657455208017005,239.0,1178.0,307.0,0.7785016286644951,0.5228584110075455,0.1686661961891319,1075.0,12859.0,1358.0,0.7916053019145802,0.4069046262894753,0.07714941868810105,672.0,7331.0,871.0,0.7715269804822044,0.4240268378737926,0.08396851180807197,single_chunk,0.7666666666666666,-0.1072445473560245,,,861.0,0.8137254901960784,0.7830188679245284,0.5714285714285714,0.8018018018018018,0.7700729927007299,0.7916666666666666,0.945945945945946,0.7727272727272727,,0.8492063492063492,0.75,0.8979591836734694
null_white,white,cusum_all,True,394,9720,487,0.8090349075975359,0.6791029134353385,0.038955902709116,441,10571,564,0.7819148936170213,0.7030460228784251,0.0400472212132219,261.0,1624.0,307.0,0.8501628664495114,0.7208166888592987,0.1384615384615384,1096.0,21915.0,1358.0,0.8070692194403535,0.6934687677995064,0.047629394637347354,702.0,12195.0,871.0,0.8059701492537313,0.7053617907339927,0.05443126308443824,cusum_all,0.6833333333333333,7.093200941062083e-05,,0.0988311118409214,1498.0,0.7647058823529411,0.7452830188679245,0.7619047619047619,0.8828828828828829,0.843065693430657,0.8935185185185185,0.8648648648648649,0.75,,0.6984126984126984,0.7,0.7346938775510204
null_white,white,cusum_gated,True,391,9050,487,0.8028747433264887,0.6322923216656187,0.0414151043321682,426,9771,564,0.7553191489361702,0.6498403830806065,0.0417769932333039,255.0,1265.0,307.0,0.8306188925081434,0.5614735907678651,0.1677631578947368,1072.0,20086.0,1358.0,0.7893961708394698,0.6355926840073413,0.05066641459495226,681.0,11036.0,871.0,0.7818599311136625,0.6383249464977732,0.05812067935478365,cusum_gated,0.8166666666666667,0.0019626147298158,,0.0007538112441494,1092.0,0.9411764705882352,0.8584905660377359,0.8809523809523809,0.8828828828828829,0.8540145985401459,0.8703703703703703,0.972972972972973,0.8181818181818182,,0.5,0.4642857142857143,0.6122448979591837
null_white,white,k_of_m,True,392,9091,487,0.8049281314168378,0.635156850415706,0.0413371296003374,427,9821,564,0.7570921985815603,0.6531657355679702,0.0416666666666666,258.0,1268.0,307.0,0.8403908794788274,0.5628051486906347,0.1690694626474443,1077.0,20180.0,1358.0,0.7930780559646539,0.6385671792924499,0.050665663075692716,685.0,11089.0,871.0,0.7864523536165328,0.6413904794956331,0.05817903855953797,k_of_m,0.5,0.0007537673631965,1.0,,750.0,0.9411764705882352,0.8679245283018868,0.8809523809523809,0.8873873873873874,0.8540145985401459,0.8842592592592593,0.972972972972973,0.8181818181818182,,0.5,0.4642857142857143,0.6122448979591837
null_white,white,single_chunk,True,403,5528,487,0.8275154004106776,0.3862223153776287,0.0679480694655201,433,6153,564,0.7677304964539007,0.4092178770949721,0.0657455208017005,239.0,1178.0,307.0,0.7785016286644951,0.5228584110075455,0.1686661961891319,1075.0,12859.0,1358.0,0.7916053019145802,0.4069046262894753,0.07714941868810105,672.0,7331.0,871.0,0.7715269804822044,0.4240268378737926,0.08396851180807197,single_chunk,0.7666666666666666,-0.1072445473560245,,,861.0,0.8137254901960784,0.7830188679245284,0.5714285714285714,0.8018018018018018,0.7700729927007299,0.7916666666666666,0.945945945945946,0.7727272727272727,,0.8492063492063492,0.75,0.8979591836734694
unified,real,any_rule,True,392,3502,487,0.8049281314168378,0.2446726751903863,0.1006676938880328,450,3841,564,0.7978723404255319,0.2554535780792764,0.1048706595199254,240.0,954.0,307.0,0.7817589576547231,0.4234354194407457,0.2010050251256281,1082.0,8297.0,1358.0,0.7967599410898379,0.2625466742611227,0.11536411131250666,690.0,4795.0,871.0,0.7921928817451206,0.277343975938458,0.12579762989972654,k_of_m,0.6333333333333333,-0.4126134524264579,4.0,,809.0,0.3039215686274509,0.2830188679245283,0.0,0.9504504504504504,0.9671532846715328,0.9027777777777778,0.972972972972973,0.8863636363636364,,0.9047619047619048,0.8285714285714286,0.9183673469387756
unified,real,cusum_all,True,390,3550,487,0.8008213552361396,0.2480262698246349,0.098984771573604,453,4626,564,0.8031914893617021,0.3076616121308859,0.0891907855877141,266.0,477.0,307.0,0.8664495114006515,0.2117177097203728,0.3580080753701211,1109.0,8653.0,1358.0,0.8166421207658321,0.27381178406429973,0.1136037697193198,719.0,5103.0,871.0,0.8254879448909299,0.29515877147319103,0.12349708004122295,cusum_all,0.2661016949152542,1.5278397271346318,,0.2447494621716875,1463.0,0.1764705882352941,0.1886792452830188,0.0476190476190476,1.0,1.0,1.0,0.918918918918919,0.9090909090909092,,0.9206349206349206,0.85,0.979591836734694
unified,real,cusum_gated,True,390,4537,487,0.8008213552361396,0.3169845594913715,0.079155672823219,451,5567,564,0.799645390070922,0.3702447459430699,0.0749418411432369,237.0,812.0,307.0,0.7719869706840391,0.3604083444296493,0.2259294566253575,1078.0,10916.0,1358.0,0.7938144329896907,0.34542117587494464,0.08987827246956812,688.0,6379.0,871.0,0.7898966704936854,0.3689629244027995,0.09735389840101882,cusum_gated,0.3332203389830508,1.2370042048463938,,-0.2109494320649544,1061.0,0.2450980392156862,0.2452830188679245,0.0,0.9369369369369368,0.9416058394160584,0.8703703703703703,0.972972972972973,0.9545454545454546,,0.9603174603174603,0.8928571428571429,1.0
unified,real,k_of_m,True,392,3502,487,0.8049281314168378,0.2446726751903863,0.1006676938880328,450,3841,564,0.7978723404255319,0.2554535780792764,0.1048706595199254,240.0,954.0,307.0,0.7817589576547231,0.4234354194407457,0.2010050251256281,1082.0,8297.0,1358.0,0.7967599410898379,0.2625466742611227,0.11536411131250666,690.0,4795.0,871.0,0.7921928817451206,0.277343975938458,0.12579762989972654,k_of_m,0.6333333333333333,-0.4126134524264579,4.0,,809.0,0.3039215686274509,0.2830188679245283,0.0,0.9504504504504504,0.9671532846715328,0.9027777777777778,0.972972972972973,0.8863636363636364,,0.9047619047619048,0.8285714285714286,0.9183673469387756
unified,real,single_chunk,True,390,5627,487,0.8008213552361396,0.3931391043107664,0.0648163536646169,485,6566,564,0.8599290780141844,0.4366852886405959,0.0687845695646007,266.0,811.0,307.0,0.8664495114006515,0.3599644917887261,0.2469823584029712,1141.0,13004.0,1358.0,0.8402061855670103,0.4114929434845896,0.08066454577589253,751.0,7377.0,871.0,0.8622273249138921,0.426687489154954,0.09239665354330709,single_chunk,0.5666666666666667,-0.3134088739045806,,,777.0,0.392156862745098,0.5094339622641509,0.3809523809523809,0.9324324324324323,0.95985401459854,0.9305555555555556,0.7567567567567568,0.8636363636363636,,0.9126984126984128,0.9285714285714286,1.0
unified_extended,real,any_rule,True,391,1999,487,0.8028747433264887,0.1396632432054775,0.1635983263598326,421,2128,564,0.7464539007092199,0.1415270018621973,0.1651628089446842,,,,,,,,,,,,,,,,,,,k_of_m,0.6,-0.4610811533885354,5.0,,796.0,0.5686274509803921,0.3962264150943396,,0.945945945945946,0.8759124087591241,,0.6756756756756757,0.7045454545454546,,0.7777777777777778,0.7714285714285715,
unified_extended,real,cusum_all,True,390,4129,487,0.8008213552361396,0.2884790051002585,0.0863022792653241,447,5152,564,0.7925531914893617,0.3426443202979516,0.0798356849437399,,,,,,,,,,,,,,,,,,,cusum_all,0.3052542372881355,4.715080437267934,,-0.2995378266754624,1194.0,0.3627450980392157,0.330188679245283,,1.0,0.9963503649635036,,0.7567567567567568,0.6818181818181818,,0.8174603174603174,0.7785714285714286,
unified_extended,real,cusum_gated,True,390,4537,487,0.8008213552361396,0.3169845594913715,0.079155672823219,431,5277,564,0.7641843971631206,0.3509577015163607,0.0755080588647512,,,,,,,,,,,,,,,,,,,cusum_gated,0.3332203389830508,1.4786721484065082,,-0.2995378266754624,1061.0,0.4607843137254901,0.3679245283018867,,0.8693693693693694,0.8613138686131386,,0.7837837837837838,0.7727272727272727,,0.9603174603174603,0.8714285714285714,
unified_extended,real,k_of_m,True,391,1999,487,0.8028747433264887,0.1396632432054775,0.1635983263598326,421,2128,564,0.7464539007092199,0.1415270018621973,0.1651628089446842,,,,,,,,,,,,,,,,,,,k_of_m,0.6,-0.4610811533885354,5.0,,796.0,0.5686274509803921,0.3962264150943396,,0.945945945945946,0.8759124087591241,,0.6756756756756757,0.7045454545454546,,0.7777777777777778,0.7714285714285715,
unified_extended,real,single_chunk,True,392,4479,487,0.8049281314168378,0.3129322993083211,0.0804762882365017,436,4947,564,0.7730496453900709,0.3290103750997605,0.0809957272896154,,,,,,,,,,,,,,,,,,,single_chunk,0.5333333333333333,-0.3542116809407035,,,763.0,0.6764705882352942,0.5566037735849056,,0.8828828828828829,0.8394160583941606,,0.7027027027027027,0.8181818181818182,,0.8015873015873016,0.7928571428571428,
