cohort,detector,point,is_baseline,alarms,tp,fp,precision,suite_prior,suite_lift,task_prior,task_lift,lp_suite_tp,lp_suite_fp,lp_suite_precision,lp_suite_lift,lp_task_tp,lp_task_fp,lp_task_precision,lp_task_lift,budget
development_main,unified,budget=0.2|k_of_m,True,2716,385,2331,0.14175257731958762,0.1417525773195876,1.0000000000000002,0.14175257731958762,1.0,163,1878,0.07986281234688879,1.0,111,1968,0.05339105339105339,1.0,0.2
external_8b,unified,budget=0.2|k_of_m,True,2731,458,2273,0.16770413767850603,0.167704137678506,1.0000000000000002,0.16770413767850603,1.0,184,1568,0.1050228310502283,1.0000000000000002,128,1833,0.06527281998980113,1.0000000000000002,0.2
legacy_main16x32,unified,budget=0.2|k_of_m,True,817,265,552,0.3243574051407589,0.3243574051407589,1.0,0.3243574051407589,1.0,49,256,0.16065573770491803,1.0,37,234,0.13653136531365315,1.0,0.2
development_main,unified,budget=0.3|k_of_m,True,4673,434,4239,0.09287395677295099,0.08400723957571724,1.105547060491638,0.08810530352005813,1.054124474490996,216,3774,0.05413533834586466,1.0612102950274236,172,3866,0.04259534422981674,1.1404826909178745,0.3
external_8b,unified,budget=0.3|k_of_m,True,4837,500,4337,0.10336985734959686,0.09702467699121445,1.0653975932221549,0.09789549350822416,1.0559204887292672,482,4242,0.10203217612193057,1.1012556260247044,213,3966,0.050969131371141424,1.1481605653110922,0.3
legacy_main16x32,unified,budget=0.3|k_of_m,True,1695,262,1433,0.15457227138643068,0.16948308268620793,0.9120218309494399,0.16525758294111814,0.9353414750202738,54,1140,0.04522613065326633,0.7113270252380127,46,1131,0.03908241291418862,0.7330417007273162,0.3
development_main,ablate_no_self,budget=0.002|cusum_gated,True,116,92,24,0.7931034482758621,0.1543058990746508,5.1398128848733835,0.4004345170239744,1.9806071019306715,79,8,0.9080459770114943,9.023582338352647,42,4,0.9130434782608695,9.551053965071594,0.002
external_8b,ablate_no_self,budget=0.002|cusum_gated,True,140,113,27,0.8071428571428572,0.16135455695164203,5.0022935353772375,0.30382452292620604,2.6566086547888657,95,20,0.8260869565217391,6.0925937032779975,64,14,0.8205128205128205,6.7632408400026796,0.002
legacy_main16x32,ablate_no_self,budget=0.002|cusum_gated,True,54,46,8,0.8518518518518519,0.1334682011775507,6.382433001540542,0.1814309385632571,4.695185168514399,44,7,0.8627450980392157,7.405340564902802,36,5,0.8780487804878049,7.196784595087593,0.002
development_main,ablate_no_self,budget=0.005|cusum_gated,True,173,112,61,0.6473988439306358,0.1705858510380211,3.795149714886612,0.3575028091195157,1.8108916277471987,91,23,0.7982456140350878,8.185060161954569,52,17,0.7536231884057971,8.261610602719767,0.005
external_8b,ablate_no_self,budget=0.005|cusum_gated,True,201,140,61,0.6965174129353234,0.15263061109911508,4.563418883797954,0.2952917261499489,2.358743409497469,117,51,0.6964285714285714,5.456377531938264,73,32,0.6952380952380952,7.054542955973896,0.005
legacy_main16x32,ablate_no_self,budget=0.005|cusum_gated,True,75,55,20,0.7333333333333333,0.18194486994551173,4.030524925231195,0.21752585608490865,3.3712467406499265,45,12,0.7894736842105263,7.435416903269603,37,10,0.7872340425531915,7.1273401230800895,0.005
development_main,ablate_no_self,budget=0.01|cusum_gated,True,260,137,123,0.5269230769230769,0.18250401395926036,2.8871862349323445,0.3267317996238203,1.612708274890124,101,53,0.6558441558441559,6.756933370928891,63,39,0.6176470588235294,7.46798498877356,0.01
external_8b,ablate_no_self,budget=0.01|cusum_gated,True,291,160,131,0.5498281786941581,0.15046664417482708,3.654153262402218,0.2747667578465907,2.0010724113909775,140,99,0.5857740585774058,4.789244620001056,84,68,0.5526315789473685,6.602937386010674,0.01
legacy_main16x32,ablate_no_self,budget=0.01|cusum_gated,True,121,65,56,0.5371900826446281,0.23834997068040378,2.2537870724764213,0.2618015339421837,2.051898148019489,46,22,0.6764705882352942,7.097701376769743,39,20,0.6610169491525424,6.3495784662715495,0.01
development_main,ablate_no_self,budget=0.02|k_of_m,True,483,198,285,0.40993788819875776,0.19928406121695505,2.0570530613206928,0.3058754778434042,1.3402116805474327,122,149,0.45018450184501846,3.7172616500640197,69,94,0.4233128834355828,5.193516805632655,0.02
external_8b,ablate_no_self,budget=0.02|k_of_m,True,487,214,273,0.4394250513347023,0.1703294416067139,2.5798537656767695,0.2867185355183384,1.5326007805539896,176,209,0.45714285714285713,3.235119241843483,85,113,0.4292929292929293,5.513321743543999,0.02
legacy_main16x32,ablate_no_self,budget=0.02|k_of_m,True,278,122,156,0.43884892086330934,0.33492457441772755,1.3102917921930815,0.3428240448594089,1.2800995946573115,45,31,0.5921052631578947,5.703218437398402,37,29,0.5606060606060606,5.642890980697198,0.02
development_main,ablate_no_self,budget=0.05|cusum_all,True,959,312,647,0.32533889468196037,0.14929437075361915,2.1791772391664246,0.2053413481588752,1.5843808253866218,186,579,0.24313725490196078,2.582532663997744,93,492,0.15897435897435896,3.4533427360461633,0.05
external_8b,ablate_no_self,budget=0.05|cusum_all,True,1031,350,681,0.3394762366634336,0.13774051925392616,2.464606918154602,0.20522165049329058,1.6541930924316985,240,614,0.2810304449648712,3.303850539285253,130,519,0.20030816640986132,4.22529022829127,0.05
legacy_main16x32,ablate_no_self,budget=0.05|cusum_all,True,376,199,177,0.5292553191489362,0.3918665638713538,1.3506008624984036,0.3991179632928678,1.3260623871258213,33,7,0.825,6.34066668931866,27,3,0.9,7.586353308886011,0.05
development_main,ablate_no_self,budget=0.1|cusum_all,True,1786,376,1410,0.21052631578947367,0.10071438989578836,2.090330051220192,0.1522338748610697,1.3829137304795156,323,1359,0.19203329369797859,2.2798749552735935,146,1136,0.11388455538221529,2.6321952800791153,0.1
external_8b,ablate_no_self,budget=0.1|cusum_all,True,1982,449,1533,0.2265388496468214,0.0927986268809532,2.4411875181885714,0.15481216631135986,1.463314253940508,386,1501,0.20455749867514572,2.63930291667214,182,1269,0.12543073742246727,2.9846170992446166,0.1
legacy_main16x32,ablate_no_self,budget=0.1|cusum_all,True,559,252,307,0.45080500894454384,0.3767948192366813,1.1964204015803452,0.3800814289237869,1.1860748109188421,46,33,0.5822784810126582,5.8586478113093055,40,31,0.5633802816901409,5.699478335109975,0.1
development_main,ablate_no_self,budget=0.2|cusum_all,True,3277,418,2859,0.1275556911809582,0.08551702182282563,1.4915824763545718,0.10236435156431045,1.2460948487601298,404,2796,0.12625,1.6151826473224107,199,2537,0.07273391812865497,1.8385268285389968,0.2
external_8b,ablate_no_self,budget=0.2|cusum_all,True,3891,492,3399,0.1264456437933693,0.07826207963486068,1.6156693558785267,0.09843625541609767,1.284543416029732,468,3349,0.12260937909352895,1.7111781561841726,239,3101,0.07155688622754491,1.8266677137357439,0.2
legacy_main16x32,ablate_no_self,budget=0.2|cusum_all,True,705,265,440,0.375886524822695,0.3346739131043809,1.1231425877685914,0.3352594853142208,1.1211808801483922,50,133,0.273224043715847,3.2596583703561106,47,132,0.26256983240223464,3.1078419552776504,0.2
development_main,ablate_no_self,budget=0.3|cusum_all,True,4685,431,4254,0.0919957310565635,0.07455727492617391,1.2338934215025568,0.07759053250305842,1.1856566528002275,428,4182,0.0928416485900217,1.338989580178749,233,3953,0.055661729574773056,1.4876319478019164,0.3
external_8b,ablate_no_self,budget=0.3|cusum_all,True,5579,504,5075,0.0903387703889586,0.0718152643282709,1.2579327143602215,0.07748493194701032,1.1658882329630056,499,5001,0.09072727272727273,1.3576965054678076,271,4771,0.05374851249504165,1.4435170726302118,0.3
legacy_main16x32,ablate_no_self,budget=0.3|cusum_all,True,857,267,590,0.3115519253208868,0.2909046521920137,1.0709760843399807,0.2881772250639445,1.0811122400521265,51,277,0.15548780487804878,1.9872902970864206,51,277,0.15548780487804878,2.1008063682435085,0.3
development_main,ablate_no_pop,budget=0.002|cusum_gated,True,88,64,24,0.7272727272727273,0.20955077067534622,3.470627785948255,0.42812536588619776,1.6987377652041469,46,4,0.92,7.072237770245492,26,4,0.8666666666666667,5.982152818441725,0.002
external_8b,ablate_no_pop,budget=0.002|cusum_gated,True,90,67,23,0.7444444444444445,0.19372744401346567,3.8427412710441757,0.37238156032565295,1.9991442213019819,54,10,0.84375,5.315663340395445,30,7,0.8108108108108109,5.75811106007266,0.002
legacy_main16x32,ablate_no_pop,budget=0.002|cusum_gated,True,22,22,0,1.0,0.15105351129262,6.620170504099078,0.13766274583204322,7.2641294052064005,22,0,1.0,6.620170504099078,21,0,1.0,7.848591749644379,0.002
development_main,ablate_no_pop,budget=0.005|k_of_m,True,188,117,71,0.6223404255319149,0.23982288079808867,2.5950002079070797,0.3289894299209365,1.8916730111404407,61,19,0.7625,6.376283343415194,52,27,0.6582278481012658,5.138952948492671,0.005
external_8b,ablate_no_pop,budget=0.005|k_of_m,True,231,146,85,0.6320346320346321,0.22752710833180523,2.7778432058870504,0.3340651175110533,1.8919503980050232,68,27,0.7157894736842105,4.691133009968546,48,42,0.5333333333333333,4.144184993330033,0.005
legacy_main16x32,ablate_no_pop,budget=0.005|k_of_m,True,97,56,41,0.5773195876288659,0.2791469494676355,2.0681565345058543,0.2659655913569446,2.1706551764211572,31,22,0.5849056603773585,3.6407393145937625,31,22,0.5849056603773585,4.284038755736869,0.005
development_main,ablate_no_pop,budget=0.01|k_of_m,True,292,162,130,0.5547945205479452,0.24974086021626413,2.221480778385718,0.3191116460368478,1.738559301856013,69,45,0.6052631578947368,4.797627398558734,60,58,0.5084745762711864,4.113875389212214,0.01
external_8b,ablate_no_pop,budget=0.01|k_of_m,True,369,200,169,0.5420054200542005,0.22713113544402339,2.3863105293539912,0.3131870655635388,1.7306124027789374,83,61,0.5763888888888888,3.9829227357799657,61,93,0.3961038961038961,3.4299887792215507,0.01
legacy_main16x32,ablate_no_pop,budget=0.01|k_of_m,True,164,85,79,0.5182926829268293,0.3087861730307877,1.678484103869355,0.2996616570025994,1.729592928608592,34,37,0.4788732394366197,2.9807415924116127,33,37,0.4714285714285714,3.452895752895753,0.01
development_main,ablate_no_pop,budget=0.02|k_of_m,True,486,217,269,0.44650205761316875,0.2500217813868364,1.7858526370641923,0.29703637435140373,1.5031898318451133,78,110,0.4148936170212766,3.3189092876006234,64,136,0.32,2.8876230344282394,0.02
