quantity,column,n_distinct,alpha,threshold,n_ge,n_gt,loss_pct_from_strict_gt
set_dwell,set_dwell|L2,13,0.005,0.20000000298023224,3152,753,76.11040609137056
set_dwell,set_dwell|L2,13,0.01,0.20000000298023224,3152,753,76.11040609137056
set_dwell,set_dwell|L2,13,0.05,0.10000000149011612,18410,3152,82.87887017925041
set_dwell,set_dwell|L2,13,0.1,0.0,221781,18410,91.69901840103526
set_dwell,set_dwell|L2,13,0.2,0.0,221781,18410,91.69901840103526
set_dwell,set_dwell|L3,8,0.005,0.20000000298023224,1240,205,83.46774193548387
set_dwell,set_dwell|L3,8,0.01,0.10000000149011612,9939,1240,87.52389576416138
set_dwell,set_dwell|L3,8,0.05,0.0,221781,9939,95.5185520851651
set_dwell,set_dwell|L3,8,0.1,0.0,221781,9939,95.5185520851651
set_dwell,set_dwell|L3,8,0.2,0.0,221781,9939,95.5185520851651
set_dwell,set_dwell|L4,10,0.005,0.20000000298023224,1725,377,78.14492753623188
set_dwell,set_dwell|L4,10,0.01,0.10000000149011612,11748,1725,85.31664964249234
set_dwell,set_dwell|L4,10,0.05,0.10000000149011612,11748,1725,85.31664964249234
set_dwell,set_dwell|L4,10,0.1,0.0,221781,11748,94.70288257334938
set_dwell,set_dwell|L4,10,0.2,0.0,221781,11748,94.70288257334938
set_dwell,set_dwell|L5,12,0.005,0.20000000298023224,1873,531,71.64975974372665
set_dwell,set_dwell|L5,12,0.01,0.10000000149011612,11822,1873,84.15665708002031
set_dwell,set_dwell|L5,12,0.05,0.10000000149011612,11822,1873,84.15665708002031
set_dwell,set_dwell|L5,12,0.1,0.0,221781,11822,94.66951632466262
set_dwell,set_dwell|L5,12,0.2,0.0,221781,11822,94.66951632466262
set_dwell,set_dwell|L12,17,0.005,0.30000001192092896,1302,766,41.16743471582181
set_dwell,set_dwell|L12,17,0.01,0.20000000298023224,2361,1302,44.85387547649301
set_dwell,set_dwell|L12,17,0.05,0.0,221781,5823,97.37443694455341
set_dwell,set_dwell|L12,17,0.1,0.0,221781,5823,97.37443694455341
