suite,chunk,n_replicated,top1,top3,top1_any,n_tasks,prior,gated
libero_goal,4,0,0.0,0.0,0.1268967817241954,6.0,0.0255,True
libero_goal,5,9,0.1798955033072091,0.1598854983047078,0.1798955033072091,6.0,0.0255,True
libero_goal,6,52,0.1909287977321994,0.1784503362792507,0.1909287977321994,6.0,0.0255,True
libero_goal,7,21,0.1494339412191176,0.1407339244883163,0.1494339412191176,6.0,0.0262954369682907,True
libero_goal,8,25,0.1891763550024562,0.1676600622236778,0.1891763550024562,5.0,0.0319248826291079,True
libero_goal,9,29,0.1986032606156864,0.1764609707105152,0.2099079740271874,5.0,0.0503206709422792,True
libero_goal,10,0,0.0,0.0,0.2086897910509669,2.0,0.0612244897959183,True
libero_goal,11,0,0.0,0.0,0.2884066988126718,2.0,0.0618932038834951,True
libero_goal,12,0,0.0,0.0,0.2985117643976314,2.0,0.0742898761835396,True
libero_goal,13,0,0.0,0.0,0.2907039370926914,2.0,0.1259259259259259,True
libero_goal,14,0,0.0,0.0,0.3228159318144566,2.0,0.1743589743589743,True
libero_goal,15,0,0.0,0.0,0.4102011494252874,1.0,0.2027833001988071,True
libero_goal,16,0,0.0,0.0,0.3736737400530504,1.0,0.2107438016528925,True
libero_goal,17,0,0.0,0.0,0.410217083529967,1.0,0.2222222222222222,True
libero_goal,18,0,0.0,0.0,0.4124434389140271,1.0,0.3388704318936877,True
libero_long,4,0,0.0,0.0,0.1011175999762843,7.0,0.0792857142857142,True
libero_long,5,2,0.1136868941392701,0.0,0.1136868941392701,7.0,0.0792857142857142,True
libero_long,6,8,0.1456881984999851,0.1270565914682951,0.1456881984999851,7.0,0.0792857142857142,True
libero_long,7,3,0.1072540242492514,0.1025553612189844,0.1072540242492514,7.0,0.0792857142857142,True
libero_long,8,0,0.0,0.0,0.0994871490825008,7.0,0.0792857142857142,True
libero_long,9,2,0.1074244804790561,0.0,0.1074244804790561,7.0,0.0792857142857142,True
libero_long,10,0,0.0,0.0,0.0998132392612575,7.0,0.0792857142857142,True
libero_long,11,2,0.1080247828535855,0.0,0.1080247828535855,7.0,0.0792857142857142,True
libero_long,12,4,0.1170070850502474,0.1042302789553256,0.1170070850502474,7.0,0.0792857142857142,True
libero_long,13,15,0.1304953606260931,0.124462692319094,0.1380843684226128,7.0,0.0792857142857142,True
libero_long,14,40,0.1863085178926147,0.1700317234427347,0.1863085178926147,7.0,0.0793140407288317,True
libero_long,15,26,0.180829246544806,0.1726853915886461,0.180829246544806,7.0,0.079913606911447,True
libero_long,16,7,0.1496602711844114,0.1175282109611182,0.1734263222484959,7.0,0.0816476645825671,True
libero_long,17,4,0.1198390853271226,0.1102658721756753,0.1198390853271226,7.0,0.0843465045592705,True
libero_long,18,0,0.0,0.0,0.112258301004979,7.0,0.0870246961975695,True
libero_long,19,1,0.1029696578437702,0.0,0.107919087583387,7.0,0.0888355342136854,True
libero_long,20,1,0.1189486742130563,0.0,0.1265312451542874,7.0,0.0900243309002433,True
libero_long,21,0,0.0,0.0,0.1240846812249812,7.0,0.0974967061923583,True
libero_long,22,2,0.1081655377192168,0.0,0.1507191240604992,7.0,0.1192907039226222,True
libero_long,23,1,0.1389710419370625,0.0,0.1566735462456648,7.0,0.1487935656836461,True
libero_long,24,7,0.1687769520139462,0.1578355812459858,0.1734104046242774,6.0,0.190721649484536,True
libero_long,25,11,0.1678996301109667,0.143481955413376,0.176921923422973,4.0,0.2727272727272727,True
libero_long,26,23,0.1827306120337317,0.1717885043199337,0.1827306120337317,4.0,0.3288888888888889,True
libero_long,27,0,0.0,0.0,0.2419038792532769,3.0,0.3693843594009983,True
libero_long,28,0,0.0,0.0,0.2949939767099451,3.0,0.3901581722319859,True
libero_long,29,0,0.0,0.0,0.3727361062376852,3.0,0.4036363636363636,True
libero_long,30,0,0.0,0.0,0.3848856452969424,3.0,0.4111111111111111,True
libero_long,31,0,0.0,0.0,0.3383534685398787,2.0,0.4228571428571429,True
libero_long,32,0,0.0,0.0,0.3516334311654826,2.0,0.4310679611650485,True
libero_long,33,0,0.0,0.0,0.3749794035261163,2.0,0.4352941176470588,True
libero_object,4,28,0.2342018568433662,0.1822401916741539,0.2342018568433662,6.0,0.00925,True
libero_object,5,20,0.1761755016471997,0.1555106319257262,0.1761755016471997,6.0,0.00925,True
libero_object,6,58,0.287361485474693,0.2508984725965858,0.287361485474693,6.0,0.00925,True
libero_object,7,116,0.3226265348906858,0.3212788259958071,0.3226265348906858,6.0,0.00925,True
libero_object,8,154,0.3867175801138065,0.3825995807127882,0.3867175801138065,6.0,0.00925,True
libero_object,9,153,0.3824498352800239,0.3786313267445342,0.3824498352800239,6.0,0.00925,True
libero_object,10,123,0.3274183887391434,0.3158879904162923,0.3274183887391434,6.0,0.00925,True
libero_object,11,60,0.2780031552851025,0.2642551273382916,0.2780031552851025,6.0,0.0093152064451158,True
libero_object,12,83,0.3222372423115918,0.2810915849949307,0.3222372423115918,6.0,0.0108536227632736,True
libero_object,13,79,0.3848773841961853,0.3331062670299727,0.3848773841961853,6.0,0.0176442536957558,True
libero_object,14,134,0.369364161849711,0.3549132947976878,0.369364161849711,4.0,0.0288836846213895,True
libero_object,15,0,0.0,0.0,0.3071786310517529,3.0,0.0737051792828685,True
libero_object,16,0,0.0,0.0,0.4291581108829568,3.0,0.1659192825112107,True
libero_object,17,0,0.0,0.0,0.5,1.0,0.3363636363636363,True
