suite,chunk,n_replicated,top1,top3,top1_any,n_tasks,prior,gated
libero_goal,4,0,0.0,0.0,0.0899060641431827,6.0,0.0255,True
libero_goal,5,2,0.1050803179367461,0.0,0.1050803179367461,6.0,0.0255,True
libero_goal,6,0,0.0,0.0,0.0729809349119003,6.0,0.0255,True
libero_goal,7,0,0.0,0.0,0.088282862082427,6.0,0.0262954369682907,True
libero_goal,8,0,0.0,0.0,0.0839200916980513,5.0,0.0319248826291079,True
libero_goal,9,2,0.1208249637968889,0.0,0.1208249637968889,5.0,0.0503206709422792,True
libero_goal,10,0,0.0,0.0,0.1225436822730336,2.0,0.0612244897959183,False
libero_goal,11,0,0.0,0.0,0.0936122777000051,2.0,0.0618932038834951,False
libero_goal,12,0,0.0,0.0,0.1193994654928469,2.0,0.0742898761835396,False
libero_goal,13,0,0.0,0.0,0.1094145527010287,2.0,0.1259259259259259,False
libero_goal,14,0,0.0,0.0,0.1522428017264929,2.0,0.1743589743589743,False
libero_goal,15,0,0.0,0.0,0.1292550839964633,1.0,0.2027833001988071,False
libero_goal,16,0,0.0,0.0,0.150419982316534,1.0,0.2107438016528925,False
libero_goal,17,0,0.0,0.0,0.1341434638980651,1.0,0.2222222222222222,False
libero_goal,18,0,0.0,0.0,0.1235294117647058,1.0,0.3388704318936877,False
libero_long,4,0,0.0,0.0,0.078987934663386,7.0,0.0792857142857142,True
libero_long,5,0,0.0,0.0,0.0801885394124448,7.0,0.0792857142857142,True
libero_long,6,0,0.0,0.0,0.0779948418462632,7.0,0.0792857142857142,True
libero_long,7,0,0.0,0.0,0.0551537070524412,7.0,0.0792857142857142,True
libero_long,8,0,0.0,0.0,0.0615717546616073,7.0,0.0792857142857142,True
libero_long,9,0,0.0,0.0,0.0560133993418907,7.0,0.0792857142857142,True
libero_long,10,0,0.0,0.0,0.0571547149675392,7.0,0.0792857142857142,False
libero_long,11,0,0.0,0.0,0.069546141760294,7.0,0.0792857142857142,False
libero_long,12,0,0.0,0.0,0.0675006670026383,7.0,0.0792857142857142,False
libero_long,13,0,0.0,0.0,0.0599561260486763,7.0,0.0792857142857142,False
libero_long,14,0,0.0,0.0,0.0652702422247917,7.0,0.0793140407288317,False
libero_long,15,0,0.0,0.0,0.052043394263635,7.0,0.079913606911447,False
libero_long,16,0,0.0,0.0,0.0669280732736687,7.0,0.0816476645825671,False
libero_long,17,0,0.0,0.0,0.0588760170593751,7.0,0.0843465045592705,False
libero_long,18,0,0.0,0.0,0.0570913645111036,7.0,0.0870246961975695,False
libero_long,19,0,0.0,0.0,0.0560423007162839,7.0,0.0888355342136854,False
libero_long,20,0,0.0,0.0,0.0613273375717166,7.0,0.0900243309002433,False
libero_long,21,0,0.0,0.0,0.0614768770137013,7.0,0.0974967061923583,False
libero_long,22,0,0.0,0.0,0.0674491973647583,7.0,0.1192907039226222,False
libero_long,23,0,0.0,0.0,0.0629481478329325,7.0,0.1487935656836461,False
libero_long,24,0,0.0,0.0,0.0679190751445086,6.0,0.190721649484536,False
libero_long,25,0,0.0,0.0,0.0924472658202539,4.0,0.2727272727272727,False
libero_long,26,0,0.0,0.0,0.0671529825650577,4.0,0.3288888888888889,False
libero_long,27,0,0.0,0.0,0.0756123394677611,3.0,0.3693843594009983,False
libero_long,28,0,0.0,0.0,0.0796546647035202,3.0,0.3901581722319859,False
libero_long,29,0,0.0,0.0,0.1018246106507598,3.0,0.4036363636363636,False
libero_long,30,0,0.0,0.0,0.0808622046175968,3.0,0.4111111111111111,False
libero_long,31,0,0.0,0.0,0.0923577324659705,2.0,0.4228571428571429,False
libero_long,32,0,0.0,0.0,0.0878980717009079,2.0,0.4310679611650485,False
libero_long,33,0,0.0,0.0,0.0908716427747569,2.0,0.4352941176470588,False
libero_object,4,4,0.1416591793950284,0.111560347409404,0.1416591793950284,6.0,0.00925,False
libero_object,5,13,0.1571578316861336,0.1465259059598682,0.1571578316861336,6.0,0.00925,True
libero_object,6,13,0.1564839772386942,0.1371668164120994,0.1564839772386942,6.0,0.00925,True
libero_object,7,7,0.151916741539383,0.1367175801138065,0.151916741539383,6.0,0.00925,True
