parent,replicate,arm,representation,scale,reference_eligible,epsilon,category,first_exit_step,first_exit_confirmed_step,observed_return,outside_fraction,endpoint_success
plus-task00-init026,0,native10,back_path,0.75,False,0.038195705572133955,reference_not_established,,,False,0.9705882352941176,False
plus-task00-init026,0,window5,back_path,0.75,False,0.038195705572133955,reference_not_established,,,False,0.9411764705882353,False
plus-task00-init026,0,native10,back_path,1.0,True,0.05092760742951194,no_confirmed_exit,,,False,0.11764705882352941,False
plus-task00-init026,0,window5,back_path,1.0,True,0.05092760742951194,last_exit_no_observed_return,400,420,False,0.35294117647058826,False
plus-task00-init026,0,native10,back_path,1.25,True,0.06365950928688993,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,0,window5,back_path,1.25,True,0.06365950928688993,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,0,native10,full_path,0.75,False,0.036470083911983885,reference_not_established,,,False,0.9705882352941176,False
plus-task00-init026,0,window5,full_path,0.75,False,0.036470083911983885,reference_not_established,,,False,0.9705882352941176,False
plus-task00-init026,0,native10,full_path,1.0,True,0.04862677854931185,exit_then_return,300,320,True,0.17647058823529413,False
plus-task00-init026,0,window5,full_path,1.0,True,0.04862677854931185,last_exit_no_observed_return,400,420,False,0.38235294117647056,False
plus-task00-init026,0,native10,full_path,1.25,True,0.06078347318663981,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,0,window5,full_path,1.25,True,0.06078347318663981,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,0,native10,back_last,0.75,False,0.051380090746514576,reference_not_established,,,False,0.9117647058823529,False
plus-task00-init026,0,window5,back_last,0.75,False,0.051380090746514576,reference_not_established,,,False,0.9411764705882353,False
plus-task00-init026,0,native10,back_last,1.0,True,0.06850678766201944,no_confirmed_exit,,,False,0.029411764705882353,False
plus-task00-init026,0,window5,back_last,1.0,True,0.06850678766201944,last_exit_no_observed_return,430,450,False,0.2647058823529412,False
plus-task00-init026,0,native10,back_last,1.25,True,0.0856334845775243,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,0,window5,back_last,1.25,True,0.0856334845775243,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,1,native10,back_path,0.75,False,0.038195705572133955,reference_not_established,,,False,0.9411764705882353,False
plus-task00-init026,1,window5,back_path,0.75,False,0.038195705572133955,reference_not_established,,,False,0.9411764705882353,False
plus-task00-init026,1,native10,back_path,1.0,True,0.05092760742951194,exit_then_return,450,470,True,0.14705882352941177,False
plus-task00-init026,1,window5,back_path,1.0,True,0.05092760742951194,exit_then_return,460,480,True,0.14705882352941177,False
plus-task00-init026,1,native10,back_path,1.25,True,0.06365950928688993,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,1,window5,back_path,1.25,True,0.06365950928688993,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,1,native10,full_path,0.75,False,0.036470083911983885,reference_not_established,,,False,0.9705882352941176,False
plus-task00-init026,1,window5,full_path,0.75,False,0.036470083911983885,reference_not_established,,,False,0.9705882352941176,False
plus-task00-init026,1,native10,full_path,1.0,True,0.04862677854931185,exit_then_return,290,310,True,0.23529411764705882,False
plus-task00-init026,1,window5,full_path,1.0,True,0.04862677854931185,exit_then_return,330,350,True,0.17647058823529413,False
plus-task00-init026,1,native10,full_path,1.25,True,0.06078347318663981,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,1,window5,full_path,1.25,True,0.06078347318663981,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,1,native10,back_last,0.75,False,0.051380090746514576,reference_not_established,,,False,0.9411764705882353,False
plus-task00-init026,1,window5,back_last,0.75,False,0.051380090746514576,reference_not_established,,,False,0.9705882352941176,False
plus-task00-init026,1,native10,back_last,1.0,True,0.06850678766201944,no_confirmed_exit,,,False,0.058823529411764705,False
plus-task00-init026,1,window5,back_last,1.0,True,0.06850678766201944,no_confirmed_exit,,,False,0.058823529411764705,False
plus-task00-init026,1,native10,back_last,1.25,True,0.0856334845775243,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,1,window5,back_last,1.25,True,0.0856334845775243,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,2,native10,back_path,0.75,False,0.038195705572133955,reference_not_established,,,False,0.9117647058823529,False
plus-task00-init026,2,window5,back_path,0.75,False,0.038195705572133955,reference_not_established,,,False,0.9705882352941176,False
plus-task00-init026,2,native10,back_path,1.0,True,0.05092760742951194,exit_then_return,440,460,True,0.08823529411764706,False
plus-task00-init026,2,window5,back_path,1.0,True,0.05092760742951194,insufficient_followup_or_mixed,300,320,True,0.20588235294117646,False
plus-task00-init026,2,native10,back_path,1.25,True,0.06365950928688993,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,2,window5,back_path,1.25,True,0.06365950928688993,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,2,native10,full_path,0.75,False,0.036470083911983885,reference_not_established,,,False,0.9705882352941176,False
plus-task00-init026,2,window5,full_path,0.75,False,0.036470083911983885,reference_not_established,,,False,0.9705882352941176,False
plus-task00-init026,2,native10,full_path,1.0,True,0.04862677854931185,exit_then_return,290,310,True,0.20588235294117646,False
plus-task00-init026,2,window5,full_path,1.0,True,0.04862677854931185,insufficient_followup_or_mixed,300,320,True,0.23529411764705882,False
plus-task00-init026,2,native10,full_path,1.25,True,0.06078347318663981,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,2,window5,full_path,1.25,True,0.06078347318663981,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,2,native10,back_last,0.75,False,0.0512543647392574,reference_not_established,,,False,0.9117647058823529,False
plus-task00-init026,2,window5,back_last,0.75,False,0.0512543647392574,reference_not_established,,,False,0.9117647058823529,False
plus-task00-init026,2,native10,back_last,1.0,True,0.06833915298567654,no_confirmed_exit,,,False,0.058823529411764705,False
plus-task00-init026,2,window5,back_last,1.0,True,0.06833915298567654,no_confirmed_exit,,,False,0.058823529411764705,False
plus-task00-init026,2,native10,back_last,1.25,True,0.08542394123209568,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,2,window5,back_last,1.25,True,0.08542394123209568,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,3,native10,back_path,0.75,False,0.038195705572133955,reference_not_established,,,False,0.9117647058823529,False
plus-task00-init026,3,window5,back_path,0.75,False,0.038195705572133955,reference_not_established,,,False,0.9411764705882353,False
plus-task00-init026,3,native10,back_path,1.0,True,0.05092760742951194,exit_then_return,270,290,True,0.14705882352941177,False
plus-task00-init026,3,window5,back_path,1.0,True,0.05092760742951194,exit_then_return,320,340,True,0.11764705882352941,False
plus-task00-init026,3,native10,back_path,1.25,True,0.06365950928688993,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,3,window5,back_path,1.25,True,0.06365950928688993,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,3,native10,full_path,0.75,False,0.036470083911983885,reference_not_established,,,False,0.9705882352941176,False
plus-task00-init026,3,window5,full_path,0.75,False,0.036470083911983885,reference_not_established,,,False,0.9705882352941176,False
plus-task00-init026,3,native10,full_path,1.0,True,0.04862677854931185,exit_then_return,270,290,True,0.14705882352941177,False
plus-task00-init026,3,window5,full_path,1.0,True,0.04862677854931185,exit_then_return,320,340,True,0.14705882352941177,False
plus-task00-init026,3,native10,full_path,1.25,True,0.06078347318663981,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,3,window5,full_path,1.25,True,0.06078347318663981,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,3,native10,back_last,0.75,False,0.051142131757313206,reference_not_established,,,False,0.9117647058823529,False
plus-task00-init026,3,window5,back_last,0.75,False,0.051142131757313206,reference_not_established,,,False,0.9411764705882353,False
plus-task00-init026,3,native10,back_last,1.0,True,0.06818950900975095,exit_then_return,280,300,True,0.08823529411764706,False
plus-task00-init026,3,window5,back_last,1.0,True,0.06818950900975095,exit_then_return,330,350,True,0.08823529411764706,False
plus-task00-init026,3,native10,back_last,1.25,True,0.08523688626218869,no_confirmed_exit,,,False,0.0,False
plus-task00-init026,3,window5,back_last,1.25,True,0.08523688626218869,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,0,native10,back_path,0.75,False,0.03492774091596898,reference_not_established,,,False,0.9230769230769231,False
plus-task06-init039,0,window5,back_path,0.75,False,0.03492774091596898,reference_not_established,,,False,0.8974358974358975,False
plus-task06-init039,0,native10,back_path,1.0,True,0.04657032122129197,last_exit_no_observed_return,190,210,False,0.8461538461538461,False
plus-task06-init039,0,window5,back_path,1.0,True,0.04657032122129197,last_exit_no_observed_return,190,210,True,0.7948717948717948,False
plus-task06-init039,0,native10,back_path,1.25,True,0.05821290152661496,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,0,window5,back_path,1.25,True,0.05821290152661496,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,0,native10,full_path,0.75,False,0.03556882129395386,reference_not_established,,,False,0.9487179487179487,False
plus-task06-init039,0,window5,full_path,0.75,False,0.03556882129395386,reference_not_established,,,False,0.9230769230769231,False
plus-task06-init039,0,native10,full_path,1.0,True,0.04742509505860515,last_exit_no_observed_return,190,210,True,0.6666666666666666,False
plus-task06-init039,0,window5,full_path,1.0,True,0.04742509505860515,last_exit_no_observed_return,190,210,True,0.5897435897435898,False
plus-task06-init039,0,native10,full_path,1.25,True,0.059281368823256436,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,0,window5,full_path,1.25,True,0.059281368823256436,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,0,native10,back_last,0.75,False,0.04676505977912046,reference_not_established,,,False,0.8974358974358975,False
plus-task06-init039,0,window5,back_last,0.75,False,0.04676505977912046,reference_not_established,,,False,0.8974358974358975,False
plus-task06-init039,0,native10,back_last,1.0,True,0.06235341303882728,last_exit_no_observed_return,190,210,True,0.717948717948718,False
plus-task06-init039,0,window5,back_last,1.0,True,0.06235341303882728,last_exit_no_observed_return,190,210,True,0.717948717948718,False
plus-task06-init039,0,native10,back_last,1.25,True,0.0779417662985341,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,0,window5,back_last,1.25,True,0.0779417662985341,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,1,native10,back_path,0.75,False,0.03492774091596898,reference_not_established,,,False,0.9230769230769231,False
plus-task06-init039,1,window5,back_path,0.75,False,0.03492774091596898,reference_not_established,,,False,0.9230769230769231,False
plus-task06-init039,1,native10,back_path,1.0,True,0.04657032122129197,last_exit_no_observed_return,190,210,True,0.7692307692307693,False
plus-task06-init039,1,window5,back_path,1.0,True,0.04657032122129197,last_exit_no_observed_return,180,200,True,0.8205128205128205,False
plus-task06-init039,1,native10,back_path,1.25,True,0.05821290152661496,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,1,window5,back_path,1.25,True,0.05821290152661496,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,1,native10,full_path,0.75,False,0.03556882129395386,reference_not_established,,,False,0.9487179487179487,False
plus-task06-init039,1,window5,full_path,0.75,False,0.03556882129395386,reference_not_established,,,False,0.9230769230769231,False
plus-task06-init039,1,native10,full_path,1.0,True,0.04742509505860515,last_exit_no_observed_return,190,210,True,0.6410256410256411,False
plus-task06-init039,1,window5,full_path,1.0,True,0.04742509505860515,last_exit_no_observed_return,180,200,True,0.6410256410256411,False
plus-task06-init039,1,native10,full_path,1.25,True,0.059281368823256436,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,1,window5,full_path,1.25,True,0.059281368823256436,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,1,native10,back_last,0.75,False,0.04676505977912046,reference_not_established,,,False,0.9230769230769231,False
plus-task06-init039,1,window5,back_last,0.75,False,0.04676505977912046,reference_not_established,,,False,0.8974358974358975,False
plus-task06-init039,1,native10,back_last,1.0,True,0.06235341303882728,last_exit_no_observed_return,190,210,True,0.6666666666666666,False
plus-task06-init039,1,window5,back_last,1.0,True,0.06235341303882728,last_exit_no_observed_return,180,200,True,0.6923076923076923,False
plus-task06-init039,1,native10,back_last,1.25,True,0.0779417662985341,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,1,window5,back_last,1.25,True,0.0779417662985341,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,2,native10,back_path,0.75,False,0.03492774091596898,reference_not_established,,,False,0.9230769230769231,False
plus-task06-init039,2,window5,back_path,0.75,False,0.03492774091596898,reference_not_established,,,False,0.9230769230769231,False
plus-task06-init039,2,native10,back_path,1.0,True,0.04657032122129197,last_exit_no_observed_return,190,210,True,0.717948717948718,False
plus-task06-init039,2,window5,back_path,1.0,True,0.04657032122129197,last_exit_no_observed_return,190,210,True,0.7948717948717948,False
plus-task06-init039,2,native10,back_path,1.25,True,0.05821290152661496,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,2,window5,back_path,1.25,True,0.05821290152661496,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,2,native10,full_path,0.75,False,0.03556882129395386,reference_not_established,,,False,0.9487179487179487,False
plus-task06-init039,2,window5,full_path,0.75,False,0.03556882129395386,reference_not_established,,,False,0.9487179487179487,False
plus-task06-init039,2,native10,full_path,1.0,True,0.04742509505860515,last_exit_no_observed_return,190,210,True,0.6153846153846154,False
plus-task06-init039,2,window5,full_path,1.0,True,0.04742509505860515,last_exit_no_observed_return,180,200,True,0.6410256410256411,False
plus-task06-init039,2,native10,full_path,1.25,True,0.059281368823256436,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,2,window5,full_path,1.25,True,0.059281368823256436,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,2,native10,back_last,0.75,False,0.04676505977912046,reference_not_established,,,False,0.8974358974358975,False
plus-task06-init039,2,window5,back_last,0.75,False,0.04676505977912046,reference_not_established,,,False,0.8974358974358975,False
plus-task06-init039,2,native10,back_last,1.0,True,0.06235341303882728,last_exit_no_observed_return,190,210,True,0.6410256410256411,False
plus-task06-init039,2,window5,back_last,1.0,True,0.06235341303882728,last_exit_no_observed_return,190,210,True,0.6666666666666666,False
plus-task06-init039,2,native10,back_last,1.25,True,0.0779417662985341,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,2,window5,back_last,1.25,True,0.0779417662985341,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,3,native10,back_path,0.75,False,0.03492774091596898,reference_not_established,,,False,0.9230769230769231,False
plus-task06-init039,3,window5,back_path,0.75,False,0.03492774091596898,reference_not_established,,,False,0.9230769230769231,False
plus-task06-init039,3,native10,back_path,1.0,True,0.04657032122129197,last_exit_no_observed_return,180,200,True,0.7435897435897436,False
plus-task06-init039,3,window5,back_path,1.0,True,0.04657032122129197,last_exit_no_observed_return,180,200,False,0.8461538461538461,False
plus-task06-init039,3,native10,back_path,1.25,True,0.05821290152661496,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,3,window5,back_path,1.25,True,0.05821290152661496,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,3,native10,full_path,0.75,False,0.03556882129395386,reference_not_established,,,False,0.9487179487179487,False
plus-task06-init039,3,window5,full_path,0.75,False,0.03556882129395386,reference_not_established,,,False,0.9487179487179487,False
plus-task06-init039,3,native10,full_path,1.0,True,0.04742509505860515,last_exit_no_observed_return,180,200,True,0.6666666666666666,False
plus-task06-init039,3,window5,full_path,1.0,True,0.04742509505860515,last_exit_no_observed_return,180,200,True,0.6666666666666666,False
plus-task06-init039,3,native10,full_path,1.25,True,0.059281368823256436,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,3,window5,full_path,1.25,True,0.059281368823256436,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,3,native10,back_last,0.75,False,0.04676505977912046,reference_not_established,,,False,0.9230769230769231,False
plus-task06-init039,3,window5,back_last,0.75,False,0.04676505977912046,reference_not_established,,,False,0.9230769230769231,False
plus-task06-init039,3,native10,back_last,1.0,True,0.06235341303882728,last_exit_no_observed_return,180,200,True,0.6923076923076923,False
plus-task06-init039,3,window5,back_last,1.0,True,0.06235341303882728,last_exit_no_observed_return,180,200,True,0.6923076923076923,False
plus-task06-init039,3,native10,back_last,1.25,True,0.0779417662985341,no_confirmed_exit,,,False,0.0,False
plus-task06-init039,3,window5,back_last,1.25,True,0.0779417662985341,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,0,native10,back_path,0.75,False,0.03942332386774487,reference_not_established,,,False,0.9032258064516129,False
plus-task03-init047,0,window5,back_path,0.75,False,0.03942332386774487,reference_not_established,,,False,0.9354838709677419,False
plus-task03-init047,0,native10,back_path,1.0,True,0.05256443182365983,last_exit_no_observed_return,270,290,False,0.8064516129032258,False
plus-task03-init047,0,window5,back_path,1.0,True,0.05256443182365983,last_exit_no_observed_return,250,270,False,0.8709677419354839,False
plus-task03-init047,0,native10,back_path,1.25,True,0.06570553977957479,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,0,window5,back_path,1.25,True,0.06570553977957479,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,0,native10,full_path,0.75,False,0.03685984621992956,reference_not_established,,,False,0.9354838709677419,False
plus-task03-init047,0,window5,full_path,0.75,False,0.03685984621992956,reference_not_established,,,False,0.967741935483871,False
plus-task03-init047,0,native10,full_path,1.0,True,0.049146461626572754,last_exit_no_observed_return,270,290,False,0.8064516129032258,False
plus-task03-init047,0,window5,full_path,1.0,True,0.049146461626572754,last_exit_no_observed_return,250,270,False,0.8709677419354839,False
plus-task03-init047,0,native10,full_path,1.25,True,0.061433077033215946,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,0,window5,full_path,1.25,True,0.061433077033215946,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,0,native10,back_last,0.75,False,0.05015869665963424,reference_not_established,,,False,0.8709677419354839,False
plus-task03-init047,0,window5,back_last,0.75,False,0.05015869665963424,reference_not_established,,,False,0.9354838709677419,False
plus-task03-init047,0,native10,back_last,1.0,False,0.06687826221284565,reference_not_established,,,False,0.8387096774193549,False
plus-task03-init047,0,window5,back_last,1.0,False,0.06687826221284565,reference_not_established,,,False,0.8709677419354839,False
plus-task03-init047,0,native10,back_last,1.25,True,0.08359782776605706,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,0,window5,back_last,1.25,True,0.08359782776605706,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,1,native10,back_path,0.75,False,0.03942332386774487,reference_not_established,,,False,0.9354838709677419,False
plus-task03-init047,1,window5,back_path,0.75,False,0.03942332386774487,reference_not_established,,,False,0.9354838709677419,False
plus-task03-init047,1,native10,back_path,1.0,True,0.05256443182365983,last_exit_no_observed_return,260,280,False,0.8387096774193549,False
plus-task03-init047,1,window5,back_path,1.0,True,0.05256443182365983,last_exit_no_observed_return,250,270,False,0.8709677419354839,False
plus-task03-init047,1,native10,back_path,1.25,True,0.06570553977957479,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,1,window5,back_path,1.25,True,0.06570553977957479,no_confirmed_exit,,,False,0.0,False
plus-task03-init047,1,native10,full_path,0.75,False,0.03685984621992956,reference_not_established,,,False,0.967741935483871,False
plus-task03-init047,1,window5,full_path,0.75,False,0.03685984621992956,reference_not_established,,,False,0.967741935483871,False
plus-task03-init047,1,native10,full_path,1.0,True,0.049146461626572754,last_exit_no_observed_return,260,280,False,0.8387096774193549,False
