split,model,bin,low,high,rows,weight,predicted,observed
test_unseen_init,prior_global,8,0.8,0.9,56437,56437.0,0.8646288209606984,0.8898063327249853
test_unseen_init,clock_global,0,0.0,0.1,831,831.0,0.055078025977178056,0.04693140794223827
test_unseen_init,clock_global,1,0.1,0.2,227,227.0,0.13655270032774575,0.1277533039647577
test_unseen_init,clock_global,2,0.2,0.3,239,239.0,0.27034863851922475,0.17154811715481172
test_unseen_init,clock_global,4,0.4,0.5,140,140.0,0.4003084431456484,0.29285714285714287
test_unseen_init,clock_global,5,0.5,0.6,173,173.0,0.5592894171345824,0.4277456647398844
test_unseen_init,clock_global,6,0.6,0.7,2736,2736.0,0.6628149051492056,0.5657894736842105
test_unseen_init,clock_global,7,0.7,0.8,452,452.0,0.7640711122765091,0.6814159292035398
test_unseen_init,clock_global,8,0.8,0.9,1514,1514.0,0.8573995032081319,0.809775429326288
test_unseen_init,clock_global,9,0.9,1.0,50125,50125.0,0.9508810588163531,0.9359002493765586
test_unseen_init,clock_global_raw,0,0.0,0.1,1174,1174.0,0.026632310087363616,0.07240204429301533
test_unseen_init,clock_global_raw,1,0.1,0.2,263,263.0,0.15303551677525917,0.24714828897338403
test_unseen_init,clock_global_raw,3,0.3,0.4,371,371.0,0.3607249746841833,0.46630727762803237
test_unseen_init,clock_global_raw,4,0.4,0.5,2538,2538.0,0.4536765073479953,0.5709219858156028
test_unseen_init,clock_global_raw,5,0.5,0.6,452,452.0,0.5931328658762027,0.6814159292035398
test_unseen_init,clock_global_raw,6,0.6,0.7,635,635.0,0.69893155198943,0.7732283464566929
test_unseen_init,clock_global_raw,7,0.7,0.8,879,879.0,0.7885289079568173,0.8361774744027304
test_unseen_init,clock_global_raw,8,0.8,0.9,14400,14400.0,0.859432482554834,0.8852083333333334
test_unseen_init,clock_global_raw,9,0.9,1.0,35725,35725.0,0.9459434788156715,0.956333100069979
test_unseen_init,clock_cap_global,0,0.0,0.1,1318,1318.0,0.04137713371600965,0.03490136570561457
test_unseen_init,clock_cap_global,1,0.1,0.2,405,405.0,0.12455999014104815,0.08148148148148149
test_unseen_init,clock_cap_global,2,0.2,0.3,344,344.0,0.25189884316365546,0.14534883720930233
test_unseen_init,clock_cap_global,3,0.3,0.4,193,193.0,0.3745230828282353,0.2538860103626943
test_unseen_init,clock_cap_global,4,0.4,0.5,56,56.0,0.47167452784479774,0.19642857142857142
test_unseen_init,clock_cap_global,5,0.5,0.6,173,173.0,0.5422655060499979,0.4277456647398844
test_unseen_init,clock_cap_global,6,0.6,0.7,2158,2158.0,0.6538790177592588,0.5662650602409639
test_unseen_init,clock_cap_global,7,0.7,0.8,851,851.0,0.744277086332056,0.654524089306698
test_unseen_init,clock_cap_global,8,0.8,0.9,2063,2063.0,0.8652283292907237,0.8269510421715948
test_unseen_init,clock_cap_global,9,0.9,1.0,48876,48876.0,0.9631598293081531,0.9507733857107783
test_unseen_init,clock_cap_global_raw,0,0.0,0.1,1860,1860.0,0.024691520141782008,0.0532258064516129
test_unseen_init,clock_cap_global_raw,1,0.1,0.2,400,400.0,0.14952017556747496,0.1975
test_unseen_init,clock_cap_global_raw,2,0.2,0.3,56,56.0,0.26220868435070027,0.19642857142857142
test_unseen_init,clock_cap_global_raw,3,0.3,0.4,426,426.0,0.36517936588302613,0.47183098591549294
test_unseen_init,clock_cap_global_raw,4,0.4,0.5,1648,1648.0,0.4544345172309718,0.5685679611650486
test_unseen_init,clock_cap_global_raw,5,0.5,0.6,1002,1002.0,0.5504375183333547,0.6347305389221557
test_unseen_init,clock_cap_global_raw,6,0.6,0.7,512,512.0,0.6785231990796872,0.75390625
test_unseen_init,clock_cap_global_raw,7,0.7,0.8,1099,1099.0,0.7735992350107597,0.8362147406733395
test_unseen_init,clock_cap_global_raw,8,0.8,0.9,2816,2816.0,0.8548804948675556,0.8860085227272727
test_unseen_init,clock_cap_global_raw,9,0.9,1.0,46618,46618.0,0.9433449133948586,0.9536016131108156
test_unseen_init,moe_local_global,0,0.0,0.1,1022,1022.0,0.05214026370666405,0.023483365949119372
test_unseen_init,moe_local_global,1,0.1,0.2,427,427.0,0.1466744011919736,0.14285714285714285
test_unseen_init,moe_local_global,2,0.2,0.3,400,400.0,0.2467485047837294,0.18
test_unseen_init,moe_local_global,3,0.3,0.4,409,409.0,0.34823257588148676,0.19559902200489
test_unseen_init,moe_local_global,4,0.4,0.5,386,386.0,0.45000920431703795,0.22020725388601037
test_unseen_init,moe_local_global,5,0.5,0.6,466,466.0,0.5526829526554025,0.3261802575107296
test_unseen_init,moe_local_global,6,0.6,0.7,922,922.0,0.6554762981424411,0.5086767895878525
test_unseen_init,moe_local_global,7,0.7,0.8,1705,1705.0,0.7563309940929333,0.6111436950146627
test_unseen_init,moe_local_global,8,0.8,0.9,4065,4065.0,0.8598625795948948,0.7726937269372693
test_unseen_init,moe_local_global,9,0.9,1.0,46635,46635.0,0.9708710213004934,0.9669132625710304
test_unseen_init,moe_local_global_raw,0,0.0,0.1,1547,1547.0,0.035504662368238904,0.06593406593406594
test_unseen_init,moe_local_global_raw,1,0.1,0.2,617,617.0,0.1495508006099697,0.1880064829821718
test_unseen_init,moe_local_global_raw,2,0.2,0.3,462,462.0,0.249591669828095,0.21212121212121213
test_unseen_init,moe_local_global_raw,3,0.3,0.4,455,455.0,0.3512559042461102,0.3208791208791209
test_unseen_init,moe_local_global_raw,4,0.4,0.5,735,735.0,0.4539844710863053,0.5034013605442177
test_unseen_init,moe_local_global_raw,5,0.5,0.6,1023,1023.0,0.5523625418368308,0.5542521994134897
test_unseen_init,moe_local_global_raw,6,0.6,0.7,1504,1504.0,0.6528476730830903,0.6748670212765957
test_unseen_init,moe_local_global_raw,7,0.7,0.8,2502,2502.0,0.7561449174730271,0.7613908872901679
test_unseen_init,moe_local_global_raw,8,0.8,0.9,6551,6551.0,0.8618916199240882,0.8839871775301481
test_unseen_init,moe_local_global_raw,9,0.9,1.0,41041,41041.0,0.9618395578682212,0.9772666358032212
test_unseen_init,moe_local_clock_global,0,0.0,0.1,1709,1709.0,0.045648460031565974,0.02516091281451141
test_unseen_init,moe_local_clock_global,1,0.1,0.2,559,559.0,0.14513097192070054,0.17173524150268335
test_unseen_init,moe_local_clock_global,2,0.2,0.3,387,387.0,0.25414978107495745,0.21188630490956073
test_unseen_init,moe_local_clock_global,3,0.3,0.4,368,368.0,0.3483968896870715,0.21195652173913043
test_unseen_init,moe_local_clock_global,4,0.4,0.5,282,282.0,0.4469180046453658,0.2978723404255319
test_unseen_init,moe_local_clock_global,5,0.5,0.6,362,362.0,0.5524850952427706,0.46685082872928174
test_unseen_init,moe_local_clock_global,6,0.6,0.7,865,865.0,0.6609103523764543,0.5433526011560693
test_unseen_init,moe_local_clock_global,7,0.7,0.8,1589,1589.0,0.7522653666711472,0.6419131529263687
test_unseen_init,moe_local_clock_global,8,0.8,0.9,3261,3261.0,0.8565228913630668,0.7669426556271083
test_unseen_init,moe_local_clock_global,9,0.9,1.0,47055,47055.0,0.9793935791878202,0.9706726171501434
test_unseen_init,moe_local_clock_global_raw,0,0.0,0.1,2249,2249.0,0.03361478920874807,0.059582036460649176
test_unseen_init,moe_local_clock_global_raw,1,0.1,0.2,602,602.0,0.14995352543002624,0.21926910299003322
test_unseen_init,moe_local_clock_global_raw,2,0.2,0.3,403,403.0,0.24490933809128887,0.24813895781637718
test_unseen_init,moe_local_clock_global_raw,3,0.3,0.4,359,359.0,0.3504714248640206,0.4428969359331476
test_unseen_init,moe_local_clock_global_raw,4,0.4,0.5,683,683.0,0.45864240037502974,0.541727672035139
test_unseen_init,moe_local_clock_global_raw,5,0.5,0.6,1183,1183.0,0.5503967911179803,0.6018596787827557
test_unseen_init,moe_local_clock_global_raw,6,0.6,0.7,1470,1470.0,0.6546695528168979,0.6986394557823129
test_unseen_init,moe_local_clock_global_raw,7,0.7,0.8,2192,2192.0,0.7526714988459207,0.7801094890510949
test_unseen_init,moe_local_clock_global_raw,8,0.8,0.9,4864,4864.0,0.8588109021375255,0.8661595394736842
test_unseen_init,moe_local_clock_global_raw,9,0.9,1.0,42432,42432.0,0.9685764110873184,0.9818297511312217
test_unseen_init,moe_local_clock_cap_global,0,0.0,0.1,2075,2075.0,0.042087006417673,0.021204819277108433
test_unseen_init,moe_local_clock_cap_global,1,0.1,0.2,490,490.0,0.1445465365732038,0.13877551020408163
test_unseen_init,moe_local_clock_cap_global,2,0.2,0.3,268,268.0,0.2476323481059583,0.1828358208955224
test_unseen_init,moe_local_clock_cap_global,3,0.3,0.4,287,287.0,0.34737688422819796,0.3170731707317073
test_unseen_init,moe_local_clock_cap_global,4,0.4,0.5,246,246.0,0.4483446844834651,0.4024390243902439
test_unseen_init,moe_local_clock_cap_global,5,0.5,0.6,294,294.0,0.5542897262870943,0.48299319727891155
test_unseen_init,moe_local_clock_cap_global,6,0.6,0.7,649,649.0,0.6606456181160862,0.5038520801232665
test_unseen_init,moe_local_clock_cap_global,7,0.7,0.8,1709,1709.0,0.7537287258425279,0.620245757753072
test_unseen_init,moe_local_clock_cap_global,8,0.8,0.9,3105,3105.0,0.857360810624025,0.7616747181964574
test_unseen_init,moe_local_clock_cap_global,9,0.9,1.0,47314,47314.0,0.9794834960280071,0.9716574375449127
test_unseen_init,moe_local_clock_cap_global_raw,0,0.0,0.1,2593,2593.0,0.027603731737236015,0.04473582722715002
test_unseen_init,moe_local_clock_cap_global_raw,1,0.1,0.2,443,443.0,0.1495305449224881,0.22799097065462753
test_unseen_init,moe_local_clock_cap_global_raw,2,0.2,0.3,315,315.0,0.24777549325669854,0.4
test_unseen_init,moe_local_clock_cap_global_raw,3,0.3,0.4,309,309.0,0.35341719952598427,0.4854368932038835
test_unseen_init,moe_local_clock_cap_global_raw,4,0.4,0.5,541,541.0,0.459393539957761,0.5009242144177449
test_unseen_init,moe_local_clock_cap_global_raw,5,0.5,0.6,1166,1166.0,0.55297160995201,0.5891938250428816
test_unseen_init,moe_local_clock_cap_global_raw,6,0.6,0.7,1431,1431.0,0.6513979403521908,0.6848357791754018
test_unseen_init,moe_local_clock_cap_global_raw,7,0.7,0.8,2081,2081.0,0.7535845664479713,0.7779913503123498
test_unseen_init,moe_local_clock_cap_global_raw,8,0.8,0.9,4905,4905.0,0.8595810460272951,0.8662589194699286
test_unseen_init,moe_local_clock_cap_global_raw,9,0.9,1.0,42653,42653.0,0.9703059919699575,0.9827913628584156
test_unseen_init,prior_suite,8,0.8,0.9,45108,45108.0,0.8380523348672615,0.870510774142059
test_unseen_init,prior_suite,9,0.9,1.0,11329,11329.0,0.972539229671897,0.9666343013505164
test_unseen_init,clock_suite,0,0.0,0.1,1438,1438.0,0.04457938709530139,0.031988873435326845
test_unseen_init,clock_suite,1,0.1,0.2,349,349.0,0.14669546863629163,0.10601719197707736
test_unseen_init,clock_suite,2,0.2,0.3,310,310.0,0.26583033417286694,0.15806451612903225
test_unseen_init,clock_suite,3,0.3,0.4,55,55.0,0.34780604138024057,0.18181818181818182
test_unseen_init,clock_suite,4,0.4,0.5,195,195.0,0.4302886879943601,0.35384615384615387
test_unseen_init,clock_suite,5,0.5,0.6,197,197.0,0.5605871911590291,0.40609137055837563
test_unseen_init,clock_suite,6,0.6,0.7,1966,1966.0,0.666107903067964,0.5620549338758901
test_unseen_init,clock_suite,7,0.7,0.8,988,988.0,0.7388953278767045,0.6538461538461539
test_unseen_init,clock_suite,8,0.8,0.9,2152,2152.0,0.8598716836450497,0.8257434944237918
test_unseen_init,clock_suite,9,0.9,1.0,48787,48787.0,0.96308135349039,0.9510525344866461
test_unseen_init,moe_local_suite,0,0.0,0.1,1358,1358.0,0.0532948910443566,0.016200294550810016
test_unseen_init,moe_local_suite,1,0.1,0.2,458,458.0,0.15338437267428634,0.11135371179039301
test_unseen_init,moe_local_suite,2,0.2,0.3,258,258.0,0.2539964556735627,0.1821705426356589
test_unseen_init,moe_local_suite,3,0.3,0.4,312,312.0,0.3493104472120796,0.24358974358974358
test_unseen_init,moe_local_suite,4,0.4,0.5,364,364.0,0.4545936757942998,0.22527472527472528
test_unseen_init,moe_local_suite,5,0.5,0.6,486,486.0,0.5521627535909404,0.28189300411522633
test_unseen_init,moe_local_suite,6,0.6,0.7,901,901.0,0.6611681195983288,0.4550499445061043
test_unseen_init,moe_local_suite,7,0.7,0.8,1896,1896.0,0.7525884985317028,0.6244725738396625
test_unseen_init,moe_local_suite,8,0.8,0.9,4463,4463.0,0.8607268161553063,0.7799686309657181
test_unseen_init,moe_local_suite,9,0.9,1.0,45941,45941.0,0.9741821988273668,0.9735965695130712
test_unseen_init,moe_local_unseen_task,0,0.0,0.1,1053,1053.0,0.05589503488020023,0.04368471035137702
test_unseen_init,moe_local_unseen_task,1,0.1,0.2,513,513.0,0.14577510926989762,0.18128654970760233
test_unseen_init,moe_local_unseen_task,2,0.2,0.3,421,421.0,0.24870336647119332,0.26365795724465557
test_unseen_init,moe_local_unseen_task,3,0.3,0.4,388,388.0,0.3517761134255034,0.3247422680412371
test_unseen_init,moe_local_unseen_task,4,0.4,0.5,409,409.0,0.45156128205500917,0.43031784841075793
test_unseen_init,moe_local_unseen_task,5,0.5,0.6,557,557.0,0.5545768823575213,0.5798922800718133
test_unseen_init,moe_local_unseen_task,6,0.6,0.7,906,906.0,0.6509454577766768,0.6898454746136865
test_unseen_init,moe_local_unseen_task,7,0.7,0.8,1722,1722.0,0.7567113239063717,0.7613240418118467
test_unseen_init,moe_local_unseen_task,8,0.8,0.9,5101,5101.0,0.8604073641792026,0.8690452852381886
test_unseen_init,moe_local_unseen_task,9,0.9,1.0,45367,45367.0,0.9696990213118154,0.9472524081380739
test_unseen_init,moe_local_unseen_task_raw,0,0.0,0.1,1495,1495.0,0.04231105227154137,0.09096989966555184
test_unseen_init,moe_local_unseen_task_raw,1,0.1,0.2,611,611.0,0.14984888428428186,0.2765957446808511
test_unseen_init,moe_local_unseen_task_raw,2,0.2,0.3,503,503.0,0.24775287802890297,0.3658051689860835
test_unseen_init,moe_local_unseen_task_raw,3,0.3,0.4,602,602.0,0.35326247716946074,0.5980066445182725
test_unseen_init,moe_local_unseen_task_raw,4,0.4,0.5,653,653.0,0.4506979803360311,0.6722817764165391
test_unseen_init,moe_local_unseen_task_raw,5,0.5,0.6,903,903.0,0.5550150988975685,0.7342192691029901
test_unseen_init,moe_local_unseen_task_raw,6,0.6,0.7,1549,1549.0,0.655926937416279,0.7959974176888315
test_unseen_init,moe_local_unseen_task_raw,7,0.7,0.8,3129,3129.0,0.7553415995599562,0.8612975391498882
test_unseen_init,moe_local_unseen_task_raw,8,0.8,0.9,7190,7190.0,0.8587739216490471,0.9144645340751043
test_unseen_init,moe_local_unseen_task_raw,9,0.9,1.0,39802,39802.0,0.9629608437786604,0.9487965428872921
test_unseen_init,prior_unseen_task,8,0.8,0.9,42137,42137.0,0.8544758920837776,0.9293495028122553
test_unseen_init,prior_unseen_task,9,0.9,1.0,14300,14300.0,0.9085403070566689,0.7732867132867133
test_unseen_init,original_suite_clock,0,0.0,0.1,1438,1438.0,0.04521301439866064,0.031988873435326845
test_unseen_init,original_suite_clock,1,0.1,0.2,349,349.0,0.14763887115959887,0.10601719197707736
test_unseen_init,original_suite_clock,2,0.2,0.3,310,310.0,0.26686378932645166,0.15806451612903225
