split,model,matched_auroc,success_failure_pairs,mixed_task_query_strata
test_unseen_init,prior_global,0.5,385379,440
test_unseen_init,clock_global,0.5,385379,440
test_unseen_init,clock_global_raw,0.5,385379,440
test_unseen_init,clock_cap_global,0.5,385379,440
test_unseen_init,clock_cap_global_raw,0.5,385379,440
test_unseen_init,moe_local_global,0.6762654425902812,385379,440
test_unseen_init,moe_local_global_raw,0.6762654425902812,385379,440
test_unseen_init,moe_local_clock_global,0.6853772520038716,385379,440
test_unseen_init,moe_local_clock_global_raw,0.6853772520038716,385379,440
test_unseen_init,moe_local_clock_cap_global,0.703307652985762,385379,440
test_unseen_init,moe_local_clock_cap_global_raw,0.703307652985762,385379,440
test_unseen_init,prior_suite,0.5,385379,440
test_unseen_init,clock_suite,0.5,385379,440
test_unseen_init,moe_local_suite,0.7090889747495323,385379,440
test_unseen_init,moe_local_unseen_task,0.6345454734170778,385379,440
test_unseen_init,moe_local_unseen_task_raw,0.6345454734170778,385379,440
test_unseen_init,prior_unseen_task,0.5,385379,440
test_unseen_init,original_suite_clock,0.5,385379,440
test_unseen_init,original_suite_moe_clock,0.7072725810176476,385379,440
test_new_noise_seen_init,prior_global,0.5,1680051,583
test_new_noise_seen_init,clock_global,0.5,1680051,583
test_new_noise_seen_init,clock_global_raw,0.5,1680051,583
test_new_noise_seen_init,clock_cap_global,0.5,1680051,583
test_new_noise_seen_init,clock_cap_global_raw,0.5,1680051,583
test_new_noise_seen_init,moe_local_global,0.6947241482550233,1680051,583
test_new_noise_seen_init,moe_local_global_raw,0.6947241482550233,1680051,583
test_new_noise_seen_init,moe_local_clock_global,0.6978579816922225,1680051,583
test_new_noise_seen_init,moe_local_clock_global_raw,0.6978579816922225,1680051,583
test_new_noise_seen_init,moe_local_clock_cap_global,0.702413498161663,1680051,583
test_new_noise_seen_init,moe_local_clock_cap_global_raw,0.702413498161663,1680051,583
test_new_noise_seen_init,prior_suite,0.5,1680051,583
test_new_noise_seen_init,clock_suite,0.5,1680051,583
test_new_noise_seen_init,moe_local_suite,0.7268922193433414,1680051,583
test_new_noise_seen_init,moe_local_unseen_task,0.6390933965695089,1680051,583
test_new_noise_seen_init,moe_local_unseen_task_raw,0.6390933965695089,1680051,583
test_new_noise_seen_init,prior_unseen_task,0.5,1680051,583
test_new_noise_seen_init,original_suite_clock,0.5,1680051,583
test_new_noise_seen_init,original_suite_moe_clock,0.7482942482103222,1680051,583
