cohort,group,detector,episodes,risk_n,timely_n,late_n,persistent_n,alarms,tp,fp,fn,tn,risk_recall,timely_fpr,precision,late_recall,persistent_recall,detected_risk_lead_median,early2_risk_recall,early4_risk_recall,early8_risk_recall,early12_risk_recall,lock_quantile,instability_quantile,max_suite_fpr,max_task_fpr,worst_task_recall_min_risk5,eligible
development_main,all,candidate,14800,487,14313,30,457,7728,480,7248,7,7065,0.9856262833675564,0.5063927897715363,0.062111801242236024,0.9,0.9912472647702407,17.5,0.973305954825462,0.9281314168377823,0.8685831622176592,0.6817248459958932,0.6,0.75,0.5846580873075953,0.6225,0.9492753623188406,False
development_main,all,candidate,14800,487,14313,30,457,7414,476,6938,11,7375,0.9774127310061602,0.4847341577586809,0.06420285945508497,0.9,0.9824945295404814,17.0,0.9527720739219713,0.9137577002053389,0.8501026694045175,0.6714579055441479,0.6,0.8,0.5498359828412819,0.595,0.9202898550724637,False
development_main,all,candidate,14800,487,14313,30,457,7076,473,6603,14,7710,0.971252566735113,0.461328861873821,0.06684567552289429,0.9,0.975929978118162,17.0,0.9383983572895277,0.8952772073921971,0.8193018480492813,0.648870636550308,0.6,0.85,0.5150138783749685,0.5475,0.9057971014492754,False
development_main,all,candidate,14800,487,14313,30,457,6713,468,6245,19,8068,0.9609856262833676,0.436316635226717,0.06971547743184865,0.8666666666666667,0.9671772428884027,17.0,0.9281314168377823,0.8809034907597536,0.8049281314168378,0.6406570841889117,0.6,0.9,0.47792076709563464,0.5,0.8695652173913043,False
development_main,all,candidate,14800,487,14313,30,457,6522,467,6055,20,8258,0.9589322381930184,0.423041989799483,0.07160380251456608,0.8666666666666667,0.9649890590809628,17.0,0.9219712525667351,0.8706365503080082,0.7946611909650924,0.6365503080082136,0.6,0.925,0.45722937168811506,0.48,0.8623188405797102,False
development_main,all,candidate,14800,487,14313,30,457,6337,465,5872,22,8441,0.9548254620123203,0.41025641025641024,0.07337857030140445,0.8666666666666667,0.9606126914660832,16.0,0.917864476386037,0.864476386036961,0.7782340862422998,0.6242299794661191,0.6,0.95,0.4370426444612667,0.4525,0.855072463768116,False
development_main,all,candidate,14800,487,14313,30,457,6255,465,5790,22,8523,0.9548254620123203,0.4045273527562356,0.07434052757793765,0.8666666666666667,0.9606126914660832,16.0,0.917864476386037,0.8603696098562629,0.7638603696098563,0.6242299794661191,0.6,0.96,0.4282109512995206,0.445,0.855072463768116,False
development_main,all,candidate,14800,487,14313,30,457,6142,458,5684,29,8629,0.9404517453798767,0.39712149793893664,0.07456854444806252,0.8666666666666667,0.9452954048140044,16.5,0.9014373716632443,0.8459958932238193,0.7535934291581109,0.6139630390143738,0.6,0.975,0.41635124905374715,0.43,0.8260869565217391,False
development_main,all,candidate,14800,487,14313,30,457,6104,455,5649,32,8664,0.9342915811088296,0.39467616851813037,0.07454128440366972,0.8666666666666667,0.9387308533916849,16.0,0.893223819301848,0.8439425051334702,0.7474332648870636,0.6119096509240246,0.6,0.98,0.4120615695180419,0.43,0.8,False
development_main,all,candidate,14800,487,14313,30,457,6022,442,5580,45,8733,0.9075975359342916,0.38985537623139804,0.07339754234473597,0.8333333333333334,0.912472647702407,15.0,0.864476386036961,0.8193018480492813,0.7145790554414785,0.6016427104722792,0.6,0.99,0.4060055513499874,0.4175,0.7272727272727273,False
development_main,all,candidate,14800,487,14313,30,457,5971,430,5541,57,8772,0.8829568788501027,0.387130580591071,0.07201473789984927,0.8333333333333334,0.8862144420131292,15.0,0.839835728952772,0.7987679671457906,0.6878850102669405,0.5811088295687885,0.6,0.995,0.4014635377239465,0.41353383458646614,0.4,False
development_main,all,candidate,14800,487,14313,30,457,5951,426,5525,61,8788,0.8747433264887063,0.3860127157129882,0.07158460762896993,0.8333333333333334,0.8774617067833698,15.0,0.8316221765913757,0.7926078028747433,0.6796714579055442,0.5728952772073922,0.6,1.0,0.3994448650012617,0.4075,0.2,False
development_main,all,candidate,14800,487,14313,30,457,8318,482,7836,5,6477,0.9897330595482546,0.5474743240410815,0.05794662178408271,0.9333333333333333,0.9934354485776805,17.0,0.9856262833675564,0.9486652977412731,0.9301848049281314,0.7227926078028748,0.7,0.5,0.6969467575069392,0.7475,0.9637681159420289,False
development_main,all,candidate,14800,487,14313,30,457,7613,480,7133,7,7180,0.9856262833675564,0.4983581359603158,0.06305004597399186,0.9333333333333333,0.9890590809628009,17.0,0.9774127310061602,0.9383983572895277,0.891170431211499,0.6858316221765913,0.7,0.6,0.6237698713096139,0.67,0.9492753623188406,False
development_main,all,candidate,14800,487,14313,30,457,6880,478,6402,9,7911,0.9815195071868583,0.44728568434290505,0.06947674418604652,0.8666666666666667,0.9890590809628009,16.0,0.9671457905544147,0.917864476386037,0.8603696098562629,0.6570841889117043,0.7,0.7,0.5480696442089327,0.585,0.9347826086956522,False
development_main,all,candidate,14800,487,14313,30,457,6493,478,6015,9,8298,0.9815195071868583,0.42024732760427586,0.07361774218389035,0.8666666666666667,0.9890590809628009,16.0,0.9609856262833676,0.9055441478439425,0.837782340862423,0.6386036960985626,0.7,0.75,0.5056775170325511,0.5425,0.9347826086956522,False
development_main,all,candidate,14800,487,14313,30,457,6134,474,5660,13,8653,0.973305954825462,0.39544470062181236,0.07727420932507337,0.8666666666666667,0.9803063457330415,16.0,0.9383983572895277,0.891170431211499,0.8151950718685832,0.62217659137577,0.7,0.8,0.46555639666919,0.505,0.9057971014492754,False
development_main,all,candidate,14800,487,14313,30,457,5746,470,5276,17,9037,0.9650924024640657,0.3686159435478237,0.08179603202227637,0.8666666666666667,0.9715536105032823,16.0,0.9240246406570842,0.8726899383983573,0.7823408624229979,0.5954825462012321,0.7,0.85,0.4254352763058289,0.455,0.8840579710144928,False
development_main,all,candidate,14800,487,14313,30,457,5335,464,4871,23,9442,0.9527720739219713,0.3403199888213512,0.08697282099343955,0.8333333333333334,0.9606126914660832,16.0,0.9137577002053389,0.8583162217659137,0.7679671457905544,0.5852156057494866,0.7,0.9,0.3835478173101186,0.4075,0.8405797101449275,False
development_main,all,candidate,14800,487,14313,30,457,5123,461,4662,26,9651,0.946611909650924,0.32571787885139386,0.08998633613117314,0.8,0.9562363238512035,16.0,0.9034907597535934,0.8439425051334702,0.7494866529774127,0.5749486652977412,0.7,0.925,0.3613424173605854,0.3875,0.8188405797101449,False
development_main,all,candidate,14800,487,14313,30,457,4915,457,4458,30,9855,0.9383983572895277,0.31146510165583735,0.09298067141403865,0.7666666666666667,0.949671772428884,15.0,0.8952772073921971,0.8336755646817249,0.7268993839835729,0.5605749486652978,0.7,0.95,0.3393893515013878,0.36,0.7971014492753623,False
development_main,all,candidate,14800,487,14313,30,457,4825,457,4368,30,9945,0.9383983572895277,0.30517711171662126,0.09471502590673575,0.7666666666666667,0.949671772428884,15.0,0.8952772073921971,0.8295687885010267,0.7104722792607803,0.5585215605749486,0.7,0.96,0.3303053242493061,0.3475,0.7971014492753623,False
development_main,all,candidate,14800,487,14313,30,457,4695,448,4247,39,10066,0.919917864476386,0.2967232585761196,0.0954206602768903,0.7666666666666667,0.9299781181619255,15.0,0.8767967145790554,0.813141683778234,0.6981519507186859,0.5462012320328542,0.7,0.975,0.3176886197325259,0.3325,0.7608695652173914,False
development_main,all,candidate,14800,487,14313,30,457,4653,445,4208,42,10105,0.9137577002053389,0.2939984629357926,0.09563722329679776,0.7666666666666667,0.9234135667396062,15.0,0.8685831622176592,0.811088295687885,0.6899383983572895,0.5441478439425051,0.7,0.98,0.3126419379258138,0.3325,0.7536231884057971,False
development_main,all,candidate,14800,487,14313,30,457,4568,430,4138,57,10175,0.8829568788501027,0.28910780409418013,0.09413309982486866,0.7333333333333333,0.8927789934354485,14.0,0.839835728952772,0.7864476386036962,0.6550308008213552,0.5338809034907598,0.7,0.99,0.3065859197577593,0.32,0.7142857142857143,False
development_main,all,candidate,14800,487,14313,30,457,4513,418,4095,69,10218,0.8583162217659137,0.28610354223433243,0.09262131619765122,0.7333333333333333,0.8665207877461707,14.0,0.8151950718685832,0.7659137577002053,0.6283367556468172,0.5133470225872689,0.7,0.995,0.3015392379510472,0.3132832080200501,0.4,False
development_main,all,candidate,14800,487,14313,30,457,4493,414,4079,73,10234,0.8501026694045175,0.2849856773562496,0.09214333407522814,0.7333333333333333,0.8577680525164114,14.0,0.8069815195071869,0.757700205338809,0.6180698151950719,0.5051334702258727,0.7,1.0,0.29952056522836235,0.31,0.2,False
development_main,all,candidate,14800,487,14313,30,457,7787,480,7307,7,7006,0.9856262833675564,0.5105149165094669,0.06164119686657249,0.9333333333333333,0.9890590809628009,16.0,0.9794661190965093,0.9404517453798767,0.919917864476386,0.7084188911704312,0.75,0.5,0.6656573303053243,0.7075,0.9492753623188406,False
development_main,all,candidate,14800,487,14313,30,457,7038,476,6562,11,7751,0.9774127310061602,0.4584643331237337,0.06763285024154589,0.9333333333333333,0.9803063457330415,16.0,0.9650924024640657,0.9281314168377823,0.8767967145790554,0.6673511293634496,0.75,0.6,0.5869290941206157,0.6227848101265823,0.9202898550724637,False
development_main,all,candidate,14800,487,14313,30,457,6255,472,5783,15,8530,0.9691991786447639,0.4040382868720743,0.07545963229416466,0.8333333333333334,0.9781181619256017,16.0,0.9527720739219713,0.9055441478439425,0.8418891170431212,0.6344969199178645,0.75,0.7,0.5069391874842292,0.535,0.8913043478260869,False
development_main,all,candidate,14800,487,14313,30,457,5844,471,5373,16,8940,0.9671457905544147,0.375392999371201,0.08059548254620123,0.8333333333333334,0.975929978118162,16.0,0.944558521560575,0.891170431211499,0.8172484599589322,0.6139630390143738,0.75,0.75,0.46177138531415596,0.4925,0.8840579710144928,False
development_main,all,candidate,14800,487,14313,30,457,5466,467,4999,20,9314,0.9589322381930184,0.3492629078460141,0.0854372484449323,0.8333333333333334,0.9671772428884027,16.0,0.9219712525667351,0.8726899383983573,0.7905544147843943,0.5954825462012321,0.75,0.8,0.4203885944991168,0.4525,0.855072463768116,False
development_main,all,candidate,14800,487,14313,30,457,5058,463,4595,24,9718,0.9507186858316222,0.3210368196744219,0.09153815737445631,0.8333333333333334,0.9584245076586433,16.0,0.9075975359342916,0.8542094455852156,0.757700205338809,0.5687885010266941,0.75,0.85,0.3785011355034065,0.4025,0.8333333333333334,False
development_main,all,candidate,14800,487,14313,30,457,4635,457,4178,30,10135,0.9383983572895277,0.29190246628938726,0.09859762675296656,0.8,0.9474835886214442,16.0,0.8973305954825462,0.839835728952772,0.7412731006160165,0.5564681724845996,0.75,0.9,0.33560434014635376,0.355,0.7898550724637681,False
development_main,all,candidate,14800,487,14313,30,457,4411,454,3957,33,10356,0.9322381930184805,0.27646195766086773,0.10292450691453185,0.7666666666666667,0.9431072210065645,15.0,0.8850102669404517,0.8254620123203286,0.7186858316221766,0.5420944558521561,0.75,0.925,0.31213726974514255,0.3325,0.7681159420289855,False
development_main,all,candidate,14800,487,14313,30,457,4184,449,3735,38,10578,0.9219712525667351,0.260951582477468,0.10731357552581262,0.7333333333333333,0.9343544857768052,15.0,0.8747433264887063,0.8151950718685832,0.6960985626283368,0.5277207392197125,0.75,0.95,0.288922533434267,0.305,0.7391304347826086,False
development_main,all,candidate,14800,487,14313,30,457,4089,449,3640,38,10673,0.9219712525667351,0.254314259763851,0.10980679872829542,0.7333333333333333,0.9343544857768052,15.0,0.8747433264887063,0.811088295687885,0.6796714579055442,0.5256673511293635,0.75,0.96,0.2798385061821852,0.295,0.7391304347826086,False
development_main,all,candidate,14800,487,14313,30,457,3952,438,3514,49,10799,0.8993839835728953,0.24551107384894852,0.11082995951417005,0.7333333333333333,0.9102844638949672,14.0,0.8521560574948666,0.7905544147843943,0.6591375770020534,0.5092402464065708,0.75,0.975,0.2669694675750694,0.28,0.7028985507246377,False
development_main,all,candidate,14800,487,14313,30,457,3909,435,3474,52,10839,0.893223819301848,0.24271641165374136,0.11128165771297006,0.7333333333333333,0.9037199124726477,14.0,0.8439425051334702,0.7885010266940452,0.6509240246406571,0.5071868583162218,0.75,0.98,0.2619227857683573,0.28,0.6956521739130435,False
development_main,all,candidate,14800,487,14313,30,457,3819,420,3399,67,10914,0.8624229979466119,0.23747642003772795,0.10997643362136685,0.7,0.8730853391684902,14.0,0.813141683778234,0.7618069815195072,0.6139630390143738,0.49691991786447637,0.75,0.99,0.2556144335099672,0.2675,0.6594202898550725,False
development_main,all,candidate,14800,487,14313,30,457,3762,408,3354,79,10959,0.837782340862423,0.23433242506811988,0.10845295055821372,0.7,0.8468271334792122,14.0,0.7885010266940452,0.7412731006160165,0.5872689938398358,0.47638603696098564,0.75,0.995,0.2500630835225839,0.2606516290726817,0.4,False
development_main,all,candidate,14800,487,14313,30,457,3742,404,3338,83,10975,0.8295687885010267,0.23321456019003703,0.10796365579903795,0.7,0.838074398249453,14.0,0.7802874743326489,0.7330595482546202,0.5770020533880903,0.4681724845995893,0.75,1.0,0.24804441079989906,0.2582278481012658,0.2,False
development_main,all,candidate,14800,487,14313,30,457,7303,478,6825,9,7488,0.9815195071868583,0.4768392370572207,0.0654525537450363,0.9333333333333333,0.9846827133479212,16.0,0.9691991786447639,0.9260780287474333,0.9096509240246407,0.6878850102669405,0.8,0.5,0.6376482462780722,0.6825,0.9347826086956522,False
development_main,all,candidate,14800,487,14313,30,457,6506,472,6034,15,8279,0.9691991786447639,0.4215747921469992,0.07254841684598831,0.9333333333333333,0.9715536105032823,16.0,0.9507186858316222,0.9096509240246407,0.8603696098562629,0.6427104722792608,0.8,0.6,0.5551349987383295,0.5925,0.8913043478260869,False
development_main,all,candidate,14800,487,14313,30,457,5689,467,5222,20,9091,0.9589322381930184,0.364843149584294,0.08208824046405344,0.8333333333333334,0.9671772428884027,16.0,0.9383983572895277,0.8850102669404517,0.8254620123203286,0.6078028747433265,0.8,0.7,0.4706030784759021,0.5025,0.855072463768116,False
development_main,all,candidate,14800,487,14313,30,457,5251,466,4785,21,9528,0.9568788501026694,0.3343114651016558,0.08874500095219959,0.8333333333333334,0.9649890590809628,16.0,0.9301848049281314,0.8706365503080082,0.7987679671457906,0.5852156057494866,0.8,0.75,0.42265960131213726,0.455,0.8478260869565217,False
development_main,all,candidate,14800,487,14313,30,457,4854,458,4396,29,9917,0.9404517453798767,0.3071333752532663,0.09435517099299547,0.8333333333333334,0.9474835886214442,15.0,0.9034907597535934,0.8501026694045175,0.7700205338809035,0.5626283367556468,0.8,0.8,0.37951047186474896,0.4125,0.7971014492753623,False
development_main,all,candidate,14800,487,14313,30,457,4423,453,3970,34,10343,0.9301848049281314,0.27737022287431007,0.10241917250734796,0.8333333333333334,0.936542669584245,15.0,0.8870636550308009,0.8295687885010267,0.731006160164271,0.5318275154004107,0.8,0.85,0.33585667423668936,0.36,0.7681159420289855,False
development_main,all,candidate,14800,487,14313,30,457,3989,447,3542,40,10771,0.917864476386037,0.2474673373855935,0.11205815993983455,0.8,0.925601750547046,14.0,0.8767967145790554,0.8151950718685832,0.7104722792607803,0.5154004106776181,0.8,0.9,0.2922028766086298,0.3125,0.7246376811594203,False
development_main,all,candidate,14800,487,14313,30,457,3756,444,3312,43,11001,0.9117043121149897,0.23139802976315238,0.1182108626198083,0.7666666666666667,0.9212253829321663,14.0,0.864476386036961,0.8008213552361396,0.6837782340862423,0.49691991786447637,0.8,0.925,0.268483472117083,0.29,0.7028985507246377,False
development_main,all,candidate,14800,487,14313,30,457,3521,439,3082,48,11231,0.9014373716632443,0.21532872214071125,0.12468048849758591,0.7333333333333333,0.912472647702407,13.0,0.8542094455852156,0.7905544147843943,0.6570841889117043,0.4784394250513347,0.8,0.95,0.2447640676255362,0.2625,0.6739130434782609,False
development_main,all,candidate,14800,487,14313,30,457,3425,439,2986,48,11327,0.9014373716632443,0.20862153287221408,0.12817518248175183,0.7333333333333333,0.912472647702407,13.0,0.8542094455852156,0.784394250513347,0.6406570841889117,0.47638603696098564,0.8,0.96,0.23568004037345444,0.2525,0.6739130434782609,False
development_main,all,candidate,14800,487,14313,30,457,3285,428,2857,59,11456,0.8788501026694046,0.199608747292671,0.13028919330289193,0.7333333333333333,0.888402625820569,13.0,0.8316221765913757,0.7638603696098563,0.6139630390143738,0.459958932238193,0.8,0.975,0.22255866767600302,0.2375,0.6376811594202898,False
development_main,all,candidate,14800,487,14313,30,457,3240,424,2816,63,11497,0.8706365503080082,0.19674421854258367,0.1308641975308642,0.7333333333333333,0.8796498905908097,13.0,0.8213552361396304,0.7618069815195072,0.6057494866529775,0.45790554414784396,0.8,0.98,0.21725965177895534,0.2375,0.6231884057971014,False
development_main,all,candidate,14800,487,14313,30,457,3142,408,2734,79,11579,0.837782340862423,0.191015161042409,0.12985359643539146,0.6666666666666666,0.849015317286652,13.0,0.7885010266940452,0.7330595482546202,0.5687885010266941,0.4455852156057495,0.8,0.99,0.2099419631592228,0.225,0.5869565217391305,False
development_main,all,candidate,14800,487,14313,30,457,3084,396,2688,91,11625,0.813141683778234,0.18780129951792077,0.12840466926070038,0.6666666666666666,0.8227571115973742,13.0,0.7638603696098563,0.7125256673511293,0.5400410677618069,0.42505133470225875,0.8,0.995,0.20413827908150392,0.215,0.4,False
development_main,all,candidate,14800,487,14313,30,457,3062,392,2670,95,11643,0.8049281314168378,0.18654370153007754,0.1280209013716525,0.6666666666666666,0.8140043763676149,13.0,0.75564681724846,0.704312114989733,0.5297741273100616,0.41683778234086244,0.8,1.0,0.20186727226848347,0.215,0.2,False
development_main,all,candidate,14800,487,14313,30,457,6731,467,6264,20,8049,0.9589322381930184,0.43764409976944035,0.06938047838359827,0.9333333333333333,0.9606126914660832,16.0,0.946611909650924,0.9137577002053389,0.8870636550308009,0.6591375770020534,0.85,0.5,0.6035831440827656,0.6432160804020101,0.855072463768116,False
development_main,all,candidate,14800,487,14313,30,457,5893,459,5434,28,8879,0.9425051334702259,0.3796548592188919,0.07788902087222128,0.9333333333333333,0.9431072210065645,16.0,0.9260780287474333,0.8952772073921971,0.8336755646817249,0.6119096509240246,0.85,0.6,0.516527882916982,0.5525,0.8043478260869565,False
development_main,all,candidate,14800,487,14313,30,457,5031,454,4577,33,9736,0.9322381930184805,0.31977922168657863,0.09024050884516001,0.8333333333333334,0.9387308533916849,16.0,0.9137577002053389,0.8685831622176592,0.7967145790554415,0.5770020533880903,0.85,0.7,0.4266969467575069,0.4525,0.7681159420289855,False
development_main,all,candidate,14800,487,14313,30,457,4569,452,4117,35,10196,0.9281314168377823,0.28764060644169637,0.09892755526373385,0.8333333333333334,0.9343544857768052,15.0,0.9034907597535934,0.8521560574948666,0.7679671457905544,0.5523613963039015,0.85,0.75,0.3772394650517285,0.4025,0.7536231884057971,False
development_main,all,candidate,14800,487,14313,30,457,4150,442,3708,45,10605,0.9075975359342916,0.25906518549570323,0.10650602409638554,0.8333333333333334,0.912472647702407,15.0,0.8706365503080082,0.8275154004106776,0.7351129363449692,0.5236139630390144,0.85,0.8,0.33232399697199094,0.3575,0.6884057971014492,False
development_main,all,candidate,14800,487,14313,30,457,3704,435,3269,52,11044,0.893223819301848,0.22839376790330468,0.11744060475161987,0.8333333333333334,0.8971553610503282,14.0,0.8501026694045175,0.8028747433264887,0.6919917864476386,0.486652977412731,0.85,0.85,0.28766086298258897,0.3065326633165829,0.644927536231884,False
development_main,all,candidate,14800,487,14313,30,457,3257,429,2828,58,11485,0.8809034907597536,0.1975826172011458,0.131716303346638,0.8,0.8862144420131292,13.0,0.839835728952772,0.7864476386036962,0.6673511293634496,0.46611909650924027,0.85,0.9,0.24299772899318697,0.2575,0.6014492753623188,False
development_main,all,candidate,14800,487,14313,30,457,3016,425,2591,62,11722,0.8726899383983573,0.18102424369454342,0.14091511936339524,0.7666666666666667,0.8796498905908097,12.0,0.8254620123203286,0.7679671457905544,0.6386036960985626,0.44763860369609854,0.85,0.925,0.21877365632096896,0.2375,0.572463768115942,False
development_main,all,candidate,14800,487,14313,30,457,2777,420,2357,67,11956,0.8624229979466119,0.16467546985258158,0.15124234785740007,0.7333333333333333,0.8708971553610503,10.0,0.8151950718685832,0.757700205338809,0.6098562628336756,0.4271047227926078,0.85,0.95,0.19505425182942215,0.21,0.5434782608695652,False
development_main,all,candidate,14800,487,14313,30,457,2681,420,2261,67,12052,0.8624229979466119,0.1579682805840844,0.1566579634464752,0.7333333333333333,0.8708971553610503,10.0,0.8151950718685832,0.7515400410677618,0.5934291581108829,0.42505133470225875,0.85,0.96,0.1859702245773404,0.2,0.5434782608695652,False
development_main,all,candidate,14800,487,14313,30,457,2537,408,2129,79,12184,0.837782340862423,0.1487458953399008,0.16081986598344503,0.7333333333333333,0.8446389496717724,10.0,0.7905544147843943,0.728952772073922,0.5667351129363449,0.4086242299794661,0.85,0.975,0.17284885187988897,0.1825,0.5072463768115942,False
development_main,all,candidate,14800,487,14313,30,457,2490,404,2086,83,12227,0.8295687885010267,0.1457416334800531,0.16224899598393575,0.7333333333333333,0.8358862144420132,10.0,0.7802874743326489,0.7268993839835729,0.5585215605749486,0.406570841889117,0.85,0.98,0.16729750189250567,0.1825,0.4927536231884058,False
development_main,all,candidate,14800,487,14313,30,457,2388,388,2000,99,12313,0.7967145790554415,0.13973310976035772,0.1624790619765494,0.6666666666666666,0.8052516411378556,11.0,0.7474332648870636,0.6981519507186859,0.5195071868583162,0.3921971252566735,0.85,0.99,0.15972747918243754,0.17,0.45652173913043476,False
development_main,all,candidate,14800,487,14313,30,457,2330,376,1954,111,12359,0.7720739219712526,0.1365192482358695,0.16137339055793992,0.6666666666666666,0.7789934354485777,10.0,0.7227926078028748,0.6776180698151951,0.486652977412731,0.37166324435318276,0.85,0.995,0.15392379510471865,0.16290726817042606,0.4,False
development_main,all,candidate,14800,487,14313,30,457,2306,372,1934,115,12379,0.7638603696098563,0.1351219171382659,0.16131830008673026,0.6666666666666666,0.7702407002188184,10.0,0.7145790554414785,0.6694045174537988,0.47638603696098564,0.36344969199178645,0.85,1.0,0.1516527882916982,0.16,0.2,False
