cache_id,scope,layer,token_index,token_role,n_sites,p4_p5_margin,p1,top4_mass,entropy_normalised,probability_sum_abs_error,gap_exact_zero,stable_fp16_rounding_bound,stable_bf16_rounding_bound,stable_fp32_rounding_bound,actual_vs_saved_fp16_top4_disagree,actual_vs_bf16_recast_top4_disagree,saved_fp16_vs_bf16_recast_top4_disagree,actual_selection_unique_from_saved_probs,actual_selection_boundary_ambiguous,actual_selection_contradicted_by_saved_probs,bf16_recast_vector_exact,bf16_recast_element_exact_fraction,bf16_rounding_bound,actual_vs_saved_fp32_upcast_top4_disagree,saved_fp16_vs_fp32_upcast_top4_disagree,p4_p5_margin_p05,p4_p5_margin_median,p4_p5_margin_p95,gap_over_bf16_rounding_bound_median,n_margin_sample
calvin_d/task_D_D/routes-v1,primary_canonical,2,0,state,36210,0.005668461042950411,0.12221110969971175,0.3097604974400632,0.9405936227915399,3.7791945597836406e-05,0.03175918254625794,0.968240817453742,0.9665838166252416,0.968240817453742,0.0,0.0,0.0,0.968240817453742,0.03175918254625794,0.0,0.0,0.12418012979839824,0.00026045712078845624,0.0,0.0,0.000335693359375,0.0038909912109375,0.0196533203125,15.25,566
calvin_d/task_D_D/routes-v1,primary_canonical,2,all,action,362100,0.0009054010871101301,0.04487311994525748,0.16343856849449176,0.9942903865577107,3.6298930398076647e-05,0.14647887323943662,0.8535211267605634,0.8407594587130627,0.8535211267605634,0.0,0.002891466445733223,0.002891466445733223,0.8535211267605634,0.14647887323943662,0.0,0.0,0.12510105979011324,0.000244140625,0.0,0.0,0.0,0.000579833984375,0.00274658203125,2.375,5657
calvin_d/task_D_D/routes-v1,primary_canonical,3,0,state,36210,0.005006688499081961,0.13673577444291976,0.3204976618866076,0.9337676959500659,3.895921557030603e-05,0.0347970173985087,0.9652029826014913,0.9574703120684893,0.9652029826014913,0.0,0.0019331676332504833,0.0019331676332504833,0.9652029826014913,0.0347970173985087,0.0,0.0,0.12357601491300746,0.0002502677388627106,0.0,0.0,0.0003707885625772178,0.00360107421875,0.01544189453125,14.75,564
calvin_d/task_D_D/routes-v1,primary_canonical,3,all,action,362100,0.0009550371146340358,0.04609538965612378,0.16670452447663153,0.9931304513326635,3.576577351719462e-05,0.13541286937310135,0.8645871306268986,0.8500303783485225,0.8645871306268986,0.0,0.0034106600386633527,0.0034106600386633527,0.8645871306268986,0.13541286937310135,0.0,0.0,0.1252639119027893,0.000244140625,0.0,0.0,0.0,0.0006103515625,0.0029296875,2.5,5659
calvin_d/task_D_D/routes-v1,primary_canonical,4,0,state,36210,0.005194705351055475,0.1156320643010175,0.3016930226955714,0.9432329019931297,3.716933137966895e-05,0.03203534935100801,0.967964650648992,0.9602319801159901,0.967964650648992,0.0,0.0005523336095001381,0.0005523336095001381,0.967964650648992,0.03203534935100801,0.0,0.0,0.1249568489367578,0.0002580130175970036,0.0,0.0,0.0003402709844522178,0.0036468505859375,0.01686248742043972,14.4375,564
calvin_d/task_D_D/routes-v1,primary_canonical,4,all,action,362100,0.000939156259169601,0.04515383160203177,0.16447354160531125,0.9942107522974881,3.521689325694517e-05,0.13055509527754763,0.8694449047224524,0.8445291355979011,0.8694449047224524,0.0,0.005758077879038939,0.005758077879038939,0.8694449047224524,0.13055509527754763,0.0,0.0,0.12514913007456505,0.000244140625,0.0,0.0,0.0,0.0006103515625,0.002838134765625,2.5,5659
calvin_d/task_D_D/routes-v1,primary_canonical,5,0,state,36210,0.0043167666288016085,0.12431704171682978,0.29803751661315936,0.9438490464159942,3.8460386750843605e-05,0.040872687103010216,0.9591273128969898,0.9497376415354875,0.9591273128969898,0.0,0.0019331676332504833,0.0019331676332504833,0.9591273128969898,0.040872687103010216,0.0,0.0,0.12321354598177299,0.00024660158407553164,0.0,0.0,0.00018310546875,0.0028228759765625,0.013867187313735485,12.125,564
calvin_d/task_D_D/routes-v1,primary_canonical,5,all,action,362100,0.0009433961882508285,0.04553609245951352,0.1654585240408058,0.993741578174309,3.5637142051816874e-05,0.13695664181165423,0.8630433581883458,0.8552747859707264,0.8630433581883458,0.0,0.0017149958574979288,0.0017149958574979288,0.8630433581883458,0.13695664181165423,0.0,0.0,0.12495952430267881,0.000244140625,0.0,0.0,0.0,0.0006103515625,0.002838134765625,2.5,5658
calvin_d/task_D_D/routes-v1,primary_canonical,12,0,state,36210,0.0027832182952956712,0.06895287910636305,0.22118575952883354,0.9784494527497037,3.2309569301146954e-05,0.05606186136426401,0.943938138635736,0.9309582988124827,0.943938138635736,0.0,0.0024855012427506215,0.0024855012427506215,0.943938138635736,0.05606186136426401,0.0,0.0,0.12425780171223419,0.00024441031914526374,0.0,0.0,0.0,0.001953125,0.008514404296875,8.0,565
calvin_d/task_D_D/routes-v1,primary_canonical,12,all,action,362100,0.0006933226291727078,0.04082205051020738,0.1532163282982785,0.9971796557897364,3.908228459393771e-05,0.25054128693731015,0.7494587130626899,0.7447058823529412,0.7494587130626899,0.0,0.0003148301574150787,0.0003148301574150787,0.7494587130626899,0.25054128693731015,0.0,0.0,0.12497152029826016,0.000244140625,0.0,0.0,0.0,0.00054931640625,0.0021408081520348787,2.25,5658
