cache_id,scope,layer,token_index,token_role,n_sites,p4_p5_margin,p1,top4_mass,entropy_normalised,probability_sum_abs_error,gap_exact_zero,stable_fp16_rounding_bound,stable_bf16_rounding_bound,stable_fp32_rounding_bound,actual_vs_saved_fp16_top4_disagree,actual_vs_bf16_recast_top4_disagree,saved_fp16_vs_bf16_recast_top4_disagree,actual_selection_unique_from_saved_probs,actual_selection_boundary_ambiguous,actual_selection_contradicted_by_saved_probs,bf16_recast_vector_exact,bf16_recast_element_exact_fraction,bf16_rounding_bound,actual_vs_saved_fp32_upcast_top4_disagree,saved_fp16_vs_fp32_upcast_top4_disagree,p4_p5_margin_p05,p4_p5_margin_median,p4_p5_margin_p95,gap_over_bf16_rounding_bound_median,n_margin_sample
calvin_d/task_D_D/routes-v1,primary_canonical,2,0,state,36210,0.005668461042950411,0.12221110969971175,0.3097604974400632,0.9405936227915399,3.7791945597836406e-05,0.03175918254625794,0.968240817453742,0.9665838166252416,0.968240817453742,0.0,0.0,0.0,0.968240817453742,0.03175918254625794,0.0,0.0,0.12418012979839824,0.00026045712078845624,0.0,0.0,0.000335693359375,0.0038909912109375,0.0196533203125,15.25,566
calvin_d/task_D_D/routes-v1,primary_canonical,2,1,mixed,36210,0.0019862779956007492,0.06333124455217827,0.19742827416783174,0.9887041674302909,3.3095580245605064e-05,0.06462303231151616,0.9353769676884839,0.9215686274509803,0.9353769676884839,0.0,0.0031206848936757804,0.0031206848936757804,0.9353769676884839,0.06462303231151616,0.0,0.0,0.12538145539906104,0.000244140625,0.0,0.0,0.0,0.00140380859375,0.005279541015625,5.75,565
calvin_d/task_D_D/routes-v1,primary_canonical,2,2,mixed,36210,0.0009539545454790631,0.044467474919792964,0.1638131087671094,0.9948775249369004,3.530159407444206e-05,0.12852803093068213,0.8714719690693179,0.8514498757249379,0.8714719690693179,0.0,0.004501518917426125,0.004501518917426125,0.8714719690693179,0.12852803093068213,0.0,0.0,0.12524250897542116,0.000244140625,0.0,0.0,0.0,0.0008544921875,0.00286865234375,3.5,567
calvin_d/task_D_D/routes-v1,primary_canonical,2,3,mixed,36210,0.0007938649436447114,0.04240372390978839,0.158466902729952,0.995786461141089,3.597414384919351e-05,0.14708644020988676,0.8529135597901132,0.8335818834576084,0.8529135597901132,0.0,0.00428058547362607,0.00428058547362607,0.8529135597901132,0.14708644020988676,0.0,0.0,0.12487745098039216,0.000244140625,0.0,0.0,0.0,0.000579833984375,0.0021011352073401213,2.375,564
calvin_d/task_D_D/routes-v1,primary_canonical,2,4,mixed,36210,0.0007407276118799192,0.04203482277318938,0.15730299129238512,0.9957122106556733,3.649435857158114e-05,0.15973487986743992,0.84026512013256,0.8247445457056062,0.84026512013256,0.0,0.003396851698425849,0.003396851698425849,0.84026512013256,0.15973487986743992,0.0,0.0,0.12491542391604529,0.000244140625,0.0,0.0,0.0,0.000579833984375,0.002044677734375,2.375,567
calvin_d/task_D_D/routes-v1,primary_canonical,2,5,mixed,36210,0.0007097574532673985,0.0417585674750479,0.1566722306254423,0.9956067128097178,3.731450268129919e-05,0.1668047500690417,0.8331952499309583,0.8215962441314554,0.8331952499309583,0.0,0.0028445180889257113,0.0028445180889257113,0.8331952499309583,0.1668047500690417,0.0,0.0,0.12569041701187517,0.000244140625,0.0,0.0,0.0,0.00054931640625,0.0021301270462572575,2.25,565
calvin_d/task_D_D/routes-v1,primary_canonical,2,6,mixed,36210,0.0006966991998714098,0.04178208733289751,0.15659778914179007,0.9954405154453658,3.749812646848462e-05,0.17130626898646784,0.8286937310135322,0.8195802264567799,0.8286937310135322,0.0,0.002043634355150511,0.002043634355150511,0.8286937310135322,0.17130626898646784,0.0,0.0,0.12499136978735156,0.000244140625,0.0,0.0,0.0,0.000579833984375,0.001983642578125,2.375,566
calvin_d/task_D_D/routes-v1,primary_canonical,2,7,mixed,36210,0.0007075223630385253,0.04211148586236321,0.15753855227238892,0.9950775237512733,3.7333886947990025e-05,0.16727423363711683,0.8327257663628832,0.8235017950842308,0.8327257663628832,0.0,0.002264567798950566,0.002264567798950566,0.8327257663628832,0.16727423363711683,0.0,0.0,0.12472555923777962,0.000244140625,0.0,0.0,0.0,0.000579833984375,0.00231170654296875,2.375,566
calvin_d/task_D_D/routes-v1,primary_canonical,2,8,mixed,36210,0.0007396572632409038,0.04257400036516587,0.1591835542398077,0.9945890809284064,3.7404154914744284e-05,0.16655619994476664,0.8334438000552333,0.824136978735156,0.8334438000552333,0.0,0.0019331676332504833,0.0019331676332504833,0.8334438000552333,0.16655619994476664,0.0,0.0,0.1252399199116266,0.000244140625,0.0,0.0,0.0,0.000579833984375,0.002044677734375,2.375,566
calvin_d/task_D_D/routes-v1,primary_canonical,2,9,mixed,36210,0.0008010826332073322,0.043387552981414834,0.16167426732191556,0.9939488092663209,3.679844925529356e-05,0.15650372825186412,0.8434962717481359,0.8343827671913836,0.8434962717481359,0.0,0.0020988677161005247,0.0020988677161005247,0.8434962717481359,0.15650372825186412,0.0,0.0,0.12499395885114609,0.000244140625,0.0,0.0,0.0,0.000579833984375,0.00234222412109375,2.375,566
calvin_d/task_D_D/routes-v1,primary_canonical,2,10,mixed,36210,0.000924466861871289,0.044880239280736506,0.1657080143862948,0.9931608592120694,3.577450697213304e-05,0.1363711681855841,0.8636288318144159,0.8530516431924883,0.8636288318144159,0.0,0.0024302678818006076,0.0024302678818006076,0.8636288318144159,0.1363711681855841,0.0,0.0,0.12495253383043359,0.000244140625,0.0,0.0,0.0,0.0006103515625,0.0024963379837572575,2.5,565
calvin_d/task_D_D/routes-v1,primary_canonical,3,0,state,36210,0.005006688499081961,0.13673577444291976,0.3204976618866076,0.9337676959500659,3.895921557030603e-05,0.0347970173985087,0.9652029826014913,0.9574703120684893,0.9652029826014913,0.0,0.0019331676332504833,0.0019331676332504833,0.9652029826014913,0.0347970173985087,0.0,0.0,0.12357601491300746,0.0002502677388627106,0.0,0.0,0.0003707885625772178,0.00360107421875,0.01544189453125,14.75,564
calvin_d/task_D_D/routes-v1,primary_canonical,3,1,mixed,36210,0.0016932687914789596,0.06356844813808556,0.1952546876887859,0.9879500836076344,3.314224997464875e-05,0.07566970450151891,0.9243302954984811,0.9143330571665286,0.9243302954984811,0.0,0.0022369511184755593,0.0022369511184755593,0.9243302954984811,0.07566970450151891,0.0,0.0,0.12470916183374758,0.000244140625,0.0,0.0,0.0,0.001373291015625,0.004913330078125,5.625,567
calvin_d/task_D_D/routes-v1,primary_canonical,3,2,mixed,36210,0.0010741091867534865,0.04678184427104909,0.16915612482820483,0.9936646274755225,3.4446790053086594e-05,0.11897265948632975,0.8810273405136703,0.868157967412317,0.8810273405136703,0.0,0.0030654515327257666,0.0030654515327257666,0.8810273405136703,0.11897265948632975,0.0,0.0,0.12467636702568351,0.000244140625,0.0,0.0,0.0,0.0008544921875,0.0032989501487463713,3.5,567
calvin_d/task_D_D/routes-v1,primary_canonical,3,3,mixed,36210,0.0008781738618367682,0.043894464197293134,0.1625659865721982,0.9948021894576503,3.557560754000104e-05,0.14098315382491025,0.8590168461750898,0.8465064899199116,0.8590168461750898,0.0,0.0032863849765258214,0.0032863849765258214,0.8590168461750898,0.14098315382491025,0.0,0.0,0.12566021126760563,0.000244140625,0.0,0.0,0.0,0.0006103515625,0.00274658203125,2.5,564
calvin_d/task_D_D/routes-v1,primary_canonical,3,4,mixed,36210,0.000820739122426039,0.04325460388133026,0.16088136400645756,0.9948983782350408,3.606948494351526e-05,0.1484120408726871,0.8515879591273129,0.84026512013256,0.8515879591273129,0.0,0.0024302678818006076,0.0024302678818006076,0.8515879591273129,0.1484120408726871,0.0,0.0,0.12576204777685723,0.000244140625,0.0,0.0,0.0,0.000579833984375,0.0021881102584302425,2.375,567
calvin_d/task_D_D/routes-v1,primary_canonical,3,5,mixed,36210,0.000777452369317005,0.04278987788653644,0.15958922985870183,0.9948592521314034,3.67024233906811e-05,0.1564484948909141,0.8435515051090859,0.8312896989781828,0.8435515051090859,0.0,0.0032587682960508145,0.0032587682960508145,0.8435515051090859,0.1564484948909141,0.0,0.0,0.12545222314277824,0.000244140625,0.0,0.0,0.0,0.000579833984375,0.0024047852493822575,2.375,565
calvin_d/task_D_D/routes-v1,primary_canonical,3,6,mixed,36210,0.0007515929147572321,0.04269455280530456,0.1593436042303145,0.9945827890861367,3.690753843006723e-05,0.1608671637669152,0.8391328362330848,0.8249930958298812,0.8391328362330848,0.0,0.003369235017950842,0.003369235017950842,0.8391328362330848,0.1608671637669152,0.0,0.0,0.12545999033416183,0.000244140625,0.0,0.0,0.0,0.000579833984375,0.002349853515625,2.375,566
calvin_d/task_D_D/routes-v1,primary_canonical,3,7,mixed,36210,0.0007836030814174261,0.04306808931002529,0.16047862889654102,0.9940931270231828,3.6790706083544774e-05,0.15263739298536316,0.8473626070146368,0.831952499309583,0.8473626070146368,0.0,0.003949185307925988,0.003949185307925988,0.8473626070146368,0.15263739298536316,0.0,0.0,0.12482998481082574,0.000244140625,0.0,0.0,0.0,0.000579833984375,0.00218963623046875,2.375,566
calvin_d/task_D_D/routes-v1,primary_canonical,3,8,mixed,36210,0.0008342777685182788,0.043699740810441694,0.1625192123366732,0.9934672024311924,3.676805598931364e-05,0.14446285556476113,0.8555371444352389,0.8370339685169843,0.8555371444352389,0.0,0.0038939519469759734,0.0038939519469759734,0.8555371444352389,0.14446285556476113,0.0,0.0,0.1250414250207125,0.000244140625,0.0,0.0,0.0,0.0006103515625,0.0023559569381177425,2.5,565
calvin_d/task_D_D/routes-v1,primary_canonical,3,9,mixed,36210,0.0008829659896804232,0.044573924041722765,0.1654503030890228,0.9925099260535104,3.607475240728994e-05,0.136012151339409,0.863987848660591,0.8449323391328363,0.863987848660591,0.0,0.00463960231980116,0.00463960231980116,0.863987848660591,0.136012151339409,0.0,0.0,0.12535297569732118,0.000244140625,0.0,0.0,0.0,0.0006103515625,0.002410888671875,2.5,567
