task,task_index,episode,run_id,length,layer,n_triple_total,n_triple_scored,H_gate_mean,H_gate_p05,H_gate_median,H_gate_p95,H_usage_mean,H_usage_p05,H_usage_median,H_usage_p95,D_time_mean,D_time_p05,D_time_median,D_time_p95,hard_churn_mean,hard_churn_p05,hard_churn_median,hard_churn_p95,tie_gap_mean,tie_gap_p05,tie_gap_median,tie_gap_p95,tie_gap_ulp_mean,tie_gap_ulp_p05,tie_gap_ulp_median,tie_gap_ulp_p95,max_prob_mean,max_prob_p05,max_prob_median,max_prob_p95,frac_gap_lt_1ulp,frac_gap_lt_10ulp,frac_gap_lt_100ulp,ulp_set_changed_mean,null_churn_mean,churn_perturbed_mean,churn_baseline_mean,stored_top4_match_frac,stored_top4_overlap_mean,denoise_state_max,denoise_state_median,denoise_state_frac_zero,denoise_action_max,denoise_action_median,denoise_action_frac_zero
libero_goal/open_the_middle_drawer_of_the_cabinet,0,100,right-50x8-20260903,12,L4,120,90,0.9990025758743286,0.9978176951408386,0.999180793762207,0.999622642993927,0.9993824362754822,0.9984460473060608,0.9995436668395996,0.9997240900993347,0.02563653513789177,0.015668781474232674,0.023641251027584076,0.04448820278048515,0.6613636612892151,0.25,0.75,1.0,0.00033823741250671446,0.0,0.0002746507525444031,0.0008651822572574019,11.08336353302002,0.0,8.999755859375,28.350292205810547,0.036028482019901276,0.03399360179901123,0.035566337406635284,0.03895704820752144,0.25,0.6,1.0,0.14041666686534882,0.03267543762922287,0.6654545068740845,0.6613636612892151,1.0,4.0,0.000335693359375,0.0,0.8333333333333334,0.0135955810546875,0.0085906982421875,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,100,right-50x8-20260903,12,L5,120,90,0.9989117980003357,0.997597336769104,0.9990800619125366,0.9996400475502014,0.9993669390678406,0.9984315037727356,0.9994953870773315,0.999754011631012,0.028359204530715942,0.017362231388688087,0.027197837829589844,0.045738961547613144,0.6499999761581421,0.25,0.75,1.0,0.00029398666811175644,0.0,0.00027465447783470154,0.0008255072170868516,9.633355140686035,0.0,8.9998779296875,27.050220489501953,0.03667356073856354,0.03429871425032616,0.036331452429294586,0.041130002588033676,0.35,0.725,1.0,0.2016666680574417,0.052302632480859756,0.6597726941108704,0.6499999761581421,1.0,4.0,0.000335693359375,0.0,0.5833333333333334,0.0126190185546875,0.00940704345703125,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,100,right-50x8-20260903,12,L12,120,90,0.9985108971595764,0.9972999691963196,0.9986100196838379,0.9993531703948975,0.9993454813957214,0.9986940622329712,0.9994798898696899,0.9996120929718018,0.0418318435549736,0.024692261591553688,0.04018320143222809,0.060435034334659576,0.8204545378684998,0.5,0.75,1.0,0.0005152333178557456,0.0,0.00027468055486679077,0.0013763582101091743,16.88316535949707,0.0,9.000732421875,45.10050582885742,0.03791851922869682,0.03503113240003586,0.0375213623046875,0.042502451688051224,0.20833333333333334,0.525,0.9833333333333333,0.1133333370089531,0.029605263844132423,0.8144317865371704,0.8204545378684998,1.0,4.0,0.000335693359375,0.000152587890625,0.3333333333333333,0.0103912353515625,0.0081787109375,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,100,right-50x8-20260903,12,L13,120,90,0.9982365369796753,0.9968336820602417,0.9983013868331909,0.9992694854736328,0.9991917014122009,0.9981940984725952,0.9993302226066589,0.9995542168617249,0.04457695409655571,0.028176307678222656,0.043766140937805176,0.06011563166975975,0.7227272987365723,0.5,0.75,1.0,0.0005772970616817474,0.0,0.0005187913775444031,0.0016494946321472526,18.9168701171875,0.0,16.999755859375,54.05064010620117,0.038915641605854034,0.035583388060331345,0.03863495960831642,0.04337975010275841,0.175,0.45,1.0,0.11249999701976776,0.02576754428446293,0.7340909242630005,0.7227272987365723,1.0,4.0,0.0003662109375,0.0001678466796875,0.3333333333333333,0.010986328125,0.009307861328125,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,100,right-50x8-20260903,12,L14,120,90,0.9983851313591003,0.9969792366027832,0.9985989332199097,0.9992941617965698,0.9993603825569153,0.9985197186470032,0.9995184540748596,0.9997318983078003,0.04550255835056305,0.02795521169900894,0.04473339021205902,0.06258455663919449,0.8227272629737854,0.5,0.75,1.0,0.0005076092784292996,0.0,0.00027467310428619385,0.0016510244458913803,16.63334083557129,0.0,9.00048828125,54.10076904296875,0.038185812532901764,0.03518521413207054,0.03768748417496681,0.04305441305041313,0.24166666666666667,0.5833333333333334,0.9833333333333333,0.13124999403953552,0.031578946858644485,0.8172727227210999,0.8227272629737854,1.0,4.0,0.00067138671875,0.00014495849609375,0.3333333333333333,0.0128173828125,0.009429931640625,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,100,right-50x8-20260903,12,L15,120,90,0.9977789521217346,0.9959088563919067,0.9979280233383179,0.9991116523742676,0.9988616108894348,0.9980711936950684,0.998909056186676,0.9993552565574646,0.04770590737462044,0.024786898866295815,0.04670174419879913,0.0688430443406105,0.8022727370262146,0.5,0.75,1.0,0.00038858994957990944,0.0,0.0002746507525444031,0.0013762793969362974,12.733315467834473,0.0,8.999755859375,45.097923278808594,0.03856712207198143,0.034668974578380585,0.038377031683921814,0.043148186057806015,0.38333333333333336,0.6,1.0,0.22333332896232605,0.053728070110082626,0.7959091067314148,0.8022727370262146,1.0,4.0,0.000701904296875,0.0003509521484375,0.3333333333333333,0.0176544189453125,0.011474609375,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,110,right-50x8-20260903,13,L2,130,100,0.9991235733032227,0.998246431350708,0.9992368817329407,0.9995319247245789,0.9994706511497498,0.9988564252853394,0.9995807409286499,0.9997153282165527,0.02387947589159012,0.01486570481210947,0.022636689245700836,0.03494071960449219,0.6708333492279053,0.25,0.75,1.0,0.00023991233319975436,0.0,0.00024413317441940308,0.000762913201469928,7.861447334289551,0.0,7.999755859375,24.9991397857666,0.03578134626150131,0.03403931111097336,0.0353521853685379,0.038503795862197876,0.3230769230769231,0.7692307692307693,1.0,0.17269231379032135,0.04777327924966812,0.6744791865348816,0.6708333492279053,1.0,4.0,0.0,0.0,1.0,0.01361083984375,0.0116729736328125,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,110,right-50x8-20260903,13,L3,130,100,0.9991378784179688,0.9980103969573975,0.9993030428886414,0.999660074710846,0.9994986057281494,0.9986176490783691,0.9996569752693176,0.9998079538345337,0.024792470037937164,0.01399980392307043,0.023969944566488266,0.039885539561510086,0.6770833134651184,0.25,0.75,1.0,0.00034038667217828333,0.0,0.000274658203125,0.0008880492532625794,11.153790473937988,0.0,9.0,29.099597930908203,0.035979293286800385,0.03402547538280487,0.035613469779491425,0.03848668560385704,0.18461538461538463,0.6230769230769231,1.0,0.10346153378486633,0.024291496723890305,0.6672916412353516,0.6770833134651184,1.0,4.0,9.1552734375e-05,0.0,0.9230769230769231,0.0124664306640625,0.0084228515625,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,110,right-50x8-20260903,13,L4,130,100,0.9989936351776123,0.9977745413780212,0.999144434928894,0.9996784329414368,0.999389111995697,0.9983943700790405,0.9995541572570801,0.9997445940971375,0.025638572871685028,0.016049226745963097,0.023592814803123474,0.044695887714624405,0.6625000238418579,0.25,0.75,1.0,0.00037536656600423157,0.0,0.00027466192841529846,0.0010711265495046973,12.30001163482666,0.0,9.0001220703125,35.09867477416992,0.036040596663951874,0.033889178186655045,0.03535596281290054,0.04016147181391716,0.2,0.5846153846153846,1.0,0.10269231349229813,0.02500000037252903,0.6633332967758179,0.6625000238418579,1.0,4.0,0.000152587890625,0.0,0.6923076923076923,0.0138397216796875,0.00860595703125,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,110,right-50x8-20260903,13,L5,130,100,0.9987879991531372,0.9967541098594666,0.9990122318267822,0.9995841383934021,0.9993255138397217,0.9982864260673523,0.9994692802429199,0.9997654557228088,0.030064526945352554,0.01637694239616394,0.026676369830965996,0.05371750146150589,0.6708333492279053,0.25,0.75,1.0,0.00036808932782150805,0.0,0.00027466006577014923,0.0011017197975888848,12.061551094055176,0.0,9.00006103515625,36.10115432739258,0.03708791732788086,0.03439541161060333,0.03622298315167427,0.042322494089603424,0.27692307692307694,0.6538461538461539,1.0,0.1561538428068161,0.04038461670279503,0.6733333468437195,0.6708333492279053,1.0,4.0,0.00042724609375,0.0,0.6923076923076923,0.017578125,0.009674072265625,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,110,right-50x8-20260903,13,L12,130,100,0.998501718044281,0.9971221089363098,0.9986107349395752,0.99928218126297,0.9993853569030762,0.9988189339637756,0.9994497299194336,0.9997043609619141,0.04130953177809715,0.023735547438263893,0.0403057336807251,0.06516367197036743,0.7208333611488342,0.25,0.75,1.0,0.0004950836300849915,0.0,0.00028991512954235077,0.0016173981130123138,16.222900390625,0.0,9.49993896484375,52.9989013671875,0.038271062076091766,0.03533881530165672,0.03793393075466156,0.04189685359597206,0.2923076923076923,0.5076923076923077,1.0,0.17000000178813934,0.04423077031970024,0.7265625,0.7208333611488342,1.0,4.0,0.00048828125,0.0,0.6153846153846154,0.015716552734375,0.0087432861328125,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,110,right-50x8-20260903,13,L13,130,100,0.9982321858406067,0.9965415596961975,0.9984712600708008,0.9991661310195923,0.9992018342018127,0.9981396794319153,0.9993675947189331,0.9996739029884338,0.04326220974326134,0.02813018672168255,0.04313129186630249,0.0686354786157608,0.7520833611488342,0.5,0.75,1.0,0.0006094147684052587,0.0,0.00041197799146175385,0.0017256978899240494,19.969303131103516,0.0,13.49969482421875,56.54766845703125,0.03889908641576767,0.035367682576179504,0.03814871981739998,0.044988468289375305,0.2230769230769231,0.49230769230769234,0.9923076923076923,0.11538461595773697,0.030263159424066544,0.7477083206176758,0.7520833611488342,1.0,4.0,0.00048828125,0.0,0.5384615384615384,0.020965576171875,0.0091552734375,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,110,right-50x8-20260903,13,L14,130,100,0.9984866976737976,0.996655285358429,0.9987642765045166,0.999359667301178,0.9994052052497864,0.9985997676849365,0.9995423555374146,0.9997116923332214,0.041476186364889145,0.02369331754744053,0.04004792869091034,0.066368967294693,0.7895833253860474,0.5,0.75,1.0,0.0005110520287416875,0.0,0.00030517391860485077,0.0013900818303227425,16.746152877807617,0.0,9.99993896484375,45.550201416015625,0.03775147721171379,0.03538452088832855,0.03735237568616867,0.04147300869226456,0.19230769230769232,0.5,0.9923076923076923,0.11346153169870377,0.02955465577542782,0.7836458086967468,0.7895833253860474,1.0,4.0,0.000274658203125,0.0001068115234375,0.46153846153846156,0.011962890625,0.008331298828125,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,110,right-50x8-20260903,13,L15,130,100,0.9979283213615417,0.9963814616203308,0.9981577396392822,0.9988529682159424,0.9989916086196899,0.9984356164932251,0.9990467429161072,0.9993808269500732,0.0457429364323616,0.02595924772322178,0.044530730694532394,0.06945128738880157,0.7666666507720947,0.5,0.75,1.0,0.0005753712030127645,0.0,0.0005035251379013062,0.0016646960284560919,18.853763580322266,0.0,16.49951171875,54.54875946044922,0.03857887163758278,0.03556559979915619,0.03813258558511734,0.042483098804950714,0.23076923076923078,0.49230769230769234,1.0,0.12999999523162842,0.033704452216625214,0.7633333206176758,0.7666666507720947,1.0,4.0,0.00042724609375,0.0001068115234375,0.46153846153846156,0.0158538818359375,0.01025390625,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,123,right-50x8-20260903,13,L2,130,100,0.9991347193717957,0.9982770681381226,0.9992692470550537,0.9995595216751099,0.9994727373123169,0.9988240599632263,0.999584436416626,0.999782145023346,0.023762591183185577,0.015125984326004982,0.022741060703992844,0.03755803406238556,0.6708333492279053,0.25,0.75,1.0,0.0002910901966970414,0.0,0.0002746395766735077,0.0009155088919214904,9.538443565368652,0.0,8.9993896484375,29.9993953704834,0.03566218167543411,0.03393596038222313,0.03534097224473953,0.03874833136796951,0.3153846153846154,0.6846153846153846,1.0,0.17153845727443695,0.044534411281347275,0.6734374761581421,0.6708333492279053,1.0,4.0,0.0,0.0,1.0,0.0177154541015625,0.0123291015625,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,123,right-50x8-20260903,13,L3,130,100,0.9991137981414795,0.9981276988983154,0.9992802143096924,0.999652087688446,0.9994650483131409,0.998522937297821,0.9995954036712646,0.99979567527771,0.02452746406197548,0.01496281661093235,0.02363498881459236,0.03717075288295746,0.6625000238418579,0.25,0.75,1.0,0.00035940666566602886,0.0,0.000274658203125,0.0010376324644312263,11.777037620544434,0.0,9.0,34.00114059448242,0.03616393730044365,0.03408889099955559,0.03592110425233841,0.0390826053917408,0.23846153846153847,0.6153846153846154,1.0,0.1257692277431488,0.034514170140028,0.6520833373069763,0.6625000238418579,1.0,4.0,0.000213623046875,0.0,0.7692307692307693,0.011322021484375,0.009002685546875,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,123,right-50x8-20260903,13,L4,130,100,0.9989985823631287,0.9977307319641113,0.999131441116333,0.9996308088302612,0.9993899464607239,0.9984729290008545,0.9995541572570801,0.9997248649597168,0.02532745525240898,0.01675046607851982,0.022466905415058136,0.04075532406568527,0.6791666746139526,0.25,0.75,1.0,0.00036151509266346693,0.0,0.00027465447783470154,0.0009963804623112082,11.846126556396484,0.0,8.9998779296875,32.64939498901367,0.03611333668231964,0.03396710008382797,0.03561428561806679,0.0399806834757328,0.19230769230769232,0.6307692307692307,1.0,0.10884615778923035,0.024089068174362183,0.6810417175292969,0.6791666746139526,1.0,4.0,0.000152587890625,0.0,0.7692307692307693,0.0107879638671875,0.0091552734375,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,123,right-50x8-20260903,13,L5,130,100,0.9988300204277039,0.9972834587097168,0.9990577697753906,0.9995951056480408,0.9993185997009277,0.9984124898910522,0.9994339942932129,0.9997978210449219,0.029421750456094742,0.01849489100277424,0.026603465899825096,0.049126338213682175,0.6541666388511658,0.25,0.75,1.0,0.00042443317943252623,0.0,0.00027466192841529846,0.001603785902261734,13.90782642364502,0.0,9.0001220703125,52.5528564453125,0.03700586408376694,0.03422260656952858,0.036377228796482086,0.04235246032476425,0.23076923076923078,0.6230769230769231,1.0,0.1273076832294464,0.03218623623251915,0.6525000333786011,0.6541666388511658,1.0,4.0,0.00018310546875,0.0,0.6153846153846154,0.01470947265625,0.01129150390625,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,123,right-50x8-20260903,13,L12,130,100,0.9984514713287354,0.9969760179519653,0.9986035227775574,0.999239444732666,0.999342679977417,0.9988161325454712,0.9993921518325806,0.9996781349182129,0.04229635372757912,0.029163507744669914,0.03956160321831703,0.06536303460597992,0.7562500238418579,0.5,0.75,1.0,0.0006335954531095922,0.0,0.0005188155919313431,0.0016952231526374817,20.761655807495117,0.0,17.00054931640625,55.549072265625,0.03843396157026291,0.03528284654021263,0.037813007831573486,0.04231846332550049,0.16923076923076924,0.43846153846153846,0.9846153846153847,0.09961538016796112,0.021153846755623817,0.7507292032241821,0.7562500238418579,1.0,4.0,0.00054931640625,0.000152587890625,0.38461538461538464,0.01959228515625,0.008636474609375,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,123,right-50x8-20260903,13,L13,130,100,0.9982092976570129,0.9967184066772461,0.9984076619148254,0.9991624355316162,0.9991660118103027,0.9979382753372192,0.9993872046470642,0.9996573328971863,0.04389677941799164,0.026414163410663605,0.04371173307299614,0.06294171512126923,0.762499988079071,0.5,0.75,1.0,0.000562461675144732,0.0,0.0005492866039276123,0.0017091056797653437,18.430744171142578,0.0,17.9990234375,56.00397491455078,0.0390913300216198,0.035795919597148895,0.0379805751144886,0.04381031543016434,0.23076923076923078,0.4230769230769231,1.0,0.14192308485507965,0.035121455788612366,0.7533332705497742,0.762499988079071,1.0,4.0,0.000396728515625,0.000152587890625,0.38461538461538464,0.015289306640625,0.009735107421875,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,123,right-50x8-20260903,13,L14,130,100,0.9984041452407837,0.9968494176864624,0.9986818432807922,0.9993060827255249,0.9993658661842346,0.9987591505050659,0.9994673728942871,0.9996546506881714,0.04307530075311661,0.02700834907591343,0.03992714732885361,0.0639910101890564,0.7520833611488342,0.25,0.75,1.0,0.00040846908814273775,0.0,0.000274658203125,0.001406813389621675,13.38471508026123,0.0,9.0,46.09846115112305,0.038136743009090424,0.035526689141988754,0.03759707883000374,0.041966911405324936,0.34615384615384615,0.6076923076923076,1.0,0.190769225358963,0.05030364170670509,0.7602083086967468,0.7520833611488342,1.0,4.0,0.000396728515625,0.0001068115234375,0.38461538461538464,0.01287841796875,0.008514404296875,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,123,right-50x8-20260903,13,L15,130,100,0.9978379607200623,0.9953100681304932,0.9981216788291931,0.9989796876907349,0.99892258644104,0.998383104801178,0.9990150928497314,0.9993094205856323,0.046211376786231995,0.030672699213027954,0.04312649741768837,0.07025571167469025,0.7583333253860474,0.25,0.75,1.0,0.0005986163741908967,0.0,0.00041195377707481384,0.0019011932890862226,19.615461349487305,0.0,13.4989013671875,62.298301696777344,0.03888494893908501,0.03571288287639618,0.038316868245601654,0.04355143755674362,0.2846153846153846,0.47692307692307695,0.9846153846153847,0.1592307686805725,0.04261133447289467,0.7542707920074463,0.7583333253860474,1.0,4.0,0.000335693359375,0.000152587890625,0.38461538461538464,0.01226806640625,0.009674072265625,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,125,right-50x8-20260903,13,L2,130,100,0.9991600513458252,0.9983713030815125,0.9993152618408203,0.9995642304420471,0.9994856119155884,0.998882532119751,0.9996078014373779,0.9997497797012329,0.023497963324189186,0.01430407166481018,0.022959474474191666,0.03696021810173988,0.6625000238418579,0.25,0.75,1.0,0.0002932014758698642,0.0,0.0002441536635160446,0.0008102579158730805,9.607625961303711,0.0,8.00042724609375,26.5505313873291,0.035495176911354065,0.033781155943870544,0.03514018654823303,0.038129907101392746,0.2153846153846154,0.6846153846153846,1.0,0.1280769407749176,0.03198380395770073,0.6621874570846558,0.6625000238418579,1.0,4.0,0.0,0.0,1.0,0.0129547119140625,0.010345458984375,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,125,right-50x8-20260903,13,L3,130,100,0.9991119503974915,0.9981480836868286,0.999284029006958,0.9995951056480408,0.999463677406311,0.9984955787658691,0.9996213912963867,0.9998122453689575,0.024501096457242966,0.015458282083272934,0.023384667932987213,0.03830987960100174,0.7041666507720947,0.25,0.75,1.0,0.0003598754992708564,0.0,0.0002746470272541046,0.0011291420087218285,11.792400360107422,0.0,8.9996337890625,36.999725341796875,0.035994742065668106,0.03407233953475952,0.035719189792871475,0.03868855908513069,0.2076923076923077,0.6538461538461539,0.9923076923076923,0.11615385115146637,0.02874493971467018,0.7011458277702332,0.7041666507720947,1.0,4.0,0.00067138671875,0.0,0.8461538461538461,0.0121917724609375,0.0081329345703125,0.0
