task,task_index,episode,run_id,length,layer,n_triple_total,n_triple_scored,H_gate_mean,H_gate_p05,H_gate_median,H_gate_p95,H_usage_mean,H_usage_p05,H_usage_median,H_usage_p95,D_time_mean,D_time_p05,D_time_median,D_time_p95,hard_churn_mean,hard_churn_p05,hard_churn_median,hard_churn_p95,tie_gap_mean,tie_gap_p05,tie_gap_median,tie_gap_p95,tie_gap_ulp_mean,tie_gap_ulp_p05,tie_gap_ulp_median,tie_gap_ulp_p95,max_prob_mean,max_prob_p05,max_prob_median,max_prob_p95,frac_gap_lt_1ulp,frac_gap_lt_10ulp,frac_gap_lt_100ulp,ulp_set_changed_mean,null_churn_mean,churn_perturbed_mean,churn_baseline_mean,stored_top4_match_frac,stored_top4_overlap_mean,denoise_state_max,denoise_state_median,denoise_state_frac_zero,denoise_action_max,denoise_action_median,denoise_action_frac_zero
libero_goal/open_the_middle_drawer_of_the_cabinet,0,80,right-50x8-20260903,13,L2,130,100,0.9991613626480103,0.9980922937393188,0.999305784702301,0.9996150732040405,0.9994692802429199,0.9987242221832275,0.9996012449264526,0.9998067021369934,0.022608987987041473,0.013103317469358444,0.022283654659986496,0.03448013961315155,0.6854166388511658,0.25,0.75,1.0,0.0002664423082023859,0.0,0.00024413876235485077,0.00079350546002388,8.730781555175781,0.0,7.99993896484375,26.0015869140625,0.03553515300154686,0.03402339667081833,0.035200685262680054,0.038449447602033615,0.3153846153846154,0.7230769230769231,1.0,0.19538460671901703,0.049595143646001816,0.6897916793823242,0.6854166388511658,1.0,4.0,0.0,0.0,1.0,0.0128021240234375,0.010772705078125,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,80,right-50x8-20260903,13,L3,130,100,0.9991377592086792,0.9981403946876526,0.9993133544921875,0.9996580481529236,0.9994953870773315,0.9986860156059265,0.9996408820152283,0.9998152256011963,0.024105515331029892,0.01462528482079506,0.024206269532442093,0.035697732120752335,0.675000011920929,0.25,0.75,1.0,0.0003500155871734023,0.0,0.00027465447783470154,0.0008407604182139039,11.469310760498047,0.0,8.9998779296875,27.550037384033203,0.03596707060933113,0.034206971526145935,0.035720281302928925,0.03867458179593086,0.24615384615384617,0.5538461538461539,1.0,0.13692308962345123,0.033906880766153336,0.6617708802223206,0.675000011920929,1.0,4.0,3.0517578125e-05,0.0,0.9230769230769231,0.0117950439453125,0.00921630859375,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,80,right-50x8-20260903,13,L4,130,100,0.9989811778068542,0.9976564049720764,0.9991888999938965,0.9996494650840759,0.9993961453437805,0.9983366131782532,0.9995503425598145,0.9997571706771851,0.025118045508861542,0.01415974646806717,0.02345147915184498,0.04239407926797867,0.6499999761581421,0.25,0.75,1.0,0.0003145664231851697,0.0,0.00027465447783470154,0.000901786785107106,10.30771255493164,0.0,8.9998779296875,29.54974937438965,0.03601742535829544,0.03399210423231125,0.03556986525654793,0.03926663473248482,0.23846153846153847,0.6461538461538462,1.0,0.1280769258737564,0.03319837898015976,0.6507291793823242,0.6499999761581421,1.0,4.0,0.000152587890625,0.0,0.8461538461538461,0.011962890625,0.0091094970703125,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,80,right-50x8-20260903,13,L5,130,100,0.9988844394683838,0.9972841739654541,0.9991071224212646,0.9996193647384644,0.9993762373924255,0.9984595775604248,0.9995376467704773,0.999748945236206,0.02865411713719368,0.015581399202346802,0.027098398655653,0.045860327780246735,0.6583333611488342,0.25,0.75,1.0,0.0003798278921749443,0.0,0.000274658203125,0.0009720185771584511,12.446200370788574,0.0,9.0,31.851104736328125,0.03685757517814636,0.034056175500154495,0.03625598922371864,0.040893834084272385,0.2692307692307692,0.6076923076923076,1.0,0.16884616017341614,0.04261133447289467,0.653124988079071,0.6583333611488342,1.0,4.0,0.001708984375,0.0,0.6923076923076923,0.01373291015625,0.01025390625,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,80,right-50x8-20260903,13,L12,130,100,0.9984568953514099,0.9973452091217041,0.998617947101593,0.9992319345474243,0.9994180798530579,0.9987742304801941,0.9995164275169373,0.9996818900108337,0.0437081940472126,0.028523731976747513,0.04286962002515793,0.06382117420434952,0.8104166388511658,0.5,0.75,1.0,0.0005812428425997496,0.0,0.0005340725183486938,0.0013733400264754891,19.046165466308594,0.0,17.50048828125,45.00160598754883,0.038851846009492874,0.035931333899497986,0.03869746997952461,0.04239577427506447,0.19230769230769232,0.4307692307692308,1.0,0.10615383833646774,0.02854250930249691,0.8023958206176758,0.8104166388511658,1.0,4.0,0.000396728515625,0.000152587890625,0.46153846153846156,0.01312255859375,0.008331298828125,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,80,right-50x8-20260903,13,L13,130,100,0.998156726360321,0.9964455366134644,0.9984228610992432,0.9992811679840088,0.9991711378097534,0.9980164766311646,0.9993634223937988,0.9996026754379272,0.045621711760759354,0.030903177335858345,0.045229628682136536,0.060735393315553665,0.7895833253860474,0.5,0.75,1.0,0.0005864036502316594,0.0,0.0005492754280567169,0.0016784528270363808,19.215274810791016,0.0,17.9986572265625,54.999542236328125,0.03883202001452446,0.03565625101327896,0.03796473890542984,0.04342847317457199,0.26153846153846155,0.4076923076923077,0.9923076923076923,0.14153847098350525,0.037348177284002304,0.78885418176651,0.7895833253860474,1.0,4.0,0.0003662109375,0.0001220703125,0.46153846153846156,0.015350341796875,0.008209228515625,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,80,right-50x8-20260903,13,L14,130,100,0.9984917044639587,0.9971351027488708,0.9987128973007202,0.9993063807487488,0.9994384050369263,0.9987934827804565,0.9995388984680176,0.9997301697731018,0.04446280375123024,0.02760537900030613,0.042813435196876526,0.06386597454547882,0.7979166507720947,0.5,0.75,1.0,0.000566922768484801,0.0,0.0005188174545764923,0.0016342189628630877,18.57692527770996,0.0,17.0006103515625,53.550086975097656,0.037994880229234695,0.03547324240207672,0.03758010268211365,0.04133622720837593,0.2230769230769231,0.47692307692307695,1.0,0.12961536645889282,0.03198380768299103,0.8020833134651184,0.7979166507720947,1.0,4.0,0.00042724609375,0.0001220703125,0.46153846153846156,0.01116943359375,0.0088958740234375,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,80,right-50x8-20260903,13,L15,130,100,0.997883141040802,0.9959566593170166,0.9979913234710693,0.9991551041603088,0.9990376830101013,0.9985553622245789,0.9990439414978027,0.9994312524795532,0.04831201210618019,0.027866050601005554,0.04653310030698776,0.07276595383882523,0.7979166507720947,0.48750001192092896,0.75,1.0,0.0005152805242687464,0.0,0.00028993189334869385,0.0016341684386134148,16.88471221923828,0.0,9.50048828125,53.548431396484375,0.03890923038125038,0.035246364772319794,0.038620881736278534,0.043891578912734985,0.2692307692307692,0.5,0.9846153846153847,0.1553846150636673,0.03906882554292679,0.7945833206176758,0.7979166507720947,1.0,4.0,0.0003662109375,0.000274658203125,0.46153846153846156,0.01190185546875,0.009796142578125,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,100,right-50x8-20260903,12,L2,120,90,0.9991468787193298,0.9981774687767029,0.9993076324462891,0.9995911121368408,0.9994675517082214,0.9987389445304871,0.9995971918106079,0.9997717142105103,0.023995429277420044,0.015137951821088791,0.023183051496744156,0.032740529626607895,0.6772727370262146,0.25,0.75,1.0,0.00025075190933421254,0.0,0.00024413689970970154,0.0007644629222340882,8.216638565063477,0.0,7.9998779296875,25.0499210357666,0.03561175614595413,0.03375047445297241,0.035277243703603745,0.038306135684251785,0.35833333333333334,0.7666666666666667,1.0,0.19833332300186157,0.04802631586790085,0.6856818199157715,0.6772727370262146,1.0,4.0,0.0,0.0,1.0,0.014404296875,0.01092529296875,0.0
libero_goal/open_the_middle_drawer_of_the_cabinet,0,100,right-50x8-20260903,12,L3,120,90,0.9991294741630554,0.9980530142784119,0.9992736577987671,0.9996628761291504,0.9994567036628723,0.9985003471374512,0.999608039855957,0.9997863173484802,0.02467034012079239,0.015440419316291809,0.02401892840862274,0.03753906860947609,0.6840909123420715,0.5,0.75,1.0,0.0003466293273959309,0.0,0.00027464888989925385,0.0011047044536098838,11.358349800109863,0.0,8.99969482421875,36.19895553588867,0.035823605954647064,0.03414721414446831,0.03545953333377838,0.03819712996482849,0.26666666666666666,0.6083333333333333,1.0,0.1587499976158142,0.04374999925494194,0.6729545593261719,0.6840909123420715,1.0,4.0,0.0,0.0,1.0,0.010284423828125,0.00839996337890625,0.0
