action_steps,arm,benchmark,candidate_calls,dataset,first_trigger_query,inference_calls,init_state_id,interventions,max_rr,native_steps,native_success,physical_steps,rc,skipped,status,success,tag,task_id,task_name,wall
520,withdraw,pro,0,topo-libero10,21,49,1,3,0.5,520,False,38,,True,,False,task00-init01,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,
520,withdraw,pro,0,topo-libero10,,52,2,0,0.22727272727272727,520,False,0,,True,,False,task00-init02,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,
433,withdraw,pro,0,topo-libero10,16,41,3,2,0.5151515151515151,520,False,26,,True,,True,task00-init03,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,
520,withdraw,pro,0,topo-libero10,18,49,6,3,0.6666666666666666,520,False,35,,True,,False,task00-init06,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,
520,withdraw,pro,0,topo-libero10,16,50,7,2,0.6363636363636364,520,False,29,,True,,False,task00-init07,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,
520,withdraw,pro,0,topo-libero10,17,51,8,2,0.5757575757575758,520,False,18,,True,,False,task00-init08,0,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,
520,withdraw,pro,0,topo-libero10,31,50,5,3,1.0,520,False,22,,True,,False,task03-init05,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,
520,withdraw,pro,0,topo-libero10,36,50,0,3,1.0,520,False,27,,True,,False,task02-init00,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,
520,withdraw,pro,0,topo-libero10,31,48,0,2,1.0,520,False,40,,True,,False,task03-init00,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,
520,withdraw,pro,0,topo-libero10,34,49,8,3,0.9848484848484849,520,False,31,,True,,False,task02-init08,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,
520,withdraw,pro,0,topo-libero10,29,50,1,2,1.0,520,False,23,,True,,False,task04-init01,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,
311,withdraw,pro,0,topo-libero10,18,30,8,1,0.42424242424242425,520,False,17,,True,,True,task04-init08,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,
520,withdraw,pro,0,topo-libero10,15,48,6,3,1.0,520,False,49,,True,,False,task03-init06,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,
520,withdraw,pro,0,topo-libero10,31,50,8,3,1.0,520,False,25,,True,,False,task03-init08,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,
520,withdraw,pro,0,topo-libero10,22,50,4,3,1.0,520,False,29,,True,,False,task05-init04,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,
520,withdraw,pro,0,topo-libero10,38,51,3,2,0.8939393939393939,520,False,15,,True,,False,task06-init03,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,
520,withdraw,pro,0,topo-libero10,28,50,1,3,0.9242424242424242,520,False,28,,True,,False,task06-init01,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,
520,withdraw,pro,0,topo-libero10,37,51,0,2,0.696969696969697,520,False,15,,True,,False,task06-init00,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,
520,withdraw,pro,0,topo-libero10,38,51,4,2,0.8636363636363636,520,False,14,,True,,False,task06-init04,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,
520,withdraw,pro,0,topo-libero10,30,49,7,3,1.0,520,False,34,,True,,False,task03-init07,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,
520,withdraw,pro,0,topo-libero10,17,50,4,2,1.0,520,False,22,,True,,False,task07-init04,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,
520,withdraw,pro,0,topo-libero10,19,51,6,1,0.5,520,False,13,,True,,False,task07-init06,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,
520,withdraw,pro,0,topo-libero10,41,51,3,2,1.0,520,False,18,,True,,False,task07-init03,7,LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,
520,withdraw,pro,0,topo-libero10,27,50,8,3,0.8181818181818182,520,False,29,,True,,False,task06-init08,6,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,
