family,level,scope,outcome,method,episodes,alarms,no_alarm,alarm_rate,p25_pct,median_pct,p75_pct,median_query,at_or_after_75pct
frozen,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,failure,v8,20,17,3,0.85,55.76923076923077,57.69230769230769,59.61538461538461,30.0,1
frozen,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,failure,v82,20,17,3,0.85,55.76923076923077,57.69230769230769,59.61538461538461,30.0,1
frozen,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,success,v7,380,5,375,0.013157894736842105,50.0,50.0,57.69230769230769,26.0,0
frozen,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,success,v8,380,5,375,0.013157894736842105,50.0,50.0,50.0,26.0,0
frozen,task,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,success,v82,380,5,375,0.013157894736842105,48.07692307692308,50.0,50.0,26.0,0
frozen,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,failure,v7,47,46,1,0.9787234042553191,54.32692307692308,59.61538461538461,64.42307692307692,31.0,4
frozen,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,failure,v8,47,46,1,0.9787234042553191,53.84615384615385,59.61538461538461,61.53846153846154,31.0,3
frozen,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,failure,v82,47,47,0,1.0,53.84615384615385,59.61538461538461,62.5,31.0,2
frozen,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,success,v7,353,8,345,0.0226628895184136,30.76923076923077,42.30769230769231,54.80769230769231,22.0,0
frozen,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,success,v8,353,8,345,0.0226628895184136,30.76923076923077,42.30769230769231,54.80769230769231,22.0,0
frozen,task,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,success,v82,353,8,345,0.0226628895184136,30.76923076923077,42.30769230769231,54.80769230769231,22.0,0
frozen,task,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,failure,v7,6,6,0,1.0,46.63461538461539,49.03846153846154,51.44230769230769,25.5,0
