family,level,scope,outcome,method,cutoff_pct,episodes,alarms
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v82,75,1,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v82,80,1,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v82,90,1,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,failure,v82,100,1,1
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,25,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,50,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,60,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,70,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,75,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,80,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,90,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v7,100,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,25,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,50,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,60,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,70,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,75,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,80,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,90,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v8,100,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,25,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,50,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,60,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,70,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,75,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,80,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,90,399,0
standardized_task_init_1pct,task,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,success,v82,100,399,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v7,25,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v7,50,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v7,60,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v7,70,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v7,75,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v7,80,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v7,90,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v7,100,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v8,25,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v8,50,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v8,60,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v8,70,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v8,75,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v8,80,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v8,90,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v8,100,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v82,25,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v82,50,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v82,60,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v82,70,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v82,75,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v82,80,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v82,90,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,failure,v82,100,0,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v7,25,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v7,50,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v7,60,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v7,70,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v7,75,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v7,80,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v7,90,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v7,100,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v8,25,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v8,50,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v8,60,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v8,70,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v8,75,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v8,80,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v8,90,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v8,100,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v82,25,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v82,50,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v82,60,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v82,70,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v82,75,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v82,80,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v82,90,400,0
standardized_task_init_1pct,task,libero_goal/turn_on_the_stove,success,v82,100,400,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v7,25,4,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v7,50,4,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v7,60,4,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v7,70,4,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v7,75,4,2
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v7,80,4,2
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v7,90,4,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v7,100,4,4
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v8,25,4,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v8,50,4,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v8,60,4,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v8,70,4,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v8,75,4,2
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v8,80,4,2
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v8,90,4,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v8,100,4,4
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v82,25,4,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v82,50,4,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v82,60,4,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v82,70,4,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v82,75,4,2
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v82,80,4,2
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v82,90,4,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,failure,v82,100,4,4
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v7,25,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v7,50,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v7,60,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v7,70,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v7,75,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v7,80,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v7,90,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v7,100,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v8,25,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v8,50,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v8,60,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v8,70,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v8,75,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v8,80,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v8,90,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v8,100,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v82,25,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v82,50,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v82,60,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v82,70,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v82,75,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v82,80,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v82,90,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,success,v82,100,396,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v7,25,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v7,50,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v7,60,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v7,70,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v7,75,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v7,80,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v7,90,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v7,100,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v8,25,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v8,50,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v8,60,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v8,70,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v8,75,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v8,80,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v8,90,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v8,100,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v82,25,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v82,50,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v82,60,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v82,70,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v82,75,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v82,80,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v82,90,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,failure,v82,100,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v7,25,399,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v7,50,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v7,60,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v7,70,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v7,75,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v7,80,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v7,90,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v7,100,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v8,25,399,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v8,50,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v8,60,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v8,70,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v8,75,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v8,80,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v8,90,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v8,100,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v82,25,399,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v82,50,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v82,60,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v82,70,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v82,75,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v82,80,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v82,90,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,success,v82,100,399,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v7,25,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v7,50,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v7,60,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v7,70,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v7,75,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v7,80,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v7,90,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v7,100,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v8,25,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v8,50,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v8,60,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v8,70,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v8,75,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v8,80,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v8,90,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v8,100,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v82,25,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v82,50,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v82,60,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v82,70,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v82,75,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v82,80,1,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v82,90,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,failure,v82,100,1,1
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v7,25,399,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v7,50,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v7,60,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v7,70,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v7,75,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v7,80,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v7,90,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v7,100,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v8,25,399,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v8,50,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v8,60,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v8,70,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v8,75,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v8,80,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v8,90,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v8,100,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v82,25,399,0
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v82,50,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v82,60,399,3
standardized_task_init_1pct,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v82,70,399,3
