family,level,scope,outcome,method,bin,count,episodes
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v8,50-060%,0,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v8,60-070%,0,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v8,70-080%,1,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v8,80-090%,0,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v8,90-100%,0,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v8,no_alarm,389,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v82,00-010%,0,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v82,10-020%,0,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v82,20-030%,0,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v82,30-040%,3,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v82,40-050%,11,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v82,50-060%,0,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v82,60-070%,0,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v82,70-080%,1,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v82,80-090%,0,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v82,90-100%,0,399
frozen,task,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,success,v82,no_alarm,384,399
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v7,00-010%,0,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v7,10-020%,0,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v7,20-030%,0,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v7,30-040%,0,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v7,40-050%,0,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v7,50-060%,22,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v7,60-070%,68,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v7,70-080%,14,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v7,80-090%,12,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v7,90-100%,7,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v7,no_alarm,28,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v8,00-010%,0,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v8,10-020%,0,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v8,20-030%,0,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v8,30-040%,0,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v8,40-050%,0,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v8,50-060%,22,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v8,60-070%,68,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v8,70-080%,14,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v8,80-090%,12,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v8,90-100%,7,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v8,no_alarm,28,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v82,00-010%,0,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v82,10-020%,0,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v82,20-030%,0,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v82,30-040%,0,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v82,40-050%,0,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v82,50-060%,22,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v82,60-070%,68,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v82,70-080%,14,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v82,80-090%,12,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v82,90-100%,7,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,failure,v82,no_alarm,28,151
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v7,00-010%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v7,10-020%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v7,20-030%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v7,30-040%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v7,40-050%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v7,50-060%,5,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v7,60-070%,6,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v7,70-080%,3,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v7,80-090%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v7,90-100%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v7,no_alarm,235,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v8,00-010%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v8,10-020%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v8,20-030%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v8,30-040%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v8,40-050%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v8,50-060%,5,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v8,60-070%,6,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v8,70-080%,3,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v8,80-090%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v8,90-100%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v8,no_alarm,235,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v82,00-010%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v82,10-020%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v82,20-030%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v82,30-040%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v82,40-050%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v82,50-060%,5,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v82,60-070%,6,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v82,70-080%,3,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v82,80-090%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v82,90-100%,0,249
frozen,task,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,success,v82,no_alarm,235,249
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v7,00-010%,0,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v7,10-020%,7,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v7,20-030%,10,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v7,30-040%,2,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v7,40-050%,0,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v7,50-060%,0,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v7,60-070%,3,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v7,70-080%,3,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v7,80-090%,1,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v7,90-100%,1,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v7,no_alarm,3,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v8,00-010%,0,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v8,10-020%,7,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v8,20-030%,10,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v8,30-040%,2,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v8,40-050%,0,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v8,50-060%,0,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v8,60-070%,3,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v8,70-080%,3,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v8,80-090%,1,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v8,90-100%,1,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v8,no_alarm,3,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v82,00-010%,0,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v82,10-020%,7,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v82,20-030%,12,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v82,30-040%,2,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v82,40-050%,0,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v82,50-060%,0,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v82,60-070%,3,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v82,70-080%,3,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v82,80-090%,1,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v82,90-100%,1,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,failure,v82,no_alarm,1,30
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v7,00-010%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v7,10-020%,1,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v7,20-030%,1,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v7,30-040%,2,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v7,40-050%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v7,50-060%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v7,60-070%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v7,70-080%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v7,80-090%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v7,90-100%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v7,no_alarm,366,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v8,00-010%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v8,10-020%,1,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v8,20-030%,1,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v8,30-040%,2,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v8,40-050%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v8,50-060%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v8,60-070%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v8,70-080%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v8,80-090%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v8,90-100%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v8,no_alarm,366,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v82,00-010%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v82,10-020%,1,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v82,20-030%,1,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v82,30-040%,2,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v82,40-050%,1,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v82,50-060%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v82,60-070%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v82,70-080%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v82,80-090%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v82,90-100%,0,370
frozen,task,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,success,v82,no_alarm,365,370
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v7,00-010%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v7,10-020%,7,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v7,20-030%,1,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v7,30-040%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v7,40-050%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v7,50-060%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v7,60-070%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v7,70-080%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v7,80-090%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v7,90-100%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v7,no_alarm,2,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v8,00-010%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v8,10-020%,7,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v8,20-030%,1,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v8,30-040%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v8,40-050%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v8,50-060%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v8,60-070%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v8,70-080%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v8,80-090%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v8,90-100%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v8,no_alarm,2,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v82,00-010%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v82,10-020%,7,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v82,20-030%,1,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v82,30-040%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v82,40-050%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v82,50-060%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v82,60-070%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v82,70-080%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v82,80-090%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v82,90-100%,0,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,failure,v82,no_alarm,2,10
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v7,00-010%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v7,10-020%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v7,20-030%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v7,30-040%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v7,40-050%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v7,50-060%,1,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v7,60-070%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v7,70-080%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v7,80-090%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v7,90-100%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v7,no_alarm,389,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v8,00-010%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v8,10-020%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v8,20-030%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v8,30-040%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v8,40-050%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v8,50-060%,1,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v8,60-070%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v8,70-080%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v8,80-090%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v8,90-100%,0,390
frozen,task,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,success,v8,no_alarm,389,390
