source,component,explained,cumulative
activation_raw_global,1,0.30122957805450945,0.30122957805450945
activation_raw_global,2,0.07236286770137257,0.373592445755882
activation_raw_global,3,0.06888696213021057,0.4424794078860926
activation_raw_global,4,0.03484503557433713,0.4773244434604297
activation_raw_global,5,0.027395937161098737,0.5047203806215285
activation_raw_global,6,0.02408928808414342,0.5288096687056719
activation_raw_global,7,0.018102367180282894,0.5469120358859548
activation_raw_global,8,0.01639798418570914,0.563310020071664
activation_raw_global,9,0.015153922297079767,0.5784639423687438
activation_raw_global,10,0.01415903952140062,0.5926229818901444
activation_raw_global,11,0.01332711733388065,0.6059500992240251
activation_raw_global,12,0.01175507062032547,0.6177051698443505
activation_raw_global,13,0.011221846195773958,0.6289270160401245
activation_raw_global,14,0.010259323368201846,0.6391863394083264
activation_raw_global,15,0.009950687567603539,0.6491370269759299
activation_raw_global,16,0.009361261348569055,0.658498288324499
activation_raw_global,17,0.009013523565607117,0.6675118118901061
activation_raw_global,18,0.008059211012610298,0.6755710229027164
activation_raw_global,19,0.007884714682897224,0.6834557375856136
activation_raw_global,20,0.007546005119218331,0.691001742704832
activation_raw_global,21,0.006820354579068514,0.6978220972839004
activation_raw_global,22,0.006638330928464377,0.7044604282123648
activation_raw_global,23,0.006505216736016092,0.7109656449483809
activation_raw_global,24,0.0060477599181816485,0.7170134048665625
activation_raw_global,25,0.005790933612952515,0.722804338479515
activation_raw_global,26,0.005323014923151083,0.7281273534026661
activation_raw_global,27,0.005164694385481738,0.7332920477881478
activation_raw_global,28,0.0050410074511683415,0.7383330552393161
activation_raw_global,29,0.0048377365874739545,0.7431707918267901
activation_raw_global,30,0.004663102713624269,0.7478338945404144
activation_raw_global,31,0.0044765935436309415,0.7523104880840453
activation_raw_global,32,0.00440994828517821,0.7567204363692235
activation_raw_global,33,0.004254251461004471,0.7609746878302279
activation_raw_global,34,0.004132019414765305,0.7651067072449932
activation_raw_global,35,0.003932291317920223,0.7690389985629135
activation_raw_global,36,0.003803492553326175,0.7728424911162396
