level,cohort,suite,task,method,clusters,variant,calibration,alpha,episodes,failures,successes,tp,fn,fp,tn,recall,fpr,precision
cohort,A,all,all,knn20,0,knn20,episode,0.02,16000,532,15468,511,21,2009,13459,0.9605263157894737,0.12988104473752263,0.20277777777777778
cohort,A,all,all,norm_only,0,norm_only,episode,0.02,16000,532,15468,439,93,1051,14417,0.825187969924812,0.06794672873028187,0.29463087248322145
cohort,A,all,all,c1_centroid_distance,1,centroid_distance,episode,0.02,16000,532,15468,442,90,1175,14293,0.8308270676691729,0.07596327902767003,0.2733457019171305
cohort,A,all,all,c1_assigned_radius,1,assigned_radius,episode,0.02,16000,532,15468,442,90,1175,14293,0.8308270676691729,0.07596327902767003,0.2733457019171305
cohort,A,all,all,c1_union_radius,1,union_radius,episode,0.02,16000,532,15468,442,90,1175,14293,0.8308270676691729,0.07596327902767003,0.2733457019171305
cohort,A,all,all,c2_centroid_distance,2,centroid_distance,episode,0.02,16000,532,15468,461,71,1437,14031,0.8665413533834586,0.09290147401086113,0.2428872497365648
cohort,A,all,all,c2_assigned_radius,2,assigned_radius,episode,0.02,16000,532,15468,465,67,1457,14011,0.8740601503759399,0.09419446599431083,0.24193548387096775
cohort,A,all,all,c2_union_radius,2,union_radius,episode,0.02,16000,532,15468,461,71,1442,14026,0.8665413533834586,0.09322472200672356,0.2422490803993694
cohort,A,all,all,c4_centroid_distance,4,centroid_distance,episode,0.02,16000,532,15468,485,47,1150,14318,0.9116541353383458,0.0743470390483579,0.2966360856269113
cohort,A,all,all,c4_assigned_radius,4,assigned_radius,episode,0.02,16000,532,15468,493,39,1028,14440,0.9266917293233082,0.06645978794931472,0.3241288625904011
cohort,A,all,all,c4_union_radius,4,union_radius,episode,0.02,16000,532,15468,490,42,1053,14415,0.9210526315789473,0.06807602792862684,0.31756318859364874
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,episode,0.02,16000,532,15468,491,41,1543,13925,0.9229323308270677,0.09975433152314456,0.24139626352015733
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,episode,0.02,16000,532,15468,500,32,1586,13882,0.9398496240601504,0.10253426428756142,0.23969319271332695
cohort,A,all,all,c8_union_radius,8,union_radius,episode,0.02,16000,532,15468,489,43,1539,13929,0.9191729323308271,0.09949573312645461,0.2411242603550296
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,episode,0.02,16000,532,15468,501,31,1805,13663,0.9417293233082706,0.11669252650633566,0.21725932350390287
cohort,A,all,all,c16_assigned_radius,16,assigned_radius,episode,0.02,16000,532,15468,481,51,1906,13562,0.9041353383458647,0.12322213602275665,0.20150816925010473
cohort,A,all,all,c16_union_radius,16,union_radius,episode,0.02,16000,532,15468,474,58,1686,13782,0.8909774436090225,0.10899922420480992,0.21944444444444444
cohort,A,all,all,c32_centroid_distance,32,centroid_distance,episode,0.02,16000,532,15468,517,15,2032,13436,0.9718045112781954,0.13136798551848977,0.2028246371125932
cohort,A,all,all,c32_assigned_radius,32,assigned_radius,episode,0.02,16000,532,15468,512,20,2354,13114,0.9624060150375939,0.15218515645202998,0.17864619678995114
cohort,A,all,all,c32_union_radius,32,union_radius,episode,0.02,16000,532,15468,508,24,1901,13567,0.9548872180451128,0.12289888802689423,0.21087588210875882
cohort,A,all,all,c64_centroid_distance,64,centroid_distance,episode,0.02,16000,532,15468,513,19,2229,13239,0.9642857142857143,0.14410395655546934,0.18708971553610504
cohort,A,all,all,c64_assigned_radius,64,assigned_radius,episode,0.02,16000,532,15468,517,15,2177,13291,0.9718045112781954,0.14074217739850012,0.1919079435783222
cohort,A,all,all,c64_union_radius,64,union_radius,episode,0.02,16000,532,15468,516,16,2020,13448,0.9699248120300752,0.13059219032841995,0.20347003154574134
cohort,A,all,all,knn20,0,knn20,episode,0.03,16000,532,15468,514,18,2708,12760,0.9661654135338346,0.17507111455908975,0.159528243327126
cohort,A,all,all,norm_only,0,norm_only,episode,0.03,16000,532,15468,454,78,1274,14194,0.8533834586466166,0.08236358934574606,0.26273148148148145
cohort,A,all,all,c1_centroid_distance,1,centroid_distance,episode,0.03,16000,532,15468,455,77,1420,14048,0.8552631578947368,0.09180243082492888,0.24266666666666667
cohort,A,all,all,c1_assigned_radius,1,assigned_radius,episode,0.03,16000,532,15468,455,77,1420,14048,0.8552631578947368,0.09180243082492888,0.24266666666666667
cohort,A,all,all,c1_union_radius,1,union_radius,episode,0.03,16000,532,15468,455,77,1420,14048,0.8552631578947368,0.09180243082492888,0.24266666666666667
cohort,A,all,all,c2_centroid_distance,2,centroid_distance,episode,0.03,16000,532,15468,474,58,1646,13822,0.8909774436090225,0.10641324023791053,0.22358490566037736
cohort,A,all,all,c2_assigned_radius,2,assigned_radius,episode,0.03,16000,532,15468,473,59,1714,13754,0.8890977443609023,0.11080941298163952,0.2162780064014632
cohort,A,all,all,c2_union_radius,2,union_radius,episode,0.03,16000,532,15468,470,62,1708,13760,0.8834586466165414,0.11042151538660461,0.2157943067033976
cohort,A,all,all,c4_centroid_distance,4,centroid_distance,episode,0.03,16000,532,15468,506,26,1533,13935,0.9511278195488722,0.0991078355314197,0.24816086316821973
cohort,A,all,all,c4_assigned_radius,4,assigned_radius,episode,0.03,16000,532,15468,505,27,1321,14147,0.9492481203007519,0.08540212050685286,0.27656078860898137
cohort,A,all,all,c4_union_radius,4,union_radius,episode,0.03,16000,532,15468,509,23,1442,14026,0.956766917293233,0.09322472200672356,0.2608918503331625
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,episode,0.03,16000,532,15468,506,26,1978,13490,0.9511278195488722,0.1278769071631756,0.2037037037037037
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,episode,0.03,16000,532,15468,511,21,2066,13402,0.9605263157894737,0.13356607189035427,0.19829258828094684
cohort,A,all,all,c8_union_radius,8,union_radius,episode,0.03,16000,532,15468,507,25,2015,13453,0.9530075187969925,0.13026894233255754,0.20103092783505155
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,episode,0.03,16000,532,15468,511,21,2508,12960,0.9605263157894737,0.1621411947245927,0.16926134481616428
cohort,A,all,all,c16_assigned_radius,16,assigned_radius,episode,0.03,16000,532,15468,504,28,2525,12943,0.9473684210526315,0.16324023791052494,0.16639154836579728
cohort,A,all,all,c16_union_radius,16,union_radius,episode,0.03,16000,532,15468,497,35,2311,13157,0.9342105263157895,0.14940522368761314,0.176994301994302
cohort,A,all,all,c32_centroid_distance,32,centroid_distance,episode,0.03,16000,532,15468,520,12,2653,12815,0.9774436090225563,0.17151538660460305,0.16388276079420108
cohort,A,all,all,c32_assigned_radius,32,assigned_radius,episode,0.03,16000,532,15468,523,9,2789,12679,0.9830827067669173,0.18030773209206102,0.15791062801932368
cohort,A,all,all,c32_union_radius,32,union_radius,episode,0.03,16000,532,15468,513,19,2416,13052,0.9642857142857143,0.15619343160072408,0.17514510071696826
cohort,A,all,all,c64_centroid_distance,64,centroid_distance,episode,0.03,16000,532,15468,521,11,2723,12745,0.9793233082706767,0.176040858546677,0.16060419235511714
cohort,A,all,all,c64_assigned_radius,64,assigned_radius,episode,0.03,16000,532,15468,523,9,2771,12697,0.9830827067669173,0.1791440393069563,0.15877352762598665
cohort,A,all,all,c64_union_radius,64,union_radius,episode,0.03,16000,532,15468,524,8,2689,12779,0.9849624060150376,0.1738427721748125,0.16308745720510426
cohort,A,all,all,knn20,0,knn20,episode,0.05,16000,532,15468,522,10,3433,12035,0.981203007518797,0.22194207395914145,0.13198482932996208
cohort,A,all,all,norm_only,0,norm_only,episode,0.05,16000,532,15468,474,58,1660,13808,0.8909774436090225,0.10731833462632531,0.22211808809746955
cohort,A,all,all,c1_centroid_distance,1,centroid_distance,episode,0.05,16000,532,15468,475,57,1748,13720,0.8928571428571429,0.11300749935350402,0.21367521367521367
cohort,A,all,all,c1_assigned_radius,1,assigned_radius,episode,0.05,16000,532,15468,475,57,1748,13720,0.8928571428571429,0.11300749935350402,0.21367521367521367
cohort,A,all,all,c1_union_radius,1,union_radius,episode,0.05,16000,532,15468,475,57,1748,13720,0.8928571428571429,0.11300749935350402,0.21367521367521367
cohort,A,all,all,c2_centroid_distance,2,centroid_distance,episode,0.05,16000,532,15468,491,41,2064,13404,0.9229323308270677,0.13343677269200932,0.19217221135029355
cohort,A,all,all,c2_assigned_radius,2,assigned_radius,episode,0.05,16000,532,15468,481,51,2184,13284,0.9041353383458647,0.14119472459270752,0.18048780487804877
cohort,A,all,all,c2_union_radius,2,union_radius,episode,0.05,16000,532,15468,475,57,2152,13316,0.8928571428571429,0.139125937419188,0.18081461743433574
cohort,A,all,all,c4_centroid_distance,4,centroid_distance,episode,0.05,16000,532,15468,516,16,2101,13367,0.9699248120300752,0.13582880786139126,0.19717233473442874
cohort,A,all,all,c4_assigned_radius,4,assigned_radius,episode,0.05,16000,532,15468,520,12,1971,13497,0.9774436090225563,0.1274243599689682,0.20875150541951024
cohort,A,all,all,c4_union_radius,4,union_radius,episode,0.05,16000,532,15468,521,11,2157,13311,0.9793233082706767,0.13944918541505041,0.19454817027632562
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,episode,0.05,16000,532,15468,517,15,2851,12617,0.9718045112781954,0.18431600724075511,0.15350356294536818
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,episode,0.05,16000,532,15468,524,8,2826,12642,0.9849624060150376,0.182699767261443,0.15641791044776118
cohort,A,all,all,c8_union_radius,8,union_radius,episode,0.05,16000,532,15468,513,19,2739,12729,0.9642857142857143,0.17707525213343678,0.1577490774907749
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,episode,0.05,16000,532,15468,522,10,3303,12165,0.981203007518797,0.2135376260667184,0.13647058823529412
cohort,A,all,all,c16_assigned_radius,16,assigned_radius,episode,0.05,16000,532,15468,522,10,3356,12112,0.981203007518797,0.2169640548228601,0.13460546673543064
