level,cohort,suite,task,method,clusters,variant,calibration,alpha,episodes,failures,successes,tp,fn,fp,tn,recall,fpr,precision
all,all,all,all,c64_centroid_distance,64,centroid_distance,task_init,0.05,32000,1096,30904,977,119,2608,28296,0.8914233576642335,0.08439037017861765,0.2725244072524407
all,all,all,all,c64_assigned_radius,64,assigned_radius,task_init,0.05,32000,1096,30904,999,97,2451,28453,0.9114963503649635,0.07931012166709811,0.28956521739130436
all,all,all,all,c64_union_radius,64,union_radius,task_init,0.05,32000,1096,30904,980,116,2555,28349,0.8941605839416058,0.08267538182759514,0.27722772277227725
all,all,all,all,knn20,0,knn20,task_init,0.1,32000,1096,30904,1050,46,4874,26030,0.958029197080292,0.15771421175252395,0.1772451046590142
all,all,all,all,norm_only,0,norm_only,task_init,0.1,32000,1096,30904,920,176,2808,28096,0.8394160583941606,0.09086202433341962,0.24678111587982832
all,all,all,all,c1_centroid_distance,1,centroid_distance,task_init,0.1,32000,1096,30904,922,174,2942,27962,0.8412408759124088,0.09519803261713694,0.2386128364389234
all,all,all,all,c1_assigned_radius,1,assigned_radius,task_init,0.1,32000,1096,30904,922,174,2942,27962,0.8412408759124088,0.09519803261713694,0.2386128364389234
all,all,all,all,c1_union_radius,1,union_radius,task_init,0.1,32000,1096,30904,922,174,2942,27962,0.8412408759124088,0.09519803261713694,0.2386128364389234
all,all,all,all,c2_centroid_distance,2,centroid_distance,task_init,0.1,32000,1096,30904,957,139,3116,27788,0.8731751824817519,0.10082837173181465,0.23496194451264424
all,all,all,all,c2_assigned_radius,2,assigned_radius,task_init,0.1,32000,1096,30904,950,146,3157,27747,0.8667883211678832,0.10215506083354906,0.23131239347455565
all,all,all,all,c2_union_radius,2,union_radius,task_init,0.1,32000,1096,30904,945,151,3201,27703,0.8622262773722628,0.10357882474760549,0.22793053545586106
all,all,all,all,c4_centroid_distance,4,centroid_distance,task_init,0.1,32000,1096,30904,1018,78,2616,28288,0.9288321167883211,0.08464923634480974,0.2801320858558063
all,all,all,all,c4_assigned_radius,4,assigned_radius,task_init,0.1,32000,1096,30904,1018,78,2347,28557,0.9288321167883211,0.07594486150660108,0.3025260029717682
all,all,all,all,c4_union_radius,4,union_radius,task_init,0.1,32000,1096,30904,997,99,2472,28432,0.9096715328467153,0.07998964535335232,0.2874027097146152
all,all,all,all,c8_centroid_distance,8,centroid_distance,task_init,0.1,32000,1096,30904,1017,79,3792,27112,0.9279197080291971,0.1227025627750453,0.2114784778540237
all,all,all,all,c8_assigned_radius,8,assigned_radius,task_init,0.1,32000,1096,30904,1013,83,3457,27447,0.9242700729927007,0.11186254206575201,0.2266219239373602
all,all,all,all,c8_union_radius,8,union_radius,task_init,0.1,32000,1096,30904,1005,91,3353,27551,0.916970802919708,0.10849728190525498,0.23061037173015145
