level,cohort,suite,task,method,clusters,variant,alpha,failure,episodes,progress_bin,alarms,count
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.1,True,81,"[0,25%)",78,0
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.1,True,81,"[25,50%)",78,42
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.1,True,81,"[50,75%)",78,31
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.1,True,81,"[75,100%)",78,5
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.1,False,7919,"[0,25%)",607,0
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.1,False,7919,"[25,50%)",607,59
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.1,False,7919,"[50,75%)",607,213
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.1,False,7919,"[75,100%)",607,335
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.1,True,81,"[0,25%)",78,0
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.1,True,81,"[25,50%)",78,43
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.1,True,81,"[50,75%)",78,29
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.1,True,81,"[75,100%)",78,6
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.1,False,7919,"[0,25%)",467,0
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.1,False,7919,"[25,50%)",467,45
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.1,False,7919,"[50,75%)",467,176
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.1,False,7919,"[75,100%)",467,246
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.1,True,81,"[0,25%)",79,0
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.1,True,81,"[25,50%)",79,32
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.1,True,81,"[50,75%)",79,40
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.1,True,81,"[75,100%)",79,7
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.1,False,7919,"[0,25%)",420,0
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.1,False,7919,"[25,50%)",420,49
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.1,False,7919,"[50,75%)",420,193
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.1,False,7919,"[75,100%)",420,178
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.1,True,81,"[0,25%)",80,0
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.1,True,81,"[25,50%)",80,34
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.1,True,81,"[50,75%)",80,39
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.1,True,81,"[75,100%)",80,7
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.1,False,7919,"[0,25%)",441,0
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.1,False,7919,"[25,50%)",441,51
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.1,False,7919,"[50,75%)",441,207
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.1,False,7919,"[75,100%)",441,183
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.1,True,81,"[0,25%)",81,0
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.1,True,81,"[25,50%)",81,39
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.1,True,81,"[50,75%)",81,36
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.1,True,81,"[75,100%)",81,6
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.1,False,7919,"[0,25%)",383,0
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.1,False,7919,"[25,50%)",383,8
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.1,False,7919,"[50,75%)",383,132
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.1,False,7919,"[75,100%)",383,243
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.1,True,81,"[0,25%)",79,0
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.1,True,81,"[25,50%)",79,30
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.1,True,81,"[50,75%)",79,39
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.1,True,81,"[75,100%)",79,10
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.1,False,7919,"[0,25%)",304,0
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.1,False,7919,"[25,50%)",304,12
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.1,False,7919,"[50,75%)",304,129
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.1,False,7919,"[75,100%)",304,163
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.1,True,81,"[0,25%)",79,0
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.1,True,81,"[25,50%)",79,29
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.1,True,81,"[50,75%)",79,43
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.1,True,81,"[75,100%)",79,7
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.1,False,7919,"[0,25%)",267,0
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.1,False,7919,"[25,50%)",267,1
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.1,False,7919,"[50,75%)",267,106
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.1,False,7919,"[75,100%)",267,160
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.1,True,81,"[0,25%)",76,0
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.1,True,81,"[25,50%)",76,21
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.1,True,81,"[50,75%)",76,45
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.1,True,81,"[75,100%)",76,10
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.1,False,7919,"[0,25%)",337,0
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.1,False,7919,"[25,50%)",337,8
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.1,False,7919,"[50,75%)",337,154
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.1,False,7919,"[75,100%)",337,175
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.1,True,81,"[0,25%)",79,0
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.1,True,81,"[25,50%)",79,29
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.1,True,81,"[50,75%)",79,42
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.1,True,81,"[75,100%)",79,8
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.1,False,7919,"[0,25%)",195,0
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.1,False,7919,"[25,50%)",195,4
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.1,False,7919,"[50,75%)",195,77
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.1,False,7919,"[75,100%)",195,114
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.1,True,81,"[0,25%)",80,0
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.1,True,81,"[25,50%)",80,26
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.1,True,81,"[50,75%)",80,41
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.1,True,81,"[75,100%)",80,13
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.1,False,7919,"[0,25%)",313,0
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.1,False,7919,"[25,50%)",313,8
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.1,False,7919,"[50,75%)",313,134
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.1,False,7919,"[75,100%)",313,171
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.1,True,81,"[0,25%)",80,0
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.1,True,81,"[25,50%)",80,33
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.1,True,81,"[50,75%)",80,41
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.1,True,81,"[75,100%)",80,6
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.1,False,7919,"[0,25%)",307,0
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.1,False,7919,"[25,50%)",307,8
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.1,False,7919,"[50,75%)",307,144
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.1,False,7919,"[75,100%)",307,155
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.1,True,81,"[0,25%)",79,0
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.1,True,81,"[25,50%)",79,25
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.1,True,81,"[50,75%)",79,43
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.1,True,81,"[75,100%)",79,11
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.1,False,7919,"[0,25%)",176,0
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.1,False,7919,"[25,50%)",176,7
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.1,False,7919,"[50,75%)",176,59
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.1,False,7919,"[75,100%)",176,110
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.1,True,81,"[0,25%)",81,0
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.1,True,81,"[25,50%)",81,22
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.1,True,81,"[50,75%)",81,45
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.1,True,81,"[75,100%)",81,14
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.1,False,7919,"[0,25%)",274,0
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.1,False,7919,"[25,50%)",274,7
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.1,False,7919,"[50,75%)",274,118
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.1,False,7919,"[75,100%)",274,149
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.1,True,81,"[0,25%)",80,0
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.1,True,81,"[25,50%)",80,29
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.1,True,81,"[50,75%)",80,39
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.1,True,81,"[75,100%)",80,12
suite,all,libero_spatial,all,knn20,0,knn20,0.02,False,7734,"[0,25%)",70,0
suite,all,libero_spatial,all,knn20,0,knn20,0.02,False,7734,"[25,50%)",70,0
suite,all,libero_spatial,all,knn20,0,knn20,0.02,False,7734,"[50,75%)",70,14
suite,all,libero_spatial,all,knn20,0,knn20,0.02,False,7734,"[75,100%)",70,56
suite,all,libero_spatial,all,knn20,0,knn20,0.02,True,266,"[0,25%)",266,0
suite,all,libero_spatial,all,knn20,0,knn20,0.02,True,266,"[25,50%)",266,5
suite,all,libero_spatial,all,knn20,0,knn20,0.02,True,266,"[50,75%)",266,175
suite,all,libero_spatial,all,knn20,0,knn20,0.02,True,266,"[75,100%)",266,86
suite,all,libero_spatial,all,norm_only,0,norm_only,0.02,False,7734,"[0,25%)",112,0
suite,all,libero_spatial,all,norm_only,0,norm_only,0.02,False,7734,"[25,50%)",112,0
suite,all,libero_spatial,all,norm_only,0,norm_only,0.02,False,7734,"[50,75%)",112,3
suite,all,libero_spatial,all,norm_only,0,norm_only,0.02,False,7734,"[75,100%)",112,109
suite,all,libero_spatial,all,norm_only,0,norm_only,0.02,True,266,"[0,25%)",231,0
suite,all,libero_spatial,all,norm_only,0,norm_only,0.02,True,266,"[25,50%)",231,3
suite,all,libero_spatial,all,norm_only,0,norm_only,0.02,True,266,"[50,75%)",231,88
suite,all,libero_spatial,all,norm_only,0,norm_only,0.02,True,266,"[75,100%)",231,140
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.02,False,7734,"[0,25%)",114,0
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.02,False,7734,"[25,50%)",114,0
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.02,False,7734,"[50,75%)",114,5
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.02,False,7734,"[75,100%)",114,109
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.02,True,266,"[0,25%)",235,0
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.02,True,266,"[25,50%)",235,3
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.02,True,266,"[50,75%)",235,92
suite,all,libero_spatial,all,c1_centroid_distance,1,centroid_distance,0.02,True,266,"[75,100%)",235,140
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.02,False,7734,"[0,25%)",114,0
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.02,False,7734,"[25,50%)",114,0
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.02,False,7734,"[50,75%)",114,5
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.02,False,7734,"[75,100%)",114,109
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.02,True,266,"[0,25%)",235,0
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.02,True,266,"[25,50%)",235,3
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.02,True,266,"[50,75%)",235,92
suite,all,libero_spatial,all,c1_assigned_radius,1,assigned_radius,0.02,True,266,"[75,100%)",235,140
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.02,False,7734,"[0,25%)",114,0
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.02,False,7734,"[25,50%)",114,0
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.02,False,7734,"[50,75%)",114,5
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.02,False,7734,"[75,100%)",114,109
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.02,True,266,"[0,25%)",235,0
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.02,True,266,"[25,50%)",235,3
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.02,True,266,"[50,75%)",235,92
suite,all,libero_spatial,all,c1_union_radius,1,union_radius,0.02,True,266,"[75,100%)",235,140
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.02,False,7734,"[0,25%)",110,0
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.02,False,7734,"[25,50%)",110,0
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.02,False,7734,"[50,75%)",110,8
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.02,False,7734,"[75,100%)",110,102
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.02,True,266,"[0,25%)",262,0
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.02,True,266,"[25,50%)",262,4
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.02,True,266,"[50,75%)",262,137
suite,all,libero_spatial,all,c2_centroid_distance,2,centroid_distance,0.02,True,266,"[75,100%)",262,121
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.02,False,7734,"[0,25%)",118,0
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.02,False,7734,"[25,50%)",118,0
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.02,False,7734,"[50,75%)",118,13
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.02,False,7734,"[75,100%)",118,105
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.02,True,266,"[0,25%)",262,0
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.02,True,266,"[25,50%)",262,9
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.02,True,266,"[50,75%)",262,128
suite,all,libero_spatial,all,c2_assigned_radius,2,assigned_radius,0.02,True,266,"[75,100%)",262,125
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.02,False,7734,"[0,25%)",116,0
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.02,False,7734,"[25,50%)",116,0
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.02,False,7734,"[50,75%)",116,12
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.02,False,7734,"[75,100%)",116,104
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.02,True,266,"[0,25%)",262,0
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.02,True,266,"[25,50%)",262,8
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.02,True,266,"[50,75%)",262,123
suite,all,libero_spatial,all,c2_union_radius,2,union_radius,0.02,True,266,"[75,100%)",262,131
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.02,False,7734,"[0,25%)",45,0
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.02,False,7734,"[25,50%)",45,0
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.02,False,7734,"[50,75%)",45,8
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.02,False,7734,"[75,100%)",45,37
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.02,True,266,"[0,25%)",266,0
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.02,True,266,"[25,50%)",266,5
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.02,True,266,"[50,75%)",266,170
suite,all,libero_spatial,all,c4_centroid_distance,4,centroid_distance,0.02,True,266,"[75,100%)",266,91
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.02,False,7734,"[0,25%)",62,0
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.02,False,7734,"[25,50%)",62,0
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.02,False,7734,"[50,75%)",62,13
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.02,False,7734,"[75,100%)",62,49
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.02,True,266,"[0,25%)",263,0
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.02,True,266,"[25,50%)",263,9
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.02,True,266,"[50,75%)",263,162
suite,all,libero_spatial,all,c4_assigned_radius,4,assigned_radius,0.02,True,266,"[75,100%)",263,92
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.02,False,7734,"[0,25%)",57,0
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.02,False,7734,"[25,50%)",57,0
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.02,False,7734,"[50,75%)",57,13
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.02,False,7734,"[75,100%)",57,44
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.02,True,266,"[0,25%)",263,0
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.02,True,266,"[25,50%)",263,8
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.02,True,266,"[50,75%)",263,153
suite,all,libero_spatial,all,c4_union_radius,4,union_radius,0.02,True,266,"[75,100%)",263,102
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.02,False,7734,"[0,25%)",66,0
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.02,False,7734,"[25,50%)",66,0
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.02,False,7734,"[50,75%)",66,17
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.02,False,7734,"[75,100%)",66,49
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.02,True,266,"[0,25%)",265,0
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.02,True,266,"[25,50%)",265,8
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.02,True,266,"[50,75%)",265,167
suite,all,libero_spatial,all,c8_centroid_distance,8,centroid_distance,0.02,True,266,"[75,100%)",265,90
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.02,False,7734,"[0,25%)",52,0
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.02,False,7734,"[25,50%)",52,0
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.02,False,7734,"[50,75%)",52,21
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.02,False,7734,"[75,100%)",52,31
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.02,True,266,"[0,25%)",259,0
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.02,True,266,"[25,50%)",259,9
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.02,True,266,"[50,75%)",259,142
suite,all,libero_spatial,all,c8_assigned_radius,8,assigned_radius,0.02,True,266,"[75,100%)",259,108
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.02,False,7734,"[0,25%)",46,0
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.02,False,7734,"[25,50%)",46,0
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.02,False,7734,"[50,75%)",46,18
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.02,False,7734,"[75,100%)",46,28
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.02,True,266,"[0,25%)",255,0
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.02,True,266,"[25,50%)",255,5
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.02,True,266,"[50,75%)",255,128
suite,all,libero_spatial,all,c8_union_radius,8,union_radius,0.02,True,266,"[75,100%)",255,122
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.02,False,7734,"[0,25%)",65,0
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.02,False,7734,"[25,50%)",65,0
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.02,False,7734,"[50,75%)",65,11
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.02,False,7734,"[75,100%)",65,54
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.02,True,266,"[0,25%)",265,0
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.02,True,266,"[25,50%)",265,6
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.02,True,266,"[50,75%)",265,175
suite,all,libero_spatial,all,c16_centroid_distance,16,centroid_distance,0.02,True,266,"[75,100%)",265,84
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.02,False,7734,"[0,25%)",100,0
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.02,False,7734,"[25,50%)",100,0
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.02,False,7734,"[50,75%)",100,32
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.02,False,7734,"[75,100%)",100,68
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.02,True,266,"[0,25%)",257,0
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.02,True,266,"[25,50%)",257,11
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.02,True,266,"[50,75%)",257,142
suite,all,libero_spatial,all,c16_assigned_radius,16,assigned_radius,0.02,True,266,"[75,100%)",257,104
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.02,False,7734,"[0,25%)",58,0
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.02,False,7734,"[25,50%)",58,0
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.02,False,7734,"[50,75%)",58,23
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.02,False,7734,"[75,100%)",58,35
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.02,True,266,"[0,25%)",250,0
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.02,True,266,"[25,50%)",250,7
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.02,True,266,"[50,75%)",250,128
suite,all,libero_spatial,all,c16_union_radius,16,union_radius,0.02,True,266,"[75,100%)",250,115
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.02,False,7734,"[0,25%)",75,0
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.02,False,7734,"[25,50%)",75,0
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.02,False,7734,"[50,75%)",75,13
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.02,False,7734,"[75,100%)",75,62
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.02,True,266,"[0,25%)",266,0
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.02,True,266,"[25,50%)",266,5
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.02,True,266,"[50,75%)",266,169
suite,all,libero_spatial,all,c32_centroid_distance,32,centroid_distance,0.02,True,266,"[75,100%)",266,92
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.02,False,7734,"[0,25%)",122,0
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.02,False,7734,"[25,50%)",122,0
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.02,False,7734,"[50,75%)",122,23
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.02,False,7734,"[75,100%)",122,99
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.02,True,266,"[0,25%)",262,0
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.02,True,266,"[25,50%)",262,15
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.02,True,266,"[50,75%)",262,183
suite,all,libero_spatial,all,c32_assigned_radius,32,assigned_radius,0.02,True,266,"[75,100%)",262,64
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.02,False,7734,"[0,25%)",85,0
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.02,False,7734,"[25,50%)",85,0
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.02,False,7734,"[50,75%)",85,20
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.02,False,7734,"[75,100%)",85,65
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.02,True,266,"[0,25%)",262,0
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.02,True,266,"[25,50%)",262,14
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.02,True,266,"[50,75%)",262,168
suite,all,libero_spatial,all,c32_union_radius,32,union_radius,0.02,True,266,"[75,100%)",262,80
suite,all,libero_spatial,all,c64_centroid_distance,64,centroid_distance,0.02,False,7734,"[0,25%)",57,0
suite,all,libero_spatial,all,c64_centroid_distance,64,centroid_distance,0.02,False,7734,"[25,50%)",57,0
suite,all,libero_spatial,all,c64_centroid_distance,64,centroid_distance,0.02,False,7734,"[50,75%)",57,12
suite,all,libero_spatial,all,c64_centroid_distance,64,centroid_distance,0.02,False,7734,"[75,100%)",57,45
suite,all,libero_spatial,all,c64_centroid_distance,64,centroid_distance,0.02,True,266,"[0,25%)",265,0
