level,cohort,suite,task,method,clusters,variant,alpha,failure,episodes,progress_bin,alarms,count
cohort,A,all,all,c64_union_radius,64,union_radius,0.05,True,532,"[50,75%)",476,273
cohort,A,all,all,c64_union_radius,64,union_radius,0.05,True,532,"[75,100%)",476,97
cohort,A,all,all,knn20,0,knn20,0.1,False,15468,"[0,25%)",2393,3
cohort,A,all,all,knn20,0,knn20,0.1,False,15468,"[25,50%)",2393,90
cohort,A,all,all,knn20,0,knn20,0.1,False,15468,"[50,75%)",2393,930
cohort,A,all,all,knn20,0,knn20,0.1,False,15468,"[75,100%)",2393,1370
cohort,A,all,all,knn20,0,knn20,0.1,True,532,"[0,25%)",509,42
cohort,A,all,all,knn20,0,knn20,0.1,True,532,"[25,50%)",509,131
cohort,A,all,all,knn20,0,knn20,0.1,True,532,"[50,75%)",509,288
cohort,A,all,all,knn20,0,knn20,0.1,True,532,"[75,100%)",509,48
cohort,A,all,all,norm_only,0,norm_only,0.1,False,15468,"[0,25%)",1385,1
cohort,A,all,all,norm_only,0,norm_only,0.1,False,15468,"[25,50%)",1385,36
cohort,A,all,all,norm_only,0,norm_only,0.1,False,15468,"[50,75%)",1385,475
cohort,A,all,all,norm_only,0,norm_only,0.1,False,15468,"[75,100%)",1385,873
cohort,A,all,all,norm_only,0,norm_only,0.1,True,532,"[0,25%)",449,18
cohort,A,all,all,norm_only,0,norm_only,0.1,True,532,"[25,50%)",449,62
cohort,A,all,all,norm_only,0,norm_only,0.1,True,532,"[50,75%)",449,228
cohort,A,all,all,norm_only,0,norm_only,0.1,True,532,"[75,100%)",449,141
cohort,A,all,all,c1_centroid_distance,1,centroid_distance,0.1,False,15468,"[0,25%)",1459,1
cohort,A,all,all,c1_centroid_distance,1,centroid_distance,0.1,False,15468,"[25,50%)",1459,40
cohort,A,all,all,c1_centroid_distance,1,centroid_distance,0.1,False,15468,"[50,75%)",1459,596
cohort,A,all,all,c1_centroid_distance,1,centroid_distance,0.1,False,15468,"[75,100%)",1459,822
cohort,A,all,all,c1_centroid_distance,1,centroid_distance,0.1,True,532,"[0,25%)",452,18
cohort,A,all,all,c1_centroid_distance,1,centroid_distance,0.1,True,532,"[25,50%)",452,64
cohort,A,all,all,c1_centroid_distance,1,centroid_distance,0.1,True,532,"[50,75%)",452,225
cohort,A,all,all,c1_centroid_distance,1,centroid_distance,0.1,True,532,"[75,100%)",452,145
cohort,A,all,all,c1_assigned_radius,1,assigned_radius,0.1,False,15468,"[0,25%)",1459,1
cohort,A,all,all,c1_assigned_radius,1,assigned_radius,0.1,False,15468,"[25,50%)",1459,40
cohort,A,all,all,c1_assigned_radius,1,assigned_radius,0.1,False,15468,"[50,75%)",1459,596
cohort,A,all,all,c1_assigned_radius,1,assigned_radius,0.1,False,15468,"[75,100%)",1459,822
cohort,A,all,all,c1_assigned_radius,1,assigned_radius,0.1,True,532,"[0,25%)",452,18
cohort,A,all,all,c1_assigned_radius,1,assigned_radius,0.1,True,532,"[25,50%)",452,64
cohort,A,all,all,c1_assigned_radius,1,assigned_radius,0.1,True,532,"[50,75%)",452,225
cohort,A,all,all,c1_assigned_radius,1,assigned_radius,0.1,True,532,"[75,100%)",452,145
cohort,A,all,all,c1_union_radius,1,union_radius,0.1,False,15468,"[0,25%)",1459,1
cohort,A,all,all,c1_union_radius,1,union_radius,0.1,False,15468,"[25,50%)",1459,40
cohort,A,all,all,c1_union_radius,1,union_radius,0.1,False,15468,"[50,75%)",1459,596
cohort,A,all,all,c1_union_radius,1,union_radius,0.1,False,15468,"[75,100%)",1459,822
cohort,A,all,all,c1_union_radius,1,union_radius,0.1,True,532,"[0,25%)",452,18
cohort,A,all,all,c1_union_radius,1,union_radius,0.1,True,532,"[25,50%)",452,64
cohort,A,all,all,c1_union_radius,1,union_radius,0.1,True,532,"[50,75%)",452,225
cohort,A,all,all,c1_union_radius,1,union_radius,0.1,True,532,"[75,100%)",452,145
cohort,A,all,all,c2_centroid_distance,2,centroid_distance,0.1,False,15468,"[0,25%)",1543,1
cohort,A,all,all,c2_centroid_distance,2,centroid_distance,0.1,False,15468,"[25,50%)",1543,40
cohort,A,all,all,c2_centroid_distance,2,centroid_distance,0.1,False,15468,"[50,75%)",1543,648
cohort,A,all,all,c2_centroid_distance,2,centroid_distance,0.1,False,15468,"[75,100%)",1543,854
cohort,A,all,all,c2_centroid_distance,2,centroid_distance,0.1,True,532,"[0,25%)",467,18
cohort,A,all,all,c2_centroid_distance,2,centroid_distance,0.1,True,532,"[25,50%)",467,78
cohort,A,all,all,c2_centroid_distance,2,centroid_distance,0.1,True,532,"[50,75%)",467,272
cohort,A,all,all,c2_centroid_distance,2,centroid_distance,0.1,True,532,"[75,100%)",467,99
cohort,A,all,all,c2_assigned_radius,2,assigned_radius,0.1,False,15468,"[0,25%)",1548,1
cohort,A,all,all,c2_assigned_radius,2,assigned_radius,0.1,False,15468,"[25,50%)",1548,42
cohort,A,all,all,c2_assigned_radius,2,assigned_radius,0.1,False,15468,"[50,75%)",1548,692
cohort,A,all,all,c2_assigned_radius,2,assigned_radius,0.1,False,15468,"[75,100%)",1548,813
cohort,A,all,all,c2_assigned_radius,2,assigned_radius,0.1,True,532,"[0,25%)",467,19
cohort,A,all,all,c2_assigned_radius,2,assigned_radius,0.1,True,532,"[25,50%)",467,82
cohort,A,all,all,c2_assigned_radius,2,assigned_radius,0.1,True,532,"[50,75%)",467,264
cohort,A,all,all,c2_assigned_radius,2,assigned_radius,0.1,True,532,"[75,100%)",467,102
cohort,A,all,all,c2_union_radius,2,union_radius,0.1,False,15468,"[0,25%)",1570,1
cohort,A,all,all,c2_union_radius,2,union_radius,0.1,False,15468,"[25,50%)",1570,42
cohort,A,all,all,c2_union_radius,2,union_radius,0.1,False,15468,"[50,75%)",1570,684
cohort,A,all,all,c2_union_radius,2,union_radius,0.1,False,15468,"[75,100%)",1570,843
cohort,A,all,all,c2_union_radius,2,union_radius,0.1,True,532,"[0,25%)",463,19
cohort,A,all,all,c2_union_radius,2,union_radius,0.1,True,532,"[25,50%)",463,78
cohort,A,all,all,c2_union_radius,2,union_radius,0.1,True,532,"[50,75%)",463,270
cohort,A,all,all,c2_union_radius,2,union_radius,0.1,True,532,"[75,100%)",463,96
cohort,A,all,all,c4_centroid_distance,4,centroid_distance,0.1,False,15468,"[0,25%)",1281,1
cohort,A,all,all,c4_centroid_distance,4,centroid_distance,0.1,False,15468,"[25,50%)",1281,51
cohort,A,all,all,c4_centroid_distance,4,centroid_distance,0.1,False,15468,"[50,75%)",1281,358
cohort,A,all,all,c4_centroid_distance,4,centroid_distance,0.1,False,15468,"[75,100%)",1281,871
cohort,A,all,all,c4_centroid_distance,4,centroid_distance,0.1,True,532,"[0,25%)",499,22
cohort,A,all,all,c4_centroid_distance,4,centroid_distance,0.1,True,532,"[25,50%)",499,89
cohort,A,all,all,c4_centroid_distance,4,centroid_distance,0.1,True,532,"[50,75%)",499,299
cohort,A,all,all,c4_centroid_distance,4,centroid_distance,0.1,True,532,"[75,100%)",499,89
cohort,A,all,all,c4_assigned_radius,4,assigned_radius,0.1,False,15468,"[0,25%)",1147,1
cohort,A,all,all,c4_assigned_radius,4,assigned_radius,0.1,False,15468,"[25,50%)",1147,89
cohort,A,all,all,c4_assigned_radius,4,assigned_radius,0.1,False,15468,"[50,75%)",1147,358
cohort,A,all,all,c4_assigned_radius,4,assigned_radius,0.1,False,15468,"[75,100%)",1147,699
cohort,A,all,all,c4_assigned_radius,4,assigned_radius,0.1,True,532,"[0,25%)",493,27
cohort,A,all,all,c4_assigned_radius,4,assigned_radius,0.1,True,532,"[25,50%)",493,115
cohort,A,all,all,c4_assigned_radius,4,assigned_radius,0.1,True,532,"[50,75%)",493,272
cohort,A,all,all,c4_assigned_radius,4,assigned_radius,0.1,True,532,"[75,100%)",493,79
cohort,A,all,all,c4_union_radius,4,union_radius,0.1,False,15468,"[0,25%)",1211,1
cohort,A,all,all,c4_union_radius,4,union_radius,0.1,False,15468,"[25,50%)",1211,62
cohort,A,all,all,c4_union_radius,4,union_radius,0.1,False,15468,"[50,75%)",1211,375
cohort,A,all,all,c4_union_radius,4,union_radius,0.1,False,15468,"[75,100%)",1211,773
cohort,A,all,all,c4_union_radius,4,union_radius,0.1,True,532,"[0,25%)",489,15
cohort,A,all,all,c4_union_radius,4,union_radius,0.1,True,532,"[25,50%)",489,104
cohort,A,all,all,c4_union_radius,4,union_radius,0.1,True,532,"[50,75%)",489,280
cohort,A,all,all,c4_union_radius,4,union_radius,0.1,True,532,"[75,100%)",489,90
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.1,False,15468,"[0,25%)",1845,1
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.1,False,15468,"[25,50%)",1845,60
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.1,False,15468,"[50,75%)",1845,601
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.1,False,15468,"[75,100%)",1845,1183
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.1,True,532,"[0,25%)",496,27
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.1,True,532,"[25,50%)",496,107
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.1,True,532,"[50,75%)",496,300
cohort,A,all,all,c8_centroid_distance,8,centroid_distance,0.1,True,532,"[75,100%)",496,62
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.1,False,15468,"[0,25%)",1679,1
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.1,False,15468,"[25,50%)",1679,109
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.1,False,15468,"[50,75%)",1679,539
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.1,False,15468,"[75,100%)",1679,1030
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.1,True,532,"[0,25%)",495,44
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.1,True,532,"[25,50%)",495,122
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.1,True,532,"[50,75%)",495,262
cohort,A,all,all,c8_assigned_radius,8,assigned_radius,0.1,True,532,"[75,100%)",495,67
cohort,A,all,all,c8_union_radius,8,union_radius,0.1,False,15468,"[0,25%)",1645,0
cohort,A,all,all,c8_union_radius,8,union_radius,0.1,False,15468,"[25,50%)",1645,98
cohort,A,all,all,c8_union_radius,8,union_radius,0.1,False,15468,"[50,75%)",1645,533
cohort,A,all,all,c8_union_radius,8,union_radius,0.1,False,15468,"[75,100%)",1645,1014
cohort,A,all,all,c8_union_radius,8,union_radius,0.1,True,532,"[0,25%)",489,17
cohort,A,all,all,c8_union_radius,8,union_radius,0.1,True,532,"[25,50%)",489,115
cohort,A,all,all,c8_union_radius,8,union_radius,0.1,True,532,"[50,75%)",489,273
cohort,A,all,all,c8_union_radius,8,union_radius,0.1,True,532,"[75,100%)",489,84
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.1,False,15468,"[0,25%)",2117,1
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.1,False,15468,"[25,50%)",2117,105
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.1,False,15468,"[50,75%)",2117,831
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.1,False,15468,"[75,100%)",2117,1180
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.1,True,532,"[0,25%)",507,38
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.1,True,532,"[25,50%)",507,130
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.1,True,532,"[50,75%)",507,288
cohort,A,all,all,c16_centroid_distance,16,centroid_distance,0.1,True,532,"[75,100%)",507,51
cohort,A,all,all,c16_assigned_radius,16,assigned_radius,0.1,False,15468,"[0,25%)",2283,0
cohort,A,all,all,c16_assigned_radius,16,assigned_radius,0.1,False,15468,"[25,50%)",2283,162
cohort,A,all,all,c16_assigned_radius,16,assigned_radius,0.1,False,15468,"[50,75%)",2283,955
cohort,A,all,all,c16_assigned_radius,16,assigned_radius,0.1,False,15468,"[75,100%)",2283,1166
cohort,A,all,all,c16_assigned_radius,16,assigned_radius,0.1,True,532,"[0,25%)",479,17
cohort,A,all,all,c16_assigned_radius,16,assigned_radius,0.1,True,532,"[25,50%)",479,159
cohort,A,all,all,c16_assigned_radius,16,assigned_radius,0.1,True,532,"[50,75%)",479,232
cohort,A,all,all,c16_assigned_radius,16,assigned_radius,0.1,True,532,"[75,100%)",479,71
cohort,A,all,all,c16_union_radius,16,union_radius,0.1,False,15468,"[0,25%)",2096,0
cohort,A,all,all,c16_union_radius,16,union_radius,0.1,False,15468,"[25,50%)",2096,151
cohort,A,all,all,c16_union_radius,16,union_radius,0.1,False,15468,"[50,75%)",2096,842
cohort,A,all,all,c16_union_radius,16,union_radius,0.1,False,15468,"[75,100%)",2096,1103
cohort,A,all,all,c16_union_radius,16,union_radius,0.1,True,532,"[0,25%)",477,21
cohort,A,all,all,c16_union_radius,16,union_radius,0.1,True,532,"[25,50%)",477,156
cohort,A,all,all,c16_union_radius,16,union_radius,0.1,True,532,"[50,75%)",477,240
cohort,A,all,all,c16_union_radius,16,union_radius,0.1,True,532,"[75,100%)",477,60
cohort,A,all,all,c32_centroid_distance,32,centroid_distance,0.1,False,15468,"[0,25%)",2183,7
cohort,A,all,all,c32_centroid_distance,32,centroid_distance,0.1,False,15468,"[25,50%)",2183,92
cohort,A,all,all,c32_centroid_distance,32,centroid_distance,0.1,False,15468,"[50,75%)",2183,862
cohort,A,all,all,c32_centroid_distance,32,centroid_distance,0.1,False,15468,"[75,100%)",2183,1222
cohort,A,all,all,c32_centroid_distance,32,centroid_distance,0.1,True,532,"[0,25%)",514,62
cohort,A,all,all,c32_centroid_distance,32,centroid_distance,0.1,True,532,"[25,50%)",514,127
cohort,A,all,all,c32_centroid_distance,32,centroid_distance,0.1,True,532,"[50,75%)",514,276
cohort,A,all,all,c32_centroid_distance,32,centroid_distance,0.1,True,532,"[75,100%)",514,49
cohort,A,all,all,c32_assigned_radius,32,assigned_radius,0.1,False,15468,"[0,25%)",2289,7
cohort,A,all,all,c32_assigned_radius,32,assigned_radius,0.1,False,15468,"[25,50%)",2289,141
cohort,A,all,all,c32_assigned_radius,32,assigned_radius,0.1,False,15468,"[50,75%)",2289,896
cohort,A,all,all,c32_assigned_radius,32,assigned_radius,0.1,False,15468,"[75,100%)",2289,1245
cohort,A,all,all,c32_assigned_radius,32,assigned_radius,0.1,True,532,"[0,25%)",505,64
cohort,A,all,all,c32_assigned_radius,32,assigned_radius,0.1,True,532,"[25,50%)",505,151
cohort,A,all,all,c32_assigned_radius,32,assigned_radius,0.1,True,532,"[50,75%)",505,236
cohort,A,all,all,c32_assigned_radius,32,assigned_radius,0.1,True,532,"[75,100%)",505,54
cohort,A,all,all,c32_union_radius,32,union_radius,0.1,False,15468,"[0,25%)",2376,2
cohort,A,all,all,c32_union_radius,32,union_radius,0.1,False,15468,"[25,50%)",2376,167
cohort,A,all,all,c32_union_radius,32,union_radius,0.1,False,15468,"[50,75%)",2376,836
cohort,A,all,all,c32_union_radius,32,union_radius,0.1,False,15468,"[75,100%)",2376,1371
cohort,A,all,all,c32_union_radius,32,union_radius,0.1,True,532,"[0,25%)",505,61
cohort,A,all,all,c32_union_radius,32,union_radius,0.1,True,532,"[25,50%)",505,163
cohort,A,all,all,c32_union_radius,32,union_radius,0.1,True,532,"[50,75%)",505,234
cohort,A,all,all,c32_union_radius,32,union_radius,0.1,True,532,"[75,100%)",505,47
cohort,A,all,all,c64_centroid_distance,64,centroid_distance,0.1,False,15468,"[0,25%)",2395,10
cohort,A,all,all,c64_centroid_distance,64,centroid_distance,0.1,False,15468,"[25,50%)",2395,112
cohort,A,all,all,c64_centroid_distance,64,centroid_distance,0.1,False,15468,"[50,75%)",2395,916
cohort,A,all,all,c64_centroid_distance,64,centroid_distance,0.1,False,15468,"[75,100%)",2395,1357
cohort,A,all,all,c64_centroid_distance,64,centroid_distance,0.1,True,532,"[0,25%)",509,49
cohort,A,all,all,c64_centroid_distance,64,centroid_distance,0.1,True,532,"[25,50%)",509,157
cohort,A,all,all,c64_centroid_distance,64,centroid_distance,0.1,True,532,"[50,75%)",509,258
cohort,A,all,all,c64_centroid_distance,64,centroid_distance,0.1,True,532,"[75,100%)",509,45
cohort,A,all,all,c64_assigned_radius,64,assigned_radius,0.1,False,15468,"[0,25%)",2306,19
cohort,A,all,all,c64_assigned_radius,64,assigned_radius,0.1,False,15468,"[25,50%)",2306,137
cohort,A,all,all,c64_assigned_radius,64,assigned_radius,0.1,False,15468,"[50,75%)",2306,933
cohort,A,all,all,c64_assigned_radius,64,assigned_radius,0.1,False,15468,"[75,100%)",2306,1217
cohort,A,all,all,c64_assigned_radius,64,assigned_radius,0.1,True,532,"[0,25%)",517,74
cohort,A,all,all,c64_assigned_radius,64,assigned_radius,0.1,True,532,"[25,50%)",517,154
cohort,A,all,all,c64_assigned_radius,64,assigned_radius,0.1,True,532,"[50,75%)",517,244
cohort,A,all,all,c64_assigned_radius,64,assigned_radius,0.1,True,532,"[75,100%)",517,45
cohort,A,all,all,c64_union_radius,64,union_radius,0.1,False,15468,"[0,25%)",2222,3
cohort,A,all,all,c64_union_radius,64,union_radius,0.1,False,15468,"[25,50%)",2222,146
cohort,A,all,all,c64_union_radius,64,union_radius,0.1,False,15468,"[50,75%)",2222,859
cohort,A,all,all,c64_union_radius,64,union_radius,0.1,False,15468,"[75,100%)",2222,1214
cohort,A,all,all,c64_union_radius,64,union_radius,0.1,True,532,"[0,25%)",515,67
cohort,A,all,all,c64_union_radius,64,union_radius,0.1,True,532,"[25,50%)",515,151
cohort,A,all,all,c64_union_radius,64,union_radius,0.1,True,532,"[50,75%)",515,249
cohort,A,all,all,c64_union_radius,64,union_radius,0.1,True,532,"[75,100%)",515,48
cohort,B,all,all,knn20,0,knn20,0.02,False,15436,"[0,25%)",683,0
cohort,B,all,all,knn20,0,knn20,0.02,False,15436,"[25,50%)",683,5
cohort,B,all,all,knn20,0,knn20,0.02,False,15436,"[50,75%)",683,226
cohort,B,all,all,knn20,0,knn20,0.02,False,15436,"[75,100%)",683,452
cohort,B,all,all,knn20,0,knn20,0.02,True,564,"[0,25%)",395,4
cohort,B,all,all,knn20,0,knn20,0.02,True,564,"[25,50%)",395,40
cohort,B,all,all,knn20,0,knn20,0.02,True,564,"[50,75%)",395,233
cohort,B,all,all,knn20,0,knn20,0.02,True,564,"[75,100%)",395,118
cohort,B,all,all,norm_only,0,norm_only,0.02,False,15436,"[0,25%)",493,0
cohort,B,all,all,norm_only,0,norm_only,0.02,False,15436,"[25,50%)",493,8
cohort,B,all,all,norm_only,0,norm_only,0.02,False,15436,"[50,75%)",493,157
cohort,B,all,all,norm_only,0,norm_only,0.02,False,15436,"[75,100%)",493,328
cohort,B,all,all,norm_only,0,norm_only,0.02,True,564,"[0,25%)",369,6
cohort,B,all,all,norm_only,0,norm_only,0.02,True,564,"[25,50%)",369,35
cohort,B,all,all,norm_only,0,norm_only,0.02,True,564,"[50,75%)",369,177
cohort,B,all,all,norm_only,0,norm_only,0.02,True,564,"[75,100%)",369,151
cohort,B,all,all,c1_centroid_distance,1,centroid_distance,0.02,False,15436,"[0,25%)",543,0
cohort,B,all,all,c1_centroid_distance,1,centroid_distance,0.02,False,15436,"[25,50%)",543,10
cohort,B,all,all,c1_centroid_distance,1,centroid_distance,0.02,False,15436,"[50,75%)",543,185
cohort,B,all,all,c1_centroid_distance,1,centroid_distance,0.02,False,15436,"[75,100%)",543,348
cohort,B,all,all,c1_centroid_distance,1,centroid_distance,0.02,True,564,"[0,25%)",367,6
cohort,B,all,all,c1_centroid_distance,1,centroid_distance,0.02,True,564,"[25,50%)",367,34
cohort,B,all,all,c1_centroid_distance,1,centroid_distance,0.02,True,564,"[50,75%)",367,174
cohort,B,all,all,c1_centroid_distance,1,centroid_distance,0.02,True,564,"[75,100%)",367,153
cohort,B,all,all,c1_assigned_radius,1,assigned_radius,0.02,False,15436,"[0,25%)",543,0
cohort,B,all,all,c1_assigned_radius,1,assigned_radius,0.02,False,15436,"[25,50%)",543,10
cohort,B,all,all,c1_assigned_radius,1,assigned_radius,0.02,False,15436,"[50,75%)",543,185
cohort,B,all,all,c1_assigned_radius,1,assigned_radius,0.02,False,15436,"[75,100%)",543,348
cohort,B,all,all,c1_assigned_radius,1,assigned_radius,0.02,True,564,"[0,25%)",367,6
cohort,B,all,all,c1_assigned_radius,1,assigned_radius,0.02,True,564,"[25,50%)",367,34
cohort,B,all,all,c1_assigned_radius,1,assigned_radius,0.02,True,564,"[50,75%)",367,174
cohort,B,all,all,c1_assigned_radius,1,assigned_radius,0.02,True,564,"[75,100%)",367,153
cohort,B,all,all,c1_union_radius,1,union_radius,0.02,False,15436,"[0,25%)",543,0
cohort,B,all,all,c1_union_radius,1,union_radius,0.02,False,15436,"[25,50%)",543,10
cohort,B,all,all,c1_union_radius,1,union_radius,0.02,False,15436,"[50,75%)",543,185
cohort,B,all,all,c1_union_radius,1,union_radius,0.02,False,15436,"[75,100%)",543,348
cohort,B,all,all,c1_union_radius,1,union_radius,0.02,True,564,"[0,25%)",367,6
cohort,B,all,all,c1_union_radius,1,union_radius,0.02,True,564,"[25,50%)",367,34
cohort,B,all,all,c1_union_radius,1,union_radius,0.02,True,564,"[50,75%)",367,174
cohort,B,all,all,c1_union_radius,1,union_radius,0.02,True,564,"[75,100%)",367,153
cohort,B,all,all,c2_centroid_distance,2,centroid_distance,0.02,False,15436,"[0,25%)",489,0
cohort,B,all,all,c2_centroid_distance,2,centroid_distance,0.02,False,15436,"[25,50%)",489,8
cohort,B,all,all,c2_centroid_distance,2,centroid_distance,0.02,False,15436,"[50,75%)",489,116
cohort,B,all,all,c2_centroid_distance,2,centroid_distance,0.02,False,15436,"[75,100%)",489,365
cohort,B,all,all,c2_centroid_distance,2,centroid_distance,0.02,True,564,"[0,25%)",388,6
cohort,B,all,all,c2_centroid_distance,2,centroid_distance,0.02,True,564,"[25,50%)",388,41
cohort,B,all,all,c2_centroid_distance,2,centroid_distance,0.02,True,564,"[50,75%)",388,198
cohort,B,all,all,c2_centroid_distance,2,centroid_distance,0.02,True,564,"[75,100%)",388,143
cohort,B,all,all,c2_assigned_radius,2,assigned_radius,0.02,False,15436,"[0,25%)",489,0
cohort,B,all,all,c2_assigned_radius,2,assigned_radius,0.02,False,15436,"[25,50%)",489,8
cohort,B,all,all,c2_assigned_radius,2,assigned_radius,0.02,False,15436,"[50,75%)",489,120
cohort,B,all,all,c2_assigned_radius,2,assigned_radius,0.02,False,15436,"[75,100%)",489,361
cohort,B,all,all,c2_assigned_radius,2,assigned_radius,0.02,True,564,"[0,25%)",386,6
cohort,B,all,all,c2_assigned_radius,2,assigned_radius,0.02,True,564,"[25,50%)",386,45
cohort,B,all,all,c2_assigned_radius,2,assigned_radius,0.02,True,564,"[50,75%)",386,193
cohort,B,all,all,c2_assigned_radius,2,assigned_radius,0.02,True,564,"[75,100%)",386,142
cohort,B,all,all,c2_union_radius,2,union_radius,0.02,False,15436,"[0,25%)",487,0
cohort,B,all,all,c2_union_radius,2,union_radius,0.02,False,15436,"[25,50%)",487,8
cohort,B,all,all,c2_union_radius,2,union_radius,0.02,False,15436,"[50,75%)",487,119
cohort,B,all,all,c2_union_radius,2,union_radius,0.02,False,15436,"[75,100%)",487,360
cohort,B,all,all,c2_union_radius,2,union_radius,0.02,True,564,"[0,25%)",386,6
cohort,B,all,all,c2_union_radius,2,union_radius,0.02,True,564,"[25,50%)",386,45
cohort,B,all,all,c2_union_radius,2,union_radius,0.02,True,564,"[50,75%)",386,190
cohort,B,all,all,c2_union_radius,2,union_radius,0.02,True,564,"[75,100%)",386,145
cohort,B,all,all,c4_centroid_distance,4,centroid_distance,0.02,False,15436,"[0,25%)",247,0
cohort,B,all,all,c4_centroid_distance,4,centroid_distance,0.02,False,15436,"[25,50%)",247,5
cohort,B,all,all,c4_centroid_distance,4,centroid_distance,0.02,False,15436,"[50,75%)",247,55
cohort,B,all,all,c4_centroid_distance,4,centroid_distance,0.02,False,15436,"[75,100%)",247,187
cohort,B,all,all,c4_centroid_distance,4,centroid_distance,0.02,True,564,"[0,25%)",375,4
cohort,B,all,all,c4_centroid_distance,4,centroid_distance,0.02,True,564,"[25,50%)",375,36
cohort,B,all,all,c4_centroid_distance,4,centroid_distance,0.02,True,564,"[50,75%)",375,219
cohort,B,all,all,c4_centroid_distance,4,centroid_distance,0.02,True,564,"[75,100%)",375,116
cohort,B,all,all,c4_assigned_radius,4,assigned_radius,0.02,False,15436,"[0,25%)",223,0
cohort,B,all,all,c4_assigned_radius,4,assigned_radius,0.02,False,15436,"[25,50%)",223,5
cohort,B,all,all,c4_assigned_radius,4,assigned_radius,0.02,False,15436,"[50,75%)",223,55
cohort,B,all,all,c4_assigned_radius,4,assigned_radius,0.02,False,15436,"[75,100%)",223,163
cohort,B,all,all,c4_assigned_radius,4,assigned_radius,0.02,True,564,"[0,25%)",369,4
cohort,B,all,all,c4_assigned_radius,4,assigned_radius,0.02,True,564,"[25,50%)",369,36
cohort,B,all,all,c4_assigned_radius,4,assigned_radius,0.02,True,564,"[50,75%)",369,220
cohort,B,all,all,c4_assigned_radius,4,assigned_radius,0.02,True,564,"[75,100%)",369,109
cohort,B,all,all,c4_union_radius,4,union_radius,0.02,False,15436,"[0,25%)",238,0
cohort,B,all,all,c4_union_radius,4,union_radius,0.02,False,15436,"[25,50%)",238,5
cohort,B,all,all,c4_union_radius,4,union_radius,0.02,False,15436,"[50,75%)",238,56
cohort,B,all,all,c4_union_radius,4,union_radius,0.02,False,15436,"[75,100%)",238,177
cohort,B,all,all,c4_union_radius,4,union_radius,0.02,True,564,"[0,25%)",371,4
cohort,B,all,all,c4_union_radius,4,union_radius,0.02,True,564,"[25,50%)",371,37
cohort,B,all,all,c4_union_radius,4,union_radius,0.02,True,564,"[50,75%)",371,214
cohort,B,all,all,c4_union_radius,4,union_radius,0.02,True,564,"[75,100%)",371,116
cohort,B,all,all,c8_centroid_distance,8,centroid_distance,0.02,False,15436,"[0,25%)",449,0
cohort,B,all,all,c8_centroid_distance,8,centroid_distance,0.02,False,15436,"[25,50%)",449,5
cohort,B,all,all,c8_centroid_distance,8,centroid_distance,0.02,False,15436,"[50,75%)",449,98
cohort,B,all,all,c8_centroid_distance,8,centroid_distance,0.02,False,15436,"[75,100%)",449,346
cohort,B,all,all,c8_centroid_distance,8,centroid_distance,0.02,True,564,"[0,25%)",369,4
cohort,B,all,all,c8_centroid_distance,8,centroid_distance,0.02,True,564,"[25,50%)",369,36
cohort,B,all,all,c8_centroid_distance,8,centroid_distance,0.02,True,564,"[50,75%)",369,215
cohort,B,all,all,c8_centroid_distance,8,centroid_distance,0.02,True,564,"[75,100%)",369,114
cohort,B,all,all,c8_assigned_radius,8,assigned_radius,0.02,False,15436,"[0,25%)",337,0
cohort,B,all,all,c8_assigned_radius,8,assigned_radius,0.02,False,15436,"[25,50%)",337,4
cohort,B,all,all,c8_assigned_radius,8,assigned_radius,0.02,False,15436,"[50,75%)",337,76
cohort,B,all,all,c8_assigned_radius,8,assigned_radius,0.02,False,15436,"[75,100%)",337,257
cohort,B,all,all,c8_assigned_radius,8,assigned_radius,0.02,True,564,"[0,25%)",321,2
cohort,B,all,all,c8_assigned_radius,8,assigned_radius,0.02,True,564,"[25,50%)",321,30
cohort,B,all,all,c8_assigned_radius,8,assigned_radius,0.02,True,564,"[50,75%)",321,149
cohort,B,all,all,c8_assigned_radius,8,assigned_radius,0.02,True,564,"[75,100%)",321,140
cohort,B,all,all,c8_union_radius,8,union_radius,0.02,False,15436,"[0,25%)",397,0
