level,cohort,suite,task,method,clusters,variant,alpha,failure,episodes,query_bin,count
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.05,True,208,q8-10,15
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.05,True,208,q11-14,61
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.05,True,208,q15-19,52
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.05,True,208,q20-29,78
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.05,True,208,q30-39,0
suite,all,libero_goal,all,c16_centroid_distance,16,centroid_distance,0.05,True,208,q40-51,0
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,False,7792,no_alarm,6231
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,False,7792,q0-6,0
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,False,7792,q7,7
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,False,7792,q8-10,1030
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,False,7792,q11-14,429
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,False,7792,q15-19,87
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,False,7792,q20-29,8
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,False,7792,q30-39,0
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,False,7792,q40-51,0
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,True,208,no_alarm,1
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,True,208,q0-6,0
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,True,208,q7,0
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,True,208,q8-10,14
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,True,208,q11-14,78
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,True,208,q15-19,61
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,True,208,q20-29,54
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,True,208,q30-39,0
suite,all,libero_goal,all,c16_assigned_radius,16,assigned_radius,0.05,True,208,q40-51,0
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,False,7792,no_alarm,6557
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,False,7792,q0-6,0
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,False,7792,q7,7
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,False,7792,q8-10,886
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,False,7792,q11-14,277
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,False,7792,q15-19,58
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,False,7792,q20-29,7
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,False,7792,q30-39,0
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,False,7792,q40-51,0
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,True,208,no_alarm,1
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,True,208,q0-6,0
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,True,208,q7,0
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,True,208,q8-10,18
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,True,208,q11-14,61
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,True,208,q15-19,56
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,True,208,q20-29,72
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,True,208,q30-39,0
suite,all,libero_goal,all,c16_union_radius,16,union_radius,0.05,True,208,q40-51,0
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,False,7792,no_alarm,5723
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,False,7792,q0-6,0
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,False,7792,q7,1
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,False,7792,q8-10,1677
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,False,7792,q11-14,364
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,False,7792,q15-19,23
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,False,7792,q20-29,4
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,False,7792,q30-39,0
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,False,7792,q40-51,0
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,True,208,no_alarm,6
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,True,208,q0-6,0
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,True,208,q7,0
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,True,208,q8-10,23
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,True,208,q11-14,64
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,True,208,q15-19,31
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,True,208,q20-29,84
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,True,208,q30-39,0
suite,all,libero_goal,all,c32_centroid_distance,32,centroid_distance,0.05,True,208,q40-51,0
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,False,7792,no_alarm,5539
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,False,7792,q0-6,0
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,False,7792,q7,43
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,False,7792,q8-10,1596
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,False,7792,q11-14,474
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,False,7792,q15-19,136
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,False,7792,q20-29,4
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,False,7792,q30-39,0
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,False,7792,q40-51,0
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,True,208,no_alarm,1
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,True,208,q0-6,0
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,True,208,q7,0
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,True,208,q8-10,22
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,True,208,q11-14,74
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,True,208,q15-19,65
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,True,208,q20-29,46
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,True,208,q30-39,0
suite,all,libero_goal,all,c32_assigned_radius,32,assigned_radius,0.05,True,208,q40-51,0
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,False,7792,no_alarm,6499
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,False,7792,q0-6,0
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,False,7792,q7,23
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,False,7792,q8-10,929
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,False,7792,q11-14,260
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,False,7792,q15-19,74
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,False,7792,q20-29,7
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,False,7792,q30-39,0
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,False,7792,q40-51,0
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,True,208,no_alarm,2
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,True,208,q0-6,0
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,True,208,q7,0
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,True,208,q8-10,18
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,True,208,q11-14,69
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,True,208,q15-19,52
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,True,208,q20-29,67
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,True,208,q30-39,0
suite,all,libero_goal,all,c32_union_radius,32,union_radius,0.05,True,208,q40-51,0
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,False,7792,no_alarm,5845
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,False,7792,q0-6,0
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,False,7792,q7,20
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,False,7792,q8-10,1467
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,False,7792,q11-14,437
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,False,7792,q15-19,18
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,False,7792,q20-29,5
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,False,7792,q30-39,0
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,False,7792,q40-51,0
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,True,208,no_alarm,2
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,True,208,q0-6,0
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,True,208,q7,0
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,True,208,q8-10,21
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,True,208,q11-14,55
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,True,208,q15-19,49
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,True,208,q20-29,81
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,True,208,q30-39,0
suite,all,libero_goal,all,c64_centroid_distance,64,centroid_distance,0.05,True,208,q40-51,0
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,False,7792,no_alarm,6138
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,False,7792,q0-6,0
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,False,7792,q7,48
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,False,7792,q8-10,1095
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,False,7792,q11-14,495
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,False,7792,q15-19,12
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,False,7792,q20-29,4
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,False,7792,q30-39,0
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,False,7792,q40-51,0
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,True,208,no_alarm,8
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,True,208,q0-6,0
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,True,208,q7,0
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,True,208,q8-10,12
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,True,208,q11-14,60
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,True,208,q15-19,35
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,True,208,q20-29,93
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,True,208,q30-39,0
suite,all,libero_goal,all,c64_assigned_radius,64,assigned_radius,0.05,True,208,q40-51,0
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,False,7792,no_alarm,5920
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,False,7792,q0-6,0
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,False,7792,q7,109
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,False,7792,q8-10,1199
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,False,7792,q11-14,552
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,False,7792,q15-19,8
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,False,7792,q20-29,4
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,False,7792,q30-39,0
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,False,7792,q40-51,0
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,True,208,no_alarm,5
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,True,208,q0-6,0
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,True,208,q7,0
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,True,208,q8-10,18
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,True,208,q11-14,60
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,True,208,q15-19,35
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,True,208,q20-29,90
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,True,208,q30-39,0
suite,all,libero_goal,all,c64_union_radius,64,union_radius,0.05,True,208,q40-51,0
suite,all,libero_goal,all,knn20,0,knn20,0.1,False,7792,no_alarm,4953
suite,all,libero_goal,all,knn20,0,knn20,0.1,False,7792,q0-6,0
suite,all,libero_goal,all,knn20,0,knn20,0.1,False,7792,q7,17
suite,all,libero_goal,all,knn20,0,knn20,0.1,False,7792,q8-10,2289
suite,all,libero_goal,all,knn20,0,knn20,0.1,False,7792,q11-14,352
suite,all,libero_goal,all,knn20,0,knn20,0.1,False,7792,q15-19,179
suite,all,libero_goal,all,knn20,0,knn20,0.1,False,7792,q20-29,2
suite,all,libero_goal,all,knn20,0,knn20,0.1,False,7792,q30-39,0
suite,all,libero_goal,all,knn20,0,knn20,0.1,False,7792,q40-51,0
suite,all,libero_goal,all,knn20,0,knn20,0.1,True,208,no_alarm,0
suite,all,libero_goal,all,knn20,0,knn20,0.1,True,208,q0-6,0
suite,all,libero_goal,all,knn20,0,knn20,0.1,True,208,q7,1
suite,all,libero_goal,all,knn20,0,knn20,0.1,True,208,q8-10,39
suite,all,libero_goal,all,knn20,0,knn20,0.1,True,208,q11-14,83
suite,all,libero_goal,all,knn20,0,knn20,0.1,True,208,q15-19,83
suite,all,libero_goal,all,knn20,0,knn20,0.1,True,208,q20-29,2
suite,all,libero_goal,all,knn20,0,knn20,0.1,True,208,q30-39,0
suite,all,libero_goal,all,knn20,0,knn20,0.1,True,208,q40-51,0
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,False,7792,no_alarm,6357
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,False,7792,q0-6,0
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,False,7792,q7,0
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,False,7792,q8-10,1168
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,False,7792,q11-14,262
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,False,7792,q15-19,4
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,False,7792,q20-29,1
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,False,7792,q30-39,0
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,False,7792,q40-51,0
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,True,208,no_alarm,18
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,True,208,q0-6,0
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,True,208,q7,1
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,True,208,q8-10,5
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,True,208,q11-14,54
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,True,208,q15-19,24
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,True,208,q20-29,106
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,True,208,q30-39,0
suite,all,libero_goal,all,norm_only,0,norm_only,0.1,True,208,q40-51,0
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,False,7792,no_alarm,6248
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,False,7792,q0-6,0
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,False,7792,q7,1
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,False,7792,q8-10,1343
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,False,7792,q11-14,193
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,False,7792,q15-19,5
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,False,7792,q20-29,2
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,False,7792,q30-39,0
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,False,7792,q40-51,0
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,True,208,no_alarm,17
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,True,208,q0-6,0
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,True,208,q7,1
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,True,208,q8-10,10
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,True,208,q11-14,53
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,True,208,q15-19,22
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,True,208,q20-29,105
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,True,208,q30-39,0
suite,all,libero_goal,all,c1_centroid_distance,1,centroid_distance,0.1,True,208,q40-51,0
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,False,7792,no_alarm,6248
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,False,7792,q0-6,0
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,False,7792,q7,1
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,False,7792,q8-10,1343
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,False,7792,q11-14,193
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,False,7792,q15-19,5
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,False,7792,q20-29,2
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,False,7792,q30-39,0
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,False,7792,q40-51,0
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,True,208,no_alarm,17
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,True,208,q0-6,0
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,True,208,q7,1
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,True,208,q8-10,10
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,True,208,q11-14,53
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,True,208,q15-19,22
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,True,208,q20-29,105
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,True,208,q30-39,0
suite,all,libero_goal,all,c1_assigned_radius,1,assigned_radius,0.1,True,208,q40-51,0
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,False,7792,no_alarm,6248
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,False,7792,q0-6,0
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,False,7792,q7,1
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,False,7792,q8-10,1343
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,False,7792,q11-14,193
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,False,7792,q15-19,5
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,False,7792,q20-29,2
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,False,7792,q30-39,0
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,False,7792,q40-51,0
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,True,208,no_alarm,17
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,True,208,q0-6,0
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,True,208,q7,1
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,True,208,q8-10,10
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,True,208,q11-14,53
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,True,208,q15-19,22
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,True,208,q20-29,105
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,True,208,q30-39,0
suite,all,libero_goal,all,c1_union_radius,1,union_radius,0.1,True,208,q40-51,0
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,False,7792,no_alarm,5911
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,False,7792,q0-6,0
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,False,7792,q7,1
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,False,7792,q8-10,1675
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,False,7792,q11-14,191
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,False,7792,q15-19,12
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,False,7792,q20-29,2
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,False,7792,q30-39,0
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,False,7792,q40-51,0
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,True,208,no_alarm,4
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,True,208,q0-6,0
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,True,208,q7,1
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,True,208,q8-10,24
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,True,208,q11-14,54
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,True,208,q15-19,53
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,True,208,q20-29,72
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,True,208,q30-39,0
suite,all,libero_goal,all,c2_centroid_distance,2,centroid_distance,0.1,True,208,q40-51,0
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,False,7792,no_alarm,5914
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,False,7792,q0-6,0
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,False,7792,q7,1
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,False,7792,q8-10,1675
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,False,7792,q11-14,187
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,False,7792,q15-19,13
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,False,7792,q20-29,2
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,False,7792,q30-39,0
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,False,7792,q40-51,0
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,True,208,no_alarm,3
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,True,208,q0-6,0
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,True,208,q7,1
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,True,208,q8-10,24
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,True,208,q11-14,54
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,True,208,q15-19,58
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,True,208,q20-29,68
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,True,208,q30-39,0
suite,all,libero_goal,all,c2_assigned_radius,2,assigned_radius,0.1,True,208,q40-51,0
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,False,7792,no_alarm,5915
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,False,7792,q0-6,0
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,False,7792,q7,1
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,False,7792,q8-10,1674
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,False,7792,q11-14,187
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,False,7792,q15-19,13
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,False,7792,q20-29,2
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,False,7792,q30-39,0
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,False,7792,q40-51,0
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,True,208,no_alarm,3
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,True,208,q0-6,0
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,True,208,q7,1
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,True,208,q8-10,24
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,True,208,q11-14,54
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,True,208,q15-19,58
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,True,208,q20-29,68
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,True,208,q30-39,0
suite,all,libero_goal,all,c2_union_radius,2,union_radius,0.1,True,208,q40-51,0
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,False,7792,no_alarm,6485
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,False,7792,q0-6,0
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,False,7792,q7,0
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,False,7792,q8-10,852
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,False,7792,q11-14,439
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,False,7792,q15-19,14
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,False,7792,q20-29,2
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,False,7792,q30-39,0
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,False,7792,q40-51,0
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,True,208,no_alarm,6
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,True,208,q0-6,0
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,True,208,q7,0
suite,all,libero_goal,all,c4_centroid_distance,4,centroid_distance,0.1,True,208,q8-10,24
