level,cohort,suite,task,method,clusters,variant,alpha,failure,episodes,query,count
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,19,4
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,20,2
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,21,5
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,22,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,23,1
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,24,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,25,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,26,3
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,27,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,28,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,29,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,30,1
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,31,1
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,32,4
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,33,7
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,34,2
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,35,3
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,36,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,37,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,38,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,39,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,40,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,41,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,42,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,43,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,44,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,45,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,46,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,47,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,48,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,49,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,50,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,51,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,-1,223
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,0,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,1,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,2,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,3,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,4,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,5,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,6,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,7,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,8,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,9,4
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,10,3
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,11,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,12,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,13,8
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,14,6
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,15,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,16,5
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,17,5
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,18,2
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,19,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,20,1
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,21,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,22,0
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,23,3
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,24,1
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,25,2
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,26,2
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,27,2
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,28,4
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,29,3
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,30,11
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,31,23
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,32,29
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,33,40
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,34,35
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,35,26
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,36,17
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,37,12
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,38,5
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,39,4
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,40,3
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,41,3
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,42,1
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,43,4
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,44,10
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,45,11
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,46,4
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,47,8
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,48,10
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,49,4
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,50,2
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,51,5
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,-1,7248
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,0,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,1,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,2,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,3,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,4,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,5,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,6,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,7,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,8,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,9,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,10,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,11,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,12,2
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,13,61
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,14,49
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,15,22
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,16,13
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,17,2
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,18,4
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,19,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,20,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,21,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,22,3
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,23,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,24,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,25,6
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,26,5
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,27,2
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,28,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,29,2
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,30,6
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,31,10
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,32,6
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,33,5
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,34,3
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,35,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,36,2
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,37,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,38,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,39,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,40,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,41,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,42,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,43,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,44,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,45,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,46,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,47,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,48,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,49,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,50,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,51,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,-1,222
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,0,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,1,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,2,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,3,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,4,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,5,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,6,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,7,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,8,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,9,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,10,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,11,2
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,12,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,13,14
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,14,6
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,15,2
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,16,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,17,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,18,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,19,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,20,0
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,21,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,22,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,23,1
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,24,3
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,25,2
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,26,4
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,27,2
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,28,4
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,29,20
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,30,30
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,31,36
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,32,26
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,33,17
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,34,13
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,35,9
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,36,6
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,37,12
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,38,6
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,39,6
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,40,7
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,41,3
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,42,7
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,43,6
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,44,11
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,45,20
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,46,10
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,47,9
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,48,8
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,49,5
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,50,2
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,51,4
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,-1,7305
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,0,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,1,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,2,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,3,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,4,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,5,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,6,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,7,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,8,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,9,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,10,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,11,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,12,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,13,20
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,14,53
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,15,23
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,16,11
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,17,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,18,3
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,19,1
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,20,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,21,1
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,22,1
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,23,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,24,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,25,4
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,26,4
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,27,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,28,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,29,3
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,30,3
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,31,10
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,32,4
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,33,6
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,34,3
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,35,1
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,36,1
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,37,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,38,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,39,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,40,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,41,1
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,42,1
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,43,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,44,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,45,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,46,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,47,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,48,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,49,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,50,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,51,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,-1,227
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,0,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,1,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,2,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,3,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,4,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,5,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,6,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,7,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,8,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,9,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,10,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,11,2
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,12,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,13,7
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,14,11
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,15,4
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,16,1
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,17,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,18,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,19,1
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,20,0
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,21,1
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,22,2
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,23,1
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,24,1
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,25,2
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,26,2
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,27,2
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,28,5
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,29,16
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,30,20
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,31,43
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,32,27
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,33,17
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,34,10
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,35,11
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,36,6
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,37,11
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,38,6
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,39,7
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,40,6
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,41,4
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,42,7
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,43,6
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,44,11
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,45,22
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,46,12
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,47,10
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,48,11
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,49,5
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,50,2
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,51,2
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,-1,7377
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,0,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,1,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,2,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,3,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,4,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,5,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,6,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,7,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,8,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,9,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,10,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,11,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,12,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,13,9
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,14,28
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,15,5
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,16,3
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,17,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,18,2
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,19,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,20,1
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,21,2
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,22,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,23,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,24,1
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,25,4
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,26,3
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,27,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,28,0
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,29,1
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,30,2
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,31,3
