level,cohort,suite,task,method,clusters,variant,alpha,failure,episodes,both,removed_from_knn20,new_vs_knn20,neither,earlier,later,same_query
suite,all,libero_long,all,c32_centroid_distance,32,centroid_distance,0.03,False,7459,32,6,47,7374,19,6,7
suite,all,libero_long,all,c32_centroid_distance,32,centroid_distance,0.03,True,541,301,31,44,165,87,129,85
suite,all,libero_long,all,c32_assigned_radius,32,assigned_radius,0.03,False,7459,28,10,32,7389,11,9,8
suite,all,libero_long,all,c32_assigned_radius,32,assigned_radius,0.03,True,541,264,68,40,169,43,141,80
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,False,7459,23,15,27,7394,0,12,11
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.03,True,541,281,51,37,172,17,61,203
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,False,7459,32,6,179,7242,20,5,7
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.03,True,541,260,72,59,150,132,83,45
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,False,7459,32,6,122,7299,20,5,7
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.03,True,541,256,76,58,151,117,83,56
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,False,7459,27,11,55,7366,8,10,9
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.03,True,541,261,71,37,172,56,94,111
suite,all,libero_long,all,knn20,0,knn20,0.05,False,7459,159,0,0,7300,0,0,159
suite,all,libero_long,all,knn20,0,knn20,0.05,True,541,430,0,0,111,0,0,430
suite,all,libero_long,all,norm_only,0,norm_only,0.05,False,7459,48,111,6,7294,14,27,7
suite,all,libero_long,all,norm_only,0,norm_only,0.05,True,541,321,109,13,98,46,202,73
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.05,False,7459,48,111,6,7294,14,27,7
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.05,True,541,322,108,13,98,47,202,73
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.05,False,7459,48,111,6,7294,14,27,7
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.05,True,541,322,108,13,98,47,202,73
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.05,False,7459,48,111,6,7294,14,27,7
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.05,True,541,322,108,13,98,47,202,73
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.05,False,7459,47,112,8,7292,13,23,11
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.05,True,541,333,97,12,99,49,205,79
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.05,False,7459,47,112,3,7297,5,26,16
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.05,True,541,327,103,5,106,13,204,110
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.05,False,7459,47,112,3,7297,5,26,16
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.05,True,541,327,103,5,106,13,204,110
suite,all,libero_long,all,c4_centroid_distance,4,centroid_distance,0.05,False,7459,55,104,15,7285,13,29,13
suite,all,libero_long,all,c4_centroid_distance,4,centroid_distance,0.05,True,541,375,55,15,96,52,215,108
suite,all,libero_long,all,c4_assigned_radius,4,assigned_radius,0.05,False,7459,60,99,22,7278,8,42,10
suite,all,libero_long,all,c4_assigned_radius,4,assigned_radius,0.05,True,541,383,47,22,89,24,267,92
suite,all,libero_long,all,c4_union_radius,4,union_radius,0.05,False,7459,47,112,6,7294,2,34,11
suite,all,libero_long,all,c4_union_radius,4,union_radius,0.05,True,541,364,66,7,104,8,256,100
suite,all,libero_long,all,c8_centroid_distance,8,centroid_distance,0.05,False,7459,130,29,78,7222,61,22,47
suite,all,libero_long,all,c8_centroid_distance,8,centroid_distance,0.05,True,541,377,53,0,111,17,222,138
suite,all,libero_long,all,c8_assigned_radius,8,assigned_radius,0.05,False,7459,106,53,175,7125,60,30,16
suite,all,libero_long,all,c8_assigned_radius,8,assigned_radius,0.05,True,541,359,71,19,92,60,249,50
suite,all,libero_long,all,c8_union_radius,8,union_radius,0.05,False,7459,36,123,130,7170,3,26,7
suite,all,libero_long,all,c8_union_radius,8,union_radius,0.05,True,541,349,81,7,104,10,285,54
suite,all,libero_long,all,c16_centroid_distance,16,centroid_distance,0.05,False,7459,125,34,51,7249,41,29,55
suite,all,libero_long,all,c16_centroid_distance,16,centroid_distance,0.05,True,541,376,54,3,108,11,293,72
suite,all,libero_long,all,c16_assigned_radius,16,assigned_radius,0.05,False,7459,100,59,192,7108,67,20,13
suite,all,libero_long,all,c16_assigned_radius,16,assigned_radius,0.05,True,541,222,208,30,81,49,150,23
suite,all,libero_long,all,c16_union_radius,16,union_radius,0.05,False,7459,27,132,109,7191,17,9,1
suite,all,libero_long,all,c16_union_radius,16,union_radius,0.05,True,541,269,161,38,73,35,225,9
suite,all,libero_long,all,c32_centroid_distance,32,centroid_distance,0.05,False,7459,149,10,143,7157,79,14,56
suite,all,libero_long,all,c32_centroid_distance,32,centroid_distance,0.05,True,541,411,19,39,72,170,124,117
suite,all,libero_long,all,c32_assigned_radius,32,assigned_radius,0.05,False,7459,93,66,180,7120,36,31,26
suite,all,libero_long,all,c32_assigned_radius,32,assigned_radius,0.05,True,541,379,51,55,56,151,133,95
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.05,False,7459,49,110,63,7237,4,37,8
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.05,True,541,349,81,25,86,21,273,55
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.05,False,7459,138,21,115,7185,51,11,76
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.05,True,541,399,31,30,81,153,99,147
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.05,False,7459,140,19,241,7059,40,13,87
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.05,True,541,409,21,50,61,216,73,120
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.05,False,7459,142,17,164,7136,35,11,96
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.05,True,541,404,26,36,75,124,88,192
suite,all,libero_long,all,knn20,0,knn20,0.1,False,7459,608,0,0,6851,0,0,608
suite,all,libero_long,all,knn20,0,knn20,0.1,True,541,497,0,0,44,0,0,497
suite,all,libero_long,all,norm_only,0,norm_only,0.1,False,7459,370,238,14,6837,36,145,189
suite,all,libero_long,all,norm_only,0,norm_only,0.1,True,541,390,107,4,40,60,238,92
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.1,False,7459,371,237,15,6836,36,144,191
suite,all,libero_long,all,c1_centroid_distance,1,centroid_distance,0.1,True,541,391,106,4,40,60,237,94
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.1,False,7459,371,237,15,6836,36,144,191
suite,all,libero_long,all,c1_assigned_radius,1,assigned_radius,0.1,True,541,391,106,4,40,60,237,94
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.1,False,7459,371,237,15,6836,36,144,191
suite,all,libero_long,all,c1_union_radius,1,union_radius,0.1,True,541,391,106,4,40,60,237,94
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.1,False,7459,364,244,10,6841,30,187,147
suite,all,libero_long,all,c2_centroid_distance,2,centroid_distance,0.1,True,541,407,90,3,41,53,259,95
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.1,False,7459,371,237,7,6844,18,184,169
suite,all,libero_long,all,c2_assigned_radius,2,assigned_radius,0.1,True,541,400,97,3,41,18,269,113
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.1,False,7459,369,239,7,6844,18,182,169
suite,all,libero_long,all,c2_union_radius,2,union_radius,0.1,True,541,395,102,3,41,18,264,113
suite,all,libero_long,all,c4_centroid_distance,4,centroid_distance,0.1,False,7459,395,213,7,6844,19,148,228
suite,all,libero_long,all,c4_centroid_distance,4,centroid_distance,0.1,True,541,471,26,2,42,22,295,154
suite,all,libero_long,all,c4_assigned_radius,4,assigned_radius,0.1,False,7459,239,369,63,6788,22,155,62
suite,all,libero_long,all,c4_assigned_radius,4,assigned_radius,0.1,True,541,468,29,3,41,51,357,60
suite,all,libero_long,all,c4_union_radius,4,union_radius,0.1,False,7459,251,357,97,6754,19,166,66
suite,all,libero_long,all,c4_union_radius,4,union_radius,0.1,True,541,449,48,1,43,9,370,70
suite,all,libero_long,all,c8_centroid_distance,8,centroid_distance,0.1,False,7459,478,130,61,6790,84,60,334
suite,all,libero_long,all,c8_centroid_distance,8,centroid_distance,0.1,True,541,463,34,1,43,17,277,169
suite,all,libero_long,all,c8_assigned_radius,8,assigned_radius,0.1,False,7459,325,283,137,6714,36,85,204
suite,all,libero_long,all,c8_assigned_radius,8,assigned_radius,0.1,True,541,453,44,7,37,93,257,103
suite,all,libero_long,all,c8_union_radius,8,union_radius,0.1,False,7459,160,448,237,6614,48,79,33
suite,all,libero_long,all,c8_union_radius,8,union_radius,0.1,True,541,447,50,4,40,44,345,58
suite,all,libero_long,all,c16_centroid_distance,16,centroid_distance,0.1,False,7459,508,100,55,6796,102,50,356
suite,all,libero_long,all,c16_centroid_distance,16,centroid_distance,0.1,True,541,483,14,3,41,65,206,212
suite,all,libero_long,all,c16_assigned_radius,16,assigned_radius,0.1,False,7459,408,200,212,6639,131,69,208
suite,all,libero_long,all,c16_assigned_radius,16,assigned_radius,0.1,True,541,412,85,14,30,92,247,73
suite,all,libero_long,all,c16_union_radius,16,union_radius,0.1,False,7459,304,304,227,6624,134,50,120
suite,all,libero_long,all,c16_union_radius,16,union_radius,0.1,True,541,401,96,15,29,80,286,35
suite,all,libero_long,all,c32_centroid_distance,32,centroid_distance,0.1,False,7459,453,155,86,6765,45,112,296
suite,all,libero_long,all,c32_centroid_distance,32,centroid_distance,0.1,True,541,483,14,11,33,138,129,216
suite,all,libero_long,all,c32_assigned_radius,32,assigned_radius,0.1,False,7459,346,262,264,6587,52,146,148
suite,all,libero_long,all,c32_assigned_radius,32,assigned_radius,0.1,True,541,460,37,18,26,174,204,82
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.1,False,7459,251,357,334,6517,41,139,71
suite,all,libero_long,all,c32_union_radius,32,union_radius,0.1,True,541,458,39,20,24,136,257,65
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.1,False,7459,441,167,85,6766,52,148,241
suite,all,libero_long,all,c64_centroid_distance,64,centroid_distance,0.1,True,541,483,14,8,36,129,134,220
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,False,7459,445,163,261,6590,64,216,165
suite,all,libero_long,all,c64_assigned_radius,64,assigned_radius,0.1,True,541,492,5,19,25,214,136,142
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,False,7459,409,199,197,6654,38,225,146
suite,all,libero_long,all,c64_union_radius,64,union_radius,0.1,True,541,484,13,16,28,132,187,165
suite,all,libero_object,all,knn20,0,knn20,0.02,False,7919,87,0,0,7832,0,0,87
suite,all,libero_object,all,knn20,0,knn20,0.02,True,81,58,0,0,23,0,0,58
suite,all,libero_object,all,norm_only,0,norm_only,0.02,False,7919,61,26,56,7776,39,2,20
suite,all,libero_object,all,norm_only,0,norm_only,0.02,True,81,54,4,1,22,14,17,23
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,False,7919,61,26,41,7791,36,3,22
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.02,True,81,53,5,1,22,13,16,24
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,False,7919,61,26,41,7791,36,3,22
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.02,True,81,53,5,1,22,13,16,24
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,False,7919,61,26,41,7791,36,3,22
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.02,True,81,53,5,1,22,13,16,24
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,False,7919,61,26,18,7814,31,6,24
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.02,True,81,54,4,3,20,13,13,28
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,False,7919,58,29,13,7819,31,7,20
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.02,True,81,52,6,2,21,14,18,20
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,False,7919,58,29,13,7819,31,7,20
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.02,True,81,52,6,2,21,14,18,20
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,False,7919,80,7,39,7793,30,5,45
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.02,True,81,54,4,2,21,10,9,35
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,False,7919,75,12,13,7819,24,12,39
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.02,True,81,52,6,2,21,8,18,26
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,False,7919,80,7,18,7814,24,12,44
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.02,True,81,52,6,2,21,8,16,28
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,False,7919,78,9,13,7819,15,7,56
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.02,True,81,55,3,0,23,3,19,33
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,False,7919,64,23,10,7822,15,11,38
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.02,True,81,52,6,0,23,2,24,26
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,False,7919,72,15,10,7822,15,12,45
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.02,True,81,52,6,0,23,2,23,27
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,False,7919,74,13,6,7826,7,7,60
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.02,True,81,58,0,0,23,6,10,42
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.02,False,7919,57,30,19,7813,0,11,46
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.02,True,81,53,5,1,22,16,12,25
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.02,False,7919,65,22,6,7826,0,11,54
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.02,True,81,53,5,1,22,7,15,31
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.02,False,7919,71,16,0,7832,0,16,55
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.02,True,81,55,3,0,23,1,10,44
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.02,False,7919,20,67,1,7831,0,7,13
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.02,True,81,45,13,0,23,5,26,14
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.02,False,7919,44,43,5,7827,0,9,35
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.02,True,81,57,1,1,22,6,24,27
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.02,False,7919,56,31,0,7832,0,14,42
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.02,True,81,54,4,0,23,0,15,39
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.02,False,7919,31,56,10,7822,0,8,23
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.02,True,81,58,0,7,16,28,17,13
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.02,False,7919,37,50,4,7828,0,10,27
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.02,True,81,58,0,4,19,18,16,24
suite,all,libero_object,all,knn20,0,knn20,0.03,False,7919,106,0,0,7813,0,0,106
suite,all,libero_object,all,knn20,0,knn20,0.03,True,81,73,0,0,8,0,0,73
suite,all,libero_object,all,norm_only,0,norm_only,0.03,False,7919,75,31,140,7673,53,2,20
suite,all,libero_object,all,norm_only,0,norm_only,0.03,True,81,61,12,3,5,21,24,16
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.03,False,7919,75,31,109,7704,54,6,15
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.03,True,81,60,13,3,5,22,24,14
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.03,False,7919,75,31,109,7704,54,6,15
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.03,True,81,60,13,3,5,22,24,14
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.03,False,7919,75,31,109,7704,54,6,15
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.03,True,81,60,13,3,5,22,24,14
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.03,False,7919,78,28,80,7733,54,6,18
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.03,True,81,61,12,3,5,23,23,15
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.03,False,7919,76,30,60,7753,52,10,14
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.03,True,81,61,12,3,5,20,25,16
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.03,False,7919,76,30,60,7753,52,10,14
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.03,True,81,61,12,3,5,20,25,16
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.03,False,7919,99,7,66,7747,51,10,38
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.03,True,81,63,10,3,5,25,22,16
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.03,False,7919,100,6,48,7765,51,19,30
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.03,True,81,63,10,3,5,17,23,23
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.03,False,7919,103,3,58,7755,51,14,38
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.03,True,81,63,10,3,5,17,24,22
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.03,False,7919,105,1,47,7766,40,4,61
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.03,True,81,69,4,1,7,8,25,36
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.03,False,7919,104,2,41,7772,44,10,50
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.03,True,81,64,9,2,6,9,33,22
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.03,False,7919,104,2,61,7752,55,10,39
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.03,True,81,70,3,3,5,23,27,20
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.03,False,7919,100,6,18,7795,7,8,85
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.03,True,81,71,2,0,8,2,18,51
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.03,False,7919,97,9,28,7785,1,24,72
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.03,True,81,64,9,2,6,16,26,22
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.03,False,7919,97,9,14,7799,1,23,73
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.03,True,81,66,7,2,6,12,28,26
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.03,False,7919,78,28,3,7810,0,27,51
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.03,True,81,71,2,1,7,9,20,42
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.03,False,7919,41,65,15,7798,1,21,19
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.03,True,81,70,3,4,4,23,26,21
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.03,False,7919,51,55,5,7808,0,21,30
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.03,True,81,72,1,3,5,16,25,31
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.03,False,7919,88,18,1,7812,0,23,65
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.03,True,81,71,2,2,6,8,13,50
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.03,False,7919,41,65,6,7807,1,15,25
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.03,True,81,71,2,6,2,19,32,20
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.03,False,7919,48,58,2,7811,0,20,28
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.03,True,81,72,1,1,7,7,27,38
suite,all,libero_object,all,knn20,0,knn20,0.05,False,7919,141,0,0,7778,0,0,141
suite,all,libero_object,all,knn20,0,knn20,0.05,True,81,75,0,0,6,0,0,75
suite,all,libero_object,all,norm_only,0,norm_only,0.05,False,7919,95,46,158,7620,56,9,30
suite,all,libero_object,all,norm_only,0,norm_only,0.05,True,81,65,10,2,4,21,27,17
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.05,False,7919,96,45,178,7600,58,10,28
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.05,True,81,65,10,2,4,24,25,16
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.05,False,7919,96,45,178,7600,58,10,28
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.05,True,81,65,10,2,4,24,25,16
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.05,False,7919,96,45,178,7600,58,10,28
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.05,True,81,65,10,2,4,24,25,16
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.05,False,7919,96,45,78,7700,57,17,22
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.05,True,81,69,6,2,4,28,20,21
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.05,False,7919,96,45,96,7682,58,17,21
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.05,True,81,71,4,2,4,31,18,22
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.05,False,7919,96,45,96,7682,58,17,21
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.05,True,81,71,4,2,4,31,18,22
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.05,False,7919,131,10,68,7710,51,22,58
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.05,True,81,74,1,2,4,32,13,29
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.05,False,7919,131,10,72,7706,54,29,48
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.05,True,81,74,1,2,4,26,15,33
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.05,False,7919,131,10,74,7704,54,29,48
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.05,True,81,74,1,2,4,32,14,28
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.05,False,7919,134,7,47,7731,41,16,77
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.05,True,81,72,3,0,6,5,21,46
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.05,False,7919,122,19,69,7709,51,22,49
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.05,True,81,72,3,2,4,19,28,25
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.05,False,7919,122,19,61,7717,51,22,49
suite,all,libero_object,all,c8_union_radius,8,union_radius,0.05,True,81,72,3,2,4,19,26,27
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.05,False,7919,127,14,17,7761,5,17,105
suite,all,libero_object,all,c16_centroid_distance,16,centroid_distance,0.05,True,81,74,1,0,6,6,20,48
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.05,False,7919,110,31,33,7745,2,41,67
suite,all,libero_object,all,c16_assigned_radius,16,assigned_radius,0.05,True,81,68,7,1,5,25,21,22
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.05,False,7919,113,28,13,7765,1,40,72
suite,all,libero_object,all,c16_union_radius,16,union_radius,0.05,True,81,72,3,3,3,24,27,21
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.05,False,7919,123,18,26,7752,12,13,98
suite,all,libero_object,all,c32_centroid_distance,32,centroid_distance,0.05,True,81,72,3,1,5,24,18,30
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.05,False,7919,55,86,23,7755,1,31,23
suite,all,libero_object,all,c32_assigned_radius,32,assigned_radius,0.05,True,81,74,1,3,3,34,21,19
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.05,False,7919,59,82,5,7773,0,33,26
suite,all,libero_object,all,c32_union_radius,32,union_radius,0.05,True,81,73,2,3,3,18,26,29
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.05,False,7919,118,23,8,7770,4,24,90
suite,all,libero_object,all,c64_centroid_distance,64,centroid_distance,0.05,True,81,74,1,2,4,25,16,33
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.05,False,7919,62,79,16,7762,3,25,34
suite,all,libero_object,all,c64_assigned_radius,64,assigned_radius,0.05,True,81,73,2,4,2,18,29,26
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.05,False,7919,60,81,8,7770,0,27,33
suite,all,libero_object,all,c64_union_radius,64,union_radius,0.05,True,81,72,3,1,5,9,26,37
suite,all,libero_object,all,knn20,0,knn20,0.1,False,7919,355,0,0,7564,0,0,355
suite,all,libero_object,all,knn20,0,knn20,0.1,True,81,79,0,0,2,0,0,79
suite,all,libero_object,all,norm_only,0,norm_only,0.1,False,7919,212,143,225,7339,95,21,96
suite,all,libero_object,all,norm_only,0,norm_only,0.1,True,81,78,1,0,2,17,36,25
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.1,False,7919,218,137,206,7358,111,23,84
suite,all,libero_object,all,c1_centroid_distance,1,centroid_distance,0.1,True,81,75,4,0,2,20,38,17
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.1,False,7919,218,137,206,7358,111,23,84
suite,all,libero_object,all,c1_assigned_radius,1,assigned_radius,0.1,True,81,75,4,0,2,20,38,17
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.1,False,7919,218,137,206,7358,111,23,84
suite,all,libero_object,all,c1_union_radius,1,union_radius,0.1,True,81,75,4,0,2,20,38,17
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.1,False,7919,213,142,159,7405,70,34,109
suite,all,libero_object,all,c2_centroid_distance,2,centroid_distance,0.1,True,81,77,2,0,2,21,38,18
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.1,False,7919,237,118,177,7387,100,42,95
suite,all,libero_object,all,c2_assigned_radius,2,assigned_radius,0.1,True,81,76,3,0,2,24,35,17
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.1,False,7919,236,119,177,7387,100,41,95
suite,all,libero_object,all,c2_union_radius,2,union_radius,0.1,True,81,76,3,0,2,24,35,17
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.1,False,7919,328,27,225,7339,122,20,186
suite,all,libero_object,all,c4_centroid_distance,4,centroid_distance,0.1,True,81,77,2,0,2,28,21,28
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.1,False,7919,335,20,224,7340,145,32,158
suite,all,libero_object,all,c4_assigned_radius,4,assigned_radius,0.1,True,81,77,2,1,1,35,13,29
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.1,False,7919,340,15,267,7297,150,27,163
suite,all,libero_object,all,c4_union_radius,4,union_radius,0.1,True,81,77,2,1,1,37,14,26
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.1,False,7919,332,23,135,7429,99,14,219
suite,all,libero_object,all,c8_centroid_distance,8,centroid_distance,0.1,True,81,79,0,0,2,19,14,46
suite,all,libero_object,all,c8_assigned_radius,8,assigned_radius,0.1,False,7919,307,48,113,7451,116,33,158
