method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances,fold,suite
c4_centroid_distance,4,centroid_distance,task_init,0.03,4.455231189727783,70,69,1,libero_goal_full_1,libero_goal
c4_centroid_distance,4,centroid_distance,task_init,0.05,4.056877613067627,70,68,2,libero_goal_full_1,libero_goal
c4_centroid_distance,4,centroid_distance,task_init,0.1,3.245715856552124,70,64,6,libero_goal_full_1,libero_goal
c4_assigned_radius,4,assigned_radius,episode,0.02,1.5724046230316162,547,538,9,libero_goal_full_1,libero_goal
c4_assigned_radius,4,assigned_radius,episode,0.03,1.4715591669082642,547,532,15,libero_goal_full_1,libero_goal
c4_assigned_radius,4,assigned_radius,episode,0.05,1.32679283618927,547,521,26,libero_goal_full_1,libero_goal
c4_assigned_radius,4,assigned_radius,episode,0.1,1.1791845560073853,547,494,53,libero_goal_full_1,libero_goal
c4_assigned_radius,4,assigned_radius,task_init,0.02,1.8959752321243288,70,70,0,libero_goal_full_1,libero_goal
c4_assigned_radius,4,assigned_radius,task_init,0.03,1.8680360317230225,70,69,1,libero_goal_full_1,libero_goal
c4_assigned_radius,4,assigned_radius,task_init,0.05,1.764198660850525,70,68,2,libero_goal_full_1,libero_goal
c4_assigned_radius,4,assigned_radius,task_init,0.1,1.3949360847473145,70,64,6,libero_goal_full_1,libero_goal
c4_union_radius,4,union_radius,episode,0.02,1.5675673484802246,547,538,9,libero_goal_full_1,libero_goal
c4_union_radius,4,union_radius,episode,0.03,1.4715591669082642,547,532,15,libero_goal_full_1,libero_goal
c4_union_radius,4,union_radius,episode,0.05,1.2719461917877195,547,521,26,libero_goal_full_1,libero_goal
c4_union_radius,4,union_radius,episode,0.1,1.1494323015213013,547,494,53,libero_goal_full_1,libero_goal
c4_union_radius,4,union_radius,task_init,0.02,1.8663758039474487,70,70,0,libero_goal_full_1,libero_goal
c4_union_radius,4,union_radius,task_init,0.03,1.8611456155776975,70,69,1,libero_goal_full_1,libero_goal
c4_union_radius,4,union_radius,task_init,0.05,1.764198660850525,70,68,2,libero_goal_full_1,libero_goal
c4_union_radius,4,union_radius,task_init,0.1,1.3932677507400513,70,64,6,libero_goal_full_1,libero_goal
c8_centroid_distance,8,centroid_distance,episode,0.02,3.765146255493164,547,538,9,libero_goal_full_1,libero_goal
c8_centroid_distance,8,centroid_distance,episode,0.03,3.5110154151916504,547,532,15,libero_goal_full_1,libero_goal
c8_centroid_distance,8,centroid_distance,episode,0.05,2.859326124191284,547,521,26,libero_goal_full_1,libero_goal
c8_centroid_distance,8,centroid_distance,episode,0.1,2.52250599861145,547,494,53,libero_goal_full_1,libero_goal
c8_centroid_distance,8,centroid_distance,task_init,0.02,4.756439685821533,70,70,0,libero_goal_full_1,libero_goal
c8_centroid_distance,8,centroid_distance,task_init,0.03,4.301227569580078,70,69,1,libero_goal_full_1,libero_goal
c8_centroid_distance,8,centroid_distance,task_init,0.05,3.8785085678100586,70,68,2,libero_goal_full_1,libero_goal
c8_centroid_distance,8,centroid_distance,task_init,0.1,2.8909173011779785,70,64,6,libero_goal_full_1,libero_goal
c8_assigned_radius,8,assigned_radius,episode,0.02,1.530751347541809,547,538,9,libero_goal_full_1,libero_goal
c8_assigned_radius,8,assigned_radius,episode,0.03,1.47027325630188,547,532,15,libero_goal_full_1,libero_goal
c8_assigned_radius,8,assigned_radius,episode,0.05,1.3097916841506958,547,521,26,libero_goal_full_1,libero_goal
c8_assigned_radius,8,assigned_radius,episode,0.1,1.1713314056396484,547,494,53,libero_goal_full_1,libero_goal
c8_assigned_radius,8,assigned_radius,task_init,0.02,1.872571349143982,70,70,0,libero_goal_full_1,libero_goal
c8_assigned_radius,8,assigned_radius,task_init,0.03,1.8636224269866943,70,69,1,libero_goal_full_1,libero_goal
c8_assigned_radius,8,assigned_radius,task_init,0.05,1.7069904804229736,70,68,2,libero_goal_full_1,libero_goal
c8_assigned_radius,8,assigned_radius,task_init,0.1,1.4501547813415527,70,64,6,libero_goal_full_1,libero_goal
c8_union_radius,8,union_radius,episode,0.02,1.5249215364456177,547,538,9,libero_goal_full_1,libero_goal
c8_union_radius,8,union_radius,episode,0.03,1.402179479598999,547,532,15,libero_goal_full_1,libero_goal
c8_union_radius,8,union_radius,episode,0.05,1.2998040914535522,547,521,26,libero_goal_full_1,libero_goal
c8_union_radius,8,union_radius,episode,0.1,1.1482900381088257,547,494,53,libero_goal_full_1,libero_goal
c8_union_radius,8,union_radius,task_init,0.02,1.872571349143982,70,70,0,libero_goal_full_1,libero_goal
c8_union_radius,8,union_radius,task_init,0.03,1.8636224269866943,70,69,1,libero_goal_full_1,libero_goal
c8_union_radius,8,union_radius,task_init,0.05,1.7069904804229736,70,68,2,libero_goal_full_1,libero_goal
c8_union_radius,8,union_radius,task_init,0.1,1.3775111436843872,70,64,6,libero_goal_full_1,libero_goal
c16_centroid_distance,16,centroid_distance,episode,0.02,2.860530376434326,547,538,9,libero_goal_full_1,libero_goal
c16_centroid_distance,16,centroid_distance,episode,0.03,2.736863136291504,547,532,15,libero_goal_full_1,libero_goal
c16_centroid_distance,16,centroid_distance,episode,0.05,2.476443290710449,547,521,26,libero_goal_full_1,libero_goal
c16_centroid_distance,16,centroid_distance,episode,0.1,2.2249255180358887,547,494,53,libero_goal_full_1,libero_goal
c16_centroid_distance,16,centroid_distance,task_init,0.02,4.028005123138428,70,70,0,libero_goal_full_1,libero_goal
c16_centroid_distance,16,centroid_distance,task_init,0.03,3.7389752864837646,70,69,1,libero_goal_full_1,libero_goal
c16_centroid_distance,16,centroid_distance,task_init,0.05,3.650620698928833,70,68,2,libero_goal_full_1,libero_goal
c16_centroid_distance,16,centroid_distance,task_init,0.1,2.662620782852173,70,64,6,libero_goal_full_1,libero_goal
c16_assigned_radius,16,assigned_radius,episode,0.02,1.6434451341629028,547,538,9,libero_goal_full_1,libero_goal
c16_assigned_radius,16,assigned_radius,episode,0.03,1.4743034839630127,547,532,15,libero_goal_full_1,libero_goal
c16_assigned_radius,16,assigned_radius,episode,0.05,1.3414283990859983,547,521,26,libero_goal_full_1,libero_goal
c16_assigned_radius,16,assigned_radius,episode,0.1,1.2225476503372192,547,494,53,libero_goal_full_1,libero_goal
c16_assigned_radius,16,assigned_radius,task_init,0.02,2.06022047996521,70,70,0,libero_goal_full_1,libero_goal
c16_assigned_radius,16,assigned_radius,task_init,0.03,1.978032469749451,70,69,1,libero_goal_full_1,libero_goal
c16_assigned_radius,16,assigned_radius,task_init,0.05,1.9538159370422363,70,68,2,libero_goal_full_1,libero_goal
c16_assigned_radius,16,assigned_radius,task_init,0.1,1.4743034839630127,70,64,6,libero_goal_full_1,libero_goal
c16_union_radius,16,union_radius,episode,0.02,1.5395492315292358,547,538,9,libero_goal_full_1,libero_goal
c16_union_radius,16,union_radius,episode,0.03,1.4743034839630127,547,532,15,libero_goal_full_1,libero_goal
c16_union_radius,16,union_radius,episode,0.05,1.3199381828308103,547,521,26,libero_goal_full_1,libero_goal
c16_union_radius,16,union_radius,episode,0.1,1.2007668018341064,547,494,53,libero_goal_full_1,libero_goal
c16_union_radius,16,union_radius,task_init,0.02,1.978032469749451,70,70,0,libero_goal_full_1,libero_goal
c16_union_radius,16,union_radius,task_init,0.03,1.9538159370422363,70,69,1,libero_goal_full_1,libero_goal
c16_union_radius,16,union_radius,task_init,0.05,1.876773834228516,70,68,2,libero_goal_full_1,libero_goal
c16_union_radius,16,union_radius,task_init,0.1,1.4743034839630127,70,64,6,libero_goal_full_1,libero_goal
c32_centroid_distance,32,centroid_distance,episode,0.02,2.4710097312927246,547,538,9,libero_goal_full_1,libero_goal
c32_centroid_distance,32,centroid_distance,episode,0.03,2.253843307495117,547,532,15,libero_goal_full_1,libero_goal
c32_centroid_distance,32,centroid_distance,episode,0.05,2.1126949787139893,547,521,26,libero_goal_full_1,libero_goal
c32_centroid_distance,32,centroid_distance,episode,0.1,1.9277058839797971,547,494,53,libero_goal_full_1,libero_goal
c32_centroid_distance,32,centroid_distance,task_init,0.02,3.667254447937012,70,70,0,libero_goal_full_1,libero_goal
c32_centroid_distance,32,centroid_distance,task_init,0.03,3.0969204902648926,70,69,1,libero_goal_full_1,libero_goal
c32_centroid_distance,32,centroid_distance,task_init,0.05,2.554344892501831,70,68,2,libero_goal_full_1,libero_goal
c32_centroid_distance,32,centroid_distance,task_init,0.1,2.3188300132751465,70,64,6,libero_goal_full_1,libero_goal
c32_assigned_radius,32,assigned_radius,episode,0.02,1.4828810691833496,547,538,9,libero_goal_full_1,libero_goal
c32_assigned_radius,32,assigned_radius,episode,0.03,1.4600588083267212,547,532,15,libero_goal_full_1,libero_goal
c32_assigned_radius,32,assigned_radius,episode,0.05,1.3593181371688845,547,521,26,libero_goal_full_1,libero_goal
c32_assigned_radius,32,assigned_radius,episode,0.1,1.2476890087127686,547,494,53,libero_goal_full_1,libero_goal
c32_assigned_radius,32,assigned_radius,task_init,0.02,2.335249185562134,70,70,0,libero_goal_full_1,libero_goal
c32_assigned_radius,32,assigned_radius,task_init,0.03,1.9885286092758176,70,69,1,libero_goal_full_1,libero_goal
c32_assigned_radius,32,assigned_radius,task_init,0.05,1.625537395477295,70,68,2,libero_goal_full_1,libero_goal
c32_assigned_radius,32,assigned_radius,task_init,0.1,1.4541860818862915,70,64,6,libero_goal_full_1,libero_goal
c32_union_radius,32,union_radius,episode,0.02,1.464026927947998,547,538,9,libero_goal_full_1,libero_goal
c32_union_radius,32,union_radius,episode,0.03,1.4275206327438354,547,532,15,libero_goal_full_1,libero_goal
c32_union_radius,32,union_radius,episode,0.05,1.315239667892456,547,521,26,libero_goal_full_1,libero_goal
c32_union_radius,32,union_radius,episode,0.1,1.1986652612686155,547,494,53,libero_goal_full_1,libero_goal
c32_union_radius,32,union_radius,task_init,0.02,2.1672611236572266,70,70,0,libero_goal_full_1,libero_goal
c32_union_radius,32,union_radius,task_init,0.03,1.6077972650527954,70,69,1,libero_goal_full_1,libero_goal
c32_union_radius,32,union_radius,task_init,0.05,1.5660834312438965,70,68,2,libero_goal_full_1,libero_goal
c32_union_radius,32,union_radius,task_init,0.1,1.440465211868286,70,64,6,libero_goal_full_1,libero_goal
c64_centroid_distance,64,centroid_distance,episode,0.02,2.40021014213562,547,538,9,libero_goal_full_1,libero_goal
c64_centroid_distance,64,centroid_distance,episode,0.03,2.0827739238739014,547,532,15,libero_goal_full_1,libero_goal
c64_centroid_distance,64,centroid_distance,episode,0.05,1.9816596508026123,547,521,26,libero_goal_full_1,libero_goal
c64_centroid_distance,64,centroid_distance,episode,0.1,1.762148141860962,547,494,53,libero_goal_full_1,libero_goal
c64_centroid_distance,64,centroid_distance,task_init,0.02,3.05977201461792,70,70,0,libero_goal_full_1,libero_goal
c64_centroid_distance,64,centroid_distance,task_init,0.03,3.031243324279785,70,69,1,libero_goal_full_1,libero_goal
c64_centroid_distance,64,centroid_distance,task_init,0.05,2.718084812164306,70,68,2,libero_goal_full_1,libero_goal
c64_centroid_distance,64,centroid_distance,task_init,0.1,2.144360303878784,70,64,6,libero_goal_full_1,libero_goal
c64_assigned_radius,64,assigned_radius,episode,0.02,1.644916296005249,547,538,9,libero_goal_full_1,libero_goal
c64_assigned_radius,64,assigned_radius,episode,0.03,1.5491325855255127,547,532,15,libero_goal_full_1,libero_goal
c64_assigned_radius,64,assigned_radius,episode,0.05,1.445890188217163,547,521,26,libero_goal_full_1,libero_goal
c64_assigned_radius,64,assigned_radius,episode,0.1,1.3379300832748413,547,494,53,libero_goal_full_1,libero_goal
c64_assigned_radius,64,assigned_radius,task_init,0.02,2.3351917266845703,70,70,0,libero_goal_full_1,libero_goal
c64_assigned_radius,64,assigned_radius,task_init,0.03,2.08880352973938,70,69,1,libero_goal_full_1,libero_goal
c64_assigned_radius,64,assigned_radius,task_init,0.05,2.038379430770874,70,68,2,libero_goal_full_1,libero_goal
c64_assigned_radius,64,assigned_radius,task_init,0.1,1.573222041130066,70,64,6,libero_goal_full_1,libero_goal
c64_union_radius,64,union_radius,episode,0.02,1.4793779850006104,547,538,9,libero_goal_full_1,libero_goal
c64_union_radius,64,union_radius,episode,0.03,1.4128913879394531,547,532,15,libero_goal_full_1,libero_goal
c64_union_radius,64,union_radius,episode,0.05,1.3637458086013794,547,521,26,libero_goal_full_1,libero_goal
c64_union_radius,64,union_radius,episode,0.1,1.2536215782165527,547,494,53,libero_goal_full_1,libero_goal
c64_union_radius,64,union_radius,task_init,0.02,2.1212856769561768,70,70,0,libero_goal_full_1,libero_goal
c64_union_radius,64,union_radius,task_init,0.03,1.680086374282837,70,69,1,libero_goal_full_1,libero_goal
c64_union_radius,64,union_radius,task_init,0.05,1.662030577659607,70,68,2,libero_goal_full_1,libero_goal
c64_union_radius,64,union_radius,task_init,0.1,1.4251790046691897,70,64,6,libero_goal_full_1,libero_goal
knn20,0,knn20,episode,0.02,1.9947882890701292,541,532,9,libero_goal_full_2,libero_goal
knn20,0,knn20,episode,0.03,1.909743309020996,541,526,15,libero_goal_full_2,libero_goal
knn20,0,knn20,episode,0.05,1.823172926902771,541,515,26,libero_goal_full_2,libero_goal
knn20,0,knn20,episode,0.1,1.71405029296875,541,488,53,libero_goal_full_2,libero_goal
knn20,0,knn20,task_init,0.02,4.470180034637451,70,70,0,libero_goal_full_2,libero_goal
knn20,0,knn20,task_init,0.03,2.2480673789978027,70,69,1,libero_goal_full_2,libero_goal
knn20,0,knn20,task_init,0.05,2.2216238975524902,70,68,2,libero_goal_full_2,libero_goal
knn20,0,knn20,task_init,0.1,2.0641744136810303,70,64,6,libero_goal_full_2,libero_goal
norm_only,0,norm_only,episode,0.02,6.634144306182861,541,532,9,libero_goal_full_2,libero_goal
norm_only,0,norm_only,episode,0.03,6.391819953918457,541,526,15,libero_goal_full_2,libero_goal
norm_only,0,norm_only,episode,0.05,6.088837623596191,541,515,26,libero_goal_full_2,libero_goal
norm_only,0,norm_only,episode,0.1,5.579127788543701,541,488,53,libero_goal_full_2,libero_goal
norm_only,0,norm_only,task_init,0.02,7.253636360168457,70,70,0,libero_goal_full_2,libero_goal
norm_only,0,norm_only,task_init,0.03,7.218382358551025,70,69,1,libero_goal_full_2,libero_goal
norm_only,0,norm_only,task_init,0.05,7.023609638214111,70,68,2,libero_goal_full_2,libero_goal
norm_only,0,norm_only,task_init,0.1,6.457944869995117,70,64,6,libero_goal_full_2,libero_goal
c1_centroid_distance,1,centroid_distance,episode,0.02,6.375842571258545,541,532,9,libero_goal_full_2,libero_goal
c1_centroid_distance,1,centroid_distance,episode,0.03,6.14609432220459,541,526,15,libero_goal_full_2,libero_goal
c1_centroid_distance,1,centroid_distance,episode,0.05,5.9608025550842285,541,515,26,libero_goal_full_2,libero_goal
c1_centroid_distance,1,centroid_distance,episode,0.1,5.515081882476807,541,488,53,libero_goal_full_2,libero_goal
c1_centroid_distance,1,centroid_distance,task_init,0.02,7.3368401527404785,70,70,0,libero_goal_full_2,libero_goal
c1_centroid_distance,1,centroid_distance,task_init,0.03,6.972158908843994,70,69,1,libero_goal_full_2,libero_goal
c1_centroid_distance,1,centroid_distance,task_init,0.05,6.778289318084717,70,68,2,libero_goal_full_2,libero_goal
c1_centroid_distance,1,centroid_distance,task_init,0.1,6.178660869598389,70,64,6,libero_goal_full_2,libero_goal
c1_assigned_radius,1,assigned_radius,episode,0.02,1.4444949626922607,541,532,9,libero_goal_full_2,libero_goal
c1_assigned_radius,1,assigned_radius,episode,0.03,1.3924436569213867,541,526,15,libero_goal_full_2,libero_goal
c1_assigned_radius,1,assigned_radius,episode,0.05,1.3504644632339478,541,515,26,libero_goal_full_2,libero_goal
c1_assigned_radius,1,assigned_radius,episode,0.1,1.2494831085205078,541,488,53,libero_goal_full_2,libero_goal
c1_assigned_radius,1,assigned_radius,task_init,0.02,1.6622161865234375,70,70,0,libero_goal_full_2,libero_goal
c1_assigned_radius,1,assigned_radius,task_init,0.03,1.5795948505401611,70,69,1,libero_goal_full_2,libero_goal
c1_assigned_radius,1,assigned_radius,task_init,0.05,1.5356721878051758,70,68,2,libero_goal_full_2,libero_goal
c1_assigned_radius,1,assigned_radius,task_init,0.1,1.3998219966888428,70,64,6,libero_goal_full_2,libero_goal
c1_union_radius,1,union_radius,episode,0.02,1.4444949626922607,541,532,9,libero_goal_full_2,libero_goal
c1_union_radius,1,union_radius,episode,0.03,1.3924436569213867,541,526,15,libero_goal_full_2,libero_goal
c1_union_radius,1,union_radius,episode,0.05,1.3504644632339478,541,515,26,libero_goal_full_2,libero_goal
c1_union_radius,1,union_radius,episode,0.1,1.2494831085205078,541,488,53,libero_goal_full_2,libero_goal
c1_union_radius,1,union_radius,task_init,0.02,1.6622161865234375,70,70,0,libero_goal_full_2,libero_goal
c1_union_radius,1,union_radius,task_init,0.03,1.5795948505401611,70,69,1,libero_goal_full_2,libero_goal
c1_union_radius,1,union_radius,task_init,0.05,1.5356721878051758,70,68,2,libero_goal_full_2,libero_goal
c1_union_radius,1,union_radius,task_init,0.1,1.3998219966888428,70,64,6,libero_goal_full_2,libero_goal
c2_centroid_distance,2,centroid_distance,episode,0.02,4.504621982574463,541,532,9,libero_goal_full_2,libero_goal
c2_centroid_distance,2,centroid_distance,episode,0.03,4.329140186309815,541,526,15,libero_goal_full_2,libero_goal
c2_centroid_distance,2,centroid_distance,episode,0.05,4.177650451660156,541,515,26,libero_goal_full_2,libero_goal
c2_centroid_distance,2,centroid_distance,episode,0.1,3.7707929611206055,541,488,53,libero_goal_full_2,libero_goal
c2_centroid_distance,2,centroid_distance,task_init,0.02,6.576860427856445,70,70,0,libero_goal_full_2,libero_goal
c2_centroid_distance,2,centroid_distance,task_init,0.03,5.115492820739746,70,69,1,libero_goal_full_2,libero_goal
c2_centroid_distance,2,centroid_distance,task_init,0.05,4.995156764984131,70,68,2,libero_goal_full_2,libero_goal
c2_centroid_distance,2,centroid_distance,task_init,0.1,4.39073371887207,70,64,6,libero_goal_full_2,libero_goal
c2_assigned_radius,2,assigned_radius,episode,0.02,1.4773826599121094,541,532,9,libero_goal_full_2,libero_goal
c2_assigned_radius,2,assigned_radius,episode,0.03,1.4346985816955566,541,526,15,libero_goal_full_2,libero_goal
