fold,suite,seed,reference_cap,method,calibration,alpha,scope,episodes,failures,successes,tp,fp,recall,fpr,precision,balanced_accuracy,t_det,median_alarm_query
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,task_init,0.03,unseen,1200,78,1122,28,48,0.358974358974359,0.0427807486631016,0.3684210526315789,0.6580968051556287,0.8589743589743589,15.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,task_init,0.05,seen,560,12,548,11,21,0.9166666666666666,0.03832116788321168,0.34375,0.9391727493917275,0.3305555555555556,6.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,task_init,0.05,unseen,1200,78,1122,61,586,0.782051282051282,0.5222816399286988,0.09428129829984544,0.6298848210612915,0.5717948717948718,10.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,task_init,0.1,seen,560,12,548,11,41,0.9166666666666666,0.07481751824817519,0.21153846153846154,0.9209245742092457,0.3305555555555556,6.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,task_init,0.1,unseen,1200,78,1122,78,1120,1.0,0.9982174688057041,0.0651085141903172,0.500891265597148,0.13162393162393157,3.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,task_init,0.15,seen,560,12,548,11,47,0.9166666666666666,0.08576642335766424,0.1896551724137931,0.9154501216545011,0.3305555555555556,6.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,task_init,0.15,unseen,1200,78,1122,78,1122,1.0,1.0,0.065,0.5,0.12777777777777774,3.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,task_init,0.2,seen,560,12,548,11,54,0.9166666666666666,0.09854014598540146,0.16923076923076924,0.9090632603406326,0.2972222222222222,6.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,task_init,0.2,unseen,1200,78,1122,78,1122,1.0,1.0,0.065,0.5,0.1226495726495726,3.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,episode,0.01,seen,560,12,548,11,1,0.9166666666666666,0.0018248175182481751,0.9166666666666666,0.9574209245742091,0.37777777777777777,8.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,episode,0.01,unseen,1200,78,1122,78,1101,1.0,0.9812834224598931,0.06615776081424936,0.5093582887700534,0.2794871794871794,7.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,episode,0.03,seen,560,12,548,11,3,0.9166666666666666,0.005474452554744526,0.7857142857142857,0.955596107055961,0.3611111111111111,7.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,episode,0.03,unseen,1200,78,1122,78,1114,1.0,0.9928698752228164,0.06543624161073826,0.5035650623885918,0.2594017094017094,7.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,episode,0.05,seen,560,12,548,11,22,0.9166666666666666,0.040145985401459854,0.3333333333333333,0.9382603406326033,0.35000000000000003,7.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,episode,0.05,unseen,1200,78,1122,78,1122,1.0,1.0,0.065,0.5,0.22948717948717948,6.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,episode,0.1,seen,560,12,548,11,37,0.9166666666666666,0.06751824817518248,0.22916666666666666,0.9245742092457421,0.3333333333333333,6.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,episode,0.1,unseen,1200,78,1122,78,1122,1.0,1.0,0.065,0.5,0.20427350427350424,5.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,episode,0.15,seen,560,12,548,12,70,1.0,0.12773722627737227,0.14634146341463414,0.9361313868613139,0.28055555555555556,6.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,episode,0.15,unseen,1200,78,1122,78,1122,1.0,1.0,0.065,0.5,0.17435897435897432,3.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,episode,0.2,seen,560,12,548,12,100,1.0,0.18248175182481752,0.10714285714285714,0.9087591240875912,0.28055555555555556,6.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,episode,0.2,unseen,1200,78,1122,78,1122,1.0,1.0,0.065,0.5,0.1525641025641025,3.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,task_init,0.01,seen,560,12,548,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,task_init,0.01,unseen,1200,78,1122,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,task_init,0.03,seen,560,12,548,11,1,0.9166666666666666,0.0018248175182481751,0.9166666666666666,0.9574209245742091,0.39999999999999997,8.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,task_init,0.03,unseen,1200,78,1122,78,1081,1.0,0.9634581105169341,0.06729939603106126,0.518270944741533,0.2858974358974358,8.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,task_init,0.05,seen,560,12,548,11,1,0.9166666666666666,0.0018248175182481751,0.9166666666666666,0.9574209245742091,0.375,7.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,task_init,0.05,unseen,1200,78,1122,78,1103,1.0,0.9830659536541889,0.06604572396274344,0.5084670231729056,0.2769230769230768,7.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,task_init,0.1,seen,560,12,548,11,15,0.9166666666666666,0.02737226277372263,0.4230769230769231,0.9446472019464719,0.3527777777777778,7.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,task_init,0.1,unseen,1200,78,1122,78,1122,1.0,1.0,0.065,0.5,0.23247863247863243,6.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,task_init,0.15,seen,560,12,548,11,30,0.9166666666666666,0.05474452554744526,0.2682926829268293,0.9309610705596106,0.34722222222222227,7.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,task_init,0.15,unseen,1200,78,1122,78,1122,1.0,1.0,0.065,0.5,0.2196581196581196,6.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,task_init,0.2,seen,560,12,548,11,40,0.9166666666666666,0.072992700729927,0.21568627450980393,0.9218369829683698,0.33055555555555555,6.0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,task_init,0.2,unseen,1200,78,1122,78,1122,1.0,1.0,0.065,0.5,0.2021367521367521,5.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,episode,0.01,seen,560,12,548,3,5,0.25,0.009124087591240875,0.375,0.6204379562043796,0.85,11.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,episode,0.01,unseen,1200,78,1122,4,36,0.05128205128205128,0.03208556149732621,0.1,0.5095982448923626,0.9521367521367521,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,episode,0.03,seen,560,12,548,4,12,0.3333333333333333,0.021897810218978103,0.25,0.6557177615571775,0.8027777777777777,11.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,episode,0.03,unseen,1200,78,1122,25,193,0.32051282051282054,0.17201426024955438,0.11467889908256881,0.574249280131633,0.7089743589743589,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,episode,0.05,seen,560,12,548,5,21,0.4166666666666667,0.03832116788321168,0.19230769230769232,0.6891727493917276,0.75,11.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,episode,0.05,unseen,1200,78,1122,38,365,0.48717948717948717,0.3253119429590018,0.09429280397022333,0.5809337721102428,0.5653846153846154,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,episode,0.1,seen,560,12,548,8,54,0.6666666666666666,0.09854014598540146,0.12903225806451613,0.7840632603406326,0.5916666666666667,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,episode,0.1,unseen,1200,78,1122,59,681,0.7564102564102564,0.606951871657754,0.07972972972972973,0.5747291923762512,0.33076923076923076,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,episode,0.15,seen,560,12,548,9,91,0.75,0.16605839416058393,0.09,0.791970802919708,0.5194444444444445,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,episode,0.15,unseen,1200,78,1122,68,839,0.8717948717948718,0.7477718360071302,0.07497243660418963,0.5620115178938708,0.22350427350427352,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,episode,0.2,seen,560,12,548,9,130,0.75,0.23722627737226276,0.06474820143884892,0.7563868613138687,0.4888888888888889,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,episode,0.2,unseen,1200,78,1122,70,913,0.8974358974358975,0.8137254901960784,0.07121057985757884,0.5418552036199095,0.19401709401709402,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,task_init,0.01,seen,560,12,548,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,task_init,0.01,unseen,1200,78,1122,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,task_init,0.03,seen,560,12,548,1,3,0.08333333333333333,0.005474452554744526,0.25,0.5389294403892944,0.9500000000000001,11.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,task_init,0.03,unseen,1200,78,1122,0,4,0.0,0.0035650623885918,0.0,0.4982174688057041,1.0,
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,task_init,0.05,seen,560,12,548,3,6,0.25,0.010948905109489052,0.3333333333333333,0.6195255474452555,0.85,11.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,task_init,0.05,unseen,1200,78,1122,4,38,0.05128205128205128,0.0338680926916221,0.09523809523809523,0.5087069792952146,0.9521367521367521,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,task_init,0.1,seen,560,12,548,4,14,0.3333333333333333,0.025547445255474453,0.2222222222222222,0.6538929440389294,0.8027777777777777,11.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,task_init,0.1,unseen,1200,78,1122,27,214,0.34615384615384615,0.19073083778966132,0.11203319502074689,0.5777115041820925,0.685042735042735,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,task_init,0.15,seen,560,12,548,5,20,0.4166666666666667,0.0364963503649635,0.2,0.6900851581508516,0.75,11.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,task_init,0.15,unseen,1200,78,1122,38,343,0.48717948717948717,0.3057040998217469,0.09973753280839895,0.5907376936788702,0.5653846153846154,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,task_init,0.2,seen,560,12,548,5,33,0.4166666666666667,0.060218978102189784,0.13157894736842105,0.6782238442822385,0.7472222222222222,10.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,task_init,0.2,unseen,1200,78,1122,49,500,0.6282051282051282,0.44563279857397503,0.08925318761384335,0.5912861648155766,0.4427350427350427,1.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,episode,0.01,seen,560,12,548,11,3,0.9166666666666666,0.005474452554744526,0.7857142857142857,0.955596107055961,0.5333333333333333,15.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,episode,0.01,unseen,1200,78,1122,78,407,1.0,0.3627450980392157,0.16082474226804125,0.8186274509803921,0.3871794871794872,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,episode,0.03,seen,560,12,548,12,4,1.0,0.0072992700729927005,0.75,0.9963503649635036,0.4694444444444445,12.5
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,episode,0.03,unseen,1200,78,1122,78,638,1.0,0.5686274509803921,0.10893854748603352,0.7156862745098039,0.24743589743589745,5.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,episode,0.05,seen,560,12,548,12,20,1.0,0.0364963503649635,0.375,0.9817518248175182,0.44722222222222224,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,episode,0.05,unseen,1200,78,1122,78,846,1.0,0.7540106951871658,0.08441558441558442,0.6229946524064172,0.18376068376068375,3.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,episode,0.1,seen,560,12,548,12,41,1.0,0.07481751824817519,0.22641509433962265,0.9625912408759124,0.43611111111111117,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,episode,0.1,unseen,1200,78,1122,78,966,1.0,0.8609625668449198,0.07471264367816093,0.5695187165775402,0.15299145299145295,2.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,episode,0.15,seen,560,12,548,12,82,1.0,0.14963503649635038,0.1276595744680851,0.9251824817518248,0.4000000000000001,11.5
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,episode,0.15,unseen,1200,78,1122,78,1034,1.0,0.9215686274509803,0.07014388489208633,0.5392156862745099,0.1431623931623931,2.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,episode,0.2,seen,560,12,548,12,112,1.0,0.20437956204379562,0.0967741935483871,0.8978102189781022,0.3527777777777778,11.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,episode,0.2,unseen,1200,78,1122,78,1071,1.0,0.9545454545454546,0.06788511749347259,0.5227272727272727,0.1367521367521367,2.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,task_init,0.01,seen,560,12,548,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,task_init,0.01,unseen,1200,78,1122,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,task_init,0.03,seen,560,12,548,11,3,0.9166666666666666,0.005474452554744526,0.7857142857142857,0.955596107055961,0.5333333333333333,15.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,task_init,0.03,unseen,1200,78,1122,78,433,1.0,0.3859180035650624,0.15264187866927592,0.8070409982174688,0.36025641025641025,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,task_init,0.05,seen,560,12,548,11,3,0.9166666666666666,0.005474452554744526,0.7857142857142857,0.955596107055961,0.5222222222222223,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,task_init,0.05,unseen,1200,78,1122,78,463,1.0,0.4126559714795009,0.14417744916820702,0.7936720142602496,0.3333333333333333,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,task_init,0.1,seen,560,12,548,12,6,1.0,0.010948905109489052,0.6666666666666666,0.9945255474452555,0.4694444444444445,12.5
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,task_init,0.1,unseen,1200,78,1122,78,706,1.0,0.6292335115864528,0.09948979591836735,0.6853832442067735,0.21965811965811965,3.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,task_init,0.15,seen,560,12,548,12,20,1.0,0.0364963503649635,0.375,0.9817518248175182,0.44722222222222224,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,task_init,0.15,unseen,1200,78,1122,78,845,1.0,0.7531194295900179,0.08450704225352113,0.6234402852049911,0.18418803418803414,3.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,task_init,0.2,seen,560,12,548,12,25,1.0,0.04562043795620438,0.32432432432432434,0.9771897810218978,0.4416666666666667,12.0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,task_init,0.2,unseen,1200,78,1122,78,877,1.0,0.7816399286987522,0.08167539267015707,0.6091800356506238,0.17478632478632475,3.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,episode,0.01,seen,560,12,548,11,5,0.9166666666666666,0.009124087591240875,0.6875,0.9537712895377128,0.4749999999999999,11.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,episode,0.01,unseen,1200,78,1122,73,284,0.9358974358974359,0.2531194295900178,0.20448179271708683,0.841389003153709,0.40299145299145295,9.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,episode,0.03,seen,560,12,548,12,18,1.0,0.032846715328467155,0.4,0.9835766423357665,0.43611111111111106,10.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,episode,0.03,unseen,1200,78,1122,77,429,0.9871794871794872,0.38235294117647056,0.15217391304347827,0.8024132730015083,0.3384615384615384,9.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,episode,0.05,seen,560,12,548,12,31,1.0,0.05656934306569343,0.27906976744186046,0.9717153284671532,0.41944444444444434,10.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,episode,0.05,unseen,1200,78,1122,78,550,1.0,0.49019607843137253,0.12420382165605096,0.7549019607843137,0.3081196581196581,9.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,episode,0.1,seen,560,12,548,12,53,1.0,0.09671532846715329,0.18461538461538463,0.9516423357664233,0.3916666666666666,10.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,episode,0.1,unseen,1200,78,1122,78,759,1.0,0.6764705882352942,0.0931899641577061,0.6617647058823529,0.28461538461538455,7.5
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,episode,0.15,seen,560,12,548,12,78,1.0,0.14233576642335766,0.13333333333333333,0.9288321167883211,0.38888888888888884,9.5
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,episode,0.15,unseen,1200,78,1122,78,881,1.0,0.785204991087344,0.08133472367049009,0.607397504456328,0.27008547008547007,6.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,episode,0.2,seen,560,12,548,12,101,1.0,0.1843065693430657,0.10619469026548672,0.9078467153284672,0.3805555555555555,9.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,episode,0.2,unseen,1200,78,1122,78,980,1.0,0.8734402852049911,0.07372400756143667,0.5632798573975044,0.25427350427350437,6.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,task_init,0.01,seen,560,12,548,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,task_init,0.01,unseen,1200,78,1122,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,task_init,0.03,seen,560,12,548,11,3,0.9166666666666666,0.005474452554744526,0.7857142857142857,0.955596107055961,0.48333333333333334,11.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,task_init,0.03,unseen,1200,78,1122,72,218,0.9230769230769231,0.19429590017825313,0.2482758620689655,0.864390511449335,0.4465811965811965,9.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,task_init,0.05,seen,560,12,548,11,3,0.9166666666666666,0.005474452554744526,0.7857142857142857,0.955596107055961,0.48333333333333334,11.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,task_init,0.05,unseen,1200,78,1122,72,221,0.9230769230769231,0.19696969696969696,0.24573378839590443,0.8630536130536131,0.4461538461538461,9.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,task_init,0.1,seen,560,12,548,11,10,0.9166666666666666,0.01824817518248175,0.5238095238095238,0.9492092457420924,0.4749999999999999,11.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,task_init,0.1,unseen,1200,78,1122,76,356,0.9743589743589743,0.3172905525846702,0.17592592592592593,0.8285342108871521,0.36025641025641025,9.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,task_init,0.15,seen,560,12,548,12,29,1.0,0.05291970802919708,0.2926829268292683,0.9735401459854015,0.41944444444444434,10.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,task_init,0.15,unseen,1200,78,1122,77,521,0.9871794871794872,0.464349376114082,0.12876254180602006,0.7614150555327026,0.326068376068376,9.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,task_init,0.2,seen,560,12,548,12,41,1.0,0.07481751824817519,0.22641509433962265,0.9625912408759124,0.41111111111111104,10.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,task_init,0.2,unseen,1200,78,1122,78,640,1.0,0.5704099821746881,0.10863509749303621,0.714795008912656,0.30384615384615377,9.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,episode,0.01,seen,560,12,548,10,3,0.8333333333333334,0.005474452554744526,0.7692307692307693,0.9139294403892945,0.5444444444444444,12.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,episode,0.01,unseen,1200,78,1122,78,351,1.0,0.31283422459893045,0.18181818181818182,0.8435828877005348,0.3850427350427351,10.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,episode,0.03,seen,560,12,548,10,11,0.8333333333333334,0.020072992700729927,0.47619047619047616,0.9066301703163018,0.5277777777777778,12.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,episode,0.03,unseen,1200,78,1122,78,351,1.0,0.31283422459893045,0.18181818181818182,0.8435828877005348,0.36367521367521366,10.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,episode,0.05,seen,560,12,548,10,23,0.8333333333333334,0.041970802919708027,0.30303030303030304,0.8956812652068127,0.5166666666666667,11.5
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,episode,0.05,unseen,1200,78,1122,78,358,1.0,0.31907308377896615,0.17889908256880735,0.8404634581105169,0.34957264957264955,9.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,episode,0.1,seen,560,12,548,12,41,1.0,0.07481751824817519,0.22641509433962265,0.9625912408759124,0.42777777777777776,11.5
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,episode,0.1,unseen,1200,78,1122,78,433,1.0,0.3859180035650624,0.15264187866927592,0.8070409982174688,0.33076923076923076,9.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,episode,0.15,seen,560,12,548,12,63,1.0,0.11496350364963503,0.16,0.9425182481751825,0.3888888888888889,10.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,episode,0.15,unseen,1200,78,1122,78,634,1.0,0.5650623885918004,0.10955056179775281,0.7174688057040999,0.3021367521367521,8.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,episode,0.2,seen,560,12,548,12,84,1.0,0.15328467153284672,0.125,0.9233576642335767,0.38333333333333336,9.5
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,episode,0.2,unseen,1200,78,1122,78,814,1.0,0.7254901960784313,0.08744394618834081,0.6372549019607843,0.2811965811965812,8.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,task_init,0.01,seen,560,12,548,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,task_init,0.01,unseen,1200,78,1122,0,0,0.0,0.0,,0.5,1.0,
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,task_init,0.03,seen,560,12,548,10,3,0.8333333333333334,0.005474452554744526,0.7692307692307693,0.9139294403892945,0.5527777777777777,13.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,task_init,0.03,unseen,1200,78,1122,77,351,0.9871794871794872,0.31283422459893045,0.17990654205607476,0.8371726312902784,0.39487179487179486,10.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,task_init,0.05,seen,560,12,548,10,3,0.8333333333333334,0.005474452554744526,0.7692307692307693,0.9139294403892945,0.5527777777777777,13.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,task_init,0.05,unseen,1200,78,1122,77,351,0.9871794871794872,0.31283422459893045,0.17990654205607476,0.8371726312902784,0.394017094017094,10.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,task_init,0.1,seen,560,12,548,10,12,0.8333333333333334,0.021897810218978103,0.45454545454545453,0.9057177615571776,0.5222222222222223,11.5
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,task_init,0.1,unseen,1200,78,1122,78,351,1.0,0.31283422459893045,0.18181818181818182,0.8435828877005348,0.36367521367521366,10.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,task_init,0.15,seen,560,12,548,10,20,0.8333333333333334,0.0364963503649635,0.3333333333333333,0.898418491484185,0.5194444444444445,11.5
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,task_init,0.15,unseen,1200,78,1122,78,354,1.0,0.3155080213903743,0.18055555555555555,0.8422459893048129,0.3542735042735043,10.0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,task_init,0.2,seen,560,12,548,12,41,1.0,0.07481751824817519,0.22641509433962265,0.9625912408759124,0.42777777777777776,11.5
