suite,task,episode,run_id,failure,first_alarm,threshold
libero_goal,libero_goal/put_the_bowl_on_the_stove,175,right-50x8b-20260903,False,-1,2.8803558349609375
libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,73,right-50x8b-20260903,True,23,2.8803558349609375
libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,392,right-50x8b-20260903,False,-1,3.035914897918701
libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,38,right-50x8b-20260903,True,32,3.035914897918701
libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,345,right-50x8b-20260903,False,-1,2.891956329345703
libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,164,right-50x8b-20260903,True,21,2.891956329345703
libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,306,right-50x8b-20260903,False,-1,2.1019480228424072
libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,340,right-50x8b-20260903,True,14,2.1019480228424072
