fold,suite,seed,reference_cap,method,view,scope,episodes,failures,auc,ap,task_macro_auc,within_init_macro_auc,scorable_fraction,mixed_tasks
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,full,seen,560,12,0.9990875912408759,0.9685457516339868,1.0,1.0,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,full,unseen,1200,78,0.9897961515608574,0.9382898668358283,0.9907286702278805,0.9944444444444445,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,common_horizon,seen,560,12,0.9048053527980535,0.5421164378109641,0.8181997034845137,0.5571428571428572,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,common_horizon,unseen,1200,78,0.5235728323963618,0.06903788338097046,0.4813276409708401,0.4845918367346938,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,q0,seen,560,12,0.8844282238442822,0.21743665226209938,0.8026994249304376,0.34603174603174597,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,q0,unseen,1200,78,0.41277023629964804,0.05823217639824702,0.46743540752995055,0.4503193499622071,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,q4,seen,560,12,0.8400243309002433,0.18470866675952516,0.8374141315201441,0.36666666666666664,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,q4,unseen,1200,78,0.37558846382375793,0.049898686104725115,0.48134762515307905,0.4376209372637944,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,q9,seen,316,12,0.9139254385964912,0.8447418173224625,0.8667369901547116,0.6428571428571428,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,q9,unseen,469,78,0.6395173453996983,0.4027321069010845,0.7158112015976051,0.8418386243386243,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,q14,seen,43,12,0.9354838709677419,0.9444444444444445,0.23529411764705882,0.5714285714285714,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,q14,unseen,428,78,0.6764835164835165,0.4516867095243706,0.5511358316010263,0.7730753968253968,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,q19,seen,23,12,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,q19,unseen,127,78,0.9285714285714286,0.9546280260287978,0.8310866013071896,0.8541666666666667,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,q29,seen,12,12,,1.0,,,1.0,0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__current,q29,unseen,79,78,1.0,0.9999999999999998,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,full,seen,560,12,0.8856447688564477,0.3195199855954327,0.8142434364744492,0.5238095238095237,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,full,unseen,1200,78,0.41277023629964804,0.05823217639824702,0.46743540752995055,0.4503193499622071,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,common_horizon,seen,560,12,0.8844282238442822,0.21743665226209938,0.8026994249304376,0.34603174603174597,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,common_horizon,unseen,1200,78,0.41277023629964804,0.05823217639824702,0.46743540752995055,0.4503193499622071,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,q0,seen,560,12,0.8844282238442822,0.21743665226209938,0.8026994249304376,0.34603174603174597,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,q0,unseen,1200,78,0.41277023629964804,0.05823217639824702,0.46743540752995055,0.4503193499622071,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,q4,seen,560,12,0.8844282238442822,0.21743665226209938,0.8026994249304376,0.34603174603174597,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,q4,unseen,1200,78,0.41277023629964804,0.05823217639824702,0.46743540752995055,0.4503193499622071,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,q9,seen,316,12,0.9290021929824561,0.44807647007897483,0.7922526957337084,0.14285714285714285,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,q9,unseen,469,78,0.5633484162895928,0.2355667929847556,0.4739643879387274,0.30776455026455024,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,q14,seen,43,12,0.9301075268817204,0.9126984126984128,0.7058823529411765,0.2857142857142857,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,q14,unseen,428,78,0.5864468864468865,0.277338356321981,0.4833043054853269,0.4616468253968254,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,q19,seen,23,12,0.9621212121212122,0.9705128205128207,0.8181818181818182,0.3333333333333333,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,q19,unseen,127,78,0.5240711669283098,0.7041656696948653,0.4542483660130719,0.5,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,q29,seen,12,12,,1.0,,,1.0,0
libero_goal_20260907,libero_goal,20260907,4096,load_contrast__cumsum,q29,unseen,79,78,0.5,0.9913533815383442,0.43137254901960786,0.25,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,full,seen,560,12,0.9946776155717761,0.7783991008991009,0.9994212962962963,0.9761904761904763,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,full,unseen,1200,78,0.9427304721422368,0.6749044045780421,0.9290325573431283,0.9073809523809525,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,common_horizon,seen,560,12,0.46882603406326034,0.037463663284881016,0.5081765325040641,0.2888888888888889,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,common_horizon,unseen,1200,78,0.5452260158142511,0.08452158696512767,0.4300146577100754,0.40178571428571425,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,q0,seen,560,12,0.49482968369829683,0.02359465710486832,0.5491758300302604,0.6253968253968254,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,q0,unseen,1200,78,0.4350404497463321,0.06432447175682823,0.42232749953229565,0.42055555555555557,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,q4,seen,560,12,0.46456812652068125,0.04731944733710172,0.5496234382705901,0.5746031746031747,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,q4,unseen,1200,78,0.49159010923716806,0.0800487921761798,0.5218314886689378,0.5133106575963718,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,q9,seen,316,12,0.7184758771929824,0.21255779967494418,0.65856774496015,0.07142857142857142,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,q9,unseen,469,78,0.5666601088595974,0.24944377090287073,0.4901024402119969,0.48958994708994713,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,q14,seen,43,12,0.8252688172043011,0.8211182336182337,0.8235294117647058,0.7142857142857143,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,q14,unseen,428,78,0.4868864468864469,0.22746882401646687,0.3553898159072607,0.18234126984126983,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,q19,seen,23,12,0.9848484848484849,0.9866452991452993,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,q19,unseen,127,78,0.6930926216640503,0.791748900032923,0.5008169934640523,0.2708333333333333,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,q29,seen,12,12,,1.0,,,1.0,0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__current,q29,unseen,79,78,0.7564102564102564,0.9964986042821307,0.7843137254901961,0.75,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,full,seen,560,12,0.49482968369829683,0.02359465710486832,0.5491758300302604,0.6253968253968254,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,full,unseen,1200,78,0.4350404497463321,0.06432447175682823,0.42232749953229565,0.42055555555555557,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,common_horizon,seen,560,12,0.49482968369829683,0.02359465710486832,0.5491758300302604,0.6253968253968254,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,common_horizon,unseen,1200,78,0.4350404497463321,0.06432447175682823,0.42232749953229565,0.42055555555555557,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,q0,seen,560,12,0.49482968369829683,0.02359465710486832,0.5491758300302604,0.6253968253968254,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,q0,unseen,1200,78,0.4350404497463321,0.06432447175682823,0.42232749953229565,0.42055555555555557,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,q4,seen,560,12,0.49482968369829683,0.02359465710486832,0.5491758300302604,0.6253968253968254,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,q4,unseen,1200,78,0.4350404497463321,0.06432447175682823,0.42232749953229565,0.42055555555555557,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,q9,seen,316,12,0.5019188596491229,0.04284831905430095,0.6504805438349742,0.6428571428571428,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,q9,unseen,469,78,0.42822480162633614,0.1614529394313613,0.6265787746365581,0.35402116402116396,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,q14,seen,43,12,0.5188172043010753,0.34045016214371054,0.8235294117647058,0.7142857142857143,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,q14,unseen,428,78,0.42864468864468863,0.1750277551606559,0.7027407906811244,0.531031746031746,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,q19,seen,23,12,0.5151515151515151,0.6983619979901445,0.8181818181818182,0.6666666666666666,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,q19,unseen,127,78,0.5005232862375719,0.6299292106252257,0.7348856209150327,0.5833333333333333,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,q29,seen,12,12,,1.0,,,1.0,0
libero_goal_20260907,libero_goal,20260907,4096,stats_contrast__cumsum,q29,unseen,79,78,0.6153846153846154,0.9939259751203062,0.6862745098039216,0.5,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,full,seen,560,12,0.9980231143552312,0.8874308561808562,0.9988425925925926,0.9523809523809524,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,full,unseen,1200,78,0.9798436857260386,0.7997560075373873,0.9826738006811676,0.9683862433862434,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,common_horizon,seen,560,12,0.5617396593673966,0.02976834129756929,0.6635707968777589,0.16666666666666666,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,common_horizon,unseen,1200,78,0.6648270030622971,0.16255806310073423,0.5704807814762863,0.4718121693121693,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,q0,seen,560,12,0.5,0.02142857142857143,0.5,0.5,0.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,q0,unseen,1200,78,0.5,0.065,0.5,0.5,0.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,q4,seen,560,12,0.5,0.02142857142857143,0.5,0.5,0.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,q4,unseen,1200,78,0.5,0.065,0.5,0.5,0.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,q9,seen,316,12,0.7527412280701754,0.3581319231647991,0.7853316924519457,0.21428571428571427,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,q9,unseen,469,78,0.5104269132402125,0.2093203342582704,0.6244544812435034,0.2962962962962963,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,q14,seen,43,12,0.9139784946236559,0.8729797979797981,0.5294117647058824,0.14285714285714285,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,q14,unseen,428,78,0.6002197802197802,0.3174275532489683,0.2773470419686499,0.22206349206349207,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,q19,seen,23,12,1.0,1.0,1.0,1.0,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,q19,unseen,127,78,0.6350078492935636,0.7172853699464602,0.3000408496732026,0.3333333333333333,1.0,2
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,q29,seen,12,12,,1.0,,,1.0,0
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__current,q29,unseen,79,78,0.44871794871794873,0.9900202553570396,0.49019607843137253,0.5,1.0,1
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,full,seen,560,12,0.6326034063260341,0.2732710744654072,0.8151298054383499,0.49999999999999994,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,full,unseen,1200,78,0.5343251519722108,0.09624635629004583,0.5810790708251711,0.4148148148148148,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,common_horizon,seen,560,12,0.6072080291970803,0.0338952553495653,0.6636146539231983,0.16666666666666666,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,common_horizon,unseen,1200,78,0.5293660587778235,0.07929426457092621,0.5797130384828014,0.41203703703703703,1.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,q0,seen,560,12,0.5,0.02142857142857143,0.5,0.5,0.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,q0,unseen,1200,78,0.5,0.065,0.5,0.5,0.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,q4,seen,560,12,0.5,0.02142857142857143,0.5,0.5,0.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,q4,unseen,1200,78,0.5,0.065,0.5,0.5,0.0,3
libero_goal_20260907,libero_goal,20260907,4096,history_contrast__cumsum,q9,seen,316,12,0.6419956140350878,0.08064056417756368,0.5960325832161275,0.14285714285714285,1.0,3
