suite,query,failure,observations,median,q25,q75
libero_goal,0,False,0,,,
libero_goal,1,False,0,,,
libero_goal,2,False,0,,,
libero_goal,3,False,0,,,
libero_goal,4,False,0,,,
libero_goal,5,False,0,,,
libero_goal,6,False,1122,-0.06337783858180046,-0.211601123213768,0.17547544091939926
libero_goal,7,False,1111,-0.08831089735031128,-0.3071759194135666,0.13444919884204865
libero_goal,8,False,742,-0.1294439658522606,-0.36563684046268463,0.16588658839464188
libero_goal,9,False,391,0.28911635279655457,0.054351476952433586,0.6234790980815887
libero_goal,10,False,350,0.45971250534057617,0.03198004001751542,0.7773008197546005
libero_goal,11,False,350,0.06666766107082367,-0.27478567510843277,0.3445587828755379
libero_goal,12,False,350,0.0627913624048233,-0.2807120382785797,0.39777282625436783
libero_goal,13,False,350,0.07553699985146523,-0.2564273551106453,0.4982278123497963
libero_goal,14,False,350,-0.0415959358215332,-0.34912922978401184,0.39915183931589127
libero_goal,15,False,350,-0.12369982525706291,-0.4683960825204849,0.3333141878247261
libero_goal,16,False,350,-0.14802104234695435,-0.5142049342393875,0.22496895492076874
libero_goal,17,False,329,-0.15027958154678345,-0.5094808340072632,0.18455511331558228
libero_goal,18,False,185,0.12132779508829117,-0.3068149983882904,0.5965903401374817
libero_goal,19,False,49,0.11909138411283493,-0.23399844765663147,0.481658399105072
libero_goal,20,False,6,0.8607673048973083,0.665407657623291,1.2698023617267609
libero_goal,21,False,5,0.9775410890579224,0.9665617346763611,1.458041787147522
libero_goal,22,False,5,1.1475881338119507,1.0717874765396118,1.610638976097107
libero_goal,23,False,5,1.4242056608200073,1.1766390800476074,1.7499111890792847
libero_goal,24,False,4,,,
libero_goal,25,False,2,,,
libero_goal,26,False,1,,,
libero_goal,27,False,1,,,
libero_goal,28,False,1,,,
libero_goal,29,False,1,,,
libero_goal,30,False,0,,,
libero_goal,31,False,0,,,
libero_goal,32,False,0,,,
libero_goal,33,False,0,,,
libero_goal,34,False,0,,,
