corpus,event,lead,axis,event_mean_auc_high,events
grid50x8,loop,-8,flow|action_relation|gap_initial,0.4804950228679042,354
grid50x8,loop,-8,flow|action_relation|gap_terminal,0.5293919827818133,354
grid50x8,loop,-8,flow|action_relation|gap_log_ratio,0.5374831853645413,354
grid50x8,loop,-8,flow|action_relation|gap_path,0.5699488835082055,354
grid50x8,loop,-8,flow|action_relation|gap_endpoint,0.533985741189131,354
grid50x8,loop,-8,flow|action_relation|gap_efficiency,0.4335687382297552,354
grid50x8,loop,-8,flow|action_relation|gap_curvature,0.6138418079096045,354
grid50x8,loop,-8,flow|action_relation|gap_settling_log_ratio,0.5612658057573312,354
grid50x8,loop,-8,flow|action_relation|front_path,0.5990718321226796,354
grid50x8,loop,-8,flow|action_relation|back_path,0.5814433683077751,354
grid50x8,loop,-8,flow|action_relation|back_front_path_log_ratio,0.5121737960721011,354
grid50x8,loop,-8,flow|action_relation|back_front_early_log_ratio,0.526257734732311,354
grid50x8,loop,-8,flow|action_relation|back_front_late_log_ratio,0.49447134786117836,354
grid50x8,loop,-8,flow|action_relation|velocity_alignment_mean,0.5604923325262309,354
grid50x8,loop,-8,flow|action_relation|velocity_alignment_early,0.53469868173258,354
grid50x8,loop,-8,flow|action_relation|velocity_alignment_late,0.5075733118106,354
grid50x8,loop,-8,flow|action_relation|velocity_opposition_fraction,0.4720675275760021,354
grid50x8,loop,-8,flow|action_relation|mixed_velocity,0.5699488835082055,354
grid50x8,loop,-8,flow|action_relation|front_time_center,0.56651869787463,354
grid50x8,loop,-8,flow|action_relation|back_time_center,0.49033494753833734,354
grid50x8,loop,-8,flow|action_relation|handoff_delay,0.44014662362119994,354
grid50x8,loop,-8,flow|action_relation|initial_alignment,0.49653282216841543,354
grid50x8,loop,-8,flow|action_relation|terminal_alignment,0.46552327145547484,354
grid50x8,loop,-8,flow|action_relation|alignment_change,0.47671845574387944,354
grid50x8,loop,-8,flow|action_relation|front_terminal_norm,0.4043112725316115,354
grid50x8,loop,-8,flow|action_relation|back_terminal_norm,0.45147296206618237,354
grid50x8,loop,-8,flow|action_relation|terminal_norm_log_ratio,0.507028517621738,354
grid50x8,loop,-8,flow|action_relation|front_settling_log_ratio,0.5703860640301319,354
grid50x8,loop,-8,flow|action_relation|back_settling_log_ratio,0.48929244013989776,354
grid50x8,loop,-8,flow|action_relation|settling_difference,0.44755851493139626,354
grid50x8,loop,-8,flow|action_relation|lag_alignment_m2,0.549078557976863,354
grid50x8,loop,-8,flow|action_relation|lag_alignment_m1,0.5620392789884315,354
grid50x8,loop,-8,flow|action_relation|lag_alignment_p1,0.551957223567393,354
grid50x8,loop,-8,flow|action_relation|lag_alignment_p2,0.5484396018294323,354
grid50x8,loop,-8,flow|action_shape|gap_initial,0.49494215765402205,354
grid50x8,loop,-8,flow|action_shape|gap_terminal,0.5397699757869249,354
grid50x8,loop,-8,flow|action_shape|gap_log_ratio,0.5396152811407049,354
grid50x8,loop,-8,flow|action_shape|gap_path,0.5823849878934625,354
grid50x8,loop,-8,flow|action_shape|gap_endpoint,0.5620191014258811,354
grid50x8,loop,-8,flow|action_shape|gap_efficiency,0.45578423459779394,354
grid50x8,loop,-8,flow|action_shape|gap_curvature,0.6139225181598063,354
grid50x8,loop,-8,flow|action_shape|gap_settling_log_ratio,0.5857075598601023,354
grid50x8,loop,-8,flow|action_shape|front_path,0.5909739036857681,354
grid50x8,loop,-8,flow|action_shape|back_path,0.5739238633306429,354
grid50x8,loop,-8,flow|action_shape|back_front_path_log_ratio,0.516727199354318,354
grid50x8,loop,-8,flow|action_shape|back_front_early_log_ratio,0.5126715092816787,354
grid50x8,loop,-8,flow|action_shape|back_front_late_log_ratio,0.4934422921711058,354
grid50x8,loop,-8,flow|action_shape|velocity_alignment_mean,0.5272666128598332,354
grid50x8,loop,-8,flow|action_shape|velocity_alignment_early,0.5268596986817325,354
grid50x8,loop,-8,flow|action_shape|velocity_alignment_late,0.48210250201775623,354
grid50x8,loop,-8,flow|action_shape|velocity_opposition_fraction,0.5183044121603444,354
grid50x8,loop,-8,flow|action_shape|mixed_velocity,0.5823849878934625,354
grid50x8,loop,-8,flow|action_shape|front_time_center,0.5774683884853377,354
grid50x8,loop,-8,flow|action_shape|back_time_center,0.5053739574926016,354
grid50x8,loop,-8,flow|action_shape|handoff_delay,0.454862792574657,354
grid50x8,loop,-8,flow|action_shape|initial_alignment,0.49346246973365626,354
grid50x8,loop,-8,flow|action_shape|terminal_alignment,0.4717783158461124,354
grid50x8,loop,-8,flow|action_shape|alignment_change,0.4925948345439871,354
grid50x8,loop,-8,flow|action_shape|front_terminal_norm,0.5866895345708905,354
grid50x8,loop,-8,flow|action_shape|back_terminal_norm,0.5255918751681464,354
grid50x8,loop,-8,flow|action_shape|terminal_norm_log_ratio,0.472861178369653,354
grid50x8,loop,-8,flow|action_shape|front_settling_log_ratio,0.5710115684691957,354
grid50x8,loop,-8,flow|action_shape|back_settling_log_ratio,0.5175141242937853,354
grid50x8,loop,-8,flow|action_shape|settling_difference,0.4579566854990584,354
grid50x8,loop,-8,flow|action_shape|lag_alignment_m2,0.5449892386333064,354
grid50x8,loop,-8,flow|action_shape|lag_alignment_m1,0.5365079365079365,354
grid50x8,loop,-8,flow|action_shape|lag_alignment_p1,0.5230158730158729,354
grid50x8,loop,-8,flow|action_shape|lag_alignment_p2,0.49545332257196656,354
grid50x8,loop,-8,flow|action_conditional|gap_initial,0.5657654022060802,354
grid50x8,loop,-8,flow|action_conditional|gap_terminal,0.561850955071294,354
grid50x8,loop,-8,flow|action_conditional|gap_log_ratio,0.49669087974172715,354
grid50x8,loop,-8,flow|action_conditional|gap_path,0.605353779930051,354
grid50x8,loop,-8,flow|action_conditional|gap_endpoint,0.498210922787194,354
grid50x8,loop,-8,flow|action_conditional|gap_efficiency,0.43631288673661556,354
grid50x8,loop,-8,flow|action_conditional|gap_curvature,0.5696798493408664,354
grid50x8,loop,-8,flow|action_conditional|gap_settling_log_ratio,0.5398641377454937,354
grid50x8,loop,-8,flow|action_conditional|front_path,0.5935095507129405,354
grid50x8,loop,-8,flow|action_conditional|back_path,0.5527710519235942,354
grid50x8,loop,-8,flow|action_conditional|back_front_path_log_ratio,0.5177158999192898,354
grid50x8,loop,-8,flow|action_conditional|back_front_early_log_ratio,0.5212469733656174,354
grid50x8,loop,-8,flow|action_conditional|back_front_late_log_ratio,0.5087839655636265,354
grid50x8,loop,-8,flow|action_conditional|velocity_alignment_mean,0.4738767823513586,354
grid50x8,loop,-8,flow|action_conditional|velocity_alignment_early,0.47032553134248045,354
grid50x8,loop,-8,flow|action_conditional|velocity_alignment_late,0.5267419962335217,354
grid50x8,loop,-8,flow|action_conditional|velocity_opposition_fraction,0.5115852838310465,354
grid50x8,loop,-8,flow|action_conditional|mixed_velocity,0.605353779930051,354
grid50x8,loop,-8,flow|action_conditional|front_time_center,0.5533629270917406,354
grid50x8,loop,-8,flow|action_conditional|back_time_center,0.5268294323379068,354
grid50x8,loop,-8,flow|action_conditional|handoff_delay,0.48412698412698413,354
grid50x8,loop,-8,flow|action_conditional|initial_alignment,0.4891041162227603,354
grid50x8,loop,-8,flow|action_conditional|terminal_alignment,0.5130817863868711,354
grid50x8,loop,-8,flow|action_conditional|alignment_change,0.5072033898305085,354
grid50x8,loop,-8,flow|action_conditional|front_terminal_norm,0.5669087974172721,354
grid50x8,loop,-8,flow|action_conditional|back_terminal_norm,0.529317998385795,354
grid50x8,loop,-8,flow|action_conditional|terminal_norm_log_ratio,0.4569141781006188,354
grid50x8,loop,-8,flow|action_conditional|front_settling_log_ratio,0.5555959106806565,354
grid50x8,loop,-8,flow|action_conditional|back_settling_log_ratio,0.5218993812214152,354
grid50x8,loop,-8,flow|action_conditional|settling_difference,0.5049502286790423,354
grid50x8,loop,-8,flow|action_conditional|lag_alignment_m2,0.4936709712133441,354
grid50x8,loop,-8,flow|action_conditional|lag_alignment_m1,0.5206483723432875,354
grid50x8,loop,-8,flow|action_conditional|lag_alignment_p1,0.5189467312348668,354
grid50x8,loop,-8,flow|action_conditional|lag_alignment_p2,0.4945520581113801,354
grid50x8,loop,-8,flow|action_partial|gap_initial,0.5449757869249395,354
grid50x8,loop,-8,flow|action_partial|gap_terminal,0.5096448748991121,354
grid50x8,loop,-8,flow|action_partial|gap_log_ratio,0.4786117836965295,354
grid50x8,loop,-8,flow|action_partial|gap_path,0.552905569007264,354
grid50x8,loop,-8,flow|action_partial|gap_endpoint,0.5150390099542642,354
grid50x8,loop,-8,flow|action_partial|gap_efficiency,0.444605864944848,354
grid50x8,loop,-8,flow|action_partial|gap_curvature,0.5644538606403013,354
grid50x8,loop,-8,flow|action_partial|gap_settling_log_ratio,0.5081719128329297,354
grid50x8,loop,-8,flow|action_partial|front_path,0.5449488835082055,354
grid50x8,loop,-8,flow|action_partial|back_path,0.5450295937584073,354
grid50x8,loop,-8,flow|action_partial|back_front_path_log_ratio,0.4950968523002422,354
grid50x8,loop,-8,flow|action_partial|back_front_early_log_ratio,0.5267285445251547,354
grid50x8,loop,-8,flow|action_partial|back_front_late_log_ratio,0.4773271455474845,354
grid50x8,loop,-8,flow|action_partial|velocity_alignment_mean,0.5390839386602099,354
grid50x8,loop,-8,flow|action_partial|velocity_alignment_early,0.5358017218186709,354
grid50x8,loop,-8,flow|action_partial|velocity_alignment_late,0.5212940543449018,354
grid50x8,loop,-8,flow|action_partial|velocity_opposition_fraction,0.4516142050040355,354
grid50x8,loop,-8,flow|action_partial|mixed_velocity,0.552905569007264,354
grid50x8,loop,-8,flow|action_partial|front_time_center,0.5585552865213883,354
grid50x8,loop,-8,flow|action_partial|back_time_center,0.46235539413505516,354
grid50x8,loop,-8,flow|action_partial|handoff_delay,0.439574926015604,354
grid50x8,loop,-8,flow|action_partial|initial_alignment,0.459167339252085,354
grid50x8,loop,-8,flow|action_partial|terminal_alignment,0.49301183750336297,354
grid50x8,loop,-8,flow|action_partial|alignment_change,0.5135794995964488,354
grid50x8,loop,-8,flow|action_partial|front_terminal_norm,0.48999192897497984,354
grid50x8,loop,-8,flow|action_partial|back_terminal_norm,0.4690072639225181,354
grid50x8,loop,-8,flow|action_partial|terminal_norm_log_ratio,0.4678369652945924,354
grid50x8,loop,-8,flow|action_partial|front_settling_log_ratio,0.569047619047619,354
grid50x8,loop,-8,flow|action_partial|back_settling_log_ratio,0.4768361581920904,354
grid50x8,loop,-8,flow|action_partial|settling_difference,0.4475719666397633,354
grid50x8,loop,-8,flow|action_partial|lag_alignment_m2,0.5460519235942964,354
grid50x8,loop,-8,flow|action_partial|lag_alignment_m1,0.5478275490987354,354
grid50x8,loop,-8,flow|action_partial|lag_alignment_p1,0.5451573849878935,354
grid50x8,loop,-8,flow|action_partial|lag_alignment_p2,0.5446596717783158,354
grid50x8,loop,-8,flow|state_relation|gap_initial,0.558817594834544,354
grid50x8,loop,-8,flow|state_relation|gap_terminal,0.5577952649986548,354
grid50x8,loop,-8,flow|state_relation|gap_log_ratio,0.5062348668280872,354
grid50x8,loop,-8,flow|state_relation|gap_path,0.5960384718859296,354
grid50x8,loop,-8,flow|state_relation|gap_endpoint,0.5141041162227603,354
grid50x8,loop,-8,flow|state_relation|gap_efficiency,0.44624024751143393,354
grid50x8,loop,-8,flow|state_relation|gap_curvature,0.5737826203927898,354
grid50x8,loop,-8,flow|state_relation|gap_settling_log_ratio,0.5340260963142318,354
grid50x8,loop,-8,flow|state_relation|front_path,0.5837234328759752,354
grid50x8,loop,-8,flow|state_relation|back_path,0.5541498520312079,354
grid50x8,loop,-8,flow|state_relation|back_front_path_log_ratio,0.5093220338983051,354
grid50x8,loop,-8,flow|state_relation|back_front_early_log_ratio,0.5070890503093893,354
grid50x8,loop,-8,flow|state_relation|back_front_late_log_ratio,0.5054344901802528,354
grid50x8,loop,-8,flow|state_relation|velocity_alignment_mean,0.4926150121065376,354
grid50x8,loop,-8,flow|state_relation|velocity_alignment_early,0.491377454936777,354
grid50x8,loop,-8,flow|state_relation|velocity_alignment_late,0.5119989238633307,354
grid50x8,loop,-8,flow|state_relation|velocity_opposition_fraction,0.49886669357008334,354
grid50x8,loop,-8,flow|state_relation|mixed_velocity,0.5960384718859296,354
grid50x8,loop,-8,flow|state_relation|front_time_center,0.5521589991928976,354
grid50x8,loop,-8,flow|state_relation|back_time_center,0.5088175948345439,354
grid50x8,loop,-8,flow|state_relation|handoff_delay,0.4835552865213882,354
grid50x8,loop,-8,flow|state_relation|initial_alignment,0.4545937584073177,354
grid50x8,loop,-8,flow|state_relation|terminal_alignment,0.45468792036588646,354
grid50x8,loop,-8,flow|state_relation|alignment_change,0.4741794457896153,354
grid50x8,loop,-8,flow|state_relation|front_terminal_norm,0.42171778315846115,354
grid50x8,loop,-8,flow|state_relation|back_terminal_norm,0.46707694377185904,354
grid50x8,loop,-8,flow|state_relation|terminal_norm_log_ratio,0.5658595641646489,354
grid50x8,loop,-8,flow|state_relation|front_settling_log_ratio,0.5469868173258003,354
grid50x8,loop,-8,flow|state_relation|back_settling_log_ratio,0.5171307506053269,354
grid50x8,loop,-8,flow|state_relation|settling_difference,0.5104317998385794,354
grid50x8,loop,-8,flow|state_relation|lag_alignment_m2,0.5130347054075868,354
grid50x8,loop,-8,flow|state_relation|lag_alignment_m1,0.5310936238902341,354
grid50x8,loop,-8,flow|state_relation|lag_alignment_p1,0.5231436642453591,354
grid50x8,loop,-8,flow|state_relation|lag_alignment_p2,0.5198547215496369,354
grid50x8,loop,-8,flow|state_shape|gap_initial,0.511709712133441,354
grid50x8,loop,-8,flow|state_shape|gap_terminal,0.5469195587839656,354
grid50x8,loop,-8,flow|state_shape|gap_log_ratio,0.5310734463276836,354
grid50x8,loop,-8,flow|state_shape|gap_path,0.5799502286790422,354
grid50x8,loop,-8,flow|state_shape|gap_endpoint,0.5242937853107345,354
grid50x8,loop,-8,flow|state_shape|gap_efficiency,0.4643529728275491,354
grid50x8,loop,-8,flow|state_shape|gap_curvature,0.5817325800376648,354
grid50x8,loop,-8,flow|state_shape|gap_settling_log_ratio,0.5475854183481301,354
grid50x8,loop,-8,flow|state_shape|front_path,0.5784907183212268,354
grid50x8,loop,-8,flow|state_shape|back_path,0.5662025827280064,354
grid50x8,loop,-8,flow|state_shape|back_front_path_log_ratio,0.49184153887543713,354
grid50x8,loop,-8,flow|state_shape|back_front_early_log_ratio,0.48527710519235945,354
grid50x8,loop,-8,flow|state_shape|back_front_late_log_ratio,0.4907384987893462,354
grid50x8,loop,-8,flow|state_shape|velocity_alignment_mean,0.503618509550713,354
grid50x8,loop,-8,flow|state_shape|velocity_alignment_early,0.5318872746838849,354
grid50x8,loop,-8,flow|state_shape|velocity_alignment_late,0.5056228140973904,354
grid50x8,loop,-8,flow|state_shape|velocity_opposition_fraction,0.5085351089588378,354
grid50x8,loop,-8,flow|state_shape|mixed_velocity,0.5799502286790422,354
grid50x8,loop,-8,flow|state_shape|front_time_center,0.5226190476190476,354
grid50x8,loop,-8,flow|state_shape|back_time_center,0.5023607748184019,354
grid50x8,loop,-8,flow|state_shape|handoff_delay,0.5040691417810063,354
grid50x8,loop,-8,flow|state_shape|initial_alignment,0.4941216034436373,354
grid50x8,loop,-8,flow|state_shape|terminal_alignment,0.48302394404089316,354
grid50x8,loop,-8,flow|state_shape|alignment_change,0.5013922518159806,354
grid50x8,loop,-8,flow|state_shape|front_terminal_norm,0.5591135324186172,354
grid50x8,loop,-8,flow|state_shape|back_terminal_norm,0.5324791498520312,354
grid50x8,loop,-8,flow|state_shape|terminal_norm_log_ratio,0.511319612590799,354
grid50x8,loop,-8,flow|state_shape|front_settling_log_ratio,0.5296341135324186,354
grid50x8,loop,-8,flow|state_shape|back_settling_log_ratio,0.5065577078288942,354
grid50x8,loop,-8,flow|state_shape|settling_difference,0.516935700834006,354
grid50x8,loop,-8,flow|state_shape|lag_alignment_m2,0.5027912294861447,354
grid50x8,loop,-8,flow|state_shape|lag_alignment_m1,0.49740382028517616,354
grid50x8,loop,-8,flow|state_shape|lag_alignment_p1,0.48190745224643533,354
grid50x8,loop,-8,flow|state_shape|lag_alignment_p2,0.4782485875706215,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|source_path,0.6038539144471349,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|target_path,0.5739238633306429,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|target_source_path_log_ratio,0.5421105730427764,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|target_source_early_log_ratio,0.5348062953995157,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|target_source_late_log_ratio,0.5406577885391446,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|source_settling_log_ratio,0.5505851493139629,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|target_settling_log_ratio,0.5175141242937853,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|settling_difference,0.49878262039278987,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|source_time_center,0.5501076136669357,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|target_time_center,0.5053739574926016,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|handoff_delay,0.47913640032284105,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|speed_correlation,0.48913101963949424,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|speed_lag_correlation_m2,0.5518697874630079,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|speed_lag_correlation_m1,0.5004640839386602,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|speed_lag_correlation_p1,0.537953995157385,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|speed_lag_correlation_p2,0.5358689803605058,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|source_roughness,0.4228679042238364,354
grid50x8,loop,-8,channel|front_edge_to_back_action_shape|target_roughness,0.53923863330643,354
