corpus,event,lead,score,score_type,event_mean_auc,bootstrap_95_low,bootstrap_95_high,events
grid50x8,loop,-4,loop_equal_fusion,fixed_train_free,0.5902840434419382,0.5454014202172097,0.6365087719298245,285
grid50x8,loop,-2,loop_equal_fusion,fixed_train_free,0.6607181889149103,0.6159484777517565,0.7060218579234973,305
grid50x8,loop,0,loop_equal_fusion,fixed_train_free,0.7592471495640509,0.7173866113346747,0.8011005617035546,284
grid50x8,loop,-8,loop_transfer_overcorrection,fixed_train_free,0.5632667914327303,0.5119084009149512,0.6149417758369723,229
grid50x8,loop,-6,loop_transfer_overcorrection,fixed_train_free,0.5334173669467787,0.483796685340803,0.5805137721755369,255
grid50x8,loop,-4,loop_transfer_overcorrection,fixed_train_free,0.5760818713450293,0.5286622807017544,0.6247890559732664,285
grid50x8,loop,-2,loop_transfer_overcorrection,fixed_train_free,0.647135050741608,0.601404957064793,0.6911252927400469,305
grid50x8,loop,0,loop_transfer_overcorrection,fixed_train_free,0.6821260898725687,0.634230172702884,0.7279210680751173,284
grid50x8,static,-8,static_baseline,fixed_train_free,0.6973316912972085,0.6258595032840722,0.7674887110016421,116
grid50x8,static,-6,static_baseline,fixed_train_free,0.8605844155844157,0.8002813852813854,0.9131839826839826,110
grid50x8,static,-4,static_baseline,fixed_train_free,0.9495192307692307,0.9102564102564101,0.9831730769230769,104
grid50x8,static,-2,static_baseline,fixed_train_free,0.9833333333333333,0.96,1.0,100
grid50x8,static,0,static_baseline,fixed_train_free,0.9655797101449276,0.9275362318840579,0.9945652173913043,92
grid50x8,static,-8,static_conditional_arrest,fixed_train_free,0.7347701149425286,0.6613403119868637,0.8042123357963874,116
grid50x8,static,-6,static_conditional_arrest,fixed_train_free,0.7927272727272727,0.7261450216450217,0.8587451298701301,110
grid50x8,static,-4,static_conditional_arrest,fixed_train_free,0.9503205128205129,0.907051282051282,0.9855769230769231,104
grid50x8,static,-2,static_conditional_arrest,fixed_train_free,0.9841666666666667,0.9666666666666667,0.9975,100
grid50x8,static,0,static_conditional_arrest,fixed_train_free,0.9158902691511388,0.861024844720497,0.9619565217391305,92
grid50x8,static,-8,static_conditional_decoupling,fixed_train_free,0.40552134646962235,0.32961001642036125,0.4852283456486042,116
grid50x8,static,-6,static_conditional_decoupling,fixed_train_free,0.2771861471861472,0.21099188311688308,0.3465827922077922,110
grid50x8,static,-4,static_conditional_decoupling,fixed_train_free,0.2860576923076923,0.21680288461538463,0.3645386904761905,104
grid50x8,static,-2,static_conditional_decoupling,fixed_train_free,0.482452380952381,0.4021898809523809,0.5640749999999999,100
grid50x8,static,0,static_conditional_decoupling,fixed_train_free,0.46757246376811595,0.3795283385093167,0.5584918478260869,92
grid50x8,static,-8,static_equal_fusion,fixed_train_free,0.7292282430213464,0.6572213669950739,0.7955290435139571,116
grid50x8,static,-6,static_equal_fusion,fixed_train_free,0.8550432900432902,0.797724025974026,0.9090064935064934,110
grid50x8,static,-4,static_equal_fusion,fixed_train_free,0.953525641025641,0.9118589743589745,0.9871794871794872,104
grid50x8,static,-2,static_equal_fusion,fixed_train_free,0.99,0.975,1.0,100
grid50x8,static,0,static_equal_fusion,fixed_train_free,0.9221014492753624,0.8695652173913043,0.967391304347826,92
grid50x8,static,-8,static_structure_decoupling,fixed_train_free,0.5438013136288998,0.4671798029556651,0.6216353653530376,116
grid50x8,static,-6,static_structure_decoupling,fixed_train_free,0.6435497835497836,0.5658436147186148,0.7207819264069264,110
grid50x8,static,-4,static_structure_decoupling,fixed_train_free,0.6912316849816851,0.6140270146520146,0.7665321657509157,104
grid50x8,static,-2,static_structure_decoupling,fixed_train_free,0.720047619047619,0.6384273809523809,0.7957660714285714,100
grid50x8,static,0,static_structure_decoupling,fixed_train_free,0.7161231884057971,0.630072463768116,0.7961956521739131,92
grid50x8,static,-8,static_transfer_arrest,fixed_train_free,0.7211617405582922,0.6507784277504104,0.7892143883415432,116
grid50x8,static,-6,static_transfer_arrest,fixed_train_free,0.6812337662337662,0.6027137445887446,0.7553685064935066,110
grid50x8,static,-4,static_transfer_arrest,fixed_train_free,0.8032738095238094,0.7313833562271063,0.8688209706959706,104
grid50x8,static,-2,static_transfer_arrest,fixed_train_free,0.8177619047619048,0.7494285714285713,0.8813357142857143,100
grid50x8,static,0,static_transfer_arrest,fixed_train_free,0.8858695652173915,0.8260869565217391,0.9402173913043478,92
main16x32,loop,-8,loop_baseline,fixed_train_free,0.501129232972934,0.4299766445104094,0.569110122757408,98
main16x32,loop,-6,loop_baseline,fixed_train_free,0.4834708671257282,0.42169928053897104,0.5447031607834905,116
main16x32,loop,-4,loop_baseline,fixed_train_free,0.5460482569072376,0.47483013424801856,0.6138956476562447,107
main16x32,loop,-2,loop_baseline,fixed_train_free,0.6216071585517657,0.5536850363900093,0.6851560927608795,103
main16x32,loop,0,loop_baseline,fixed_train_free,0.5983532371606146,0.5262717558075065,0.6677212272285761,103
main16x32,loop,-8,loop_conditional_overcorrection,fixed_train_free,0.42067486253348196,0.3503076543628389,0.49397204747697965,89
main16x32,loop,-6,loop_conditional_overcorrection,fixed_train_free,0.48396939719429755,0.4113663321303091,0.5549521269190987,89
main16x32,loop,-4,loop_conditional_overcorrection,fixed_train_free,0.5241161369740566,0.44653994296901606,0.6015808265975898,89
main16x32,loop,-2,loop_conditional_overcorrection,fixed_train_free,0.5448234799986255,0.4715979173699774,0.6177196203165699,103
main16x32,loop,0,loop_conditional_overcorrection,fixed_train_free,0.5775291116831716,0.5073991723495938,0.6479679814811113,103
main16x32,loop,-8,loop_edge_structure_handoff,fixed_train_free,0.49200804987618674,0.4155135575048306,0.564786515726367,89
main16x32,loop,-6,loop_edge_structure_handoff,fixed_train_free,0.5288672347633836,0.4624231885039776,0.5949981733401128,98
main16x32,loop,-4,loop_edge_structure_handoff,fixed_train_free,0.5118855592463882,0.4442887868937239,0.5806900234568357,107
main16x32,loop,-2,loop_edge_structure_handoff,fixed_train_free,0.6353819646767535,0.5716750750608228,0.6973260467731295,103
main16x32,loop,0,loop_edge_structure_handoff,fixed_train_free,0.5726699006038661,0.5087316683490123,0.6360464731019121,103
main16x32,loop,-8,loop_equal_fusion,fixed_train_free,0.4840344150099996,0.4079420591231506,0.5627738601485375,89
main16x32,loop,-6,loop_equal_fusion,fixed_train_free,0.5184968286046575,0.44956418582256746,0.5900292198203579,89
main16x32,loop,-4,loop_equal_fusion,fixed_train_free,0.5298435571315238,0.4510099876564175,0.6056534822251565,89
main16x32,loop,-2,loop_equal_fusion,fixed_train_free,0.5837486479782468,0.508929351595007,0.6563935919938323,103
main16x32,loop,0,loop_equal_fusion,fixed_train_free,0.6052365190460413,0.5356291088264554,0.6717384604291254,103
main16x32,loop,-8,loop_transfer_overcorrection,fixed_train_free,0.49169731713897513,0.4184880076505563,0.5613001767339061,89
main16x32,loop,-6,loop_transfer_overcorrection,fixed_train_free,0.4930859667630237,0.4198252986727072,0.5632668850629388,89
main16x32,loop,-4,loop_transfer_overcorrection,fixed_train_free,0.5252796210072397,0.4538727731281646,0.5974484297945016,89
main16x32,loop,-2,loop_transfer_overcorrection,fixed_train_free,0.640848108678587,0.5834690863972922,0.6991495031008742,103
main16x32,loop,0,loop_transfer_overcorrection,fixed_train_free,0.5372135889516301,0.46936473005042506,0.6051183851807039,103
main16x32,static,-8,static_baseline,fixed_train_free,0.6745576491140346,0.6195339734583735,0.7285658176316445,126
main16x32,static,-6,static_baseline,fixed_train_free,0.8333803276332011,0.7907149155958683,0.8712208279921744,126
main16x32,static,-4,static_baseline,fixed_train_free,0.9295836516424751,0.9038213719831367,0.9526855860189193,126
main16x32,static,-2,static_baseline,fixed_train_free,0.9835537918871252,0.9755511463844798,0.9908068783068783,126
main16x32,static,0,static_baseline,fixed_train_free,0.9931125706987777,0.9814814814814814,1.0,126
main16x32,static,-8,static_conditional_arrest,fixed_train_free,0.8085693852620729,0.7635297669908215,0.8520377643801984,126
main16x32,static,-6,static_conditional_arrest,fixed_train_free,0.8916007512374506,0.8571602625579432,0.9229134135948587,126
main16x32,static,-4,static_conditional_arrest,fixed_train_free,0.8806607886391524,0.8434994695660686,0.9135072191537709,126
main16x32,static,-2,static_conditional_arrest,fixed_train_free,0.9656875266070669,0.9496381438910174,0.9798850574712643,126
main16x32,static,0,static_conditional_arrest,fixed_train_free,0.9809341361065499,0.9576719576719576,0.9981299033023171,126
main16x32,static,-8,static_conditional_decoupling,fixed_train_free,0.3286773111303674,0.2813481500005631,0.37725814181818534,126
main16x32,static,-6,static_conditional_decoupling,fixed_train_free,0.33187927934438605,0.2796300340422364,0.3847884351915038,126
main16x32,static,-4,static_conditional_decoupling,fixed_train_free,0.30117818298357757,0.25368563666010663,0.3520629601427286,126
main16x32,static,-2,static_conditional_decoupling,fixed_train_free,0.37788767138110324,0.32721359427229707,0.43068189543610325,126
main16x32,static,0,static_conditional_decoupling,fixed_train_free,0.4183411730579218,0.3584258624365357,0.4747999496512428,126
main16x32,static,-8,static_equal_fusion,fixed_train_free,0.8269275440126649,0.7896453918604853,0.8617616293885562,126
main16x32,static,-6,static_equal_fusion,fixed_train_free,0.8808058298206081,0.8471536618827259,0.9135579542393992,126
main16x32,static,-4,static_equal_fusion,fixed_train_free,0.9003348140603041,0.870218053551387,0.9271434819719134,126
main16x32,static,-2,static_equal_fusion,fixed_train_free,0.9686637170832575,0.9533286961016847,0.9820014595876665,126
main16x32,static,0,static_equal_fusion,fixed_train_free,0.9901933953658091,0.9764185367633643,0.9994526546250684,126
main16x32,static,-8,static_structure_decoupling,fixed_train_free,0.6281624055486549,0.5762329449800316,0.6785140373082,126
main16x32,static,-6,static_structure_decoupling,fixed_train_free,0.5481155631299309,0.49369495261967555,0.6008887631593911,126
main16x32,static,-4,static_structure_decoupling,fixed_train_free,0.7366134615971619,0.6844018186458332,0.7863879339586712,126
main16x32,static,-2,static_structure_decoupling,fixed_train_free,0.7915859667912214,0.7395966605613569,0.8414234296992918,126
main16x32,static,0,static_structure_decoupling,fixed_train_free,0.7799738841405507,0.7285063932980598,0.8292534356076023,126
main16x32,static,-8,static_transfer_arrest,fixed_train_free,0.7840376497336612,0.7341527318344483,0.8319534796845895,126
main16x32,static,-6,static_transfer_arrest,fixed_train_free,0.8145070712599448,0.7751910509574199,0.8517280229823845,126
main16x32,static,-4,static_transfer_arrest,fixed_train_free,0.8606673762039356,0.8173326300797807,0.902400486259754,126
main16x32,static,-2,static_transfer_arrest,fixed_train_free,0.8911763364349572,0.8480043939670379,0.9295689465121936,126
main16x32,static,0,static_transfer_arrest,fixed_train_free,0.8877645502645503,0.8386243386243385,0.9325396825396826,126
